date,Country,cases_total,cases_recovered,cases_fatal,cases_active,day,Population,GDP_per_Capita,health_exp_percgdp,Hosp_beds,PP,Haz,CF,OF,Column1
2020-04-11 00:00:00.000,"Russia",13584,1045,106,12433,27,145934000,11585,5.32,7.1,85.1960475283347,1.14229720295145E-11,0.00780329799764429,0.0920938314509123,"65685"
2020-04-12 00:00:00.000,"Russia",15770,1291,130,14349,28,145934000,11585,5.32,7.1,98.3252703276824,1.49793742392878E-11,0.0082435003170577,0.091484869809993,"65686"
2020-04-13 00:00:00.000,"Russia",18328,1470,148,16710,29,145934000,11585,5.32,7.1,114.503816793893,1.75284717771134E-11,0.0080750763858577,0.0914709517923362,"65687"
2020-04-14 00:00:00.000,"Russia",21102,1694,170,19238,30,145934000,11585,5.32,7.1,131.826716186769,1.90085929283177E-11,0.00805610842574164,0.0912017167381974,"65688"
2020-04-15 00:00:00.000,"Russia",24490,1986,198,22306,31,145934000,11585,5.32,7.1,152.849918456288,2.32159743484627E-11,0.00808493262556145,0.0906593406593407,"65689"
2020-04-16 00:00:00.000,"Russia",27938,2304,232,25402,32,145934000,11585,5.32,7.1,174.064988282374,2.36271191131614E-11,0.00830410194001002,0.0914826498422713,"65690"
2020-04-17 00:00:00.000,"Russia",32008,2590,273,29145,33,145934000,11585,5.32,7.1,199.713569147697,2.7889319835629E-11,0.00852911772056986,0.0953545232273839,"65691"
2020-04-18 00:00:00.000,"Russia",36793,3057,313,33423,34,145934000,11585,5.32,7.1,229.02819082599,3.27887949429632E-11,0.00850705297203272,0.0928783382789318,"65692"
2020-04-19 00:00:00.000,"Russia",42853,3291,361,39201,35,145934000,11585,5.32,7.1,268.621431606068,4.15256211834082E-11,0.00842414766760787,0.0988499452354874,"65693"
2020-04-20 00:00:00.000,"Russia",47121,3446,405,43270,36,145934000,11585,5.32,7.1,296.503899022846,2.9246097560391E-11,0.00859489399630738,0.105167488963905,"65694"
2020-04-21 00:00:00.000,"Russia",52763,3873,456,48434,37,145934000,11585,5.32,7.1,331.889758383927,3.86613126621616E-11,0.00864241987756572,0.105336105336105,"65695"
2020-04-22 00:00:00.000,"Russia",57999,4420,513,53066,38,145934000,11585,5.32,7.1,363.630134170241,3.58792330922263E-11,0.00884498008586355,0.103993513075208,"65696"
2020-04-23 00:00:00.000,"Russia",62773,4891,555,57327,39,145934000,11585,5.32,7.1,392.828264832047,3.27134184086883E-11,0.00884138084845395,0.101909658464928,"65697"
2020-04-24 00:00:00.000,"Russia",68622,5568,615,62439,40,145934000,11585,5.32,7.1,427.857798730933,4.00797621030764E-11,0.00896214042143919,0.0994662785055798,"65698"
2020-04-25 00:00:00.000,"Russia",74588,6250,681,67657,41,145934000,11585,5.32,7.1,463.613688379678,4.0881494395064E-11,0.00913015498471604,0.0982542201702496,"65699"
2020-04-26 00:00:00.000,"Russia",80949,6767,747,73435,42,145934000,11585,5.32,7.1,503.206929159757,4.35881974284843E-11,0.0092280324648853,0.0994144264040458,"65700"
2020-04-27 00:00:00.000,"Russia",87147,7346,794,79007,43,145934000,11585,5.32,7.1,541.388572916524,4.24712541539411E-11,0.00911104226192525,0.0975429975429975,"65701"
2020-04-28 00:00:00.000,"Russia",93558,8456,867,84235,44,145934000,11585,5.32,7.1,577.212986692614,4.39308180691962E-11,0.00926697877252613,0.0929958167971683,"65702"
2020-04-29 00:00:00.000,"Russia",99399,10286,972,88141,45,145934000,11585,5.32,7.1,603.978510833665,4.00249428096156E-11,0.00977877041016509,0.0863386036596198,"65703"
2020-04-30 00:00:00.000,"Russia",106498,11619,1073,93806,46,145934000,11585,5.32,7.1,642.797428974742,4.86452780378844E-11,0.0100753065785273,0.0845414434289316,"65704"
2020-05-01 00:00:00.000,"Russia",114431,13220,1169,100042,47,145934000,11585,5.32,7.1,685.529074787233,5.43601902656029E-11,0.010215763211018,0.081242615887136,"65705"
2020-05-02 00:00:00.000,"Russia",124054,15013,1222,107819,48,145934000,11585,5.32,7.1,738.820288623624,6.5940767800377E-11,0.00985054895448756,0.0752694795195565,"65706"
2020-05-03 00:00:00.000,"Russia",134687,16639,1280,116768,49,145934000,11585,5.32,7.1,800.142530184878,7.28617046734382E-11,0.00950351555829442,0.0714325576204029,"65707"
2020-05-04 00:00:00.000,"Russia",145268,18095,1356,125817,50,145934000,11585,5.32,7.1,862.150013019584,7.25053792161711E-11,0.009334471459647,0.0697136394015732,"65708"
2020-05-05 00:00:00.000,"Russia",155370,19865,1451,134054,51,145934000,11585,5.32,7.1,918.593336713857,6.92230735178587E-11,0.00933899723241295,0.0680709326327641,"65709"
2020-05-06 00:00:00.000,"Russia",165929,21327,1537,143065,52,145934000,11585,5.32,7.1,980.340427864651,7.23546261461053E-11,0.00926299802927758,0.0672235829251225,"65710"
2020-05-07 00:00:00.000,"Russia",177160,23803,1625,151732,53,145934000,11585,5.32,7.1,1039.73028903477,7.69594475148638E-11,0.0091724994355385,0.0639059304703476,"65711"
2020-05-08 00:00:00.000,"Russia",187859,26608,1723,159528,54,145934000,11585,5.32,7.1,1093.15169871312,7.33139639410465E-11,0.00917177244635604,0.0608167731460238,"65712"
2020-05-09 00:00:00.000,"Russia",198676,31916,1827,164933,55,145934000,11585,5.32,7.1,1130.18898954322,7.41225486502554E-11,0.00919587670377902,0.0541445633168361,"65713"
2020-05-10 00:00:00.000,"Russia",209688,34306,1915,173467,56,145934000,11585,5.32,7.1,1188.66747981964,7.54587691410007E-11,0.00913261607721949,0.0528698821125866,"65714"
2020-05-11 00:00:00.000,"Russia",221344,39801,2009,179534,57,145934000,11585,5.32,7.1,1230.24106788,7.98717229547544E-11,0.00907636981350296,0.0480507055728295,"65715"
2020-05-12 00:00:00.000,"Russia",232243,43512,2116,186615,58,145934000,11585,5.32,7.1,1278.76300245316,7.46844465124299E-11,0.00911114651464199,0.0463750328745507,"65716"
2020-05-13 00:00:00.000,"Russia",242271,48003,2212,192056,59,145934000,11585,5.32,7.1,1316.04698014171,6.87159950158832E-11,0.00913027147285478,0.0440505824952703,"65717"
2020-05-14 00:00:00.000,"Russia",252245,53530,2305,196410,60,145934000,11585,5.32,7.1,1345.88238518782,6.83459647322757E-11,0.00913794128724058,0.0412823497806036,"65718"
2020-05-15 00:00:00.000,"Russia",262843,58226,2418,202199,61,145934000,11585,5.32,7.1,1385.55100250798,7.26218702912834E-11,0.00919940801162671,0.0398720401028956,"65719"
2020-05-16 00:00:00.000,"Russia",272043,63166,2537,206340,62,145934000,11585,5.32,7.1,1413.92684364165,6.30421972751394E-11,0.00932573159390243,0.0386131531284721,"65720"
2020-05-17 00:00:00.000,"Russia",281752,67373,2631,211748,63,145934000,11585,5.32,7.1,1450.98469170995,6.65300753679402E-11,0.00933799937533718,0.0375835666533341,"65721"
2020-05-18 00:00:00.000,"Russia",290678,70209,2722,217747,64,145934000,11585,5.32,7.1,1492.09231570436,6.11646361901902E-11,0.00936431377675641,0.0373229490888648,"65722"
2020-05-19 00:00:00.000,"Russia",299941,76130,2837,220974,65,145934000,11585,5.32,7.1,1514.20505159867,6.34738992903534E-11,0.00945852684361258,0.0359263996352907,"65723"
2020-05-20 00:00:00.000,"Russia",308705,85392,2972,220341,66,145934000,11585,5.32,7.1,1509.86747433771,6.00545453324046E-11,0.00962731410246028,0.033633606446064,"65724"
2020-05-21 00:00:00.000,"Russia",317554,92681,3099,221774,67,145934000,11585,5.32,7.1,1519.68698178629,6.06370004197481E-11,0.00975897012791525,0.0323553977865943,"65725"
2020-05-22 00:00:00.000,"Russia",326448,99825,3249,223374,68,145934000,11585,5.32,7.1,1530.65084216153,6.0945358997187E-11,0.00995258050286723,0.031521043134059,"65726"
2020-05-23 00:00:00.000,"Russia",335882,107936,3388,224558,69,145934000,11585,5.32,7.1,1538.7640988392,6.46456618862864E-11,0.0100868757480306,0.0304336890517768,"65727"
2020-05-24 00:00:00.000,"Russia",344481,113299,3541,227641,70,145934000,11585,5.32,7.1,1559.89008729974,5.89238972432618E-11,0.0102792316557372,0.0303064019171517,"65728"
2020-05-25 00:00:00.000,"Russia",353427,118798,3633,230996,71,145934000,11585,5.32,7.1,1582.87993202407,6.13016844715123E-11,0.0102793504740724,0.0296738571113525,"65729"
2020-05-26 00:00:00.000,"Russia",362342,131129,3807,227406,72,145934000,11585,5.32,7.1,1558.27977030713,6.10892596799595E-11,0.0105066484150333,0.0282133752297385,"65730"
2020-05-27 00:00:00.000,"Russia",370680,142208,3968,224504,73,145934000,11585,5.32,7.1,1538.39406855154,5.71354175255866E-11,0.0107046509118377,0.0271453590192644,"65731"
2020-05-28 00:00:00.000,"Russia",379051,150993,4142,223916,74,145934000,11585,5.32,7.1,1534.36484986364,5.73615471496906E-11,0.0109272894676442,0.0266993263931415,"65732"
2020-05-29 00:00:00.000,"Russia",387623,159257,4374,223992,75,145934000,11585,5.32,7.1,1534.88563323146,5.87388821163577E-11,0.0112841601246572,0.0267308761787192,"65733"
2020-05-30 00:00:00.000,"Russia",396575,167469,4555,224551,76,145934000,11585,5.32,7.1,1538.71613195006,6.13427989661561E-11,0.0114858475698166,0.0264788634144073,"65734"
2020-05-31 00:00:00.000,"Russia",405843,171883,4693,229267,77,145934000,11585,5.32,7.1,1571.03211040607,6.35081614001833E-11,0.0115635849330899,0.0265777908662559,"65735"
2020-06-01 00:00:00.000,"Russia",414328,175514,4849,233965,78,145934000,11585,5.32,7.1,1603.22474543287,5.81427222175104E-11,0.0117032882160993,0.0268846714680949,"65736"
2020-06-02 00:00:00.000,"Russia",423186,186602,5031,231553,79,145934000,11585,5.32,7.1,1586.6967259172,6.06986721784288E-11,0.0118883895024883,0.0262533071026389,"65737"
2020-06-03 00:00:00.000,"Russia",431715,195559,5208,230948,80,145934000,11585,5.32,7.1,1582.55101621281,5.84442283856487E-11,0.0120635141239012,0.0259405181130365,"65738"
2020-06-04 00:00:00.000,"Russia",440538,204197,5376,230965,81,145934000,11585,5.32,7.1,1582.6675072293,6.04588377392137E-11,0.0122032605586805,0.0256521593907612,"65739"
2020-06-05 00:00:00.000,"Russia",449256,212237,5520,231499,82,145934000,11585,5.32,7.1,1586.32669562953,5.97393344034855E-11,0.012286981142155,0.0253493573111312,"65740"
2020-06-06 00:00:00.000,"Russia",458102,220935,5717,231450,83,145934000,11585,5.32,7.1,1585.99092740554,6.06164432398791E-11,0.0124797534173612,0.0252236909447082,"65741"
2020-06-07 00:00:00.000,"Russia",467073,226272,5851,234950,84,145934000,11585,5.32,7.1,1609.97437197637,6.14729948381623E-11,0.0125269497487545,0.0252064638144432,"65742"
2020-06-08 00:00:00.000,"Russia",476043,230226,5963,239854,85,145934000,11585,5.32,7.1,1643.57860402648,6.14661424291839E-11,0.0125261793577471,0.02524673037271,"65743"
2020-06-09 00:00:00.000,"Russia",484630,241917,6134,236579,86,145934000,11585,5.32,7.1,1621.13695232091,5.88416683467625E-11,0.0126570785960423,0.0247287856126361,"65744"
2020-06-10 00:00:00.000,"Russia",493023,252295,6350,234378,87,145934000,11585,5.32,7.1,1606.05479189223,5.75123002751579E-11,0.0128797236640076,0.0245510255369329,"65745"
2020-06-11 00:00:00.000,"Russia",501800,260649,6522,234629,88,145934000,11585,5.32,7.1,1607.77474748859,6.01436267777219E-11,0.0129972100438422,0.024411332068226,"65746"
2020-06-12 00:00:00.000,"Russia",510761,268862,6705,235194,89,145934000,11585,5.32,7.1,1611.6463606836,6.14044707289803E-11,0.0131274705782156,0.0243316507419248,"65747"
2020-06-13 00:00:00.000,"Russia",519458,274128,6819,238511,90,145934000,11585,5.32,7.1,1634.37581372401,5.95954337642861E-11,0.0131271440616951,0.0242714818097364,"65748"
2020-06-14 00:00:00.000,"Russia",528267,279536,6938,241793,91,145934000,11585,5.32,7.1,1656.86543231872,6.03629039969283E-11,0.0131335101378659,0.0242186027353268,"65749"
2020-06-15 00:00:00.000,"Russia",536484,284021,7081,245382,92,145934000,11585,5.32,7.1,1681.45874162293,5.6306275646576E-11,0.0131989024835783,0.0243248071122837,"65750"
2020-06-16 00:00:00.000,"Russia",544725,293780,7274,243671,93,145934000,11585,5.32,7.1,1669.73426343416,5.64707335559981E-11,0.0133535270090413,0.0241617782856232,"65751"
2020-06-17 00:00:00.000,"Russia",552549,303800,7468,241281,94,145934000,11585,5.32,7.1,1653.35699699864,5.361327743791E-11,0.0135155434178688,0.0239921867972294,"65752"
2020-06-18 00:00:00.000,"Russia",560321,313409,7650,239262,95,145934000,11585,5.32,7.1,1639.52197568764,5.32569519772019E-11,0.0136528882551252,0.0238273962106653,"65753"
2020-06-19 00:00:00.000,"Russia",568292,323851,7831,236610,96,145934000,11585,5.32,7.1,1621.34937711568,5.46205821195913E-11,0.013779887804157,0.0236099637604694,"65754"
2020-06-20 00:00:00.000,"Russia",576162,334024,7992,234146,97,145934000,11585,5.32,7.1,1604.46503213782,5.39284884336176E-11,0.0138710987534756,0.0233673278443114,"65755"
2020-06-21 00:00:00.000,"Russia",583879,339142,8101,236636,98,145934000,11585,5.32,7.1,1621.52753984678,5.28800692838925E-11,0.0138744500144722,0.0233294839636796,"65756"
2020-06-22 00:00:00.000,"Russia",591465,343847,8196,239422,99,145934000,11585,5.32,7.1,1640.61836172516,5.19824032147805E-11,0.0138571174963861,0.0232812468931352,"65757"
2020-06-23 00:00:00.000,"Russia",598878,355847,8349,234682,100,145934000,11585,5.32,7.1,1608.13792536352,5.07969358094835E-11,0.013941069800527,0.0229244692418368,"65758"
2020-06-24 00:00:00.000,"Russia",606043,368222,8503,229318,101,145934000,11585,5.32,7.1,1571.38158345553,4.90975374467582E-11,0.0140303575818878,0.0225708407989913,"65759"
2020-06-25 00:00:00.000,"Russia",613148,374557,8594,229997,102,145934000,11585,5.32,7.1,1576.03437170228,4.86863926833498E-11,0.0140161918492762,0.0224297992175409,"65760"
2020-06-26 00:00:00.000,"Russia",619936,383524,8770,227642,103,145934000,11585,5.32,7.1,1559.89693971247,4.65141778395426E-11,0.0141466215867444,0.0223556822179284,"65761"
2020-06-27 00:00:00.000,"Russia",626779,392703,8958,225118,104,145934000,11585,5.32,7.1,1542.60144997053,4.68910605437412E-11,0.0142921189127268,0.0223023893283142,"65762"
2020-06-28 00:00:00.000,"Russia",633563,398436,9060,226067,105,145934000,11585,5.32,7.1,1549.1043896556,4.64867681928289E-11,0.0143000774982125,0.0222333470757995,"65763"
2020-06-29 00:00:00.000,"Russia",640246,402778,9152,228316,106,145934000,11585,5.32,7.1,1564.51546589554,4.57946745057345E-11,0.0142945055494294,0.0222173670283786,"65764"
2020-06-30 00:00:00.000,"Russia",646929,411973,9306,225650,107,145934000,11585,5.32,7.1,1546.2469335453,4.57946745078316E-11,0.0143848861312447,0.0220898739315276,"65765"
2020-07-01 00:00:00.000,"Russia",653479,422235,9521,221723,108,145934000,11585,5.32,7.1,1519.33750873683,4.48833036121144E-11,0.0145697107328621,0.022051807039161,"65766"
2020-07-02 00:00:00.000,"Russia",660231,428276,9668,222287,109,145934000,11585,5.32,7.1,1523.2022695191,4.62674909928271E-11,0.0146433596725994,0.0220758818479075,"65767"
2020-07-03 00:00:00.000,"Russia",666941,437155,9844,219942,110,145934000,11585,5.32,7.1,1507.13336165664,4.59796896587892E-11,0.0147599262903315,0.0220224206318135,"65768"
2020-07-04 00:00:00.000,"Russia",673564,446127,10011,217426,111,145934000,11585,5.32,7.1,1489.89269121658,4.53835297502207E-11,0.0148627301934189,0.0219473054207279,"65769"
2020-07-05 00:00:00.000,"Russia",680283,449995,10145,220143,112,145934000,11585,5.32,7.1,1508.51069661628,4.60413613778911E-11,0.014912911244291,0.0220476376754901,"65770"
2020-07-06 00:00:00.000,"Russia",686852,453570,10280,223002,113,145934000,11585,5.32,7.1,1528.10174462428,4.50134994649472E-11,0.014966834194266,0.0221623369623801,"65771"
2020-07-07 00:00:00.000,"Russia",693215,463103,10478,219634,114,145934000,11585,5.32,7.1,1505.02281853441,4.36019024368927E-11,0.0151150797371667,0.0221250430232632,"65772"
2020-07-08 00:00:00.000,"Russia",699749,471718,10650,217381,115,145934000,11585,5.32,7.1,1489.58433264352,4.4773665022067E-11,0.0152197430793042,0.0220785790102163,"65773"
2020-07-09 00:00:00.000,"Russia",706240,480494,10826,214920,116,145934000,11585,5.32,7.1,1472.72054490386,4.4479011275048E-11,0.0153290666062528,0.0220345192542538,"65774"
2020-07-10 00:00:00.000,"Russia",712863,488234,11000,213629,117,145934000,11585,5.32,7.1,1463.87408006359,4.53835297624422E-11,0.0154307349378492,0.0220337557137535,"65775"
2020-07-11 00:00:00.000,"Russia",719449,496594,11188,211667,118,145934000,11585,5.32,7.1,1450.42964627845,4.5129990492063E-11,0.015550789562568,0.0220330771866667,"65776"
2020-07-12 00:00:00.000,"Russia",726036,500208,11318,214510,119,145934000,11585,5.32,7.1,1469.91105568271,4.51368429068687E-11,0.0155887586841424,0.0221259525420018,"65777"
2020-07-13 00:00:00.000,"Russia",732547,503168,11422,217957,120,145934000,11585,5.32,7.1,1493.53132237861,4.46160595384445E-11,0.0155921736079733,0.022196311626732,"65778"
2020-07-14 00:00:00.000,"Russia",738787,511958,11597,215232,121,145934000,11585,5.32,7.1,1474.85849767703,4.27590556798953E-11,0.0156973525522241,0.0221504903973795,"65779"
2020-07-15 00:00:00.000,"Russia",745197,522375,11753,211069,122,145934000,11585,5.32,7.1,1446.33190346321,4.3923965852591E-11,0.0157716684313007,0.0220040889075278,"65780"
2020-07-16 00:00:00.000,"Russia",751612,530801,11920,208891,123,145934000,11585,5.32,7.1,1431.40734852742,4.39582279183708E-11,0.0158592465261332,0.0219634029271025,"65781"
2020-07-17 00:00:00.000,"Russia",758001,538467,12106,207428,124,145934000,11585,5.32,7.1,1421.38226869681,4.37800651882723E-11,0.0159709551834364,0.0219880015910697,"65782"
2020-07-18 00:00:00.000,"Russia",764215,545909,12228,206078,125,145934000,11585,5.32,7.1,1412.1315115052,4.25808929553151E-11,0.0160007327780795,0.0219085995015561,"65783"
2020-07-19 00:00:00.000,"Russia",770311,549387,12323,208601,126,145934000,11585,5.32,7.1,1429.4201488344,4.17723082501519E-11,0.0159974348023071,0.0219383667728899,"65784"
2020-07-20 00:00:00.000,"Russia",776212,552644,12408,211160,127,145934000,11585,5.32,7.1,1446.95547302205,4.04360877615016E-11,0.0159853235971616,0.0219590409378252,"65785"
2020-07-21 00:00:00.000,"Russia",782040,561397,12561,208082,128,145934000,11585,5.32,7.1,1425.86374662519,3.99358616308156E-11,0.0160618382691422,0.0218848765937577,"65786"
2020-07-22 00:00:00.000,"Russia",787890,571049,12726,204115,129,145934000,11585,5.32,7.1,1398.68022530733,4.00866147133899E-11,0.0161520009138331,0.0217994946683226,"65787"
2020-07-23 00:00:00.000,"Russia",793720,579295,12873,201552,130,145934000,11585,5.32,7.1,1381.11749146875,3.99495664595555E-11,0.0162185657410674,0.0217387633239216,"65788"
2020-07-24 00:00:00.000,"Russia",799499,587728,13026,198745,131,145934000,11585,5.32,7.1,1361.88276892294,3.96000934097622E-11,0.016292703305445,0.0216827520083096,"65789"
2020-07-25 00:00:00.000,"Russia",805332,596064,13172,196096,132,145934000,11585,5.32,7.1,1343.73072758918,3.99701237010513E-11,0.0163559873443499,0.0216205214399674,"65790"
2020-07-26 00:00:00.000,"Russia",811073,599172,13249,198652,133,145934000,11585,5.32,7.1,1361.24549453863,3.93397017275438E-11,0.0163351510899759,0.0216338107282409,"65791"
2020-07-27 00:00:00.000,"Russia",816680,602249,13334,201097,134,145934000,11585,5.32,7.1,1377.99964367454,3.84214784174905E-11,0.016327080374198,0.0216607671102028,"65792"
2020-07-28 00:00:00.000,"Russia",822060,611109,13483,197468,135,145934000,11585,5.32,7.1,1353.13223786095,3.68659807194077E-11,0.0164014792107632,0.0215868919230474,"65793"
2020-07-29 00:00:00.000,"Russia",827509,619204,13650,194655,136,145934000,11585,5.32,7.1,1333.85640083874,3.73387972021475E-11,0.0164952888729911,0.0215689558729186,"65794"
2020-07-30 00:00:00.000,"Russia",832993,628482,13778,190733,137,145934000,11585,5.32,7.1,1306.98123809393,3.75786316506279E-11,0.0165403550810151,0.0214523713137982,"65795"
2020-07-31 00:00:00.000,"Russia",838461,637217,13939,187305,138,145934000,11585,5.32,7.1,1283.49116723999,3.74689930476537E-11,0.0166245060891324,0.0214065446682515,"65796"
2020-08-01 00:00:00.000,"Russia",843890,645316,14034,184540,139,145934000,11585,5.32,7.1,1264.54424602903,3.72017489508558E-11,0.0166301295192501,0.0212845984681884,"65797"
2020-08-02 00:00:00.000,"Russia",849277,648961,14104,186212,140,145934000,11585,5.32,7.1,1276.00148012115,3.69139476157041E-11,0.0166070669522429,0.0212709161243619,"65798"
2020-08-03 00:00:00.000,"Russia",854641,652372,14183,188086,141,145934000,11585,5.32,7.1,1288.84290158565,3.67563421232439E-11,0.0165952721669098,0.0212780640757327,"65799"
2020-08-04 00:00:00.000,"Russia",859762,660235,14327,185200,142,145934000,11585,5.32,7.1,1269.06683843381,3.50912058202344E-11,0.0166639139668885,0.0212389669148277,"65800"
2020-08-05 00:00:00.000,"Russia",864948,667769,14465,182714,143,145934000,11585,5.32,7.1,1252.03174037579,3.55366126518654E-11,0.0167235486988813,0.0212024026946766,"65801"
2020-08-06 00:00:00.000,"Russia",870187,675069,14579,180539,144,145934000,11585,5.32,7.1,1237.1277426782,3.58997905302365E-11,0.0167538701451527,0.0211397698536065,"65802"
2020-08-07 00:00:00.000,"Russia",875378,682278,14698,178402,145,145934000,11585,5.32,7.1,1222.48413666452,3.55708747182833E-11,0.0167904608066458,0.0210882440715319,"65803"
2020-08-08 00:00:00.000,"Russia",880563,688856,14827,176880,146,145934000,11585,5.32,7.1,1212.05476448257,3.55297602428919E-11,0.0168380910849082,0.0210705672866902,"65804"
2020-08-09 00:00:00.000,"Russia",885718,692059,14903,178756,147,145934000,11585,5.32,7.1,1224.90989077254,3.53241878608636E-11,0.0168258971817215,0.0210803409518475,"65805"
2020-08-10 00:00:00.000,"Russia",890799,695317,14973,180509,148,145934000,11585,5.32,7.1,1236.92217029616,3.48171093166435E-11,0.0168085056224805,0.021080122203607,"65806"
2020-08-11 00:00:00.000,"Russia",895691,701796,15103,178792,149,145934000,11585,5.32,7.1,1225.15657763098,3.35220033030367E-11,0.0168618418628746,0.0210671238207893,"65807"
2020-08-12 00:00:00.000,"Russia",900745,708900,15231,176614,150,145934000,11585,5.32,7.1,1210.23202269519,3.46320941740423E-11,0.0169093361606226,0.0210334870348045,"65808"
2020-08-13 00:00:00.000,"Russia",905762,714934,15353,175475,151,145934000,11585,5.32,7.1,1202.42712459057,3.43785549024819E-11,0.0169503688606941,0.0210232415475012,"65809"
2020-08-14 00:00:00.000,"Russia",910778,721473,15467,173838,152,145934000,11585,5.32,7.1,1191.20972494415,3.43717024908862E-11,0.0169821844620753,0.0209881401470947,"65810"
2020-08-15 00:00:00.000,"Russia",915808,727895,15585,172328,153,145934000,11585,5.32,7.1,1180.86258171502,3.44676362709563E-11,0.0170177591809637,0.0209622316672943,"65811"
2020-08-16 00:00:00.000,"Russia",920719,731444,15653,173622,154,145934000,11585,5.32,7.1,1189.7296037935,3.36521991515632E-11,0.0170008439056868,0.0209517639610385,"65812"
