date,Country,cases_total,cases_recovered,cases_fatal,cases_active,day,infected,removed,N,GDP_per_Capita,health_exp_percgdp,Hosp_beds,PP,susceptible
2020-04-13 00:00:00.000,"Russia",18328,1470,148,16710,29,16710,1618,"145934000","11585","5.32","7.1","114.503816793893","145915672"
2020-04-14 00:00:00.000,"Russia",21102,1694,170,19238,30,19238,1864,"145934000","11585","5.32","7.1","131.826716186769","145912898"
2020-04-15 00:00:00.000,"Russia",24490,1986,198,22306,31,22306,2184,"145934000","11585","5.32","7.1","152.849918456288","145909510"
2020-04-16 00:00:00.000,"Russia",27938,2304,232,25402,32,25402,2536,"145934000","11585","5.32","7.1","174.064988282374","145906062"
2020-04-17 00:00:00.000,"Russia",32008,2590,273,29145,33,29145,2863,"145934000","11585","5.32","7.1","199.713569147697","145901992"
2020-04-18 00:00:00.000,"Russia",36793,3057,313,33423,34,33423,3370,"145934000","11585","5.32","7.1","229.02819082599","145897207"
2020-04-19 00:00:00.000,"Russia",42853,3291,361,39201,35,39201,3652,"145934000","11585","5.32","7.1","268.621431606068","145891147"
2020-04-20 00:00:00.000,"Russia",47121,3446,405,43270,36,43270,3851,"145934000","11585","5.32","7.1","296.503899022846","145886879"
2020-04-21 00:00:00.000,"Russia",52763,3873,456,48434,37,48434,4329,"145934000","11585","5.32","7.1","331.889758383927","145881237"
2020-04-22 00:00:00.000,"Russia",57999,4420,513,53066,38,53066,4933,"145934000","11585","5.32","7.1","363.630134170241","145876001"
2020-04-23 00:00:00.000,"Russia",62773,4891,555,57327,39,57327,5446,"145934000","11585","5.32","7.1","392.828264832047","145871227"
2020-04-24 00:00:00.000,"Russia",68622,5568,615,62439,40,62439,6183,"145934000","11585","5.32","7.1","427.857798730933","145865378"
2020-04-25 00:00:00.000,"Russia",74588,6250,681,67657,41,67657,6931,"145934000","11585","5.32","7.1","463.613688379678","145859412"
2020-04-26 00:00:00.000,"Russia",80949,6767,747,73435,42,73435,7514,"145934000","11585","5.32","7.1","503.206929159757","145853051"
2020-04-27 00:00:00.000,"Russia",87147,7346,794,79007,43,79007,8140,"145934000","11585","5.32","7.1","541.388572916524","145846853"
2020-04-28 00:00:00.000,"Russia",93558,8456,867,84235,44,84235,9323,"145934000","11585","5.32","7.1","577.212986692614","145840442"
2020-04-29 00:00:00.000,"Russia",99399,10286,972,88141,45,88141,11258,"145934000","11585","5.32","7.1","603.978510833665","145834601"
2020-04-30 00:00:00.000,"Russia",106498,11619,1073,93806,46,93806,12692,"145934000","11585","5.32","7.1","642.797428974742","145827502"
2020-05-01 00:00:00.000,"Russia",114431,13220,1169,100042,47,100042,14389,"145934000","11585","5.32","7.1","685.529074787233","145819569"
2020-05-02 00:00:00.000,"Russia",124054,15013,1222,107819,48,107819,16235,"145934000","11585","5.32","7.1","738.820288623624","145809946"
2020-05-03 00:00:00.000,"Russia",134687,16639,1280,116768,49,116768,17919,"145934000","11585","5.32","7.1","800.142530184878","145799313"
2020-05-04 00:00:00.000,"Russia",145268,18095,1356,125817,50,125817,19451,"145934000","11585","5.32","7.1","862.150013019584","145788732"
2020-05-05 00:00:00.000,"Russia",155370,19865,1451,134054,51,134054,21316,"145934000","11585","5.32","7.1","918.593336713857","145778630"
2020-05-06 00:00:00.000,"Russia",165929,21327,1537,143065,52,143065,22864,"145934000","11585","5.32","7.1","980.340427864651","145768071"
2020-05-07 00:00:00.000,"Russia",177160,23803,1625,151732,53,151732,25428,"145934000","11585","5.32","7.1","1039.73028903477","145756840"
2020-05-08 00:00:00.000,"Russia",187859,26608,1723,159528,54,159528,28331,"145934000","11585","5.32","7.1","1093.15169871312","145746141"
2020-05-09 00:00:00.000,"Russia",198676,31916,1827,164933,55,164933,33743,"145934000","11585","5.32","7.1","1130.18898954322","145735324"
2020-05-10 00:00:00.000,"Russia",209688,34306,1915,173467,56,173467,36221,"145934000","11585","5.32","7.1","1188.66747981964","145724312"
2020-05-11 00:00:00.000,"Russia",221344,39801,2009,179534,57,179534,41810,"145934000","11585","5.32","7.1","1230.24106788","145712656"
2020-05-12 00:00:00.000,"Russia",232243,43512,2116,186615,58,186615,45628,"145934000","11585","5.32","7.1","1278.76300245316","145701757"
2020-05-13 00:00:00.000,"Russia",242271,48003,2212,192056,59,192056,50215,"145934000","11585","5.32","7.1","1316.04698014171","145691729"
2020-05-14 00:00:00.000,"Russia",252245,53530,2305,196410,60,196410,55835,"145934000","11585","5.32","7.1","1345.88238518782","145681755"
2020-05-15 00:00:00.000,"Russia",262843,58226,2418,202199,61,202199,60644,"145934000","11585","5.32","7.1","1385.55100250798","145671157"
2020-05-16 00:00:00.000,"Russia",272043,63166,2537,206340,62,206340,65703,"145934000","11585","5.32","7.1","1413.92684364165","145661957"
2020-05-17 00:00:00.000,"Russia",281752,67373,2631,211748,63,211748,70004,"145934000","11585","5.32","7.1","1450.98469170995","145652248"
2020-05-18 00:00:00.000,"Russia",290678,70209,2722,217747,64,217747,72931,"145934000","11585","5.32","7.1","1492.09231570436","145643322"
2020-05-19 00:00:00.000,"Russia",299941,76130,2837,220974,65,220974,78967,"145934000","11585","5.32","7.1","1514.20505159867","145634059"
2020-05-20 00:00:00.000,"Russia",308705,85392,2972,220341,66,220341,88364,"145934000","11585","5.32","7.1","1509.86747433771","145625295"
2020-05-21 00:00:00.000,"Russia",317554,92681,3099,221774,67,221774,95780,"145934000","11585","5.32","7.1","1519.68698178629","145616446"
2020-05-22 00:00:00.000,"Russia",326448,99825,3249,223374,68,223374,103074,"145934000","11585","5.32","7.1","1530.65084216153","145607552"
2020-05-23 00:00:00.000,"Russia",335882,107936,3388,224558,69,224558,111324,"145934000","11585","5.32","7.1","1538.7640988392","145598118"
2020-05-24 00:00:00.000,"Russia",344481,113299,3541,227641,70,227641,116840,"145934000","11585","5.32","7.1","1559.89008729974","145589519"
2020-05-25 00:00:00.000,"Russia",353427,118798,3633,230996,71,230996,122431,"145934000","11585","5.32","7.1","1582.87993202407","145580573"
2020-05-26 00:00:00.000,"Russia",362342,131129,3807,227406,72,227406,134936,"145934000","11585","5.32","7.1","1558.27977030713","145571658"
2020-05-27 00:00:00.000,"Russia",370680,142208,3968,224504,73,224504,146176,"145934000","11585","5.32","7.1","1538.39406855154","145563320"
2020-05-28 00:00:00.000,"Russia",379051,150993,4142,223916,74,223916,155135,"145934000","11585","5.32","7.1","1534.36484986364","145554949"
2020-05-29 00:00:00.000,"Russia",387623,159257,4374,223992,75,223992,163631,"145934000","11585","5.32","7.1","1534.88563323146","145546377"
2020-05-30 00:00:00.000,"Russia",396575,167469,4555,224551,76,224551,172024,"145934000","11585","5.32","7.1","1538.71613195006","145537425"
2020-05-31 00:00:00.000,"Russia",405843,171883,4693,229267,77,229267,176576,"145934000","11585","5.32","7.1","1571.03211040607","145528157"
2020-06-01 00:00:00.000,"Russia",414328,175514,4849,233965,78,233965,180363,"145934000","11585","5.32","7.1","1603.22474543287","145519672"
2020-06-02 00:00:00.000,"Russia",423186,186602,5031,231553,79,231553,191633,"145934000","11585","5.32","7.1","1586.6967259172","145510814"
2020-06-03 00:00:00.000,"Russia",431715,195559,5208,230948,80,230948,200767,"145934000","11585","5.32","7.1","1582.55101621281","145502285"
2020-06-04 00:00:00.000,"Russia",440538,204197,5376,230965,81,230965,209573,"145934000","11585","5.32","7.1","1582.6675072293","145493462"
2020-06-05 00:00:00.000,"Russia",449256,212237,5520,231499,82,231499,217757,"145934000","11585","5.32","7.1","1586.32669562953","145484744"
2020-06-06 00:00:00.000,"Russia",458102,220935,5717,231450,83,231450,226652,"145934000","11585","5.32","7.1","1585.99092740554","145475898"
2020-06-07 00:00:00.000,"Russia",467073,226272,5851,234950,84,234950,232123,"145934000","11585","5.32","7.1","1609.97437197637","145466927"
2020-06-08 00:00:00.000,"Russia",476043,230226,5963,239854,85,239854,236189,"145934000","11585","5.32","7.1","1643.57860402648","145457957"
2020-06-09 00:00:00.000,"Russia",484630,241917,6134,236579,86,236579,248051,"145934000","11585","5.32","7.1","1621.13695232091","145449370"
2020-06-10 00:00:00.000,"Russia",493023,252295,6350,234378,87,234378,258645,"145934000","11585","5.32","7.1","1606.05479189223","145440977"
2020-06-11 00:00:00.000,"Russia",501800,260649,6522,234629,88,234629,267171,"145934000","11585","5.32","7.1","1607.77474748859","145432200"
2020-06-12 00:00:00.000,"Russia",510761,268862,6705,235194,89,235194,275567,"145934000","11585","5.32","7.1","1611.6463606836","145423239"
2020-06-13 00:00:00.000,"Russia",519458,274128,6819,238511,90,238511,280947,"145934000","11585","5.32","7.1","1634.37581372401","145414542"
2020-06-14 00:00:00.000,"Russia",528267,279536,6938,241793,91,241793,286474,"145934000","11585","5.32","7.1","1656.86543231872","145405733"
2020-06-15 00:00:00.000,"Russia",536484,284021,7081,245382,92,245382,291102,"145934000","11585","5.32","7.1","1681.45874162293","145397516"
2020-06-16 00:00:00.000,"Russia",544725,293780,7274,243671,93,243671,301054,"145934000","11585","5.32","7.1","1669.73426343416","145389275"
2020-06-17 00:00:00.000,"Russia",552549,303800,7468,241281,94,241281,311268,"145934000","11585","5.32","7.1","1653.35699699864","145381451"
2020-06-18 00:00:00.000,"Russia",560321,313409,7650,239262,95,239262,321059,"145934000","11585","5.32","7.1","1639.52197568764","145373679"
2020-06-19 00:00:00.000,"Russia",568292,323851,7831,236610,96,236610,331682,"145934000","11585","5.32","7.1","1621.34937711568","145365708"
2020-06-20 00:00:00.000,"Russia",576162,334024,7992,234146,97,234146,342016,"145934000","11585","5.32","7.1","1604.46503213782","145357838"
2020-06-21 00:00:00.000,"Russia",583879,339142,8101,236636,98,236636,347243,"145934000","11585","5.32","7.1","1621.52753984678","145350121"
2020-06-22 00:00:00.000,"Russia",591465,343847,8196,239422,99,239422,352043,"145934000","11585","5.32","7.1","1640.61836172516","145342535"
2020-06-23 00:00:00.000,"Russia",598878,355847,8349,234682,100,234682,364196,"145934000","11585","5.32","7.1","1608.13792536352","145335122"
2020-06-24 00:00:00.000,"Russia",606043,368222,8503,229318,101,229318,376725,"145934000","11585","5.32","7.1","1571.38158345553","145327957"
2020-06-25 00:00:00.000,"Russia",613148,374557,8594,229997,102,229997,383151,"145934000","11585","5.32","7.1","1576.03437170228","145320852"
2020-06-26 00:00:00.000,"Russia",619936,383524,8770,227642,103,227642,392294,"145934000","11585","5.32","7.1","1559.89693971247","145314064"
2020-06-27 00:00:00.000,"Russia",626779,392703,8958,225118,104,225118,401661,"145934000","11585","5.32","7.1","1542.60144997053","145307221"
2020-06-28 00:00:00.000,"Russia",633563,398436,9060,226067,105,226067,407496,"145934000","11585","5.32","7.1","1549.1043896556","145300437"
2020-06-29 00:00:00.000,"Russia",640246,402778,9152,228316,106,228316,411930,"145934000","11585","5.32","7.1","1564.51546589554","145293754"
2020-06-30 00:00:00.000,"Russia",646929,411973,9306,225650,107,225650,421279,"145934000","11585","5.32","7.1","1546.2469335453","145287071"
2020-07-01 00:00:00.000,"Russia",653479,422235,9521,221723,108,221723,431756,"145934000","11585","5.32","7.1","1519.33750873683","145280521"
2020-07-02 00:00:00.000,"Russia",660231,428276,9668,222287,109,222287,437944,"145934000","11585","5.32","7.1","1523.2022695191","145273769"
2020-07-03 00:00:00.000,"Russia",666941,437155,9844,219942,110,219942,446999,"145934000","11585","5.32","7.1","1507.13336165664","145267059"
2020-07-04 00:00:00.000,"Russia",673564,446127,10011,217426,111,217426,456138,"145934000","11585","5.32","7.1","1489.89269121658","145260436"
2020-07-05 00:00:00.000,"Russia",680283,449995,10145,220143,112,220143,460140,"145934000","11585","5.32","7.1","1508.51069661628","145253717"
2020-07-06 00:00:00.000,"Russia",686852,453570,10280,223002,113,223002,463850,"145934000","11585","5.32","7.1","1528.10174462428","145247148"
2020-07-07 00:00:00.000,"Russia",693215,463103,10478,219634,114,219634,473581,"145934000","11585","5.32","7.1","1505.02281853441","145240785"
2020-07-08 00:00:00.000,"Russia",699749,471718,10650,217381,115,217381,482368,"145934000","11585","5.32","7.1","1489.58433264352","145234251"
2020-07-09 00:00:00.000,"Russia",706240,480494,10826,214920,116,214920,491320,"145934000","11585","5.32","7.1","1472.72054490386","145227760"
2020-07-10 00:00:00.000,"Russia",712863,488234,11000,213629,117,213629,499234,"145934000","11585","5.32","7.1","1463.87408006359","145221137"
2020-07-11 00:00:00.000,"Russia",719449,496594,11188,211667,118,211667,507782,"145934000","11585","5.32","7.1","1450.42964627845","145214551"
2020-07-12 00:00:00.000,"Russia",726036,500208,11318,214510,119,214510,511526,"145934000","11585","5.32","7.1","1469.91105568271","145207964"
2020-07-13 00:00:00.000,"Russia",732547,503168,11422,217957,120,217957,514590,"145934000","11585","5.32","7.1","1493.53132237861","145201453"
2020-07-14 00:00:00.000,"Russia",738787,511958,11597,215232,121,215232,523555,"145934000","11585","5.32","7.1","1474.85849767703","145195213"
2020-07-15 00:00:00.000,"Russia",745197,522375,11753,211069,122,211069,534128,"145934000","11585","5.32","7.1","1446.33190346321","145188803"
2020-07-16 00:00:00.000,"Russia",751612,530801,11920,208891,123,208891,542721,"145934000","11585","5.32","7.1","1431.40734852742","145182388"
2020-07-17 00:00:00.000,"Russia",758001,538467,12106,207428,124,207428,550573,"145934000","11585","5.32","7.1","1421.38226869681","145175999"
2020-07-18 00:00:00.000,"Russia",764215,545909,12228,206078,125,206078,558137,"145934000","11585","5.32","7.1","1412.1315115052","145169785"
2020-07-19 00:00:00.000,"Russia",770311,549387,12323,208601,126,208601,561710,"145934000","11585","5.32","7.1","1429.4201488344","145163689"
2020-07-20 00:00:00.000,"Russia",776212,552644,12408,211160,127,211160,565052,"145934000","11585","5.32","7.1","1446.95547302205","145157788"
2020-07-21 00:00:00.000,"Russia",782040,561397,12561,208082,128,208082,573958,"145934000","11585","5.32","7.1","1425.86374662519","145151960"
2020-07-22 00:00:00.000,"Russia",787890,571049,12726,204115,129,204115,583775,"145934000","11585","5.32","7.1","1398.68022530733","145146110"
2020-07-23 00:00:00.000,"Russia",793720,579295,12873,201552,130,201552,592168,"145934000","11585","5.32","7.1","1381.11749146875","145140280"
2020-07-24 00:00:00.000,"Russia",799499,587728,13026,198745,131,198745,600754,"145934000","11585","5.32","7.1","1361.88276892294","145134501"
2020-07-25 00:00:00.000,"Russia",805332,596064,13172,196096,132,196096,609236,"145934000","11585","5.32","7.1","1343.73072758918","145128668"
2020-07-26 00:00:00.000,"Russia",811073,599172,13249,198652,133,198652,612421,"145934000","11585","5.32","7.1","1361.24549453863","145122927"
2020-07-27 00:00:00.000,"Russia",816680,602249,13334,201097,134,201097,615583,"145934000","11585","5.32","7.1","1377.99964367454","145117320"
2020-07-28 00:00:00.000,"Russia",822060,611109,13483,197468,135,197468,624592,"145934000","11585","5.32","7.1","1353.13223786095","145111940"
2020-07-29 00:00:00.000,"Russia",827509,619204,13650,194655,136,194655,632854,"145934000","11585","5.32","7.1","1333.85640083874","145106491"
2020-07-30 00:00:00.000,"Russia",832993,628482,13778,190733,137,190733,642260,"145934000","11585","5.32","7.1","1306.98123809393","145101007"
2020-07-31 00:00:00.000,"Russia",838461,637217,13939,187305,138,187305,651156,"145934000","11585","5.32","7.1","1283.49116723999","145095539"
2020-08-01 00:00:00.000,"Russia",843890,645316,14034,184540,139,184540,659350,"145934000","11585","5.32","7.1","1264.54424602903","145090110"
2020-08-02 00:00:00.000,"Russia",849277,648961,14104,186212,140,186212,663065,"145934000","11585","5.32","7.1","1276.00148012115","145084723"
2020-08-03 00:00:00.000,"Russia",854641,652372,14183,188086,141,188086,666555,"145934000","11585","5.32","7.1","1288.84290158565","145079359"
2020-08-04 00:00:00.000,"Russia",859762,660235,14327,185200,142,185200,674562,"145934000","11585","5.32","7.1","1269.06683843381","145074238"
2020-08-05 00:00:00.000,"Russia",864948,667769,14465,182714,143,182714,682234,"145934000","11585","5.32","7.1","1252.03174037579","145069052"
2020-08-06 00:00:00.000,"Russia",870187,675069,14579,180539,144,180539,689648,"145934000","11585","5.32","7.1","1237.1277426782","145063813"
2020-08-07 00:00:00.000,"Russia",875378,682278,14698,178402,145,178402,696976,"145934000","11585","5.32","7.1","1222.48413666452","145058622"
2020-08-08 00:00:00.000,"Russia",880563,688856,14827,176880,146,176880,703683,"145934000","11585","5.32","7.1","1212.05476448257","145053437"
2020-08-09 00:00:00.000,"Russia",885718,692059,14903,178756,147,178756,706962,"145934000","11585","5.32","7.1","1224.90989077254","145048282"
2020-08-10 00:00:00.000,"Russia",890799,695317,14973,180509,148,180509,710290,"145934000","11585","5.32","7.1","1236.92217029616","145043201"
2020-08-11 00:00:00.000,"Russia",895691,701796,15103,178792,149,178792,716899,"145934000","11585","5.32","7.1","1225.15657763098","145038309"
2020-08-12 00:00:00.000,"Russia",900745,708900,15231,176614,150,176614,724131,"145934000","11585","5.32","7.1","1210.23202269519","145033255"
2020-08-13 00:00:00.000,"Russia",905762,714934,15353,175475,151,175475,730287,"145934000","11585","5.32","7.1","1202.42712459057","145028238"
2020-08-14 00:00:00.000,"Russia",910778,721473,15467,173838,152,173838,736940,"145934000","11585","5.32","7.1","1191.20972494415","145023222"
2020-08-15 00:00:00.000,"Russia",915808,727895,15585,172328,153,172328,743480,"145934000","11585","5.32","7.1","1180.86258171502","145018192"
2020-08-16 00:00:00.000,"Russia",920719,731444,15653,173622,154,173622,747097,"145934000","11585","5.32","7.1","1189.7296037935","145013281"
2020-08-17 00:00:00.000,"Russia",925558,734573,15707,175278,155,175278,750280,"145934000","11585","5.32","7.1","1201.07719928187","145008442"
2020-08-18 00:00:00.000,"Russia",930276,741045,15836,173395,156,173395,756881,"145934000","11585","5.32","7.1","1188.17410610276","145003724"
2020-08-19 00:00:00.000,"Russia",935066,747802,15951,171313,157,171313,763753,"145934000","11585","5.32","7.1","1173.90738278948","144998934"
2020-08-20 00:00:00.000,"Russia",939833,753868,16058,169907,158,169907,769926,"145934000","11585","5.32","7.1","1164.27289048474","144994167"
2020-08-21 00:00:00.000,"Russia",944671,759639,16148,168884,159,168884,775787,"145934000","11585","5.32","7.1","1157.26287225732","144989329"
2020-08-22 00:00:00.000,"Russia",949531,765754,16268,167509,160,167509,782022,"145934000","11585","5.32","7.1","1147.84080474735","144984469"
2020-08-23 00:00:00.000,"Russia",954328,768906,16341,169081,161,169081,785247,"145934000","11585","5.32","7.1","1158.61279756602","144979672"
2020-08-24 00:00:00.000,"Russia",959016,771357,16406,171253,162,171253,787763,"145934000","11585","5.32","7.1","1173.49623802541","144974984"
2020-08-25 00:00:00.000,"Russia",963655,777960,16524,169171,163,169171,794484,"145934000","11585","5.32","7.1","1159.22951471213","144970345"
2020-08-26 00:00:00.000,"Russia",968297,784277,16638,167382,164,167382,800915,"145934000","11585","5.32","7.1","1146.97054833007","144965703"
2020-08-27 00:00:00.000,"Russia",972972,790629,16758,165585,165,165585,807387,"145934000","11585","5.32","7.1","1134.65676264613","144961028"
2020-08-28 00:00:00.000,"Russia",977730,796498,16866,164366,166,164366,813364,"145934000","11585","5.32","7.1","1126.30367152274","144956270"
2020-08-29 00:00:00.000,"Russia",982573,802365,16977,163231,167,163231,819342,"145934000","11585","5.32","7.1","1118.52618306906","144951427"
2020-08-30 00:00:00.000,"Russia",987470,804941,17045,165484,168,165484,821986,"145934000","11585","5.32","7.1","1133.96466895994","144946530"
2020-08-31 00:00:00.000,"Russia",992402,807339,17128,167935,169,167935,824467,"145934000","11585","5.32","7.1","1150.75993257226","144941598"
2020-09-01 00:00:00.000,"Russia",997072,813603,17250,166219,170,166219,830853,"145934000","11585","5.32","7.1","1139.00119231982","144936928"
2020-09-02 00:00:00.000,"Russia",1001965,819043,17365,165557,171,165557,836408,"145934000","11585","5.32","7.1","1134.46489508956","144932035"
2020-09-03 00:00:00.000,"Russia",1006923,824783,17479,164661,172,164661,842262,"145934000","11585","5.32","7.1","1128.32513327943","144927077"
2020-09-04 00:00:00.000,"Russia",1011987,830532,17598,163857,173,163857,848130,"145934000","11585","5.32","7.1","1122.81579344087","144922013"
2020-09-05 00:00:00.000,"Russia",1017131,835884,17707,163540,174,163540,853591,"145934000","11585","5.32","7.1","1120.64357860403","144916869"
2020-09-06 00:00:00.000,"Russia",1022228,838680,17768,165780,175,165780,856448,"145934000","11585","5.32","7.1","1135.99298312936","144911772"
2020-09-07 00:00:00.000,"Russia",1027334,840997,17818,168519,176,168519,858815,"145934000","11585","5.32","7.1","1154.76174160922","144906666"
2020-09-08 00:00:00.000,"Russia",1032354,847746,17939,166669,177,166669,865685,"145934000","11585","5.32","7.1","1142.08477805035","144901646"
2020-09-09 00:00:00.000,"Russia",1037526,854069,18080,165377,178,165377,872149,"145934000","11585","5.32","7.1","1133.23146079735","144896474"
2020-09-10 00:00:00.000,"Russia",1042836,859961,18207,164668,179,164668,878168,"145934000","11585","5.32","7.1","1128.37310016857","144891164"
2020-09-11 00:00:00.000,"Russia",1048257,865646,18309,164302,180,164302,883955,"145934000","11585","5.32","7.1","1125.86511710773","144885743"
2020-09-12 00:00:00.000,"Russia",1053663,871000,18426,164237,181,164237,889426,"145934000","11585","5.32","7.1","1125.41971027999","144880337"
2020-09-13 00:00:00.000,"Russia",1059024,873684,18517,166823,182,166823,892201,"145934000","11585","5.32","7.1","1143.14004961147","144874976"
2020-09-14 00:00:00.000,"Russia",1064438,876152,18573,169713,183,169713,894725,"145934000","11585","5.32","7.1","1162.94352241424","144869562"
2020-09-15 00:00:00.000,"Russia",1069873,881693,18723,169457,184,169457,900416,"145934000","11585","5.32","7.1","1161.1893047542","144864127"
2020-09-16 00:00:00.000,"Russia",1075485,887457,18853,169175,185,169175,906310,"145934000","11585","5.32","7.1","1159.25692436307","144858515"
2020-09-17 00:00:00.000,"Russia",1081152,893145,18996,169011,186,169011,912141,"145934000","11585","5.32","7.1","1158.13312867461","144852848"
2020-09-18 00:00:00.000,"Russia",1086955,898420,19128,169407,187,169407,917548,"145934000","11585","5.32","7.1","1160.84668411748","144847045"
2020-09-19 00:00:00.000,"Russia",1092915,903545,19270,170100,188,170100,922815,"145934000","11585","5.32","7.1","1165.5954061425","144841085"
2020-09-20 00:00:00.000,"Russia",1098958,906431,19349,173178,189,173178,925780,"145934000","11585","5.32","7.1","1186.68713253937","144835042"
2020-09-21 00:00:00.000,"Russia",1105048,909026,19420,176602,190,176602,928446,"145934000","11585","5.32","7.1","1210.14979374238","144828952"
2020-09-22 00:00:00.000,"Russia",1111157,914923,19575,176659,191,176659,934498,"145934000","11585","5.32","7.1","1210.54038126824","144822843"
2020-09-23 00:00:00.000,"Russia",1117487,920602,19720,177165,192,177165,940322,"145934000","11585","5.32","7.1","1214.00770211191","144816513"
2020-09-24 00:00:00.000,"Russia",1123976,926663,19867,177446,193,177446,946530,"145934000","11585","5.32","7.1","1215.93323009031","144810024"
2020-03-01 00:00:00.000,"United Kingdom",94,0,8,86,1,86,8,"67886000","42328.9","10","2.5","1.26682968506025","67885906"
2020-03-02 00:00:00.000,"United Kingdom",134,0,8,126,2,126,8,"67886000","42328.9","10","2.5","1.8560527943906","67885866"
2020-03-03 00:00:00.000,"United Kingdom",189,0,8,181,3,181,8,"67886000","42328.9","10","2.5","2.66623456971982","67885811"
2020-03-04 00:00:00.000,"United Kingdom",246,0,8,238,4,238,8,"67886000","42328.9","10","2.5","3.50587750051557","67885754"
2020-03-05 00:00:00.000,"United Kingdom",295,0,8,287,5,287,8,"67886000","42328.9","10","2.5","4.22767580944525","67885705"
2020-03-06 00:00:00.000,"United Kingdom",374,1,8,365,6,365,9,"67886000","42328.9","10","2.5","5.37666087263942","67885626"
2020-03-07 00:00:00.000,"United Kingdom",429,2,18,409,7,409,20,"67886000","42328.9","10","2.5","6.02480629290281","67885571"
2020-03-08 00:00:00.000,"United Kingdom",483,2,18,463,8,463,20,"67886000","42328.9","10","2.5","6.82025749049878","67885517"
2020-03-09 00:00:00.000,"United Kingdom",630,3,18,609,9,609,21,"67886000","42328.9","10","2.5","8.97092183955455","67885370"
2020-03-10 00:00:00.000,"United Kingdom",889,7,19,863,10,863,26,"67886000","42328.9","10","2.5","12.7124885838023","67885111"
