date_Id,document_date,year,month,quarter,sem
20200916,2020-09-16 00:00:00.000,2020,9,"Quarter3",38
20200917,2020-09-17 00:00:00.000,2020,9,"Quarter3",38
20200918,2020-09-18 00:00:00.000,2020,9,"Quarter3",38
20200919,2020-09-19 00:00:00.000,2020,9,"Quarter3",38
20200920,2020-09-20 00:00:00.000,2020,9,"Quarter3",38
20200921,2020-09-21 00:00:00.000,2020,9,"Quarter3",39
20200922,2020-09-22 00:00:00.000,2020,9,"Quarter3",39
20200923,2020-09-23 00:00:00.000,2020,9,"Quarter3",39
20200924,2020-09-24 00:00:00.000,2020,9,"Quarter3",39
20200925,2020-09-25 00:00:00.000,2020,9,"Quarter3",39
20200926,2020-09-26 00:00:00.000,2020,9,"Quarter3",39
20200927,2020-09-27 00:00:00.000,2020,9,"Quarter3",39
20200928,2020-09-28 00:00:00.000,2020,9,"Quarter3",40
20200929,2020-09-29 00:00:00.000,2020,9,"Quarter3",40
20200930,2020-09-30 00:00:00.000,2020,9,"Quarter3",40
20210701,2021-07-01 00:00:00.000,2021,7,"Quarter3",26
20210702,2021-07-02 00:00:00.000,2021,7,"Quarter3",26
20210703,2021-07-03 00:00:00.000,2021,7,"Quarter3",26
20210704,2021-07-04 00:00:00.000,2021,7,"Quarter3",26
20210705,2021-07-05 00:00:00.000,2021,7,"Quarter3",27
20210706,2021-07-06 00:00:00.000,2021,7,"Quarter3",27
20210707,2021-07-07 00:00:00.000,2021,7,"Quarter3",27
20210708,2021-07-08 00:00:00.000,2021,7,"Quarter3",27
20210709,2021-07-09 00:00:00.000,2021,7,"Quarter3",27
20210710,2021-07-10 00:00:00.000,2021,7,"Quarter3",27
20210711,2021-07-11 00:00:00.000,2021,7,"Quarter3",27
20210712,2021-07-12 00:00:00.000,2021,7,"Quarter3",28
20210713,2021-07-13 00:00:00.000,2021,7,"Quarter3",28
20210714,2021-07-14 00:00:00.000,2021,7,"Quarter3",28
20210715,2021-07-15 00:00:00.000,2021,7,"Quarter3",28
20210716,2021-07-16 00:00:00.000,2021,7,"Quarter3",28
20210717,2021-07-17 00:00:00.000,2021,7,"Quarter3",28
20210718,2021-07-18 00:00:00.000,2021,7,"Quarter3",28
20210719,2021-07-19 00:00:00.000,2021,7,"Quarter3",29
20210720,2021-07-20 00:00:00.000,2021,7,"Quarter3",29
20210721,2021-07-21 00:00:00.000,2021,7,"Quarter3",29
20210722,2021-07-22 00:00:00.000,2021,7,"Quarter3",29
20210723,2021-07-23 00:00:00.000,2021,7,"Quarter3",29
20210724,2021-07-24 00:00:00.000,2021,7,"Quarter3",29
20210725,2021-07-25 00:00:00.000,2021,7,"Quarter3",29
20210726,2021-07-26 00:00:00.000,2021,7,"Quarter3",30
20210727,2021-07-27 00:00:00.000,2021,7,"Quarter3",30
20210728,2021-07-28 00:00:00.000,2021,7,"Quarter3",30
20210729,2021-07-29 00:00:00.000,2021,7,"Quarter3",30
20210730,2021-07-30 00:00:00.000,2021,7,"Quarter3",30
20210731,2021-07-31 00:00:00.000,2021,7,"Quarter3",30
20210801,2021-08-01 00:00:00.000,2021,8,"Quarter3",30
20210802,2021-08-02 00:00:00.000,2021,8,"Quarter3",31
20210803,2021-08-03 00:00:00.000,2021,8,"Quarter3",31
20210804,2021-08-04 00:00:00.000,2021,8,"Quarter3",31
20210805,2021-08-05 00:00:00.000,2021,8,"Quarter3",31
20210806,2021-08-06 00:00:00.000,2021,8,"Quarter3",31
20210807,2021-08-07 00:00:00.000,2021,8,"Quarter3",31
20210808,2021-08-08 00:00:00.000,2021,8,"Quarter3",31
20210809,2021-08-09 00:00:00.000,2021,8,"Quarter3",32
20210810,2021-08-10 00:00:00.000,2021,8,"Quarter3",32
20210811,2021-08-11 00:00:00.000,2021,8,"Quarter3",32
20210812,2021-08-12 00:00:00.000,2021,8,"Quarter3",32
20210813,2021-08-13 00:00:00.000,2021,8,"Quarter3",32
20210814,2021-08-14 00:00:00.000,2021,8,"Quarter3",32
20210815,2021-08-15 00:00:00.000,2021,8,"Quarter3",32
20210816,2021-08-16 00:00:00.000,2021,8,"Quarter3",33
20210817,2021-08-17 00:00:00.000,2021,8,"Quarter3",33
20210818,2021-08-18 00:00:00.000,2021,8,"Quarter3",33
20210819,2021-08-19 00:00:00.000,2021,8,"Quarter3",33
20210820,2021-08-20 00:00:00.000,2021,8,"Quarter3",33
20210821,2021-08-21 00:00:00.000,2021,8,"Quarter3",33
20210822,2021-08-22 00:00:00.000,2021,8,"Quarter3",33
20210823,2021-08-23 00:00:00.000,2021,8,"Quarter3",34
20210824,2021-08-24 00:00:00.000,2021,8,"Quarter3",34
20210825,2021-08-25 00:00:00.000,2021,8,"Quarter3",34
20210826,2021-08-26 00:00:00.000,2021,8,"Quarter3",34
20210827,2021-08-27 00:00:00.000,2021,8,"Quarter3",34
20210828,2021-08-28 00:00:00.000,2021,8,"Quarter3",34
20210829,2021-08-29 00:00:00.000,2021,8,"Quarter3",34
20210830,2021-08-30 00:00:00.000,2021,8,"Quarter3",35
20210831,2021-08-31 00:00:00.000,2021,8,"Quarter3",35
20210901,2021-09-01 00:00:00.000,2021,9,"Quarter3",35
20210902,2021-09-02 00:00:00.000,2021,9,"Quarter3",35
20210903,2021-09-03 00:00:00.000,2021,9,"Quarter3",35
20210904,2021-09-04 00:00:00.000,2021,9,"Quarter3",35
20210905,2021-09-05 00:00:00.000,2021,9,"Quarter3",35
20210906,2021-09-06 00:00:00.000,2021,9,"Quarter3",36
20210907,2021-09-07 00:00:00.000,2021,9,"Quarter3",36
20210908,2021-09-08 00:00:00.000,2021,9,"Quarter3",36
20210909,2021-09-09 00:00:00.000,2021,9,"Quarter3",36
20210910,2021-09-10 00:00:00.000,2021,9,"Quarter3",36
20210911,2021-09-11 00:00:00.000,2021,9,"Quarter3",36
20210912,2021-09-12 00:00:00.000,2021,9,"Quarter3",36
20210913,2021-09-13 00:00:00.000,2021,9,"Quarter3",37
20210914,2021-09-14 00:00:00.000,2021,9,"Quarter3",37
20210915,2021-09-15 00:00:00.000,2021,9,"Quarter3",37
20210916,2021-09-16 00:00:00.000,2021,9,"Quarter3",37
20210917,2021-09-17 00:00:00.000,2021,9,"Quarter3",37
20210918,2021-09-18 00:00:00.000,2021,9,"Quarter3",37
20210919,2021-09-19 00:00:00.000,2021,9,"Quarter3",37
20210920,2021-09-20 00:00:00.000,2021,9,"Quarter3",38
20210921,2021-09-21 00:00:00.000,2021,9,"Quarter3",38
20210922,2021-09-22 00:00:00.000,2021,9,"Quarter3",38
20210923,2021-09-23 00:00:00.000,2021,9,"Quarter3",38
20210924,2021-09-24 00:00:00.000,2021,9,"Quarter3",38
20210925,2021-09-25 00:00:00.000,2021,9,"Quarter3",38
20210926,2021-09-26 00:00:00.000,2021,9,"Quarter3",38
20210927,2021-09-27 00:00:00.000,2021,9,"Quarter3",39
20210928,2021-09-28 00:00:00.000,2021,9,"Quarter3",39
20210929,2021-09-29 00:00:00.000,2021,9,"Quarter3",39
20210930,2021-09-30 00:00:00.000,2021,9,"Quarter3",39
20200407,2020-04-07 00:00:00.000,2020,4,"Quarter2",15
20200408,2020-04-08 00:00:00.000,2020,4,"Quarter2",15
20200409,2020-04-09 00:00:00.000,2020,4,"Quarter2",15
20200410,2020-04-10 00:00:00.000,2020,4,"Quarter2",15
20200411,2020-04-11 00:00:00.000,2020,4,"Quarter2",15
20200412,2020-04-12 00:00:00.000,2020,4,"Quarter2",15
20200413,2020-04-13 00:00:00.000,2020,4,"Quarter2",16
20200414,2020-04-14 00:00:00.000,2020,4,"Quarter2",16
20200415,2020-04-15 00:00:00.000,2020,4,"Quarter2",16
20200416,2020-04-16 00:00:00.000,2020,4,"Quarter2",16
20200417,2020-04-17 00:00:00.000,2020,4,"Quarter2",16
20200418,2020-04-18 00:00:00.000,2020,4,"Quarter2",16
20200419,2020-04-19 00:00:00.000,2020,4,"Quarter2",16
20200420,2020-04-20 00:00:00.000,2020,4,"Quarter2",17
20200421,2020-04-21 00:00:00.000,2020,4,"Quarter2",17
20200422,2020-04-22 00:00:00.000,2020,4,"Quarter2",17
20200423,2020-04-23 00:00:00.000,2020,4,"Quarter2",17
20200424,2020-04-24 00:00:00.000,2020,4,"Quarter2",17
20200425,2020-04-25 00:00:00.000,2020,4,"Quarter2",17
20200426,2020-04-26 00:00:00.000,2020,4,"Quarter2",17
20200427,2020-04-27 00:00:00.000,2020,4,"Quarter2",18
20200428,2020-04-28 00:00:00.000,2020,4,"Quarter2",18
20200429,2020-04-29 00:00:00.000,2020,4,"Quarter2",18
20200430,2020-04-30 00:00:00.000,2020,4,"Quarter2",18
20200501,2020-05-01 00:00:00.000,2020,5,"Quarter2",18
20200502,2020-05-02 00:00:00.000,2020,5,"Quarter2",18
20200503,2020-05-03 00:00:00.000,2020,5,"Quarter2",18
20200504,2020-05-04 00:00:00.000,2020,5,"Quarter2",19
20200505,2020-05-05 00:00:00.000,2020,5,"Quarter2",19
20200506,2020-05-06 00:00:00.000,2020,5,"Quarter2",19
20200507,2020-05-07 00:00:00.000,2020,5,"Quarter2",19
20200508,2020-05-08 00:00:00.000,2020,5,"Quarter2",19
20200509,2020-05-09 00:00:00.000,2020,5,"Quarter2",19
20200510,2020-05-10 00:00:00.000,2020,5,"Quarter2",19
20200511,2020-05-11 00:00:00.000,2020,5,"Quarter2",20
20200512,2020-05-12 00:00:00.000,2020,5,"Quarter2",20
20200513,2020-05-13 00:00:00.000,2020,5,"Quarter2",20
20200514,2020-05-14 00:00:00.000,2020,5,"Quarter2",20
20200515,2020-05-15 00:00:00.000,2020,5,"Quarter2",20
20200516,2020-05-16 00:00:00.000,2020,5,"Quarter2",20
20200517,2020-05-17 00:00:00.000,2020,5,"Quarter2",20
20200518,2020-05-18 00:00:00.000,2020,5,"Quarter2",21
20200519,2020-05-19 00:00:00.000,2020,5,"Quarter2",21
20200520,2020-05-20 00:00:00.000,2020,5,"Quarter2",21
20200521,2020-05-21 00:00:00.000,2020,5,"Quarter2",21
20200522,2020-05-22 00:00:00.000,2020,5,"Quarter2",21
20200523,2020-05-23 00:00:00.000,2020,5,"Quarter2",21
20200524,2020-05-24 00:00:00.000,2020,5,"Quarter2",21
20200525,2020-05-25 00:00:00.000,2020,5,"Quarter2",22
20200526,2020-05-26 00:00:00.000,2020,5,"Quarter2",22
20200527,2020-05-27 00:00:00.000,2020,5,"Quarter2",22
20200528,2020-05-28 00:00:00.000,2020,5,"Quarter2",22
20200529,2020-05-29 00:00:00.000,2020,5,"Quarter2",22
20200530,2020-05-30 00:00:00.000,2020,5,"Quarter2",22
20200531,2020-05-31 00:00:00.000,2020,5,"Quarter2",22
20200601,2020-06-01 00:00:00.000,2020,6,"Quarter2",23
20200602,2020-06-02 00:00:00.000,2020,6,"Quarter2",23
20200603,2020-06-03 00:00:00.000,2020,6,"Quarter2",23
20200604,2020-06-04 00:00:00.000,2020,6,"Quarter2",23
20200605,2020-06-05 00:00:00.000,2020,6,"Quarter2",23
20200606,2020-06-06 00:00:00.000,2020,6,"Quarter2",23
20200607,2020-06-07 00:00:00.000,2020,6,"Quarter2",23
20200608,2020-06-08 00:00:00.000,2020,6,"Quarter2",24
20200609,2020-06-09 00:00:00.000,2020,6,"Quarter2",24
20200610,2020-06-10 00:00:00.000,2020,6,"Quarter2",24
20200611,2020-06-11 00:00:00.000,2020,6,"Quarter2",24
20200612,2020-06-12 00:00:00.000,2020,6,"Quarter2",24
20200613,2020-06-13 00:00:00.000,2020,6,"Quarter2",24
20200614,2020-06-14 00:00:00.000,2020,6,"Quarter2",24
20200615,2020-06-15 00:00:00.000,2020,6,"Quarter2",25
20200616,2020-06-16 00:00:00.000,2020,6,"Quarter2",25
20200617,2020-06-17 00:00:00.000,2020,6,"Quarter2",25
20200618,2020-06-18 00:00:00.000,2020,6,"Quarter2",25
20200619,2020-06-19 00:00:00.000,2020,6,"Quarter2",25
20200620,2020-06-20 00:00:00.000,2020,6,"Quarter2",25
20200621,2020-06-21 00:00:00.000,2020,6,"Quarter2",25
20200622,2020-06-22 00:00:00.000,2020,6,"Quarter2",26
20200623,2020-06-23 00:00:00.000,2020,6,"Quarter2",26
20200624,2020-06-24 00:00:00.000,2020,6,"Quarter2",26
20200625,2020-06-25 00:00:00.000,2020,6,"Quarter2",26
20200626,2020-06-26 00:00:00.000,2020,6,"Quarter2",26
20200627,2020-06-27 00:00:00.000,2020,6,"Quarter2",26
20200628,2020-06-28 00:00:00.000,2020,6,"Quarter2",26
20200629,2020-06-29 00:00:00.000,2020,6,"Quarter2",27
20200630,2020-06-30 00:00:00.000,2020,6,"Quarter2",27
20210401,2021-04-01 00:00:00.000,2021,4,"Quarter2",13
20210402,2021-04-02 00:00:00.000,2021,4,"Quarter2",13
20210403,2021-04-03 00:00:00.000,2021,4,"Quarter2",13
20210404,2021-04-04 00:00:00.000,2021,4,"Quarter2",13
20210405,2021-04-05 00:00:00.000,2021,4,"Quarter2",14
20210406,2021-04-06 00:00:00.000,2021,4,"Quarter2",14
20210407,2021-04-07 00:00:00.000,2021,4,"Quarter2",14
20210408,2021-04-08 00:00:00.000,2021,4,"Quarter2",14
20210409,2021-04-09 00:00:00.000,2021,4,"Quarter2",14
20210410,2021-04-10 00:00:00.000,2021,4,"Quarter2",14
20210411,2021-04-11 00:00:00.000,2021,4,"Quarter2",14
20210412,2021-04-12 00:00:00.000,2021,4,"Quarter2",15
20210413,2021-04-13 00:00:00.000,2021,4,"Quarter2",15
20210414,2021-04-14 00:00:00.000,2021,4,"Quarter2",15
20210415,2021-04-15 00:00:00.000,2021,4,"Quarter2",15
20210416,2021-04-16 00:00:00.000,2021,4,"Quarter2",15
20210417,2021-04-17 00:00:00.000,2021,4,"Quarter2",15
20210418,2021-04-18 00:00:00.000,2021,4,"Quarter2",15
20210419,2021-04-19 00:00:00.000,2021,4,"Quarter2",16
20210420,2021-04-20 00:00:00.000,2021,4,"Quarter2",16
20210421,2021-04-21 00:00:00.000,2021,4,"Quarter2",16
20210422,2021-04-22 00:00:00.000,2021,4,"Quarter2",16
20210423,2021-04-23 00:00:00.000,2021,4,"Quarter2",16
20210424,2021-04-24 00:00:00.000,2021,4,"Quarter2",16
20210425,2021-04-25 00:00:00.000,2021,4,"Quarter2",16
20210426,2021-04-26 00:00:00.000,2021,4,"Quarter2",17
20210427,2021-04-27 00:00:00.000,2021,4,"Quarter2",17
20210428,2021-04-28 00:00:00.000,2021,4,"Quarter2",17
20210429,2021-04-29 00:00:00.000,2021,4,"Quarter2",17
20210430,2021-04-30 00:00:00.000,2021,4,"Quarter2",17
20210501,2021-05-01 00:00:00.000,2021,5,"Quarter2",17
20210502,2021-05-02 00:00:00.000,2021,5,"Quarter2",17
20210503,2021-05-03 00:00:00.000,2021,5,"Quarter2",18
20210504,2021-05-04 00:00:00.000,2021,5,"Quarter2",18
20210505,2021-05-05 00:00:00.000,2021,5,"Quarter2",18
20210506,2021-05-06 00:00:00.000,2021,5,"Quarter2",18
20210507,2021-05-07 00:00:00.000,2021,5,"Quarter2",18
20210508,2021-05-08 00:00:00.000,2021,5,"Quarter2",18
20210509,2021-05-09 00:00:00.000,2021,5,"Quarter2",18
20210510,2021-05-10 00:00:00.000,2021,5,"Quarter2",19
20210511,2021-05-11 00:00:00.000,2021,5,"Quarter2",19
20210512,2021-05-12 00:00:00.000,2021,5,"Quarter2",19
20210513,2021-05-13 00:00:00.000,2021,5,"Quarter2",19
20210514,2021-05-14 00:00:00.000,2021,5,"Quarter2",19
20210515,2021-05-15 00:00:00.000,2021,5,"Quarter2",19
20210516,2021-05-16 00:00:00.000,2021,5,"Quarter2",19
20210517,2021-05-17 00:00:00.000,2021,5,"Quarter2",20
20210518,2021-05-18 00:00:00.000,2021,5,"Quarter2",20
20210519,2021-05-19 00:00:00.000,2021,5,"Quarter2",20
20210520,2021-05-20 00:00:00.000,2021,5,"Quarter2",20
20210521,2021-05-21 00:00:00.000,2021,5,"Quarter2",20
20210522,2021-05-22 00:00:00.000,2021,5,"Quarter2",20
20210523,2021-05-23 00:00:00.000,2021,5,"Quarter2",20
20210524,2021-05-24 00:00:00.000,2021,5,"Quarter2",21
20210525,2021-05-25 00:00:00.000,2021,5,"Quarter2",21
20210526,2021-05-26 00:00:00.000,2021,5,"Quarter2",21
20210527,2021-05-27 00:00:00.000,2021,5,"Quarter2",21
20210528,2021-05-28 00:00:00.000,2021,5,"Quarter2",21
20210529,2021-05-29 00:00:00.000,2021,5,"Quarter2",21
20210530,2021-05-30 00:00:00.000,2021,5,"Quarter2",21
20210531,2021-05-31 00:00:00.000,2021,5,"Quarter2",22
20210601,2021-06-01 00:00:00.000,2021,6,"Quarter2",22
20210602,2021-06-02 00:00:00.000,2021,6,"Quarter2",22
20210603,2021-06-03 00:00:00.000,2021,6,"Quarter2",22
20210604,2021-06-04 00:00:00.000,2021,6,"Quarter2",22
20210605,2021-06-05 00:00:00.000,2021,6,"Quarter2",22
20210606,2021-06-06 00:00:00.000,2021,6,"Quarter2",22
20210607,2021-06-07 00:00:00.000,2021,6,"Quarter2",23
20210608,2021-06-08 00:00:00.000,2021,6,"Quarter2",23
20210609,2021-06-09 00:00:00.000,2021,6,"Quarter2",23
20210610,2021-06-10 00:00:00.000,2021,6,"Quarter2",23
20210611,2021-06-11 00:00:00.000,2021,6,"Quarter2",23
20210612,2021-06-12 00:00:00.000,2021,6,"Quarter2",23
20210613,2021-06-13 00:00:00.000,2021,6,"Quarter2",23
20210614,2021-06-14 00:00:00.000,2021,6,"Quarter2",24
20210615,2021-06-15 00:00:00.000,2021,6,"Quarter2",24
20210616,2021-06-16 00:00:00.000,2021,6,"Quarter2",24
20210617,2021-06-17 00:00:00.000,2021,6,"Quarter2",24
20210618,2021-06-18 00:00:00.000,2021,6,"Quarter2",24
20210619,2021-06-19 00:00:00.000,2021,6,"Quarter2",24
20210620,2021-06-20 00:00:00.000,2021,6,"Quarter2",24
20210621,2021-06-21 00:00:00.000,2021,6,"Quarter2",25
20210622,2021-06-22 00:00:00.000,2021,6,"Quarter2",25
20210623,2021-06-23 00:00:00.000,2021,6,"Quarter2",25
20210624,2021-06-24 00:00:00.000,2021,6,"Quarter2",25
20210625,2021-06-25 00:00:00.000,2021,6,"Quarter2",25
20210626,2021-06-26 00:00:00.000,2021,6,"Quarter2",25
20210627,2021-06-27 00:00:00.000,2021,6,"Quarter2",25
20210628,2021-06-28 00:00:00.000,2021,6,"Quarter2",26
20210629,2021-06-29 00:00:00.000,2021,6,"Quarter2",26
20210630,2021-06-30 00:00:00.000,2021,6,"Quarter2",26
20201001,2020-10-01 00:00:00.000,2020,10,"Quarter4",40
20201002,2020-10-02 00:00:00.000,2020,10,"Quarter4",40
20201003,2020-10-03 00:00:00.000,2020,10,"Quarter4",40
20201004,2020-10-04 00:00:00.000,2020,10,"Quarter4",40
20201005,2020-10-05 00:00:00.000,2020,10,"Quarter4",41
20201006,2020-10-06 00:00:00.000,2020,10,"Quarter4",41
20201007,2020-10-07 00:00:00.000,2020,10,"Quarter4",41
20201008,2020-10-08 00:00:00.000,2020,10,"Quarter4",41
20201009,2020-10-09 00:00:00.000,2020,10,"Quarter4",41
20201010,2020-10-10 00:00:00.000,2020,10,"Quarter4",41
20201011,2020-10-11 00:00:00.000,2020,10,"Quarter4",41
20201012,2020-10-12 00:00:00.000,2020,10,"Quarter4",42
20201013,2020-10-13 00:00:00.000,2020,10,"Quarter4",42
20201014,2020-10-14 00:00:00.000,2020,10,"Quarter4",42
20201015,2020-10-15 00:00:00.000,2020,10,"Quarter4",42
20201016,2020-10-16 00:00:00.000,2020,10,"Quarter4",42
20201017,2020-10-17 00:00:00.000,2020,10,"Quarter4",42
20201018,2020-10-18 00:00:00.000,2020,10,"Quarter4",42
20201019,2020-10-19 00:00:00.000,2020,10,"Quarter4",43
20201020,2020-10-20 00:00:00.000,2020,10,"Quarter4",43
20201021,2020-10-21 00:00:00.000,2020,10,"Quarter4",43
20201022,2020-10-22 00:00:00.000,2020,10,"Quarter4",43
20201023,2020-10-23 00:00:00.000,2020,10,"Quarter4",43
20201024,2020-10-24 00:00:00.000,2020,10,"Quarter4",43
20201025,2020-10-25 00:00:00.000,2020,10,"Quarter4",43
20201026,2020-10-26 00:00:00.000,2020,10,"Quarter4",44
20201027,2020-10-27 00:00:00.000,2020,10,"Quarter4",44
20201028,2020-10-28 00:00:00.000,2020,10,"Quarter4",44
20201029,2020-10-29 00:00:00.000,2020,10,"Quarter4",44
20201030,2020-10-30 00:00:00.000,2020,10,"Quarter4",44
20201031,2020-10-31 00:00:00.000,2020,10,"Quarter4",44
20201101,2020-11-01 00:00:00.000,2020,11,"Quarter4",44
20201102,2020-11-02 00:00:00.000,2020,11,"Quarter4",45
20201103,2020-11-03 00:00:00.000,2020,11,"Quarter4",45
20201104,2020-11-04 00:00:00.000,2020,11,"Quarter4",45
20201105,2020-11-05 00:00:00.000,2020,11,"Quarter4",45
20201106,2020-11-06 00:00:00.000,2020,11,"Quarter4",45
20201107,2020-11-07 00:00:00.000,2020,11,"Quarter4",45
20201108,2020-11-08 00:00:00.000,2020,11,"Quarter4",45
20201109,2020-11-09 00:00:00.000,2020,11,"Quarter4",46
20201110,2020-11-10 00:00:00.000,2020,11,"Quarter4",46
20201111,2020-11-11 00:00:00.000,2020,11,"Quarter4",46
20201112,2020-11-12 00:00:00.000,2020,11,"Quarter4",46
20201113,2020-11-13 00:00:00.000,2020,11,"Quarter4",46
20201114,2020-11-14 00:00:00.000,2020,11,"Quarter4",46
20201115,2020-11-15 00:00:00.000,2020,11,"Quarter4",46
20201116,2020-11-16 00:00:00.000,2020,11,"Quarter4",47
20201117,2020-11-17 00:00:00.000,2020,11,"Quarter4",47
20201118,2020-11-18 00:00:00.000,2020,11,"Quarter4",47
20201119,2020-11-19 00:00:00.000,2020,11,"Quarter4",47
20201120,2020-11-20 00:00:00.000,2020,11,"Quarter4",47
20201121,2020-11-21 00:00:00.000,2020,11,"Quarter4",47
20201122,2020-11-22 00:00:00.000,2020,11,"Quarter4",47
20201123,2020-11-23 00:00:00.000,2020,11,"Quarter4",48
20201124,2020-11-24 00:00:00.000,2020,11,"Quarter4",48
20201125,2020-11-25 00:00:00.000,2020,11,"Quarter4",48
20201126,2020-11-26 00:00:00.000,2020,11,"Quarter4",48
20201127,2020-11-27 00:00:00.000,2020,11,"Quarter4",48
20201128,2020-11-28 00:00:00.000,2020,11,"Quarter4",48
20201129,2020-11-29 00:00:00.000,2020,11,"Quarter4",48
20201130,2020-11-30 00:00:00.000,2020,11,"Quarter4",49
20201201,2020-12-01 00:00:00.000,2020,12,"Quarter4",49
20201202,2020-12-02 00:00:00.000,2020,12,"Quarter4",49
