id,calc_latest_project_status.end_date,calc_latest_project_status.project_status_metadata.status_name,calc_latest_project_status.project_status_metadata.status_order,calc_latest_project_status.start_date,calc_latest_project_status.top_level_status,is_da,years_in_status
0187bd3b-1813-424e-afec-261f7423544d,,"Entitled, filed for permits",2,2018-11-06 00:00:00.000,filed_for_permits,FALSE,4
01956d51-2806-45b2-9f63-45deadee76ae,,Under construction,3,2015-07-20 00:00:00.000,under_construction,FALSE,7
0195ed47-5b88-4b49-bd96-d9d0d6f7e01e,,"Entitled, filed for permits",2,2019-11-22 00:00:00.000,filed_for_permits,FALSE,3
019ae028-cb29-432a-91ee-a04c18901528,,"Entitled, filed for permits",2,2020-02-19 00:00:00.000,filed_for_permits,FALSE,2
01a82a76-7f2b-4eeb-a9c7-00cf2723b3b5,,"Entitled, not yet filed for permits",1,2006-06-13 00:00:00.000,entitled,FALSE,16
01a8f029-578b-4147-a936-54cf4e9ba6f3,,"Entitled, not yet filed for permits",1,2010-11-08 00:00:00.000,entitled,FALSE,12
01b7ba85-cc86-44a0-b674-15450dce8f51,,"Entitled, not yet filed for permits",1,2011-03-22 00:00:00.000,entitled,FALSE,11
01bdf47c-4246-4228-9528-e1d1ef1e0165,,"Entitled, not yet filed for permits",1,2014-12-15 00:00:00.000,entitled,FALSE,8
01cb23e3-f43c-4aa7-b381-68cf7d260f98,,"Entitled, not yet filed for permits",1,2004-08-25 00:00:00.000,entitled,FALSE,18
01d12aba-1cdd-409e-9766-67d2236e8bd9,,"Entitled, not yet filed for permits",1,2005-02-18 00:00:00.000,entitled,FALSE,17
01e45f85-2815-4e8a-8ec1-069a294fca4e,,Completed,4,2018-09-14 00:00:00.000,completed_construction,FALSE,4
01ebd1d4-d523-48b0-895d-95249a1d4eb9,,Under construction,3,2018-07-05 00:00:00.000,under_construction,FALSE,4
01f0c95a-8ff7-473c-a4c9-eaa0bbe7e3a3,,Completed,4,2009-09-03 00:00:00.000,completed_construction,FALSE,13
01f9fb67-1ec7-49c4-bff6-626f0b6bad61,,Under construction,3,2018-04-02 00:00:00.000,under_construction,FALSE,4
01feebd7-1253-4b63-8b63-7ad83fb31536,,"Entitled, not yet filed for permits",1,2003-01-29 00:00:00.000,entitled,FALSE,19
020be12c-22ae-46fe-b93e-593fa5197aa9,,Under construction,3,2019-01-29 00:00:00.000,under_construction,FALSE,3
0217a09c-ada5-4214-9be0-86d88a1f4f73,,Completed,4,2000-03-22 00:00:00.000,completed_construction,FALSE,22
022663e3-ee46-4b4d-ae80-c4960b586e7c,,Completed,4,1992-07-23 00:00:00.000,completed_construction,FALSE,30
0228f1b6-19b1-4fa9-93ab-2474fc730847,,"Entitled, filed for permits",2,2018-04-12 00:00:00.000,filed_for_permits,FALSE,4
02298606-86e9-41ce-83de-1e439a80bb65,,"Entitled, filed for permits",2,2019-10-18 00:00:00.000,filed_for_permits,FALSE,3
02333ffb-449c-4f73-b5c9-d2665c2ae2cc,,Under construction,3,2019-04-03 00:00:00.000,under_construction,FALSE,3
0238789e-9c5a-4191-aebe-ea24962ad604,,Under construction,3,2013-08-30 00:00:00.000,under_construction,FALSE,9
02580866-2af9-47c0-96f6-0db5ea42727e,,"Entitled, filed for permits",2,2019-09-05 00:00:00.000,filed_for_permits,FALSE,3
025ea368-6b1c-4a47-bba1-269d248bb1e9,,Completed,4,2000-08-01 00:00:00.000,completed_construction,FALSE,22
0264f04b-392e-48d6-ba02-75c324907d73,,Under construction,3,2019-03-08 00:00:00.000,under_construction,FALSE,3
026abc16-14bc-4e3d-90d0-5cbed11cac4f,,"Entitled, not yet filed for permits",1,2014-12-11 00:00:00.000,entitled,FALSE,8
026b1e4a-7048-4973-9981-41ed911bc74c,,Completed,4,2006-09-28 00:00:00.000,completed_construction,FALSE,16
02712011-aece-40a1-86a5-2b8737ae72cc,,Under entitlement review,0,2020-03-15 00:00:00.000,under_entitlement_review,FALSE,2
027644f3-c40f-4e07-b2f9-1e766de0e0a9,,"Entitled, filed for permits",2,2020-02-25 00:00:00.000,filed_for_permits,FALSE,2
02768655-ef8d-4922-8124-c3a9d30e4c54,,Completed,4,2018-12-05 00:00:00.000,completed_construction,FALSE,4
02790015-b0b6-4666-9578-fe0ca5d56bbb,,"Entitled, not yet filed for permits",1,2009-07-22 00:00:00.000,entitled,FALSE,13
027f0452-2a41-4886-ad7d-0334955e7c75,,Completed,4,2011-10-07 00:00:00.000,completed_construction,FALSE,11
02989152-9fe1-4c45-81f1-d1c73f6d47fc,,"Entitled, not yet filed for permits",1,2008-04-14 00:00:00.000,entitled,FALSE,14
02a38367-68fe-4541-aef9-56c4e9240276,,"Entitled, filed for permits",2,2019-01-11 00:00:00.000,filed_for_permits,FALSE,3
02a49db4-0c3a-4ad6-a68d-cc3d43a83b08,,Completed,4,2017-08-09 00:00:00.000,completed_construction,FALSE,5
02aa7a69-e1db-43e7-898f-83a9ed090367,,Completed,4,2003-09-15 00:00:00.000,completed_construction,FALSE,19
02ad74d5-438f-428e-adc3-8909be1efc13,,Completed,4,1995-08-21 00:00:00.000,completed_construction,FALSE,27
02b07460-4054-4474-944a-183ae59ad024,,"Entitled, not yet filed for permits",1,2019-04-11 00:00:00.000,entitled,FALSE,3
02b470b5-314c-4a03-8201-15f1f0914c08,,"Entitled, not yet filed for permits",1,1989-03-08 00:00:00.000,entitled,FALSE,33
02b7014d-d6da-4276-9c15-7cc39fc6783d,,Under construction,3,2017-07-05 00:00:00.000,under_construction,FALSE,5
02babc6c-75c8-4048-bbd7-f66e4524e8bb,,Completed,4,2010-12-17 00:00:00.000,completed_construction,FALSE,12
02c20ef4-816e-4419-bc81-def1b4493a16,,Completed,4,2009-09-21 00:00:00.000,completed_construction,FALSE,13
02c2f4e2-13f8-4fff-85fc-dd78af3129cf,,Completed,4,2002-05-22 00:00:00.000,completed_construction,FALSE,20
02c9f0c1-eb3e-44c0-9f5f-9ce31c7afe22,,"Entitled, not yet filed for permits",1,2001-08-22 00:00:00.000,entitled,FALSE,21
02cb52bb-a9d2-4e22-b24b-1abe6660dd75,,"Entitled, not yet filed for permits",1,1992-05-07 00:00:00.000,entitled,FALSE,30
02cb85c0-2e8c-4f9d-a605-882352fe9a94,,Completed,4,2001-12-21 00:00:00.000,completed_construction,FALSE,21
02d62015-fbc6-4f26-a901-7734635d6f8a,,Completed,4,2019-05-17 00:00:00.000,completed_construction,FALSE,3
02dce36a-743f-4a54-846d-3a08ea0b4472,,"Entitled, not yet filed for permits",1,2003-12-16 00:00:00.000,entitled,FALSE,19
02dd6f2e-f6ad-4b46-81f9-1c9846d8718e,,Completed,4,2006-09-29 00:00:00.000,completed_construction,FALSE,16
02ee5c43-289f-4e0c-9f2e-839a8bd74a1a,,"Entitled, not yet filed for permits",1,2016-03-23 00:00:00.000,entitled,FALSE,6
031641c1-35d7-45a1-b078-29ae81019cb0,,"Entitled, not yet filed for permits",1,2008-02-01 00:00:00.000,entitled,FALSE,14
031bdeb8-610b-462a-a4d7-89bb1db24d21,,Under construction,3,2019-05-29 00:00:00.000,under_construction,FALSE,3
031f6c70-403b-472e-8c38-923c038a6e1a,,Under construction,3,2019-06-11 00:00:00.000,under_construction,FALSE,3
032cb630-9eb1-4521-8266-78c7b40e0f64,,Under construction,3,2020-01-24 00:00:00.000,under_construction,FALSE,2
032ea820-fbfb-42ef-95ec-08c1f177c6e4,,"Entitled, filed for permits",2,2016-11-21 00:00:00.000,filed_for_permits,FALSE,6
03438083-45e0-41d5-955b-1486009249ea,1992-01-27 00:00:00.000,"Entitled, not yet filed for permits",1,1992-01-27 00:00:00.000,entitled,FALSE,30
03505d97-295b-4491-9ec9-b8347688a5f9,,Completed,4,2013-08-28 00:00:00.000,completed_construction,FALSE,9
03539190-2cda-4d64-9b41-c55c10015835,,"Entitled, filed for permits",2,2019-08-20 00:00:00.000,filed_for_permits,FALSE,3
03595523-6e08-4605-a7f7-d29b3345945e,,Under construction,3,2006-06-21 00:00:00.000,under_construction,FALSE,16
035d5359-aac3-4f4c-8ce4-511f6ee8983e,,"Entitled, filed for permits",2,2020-01-29 00:00:00.000,filed_for_permits,FALSE,2
03631aa2-fe2d-48a8-aa9b-2d9b2197fc30,,Completed,4,2018-11-15 00:00:00.000,completed_construction,FALSE,4
03703c30-a079-4ac6-95d8-a24e1a0aa9fc,,"Entitled, not yet filed for permits",1,2002-05-23 00:00:00.000,entitled,FALSE,20
037d216a-8ea2-4623-b7ea-04bd3aa6d016,,Completed,4,2011-06-22 00:00:00.000,completed_construction,FALSE,11
038a34cd-7966-4466-b4f9-83a714f3efb5,,"Entitled, filed for permits",2,2019-10-10 00:00:00.000,filed_for_permits,FALSE,3
038a989c-c935-47cd-acd1-c98d0aac0ebd,2019-08-02 00:00:00.000,"Entitled, not yet filed for permits",1,2019-08-02 00:00:00.000,entitled,FALSE,3
038e2dd4-11aa-4c78-9085-fd87b1c0fe2b,,Completed,4,2009-04-10 00:00:00.000,completed_construction,FALSE,13
03b3095e-1d0a-423a-bbc6-0abbb1dfeb97,,"Entitled, not yet filed for permits",1,2003-07-23 00:00:00.000,entitled,FALSE,19
03ca0d0f-cfab-4608-bfa2-c9a6e0cad4d3,,Under construction,3,2018-10-16 00:00:00.000,under_construction,FALSE,4
03cc09e2-e833-4538-a2e2-c788fb5d4b70,,"Entitled, filed for permits",2,2018-06-29 00:00:00.000,filed_for_permits,FALSE,4
03d05f58-9ea5-474a-a404-051fcd59c250,,"Entitled, not yet filed for permits",1,2009-06-23 00:00:00.000,entitled,FALSE,13
03e4cd4c-ad2c-4b4d-974b-f4076b89a8dd,,"Entitled, filed for permits",2,2019-08-20 00:00:00.000,filed_for_permits,FALSE,3
03f60bed-5f28-498d-8b54-5ce0495bd418,,"Entitled, filed for permits",2,2020-01-14 00:00:00.000,filed_for_permits,FALSE,2
03f891c5-c8f1-4c2a-a221-0a47b3dc5bc5,,"Entitled, not yet filed for permits",1,2001-08-30 00:00:00.000,entitled,FALSE,21
042448a0-9386-476b-b6d6-6cf01ca72059,,"Entitled, not yet filed for permits",1,2016-08-23 00:00:00.000,entitled,FALSE,6
042b518d-f057-42e7-b427-9c000931d97f,,Completed,4,2017-10-02 00:00:00.000,completed_construction,FALSE,5
0435fcea-3a2f-44f0-b645-54e09bd6e147,,Completed,4,2006-11-20 00:00:00.000,completed_construction,FALSE,16
043d18dc-9b0e-47d7-9ecc-e3a54482cf93,,Completed,4,2018-05-04 00:00:00.000,completed_construction,FALSE,4
043fe2a8-2dc7-40bf-ab46-f2647745d71f,,Completed,4,1994-05-02 00:00:00.000,completed_construction,FALSE,28
04499b17-505f-4378-8a4b-da3d4ba49dd8,,Completed,4,2008-05-28 00:00:00.000,completed_construction,FALSE,14
044c6d57-736a-475d-a636-9baf392964d6,,Completed,4,2017-04-11 00:00:00.000,completed_construction,FALSE,5
0456ce92-aa0a-4841-8a20-62bdd49ffcff,,Completed,4,1998-12-24 00:00:00.000,completed_construction,FALSE,24
045f2ffd-ca31-49ea-86ad-d6a4615a0c3e,,Under construction,3,2018-02-27 00:00:00.000,under_construction,FALSE,4
048103c4-e9cd-4724-a6b5-4e0b6f2fbb48,,Completed,4,2006-10-16 00:00:00.000,completed_construction,FALSE,16
04849ce6-4aa1-46da-bcb8-0a0a78e566d2,,"Entitled, not yet filed for permits",1,2004-11-17 00:00:00.000,entitled,FALSE,18
04896e26-bb59-4997-88ef-740883389aaa,,"Entitled, filed for permits",2,2018-10-09 00:00:00.000,filed_for_permits,FALSE,4
0493ecdd-1c1e-4657-8b05-e293b2883d23,,Under entitlement review,0,2018-12-12 00:00:00.000,under_entitlement_review,FALSE,4
04a41de8-8215-44ea-9812-dc3650434b6d,,"Entitled, filed for permits",2,2016-01-26 00:00:00.000,filed_for_permits,FALSE,6
04a56e7e-4e46-42a6-ac1d-fe2a878343ed,,Under entitlement review,0,2020-03-02 00:00:00.000,under_entitlement_review,FALSE,2
04a5ac50-c897-4649-8afa-7a8f45e4954c,,Under construction,3,2019-09-23 00:00:00.000,under_construction,FALSE,3
04b31d0f-2a51-4ad0-b063-61c8db7c5246,,Completed,4,2004-01-02 00:00:00.000,completed_construction,FALSE,18
04b43fe2-e91d-4a8f-8165-a16a5db3daf9,,"Entitled, filed for permits",2,2019-07-10 00:00:00.000,filed_for_permits,FALSE,3
04b7c1d9-ec9f-4e03-82cf-906738f37b75,,Under construction,3,2003-08-06 00:00:00.000,under_construction,FALSE,19
04ba0d39-4428-4bec-badc-67e915a49879,,"Entitled, not yet filed for permits",1,2004-07-29 00:00:00.000,entitled,FALSE,18
04bcc665-be50-4225-a36b-d0ae75d40e38,,"Entitled, filed for permits",2,2017-12-08 00:00:00.000,filed_for_permits,FALSE,5
04bdd75a-dc13-4ab4-bc55-58cd900300c7,,Completed,4,2018-07-05 00:00:00.000,completed_construction,FALSE,4
04c86334-522c-49a3-8a11-815df9ecfaad,,Under construction,3,2006-09-12 00:00:00.000,under_construction,FALSE,16
04cc1087-bde6-46fc-964e-1766051dfc97,,Completed,4,2008-01-23 00:00:00.000,completed_construction,FALSE,14
04d44d5d-1988-4640-aca3-d24d340f240c,,"Entitled, not yet filed for permits",1,2003-02-25 00:00:00.000,entitled,FALSE,19
0509588a-c950-4adb-a86e-a14adad467ed,,Under entitlement review,0,2018-11-06 00:00:00.000,under_entitlement_review,FALSE,4
0511f93b-6aeb-4980-a7ea-26ed3fc17fa3,,Completed,4,2010-06-03 00:00:00.000,completed_construction,FALSE,12
0519b934-f891-43fa-a804-51e4b4dacd68,,"Entitled, not yet filed for permits",1,2007-05-09 00:00:00.000,entitled,FALSE,15
053ce0ec-ef0a-44a5-a870-2dab8383c2d0,,"Entitled, filed for permits",2,2019-12-09 00:00:00.000,filed_for_permits,FALSE,3
05426123-9db1-410a-b90c-b2de29824414,,"Entitled, filed for permits",2,2019-04-23 00:00:00.000,filed_for_permits,FALSE,3
05498fa9-4ae2-4bc7-8a11-966c67e1e8c8,,Under construction,3,2017-04-11 00:00:00.000,under_construction,FALSE,5
05502f15-60c8-434b-b7e1-f731a58ce2c4,,Completed,4,1997-12-02 00:00:00.000,completed_construction,FALSE,25
055a442b-9364-4414-ad0d-0b59bbc4fe62,,Completed,4,2019-05-08 00:00:00.000,completed_construction,FALSE,3
0568c74c-a988-479f-ae0f-31beac198514,,"Entitled, filed for permits",2,2020-02-27 00:00:00.000,filed_for_permits,FALSE,2
057bf339-21c0-4097-81c5-a6e1f6932189,,Under construction,3,2019-12-03 00:00:00.000,under_construction,FALSE,3
05875f64-aa75-4883-8de6-917b39b5d6b9,,"Entitled, not yet filed for permits",1,2008-05-22 00:00:00.000,entitled,FALSE,14
058acc31-66a3-43bc-8550-2cce074399d6,,Under construction,3,2017-03-24 00:00:00.000,under_construction,FALSE,5
058c2e6c-15e0-4e6f-a509-d718ff0c4330,,Under construction,3,2018-05-08 00:00:00.000,under_construction,FALSE,4
059db4dd-f806-4616-80cd-29a5eb6c0fa6,,"Entitled, not yet filed for permits",1,2009-01-22 00:00:00.000,entitled,FALSE,13
05a4baa3-bb84-4cc9-acfc-7f0ec7ab2f2b,,"Entitled, filed for permits",2,2018-04-13 00:00:00.000,filed_for_permits,FALSE,4
05ac8f74-9890-4dac-9bfe-403178a50fdd,,Under construction,3,2019-06-28 00:00:00.000,under_construction,FALSE,3
05be167a-cbde-4d99-99c0-a33a1412db17,2003-10-29 00:00:00.000,"Entitled, not yet filed for permits",1,2003-10-29 00:00:00.000,entitled,FALSE,19
05be344b-a77c-4bfa-b53b-fc91625b590a,,Completed,4,2015-10-05 00:00:00.000,completed_construction,FALSE,7
05bf1a96-a88c-4069-8502-6f7c8db48e71,,"Entitled, filed for permits",2,2019-02-05 00:00:00.000,filed_for_permits,FALSE,3
05c5bd94-0ca6-4911-9ef0-b91e6e73ec8e,,Completed,4,2020-02-07 00:00:00.000,completed_construction,FALSE,2
05c8bb9a-c0ee-4860-979d-2c070e7f2f42,,"Entitled, not yet filed for permits",1,2008-12-18 00:00:00.000,entitled,FALSE,14
05e0e617-dffe-4c9b-8341-d7e128d3103d,,"Entitled, not yet filed for permits",1,2006-01-25 00:00:00.000,entitled,FALSE,16
05e1cc86-822a-44d5-982e-a3a63cadd213,,"Entitled, filed for permits",2,2017-06-06 00:00:00.000,filed_for_permits,FALSE,5
05e58596-0fb8-4d26-8449-1f40f90d0b46,,Completed,4,1996-09-20 00:00:00.000,completed_construction,FALSE,26
05e72f8b-e2a4-42a9-8e0f-cb9b7d99a6d6,,Under construction,3,2019-07-29 00:00:00.000,under_construction,FALSE,3
05e936c5-5037-48d5-ac85-68aa60f7698d,,Completed,4,1998-07-20 00:00:00.000,completed_construction,FALSE,24
05f19c2d-3cd3-4b21-8ad4-5e6ada94a93c,,Completed,4,1998-11-10 00:00:00.000,completed_construction,FALSE,24
05f2323d-9d33-4a5c-9541-0e1386557496,,"Entitled, not yet filed for permits",1,2006-03-02 00:00:00.000,entitled,FALSE,16
05fd86cd-9224-4cf2-9d18-da061fe50314,,Under construction,3,2019-10-17 00:00:00.000,under_construction,FALSE,3
060f5c2d-574e-4d5f-b77d-f60f7b2ec40b,,"Entitled, not yet filed for permits",1,2005-05-12 00:00:00.000,entitled,FALSE,17
06227beb-7c85-4c75-b5aa-a20b9c35feb5,,Completed,4,2002-11-25 00:00:00.000,completed_construction,FALSE,20
062d24bb-b2c8-4ceb-ba04-200cafaaac2b,,"Entitled, filed for permits",2,2020-01-13 00:00:00.000,filed_for_permits,FALSE,2
06348016-40a4-4af8-86e6-d4569868df3e,,Under construction,3,2016-09-06 00:00:00.000,under_construction,FALSE,6
063a4785-aa62-434d-8f73-bea0f1ab73e4,,"Entitled, not yet filed for permits",1,2007-09-21 00:00:00.000,entitled,FALSE,15
063c83fd-863d-4dea-855b-5cc5b1cfeef2,,"Entitled, not yet filed for permits",1,2006-05-09 00:00:00.000,entitled,FALSE,16
063f36cf-f7f6-4eab-b570-40bb51161a4e,,"Entitled, filed for permits",2,2016-12-29 00:00:00.000,filed_for_permits,FALSE,6
064d4209-9d30-42de-8fe9-3b628ae11632,,Completed,4,2007-09-26 00:00:00.000,completed_construction,FALSE,15
0653aaf6-32b7-4800-84f1-8e560bd78fb1,,"Entitled, not yet filed for permits",1,2006-12-13 00:00:00.000,entitled,FALSE,16
065998a2-2bb7-464d-b9d0-3a08de9ad379,,Completed,4,1998-02-19 00:00:00.000,completed_construction,FALSE,24
065aa018-8fb8-462e-8c01-9e3d5d6a1a6b,,Completed,4,1998-11-04 00:00:00.000,completed_construction,FALSE,24
0664c667-3978-4364-a697-db61bdb3ec13,,"Entitled, filed for permits",2,2015-06-22 00:00:00.000,filed_for_permits,FALSE,7
066c1aea-146e-4c4d-bced-6040458b997f,,Under construction,3,2013-10-23 00:00:00.000,under_construction,FALSE,9
06800896-80f4-475b-8a14-4935e4bdf2e9,,"Entitled, not yet filed for permits",1,2009-08-18 00:00:00.000,entitled,FALSE,13
068f897f-2c91-4539-8ec0-5f647508d663,,"Entitled, filed for permits",2,2019-10-02 00:00:00.000,filed_for_permits,FALSE,3
069cef9f-14f5-4bf1-9c45-1a16ea2d32bf,,Completed,4,2016-08-04 00:00:00.000,completed_construction,FALSE,6
06a98ee7-0938-4d7f-922b-72558809d907,,Under construction,3,2018-09-06 00:00:00.000,under_construction,FALSE,4
06b0c357-9b02-4e94-be2e-8b4e0aa78740,,Under construction,3,2016-11-07 00:00:00.000,under_construction,FALSE,6
06b291f7-1a97-4e0d-af0e-bfb7997f4031,,Under construction,3,2019-06-28 00:00:00.000,under_construction,FALSE,3
06b45c40-d150-4408-b506-1ec07eba546e,2013-12-10 00:00:00.000,"Entitled, not yet filed for permits",1,2013-12-10 00:00:00.000,entitled,FALSE,9
06bad37a-429b-48f8-bfac-57d3850b29d3,,"Entitled, filed for permits",2,2017-07-24 00:00:00.000,filed_for_permits,FALSE,5
06c2ab9b-fe3d-48c3-8d99-07fb9539fde6,,"Entitled, filed for permits",2,2019-10-24 00:00:00.000,filed_for_permits,FALSE,3
06c6c977-0f22-4447-9038-f99775a5eead,,"Entitled, not yet filed for permits",1,2004-07-01 00:00:00.000,entitled,FALSE,18
06d192b8-dc2f-4306-88e4-ac1d5aba3e80,,"Entitled, filed for permits",2,2017-04-10 00:00:00.000,filed_for_permits,FALSE,5
06d2eecc-5e04-4f26-8979-b4415f55faa7,,Completed,4,2008-02-26 00:00:00.000,completed_construction,FALSE,14
06dd171f-8fa1-4923-9a81-b95ba6b1a547,,"Entitled, not yet filed for permits",1,2001-02-28 00:00:00.000,entitled,FALSE,21
06dd49e7-c582-45aa-836d-5151338f0c66,,"Entitled, filed for permits",2,2016-10-25 00:00:00.000,filed_for_permits,FALSE,6
06e46e4c-5ee7-43a8-8d27-d2fe71656daa,,Under construction,3,2018-12-28 00:00:00.000,under_construction,FALSE,4
06f52473-e3b1-40d6-aa38-0dfb970bb615,,"Entitled, not yet filed for permits",1,2006-11-01 00:00:00.000,entitled,FALSE,16
07119f97-9810-4007-a287-46509036e735,,"Entitled, not yet filed for permits",1,2019-08-23 00:00:00.000,entitled,FALSE,3
071b8123-abbc-40f6-9ae7-78ac48d963cc,,"Entitled, filed for permits",2,2019-03-15 00:00:00.000,filed_for_permits,FALSE,3
0724e8f1-ee6f-437f-a129-5701d3fb1ced,,Completed,4,2018-04-03 00:00:00.000,completed_construction,FALSE,4
0728fc77-7cad-4113-8f1d-1bed4701ce96,2011-11-10 00:00:00.000,"Entitled, filed for permits",2,2016-05-09 00:00:00.000,filed_for_permits,FALSE,6
0744eebd-fc74-46a9-bd54-c472f418ba26,,"Entitled, not yet filed for permits",1,2010-03-18 00:00:00.000,entitled,FALSE,12
0748be7e-80f9-4ef1-b54e-354f2fcac341,,Completed,4,2000-11-15 00:00:00.000,completed_construction,FALSE,22
