Region,Station Name,OS Grid Easting,OS Grid Northing,Estimated Passengers,Latitude,Longitude
"South East","Caterham",534120,155420,1011822,51.282324701200196,-0.093756699040409952
"South East","Chalfont & Latimer",499647,197573,845664,51.6800077350895,-0.56187219869286009
"South East","Chandlers Ford",443255,120655,220264,51.018670502579496,-1.4555027949680097
"South East","Charing",595005,149132,72940,51.1854497320682,0.79194124116517983
"South East","Charlbury",435230,219440,292934,51.908193605231,-1.5021892178662197
"South East","Chartham",610683,155227,70058,51.2283839917067,1.0287657622349498
"South East","Chatham",575547,167608,2730506,51.3644000671873,0.52796576838941967
"South East","Cheddington",492232,218549,79682,51.872023741456594,-0.65286493019967029
"South East","Chertsey",503825,166390,697206,51.398324730354695,-0.52884781887040022
"South East","Chestfield & Swalecliffe",613615,166817,137734,51.3297339718686,1.0860974797593599
"South East","Chichester",485890,104320,2841842,50.8517763174144,-0.84609765092282
"South East","Chilham",607800,153700,43420,51.2168954430613,0.98468824941861977
"South East","Chilworth",503130,147257,24120,51.2273049238038,-0.55656677108907
"South East","Chipstead",527685,158275,160954,51.3117934822125,-0.18545714677710023
"South East","Cholsey",458452,186039,271850,51.5979953767937,-1.1823800408557705
"South East","Christ's Hospital",514800,129200,165174,51.058968247741596,-0.40226722200220033
"South East","Clandon",504560,152714,206156,51.2753972773362,-0.53058785016464993
"South East","Claygate",515097,163755,651366,51.368302131097096,-0.36530524148582
"South East","Cobham & Stoke D'abernon",512341,158897,592248,51.3263795009975,-0.41045996994081024
"South East","Collington",573153,107296,168370,50.8265332615568,0.42582996196214973
"South East","Combe",441850,215060,1994,51.8659538934,-1.4066896184241697
"South East","Cooden Beach",570992,106566,90694,50.8214521712206,0.39364898476598986
"South East","Cookham",488690,185060,210040,51.573882159974,-0.73549244085188015
"South East","Cooksbridge",540077,113474,39044,50.903126908335295,-0.04870494798392011
"South East","Cosham",465765,105125,887178,50.8690207453096,-1.1385681765337
"South East","Cowden",547658,141714,53896,51.1511898243827,0.090745002292569765
"South East","Crawley",527029,136332,1716800,51.1156973496517,-0.21659700550937
"South East","Crowborough",553472,129725,355644,51.0401739074035,0.16323974740316993
"South East","Crowhurst",576028,112879,48736,50.874534452993394,0.47373947544779993
"South East","Crowthorne",482294,163735,310436,51.386152518553594,-0.84847369199672018
"South East","Culham",452915,195276,83908,51.6834436282129,-1.2572327736478401
"South East","Cuxton",571435,166750,51124,51.359549077895096,0.46655507287254006
"South East","Dartford",554314,174378,4163916,51.439231123780495,0.22299510149559998
"South East","Datchet",498740,176970,333790,51.4959342947364,-0.59417664435957018
"South East","Deal",637424,152584,574278,51.1840515975641,1.41657939166924
"South East","Deepdene",517051,150180,442194,51.2455854758651,-0.34950617299850029
"South East","Denham",504214,187733,321878,51.5892991172679,-0.50333959363128011
"South East","Denham Golf Club",502800,187900,29346,51.591590858221494,-0.52411016032536
"South East","Didcot Parkway",452523,190507,3185928,51.640867612318395,-1.26675760662933
"South East","Doleham",583550,116480,3422,50.9015810670439,0.58714024218794991
"South East","Dorking",517073,150417,1287506,51.2476953658786,-0.3489576583482501
"South East","Dorking West",515987,149869,62072,51.2434167078672,-0.36542043994802009
"South East","Dormans",539662,141508,111060,51.1543604960659,-0.026530933112100197
"South East","Dover Priory",631380,141464,946056,51.0895287444437,1.3139342275755899
"South East","Dumpton Park",638670,166307,25556,51.3055889570148,1.45284351992959
"South East","Dunton Green",551454,157500,233480,51.2900477240394,0.16293286954818997
"South East","Durrington-On-Sea",512000,103200,594332,50.8276516542889,-0.46712426687902031
"South East","Earley",475300,171900,615934,51.4629274706028,-0.94473141739202
"South East","Earlswood (Surrey)",527820,149160,440288,51.230094230402095,-0.19245448301799017
"South East","East Farleigh",573484,153607,35772,51.240586971495794,0.48189647431357985
"South East","East Grinstead",538800,138200,1514562,51.1252793787845,-0.042495519127589976
"South East","East Malling",570200,156900,102640,51.272279699933094,0.43741398580416968
"South East","East Worthing",515975,103745,361460,50.8302820907277,-0.40880969344889007
"South East","Eastbourne",560959,99124,3355248,50.761475209367596,0.24005722612101987
"South East","Eastleigh",445732,119071,1630160,51.0033634433092,-1.42043106407327
"South East","Ebbsfleet International",561394,174108,1961528,51.4321448265983,0.32698480331835
"South East","Edenbridge",544040,147487,257530,51.2051490799482,0.043716612691589773
"South East","Edenbridge Town",544522,146571,270344,51.196646443139194,0.049836877981229932
"South East","Effingham Junction",510271,155892,300152,51.300645880926396,-0.44371605287629023
"South East","Egham",501143,171073,2024932,51.4417729085655,-0.56409003926849
"South East","Emsworth",474825,106325,298066,50.875353464667896,-1.00560823471917
"South East","Epsom",520700,160900,3918526,51.3394584652212,-0.28559732636967006
"South East","Epsom Downs",522806,159759,87940,51.327995742954094,-0.25573132404745014
"South East","Eridge",554271,134488,121798,51.0822867995076,0.17991430877648984
"South East","Esher",514696,165824,1144232,51.387065306790895,-0.36923878758231021
"South East","Etchingham",571431,126301,246666,50.9977155083446,0.42159089184253995
"South East","Ewell East",522569,162158,583086,51.349619421293795,-0.25688103887083
"South East","Ewell West",521480,162660,1428248,51.354759543369696,-0.27241565459093
"South East","Eynsford",553565,164934,189472,51.3552090350467,0.20185066082345982
"South East","Falmer",534700,108700,1386876,50.8636616636907,-0.13169755673967032
"South East","Fareham",456971,106257,1630152,50.883326009635,-1.2658616815945303
"South East","Farnborough (Main)",486850,156010,2947664,51.3145380739453,-0.78803155260211
"South East","Farnborough North",487725,156630,637320,51.3196326485729,-0.77462155155947032
"South East","Farncombe",497600,145140,862414,51.2113767539504,-0.63963012455947021
"South East","Farnham",484446,146548,1562846,51.2309990805828,-0.83149166997472035
"South East","Farningham Road",555595,169330,208728,51.393222622686494,0.23642489956681967
"South East","Faversham",601585,160924,1549326,51.28606494346,0.90240779307551966
"South East","Faygate",521728,134388,8326,51.1014213972098,-0.2960392742593001
"South East","Fenny Stratford",488245,234292,22634,52.015244250451396,-0.69807103485462019
"South East","Finstock",436647,217265,1756,51.888060689369496,-1.4826453866760598
"South East","Fishbourne",483530,105060,64198,50.859622642667695,-0.87984387010240006
"South East","Fishersgate",525483,105366,115122,50.8392985097711,-0.26900114914467022
"South East","Fleet",481626,155260,1815882,51.310542657731595,-0.86552638438838025
"South East","Folkestone Central",622084,136286,1092140,51.050488358763396,1.1718156612417499
"South East","Folkestone West",620985,136428,601432,51.0525989497,1.15597131661269
"South East","Ford",500215,104280,114594,50.843838208715795,-0.63761233393954031
"South East","Frant",560739,136362,139768,51.094847069263494,0.27643395948408989
"South East","Fratton",465360,100050,1601022,50.823711021965195,-1.1484189042961503
"South East","Frimley",487430,157717,202910,51.3295295977751,-0.77801956549528
"South East","Furze Platt",488294,182334,175694,51.5496669428466,-0.74375598177222013
"South East","Gatwick Airport",528700,141300,20328212,51.159184679754496,-0.18727502603191004
"South East","Gerrards Cross",500184,188785,1487488,51.600981711332096,-0.56201353406007026
"South East","Gillingham (Kent)",577520,168365,2744182,51.369804528360696,0.55782955601914974
"South East","Glynde",545790,108670,63620,50.856578824728295,0.029589349019359723
"South East","Godalming",496622,143946,1381038,51.2012097670616,-0.65504225700375018
"South East","Godstone",536277,148357,66190,51.21776650116,-0.069209424007980136
"South East","Gomshall",508915,147842,59102,51.2293055129285,-0.47112252650367026
"South East","Goring & Streatley",460247,180642,403646,51.548745848288796,-1.16008820299355
"South East","Goring-By-Sea",510477,103189,504484,50.8284082864498,-0.48928593658651032
"South East","Grateley",426610,141270,264944,51.210720000420096,-1.68506077833446
"South East","Gravesend",564577,174029,2989304,51.429308666690694,0.37376985301814969
"South East","Great Missenden",489300,201319,582442,51.719241377376996,-0.71200777648803015
"South East","Greenhithe",558545,174842,1138492,51.440602549287995,0.28582455245584004
"South East","Guildford",499200,149600,7954618,51.25046372424,-0.61215018632057028
"South East","Haddenham & Thame Parkway",473091,208549,905790,51.792535349953695,-0.94661319436050029
"South East","Halling",570347,164326,94422,51.338607800439796,0.44785196120823967
"South East","Ham Street",600090,133770,87772,51.0444340231743,0.8480444429747398
"South East","Hamble",447300,108200,108194,50.9051619610767,-1.4054434908006401
"South East","Hampden Park",560733,102125,542888,50.788478269661795,0.23993883285440987
"South East","Hampton Court",515376,168361,1621594,51.409393064894,-0.35680115333515028
"South East","Hanborough",443273,214245,231986,51.8579990186556,-1.3860904447874098
"South East","Harrietsham",586620,152910,82776,51.225218607970696,0.67359687241304966
"South East","Haslemere",489802,132928,1777494,51.106128263225095,-0.76464354273814994
"South East","Hassocks",530404,115543,1204224,50.927520341301594,-0.18755652552210034
"South East","Hastings",581450,109650,2171872,50.841943793948495,0.54894710135950975
"South East","Havant",471781,106595,2197700,50.879277828922795,-1.0497462419518202
"South East","Haywards Heath",533045,124630,4392522,51.0073006574699,-0.14014037708034
"South East","Headcorn",583800,144000,594084,51.1475262888696,0.62205901398212
"South East","Hedge End",449674,115000,506716,50.9650801067383,-1.3658103914516104
"South East","Henley-On-Thames",476380,182270,745422,51.555322726006196,-0.92004777322881015
"South East","Herne Bay",617130,167450,980482,51.33270928682,1.1384646488390098
"South East","Hersham",512155,165425,822040,51.3849574424306,-0.40703942602893006
"South East","Hever",546530,144550,42948,51.1772888395114,0.077167678967120068
"South East","Heyford",448290,224750,34518,51.9498817964734,-1.3031659098540098
"South East","High Brooms",559378,141370,1224846,51.1405525114199,0.26190212743579
"South East","High Wycombe",486935,193053,2999522,51.6464422216353,-0.75442862845219016
"South East","Higham",571556,172613,196936,51.4119096110365,0.47492440614581977
"South East","Hildenborough",555680,148500,582574,51.206769807855494,0.21537139691068008
"South East","Hilsea",466385,103615,313256,50.855183781498894,-1.1307153387290798
"South East","Hinchley Wood",515600,165300,358196,51.381847847633296,-0.35642595872284
"South East","Hinton Admiral",420263,94821,167178,50.7965572489856,-1.8086082023506398
"South East","Hollingbourne",583430,155060,59490,51.2466919799298,0.62933570593676968
"South East","Holmwood",517465,143780,57206,51.1880239947406,-0.34951688588442
"South East","Hook",472520,153940,738568,51.3033425095748,-1.0005912718774002
"South East","Horley",528665,142666,971834,51.1714373964402,-0.18644656201910026
"South East","Horsham",517865,130980,2689774,51.0731476632603,-0.35578256746533032
"South East","Horsley",509223,154518,434840,51.288933644965695,-0.46040080927557003
"South East","Hove",528912,105559,2232664,50.839002172394,-0.21894638448990023
"South East","Hungerford",434014,168545,364170,51.4522515080848,-1.5570319245440798
"South East","Hurst Green",539970,151380,662178,51.242544265806295,-0.011976671237070136
"South East","Ifield",525053,136663,309872,51.119835819300896,-0.24519349927702017
"South East","Islip",452600,214400,34100,51.8550584753879,-1.24694948116918
"South East","Iver",503730,179898,227288,51.5193860373279,-0.51777657442372016
"South East","Kearsney",628938,143992,41544,51.1140208623751,1.2815364303063999
"South East","Kempton Park",510671,170307,55924,51.429536707335295,-0.42429925213414021
"South East","Kemsing",556784,157738,25366,51.2887163971304,0.24144097952964971
"South East","Kemsley",590526,166148,163438,51.3408010432778,0.7463548467345098
"South East","Kingham",425637,222699,183514,51.941573338356996,-1.64309533507899
"South East","Kingswood",524815,156585,227986,51.298378710974795,-0.22929638202622016
"South East","Kintbury",438635,167200,85420,51.438172972191396,-1.4897543778955704
"South East","Lake",459038,83308,47602,50.676567731823894,-1.2530986016974905
"South East","Lancing",518200,104400,887946,50.834876293365895,-0.37583975083612
"South East","Langley",501300,179800,815110,51.519867734196694,-0.55377134411787
"South East","Leatherhead",516300,156840,1964658,51.3056709437588,-0.35419654712221016
"South East","Leigh (Kent)",554555,146175,41744,51.186693669696496,0.19641847093374976
"South East","Lenham",589130,151850,96656,51.213960005727095,0.70912832589207975
"South East","Lewes",541621,109830,2477694,50.8695514600041,-0.029882831984500147
"South East","Lingfield",539400,143800,546656,51.175041480257796,-0.028043665344050339
"South East","Liphook",484156,130905,525072,51.0909497550594,-0.8490279026145
"South East","Liss",477712,127718,240188,51.065679838258596,-0.94599642948537
"South East","Little Kimble",482349,206620,5412,51.7704466911866,-0.81059233197537006
"South East","Littlehampton",502540,102180,912710,50.8237569046053,-0.60563933195920994
"South East","Littlehaven",518621,132520,279940,51.086502928634694,-0.34326962002116
"South East","London Road Brighton",531315,105780,430734,50.839549678821896,-0.18378660720957019
"South East","London Road Guildford",500264,150030,540978,51.2537321278344,-0.5961362943581503
"South East","Longcross",497897,166062,25784,51.398670520710596,-0.61649759545323013
"South East","Longfield",560129,168857,605302,51.3860042941714,0.30262528868870975
"South East","Lymington Pier",433287,95517,134914,50.797477293753,-1.6185665741482698
"South East","Lymington Town",432741,95804,295822,50.8002813751842,-1.6263182360798805
"South East","Maidenhead",488725,180745,4583298,51.5351981363006,-0.73878316903290031
"South East","Maidstone Barracks",575440,156115,281524,51.2616788428859,0.51339430918074
"South East","Maidstone East",575949,156206,1412958,51.2621424941528,0.52096154594533983
"South East","Maidstone West",575592,155374,877164,51.2549465644781,0.51478769304506988
"South East","Marden",574375,144725,540068,51.16052970642,0.48500640831881991
"South East","Margate",634720,170550,1007962,51.346641406976396,1.4005121382205998
"South East","Marlow",485590,186512,275740,51.588543455969194,-0.78009811610759
"South East","Martin Mill",634155,146600,59238,51.1332120913756,1.3610454719469198
"South East","Martins Heron",488820,168370,567372,51.424256790733295,-0.7482568588910401
"South East","Meopham",564100,167900,328456,51.3747967600291,0.35998771249792982
"South East","Merstham",529155,153291,662836,51.2662809083676,-0.16878758191114995
"South East","Micheldever",451772,142833,170716,51.2137269859458,-1.3143216718398998
"South East","Midgham",457305,166647,34310,51.4246764797021,-1.2145893875810803
"South East","Milford (Surrey)",495406,141335,280636,51.178472140565496,-0.67519026901691026
"South East","Millbrook (Hampshire)",439900,112600,36826,50.9478917798104,-1.5102846660511098
"South East","Milton Keynes Central",484189,238029,6824326,52.050914574955094,-0.7553678881421102
"South East","Minster",631192,164122,75968,51.2920402435537,1.34040267880049
"South East","Monks Risborough",480937,204765,20966,51.7545654625905,-0.83319725118141008
"South East","Mortimer",467233,164110,188020,51.397133357624796,-1.0701669412252803
"South East","Mottisfont & Dunbridge",431855,126160,31662,51.072975601903394,-1.61846109656687
"South East","Moulsecoomb",532530,106930,377198,50.8491196946573,-0.16499698907475002
"South East","Netley",446400,108585,97892,50.9090170654925,-1.4182924620738797
"South East","New Hythe",571190,159960,161968,51.2989794919735,0.45535374380089966
"South East","New Milton",424234,95184,623434,50.798223233504196,-1.7505652611674298
"South East","Newbury",447205,166730,1804732,51.4301183338167,-1.3635839910560303
"South East","Newbury Racecourse",448252,166830,93764,51.4305368035267,-1.3480547334476398
"South East","Newhaven Harbour",544943,100926,57982,50.7877810255698,0.009450650282339712
"South East","Newhaven Town",544924,101489,280712,50.7928329880139,0.0097422053924800522
"South East","Newington",585914,164965,138646,51.333511914831895,0.67724072851790007
"South East","Normans Bay",568385,105672,10616,50.815191072237994,0.35482089804843
"South East","North Camp",488600,153725,378440,51.293136885853194,-0.76427375528353014
"South East","Northfleet",561621,174435,110000,51.4349191752424,0.33068655903992994
"South East","Nutbourne",478740,105766,83716,50.8683840126307,-0.94902679508793009
"South East","Nutfield",530495,149170,84096,51.228572396859896,-0.15320140119768011
"South East","Ockley",516477,140455,34738,51.1588152519886,-0.36714672923902025
"South East","Ore",582458,110693,173896,50.8505779220232,0.56475839466328992
"South East","Otford",553200,159407,426400,51.305985437834195,0.19059606347858971
"South East","Overton",451790,150830,196454,51.2854311185464,-1.3080104749770403
"South East","Oxford",450477,206341,7984182,51.7837994022863,-1.2848605578753203
"South East","Oxford Parkway",450122,211963,938844,51.834374067433494,-1.2857779455134004
"South East","Oxshott",514172,160973,489768,51.3439201532142,-0.38156287985913018
"South East","Oxted",539317,152862,1571614,51.2562172472389,-0.020047545099880271
"South East","Paddock Wood",567079,145272,1181218,51.170360502292695,0.37883364344093007
"South East","Pangbourne",463251,176664,475724,51.5116271671168,-1.1188366752072305
"South East","Penshurst",551957,146480,34854,51.1911001304225,0.15868252880714984
"South East","Petersfield",474387,123571,1406458,51.030174917499494,-0.99802556698212008
"South East","Pevensey & Westham",563868,104381,141472,50.8066202654867,0.28784400172569979
"South East","Pevensey Bay",565137,104606,7414,50.8077999860045,0.30651101428852989
"South East","Pluckley",592221,143279,114408,51.135120482339595,0.74434774659542
"South East","Plumpton",536420,116148,108752,50.9293063236332,-0.099306393763970213
"South East","Polegate",558238,104813,908268,50.814150152408,0.2065346373578798
"South East","Portchester",461749,105835,343214,50.8773014653816,-1.1965404935951298
"South East","Portslade",526471,105551,1070566,50.8403741051651,-0.25445482108696016
"South East","Portsmouth & Southsea",464164,100275,1989572,50.8262998175045,-1.16565390859982
"South East","Portsmouth Harbour",462973,100090,2035448,50.8252073923982,-1.1831341041283805
"South East","Preston Park",529975,106779,503650,50.8492954201668,-0.20230739745055004
"South East","Princes Risborough",479964,202758,579844,51.7370884318349,-0.84939505495794032
"South East","Pulborough",504285,118595,367560,50.9698755396905,-0.56556814892987006
"South East","Queenborough",591300,172100,175994,51.393458154924495,0.76475904677664008
"South East","Radley",452603,198878,141792,51.715886684726094,-1.2590583367646104
"South East","Rainham (Kent)",581878,166263,1822540,51.3479647812472,0.61946282198535974
"South East","Ramsgate",637348,165700,1334276,51.301230819573796,1.43267071437219
"South East","Reading",471528,173813,16979808,51.481979065615,-0.99884451100139016
"South East","Reading West",470264,173430,434004,51.4791784089813,-1.0178312412602901
"South East","Redbridge",437340,113520,42586,50.957251534029496,-1.5470234987368698
"South East","Redhill",528128,150600,3553742,51.242803546965796,-0.18651845803539002
"South East","Reigate",525476,150730,1223378,51.2455545898002,-0.22531176210743009
"South East","Robertsbridge",573380,123515,313984,50.9714757730548,0.44693274524947
"South East","Rochester",574771,168157,1817314,51.3698456151637,0.51718088258243
"South East","Romsey",435669,121581,516758,51.0302778970829,-1.5658101906713604
"South East","Rowland's Castle",473421,110816,125822,50.9163106171512,-1.02245352514454
"South East","Ryde Esplanade",459405,92920,258784,50.7625929799746,-1.2405144433966697
"South East","Ryde Pier Head",459361,93622,211794,50.7689086663365,-1.2406226048162603
"South East","Ryde St.John's Road",459631,91977,156850,50.7540311197684,-1.2379433470450403
"South East","Rye",591895,120543,430866,50.9320621817836,0.71317995166476988
"South East","Salfords",528473,146330,136576,51.2043614367822,-0.18565968970735014
"South East","Sandhurst",483352,161550,152402,51.366019581067796,-0.83475561104297036
"South East","Sandling",614806,136811,86542,51.0607148734198,1.0663457216132999
"South East","Sandown",459305,84467,162310,50.686837036428294,-1.2483514349518705
"South East","Sandwich",633258,157613,348866,51.232275358691794,1.3622082955932298
"South East","Saunderton",481311,198112,56126,51.6947484733249,-0.8334187281442
"South East","Seaford",548178,99131,627538,50.7696934505629,0.054599402254509766
"South East","Seer Green",496500,191030,148568,51.6231338668866,-0.6145113817262402
"South East","Selling",605210,157242,83212,51.250477200262,0.95107646046197969
"South East","Sevenoaks",552267,155340,4153744,51.270192690943794,0.17258198727338003
"South East","Shalford",500200,147100,128672,51.227515997941495,-0.59971579706328
"South East","Shanklin",458100,81900,275076,50.664376303549794,-1.2677641068057097
"South East","Shawford",447245,124965,197458,51.055547170247095,-1.3939926318888398
"South East","Sheerness-On-Sea",591810,174950,449590,51.418569877824694,0.77563940573017964
"South East","Shepherd's Well",625800,148200,48354,51.1540529237156,1.24107114115693
"South East","Shepperton",508153,167563,418554,51.4063934529647,-0.46398710930922027
"South East","Shiplake",477640,179762,86700,51.5321980998121,-0.90353383859021008
"South East","Shipton",428143,218642,4572,51.9041169030971,-1.60854951781746
"South East","Sholing",444760,111000,104066,50.9314066623409,-1.4404763602923305
"South East","Shoreham (Kent)",552587,161510,55082,51.325202321416896,0.18382675874784971
"South East","Shoreham-By-Sea",521800,105300,1235214,50.840858630186496,-0.32263264031368033
"South East","Sittingbourne",590564,163871,2223636,51.3204159658308,0.74423134569665006
"South East","Slough",497839,180157,5544320,51.524983871538794,-0.60458916021979014
"South East","Smallbrook Junction",459815,90504,12670,50.7407361144713,-1.2363849359126
"South East","Snodland",570660,161860,325322,51.3163360173984,0.44969473051089004
"South East","Snowdown",624537,151141,8600,51.1813044149811,1.22634610183891
"South East","Sole Street",565583,167583,64338,51.370965689755295,0.38144678485139005
"South East","Southampton Airport (Parkway)",444836,117013,1671522,50.985304279839795,-1.4350207197642497
"South East","Southampton Central",441327,112161,6538356,50.9433318060565,-1.4897599929072003
"South East","Southbourne",476965,105985,176396,50.8712384269913,-0.97470558492270021
"South East","Southease",543100,105490,18162,50.8297828701063,-0.012732053836870261
"South East","Southwick",524323,105147,293258,50.838017283779294,-0.28608078754463007
"South East","St.Denys",443130,113815,293400,50.9573757582734,-1.4622491439164698
"South East","St.Leonards Warrior Square",580300,109365,740926,50.8401848619534,0.53192399828208
"South East","Staines",504150,171446,2753456,51.443435910087395,-0.51939537927778012
"South East","Staplehurst",578392,144450,836502,51.155310873393,0.54346887833904978
"South East","Stoke Mandeville",483965,210603,314366,51.8052838016244,-0.78306293582806008
"South East","Stone Crossing",557394,174913,195328,51.4419975009143,0.2689462596732799
"South East","Stonegate",565892,127169,180222,51.009187272252596,0.34176226548227984
"South East","Stoneleigh",522024,164159,1001408,51.3678614741507,-0.26295238158776035
"South East","Strood",574027,169356,1071564,51.3810819923364,0.50759899719636969
"South East","Sturry",617746,160401,86092,51.2692600783705,1.13864072959458
"South East","Sunbury",510119,169998,423614,51.4270848007957,-0.43272806230902017
"South East","Sunningdale",495206,166764,650626,51.406430032835594,-0.65552664398443028
"South East","Sunnymeads",500160,175575,42402,51.482650950664095,-0.57448076597414
"South East","Swale",591234,169158,4740,51.36720332404,0.7603078349282697
"South East","Swanley",551016,168271,1463292,51.3867233484474,0.16790988481993985
"South East","Swanscombe",560582,174761,176442,51.4385274878932,0.3157409827070099
"South East","Swanwick",451750,108720,616790,50.907816173669495,-1.34015110465183
"South East","Sway",427590,98420,105652,50.8258892883537,-1.69955760096392
"South East","Swaythling",443910,115930,125950,50.9760013147269,-1.4493338410980803
"South East","Tackley",448450,220530,21304,51.9119693698258,-1.3040541065685103
"South East","Tadworth",523100,156200,259690,51.295950339139495,-0.25487288904181993
