transaction_date,stock_date,product_id,customer_id,store_id,quantity
1998-10-11 00:00:00.000,1998-10-07 00:00:00.000,1407,2790,21,3
1998-02-20 00:00:00.000,1998-02-16 00:00:00.000,882,2306,19,2
1998-06-08 00:00:00.000,1998-06-06 00:00:00.000,971,1864,15,3
1998-01-03 00:00:00.000,1997-12-27 00:00:00.000,1410,3922,7,2
1998-08-29 00:00:00.000,1998-08-25 00:00:00.000,169,7700,10,2
1997-05-19 00:00:00.000,1997-05-13 00:00:00.000,167,4017,15,5
1998-07-30 00:00:00.000,1998-07-24 00:00:00.000,502,3328,17,4
1998-02-17 00:00:00.000,1998-02-14 00:00:00.000,946,8467,13,5
1998-12-23 00:00:00.000,1998-12-18 00:00:00.000,1196,2286,9,2
1997-11-07 00:00:00.000,1997-10-31 00:00:00.000,1557,4030,6,4
1998-04-03 00:00:00.000,1998-03-31 00:00:00.000,1532,4568,7,5
1997-01-21 00:00:00.000,1997-01-18 00:00:00.000,508,8452,16,4
1997-12-21 00:00:00.000,1997-12-18 00:00:00.000,802,4436,3,3
1998-10-30 00:00:00.000,1998-10-25 00:00:00.000,727,7172,6,3
1997-03-15 00:00:00.000,1997-03-11 00:00:00.000,315,7768,15,3
1997-03-14 00:00:00.000,1997-03-13 00:00:00.000,986,5182,15,3
1997-11-18 00:00:00.000,1997-11-11 00:00:00.000,452,1701,13,2
1997-04-08 00:00:00.000,1997-04-03 00:00:00.000,426,5650,2,1
1998-06-18 00:00:00.000,1998-06-14 00:00:00.000,147,5743,13,3
1997-06-03 00:00:00.000,1997-05-29 00:00:00.000,475,993,13,3
1998-12-30 00:00:00.000,1998-12-27 00:00:00.000,318,4467,11,3
1997-07-02 00:00:00.000,1997-07-01 00:00:00.000,1060,4340,17,3
1997-10-06 00:00:00.000,1997-09-29 00:00:00.000,456,4657,17,2
1998-04-17 00:00:00.000,1998-04-16 00:00:00.000,1262,7494,15,4
1998-08-25 00:00:00.000,1998-08-19 00:00:00.000,1257,454,17,2
1998-07-19 00:00:00.000,1998-07-15 00:00:00.000,1268,6406,18,4
1998-07-03 00:00:00.000,1998-06-26 00:00:00.000,791,5512,8,4
1998-05-17 00:00:00.000,1998-05-16 00:00:00.000,843,3571,8,3
1998-11-13 00:00:00.000,1998-11-10 00:00:00.000,302,9956,17,5
1998-03-19 00:00:00.000,1998-03-13 00:00:00.000,1215,8685,20,3
1998-06-29 00:00:00.000,1998-06-28 00:00:00.000,1403,10273,17,3
1998-09-05 00:00:00.000,1998-09-03 00:00:00.000,861,1388,13,2
1997-07-29 00:00:00.000,1997-07-28 00:00:00.000,1232,1648,11,3
1998-06-29 00:00:00.000,1998-06-28 00:00:00.000,356,4049,12,4
1997-01-05 00:00:00.000,1996-12-29 00:00:00.000,207,3415,15,3
1998-04-27 00:00:00.000,1998-04-24 00:00:00.000,179,5290,19,3
1997-03-10 00:00:00.000,1997-03-06 00:00:00.000,495,2378,16,2
1998-11-22 00:00:00.000,1998-11-18 00:00:00.000,495,4742,4,3
1998-06-14 00:00:00.000,1998-06-07 00:00:00.000,1373,9385,24,3
1998-12-03 00:00:00.000,1998-11-27 00:00:00.000,1254,3244,8,2
1997-08-12 00:00:00.000,1997-08-05 00:00:00.000,850,5116,15,3
1998-08-05 00:00:00.000,1998-07-29 00:00:00.000,540,3328,17,3
1998-10-11 00:00:00.000,1998-10-05 00:00:00.000,1428,3077,21,5
1997-03-15 00:00:00.000,1997-03-13 00:00:00.000,466,4075,3,3
1998-11-02 00:00:00.000,1998-11-01 00:00:00.000,273,7281,17,3
1997-07-14 00:00:00.000,1997-07-09 00:00:00.000,5,9307,11,3
1997-03-20 00:00:00.000,1997-03-19 00:00:00.000,1403,6826,6,4
1998-08-12 00:00:00.000,1998-08-05 00:00:00.000,1529,7384,3,5
1998-06-16 00:00:00.000,1998-06-11 00:00:00.000,822,950,13,4
1998-04-26 00:00:00.000,1998-04-25 00:00:00.000,583,1402,10,3
