Symbol,PayDate,DividendPerShare,DivPerShare1,DivPerShare2,DivPerShare3,DivPerShare4,DivPerShare5
"BND",2011-09-01 00:00:00.000,0.213,0.213,,,,
"BND",2011-10-03 00:00:00.000,0.214,0.214,,,,
"BND",2011-11-01 00:00:00.000,0.21,0.21,,,,
"BND",2011-12-01 00:00:00.000,0.203,0.203,,,,
"BND",2011-12-23 00:00:00.000,0.596,0.596,,,,
"BND",2012-02-01 00:00:00.000,0.204,0.204,,,,
"BND",2012-03-01 00:00:00.000,0.195,0.195,,,,
"BND",2012-04-02 00:00:00.000,0.276,0.276,,,,
"BND",2012-05-01 00:00:00.000,0.19,0.19,,,,
"BND",2012-06-01 00:00:00.000,0.186,0.186,,,,
"BND",2012-07-02 00:00:00.000,0.187,0.187,,,,
"BND",2012-08-01 00:00:00.000,0.187,0.187,,,,
"BND",2012-09-04 00:00:00.000,0.184,0.184,,,,
"BND",2012-10-01 00:00:00.000,0.174,0.174,,,,
"BND",2012-12-03 00:00:00.000,0.167,0.167,,,,
"BND",2013-02-01 00:00:00.000,0.166,0.166,,,,
"BND",2013-03-01 00:00:00.000,0.156,0.156,,,,
"BND",2013-04-01 00:00:00.000,0.306,0.306,,,,
"BND",2013-05-01 00:00:00.000,0.162,0.162,,,,
"BND",2013-06-03 00:00:00.000,0.165,0.165,,,,
"BND",2013-07-01 00:00:00.000,0.167,0.167,,,,
"BND",2013-08-01 00:00:00.000,0.166,0.166,,,,
"BND",2013-09-03 00:00:00.000,0.171,0.171,,,,
"BND",2013-10-01 00:00:00.000,0.172,0.172,,,,
"BND",2013-11-01 00:00:00.000,0.181,0.181,,,,
"BND",2013-12-02 00:00:00.000,0.175,0.175,,,,
"BND",2013-12-24 00:00:00.000,0.241,0.241,,,,
"BND",2014-02-03 00:00:00.000,0.171,0.171,,,,
"BND",2014-03-03 00:00:00.000,0.172,0.172,,,,
"BND",2014-04-01 00:00:00.000,0.19,0.19,,,,
"BND",2014-05-01 00:00:00.000,0.178,0.178,,,,
"BND",2014-06-02 00:00:00.000,0.179,0.179,,,,
"BND",2014-07-01 00:00:00.000,0.172,0.172,,,,
"BND",2014-08-01 00:00:00.000,0.172,0.172,,,,
"BND",2014-09-02 00:00:00.000,0.179,0.179,,,,
"BND",2014-10-01 00:00:00.000,0.161,0.161,,,,
"BND",2014-11-03 00:00:00.000,0.173,0.173,,,,
"BND",2014-12-01 00:00:00.000,0.166,0.166,,,,
"BND",2014-12-23 00:00:00.000,0.381,0.381,,,,
"BND",2015-02-02 00:00:00.000,0.17,0.17,,,,
"BND",2015-03-02 00:00:00.000,0.162,0.162,,,,
"BND",2015-04-01 00:00:00.000,0.191,0.191,,,,
"BND",2015-05-01 00:00:00.000,0.159,0.159,,,,
"BND",2015-06-01 00:00:00.000,0.166,0.166,,,,
"BND",2015-07-01 00:00:00.000,0.163,0.163,,,,
"BND",2015-08-03 00:00:00.000,0.169,0.169,,,,
"BND",2015-09-01 00:00:00.000,0.168,0.168,,,,
"BND",2015-10-01 00:00:00.000,0.164,0.164,,,,
"BND",2015-11-02 00:00:00.000,0.169,0.169,,,,
"BND",2015-12-01 00:00:00.000,0.167,0.167,,,,
"BND",2015-12-23 00:00:00.000,0.23,0.23,,,,
"BND",2016-02-01 00:00:00.000,0.174,0.174,,,,
"BND",2016-03-01 00:00:00.000,0.165,0.165,,,,
"BND",2016-04-01 00:00:00.000,0.173,0.173,,,,
"BND",2016-05-02 00:00:00.000,0.164,0.164,,,,
"BND",2016-06-01 00:00:00.000,0.169,0.169,,,,
"BND",2016-07-01 00:00:00.000,0.164,0.164,,,,
"BND",2016-08-01 00:00:00.000,0.165,0.165,,,,
"BND",2016-09-01 00:00:00.000,0.166,0.166,,,,
"BND",2016-10-03 00:00:00.000,0.161,0.161,,,,
"BND",2016-11-01 00:00:00.000,0.163,0.163,,,,
"BND",2016-12-01 00:00:00.000,0.16,0.16,,,,
"BND",2016-12-22 00:00:00.000,0.205,0.205,,,,
"BND",2017-02-01 00:00:00.000,0.168,0.168,,,,
"BND",2017-03-01 00:00:00.000,0.158,0.158,,,,
"BND",2017-04-03 00:00:00.000,0.174,0.174,,,,
"BND",2017-05-01 00:00:00.000,0.168,0.168,,,,
"BND",2017-06-01 00:00:00.000,0.172,0.172,,,,
"BND",2017-07-03 00:00:00.000,0.339,0.339,,,,
"BND",2017-08-01 00:00:00.000,0.342,0.342,,,,
"BND",2017-09-01 00:00:00.000,0.174,0.174,,,,
"BND",2017-10-02 00:00:00.000,0.168,0.168,,,,
"BND",2017-11-01 00:00:00.000,0.173,0.173,,,,
"BND",2017-12-01 00:00:00.000,0.168,0.168,,,,
"BND",2017-12-26 00:00:00.000,0.211,0.211,,,,
"BND",2018-02-01 00:00:00.000,0.177,0.177,,,,
"BND",2018-03-01 00:00:00.000,0.165,0.165,,,,
"BND",2018-04-02 00:00:00.000,0.2,0.2,,,,
"BND",2018-05-01 00:00:00.000,0.178,0.178,,,,
"BND",2018-06-01 00:00:00.000,0.369,0.369,,,,
"BND",2018-07-02 00:00:00.000,0.181,0.181,,,,
"BND",2018-08-01 00:00:00.000,0.187,0.187,,,,
"BND",2018-09-04 00:00:00.000,0.188,0.188,,,,
"BND",2018-10-01 00:00:00.000,0.183,0.183,,,,
"BND",2018-11-01 00:00:00.000,0.194,0.194,,,,
"BND",2018-12-03 00:00:00.000,0.192,0.192,,,,
"BND",2018-12-24 00:00:00.000,0.198,0.198,,,,
"BND",2019-02-01 00:00:00.000,0.198,0.198,,,,
"BND",2019-03-01 00:00:00.000,0.184,0.184,,,,
"BND",2019-04-01 00:00:00.000,0.2,0.2,,,,
"BND",2019-05-01 00:00:00.000,0.195,0.195,,,,
"BND",2019-06-03 00:00:00.000,0.193,0.193,,,,
"BND",2019-07-01 00:00:00.000,0.194,0.194,,,,
"BND",2019-08-01 00:00:00.000,0.193,0.193,,,,
"BND",2019-09-03 00:00:00.000,0.188,0.188,,,,
"BND",2019-10-01 00:00:00.000,0.182,0.182,,,,
"BND",2019-11-01 00:00:00.000,0.185,0.185,,,,
"BND",2019-12-02 00:00:00.000,0.18,0.18,,,,
"BND",2019-12-23 00:00:00.000,0.187,0.187,,,,
"BND",2020-02-03 00:00:00.000,0.183,0.183,,,,
"BND",2020-03-02 00:00:00.000,0.173,0.173,,,,
"BND",2020-04-01 00:00:00.000,0.19,0.19,,,,
"BND",2020-05-01 00:00:00.000,0.174,0.174,,,,
"BND",2020-06-01 00:00:00.000,0.169,0.169,,,,
"BND",2020-07-01 00:00:00.000,0.162,0.162,,,,
"BND",2020-08-03 00:00:00.000,0.159,0.159,,,,
"BND",2020-09-01 00:00:00.000,0.153,0.153,,,,
"BND",2020-10-01 00:00:00.000,0.15,0.15,,,,
"BND",2020-11-02 00:00:00.000,0.151,0.151,,,,
"BND",2020-12-01 00:00:00.000,0.143,0.143,,,,
"BND",2020-12-23 00:00:00.000,0.291,0.291,,,,
"MUB",2007-11-01 00:00:00.000,0.587,0.587,,,,
"MUB",2007-12-03 00:00:00.000,0.298,0.298,,,,
"MUB",2007-12-27 00:00:00.000,0.285,0.285,,,,
"MUB",2008-02-01 00:00:00.000,0.309,0.309,,,,
"MUB",2008-03-03 00:00:00.000,0.287,0.287,,,,
"MUB",2008-04-01 00:00:00.000,0.294,0.294,,,,
"MUB",2008-05-01 00:00:00.000,0.28,0.28,,,,
"MUB",2008-06-02 00:00:00.000,0.267,0.267,,,,
"MUB",2008-07-01 00:00:00.000,0.259,0.259,,,,
"MUB",2008-08-01 00:00:00.000,0.281,0.281,,,,
"MUB",2008-09-02 00:00:00.000,0.23,0.23,,,,
"MUB",2008-10-01 00:00:00.000,0.295,0.295,,,,
"MUB",2008-11-03 00:00:00.000,0.31,0.31,,,,
"MUB",2008-12-01 00:00:00.000,0.308,0.308,,,,
"MUB",2008-12-29 00:00:00.000,0.399,0.399,,,,
"MUB",2009-02-02 00:00:00.000,0.312,0.312,,,,
"MUB",2009-03-02 00:00:00.000,0.316,0.316,,,,
"MUB",2009-04-01 00:00:00.000,0.33,0.33,,,,
"MUB",2009-05-01 00:00:00.000,0.313,0.313,,,,
"MUB",2009-06-01 00:00:00.000,0.309,0.309,,,,
"MUB",2009-07-01 00:00:00.000,0.287,0.287,,,,
"MUB",2009-08-03 00:00:00.000,0.312,0.312,,,,
"MUB",2009-09-01 00:00:00.000,0.312,0.312,,,,
"MUB",2009-10-01 00:00:00.000,0.31,0.31,,,,
"MUB",2009-11-02 00:00:00.000,0.311,0.311,,,,
"MUB",2009-12-01 00:00:00.000,0.301,0.301,,,,
"MUB",2009-12-29 00:00:00.000,0.296,0.296,,,,
"MUB",2010-02-01 00:00:00.000,0.318,0.318,,,,
"MUB",2010-03-01 00:00:00.000,0.323,0.323,,,,
"MUB",2010-04-01 00:00:00.000,0.328,0.328,,,,
"MUB",2010-05-03 00:00:00.000,0.322,0.322,,,,
"MUB",2010-06-01 00:00:00.000,0.307,0.307,,,,
"MUB",2010-07-01 00:00:00.000,0.315,0.315,,,,
"MUB",2010-08-02 00:00:00.000,0.315,0.315,,,,
"MUB",2010-09-01 00:00:00.000,0.321,0.321,,,,
"MUB",2010-10-01 00:00:00.000,0.312,0.312,,,,
"MUB",2010-11-01 00:00:00.000,0.301,0.301,,,,
"MUB",2010-12-01 00:00:00.000,0.305,0.305,,,,
"MUB",2010-12-28 00:00:00.000,0.306,0.306,,,,
"MUB",2011-02-01 00:00:00.000,0.307,0.307,,,,
"MUB",2011-03-01 00:00:00.000,0.306,0.306,,,,
"MUB",2011-04-01 00:00:00.000,0.305,0.305,,,,
"MUB",2011-05-02 00:00:00.000,0.31,0.31,,,,
"MUB",2011-06-01 00:00:00.000,0.306,0.306,,,,
"MUB",2011-07-01 00:00:00.000,0.305,0.305,,,,
"MUB",2011-08-01 00:00:00.000,0.287,0.287,,,,
"MUB",2011-09-01 00:00:00.000,0.297,0.297,,,,
"MUB",2011-10-03 00:00:00.000,0.298,0.298,,,,
"MUB",2011-11-01 00:00:00.000,0.293,0.293,,,,
"MUB",2011-12-01 00:00:00.000,0.298,0.298,,,,
"MUB",2011-12-27 00:00:00.000,0.269,0.269,,,,
"MUB",2012-02-01 00:00:00.000,0.281,0.281,,,,
"MUB",2012-03-01 00:00:00.000,0.286,0.286,,,,
"MUB",2012-04-02 00:00:00.000,0.27,0.27,,,,
"MUB",2012-05-01 00:00:00.000,0.267,0.267,,,,
"MUB",2012-06-01 00:00:00.000,0.268,0.268,,,,
"MUB",2012-07-02 00:00:00.000,0.272,0.272,,,,
"MUB",2012-08-01 00:00:00.000,0.271,0.271,,,,
"MUB",2012-09-04 00:00:00.000,0.269,0.269,,,,
"MUB",2012-10-01 00:00:00.000,0.27,0.27,,,,
"MUB",2012-12-03 00:00:00.000,0.243,0.243,,,,
"MUB",2012-12-26 00:00:00.000,0.247,0.247,,,,
"MUB",2013-02-01 00:00:00.000,0.243,0.243,,,,
"MUB",2013-03-01 00:00:00.000,0.263,0.263,,,,
"MUB",2013-04-01 00:00:00.000,0.249,0.249,,,,
"MUB",2013-05-01 00:00:00.000,0.253,0.253,,,,
"MUB",2013-06-03 00:00:00.000,0.25,0.25,,,,
"MUB",2013-07-01 00:00:00.000,0.259,0.259,,,,
"MUB",2013-08-01 00:00:00.000,0.261,0.261,,,,
"MUB",2013-09-03 00:00:00.000,0.265,0.265,,,,
"MUB",2013-10-01 00:00:00.000,0.265,0.265,,,,
"MUB",2013-11-01 00:00:00.000,0.277,0.277,,,,
"MUB",2013-12-02 00:00:00.000,0.271,0.271,,,,
"MUB",2013-12-26 00:00:00.000,0.275,0.275,,,,
"MUB",2014-02-03 00:00:00.000,0.27,0.27,,,,
"MUB",2014-03-03 00:00:00.000,0.271,0.271,,,,
"MUB",2014-04-01 00:00:00.000,0.257,0.257,,,,
"MUB",2014-05-01 00:00:00.000,0.26,0.26,,,,
"MUB",2014-06-02 00:00:00.000,0.252,0.252,,,,
"MUB",2014-07-01 00:00:00.000,0.249,0.249,,,,
"MUB",2014-08-01 00:00:00.000,0.253,0.253,,,,
"MUB",2014-09-02 00:00:00.000,0.252,0.252,,,,
"MUB",2014-10-01 00:00:00.000,0.25,0.25,,,,
"MUB",2014-11-03 00:00:00.000,0.239,0.239,,,,
"MUB",2014-12-01 00:00:00.000,0.243,0.243,,,,
"MUB",2014-12-24 00:00:00.000,0.213,0.213,,,,
"MUB",2015-02-02 00:00:00.000,0.243,0.243,,,,
"MUB",2015-03-02 00:00:00.000,0.24,0.24,,,,
"MUB",2015-04-01 00:00:00.000,0.237,0.237,,,,
"MUB",2015-05-01 00:00:00.000,0.235,0.235,,,,
"MUB",2015-06-01 00:00:00.000,0.229,0.229,,,,
"MUB",2015-07-01 00:00:00.000,0.233,0.233,,,,
"MUB",2015-08-03 00:00:00.000,0.23,0.23,,,,
"MUB",2015-09-01 00:00:00.000,0.228,0.228,,,,
"MUB",2015-10-01 00:00:00.000,0.233,0.233,,,,
"MUB",2015-11-02 00:00:00.000,0.225,0.225,,,,
"MUB",2015-12-01 00:00:00.000,0.226,0.226,,,,
"MUB",2015-12-24 00:00:00.000,0.216,0.216,,,,
"MUB",2016-02-01 00:00:00.000,0.224,0.224,,,,
"MUB",2016-03-01 00:00:00.000,0.201,0.201,,,,
"MUB",2016-04-01 00:00:00.000,0.182,0.182,,,,
"MUB",2016-05-02 00:00:00.000,0.2,0.2,,,,
"MUB",2016-06-01 00:00:00.000,0.205,0.205,,,,
"MUB",2016-07-01 00:00:00.000,0.212,0.212,,,,
"MUB",2016-08-01 00:00:00.000,0.202,0.202,,,,
"MUB",2016-09-01 00:00:00.000,0.212,0.212,,,,
"MUB",2016-10-03 00:00:00.000,0.205,0.205,,,,
"MUB",2016-11-01 00:00:00.000,0.198,0.198,,,,
"MUB",2016-12-01 00:00:00.000,0.209,0.209,,,,
"MUB",2016-12-22 00:00:00.000,0.143,0.143,,,,
"MUB",2017-02-01 00:00:00.000,0.206,0.206,,,,
"MUB",2017-03-01 00:00:00.000,0.223,0.223,,,,
"MUB",2017-04-03 00:00:00.000,0.208,0.208,,,,
"MUB",2017-05-01 00:00:00.000,0.213,0.213,,,,
"MUB",2017-06-01 00:00:00.000,0.206,0.206,,,,
"MUB",2017-07-03 00:00:00.000,0.212,0.212,,,,
"MUB",2017-08-01 00:00:00.000,0.205,0.205,,,,
"MUB",2017-09-01 00:00:00.000,0.204,0.204,,,,
"MUB",2017-10-02 00:00:00.000,0.209,0.209,,,,
"MUB",2017-11-01 00:00:00.000,0.203,0.203,,,,
"MUB",2017-12-01 00:00:00.000,0.215,0.215,,,,
"MUB",2017-12-21 00:00:00.000,0.197,0.197,,,,
"MUB",2018-02-01 00:00:00.000,0.202,0.202,,,,
"MUB",2018-03-01 00:00:00.000,0.215,0.215,,,,
"MUB",2018-04-02 00:00:00.000,0.208,0.208,,,,
"MUB",2018-05-01 00:00:00.000,0.208,0.208,,,,
"MUB",2018-06-01 00:00:00.000,0.22,0.22,,,,
"MUB",2018-07-02 00:00:00.000,0.233,0.233,,,,
"MUB",2018-08-01 00:00:00.000,0.229,0.229,,,,
"MUB",2018-09-04 00:00:00.000,0.229,0.229,,,,
"MUB",2018-10-01 00:00:00.000,0.237,0.237,,,,
"MUB",2018-11-01 00:00:00.000,0.247,0.247,,,,
"MUB",2018-12-03 00:00:00.000,0.231,0.231,,,,
"MUB",2018-12-18 00:00:00.000,0.22,0.22,,,,
"MUB",2019-02-01 00:00:00.000,0.234,0.234,,,,
"MUB",2019-03-01 00:00:00.000,0.247,0.247,,,,
"MUB",2019-04-01 00:00:00.000,0.235,0.235,,,,
"MUB",2019-05-01 00:00:00.000,0.235,0.235,,,,
"MUB",2019-06-03 00:00:00.000,0.24,0.24,,,,
"MUB",2019-07-01 00:00:00.000,0.229,0.229,,,,
"MUB",2019-08-01 00:00:00.000,0.226,0.226,,,,
"MUB",2019-09-03 00:00:00.000,0.222,0.222,,,,
"MUB",2019-10-01 00:00:00.000,0.226,0.226,,,,
"MUB",2019-11-01 00:00:00.000,0.223,0.223,,,,
"MUB",2019-12-02 00:00:00.000,0.222,0.222,,,,
"MUB",2019-12-19 00:00:00.000,0.217,0.217,,,,
"MUB",2020-02-03 00:00:00.000,0.215,0.215,,,,
"MUB",2020-03-02 00:00:00.000,0.228,0.228,,,,
"MUB",2020-04-01 00:00:00.000,0.227,0.227,,,,
"MUB",2020-05-01 00:00:00.000,0.22,0.22,,,,
"MUB",2020-06-01 00:00:00.000,0.208,0.208,,,,
"MUB",2020-07-01 00:00:00.000,0.206,0.206,,,,
"MUB",2020-08-03 00:00:00.000,0.194,0.194,,,,
"MUB",2020-09-01 00:00:00.000,0.194,0.194,,,,
"MUB",2020-10-01 00:00:00.000,0.208,0.208,,,,
"MUB",2020-11-02 00:00:00.000,0.197,0.197,,,,
"MUB",2020-12-01 00:00:00.000,0.194,0.194,,,,
"MUB",2020-12-17 00:00:00.000,0.183,0.183,,,,
"EMB",2007-12-27 00:00:00.000,0.161,0.161,,,,
"EMB",2008-02-01 00:00:00.000,0.476,0.476,,,,
"EMB",2008-03-03 00:00:00.000,0.424,0.424,,,,
"EMB",2008-04-01 00:00:00.000,0.459,0.459,,,,
"EMB",2008-05-01 00:00:00.000,0.446,0.446,,,,
"EMB",2008-06-02 00:00:00.000,0.459,0.459,,,,
"EMB",2008-07-01 00:00:00.000,0.377,0.377,,,,
"EMB",2008-08-01 00:00:00.000,0.428,0.428,,,,
"EMB",2008-09-02 00:00:00.000,0.45,0.45,,,,
"EMB",2008-10-01 00:00:00.000,0.435,0.435,,,,
"EMB",2008-11-03 00:00:00.000,0.45,0.45,,,,
"EMB",2008-12-01 00:00:00.000,0.508,0.508,,,,
"EMB",2008-12-29 00:00:00.000,0.364,0.364,,,,
"EMB",2009-02-02 00:00:00.000,0.486,0.486,,,,
"EMB",2009-03-02 00:00:00.000,0.489,0.489,,,,
"EMB",2009-04-01 00:00:00.000,0.522,0.522,,,,
"EMB",2009-05-01 00:00:00.000,0.58,0.58,,,,
"EMB",2009-06-01 00:00:00.000,0.494,0.494,,,,
"EMB",2009-07-01 00:00:00.000,0.473,0.473,,,,
"EMB",2009-08-03 00:00:00.000,0.45,0.45,,,,
"EMB",2009-09-01 00:00:00.000,0.494,0.494,,,,
"EMB",2009-10-01 00:00:00.000,0.454,0.454,,,,
"EMB",2009-11-02 00:00:00.000,0.448,0.448,,,,
"EMB",2009-12-01 00:00:00.000,0.422,0.422,,,,
"EMB",2009-12-29 00:00:00.000,0.418,0.418,,,,
"EMB",2010-02-01 00:00:00.000,0.479,0.479,,,,
"EMB",2010-03-01 00:00:00.000,0.491,0.491,,,,
"EMB",2010-04-01 00:00:00.000,0.479,0.479,,,,
"EMB",2010-05-03 00:00:00.000,0.471,0.471,,,,
"EMB",2010-06-01 00:00:00.000,0.45,0.45,,,,
"EMB",2010-07-01 00:00:00.000,0.463,0.463,,,,
"EMB",2010-08-02 00:00:00.000,0.435,0.435,,,,
"EMB",2010-09-01 00:00:00.000,0.444,0.444,,,,
"EMB",2010-10-01 00:00:00.000,0.445,0.445,,,,
"EMB",2010-11-01 00:00:00.000,0.438,0.438,,,,
"EMB",2010-12-01 00:00:00.000,0.459,0.459,,,,
"EMB",2010-12-28 00:00:00.000,0.46,0.46,,,,
"EMB",2011-02-01 00:00:00.000,0.455,0.455,,,,
"EMB",2011-03-01 00:00:00.000,0.45,0.45,,,,
"EMB",2011-04-01 00:00:00.000,0.452,0.452,,,,
"EMB",2011-05-02 00:00:00.000,0.447,0.447,,,,
"EMB",2011-06-01 00:00:00.000,0.456,0.456,,,,
"EMB",2011-07-01 00:00:00.000,0.448,0.448,,,,
"EMB",2011-08-01 00:00:00.000,0.42,0.42,,,,
"EMB",2011-09-01 00:00:00.000,0.436,0.436,,,,
"EMB",2011-10-03 00:00:00.000,0.441,0.441,,,,
"EMB",2011-11-01 00:00:00.000,0.445,0.445,,,,
"EMB",2011-12-01 00:00:00.000,0.441,0.441,,,,
"EMB",2011-12-27 00:00:00.000,0.414,0.414,,,,
"EMB",2012-02-01 00:00:00.000,0.432,0.432,,,,
"EMB",2012-03-01 00:00:00.000,0.453,0.453,,,,
"EMB",2012-04-02 00:00:00.000,0.446,0.446,,,,
"EMB",2012-05-01 00:00:00.000,0.436,0.436,,,,
"EMB",2012-06-01 00:00:00.000,0.441,0.441,,,,
"EMB",2012-07-02 00:00:00.000,0.447,0.447,,,,
"EMB",2012-08-01 00:00:00.000,0.447,0.447,,,,
"EMB",2012-09-04 00:00:00.000,0.427,0.427,,,,
"EMB",2012-10-01 00:00:00.000,0.4,0.4,,,,
"EMB",2012-12-03 00:00:00.000,0.392,0.392,,,,
"EMB",2012-12-26 00:00:00.000,0.391,0.391,,,,
"EMB",2013-02-01 00:00:00.000,0.434,0.434,,,,
"EMB",2013-03-01 00:00:00.000,0.428,0.428,,,,
"EMB",2013-04-01 00:00:00.000,0.411,0.411,,,,
"EMB",2013-05-01 00:00:00.000,0.411,0.411,,,,
"EMB",2013-06-03 00:00:00.000,0.41,0.41,,,,
"EMB",2013-07-01 00:00:00.000,0.44,0.44,,,,
"EMB",2013-08-01 00:00:00.000,0.455,0.455,,,,
"EMB",2013-09-03 00:00:00.000,0.461,0.461,,,,
"EMB",2013-10-01 00:00:00.000,0.433,0.433,,,,
"EMB",2013-11-01 00:00:00.000,0.437,0.437,,,,
"EMB",2013-12-02 00:00:00.000,0.405,0.405,,,,
"EMB",2013-12-26 00:00:00.000,0.417,0.417,,,,
"EMB",2014-02-03 00:00:00.000,0.421,0.421,,,,
"EMB",2014-03-03 00:00:00.000,0.431,0.431,,,,
"EMB",2014-04-01 00:00:00.000,0.425,0.425,,,,
"EMB",2014-05-01 00:00:00.000,0.415,0.415,,,,
"EMB",2014-06-02 00:00:00.000,0.41,0.41,,,,
"EMB",2014-07-01 00:00:00.000,0.401,0.401,,,,
"EMB",2014-08-01 00:00:00.000,0.4,0.4,,,,
"EMB",2014-09-02 00:00:00.000,0.29,0.29,,,,
"EMB",2014-10-01 00:00:00.000,0.39,0.39,,,,
"EMB",2014-11-03 00:00:00.000,0.405,0.405,,,,
"EMB",2014-12-01 00:00:00.000,0.417,0.417,,,,
"EMB",2014-12-24 00:00:00.000,0.596,0.596,,,,
"EMB",2015-02-02 00:00:00.000,0.379,0.379,,,,
"EMB",2015-03-02 00:00:00.000,0.356,0.356,,,,
"EMB",2015-04-01 00:00:00.000,0.378,0.378,,,,
"EMB",2015-05-01 00:00:00.000,0.402,0.402,,,,
"EMB",2015-06-01 00:00:00.000,0.419,0.419,,,,
"EMB",2015-07-01 00:00:00.000,0.422,0.422,,,,
"EMB",2015-08-03 00:00:00.000,0.419,0.419,,,,
"EMB",2015-09-01 00:00:00.000,0.461,0.461,,,,
"EMB",2015-10-01 00:00:00.000,0.47,0.47,,,,
"EMB",2015-11-02 00:00:00.000,0.44,0.44,,,,
"EMB",2015-12-01 00:00:00.000,0.425,0.425,,,,
"EMB",2015-12-24 00:00:00.000,0.548,0.548,,,,
"EMB",2016-02-01 00:00:00.000,0.419,0.419,,,,
"EMB",2016-03-01 00:00:00.000,0.439,0.439,,,,
"EMB",2016-04-01 00:00:00.000,0.429,0.429,,,,
"EMB",2016-05-02 00:00:00.000,0.41,0.41,,,,
"EMB",2016-06-01 00:00:00.000,0.444,0.444,,,,
"EMB",2016-07-01 00:00:00.000,0.529,0.529,,,,
"EMB",2016-08-01 00:00:00.000,0.501,0.501,,,,
"EMB",2016-09-01 00:00:00.000,0.492,0.492,,,,
"EMB",2016-10-03 00:00:00.000,0.502,0.502,,,,
"EMB",2016-11-01 00:00:00.000,0.453,0.453,,,,
"EMB",2016-12-01 00:00:00.000,0.445,0.445,,,,
"EMB",2016-12-22 00:00:00.000,0.263,0.263,,,,
"EMB",2017-02-01 00:00:00.000,0.442,0.442,,,,
"EMB",2017-03-01 00:00:00.000,0.441,0.441,,,,
"EMB",2017-04-03 00:00:00.000,0.437,0.437,,,,
"EMB",2017-05-01 00:00:00.000,0.444,0.444,,,,
"EMB",2017-06-01 00:00:00.000,0.444,0.444,,,,
"EMB",2017-07-03 00:00:00.000,0.443,0.443,,,,
"EMB",2017-08-01 00:00:00.000,0.454,0.454,,,,
"EMB",2017-09-01 00:00:00.000,0.451,0.451,,,,
"EMB",2017-10-02 00:00:00.000,0.452,0.452,,,,
