ProductID,Date,variable,value
2241,2002-02-11 00:00:00.000,Revenue,89.1975
2354,2004-02-11 00:00:00.000,Revenue,362.1975
1053,2007-08-31 00:00:00.000,Revenue,280.8225
1943,2005-09-20 00:00:00.000,Revenue,120.6975
725,2002-08-31 00:00:00.000,Revenue,110.1975
1009,2013-05-30 00:00:00.000,Revenue,139.0725
1182,2007-10-24 00:00:00.000,Revenue,157.4475
512,2002-11-21 00:00:00.000,Revenue,230.7375
647,2005-03-28 00:00:00.000,Revenue,913.2375
780,2007-02-12 00:00:00.000,Revenue,335.9475
657,2006-07-31 00:00:00.000,Revenue,934.7625
990,1999-09-15 00:00:00.000,Revenue,503.9475
491,2001-07-02 00:00:00.000,Year,2001.0
1230,2002-11-06 00:00:00.000,Year,2002.0
185,2007-06-16 00:00:00.000,Year,2007.0
461,2013-04-24 00:00:00.000,Year,2013.0
502,2003-08-04 00:00:00.000,Year,2003.0
1085,2005-04-18 00:00:00.000,Year,2005.0
1155,2007-06-21 00:00:00.000,Year,2007.0
2400,2003-04-18 00:00:00.000,Year,2003.0
927,2005-05-06 00:00:00.000,Year,2005.0
2280,2005-01-03 00:00:00.000,Year,2005.0
761,2003-01-22 00:00:00.000,Year,2003.0
674,2009-08-06 00:00:00.000,Year,2009.0
2350,2010-08-10 00:00:00.000,Year,2010.0
407,2010-08-06 00:00:00.000,Year,2010.0
992,2008-06-16 00:00:00.000,Year,2008.0
762,2006-03-17 00:00:00.000,Year,2006.0
421,2012-12-15 00:00:00.000,Year,2012.0
786,2003-07-25 00:00:00.000,Year,2003.0
981,2008-04-18 00:00:00.000,Year,2008.0
475,2000-10-26 00:00:00.000,Year,2000.0
1017,2006-03-14 00:00:00.000,Year,2006.0
2295,2006-05-25 00:00:00.000,Year,2006.0
2343,2007-07-31 00:00:00.000,Year,2007.0
2275,2006-09-22 00:00:00.000,Year,2006.0
2388,2007-04-30 00:00:00.000,Year,2007.0
1182,2009-06-01 00:00:00.000,Year,2009.0
1304,2012-12-21 00:00:00.000,Year,2012.0
754,1999-08-15 00:00:00.000,Year,1999.0
2253,2002-10-30 00:00:00.000,Year,2002.0
726,2001-10-19 00:00:00.000,Year,2001.0
689,2006-02-07 00:00:00.000,Year,2006.0
716,2003-12-12 00:00:00.000,Year,2003.0
1826,2008-06-18 00:00:00.000,Year,2008.0
794,2010-10-26 00:00:00.000,Year,2010.0
2277,2008-06-19 00:00:00.000,Year,2008.0
2280,2003-09-29 00:00:00.000,Year,2003.0
2045,2008-08-19 00:00:00.000,Year,2008.0
239,2008-05-29 00:00:00.000,Year,2008.0
767,2003-07-24 00:00:00.000,Year,2003.0
609,2002-04-08 00:00:00.000,Year,2002.0
730,2006-05-12 00:00:00.000,Year,2006.0
777,2005-09-24 00:00:00.000,Year,2005.0
726,2002-03-28 00:00:00.000,Year,2002.0
763,2004-11-30 00:00:00.000,Year,2004.0
683,2004-08-07 00:00:00.000,Year,2004.0
9,2011-03-30 00:00:00.000,Year,2011.0
675,2006-06-21 00:00:00.000,Year,2006.0
1182,2005-07-06 00:00:00.000,Year,2005.0
1230,2000-09-29 00:00:00.000,Year,2000.0
762,2010-08-10 00:00:00.000,Year,2010.0
2331,2000-06-16 00:00:00.000,Year,2000.0
1086,2009-02-02 00:00:00.000,Year,2009.0
491,2009-06-29 00:00:00.000,Year,2009.0
2388,2008-03-21 00:00:00.000,Year,2008.0
2388,2004-03-23 00:00:00.000,Year,2004.0
467,2000-10-18 00:00:00.000,Year,2000.0
438,2011-05-14 00:00:00.000,Year,2011.0
927,2006-05-15 00:00:00.000,Year,2006.0
2084,2006-05-23 00:00:00.000,Year,2006.0
907,2006-04-06 00:00:00.000,Year,2006.0
457,2010-07-27 00:00:00.000,Year,2010.0
615,2009-01-24 00:00:00.000,Year,2009.0
2388,2000-08-22 00:00:00.000,Year,2000.0
1186,2001-05-21 00:00:00.000,Year,2001.0
506,2014-06-15 00:00:00.000,Year,2014.0
792,2005-05-12 00:00:00.000,Year,2005.0
1066,2001-03-14 00:00:00.000,Year,2001.0
443,2004-01-31 00:00:00.000,Year,2004.0
674,2007-06-01 00:00:00.000,Year,2007.0
1518,2009-02-12 00:00:00.000,Year,2009.0
2237,2007-04-09 00:00:00.000,Year,2007.0
760,2002-10-31 00:00:00.000,Year,2002.0
966,2005-12-31 00:00:00.000,Year,2005.0
2045,2007-03-07 00:00:00.000,Year,2007.0
599,2006-07-29 00:00:00.000,Year,2006.0
674,2008-07-12 00:00:00.000,Year,2008.0
964,2000-10-16 00:00:00.000,Year,2000.0
689,2003-10-04 00:00:00.000,Year,2003.0
1490,2003-01-17 00:00:00.000,Year,2003.0
760,2006-02-24 00:00:00.000,Year,2006.0
2074,2000-10-31 00:00:00.000,Year,2000.0
2054,2004-02-19 00:00:00.000,Year,2004.0
2084,2008-06-24 00:00:00.000,Year,2008.0
1228,2009-08-03 00:00:00.000,Year,2009.0
1893,2009-11-12 00:00:00.000,Year,2009.0
1522,2009-04-23 00:00:00.000,Year,2009.0
762,2008-12-24 00:00:00.000,Year,2008.0
1809,2005-12-31 00:00:00.000,Year,2005.0
2241,2002-02-11 00:00:00.000,Year,2002.0
2354,2004-02-11 00:00:00.000,Year,2004.0
1053,2007-08-31 00:00:00.000,Year,2007.0
1943,2005-09-20 00:00:00.000,Year,2005.0
725,2002-08-31 00:00:00.000,Year,2002.0
1009,2013-05-30 00:00:00.000,Year,2013.0
1182,2007-10-24 00:00:00.000,Year,2007.0
512,2002-11-21 00:00:00.000,Year,2002.0
647,2005-03-28 00:00:00.000,Year,2005.0
780,2007-02-12 00:00:00.000,Year,2007.0
657,2006-07-31 00:00:00.000,Year,2006.0
990,1999-09-15 00:00:00.000,Year,1999.0
