DATEKEY,YEAR,QUARTER,UNIQUE_CARRIER,CASH,SHORT_TERM_INV,NOTES_RECEIVABLE,ACCTS_RECEIVABLE,ACCTS_NOT_COLLECT,NOTES_ACC_REC_NET,PARTS_SUPPLIES_NET,PREPAID_ITEMS,CURR_ASSETS_OTH,CURR_ASSETS,INVEST_ASSOC_COMP,INVEST_REC_OTH,SPECIAL_FUNDS,INVEST_SPEC_FUNDS,FLIGHT_EQUIP,PROP_EQUIP_GROUND,DEPR_PR_EQ_GROUND,PROP_EQUIP_NET,LAND,EQUIP_DEP_ADV_PAY,CONSTRUCTION,LEASED_PROP_CAP,LEASED_PROP_ACC,PROP_EQUIP,PROP_EQUIP_NON_OP,DEPR_PR_EQ_NON_OP,PROP_EQUIP_NO_TOT,PRE_PAY_LONG_TERM,NON_AMORT_DEV,ASSETS_OTH_DEF,ASSETS_OTHER,ASSETS,LONG_DEBT_CUR_MAT,NOTES_PAY_BANKS,NOTES_PAY_OTHER,ACCTS_PAY_TRADE,ACCTS_PAY_OTHER,CURR_OB_CAP_LEASE,ACCR_SALARIES,ACCR_VACATION,ACCR_INTEREST,ACCR_TAXES,DIVIDENDS,LIAB_AIR_TRAFFIC,CURR_LIAB_OTH,CURR_LIABILITIES,LONG_TERM_DEBT,ADV_ASSOC_COMP,PENSION_LIAB,NON_REC_OB_CAP_LS,NON_REC_LIAB_OTH,NON_REC_LIAB,DEF_TAXES,DEF_TAX_CREDITS,DEF_CREDITS_OTH,DEF_CREDITS,PF_SHARES,PF_SHARES_NUM,COM_SHARES,UNISSUED_STOCK,CAPITAL_STOCK,ADD_CAPITAL_INV,PAID_IN_CAPITAL,RET_EARNINGS,SH_HLD_EQUITY,TREAS_STOCK_NUM,SH_HLD_EQUIT_NET,LIAB_SH_HLD_EQUITY
2019-03-31 00:00:00.000,2019,1,"KH",0,0,0,7772.11,1752.33,6019.78,725.55,829.28,720.81,8295.41,0,0,0,0,15145.72,30430.96,20551.53,25025.16,0,0,0,0,0,25025.16,400,315.79,84.21,0,0,0,0,33404.77,734.81,0,0,8225.78,0,0,1091.3,1020.48,0,181.47,0,0,82.1,11335.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16921.18,16921.18,5147.66,22068.84,0,22068.84,33404.77
2019-03-31 00:00:00.000,2019,1,"NC",0,0,0,58162.14,268,57894.14,837.26,603.55,262.83,59597.78,0,0,0,0,25887.98,17190.8,27842.24,15236.54,0,0,606.95,0,0,15843.5,257.53,257.53,0,0,0,814.34,814.34,76255.61,523.48,0,0,8088.45,0,0,1503.75,1617.99,0,573.73,0,0,702.21,13009.62,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,7142.19,7342.19,55903.81,63245.99,0,63245.99,76255.61
2019-06-30 00:00:00.000,2019,2,"27Q",0,-11.78,0,82206.15,2804.12,79402.03,0,50.41,425.9,79866.57,39912.84,0,0,39912.84,0,2293.95,1558.3,735.65,0,0,0,0,0,735.65,0,0,0,0,0,846.97,846.97,121362,0,0,0,15227.13,0,0,796.18,0,0,646.39,0,0,42256.03,58925.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62436.31,62436.31,0,62436.31,121362
2019-06-30 00:00:00.000,2019,2,"CP",0,16599.73,0,14473.34,26.75,14446.59,12367.04,1064.49,1428.51,45906.36,0,0,0,0,3991.72,13255.31,11616.82,5630.21,0,0,0,0,0,5630.21,0,0,0,0,0,3198.48,3198.48,54735.04,0,0,0,13538.96,394.52,0,4790.26,3002.29,0,0,0,0,8322.37,30048.4,0,0,0,0,0,0,0,0,212.5,212.5,0,0,0.01,0,0.01,14093.53,14093.54,10380.6,24474.14,0,24474.14,54735.04
2019-09-30 00:00:00.000,2019,3,"27Q",0,-22.98,0,61657.6,1838.38,59819.22,0,3.61,217.22,60017.07,40268.72,0,0,40268.72,0,2477.06,1569.48,907.58,0,0,0,0,0,907.58,0,0,0,0,0,846.97,846.97,102040.3,0,0,0,12097.62,0,0,3436.71,0,0,547.45,0,0,17115.25,33197.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68843.3,68843.3,0,68843.3,102040.3
2019-09-30 00:00:00.000,2019,3,"CP",0,18533.46,0,13576.73,28.15,13548.57,12462.76,1019.52,596.66,46160.97,0,0,0,0,3991.72,13359.64,11971,5380.35,0,0,0,0,0,5380.35,0,0,0,0,0,1347.05,1347.05,52888.37,0,0,0,14760.27,370.05,0,4332.75,2607.52,0,0,0,0,4898.93,26969.51,0,0,0,0,0,0,0,0,206.25,206.25,0,0,0.01,0,0.01,14093.53,14093.54,11619.07,25712.6,0,25712.6,52888.37
2019-09-30 00:00:00.000,2019,3,"KH",0,0,0,6640.04,178.05,6461.99,522.4,1558.9,929.24,9472.54,0,0,0,0,16527.16,30494.59,20636.03,26385.72,0,0,0,0,0,26385.72,0,0,0,0,0,0,0,35858.26,559.11,0,0,-9944.57,0,0,1353.51,920.48,0,200.92,0,0,905.12,-6005.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32160.83,32160.83,9702.85,41863.68,0,41863.68,35858.26
2019-09-30 00:00:00.000,2019,3,"NC",0,0,0,18962.91,610,18352.91,1260.61,1868.77,799.76,22282.05,0,0,0,0,36724.93,17339,25323.08,28740.85,0,0,606.95,0,0,29347.8,257.53,257.53,0,0,0,741.79,741.79,52371.64,538.38,0,0,47181.25,0,0,1632.6,1494.67,0,-17.3,0,0,666.88,51496.48,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,-45205.63,-45005.63,45880.8,875.17,0,875.17,52371.64
2019-12-31 00:00:00.000,2019,4,"27Q",0,-42.42,0,59486.71,1670.78,57815.92,0,17.25,627.64,58418.4,37527.03,0,0,37527.03,0,1901.64,1594.71,306.94,0,0,0,0,0,306.94,0,0,0,0,0,846.97,846.97,97099.34,0,0,0,16999.98,0,0,1236.56,0,0,454.66,0,0,7465.09,26156.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70943.05,70943.05,0,70943.05,97099.34
2019-12-31 00:00:00.000,2019,4,"CP",0,15223.29,0,15379.27,28.15,15351.12,12320.27,784.44,600.32,44279.44,0,0,0,0,3991.72,13401.93,12324.68,5068.97,0,0,0,0,0,5068.97,0,0,0,0,0,956.47,956.47,50304.88,0,0,0,16851.19,402.33,0,4294.2,2682.52,0,0,0,0,5273.3,29503.54,0,0,0,0,0,0,0,0,200,200,0,0,0.01,0,0.01,14093.53,14093.54,6507.81,20601.35,0,20601.35,50304.88
2019-12-31 00:00:00.000,2019,4,"NC",0,0,0,22192.11,102,22090.11,1496.47,1402.11,2969.43,27958.11,0,0,0,0,31546.69,18582.43,18021.41,32107.71,0,0,0,0,0,32107.71,0,0,0,0,0,703.19,703.19,60769.02,4.1,0,0,57799.94,0,0,1885.98,1673.3,0,-177.17,0,0,6345.63,67531.77,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,-45205.63,-45005.63,38242.88,-6762.76,0,-6762.76,60769.02
2019-03-31 00:00:00.000,2019,1,"YV",0.79,0,0,15652.14,3651.8,12000.34,0,45766.43,3645.66,61413.21,263803,0,0,263803,1621146,2392.34,285304.3,1338234,0,6295.48,0,0,0,1344529,2225.66,1913,312.66,0,0,18202.18,18202.18,1688260,145654.3,0,0,33586.64,0,1459.38,10149.17,0,0,-127169.6,0,0,17665.53,81345.45,689171.9,0,0,7684.39,585825.6,1282682,129606.1,0,0,129606.1,0,0,-99388.1,0,-99388.1,0,-99388.1,294015.1,194627,0,194627,1688260
2019-06-30 00:00:00.000,2019,2,"8C",0.98,0,0,39525.44,118.87,39406.57,0,1645.03,294.82,41347.41,0,0,0,0,70833.07,6282.38,43336.03,33779.42,0,0,0,0,0,33779.42,0,0,0,0,0,37413.82,37413.82,112540.6,0,0,0,16489.66,0,0,3411.58,3207.73,0,1198.61,0,0,11822.48,36130.05,0,89649.31,0,0,361.29,90010.6,7033.06,0,0,7033.06,0,0,0,0,0,39449.52,39449.52,-60082.59,-20633.06,0,-20633.06,112540.6
2019-06-30 00:00:00.000,2019,2,"YV",1.09,0,0,11249.98,3398.15,7851.82,0,44888.24,3647.49,56388.64,263803,0,0,263803,1672323,2535.06,291351.6,1383507,0,1358.47,0,0,0,1384865,2190.29,1951.42,238.87,0,0,17420.1,17420.1,1722716,161979.1,0,0,32341.57,0,1644.08,11918.54,0,0,-127169.6,0,0,22172.82,102886.5,710350.3,0,0,7196.05,572679.9,1290226,129606.1,0,0,129606.1,0,0,-99388.1,0,-99388.1,0,-99388.1,299384.8,199996.6,0,199996.6,1722716
2019-09-30 00:00:00.000,2019,3,"YV",1.29,0,0,18166.93,3198.21,14968.72,0,39382.21,3646.42,57998.64,263803,0,0,263803,1674512,2535.06,309629.2,1367418,0,1548.47,0,0,0,1368966,2201.95,2032.38,169.57,0,0,16790.99,16790.99,1707729,164066.7,0,0,41297.83,0,1833.03,10436.49,0,0,-138541.6,0,0,15989.47,95081.91,670726.4,0,0,6696.49,575049,1252472,159220.3,0,0,159220.3,0,0,-99388.1,0,-99388.1,0,-99388.1,300342.6,200954.5,0,200954.5,1707729
2019-12-31 00:00:00.000,2019,4,"YV",1.47,0,0,26859.68,4068.78,22790.9,0,3000.87,3448.06,29241.29,263803,0,0,263803,1679285,2556.2,328116.5,1353725,0,4266.1,0,0,0,1357991,2201.95,2113.56,88.38,0,0,162344.5,162344.5,1813468,201787,0,0,46593.18,0,1976.32,8641.36,0,0,-138541.6,0,0,19546.69,140002.9,634831.2,0,0,6185.43,656131.5,1297148,159220.3,0,0,159220.3,0,0,-99388.1,0,-99388.1,0,-99388.1,316485,217096.9,0,217096.9,1813468
2019-12-31 00:00:00.000,2019,4,"XP",7.08,0,0,0,0,0,0,154.51,0,161.6,0,0,0,0,0,0,-48.28,48.28,0,0,0,0,0,48.28,0,0,0,0,0,5456.38,5456.38,5666.26,0,0,0,0,0,0,0,0,0,0,0,0,1085.43,1085.43,0,0,0,0,0,0,0,0,0,0,0,0,5294.67,0,5294.67,3063.11,8357.78,-3776.95,4580.83,0,4580.83,5666.26
2019-09-30 00:00:00.000,2019,3,"WL",11.38,0,0,2850.84,459.76,2391.08,218.55,1842.11,180,4643.12,2209.3,1869.91,0,4079.2,15703.95,384.06,5105.49,10982.51,0,0,0,0,0,10982.51,356.46,258.19,98.27,1038.25,0,0,1038.25,20841.37,0,0,311.15,13416.05,437.58,0,142.9,0,0,0,0,0,942.87,15250.54,3945.12,1106.13,0,215,2211.77,7478.02,0,0,0,0,0,0,1,0,1,4407.18,4408.18,-6295.37,-1887.19,0,-1887.19,20841.37
2019-09-30 00:00:00.000,2019,3,"G7",24.05,9062.36,0,7597.99,5.05,7592.94,2367.56,985.65,4636.5,24669.06,0,0,0,0,324878.8,1558.36,160541.4,165895.8,0,0,0,0,0,165895.8,0,0,0,0,0,12192.11,12192.11,202756.9,7522.41,0,0,32974.92,55.97,0,884.87,2061.32,1074.53,0,0,0,2420.54,46994.57,117572.7,0,0,0,0,117572.7,0,0,0,0,0,0,0,0,0,5000,5000,33189.63,38189.63,0,38189.63,202756.9
2019-03-31 00:00:00.000,2019,1,"G7",34.21,2185.49,0,6044.78,2.2,6042.58,2652.43,859.66,493.82,12268.19,0,0,0,0,324857,1520.01,153374.5,173002.5,0,0,0,0,0,173002.5,0,0,0,0,0,10875.53,10875.53,196146.3,20671.58,786.47,0,51212.02,13.2,0,1091.05,2445.68,1162.12,0,0,0,2829.71,80211.83,111555.2,0,0,0,0,111555.2,0,0,0,0,0,0,0,0,0,5000,5000,-620.8,4379.2,0,4379.2,196146.3
2019-06-30 00:00:00.000,2019,2,"G7",41.13,16631.85,0,4030.87,2.2,4028.67,2645.66,979.16,602.66,24929.14,0,0,0,0,324878.8,1527.51,156958,169448.4,0,0,0,0,0,169448.4,0,0,0,0,0,11712.05,11712.05,206089.5,20977.49,0,0,41390.36,29.78,0,1246.46,2520.68,1049.54,0,0,0,2699.68,69914,106394.4,0,0,0,0,106394.4,0,0,0,0,0,0,0,0,0,5000,5000,24781.17,29781.17,0,29781.17,206089.5
2019-12-31 00:00:00.000,2019,4,"G7",47.8,9987.79,0,4919.78,5.05,4914.73,2520.28,770.17,1817.47,20058.24,0,0,0,0,324876.2,1562.22,164122.3,162316.1,0,0,0,0,0,162316.1,0,0,0,0,0,12930.2,12930.2,195304.6,7623.3,0,0,30762.82,111.86,0,1109.97,2136.32,1005.9,0,0,0,2295.6,45045.77,116120.8,0,0,0,0,116120.8,0,0,0,0,0,0,0,0,0,5000,5000,29138.05,34138.05,0,34138.05,195304.6
2019-12-31 00:00:00.000,2019,4,"KH",77.46,0,0,3620.5,158.69,3461.81,544.13,1403.07,924.21,6410.69,0,0,0,0,11590.68,30821.36,16222.65,26189.39,0,0,0,0,0,26189.39,0,0,0,0,0,0,0,32600.08,0,0,0,-17156.16,0,0,756.32,963.64,0,67.06,0,0,108.11,-15261.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32160.83,32160.83,15700.27,47861.11,0,47861.11,32600.08
2019-12-31 00:00:00.000,2019,4,"2HQ",78.53,0,2030,742.09,100,2672.09,583.42,400.51,2847.67,6582.22,0,0,0,0,0,929.75,635.4,294.34,0,0,0,29092.48,10760.27,18626.55,0,0,0,0,0,2372.54,2372.54,27581.32,0,0,0,10972.02,256.96,5410.41,0,266.2,0,215.87,0,0,4167.72,21289.17,0,0,0,12434,790.59,13224.59,0,0,0,0,662.34,0,1926.27,0,2588.61,0,2588.61,-9521.05,-6932.44,0,-6932.44,27581.32
2019-06-30 00:00:00.000,2019,2,"2HQ",101,0,2000,1364.82,100,3264.82,773.86,623.53,2643.9,7407.11,0,0,0,0,0,1229.76,582.9,646.86,0,0,0,24483.96,8366.29,16764.53,0,0,0,0,0,4501.84,4501.84,28673.47,0,0,0,11135.53,128.94,4479.49,0,266.2,0,86.14,0,0,3704.72,19801.02,0,0,0,10957.74,0,10957.74,0,0,0,0,1346.98,0,1926.27,0,3273.25,0,3273.25,-5358.53,-2085.29,0,-2085.29,28673.47
2019-06-30 00:00:00.000,2019,2,"MQ",125.35,0,0,45084.11,6253.55,38830.56,27210.55,1426.24,0,67592.7,0,0,0,0,165156.8,168152.7,200584.3,132725.2,0,0,4708.58,0,0,137433.8,2045,0,2045,71139.87,0,73672.88,144812.8,351884.2,0,0,0,16021.52,977.53,0,12308.09,23423.02,0,9063.7,0,0,53982.34,115776.2,0,0,0,0,64182.93,64182.93,0,0,0,0,0,0,1,0,1,478190.8,478191.8,-306266.7,171925.1,0,171925.1,351884.2
2019-09-30 00:00:00.000,2019,3,"MQ",138.2,0,0,33513.13,6641.41,26871.73,28843.83,686,0,56539.76,0,0,0,0,166064.3,170824.6,204321.1,132567.8,0,0,4040.76,0,0,136608.5,0,0,0,80369.82,0,70310.22,150680,343828.3,0,0,0,14342.2,941.92,0,9159,24202,0,7159.29,0,0,59261.59,115066,0,0,0,0,65936.49,65936.49,0,0,0,0,0,0,1,0,1,478190.8,478191.8,-315366,162825.8,0,162825.8,343828.3
2019-03-31 00:00:00.000,2019,1,"MQ",151.18,0,0,32645.42,5720.69,26924.73,27560.82,1704.88,0,56341.6,0,0,0,0,160428.7,167538.8,197262.8,130704.7,0,0,3175.55,0,0,133880.3,2045,0,2045,62597.38,0,86248.73,148846.1,341113,0,0,0,17051.88,887.39,0,5886.31,22848.15,0,9220.66,0,0,56178.78,112073.2,0,0,0,0,66479.03,66479.03,0,0,0.62,0.62,0,0,1,0,1,478190.8,478191.8,-315631.7,162560.2,0,162560.2,341113
2019-09-30 00:00:00.000,2019,3,"OH",161.5,0,0,66488.62,142.43,66346.18,33423.96,773.33,0,100705,0,0,0,0,110008.3,73664.58,58081.39,125591.5,0,0,0,0,0,125591.5,0,0,0,0,0,5668.68,5668.68,231965.1,0,0,0,25637.83,153512,0,11803.31,1715.48,0,16680.51,0,0,11604.02,220953.2,0,0,0,0,11877.56,11877.56,0,0,0,0,0,0,0,0,0,-32395.73,-32395.73,31530.09,-865.64,0,-865.64,231965.1
2019-06-30 00:00:00.000,2019,2,"OH",161.88,0,0,70454.07,142.43,70311.64,32603.39,1018.27,0,104095.2,0,0,0,0,109639.8,67711.21,54456.73,122894.2,0,0,0,0,0,122894.2,0,0,0,0,0,5019.82,5019.82,232009.2,0,0,0,19028.3,155819.8,0,11455.13,1715.48,0,16680.51,0,0,10155.02,214854.2,0,0,0,0,12539.29,12539.29,0,0,0,0,0,0,0,0,0,-32395.73,-32395.73,37011.49,4615.76,0,4615.76,232009.2
2019-09-30 00:00:00.000,2019,3,"2HQ",162.83,0,2030,1372.55,100,3302.55,801.95,420.17,2790.67,7478.17,0,0,0,0,0,1229.76,608.55,621.21,0,0,0,24483.96,9544.08,15561.09,0,0,0,0,0,3571.15,3571.15,26610.41,0,0,0,11766.28,298.82,4479.49,0,266.2,0,198.3,0,0,5950.41,22959.49,0,0,0,9945.31,0,9945.31,0,0,0,0,1149.21,0,1926.27,0,3075.48,0,3075.48,-9369.88,-6294.4,0,-6294.4,26610.41
2019-12-31 00:00:00.000,2019,4,"MQ",168.11,0,0,27262.74,6351.58,20911.16,30921.74,35967.05,0,87968.07,0,0,0,0,167495.1,178482.8,206871.5,139106.3,0,0,913.73,0,0,140020,0,0,0,54872.71,0,53239.13,108111.8,336100,0,0,0,15175.75,443.2,0,16880.59,25121.15,0,8317.86,0,0,54988.96,120927.5,0,0,0,0,61117.73,61117.73,0,0,0,0,0,0,1,0,1,478190.8,478191.8,-324137.1,154054.7,0,154054.7,336100
2019-06-30 00:00:00.000,2019,2,"WL",181.46,0,0,3090.86,459.76,2631.1,210.55,1516.88,180,4719.99,2207.15,396.98,0,2604.12,14980.48,363.89,4567.59,10776.79,0,0,0,0,0,10776.79,346.51,246.57,99.95,1109.25,0,0,1109.25,19310.11,0,0,497.4,11426.06,226.13,0,80.21,0,0,0,0,0,502.01,12731.81,3229.58,1106.13,0,402.5,814.82,5553.02,0,0,0,0,0,0,1,0,1,4407.18,4408.18,-3382.9,1025.28,0,1025.28,19310.11
2019-03-31 00:00:00.000,2019,1,"2HQ",185.7,0,2000,2061.88,100,3961.88,830.18,622.38,2686.14,8286.28,0,0,0,0,0,1036.91,564.95,471.96,0,0,0,24483.96,7188.51,17767.41,0,0,0,0,0,5050.21,5050.21,31103.9,0,0,86.8,9475.37,404.89,4479.49,0,266.2,0,68.14,0,0,3926.8,18707.68,0,0,0,12121.69,0,12121.69,0,0,0,0,1548.23,0,1926.27,0,3474.5,0,3474.5,-3199.96,274.54,0,274.54,31103.9
2019-09-30 00:00:00.000,2019,3,"L2",189.97,0,0,15037.69,784.42,14253.27,3903.35,362.1,0,18708.68,0,0,0,0,251220,5770.94,129581.6,127409.3,0,0,0,0,0,127409.3,0,0,0,14.7,0,500.36,515.06,146633,0,0,0,10028.67,386.25,0,2502.05,1440.2,0,740.68,0,0,285.63,15383.47,0,26984.23,0,0,259,27243.23,0,0,0,0,0,0,0,0,0,20325.8,20325.8,83680.52,104006.3,0,104006.3,146633
2019-12-31 00:00:00.000,2019,4,"WI",208.35,0,3000,5290.31,0,8290.31,0,639.74,10885.18,20023.59,0,0,0,0,10243.52,10847.67,11476.76,9614.42,0,0,0,0,0,9614.42,0,0,0,0,0,2519.55,2519.55,32157.55,3182.22,0,0,20909.42,3093.37,0,1536.74,34.56,0,1055.6,0,0,99.9,29911.82,1052.4,0,0,0,0,1052.4,0,0,0,0,0,0,0.1,0,0.1,1059.4,1059.5,133.84,1193.34,0,1193.34,32157.55
2019-12-31 00:00:00.000,2019,4,"WL",219.29,0,0,5222.34,459.76,4762.58,218.55,2340.2,13.12,7553.73,1595.58,523.63,0,2119.21,17573.19,384.06,3672.34,14284.92,0,0,0,0,0,14284.92,356.46,221.92,134.54,1081.31,0,0,1081.31,25173.7,0,0,54.64,8428,61.95,0,210.56,0,0,6.41,0,0,384.7,9146.26,8124.38,1106.13,0,395,4720.56,14346.06,0,0,0,0,0,0,1,0,1,4407.18,4408.18,-2726.8,1681.38,0,1681.38,25173.7
2019-06-30 00:00:00.000,2019,2,"WI",231.59,0,1346.01,2768.09,0,4114.09,10706.33,2665.83,5345.88,23063.73,0,0,0,0,16918.89,4311.29,10334.7,10895.48,0,0,0,0,0,10895.48,0,0,0,0,0,2633.47,2633.47,36592.67,4863.06,0,0,23984.09,4421.71,0,2035.04,42.93,0,795.49,0,0,30.33,36172.66,0,0,0,0,2000,2000,0,0,0,0,0,0,0.1,0,0.1,1059.4,1059.5,-2639.49,-1579.99,0,-1579.99,36592.67
2019-03-31 00:00:00.000,2019,1,"XP",261.01,0,0,0,0,0,0,29.39,0,290.41,0,0,0,0,0,149.05,100.76,48.28,0,0,0,0,0,48.28,0,0,0,0,0,5231.38,5231.38,5570.07,0,0,0,0,62.96,0,0,0,0,0,0,0,316.58,379.54,0,0,0,0,0,0,0,0,0,0,0,0,5294.67,0,5294.67,1959.51,7254.19,-2063.65,5190.53,0,5190.53,5570.07
