Device Name,Device IP Addresses,Software ID,SIU PK,Software Name,Software Component Name,Related App Comp,Software Alias,Software Version,File Version,Installation Date,Installation Path,Device ID,Allowed License Count,Discovered License Count,License Consumption,Software Type
"WIN-C6RWVD8M6JK","10.10.93.138","24189","264015","Update for Microsoft .NET Framework 4.5.2 (KB4096495)","","","","1","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31752","298080","KB2820197","","","","KB2820197","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32003","298437","KB4034745","","","","KB4034745","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31791","298128","KB2888505","","","","KB2888505","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31829","298184","KB3005607","","","","KB3005607","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31634","297935","KB2443685","","","","KB2443685","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31892","298321","KB3167679","","","","KB3167679","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32048","298487","KB4058165","","","","KB4058165","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32082","298523","KB4293756","","","","KB4293756","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32106","298549","KB961371","","","","KB961371","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31881","298298","KB3142041","","","","KB3142041","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31960","298392","KB4018106","","","","KB4018106","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31912","298344","KB3193515","","","","KB3193515","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31958","298390","KB4015383","","","","KB4015383","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31700","298012","KB2656362","","","","KB2656362","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31921","298353","KB3198510","","","","KB3198510","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32026","298462","KB4042122","","","","KB4042122","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31795","298134","KB2898858","","","","KB2898858","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32041","298479","KB4056564","","","","KB4056564","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32066","298506","KB4091756","","","","KB4091756","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31802","298143","KB2922229","","","","KB2922229","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31698","298008","KB2647518","","","","KB2647518","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31689","297997","KB2633874","","","","KB2633874","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31743","298066","KB2792100","","","","KB2792100","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31749","298075","KB2809900","","","","KB2809900","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31813","298156","KB2957509","","","","KB2957509","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31643","297944","KB2503658","","","","KB2503658","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31753","298081","KB2820917","","","","KB2820917","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32070","298511","KB4093257","","","","KB4093257","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32100","298543","KB4457043","","","","KB4457043","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31766","298095","KB2844287","","","","KB2844287","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31760","298089","KB2834886","","","","KB2834886","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31859","298243","KB3077657","","","","KB3077657","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31759","298088","KB2833947","","","","KB2833947","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31814","298160","KB2968292","","","","KB2968292","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32120","298563","KB971737","","","","KB971737","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32021","298457","KB4042007","","","","KB4042007","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32159","298602","KB980248","","","","KB980248","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31870","298278","KB3124001","","","","KB3124001","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31831","298187","KB3008627","","","","KB3008627","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32072","298513","KB4095873","","","","KB4095873","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31755","298084","KB2829361","","","","KB2829361","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31971","298403","KB4019478","","","","KB4019478","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32098","298541","KB4345397","","","","KB4345397","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31641","297942","KB2492386","","","","KB2492386","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31711","298028","KB2691442","","","","KB2691442","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31928","298360","KB3204724","","","","KB3204724","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","24192","264007","Security Update for Microsoft .NET Framework 4.5.2 (KB3023224)","","","","1","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31966","298398","KB4018927","","","","KB4018927","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32143","298586","KB978262","","","","KB978262","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31710","298026","KB2688338","","","","KB2688338","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31830","298186","KB3006226","","","","KB3006226","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31851","298228","KB3065979","","","","KB3065979","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31854","298232","KB3070102","","","","KB3070102","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32071","298512","KB4093478","","","","KB4093478","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31775","298104","KB2861190","","","","KB2861190","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31820","298167","KB2979568","","","","KB2979568","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32057","298497","KB4074851","","","","KB4074851","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31940","298372","KB3217877","","","","KB3217877","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32104","298547","KB956250","","","","KB956250","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31649","297952","KB2508272","","","","KB2508272","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31849","298221","KB3057839","","","","KB3057839","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31882","298306","KB3153171","","","","KB3153171","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31751","298079","KB2817183","","","","KB2817183","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32118","298561","KB971557","","","","KB971557","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31687","297994","KB2620712","","","","KB2620712","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31919","298351","KB3198234","","","","KB3198234","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31869","298277","KB3124000","","","","KB3124000","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31922","298354","KB3200006","","","","KB3200006","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","24211","264008","Update for Microsoft .NET Framework 4.5.2 (KB3195363)","","","","1","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31696","298006","KB2646524","","","","KB2646524","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31678","297985","KB2586448","","","","KB2586448","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32010","298444","KB4036162","","","","KB4036162","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32063","298503","KB4089344","","","","KB4089344","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32046","298485","KB4056942","","","","KB4056942","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31980","298412","KB4022746","","","","KB4022746","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31879","298296","KB3141083","","","","KB3141083","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","24207","264011","Security Update for Microsoft .NET Framework 4.5.2 (KB3127229)","","","","1","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31762","298091","KB2836945","","","","KB2836945","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32014","298449","KB4039266","","","","KB4039266","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31664","297967","KB2544521","","","","KB2544521","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31946","298378","KB4012584","","","","KB4012584","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32157","298600","KB980182","","","","KB980182","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31772","298101","KB2850851","","","","KB2850851","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31794","298133","KB2894847","","","","KB2894847","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31937","298369","KB3216916","","","","KB3216916","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31843","298210","KB3045171","","","","KB3045171","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31644","297945","KB2503665","","","","KB2503665","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31821","298171","KB2993651","","","","KB2993651","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31832","298191","KB3013126","","","","KB3013126","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31969","298401","KB4019206","","","","KB4019206","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31878","298295","KB3140735","","","","KB3140735","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","24190","263967","Security Update for Microsoft .NET Framework 3.5 SP1 (KB2840629)","","","","1","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31660","297963","KB2536275","","","","KB2536275","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31690","297998","KB2633952","","","","KB2633952","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32007","298441","KB4035056","","","","KB4035056","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32123","298566","KB973507","","","","KB973507","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32062","298502","KB4089229","","","","KB4089229","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31838","298202","KB3032323","","","","KB3032323","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32055","298495","KB4074836","","","","KB4074836","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31858","298239","KB3074541","","","","KB3074541","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32022","298458","KB4042050","","","","KB4042050","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","31661","297964","KB2536276","","","","KB2536276","",,"","13297",,1,,"unmanaged"
"WIN-C6RWVD8M6JK","10.10.93.138","32146","298589","KB978601","","","","KB978601","",,"","13297",,1,,"unmanaged"
