id_area,id_city,type_area
30745,"242","Rural"
30769,"243","Rural"
30793,"244","Rural"
30817,"245","Rural"
30841,"246","Rural"
30865,"247","Rural"
30889,"248","Rural"
30913,"249","Rural"
30937,"2410","Rural"
30961,"2411","Rural"
30985,"2412","Rural"
31009,"2413","Rural"
31033,"2414","Rural"
31057,"2415","Rural"
31081,"2416","Rural"
31105,"2417","Rural"
31129,"2418","Rural"
31153,"2419","Rural"
31177,"2420","Rural"
31201,"2421","Rural"
31225,"2422","Rural"
31249,"2423","Rural"
31273,"2424","Rural"
31297,"2425","Rural"
36721,"61","Rural"
36745,"62","Rural"
36769,"63","Rural"
36793,"64","Rural"
36817,"65","Rural"
36841,"66","Rural"
36865,"67","Rural"
36889,"68","Rural"
36913,"69","Rural"
36937,"610","Rural"
36961,"611","Rural"
36985,"612","Rural"
37009,"613","Rural"
37033,"614","Rural"
37057,"615","Rural"
37081,"616","Rural"
37105,"617","Rural"
37129,"618","Rural"
37153,"619","Rural"
41281,"21","Rural"
41305,"22","Rural"
41329,"23","Rural"
41353,"24","Rural"
41377,"25","Rural"
41401,"26","Rural"
41425,"27","Rural"
41449,"28","Rural"
41473,"29","Rural"
41497,"210","Rural"
41521,"211","Rural"
41545,"212","Rural"
44161,"11","Rural"
44185,"12","Rural"
44209,"13","Rural"
44233,"14","Rural"
44257,"15","Rural"
44281,"16","Rural"
44305,"17","Rural"
44329,"18","Rural"
44353,"19","Rural"
44377,"110","Rural"
44401,"111","Rural"
44425,"112","Rural"
44449,"113","Rural"
44473,"114","Rural"
47521,"201","Rural"
47545,"202","Rural"
47569,"203","Rural"
47593,"204","Rural"
47617,"205","Rural"
47641,"206","Rural"
47665,"207","Rural"
47689,"208","Rural"
47713,"209","Rural"
47737,"2010","Rural"
47761,"2011","Rural"
47785,"2012","Rural"
47809,"2013","Rural"
47833,"2014","Rural"
47857,"2015","Rural"
47881,"2016","Rural"
47905,"2017","Rural"
47929,"2018","Rural"
51841,"291","Rural"
51865,"292","Rural"
51889,"293","Rural"
51913,"294","Rural"
51937,"295","Rural"
51961,"296","Rural"
51985,"297","Rural"
52009,"298","Rural"
52033,"299","Rural"
52057,"2910","Rural"
52081,"2911","Rural"
52105,"2912","Rural"
52129,"2913","Rural"
52153,"2914","Rural"
52177,"2915","Rural"
52201,"2916","Rural"
52225,"2917","Rural"
52249,"2918","Rural"
52273,"2919","Rural"
52297,"2920","Rural"
52321,"2921","Rural"
52345,"2922","Rural"
52369,"2923","Rural"
52393,"2924","Rural"
52417,"2925","Rural"
52441,"2926","Rural"
52465,"2927","Rural"
58321,"321","Rural"
58345,"322","Rural"
58369,"323","Rural"
58393,"324","Rural"
58417,"325","Rural"
58441,"326","Rural"
58465,"327","Rural"
58489,"328","Rural"
58513,"329","Rural"
58537,"3210","Rural"
58561,"3211","Rural"
58585,"3212","Rural"
58609,"3213","Rural"
58633,"3214","Rural"
61681,"311","Rural"
61921,"231","Rural"
61945,"232","Rural"
61969,"233","Rural"
61993,"234","Rural"
62017,"235","Rural"
62041,"236","Rural"
62065,"237","Rural"
62089,"238","Rural"
62113,"239","Rural"
62137,"2310","Rural"
62161,"2311","Rural"
62185,"2312","Rural"
62209,"2313","Rural"
62233,"2314","Rural"
62257,"2315","Rural"
62281,"2316","Rural"
62305,"2317","Rural"
62329,"2318","Rural"
62353,"2319","Rural"
62377,"2320","Rural"
62401,"2321","Rural"
62425,"2322","Rural"
62449,"2323","Rural"
62473,"2324","Rural"
62497,"2325","Rural"
62521,"2326","Rural"
62545,"2327","Rural"
62569,"2328","Rural"
62593,"2329","Rural"
62617,"2330","Rural"
62641,"2331","Rural"
62665,"2332","Rural"
62689,"2333","Rural"
62713,"2334","Rural"
62737,"2335","Rural"
62761,"2336","Rural"
62785,"2337","Rural"
62809,"2338","Rural"
62833,"2339","Rural"
62857,"2340","Rural"
62881,"2341","Rural"
62905,"2342","Rural"
62929,"2343","Rural"
62953,"2344","Rural"
62977,"2345","Rural"
72721,"271","Rural"
72745,"272","Rural"
72769,"273","Rural"
72793,"274","Rural"
72817,"275","Rural"
72841,"276","Rural"
72865,"277","Rural"
72889,"278","Rural"
72913,"279","Rural"
72937,"2710","Rural"
72961,"2711","Rural"
72985,"2712","Rural"
73009,"2713","Rural"
73033,"2714","Rural"
73057,"2715","Rural"
73081,"2716","Rural"
73105,"2717","Rural"
73129,"2718","Rural"
73153,"2719","Rural"
73177,"2720","Rural"
73201,"2721","Rural"
73225,"2722","Rural"
73249,"2723","Rural"
73273,"2724","Rural"
73297,"2725","Rural"
73321,"2726","Rural"
73345,"2727","Rural"
73369,"2728","Rural"
73393,"2729","Rural"
73417,"2730","Rural"
73441,"2731","Rural"
73465,"2732","Rural"
73489,"2733","Rural"
73513,"2734","Rural"
73537,"2735","Rural"
81121,"141","Rural"
81145,"142","Rural"
81169,"143","Rural"
81193,"144","Rural"
81217,"145","Rural"
81241,"146","Rural"
81265,"147","Rural"
81289,"148","Rural"
81313,"149","Rural"
83281,"171","Rural"
83305,"172","Rural"
83329,"173","Rural"
83353,"174","Rural"
83377,"175","Rural"
83401,"176","Rural"
83425,"177","Rural"
84961,"151","Rural"
84985,"152","Rural"
85009,"153","Rural"
85033,"154","Rural"
85057,"155","Rural"
85081,"156","Rural"
85105,"157","Rural"
85129,"158","Rural"
86881,"131","Rural"
86905,"132","Rural"
86929,"133","Rural"
86953,"134","Rural"
86977,"135","Rural"
87001,"136","Rural"
87025,"137","Rural"
87049,"138","Rural"
88801,"341","Rural"
88825,"342","Rural"
88849,"343","Rural"
88873,"344","Rural"
89761,"31","Rural"
89785,"32","Rural"
89809,"33","Rural"
89833,"34","Rural"
89857,"35","Rural"
89881,"36","Rural"
89905,"37","Rural"
89929,"38","Rural"
89953,"39","Rural"
89977,"310","Rural"
90025,"312","Rural"
90049,"313","Rural"
90073,"314","Rural"
90097,"315","Rural"
90121,"316","Rural"
90145,"317","Rural"
93841,"81","Rural"
93865,"82","Rural"
93889,"83","Rural"
93913,"84","Rural"
93937,"85","Rural"
93961,"86","Rural"
93985,"87","Rural"
94009,"88","Rural"
94033,"89","Rural"
94057,"810","Rural"
94081,"811","Rural"
94105,"812","Rural"
94129,"813","Rural"
94153,"814","Rural"
94177,"815","Rural"
94201,"816","Rural"
94225,"817","Rural"
94249,"818","Rural"
94273,"819","Rural"
94297,"820","Rural"
94321,"821","Rural"
94345,"822","Rural"
94369,"823","Rural"
94393,"824","Rural"
94417,"825","Rural"
94441,"826","Rural"
94465,"827","Rural"
94489,"828","Rural"
94513,"829","Rural"
94537,"830","Rural"
94561,"831","Rural"
94585,"832","Rural"
102481,"331","Rural"
102505,"332","Rural"
102529,"333","Rural"
102553,"334","Rural"
102577,"335","Rural"
102601,"336","Rural"
102625,"337","Rural"
102649,"338","Rural"
102673,"339","Rural"
102697,"3310","Rural"
102721,"3311","Rural"
102745,"3312","Rural"
102769,"3313","Rural"
102793,"3314","Rural"
102817,"3315","Rural"
102841,"3316","Rural"
102865,"3317","Rural"
102889,"3318","Rural"
102913,"3319","Rural"
102937,"3320","Rural"
102961,"3321","Rural"
102985,"3322","Rural"
103009,"3323","Rural"
103033,"3324","Rural"
103057,"3325","Rural"
103081,"3326","Rural"
103105,"3327","Rural"
103129,"3328","Rural"
103153,"3329","Rural"
103177,"3330","Rural"
109681,"161","Rural"
109705,"162","Rural"
109729,"163","Rural"
109753,"164","Rural"
110641,"91","Rural"
110665,"92","Rural"
110689,"93","Rural"
110713,"94","Rural"
110737,"95","Rural"
110761,"96","Rural"
110785,"97","Rural"
110809,"98","Rural"
110833,"99","Rural"
110857,"910","Rural"
110881,"911","Rural"
110905,"912","Rural"
110929,"913","Rural"
110953,"914","Rural"
110977,"915","Rural"
111001,"916","Rural"
111025,"917","Rural"
111049,"918","Rural"
111073,"919","Rural"
111097,"920","Rural"
111121,"921","Rural"
111145,"922","Rural"
111169,"923","Rural"
111193,"924","Rural"
111217,"925","Rural"
111241,"926","Rural"
111265,"927","Rural"
111289,"928","Rural"
111313,"929","Rural"
111337,"930","Rural"
111361,"931","Rural"
111385,"932","Rural"
111409,"933","Rural"
111433,"934","Rural"
111457,"935","Rural"
111481,"936","Rural"
111505,"937","Rural"
111529,"938","Rural"
111553,"939","Rural"
111577,"940","Rural"
111601,"941","Rural"
111625,"942","Rural"
111649,"943","Rural"
111673,"944","Rural"
111697,"945","Rural"
111721,"946","Rural"
111745,"947","Rural"
111769,"948","Rural"
111793,"949","Rural"
111817,"950","Rural"
111841,"951","Rural"
111865,"952","Rural"
111889,"953","Rural"
111913,"954","Rural"
111937,"955","Rural"
111961,"956","Rural"
111985,"957","Rural"
112009,"958","Rural"
112033,"959","Rural"
112057,"960","Rural"
112081,"961","Rural"
112105,"962","Rural"
112129,"963","Rural"
112153,"964","Rural"
112177,"965","Rural"
112201,"966","Rural"
112225,"967","Rural"
112249,"968","Rural"
112273,"969","Rural"
112297,"970","Rural"
127441,"191","Rural"
127465,"192","Rural"
127489,"193","Rural"
127513,"194","Rural"
127537,"195","Rural"
127561,"196","Rural"
127585,"197","Rural"
127609,"198","Rural"
127633,"199","Rural"
127657,"1910","Rural"
127681,"1911","Rural"
127705,"1912","Rural"
127729,"1913","Rural"
127753,"1914","Rural"
127777,"1915","Rural"
127801,"1916","Rural"
127825,"1917","Rural"
127849,"1918","Rural"
138313,"1214","Rural"
138361,"1216","Rural"
142417,"1825","Rural"
142465,"1827","Rural"
149209,"1038","Rural"
157825,"2217","Rural"
157849,"2218","Rural"
165721,"2426","Rural"
171841,"621","Rural"
179617,"115","Rural"
179665,"117","Rural"
179689,"118","Rural"
179737,"120","Rural"
185017,"2020","Rural"
185065,"2022","Rural"
185113,"2024","Rural"
190969,"2928","Rural"
191017,"2930","Rural"
202201,"2346","Rural"
202249,"2348","Rural"
202273,"2349","Rural"
202297,"2350","Rural"
227473,"139","Rural"
227521,"1311","Rural"
231289,"318","Rural"
231337,"320","Rural"
236449,"833","Rural"
245305,"3332","Rural"
254881,"971","Rural"
270673,"1919","Rural"
13,"351","Urban"
37,"352","Urban"
493,"281","Urban"
517,"282","Urban"
541,"283","Urban"
565,"284","Urban"
589,"285","Urban"
613,"286","Urban"
637,"287","Urban"
661,"288","Urban"
685,"289","Urban"
709,"2810","Urban"
733,"2811","Urban"
757,"2812","Urban"
781,"2813","Urban"
805,"2814","Urban"
829,"2815","Urban"
853,"2816","Urban"
877,"2817","Urban"
901,"2818","Urban"
925,"2819","Urban"
949,"2820","Urban"
973,"2821","Urban"
997,"2822","Urban"
1021,"2823","Urban"
6013,"121","Urban"
6037,"122","Urban"
6061,"123","Urban"
6085,"124","Urban"
6109,"125","Urban"
6133,"126","Urban"
6157,"127","Urban"
6181,"128","Urban"
6205,"129","Urban"
6229,"1210","Urban"
6253,"1211","Urban"
6277,"1212","Urban"
6301,"1213","Urban"
9133,"181","Urban"
9157,"182","Urban"
9181,"183","Urban"
9205,"184","Urban"
9229,"185","Urban"
9253,"186","Urban"
9277,"187","Urban"
9301,"188","Urban"
9325,"189","Urban"
9349,"1810","Urban"
9373,"1811","Urban"
9397,"1812","Urban"
9421,"1813","Urban"
9445,"1814","Urban"
9469,"1815","Urban"
9493,"1816","Urban"
9517,"1817","Urban"
9541,"1818","Urban"
9565,"1819","Urban"
9589,"1820","Urban"
9613,"1821","Urban"
9637,"1822","Urban"
9661,"1823","Urban"
14653,"101","Urban"
14677,"102","Urban"
14701,"103","Urban"
14725,"104","Urban"
14749,"105","Urban"
14773,"106","Urban"
14797,"107","Urban"
14821,"108","Urban"
14845,"109","Urban"
14869,"1010","Urban"
14893,"1011","Urban"
14917,"1012","Urban"
14941,"1013","Urban"
14965,"1014","Urban"
14989,"1015","Urban"
15013,"1016","Urban"
15037,"1017","Urban"
15061,"1018","Urban"
15085,"1019","Urban"
15109,"1020","Urban"
15133,"1021","Urban"
15157,"1022","Urban"
15181,"1023","Urban"
15205,"1024","Urban"
15229,"1025","Urban"
15253,"1026","Urban"
15277,"1027","Urban"
15301,"1028","Urban"
15325,"1029","Urban"
15349,"1030","Urban"
15373,"1031","Urban"
15397,"1032","Urban"
15421,"1033","Urban"
15445,"1034","Urban"
15469,"1035","Urban"
15493,"1036","Urban"
15517,"1037","Urban"
23533,"221","Urban"
23557,"222","Urban"
23581,"223","Urban"
23605,"224","Urban"
23629,"225","Urban"
23653,"226","Urban"
23677,"227","Urban"
23701,"228","Urban"
23725,"229","Urban"
23749,"2210","Urban"
23773,"2211","Urban"
23797,"2212","Urban"
23821,"2213","Urban"
23845,"2214","Urban"
23869,"2215","Urban"
23893,"2216","Urban"
27373,"261","Urban"
27613,"251","Urban"
27637,"252","Urban"
28093,"71","Urban"
28117,"72","Urban"
28141,"73","Urban"
28165,"74","Urban"
28189,"75","Urban"
28213,"76","Urban"
28237,"77","Urban"
28261,"78","Urban"
28285,"79","Urban"
30253,"301","Urban"
30277,"302","Urban"
30733,"241","Urban"
30757,"242","Urban"
30781,"243","Urban"
30805,"244","Urban"
30829,"245","Urban"
30853,"246","Urban"
30877,"247","Urban"
30901,"248","Urban"
30925,"249","Urban"
30949,"2410","Urban"
30973,"2411","Urban"
30997,"2412","Urban"
31021,"2413","Urban"
31045,"2414","Urban"
31069,"2415","Urban"
31093,"2416","Urban"
31117,"2417","Urban"
31141,"2418","Urban"
31165,"2419","Urban"
31189,"2420","Urban"
31213,"2421","Urban"
31237,"2422","Urban"
31261,"2423","Urban"
31285,"2424","Urban"
31309,"2425","Urban"
36733,"61","Urban"
36757,"62","Urban"
36781,"63","Urban"
36805,"64","Urban"
36829,"65","Urban"
36853,"66","Urban"
36877,"67","Urban"
36901,"68","Urban"
36925,"69","Urban"
36949,"610","Urban"
36973,"611","Urban"
36997,"612","Urban"
37021,"613","Urban"
37045,"614","Urban"
37069,"615","Urban"
37093,"616","Urban"
37117,"617","Urban"
37141,"618","Urban"
37165,"619","Urban"
41293,"21","Urban"
41317,"22","Urban"
41341,"23","Urban"
41365,"24","Urban"
41389,"25","Urban"
41413,"26","Urban"
41437,"27","Urban"
41461,"28","Urban"
41485,"29","Urban"
41509,"210","Urban"
41533,"211","Urban"
41557,"212","Urban"
44173,"11","Urban"
44197,"12","Urban"
44221,"13","Urban"
44245,"14","Urban"
44269,"15","Urban"
44293,"16","Urban"
44317,"17","Urban"
44341,"18","Urban"
44365,"19","Urban"
44389,"110","Urban"
44413,"111","Urban"
44437,"112","Urban"
44461,"113","Urban"
44485,"114","Urban"
47533,"201","Urban"
47557,"202","Urban"
47581,"203","Urban"
47605,"204","Urban"
47629,"205","Urban"
47653,"206","Urban"
47677,"207","Urban"
47701,"208","Urban"
47725,"209","Urban"
47749,"2010","Urban"
47773,"2011","Urban"
47797,"2012","Urban"
47821,"2013","Urban"
47845,"2014","Urban"
47869,"2015","Urban"
47893,"2016","Urban"
47917,"2017","Urban"
47941,"2018","Urban"
51853,"291","Urban"
51877,"292","Urban"
51901,"293","Urban"
51925,"294","Urban"
51949,"295","Urban"
51973,"296","Urban"
51997,"297","Urban"
52021,"298","Urban"
52045,"299","Urban"
52069,"2910","Urban"
52093,"2911","Urban"
52117,"2912","Urban"
52141,"2913","Urban"
52165,"2914","Urban"
52189,"2915","Urban"
52213,"2916","Urban"
52237,"2917","Urban"
52261,"2918","Urban"
52285,"2919","Urban"
52309,"2920","Urban"
52333,"2921","Urban"
52357,"2922","Urban"
52381,"2923","Urban"
52405,"2924","Urban"
52429,"2925","Urban"
52453,"2926","Urban"
52477,"2927","Urban"
58333,"321","Urban"
58357,"322","Urban"
58381,"323","Urban"
58405,"324","Urban"
58429,"325","Urban"
58453,"326","Urban"
58477,"327","Urban"
58501,"328","Urban"
58525,"329","Urban"
58549,"3210","Urban"
58573,"3211","Urban"
58597,"3212","Urban"
58621,"3213","Urban"
58645,"3214","Urban"
61693,"311","Urban"
61933,"231","Urban"
61957,"232","Urban"
61981,"233","Urban"
62005,"234","Urban"
62029,"235","Urban"
62053,"236","Urban"
62077,"237","Urban"
62101,"238","Urban"
62125,"239","Urban"
62149,"2310","Urban"
62173,"2311","Urban"
62197,"2312","Urban"
62221,"2313","Urban"
62245,"2314","Urban"
62269,"2315","Urban"
62293,"2316","Urban"
62317,"2317","Urban"
62341,"2318","Urban"
62365,"2319","Urban"
62389,"2320","Urban"
62413,"2321","Urban"
62437,"2322","Urban"
62461,"2323","Urban"
62485,"2324","Urban"
62509,"2325","Urban"
62533,"2326","Urban"
62557,"2327","Urban"
62581,"2328","Urban"
62605,"2329","Urban"
62629,"2330","Urban"
62653,"2331","Urban"
62677,"2332","Urban"
62701,"2333","Urban"
62725,"2334","Urban"
62749,"2335","Urban"
62773,"2336","Urban"
62797,"2337","Urban"
62821,"2338","Urban"
62845,"2339","Urban"
62869,"2340","Urban"
62893,"2341","Urban"
62917,"2342","Urban"
62941,"2343","Urban"
62965,"2344","Urban"
62989,"2345","Urban"
72733,"271","Urban"
72757,"272","Urban"
72781,"273","Urban"
72805,"274","Urban"
72829,"275","Urban"
72853,"276","Urban"
72877,"277","Urban"
72901,"278","Urban"
72925,"279","Urban"
72949,"2710","Urban"
72973,"2711","Urban"
72997,"2712","Urban"
73021,"2713","Urban"
73045,"2714","Urban"
73069,"2715","Urban"
73093,"2716","Urban"
73117,"2717","Urban"
73141,"2718","Urban"
73165,"2719","Urban"
73189,"2720","Urban"
73213,"2721","Urban"
73237,"2722","Urban"
73261,"2723","Urban"
73285,"2724","Urban"
73309,"2725","Urban"
73333,"2726","Urban"
73357,"2727","Urban"
73381,"2728","Urban"
73405,"2729","Urban"
73429,"2730","Urban"
73453,"2731","Urban"
73477,"2732","Urban"
73501,"2733","Urban"
73525,"2734","Urban"
73549,"2735","Urban"
81133,"141","Urban"
81157,"142","Urban"
81181,"143","Urban"
81205,"144","Urban"
81229,"145","Urban"
81253,"146","Urban"
81277,"147","Urban"
81301,"148","Urban"
81325,"149","Urban"
83293,"171","Urban"
83317,"172","Urban"
83341,"173","Urban"
83365,"174","Urban"
83389,"175","Urban"
83413,"176","Urban"
83437,"177","Urban"
84973,"151","Urban"
84997,"152","Urban"
85021,"153","Urban"
85045,"154","Urban"
85069,"155","Urban"
85093,"156","Urban"
85117,"157","Urban"
85141,"158","Urban"
86893,"131","Urban"
86917,"132","Urban"
86941,"133","Urban"
86965,"134","Urban"
86989,"135","Urban"
87013,"136","Urban"
87037,"137","Urban"
87061,"138","Urban"
88813,"341","Urban"
88837,"342","Urban"
88861,"343","Urban"
88885,"344","Urban"
89773,"31","Urban"
89797,"32","Urban"
89821,"33","Urban"
89845,"34","Urban"
89869,"35","Urban"
89893,"36","Urban"
89917,"37","Urban"
89941,"38","Urban"
89965,"39","Urban"
89989,"310","Urban"
90037,"312","Urban"
90061,"313","Urban"
90085,"314","Urban"
90109,"315","Urban"
90133,"316","Urban"
90157,"317","Urban"
93853,"81","Urban"
93877,"82","Urban"
93901,"83","Urban"
93925,"84","Urban"
93949,"85","Urban"
93973,"86","Urban"
93997,"87","Urban"
94021,"88","Urban"
94045,"89","Urban"
94069,"810","Urban"
94093,"811","Urban"
94117,"812","Urban"
94141,"813","Urban"
94165,"814","Urban"
94189,"815","Urban"
94213,"816","Urban"
94237,"817","Urban"
94261,"818","Urban"
94285,"819","Urban"
94309,"820","Urban"
94333,"821","Urban"
94357,"822","Urban"
94381,"823","Urban"
94405,"824","Urban"
94429,"825","Urban"
94453,"826","Urban"
94477,"827","Urban"
94501,"828","Urban"
94525,"829","Urban"
94549,"830","Urban"
94573,"831","Urban"
94597,"832","Urban"
102493,"331","Urban"
102517,"332","Urban"
102541,"333","Urban"
102565,"334","Urban"
102589,"335","Urban"
102613,"336","Urban"
102637,"337","Urban"
102661,"338","Urban"
102685,"339","Urban"
102709,"3310","Urban"
102733,"3311","Urban"
102757,"3312","Urban"
102781,"3313","Urban"
102805,"3314","Urban"
102829,"3315","Urban"
102853,"3316","Urban"
102877,"3317","Urban"
102901,"3318","Urban"
102925,"3319","Urban"
102949,"3320","Urban"
102973,"3321","Urban"
102997,"3322","Urban"
103021,"3323","Urban"
103045,"3324","Urban"
103069,"3325","Urban"
103093,"3326","Urban"
103117,"3327","Urban"
103141,"3328","Urban"
103165,"3329","Urban"
103189,"3330","Urban"
109693,"161","Urban"
109717,"162","Urban"
109741,"163","Urban"
109765,"164","Urban"
110653,"91","Urban"
110677,"92","Urban"
110701,"93","Urban"
110725,"94","Urban"
110749,"95","Urban"
110773,"96","Urban"
110797,"97","Urban"
110821,"98","Urban"
110845,"99","Urban"
110869,"910","Urban"
110893,"911","Urban"
110917,"912","Urban"
110941,"913","Urban"
110965,"914","Urban"
110989,"915","Urban"
111013,"916","Urban"
111037,"917","Urban"
111061,"918","Urban"
111085,"919","Urban"
111109,"920","Urban"
111133,"921","Urban"
111157,"922","Urban"
111181,"923","Urban"
111205,"924","Urban"
111229,"925","Urban"
111253,"926","Urban"
111277,"927","Urban"
111301,"928","Urban"
111325,"929","Urban"
111349,"930","Urban"
111373,"931","Urban"
111397,"932","Urban"
111421,"933","Urban"
111445,"934","Urban"
111469,"935","Urban"
111493,"936","Urban"
111517,"937","Urban"
111541,"938","Urban"
111565,"939","Urban"
111589,"940","Urban"
111613,"941","Urban"
111637,"942","Urban"
111661,"943","Urban"
111685,"944","Urban"
111709,"945","Urban"
111733,"946","Urban"
111757,"947","Urban"
111781,"948","Urban"
111805,"949","Urban"
111829,"950","Urban"
111853,"951","Urban"
111877,"952","Urban"
111901,"953","Urban"
111925,"954","Urban"
111949,"955","Urban"
111973,"956","Urban"
111997,"957","Urban"
112021,"958","Urban"
112045,"959","Urban"
112069,"960","Urban"
112093,"961","Urban"
112117,"962","Urban"
112141,"963","Urban"
112165,"964","Urban"
112189,"965","Urban"
112213,"966","Urban"
112237,"967","Urban"
112261,"968","Urban"
112285,"969","Urban"
112309,"970","Urban"
127453,"191","Urban"
127477,"192","Urban"
127501,"193","Urban"
127525,"194","Urban"
127549,"195","Urban"
127573,"196","Urban"
127597,"197","Urban"
127621,"198","Urban"
127645,"199","Urban"
127669,"1910","Urban"
127693,"1911","Urban"
127717,"1912","Urban"
127741,"1913","Urban"
127765,"1914","Urban"
127789,"1915","Urban"
127813,"1916","Urban"
127837,"1917","Urban"
127861,"1918","Urban"
138325,"1214","Urban"
138373,"1216","Urban"
142429,"1825","Urban"
142477,"1827","Urban"
149221,"1038","Urban"
157837,"2217","Urban"
157861,"2218","Urban"
165733,"2426","Urban"
171853,"621","Urban"
179629,"115","Urban"
179677,"117","Urban"
179701,"118","Urban"
179749,"120","Urban"
185029,"2020","Urban"
185077,"2022","Urban"
185125,"2024","Urban"
190981,"2928","Urban"
191029,"2930","Urban"
202213,"2346","Urban"
202261,"2348","Urban"
202285,"2349","Urban"
202309,"2350","Urban"
227485,"139","Urban"
227533,"1311","Urban"
231301,"318","Urban"
231349,"320","Urban"
236461,"833","Urban"
245317,"3332","Urban"
254893,"971","Urban"
270685,"1919","Urban"
