id_city,id_state,label
"146",14,"Imphal west"
"147",14,"Imphal eas"
"148",14,"Ukhrul"
"149",14,"Chandel"
"15",1,"Pulwama"
"151",15,"Mami"
"152",15,"Kolasi"
"153",15,"Aizawl"
"154",15,"Champha"
"155",15,"Serchhi"
"156",15,"Lunglei"
"157",15,"Lawngtlai"
"158",15,"Saih"
"16",1,"Anantnag"
"161",16,"West tripura"
"162",16,"South tripura"
"163",16,"Dhalai"
"164",16,"North tripura"
"17",1,"Leh (ladakh)"
"171",17,"West garo hills"
"172",17,"East garo hills"
"173",17,"South garo hill"
"174",17,"West khasi hills"
"175",17,"Ri bhoi"
"176",17,"East khasi hills"
"177",17,"Jaintia hills"
"18",1,"Kargil"
"181",18,"Kokrajhar"
"1810",18,"Nagaon"
"1811",18,"Sonitpur"
"1812",18,"Lakhimpur"
"1813",18,"Dhemaji"
"1814",18,"Tinsukia"
"1815",18,"Dibrugarh"
"1816",18,"Sibsagar"
"1817",18,"Jorhat"
"1818",18,"Golaghat"
"1819",18,"Karbi anglong"
"182",18,"Dhubri"
"1820",18,"North cachar hills"
"1821",18,"Cachar"
"1822",18,"Karimganj"
"1823",18,"Hailakandi"
"1825",18,"Baksa"
"1827",18,"Udalguri"
"183",18,"Goalpara"
"184",18,"Bongaigaon"
"185",18,"Barpeta"
"186",18,"Kamrup"
"187",18,"Nalbari"
"188",18,"Darrang"
"189",18,"Marigaon"
"19",1,"Doda"
"191",19,"Darjiling"
"1910",19,"Nadia"
"1911",19,"North twenty four parganas"
"1912",19,"Hugli"
"1913",19,"Bankura"
"1914",19,"Puruliya"
"1915",19,"Medinipur"
"1916",19,"Haora"
"1917",19,"Kolkata"
"1918",19,"South  twenty four parganas"
"1919",19,"Purba medinipur"
"192",19,"Jalpaiguri"
"193",19,"Koch bihar"
"194",19,"Uttar dinajpur"
"195",19,"Dakshin dinajpu"
"196",19,"Maldah"
"197",19,"Murshidabad"
"198",19,"Birbhum"
"199",19,"Barddhaman"
"201",20,"Garhw"
"2010",20,"Pakau"
"2011",20,"Dumka"
"2012",20,"Dhanbad"
"2013",20,"Bokar"
"2014",20,"Ranchi"
"2015",20,"Lohardaga"
"2016",20,"Gumla"
"2017",20,"Pashchimi singhbhum"
"2018",20,"Purbi singhbhum"
"202",20,"Palamu"
"2020",20,"Khunti"
"2022",20,"Simdega"
"2024",20,"Saraikela-kharsawan"
"203",20,"Chatr"
"204",20,"Hazaribag"
"205",20,"Kodarm"
"206",20,"Giridih"
"207",20,"Deoghar"
"208",20,"Godda"
"209",20,"Sahibganj"
"21",2,"Chamba"
"210",2,"Sirmaur"
"211",2,"Shimla"
"212",2,"Kinnaur"
"22",2,"Kangra"
"221",22,"Koriy"
"2210",22,"Durg"
"2211",22,"Raipur"
"2212",22,"Mahasamun"
"2213",22,"Dhamtar"
"2214",22,"Kanke"
"2215",22,"Bastar"
"2216",22,"Dantewa"
"2217",22,"Dakshin bastar dantewada"
"2218",22,"Bijapur"
"222",22,"Surguja"
"223",22,"Jashpu"
"224",22,"Raigarh"
"225",22,"Korb"
"226",22,"Janjgir - cham"
"227",22,"Bilaspur"
"228",22,"Kawardh"
"229",22,"Rajnandgaon"
"23",2,"Lahul & spiti"
"231",23,"Sheopu"
"2310",23,"Panna"
"2311",23,"Sagar"
"2312",23,"Damoh"
"2313",23,"Satna"
"2314",23,"Rewa"
"2315",23,"Umari"
"2316",23,"Shahdol"
"2317",23,"Sidhi"
"2318",23,"Neemuc"
"2319",23,"Mandsaur"
"232",23,"Morena"
"2320",23,"Ratlam"
"2321",23,"Ujjain"
"2322",23,"Shajapur"
"2323",23,"Dewas"
"2324",23,"Jhabua"
"2325",23,"Dhar"
"2326",23,"Indore"
"2327",23,"West nimar"
"2328",23,"Barwan"
"2329",23,"East nimar"
"233",23,"Bhind"
"2330",23,"Rajgarh"
"2331",23,"Vidisha"
"2332",23,"Bhopal"
"2333",23,"Sehore"
"2334",23,"Raisen"
"2335",23,"Betul"
"2336",23,"Hard"
"2337",23,"Hoshangabad"
"2338",23,"Katn"
"2339",23,"Jabalpur"
"234",23,"Gwalior"
"2340",23,"Narsimhapur"
"2341",23,"Dindor"
"2342",23,"Mandla"
"2343",23,"Chhindwara"
"2344",23,"Seoni"
"2345",23,"Balaghat"
"2346",23,"Singrauli"
"2348",23,"Alirajpur"
"2349",23,"Khandwa (east nimar)"
"235",23,"Datia"
"2350",23,"Burhanpur"
"236",23,"Shivpuri"
"237",23,"Guna"
"238",23,"Tikamgarh"
"239",23,"Chhatarpur"
"24",2,"Kullu"
"241",24,"Kachchh"
"2410",24,"Jamnagar"
"2411",24,"Porbandar"
"2412",24,"Junagadh"
"2413",24,"Amreli"
"2414",24,"Bhavnagar"
"2415",24,"Anand"
"2416",24,"Kheda"
"2417",24,"Panch mahals"
"2418",24,"Dohad"
"2419",24,"Vadodara"
"242",24,"Banas kantha"
"2420",24,"Narmada"
"2421",24,"Bharuch"
"2422",24,"Surat"
"2423",24,"The dangs"
"2424",24,"Navsari"
"2425",24,"Valsad"
"2426",24,"Tapi"
"243",24,"Patan"
"244",24,"Mahesana"
"245",24,"Sabar kantha"
"246",24,"Gandhinagar"
"247",24,"Ahmadabad"
"248",24,"Surendranagar"
"249",24,"Rajkot"
"25",2,"Mandi"
"251",25,"Diu"
"252",25,"Daman"
"26",2,"Hamirpur"
"261",26,"Dadra & nagar haveli"
"27",2,"Una"
"271",27,"Nandurba"
"2710",27,"Bhandara"
"2711",27,"Gondiy"
"2712",27,"Gadchiroli"
"2713",27,"Chandrapur"
"2714",27,"Yavatmal"
"2715",27,"Nanded"
"2716",27,"Hingol"
"2717",27,"Parbhani"
"2718",27,"Jalna"
"2719",27,"Aurangabad"
"272",27,"Dhule"
"2720",27,"Nashik"
"2721",27,"Thane"
"2722",27,"Mumbai (suburban"
"2723",27,"Mumbai"
"2724",27,"Raigarh"
"2725",27,"Pune"
"2726",27,"Ahmadnagar"
"2727",27,"Bid"
"2728",27,"Latur"
"2729",27,"Osmanabad"
"273",27,"Jalgaon"
"2730",27,"Solapur"
"2731",27,"Satara"
"2732",27,"Ratnagiri"
"2733",27,"Sindhudurg"
"2734",27,"Kolhapur"
"2735",27,"Sangli"
"274",27,"Buldana"
"275",27,"Akola"
"276",27,"Washi"
"277",27,"Amravati"
"278",27,"Wardha"
"279",27,"Nagpur"
"28",2,"Bilaspur"
"281",28,"Adilabad"
"2810",28,"Khammam"
"2811",28,"Srikakulam"
"2812",28,"Vizianagaram"
"2813",28,"Visakhapatnam"
"2814",28,"East godavari"
"2815",28,"West godavari"
"2816",28,"Krishna"
"2817",28,"Guntur"
"2818",28,"Prakasam"
"2819",28,"Nellore"
"282",28,"Nizamabad"
"2820",28,"Cuddapah"
"2821",28,"Kurnool"
"2822",28,"Anantapur"
"2823",28,"Chittoor"
"283",28,"Karimnagar"
"284",28,"Medak"
"285",28,"Hyderabad"
"286",28,"Rangareddi"
"287",28,"Mahbubnagar"
"288",28,"Nalgonda"
"289",28,"Warangal"
"29",2,"Solan"
"291",29,"Belgaum"
"2910",29,"Uttara kannada"
"2911",29,"Haver"
"2912",29,"Bellary"
"2913",29,"Chitradurga"
"2914",29,"Davanage"
"2915",29,"Shimoga"
"2916",29,"Udup"
"2917",29,"Chikmagalur"
"2918",29,"Tumkur"
"2919",29,"Kolar"
"292",29,"Bagalko"
"2920",29,"Bangalore"
"2921",29,"Bangalore rural"
"2922",29,"Mandya"
"2923",29,"Hassan"
"2924",29,"Dakshina kannada"
"2925",29,"Kodagu"
"2926",29,"Mysore"
"2927",29,"Chamarajanag"
"2928",29,"Chikkaballapura"
"293",29,"Bijapur"
"2930",29,"Ramanagara"
"294",29,"Gulbarga"
"295",29,"Bidar"
"296",29,"Raichur"
"297",29,"Koppa"
"298",29,"Gada"
"299",29,"Dharwad"
"301",30,"North goa"
"302",30,"South goa"
"31",3,"Gurdaspur"
"310",3,"Mog"
"311",31,"Lakshadweep"
"312",3,"Muktsa"
"313",3,"Faridkot"
"314",3,"Bathinda"
"315",3,"Mans"
"316",3,"Sangrur"
"317",3,"Patiala"
"318",3,"Sahibzada ajit singh nagar"
"32",3,"Amritsar"
"320",3,"Barnala"
"321",32,"Kasaragod"
"3210",32,"Kottayam"
"3211",32,"Alappuzha"
"3212",32,"Pathanamthitta"
"3213",32,"Kollam"
"3214",32,"Thiruvananthapuram"
"322",32,"Kannur"
"323",32,"Wayanad"
"324",32,"Kozhikode"
"325",32,"Malappuram"
"326",32,"Palakkad"
"327",32,"Thrissur"
"328",32,"Ernakulam"
"329",32,"Idukki"
"33",3,"Kapurthala"
"331",33,"Thiruvallur"
"3310",33,"Erode"
"3311",33,"The nilgiris"
"3312",33,"Coimbatore"
"3313",33,"Dindigul"
"3314",33,"Karur"
"3315",33,"Tiruchirappalli"
"3316",33,"Perambalur"
"3317",33,"Ariyalur"
"3318",33,"Cuddalore"
"3319",33,"Nagapattinam"
"332",33,"Chennai"
"3320",33,"Thiruvarur"
"3321",33,"Thanjavur"
"3322",33,"Pudukkottai"
"3323",33,"Sivaganga"
"3324",33,"Madurai"
"3325",33,"Theni"
"3326",33,"Virudhunagar"
"3327",33,"Ramanathapuram"
"3328",33,"Thoothukkudi"
"3329",33,"Tirunelveli"
"333",33,"Kancheepuram"
"3330",33,"Kanniyakumari"
"3332",33,"Tiruppur"
"334",33,"Vellore"
"335",33,"Dharmapuri"
"336",33,"Tiruvannamalai"
"337",33,"Viluppuram"
"338",33,"Salem"
"339",33,"Namakkal"
"34",3,"Jalandhar"
"341",34,"Yanam"
"342",34,"Pondicherry"
"343",34,"Mahe"
"344",34,"Karaikal"
"35",3,"Hoshiarpur"
"351",35,"Andamans"
"352",35,"Nicobars"
"36",3,"Nawanshah"
"37",3,"Rupnagar"
"38",3,"Fatehgarh sahi"
"39",3,"Ludhiana"
"61",6,"Panchkul"
"610",6,"Fatehaba"
"611",6,"Sirsa"
"612",6,"Hisar"
"613",6,"Bhiwani"
"614",6,"Rohtak"
"615",6,"Jhajja"
"616",6,"Mahendragarh"
"617",6,"Rewari"
"618",6,"Gurgaon"
"619",6,"Faridabad"
"62",6,"Ambala"
"621",6,"Palwal"
"63",6,"Yamunanagar"
"64",6,"Kurukshetra"
"65",6,"Kaithal"
"66",6,"Karnal"
"67",6,"Panipat"
"68",6,"Sonipat"
"69",6,"Jind"
"71",7,"North west"
"72",7,"North"
"73",7,"North east"
"74",7,"East"
"75",7,"New delhi"
"76",7,"Central"
"77",7,"West"
"78",7,"South west"
"79",7,"South"
"81",8,"Ganganagar"
"810",8,"Sawai madhopur"
"811",8,"Daus"
"812",8,"Jaipur"
"813",8,"Sikar"
"814",8,"Nagaur"
"815",8,"Jodhpur"
"816",8,"Jaisalmer"
"817",8,"Barmer"
"818",8,"Jalor"
"819",8,"Sirohi"
"82",8,"Hanumangar"
"820",8,"Pali"
"821",8,"Ajmer"
"822",8,"Tonk"
"823",8,"Bundi"
"824",8,"Bhilwara"
"825",8,"Rajsaman"
"826",8,"Udaipur"
"827",8,"Dungarpur"
"828",8,"Banswara"
"829",8,"Chittaurgarh"
"83",8,"Bikaner"
"830",8,"Kota"
"831",8,"Bara"
"832",8,"Jhalawar"
"833",8,"Pratapgarh"
"84",8,"Churu"
"85",8,"Jhunjhunun"
"86",8,"Alwar"
"87",8,"Bharatpur"
"88",8,"Dhaulpur"
"89",8,"Karaul"
