nadb_customertype_risk,_ownerid_value,nadb_riskratingindicatorid,_nadb_indicatormethodology_value,_owningbusinessunit_value,_modifiedby_value,modifiedon,_createdby_value,timezoneruleversionnumber,versionnumber,_nadb_projecttype_risk_value,nadb_domain,_createdonbehalfby_value,_owninguser_value,nadb_numberid,_owningteam_value,statuscode,utcconversiontimezonecode,importsequencenumber,_modifiedonbehalfby_value,statecode,nadb_indicatorname,nadb_factortype,createdon,overriddencreatedon
,"c7205e36-d6ee-42c5-8733-e670621cd834","cf9930ab-c154-ea11-a813-000d3a4ed0f6","04c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:19.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005503,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Payment Experience with NADB","",1,,103,"",0,"6.19",,2020-02-21 15:49:19.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","d19930ab-c154-ea11-a813-000d3a4ed0f6","04c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:19.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005504,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Contractor expertise and implementation plan","",1,,103,"",0,"6.2",,2020-02-21 15:49:19.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","d39930ab-c154-ea11-a813-000d3a4ed0f6","04c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:19.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005505,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Availability of replacement contractors","",1,,103,"",0,"6.3",,2020-02-21 15:49:19.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","d59930ab-c154-ea11-a813-000d3a4ed0f6","04c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:19.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005506,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Contract terms","",1,,103,"",0,"6.4",,2020-02-21 15:49:19.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","d79930ab-c154-ea11-a813-000d3a4ed0f6","04c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:19.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005507,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Contractor credit quality and enhancement","",1,,103,"",0,"6.5",,2020-02-21 15:49:19.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","d99930ab-c154-ea11-a813-000d3a4ed0f6","04c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005508,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Scope risk","",1,,103,"",0,"6.6",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","db9930ab-c154-ea11-a813-000d3a4ed0f6","04c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005509,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Cost predictability","",1,,103,"",0,"6.7",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","dd9930ab-c154-ea11-a813-000d3a4ed0f6","04c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005510,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Cost volatility & structural protections","",1,,103,"",0,"6.8",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","df9930ab-c154-ea11-a813-000d3a4ed0f6","04c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005511,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Variability in revenues due to performance deductions","",1,,103,"",0,"6.9",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","e19930ab-c154-ea11-a813-000d3a4ed0f6","06c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005512,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Ratio of Observed Annual O&M Expenses to Budgeted O&M Expenses","",1,,103,"",0,"1.1",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","e39930ab-c154-ea11-a813-000d3a4ed0f6","06c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005513,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","There is a 100% funded Debt Service Reserve Fund in place","",1,,103,"",0,"1.10",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","e59930ab-c154-ea11-a813-000d3a4ed0f6","06c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005514,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Sector Outlook","",1,,103,"",0,"1.11",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","e79930ab-c154-ea11-a813-000d3a4ed0f6","06c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005515,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Project Outlook","",1,,103,"",0,"1.12",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","e99930ab-c154-ea11-a813-000d3a4ed0f6","06c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005516,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Number of times that the ratio of 6-month rolling actual production to (seasonalized) 6-month rolling P99 probability of exceedance production has fallen below 1.0x in the past 12 months","",1,,103,"",0,"1.2",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","eb9930ab-c154-ea11-a813-000d3a4ed0f6","06c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005517,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Historical Debt Service Coverage Ratio","",1,,103,"",0,"1.3",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","ed9930ab-c154-ea11-a813-000d3a4ed0f6","06c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005518,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Historical payment experience with NADB within the last 24 months","",1,,103,"",0,"1.4",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","ef9930ab-c154-ea11-a813-000d3a4ed0f6","06c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005519,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Level of support at the sponsor's corporate level","",1,,103,"",0,"1.5",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","f19930ab-c154-ea11-a813-000d3a4ed0f6","06c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005520,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Full Compliance with Contractual Conditions and Covenants","",1,,103,"",0,"1.6",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","f39930ab-c154-ea11-a813-000d3a4ed0f6","06c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005521,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Experience of O&M Contractor","",1,,103,"",0,"1.7",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","f59930ab-c154-ea11-a813-000d3a4ed0f6","06c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005522,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Term of O&M Agreement","",1,,103,"",0,"1.8",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","f79930ab-c154-ea11-a813-000d3a4ed0f6","06c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005525,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Additional enhancements in place","",1,,103,"",0,"1.9",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","f99930ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005526,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Borrower's Rol in Group","",1,,103,"",0,"10.1",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","fb9930ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005527,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Business Model","",1,,103,"",0,"10.10",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","fd9930ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005528,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Organizational Structure","",1,,103,"",0,"10.11",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","ff9930ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005529,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Management Strategy","",1,,103,"",0,"10.12",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","019a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005530,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Governance Structure","",1,,103,"",0,"10.13",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","039a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005531,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834"," Group Structure","",1,,103,"",0,"10.14",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","059a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005532,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Financial Transparency","",1,,103,"",0,"10.15",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","079a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005533,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Financial Margin /Revenues","",1,,103,"",0,"10.16",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","099a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005534,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","EBITA Margin (Operating EBIT / Revenues)","",1,,103,"",0,"10.17",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","0b9a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005535,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Total Debt to Revenues (x)","",1,,103,"",0,"10.18",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","0d9a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005536,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Total Liabilities / Equity","",1,,103,"",0,"10.19",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","0f9a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005537,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Implications of Default","",1,,103,"",0,"10.2",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","119a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005538,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Liquidity Ratio= (Available cash + undrawn portion of committed facilities)/Current Liabilites","",1,,103,"",0,"10.20",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","139a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005539,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Interest Coverage = EBIT / Interest Expense","",1,,103,"",0,"10.21",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","159a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005540,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Guaranty Type","",1,,103,"",0,"10.22",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","179a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005541,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Debt Service Reserve Fund","",1,,103,"",0,"10.23",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","199a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005542,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Financial structure of payment (Primary source)","",1,,103,"",0,"10.24",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","1b9a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005543,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Full Compliance with Contractual Conditions and Covenants","",1,,103,"",0,"10.25",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","1d9a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005544,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Payment Experience with NADB","",1,,103,"",0,"10.26",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","1f9a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005545,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Level of Integration","",1,,103,"",0,"10.3",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","219a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005546,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","History of Support","",1,,103,"",0,"10.4",,2020-02-21 15:49:20.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","239a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:20.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005547,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Performance and Prospects","",1,,103,"",0,"10.5",,2020-02-21 15:49:20.000,
