overriddencreatedon,nadb_projectid_proj,traversedpath,nadb_warranty_plad,nadb_repaymentsource_plad,timezoneruleversionnumber,_owningbusinessunit_value,nadb_sponsoracceptancedate_pj,nadb_name,nadb_dscrdefault,nadb_projectdescriptionenglish,nadb_oneyearoperationalert_pj,utcconversiontimezonecode,nadb_dscrcashtrap,nadb_opportunitydescription_pj,nadb_nabdabkprojectid,modifiedon,statecode,nadb_creditratingofftaker_plad,processid,nadb_requirement_plad,createdon,_createdby_value,_modifiedby_value,_nadb_projectcategory_pj_value,importsequencenumber,nadb_projectdescriptionspanish_pj,_nadb_ownerbackup_ladmin_value,_createdonbehalfby_value,nadb_dateandinforeviewed,_ownerid_value,_nadb_originppportunity_proj_value,_stageid_value,_owninguser_value,nadb_offtaker_plad,nadb_closeoutreportcomplete_pj,_nadb_projecttype_pj_value,nadb_closeoutreportsubmitted_pj,nadb_projectprogram,nadb_loantype_plad,_owningteam_value,nadb_projectregion_pj,nadb_observed_plad,statuscode,_modifiedonbehalfby_value,versionnumber,nadb_workgroup_pj,_nadb_currentsponsor_loa_value
,"8000482","","","",,"45adc747-bcd0-e911-a964-000d3a4f1a4f",,"Mexicali",,"",,,,"","7ba616c1-49d4-e911-a983-000d3a4e83d0",2019-09-17 18:59:46.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","8e6797a1-95d0-e911-a978-000d3a4e8ef8","02aaed5a-11d4-e911-a976-000d3a4e890b","","8e6797a1-95d0-e911-a978-000d3a4e8ef8","",False,"863e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",13762290,,""
,"8000908","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Reynosa-2",,"",,,,"","7da616c1-49d4-e911-a983-000d3a4e83d0",2019-09-18 17:35:26.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","68a8ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"863e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",2495873,,""
,"8000627","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"SLRC AQ",,"",,,,"","81a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-17 18:59:46.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","e6a9ed5a-11d4-e911-a976-000d3a4e890b","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"6c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",2454231,,""
,"0000895","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Santa Maria Solar",,"",,,,"","83a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","","","7a6797a1-95d0-e911-a978-000d3a4e8ef8","c4a9ed5a-11d4-e911-a976-000d3a4e890b","","7a6797a1-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999103,,""
,"8000328","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"SEPV Imperial Solar",,"",,,,"","85a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","","","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","c8a9ed5a-11d4-e911-a976-000d3a4e890b","","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999105,,""
,"8000322","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Ramona Solar 2",,"",,,,"","87a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","cca9ed5a-11d4-e911-a976-000d3a4e890b","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999106,,""
,"8000322","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Ramona Solar 1",,"",,,,"","89a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","cca9ed5a-11d4-e911-a976-000d3a4e890b","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999107,,""
,"8000321","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Valley Center Solar 2",,"",,,,"","8ba616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","d0a9ed5a-11d4-e911-a976-000d3a4e890b","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999108,,""
,"8000321","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Valley Center Solar 1",,"",,,,"","8da616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","d0a9ed5a-11d4-e911-a976-000d3a4e890b","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999109,,""
,"8000548","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Juarez Cogeneration",,"",,,,"","8fa616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","e2a9ed5a-11d4-e911-a976-000d3a4e890b","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999110,,""
,"8000483","","","",,"45adc747-bcd0-e911-a964-000d3a4f1a4f",,"Tecate-2",,"",,,,"","91a616c1-49d4-e911-a983-000d3a4e83d0",2020-03-02 20:13:40.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","8e6797a1-95d0-e911-a978-000d3a4e8ef8","5eaaed5a-11d4-e911-a976-000d3a4e890b","","8e6797a1-95d0-e911-a978-000d3a4e8ef8","",False,"8c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",13762291,,""
,"8000483","","","",,"45adc747-bcd0-e911-a964-000d3a4f1a4f",,"Tecate II-WW LOAN BC4831",,"",,,,"","93a616c1-49d4-e911-a983-000d3a4e83d0",2020-03-02 20:13:40.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","8e6797a1-95d0-e911-a978-000d3a4e8ef8","5eaaed5a-11d4-e911-a976-000d3a4e890b","","8e6797a1-95d0-e911-a978-000d3a4e8ef8","",False,"7c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",13762292,,""
,"8000806","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Ventika Wind",,"",,,,"","95a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","197cf7ae-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","f6a9ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999113,,""
,"8000810","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Ventika II Wind",,"",,,,"","97a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","197cf7ae-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","f8a9ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999114,,""
,"0000865","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Vicente Guerrero Wind",,"",,,,"","99a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","faa9ed5a-11d4-e911-a976-000d3a4e890b","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999115,,""
,"8000938","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Victoria Wind",,"",,,,"","9ba616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","fca9ed5a-11d4-e911-a976-000d3a4e890b","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999116,,""
,"8000510","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"El Porvenir",,"",,,,"","9da616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","10aaed5a-11d4-e911-a976-000d3a4e890b","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"863e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999117,,""
,"8000512","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Guadalupe",,"",,,,"","9fa616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","12aaed5a-11d4-e911-a976-000d3a4e890b","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"863e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999118,,""
,"8000525","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Porfirio Parra",,"",,,,"","a1a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-18 18:03:56.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","16aaed5a-11d4-e911-a976-000d3a4e890b","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"863e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",2496791,,""
,"8000918","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Air Quality and Street Paving Project in Nuevo Laredo, Tamaulipas",,"",,,,"","a3a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-17 18:59:46.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","08a8ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"6c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",2454225,,""
,"8000025","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"San Benito-B",,"",,,,"","a5a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","66aaed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"8c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999122,,""
,"8000025","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"San Benito-A",,"",,,,"","a7a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","66aaed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"8c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999123,,""
,"8000913","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Río Bravo",,"",,,,"","a9a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","99aaed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"8c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999124,,""
,"8000658","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Naco-2",,"",,,,"","aba616c1-49d4-e911-a983-000d3a4e83d0",2019-09-17 18:59:46.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","8e6797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","56a9ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"6c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",2454223,,""
,"8000958","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Tres Mesas Wind Energy Project in Llera de Canales, Tamaulipas",,"",,,,"","d4998c74-7ed9-e911-a97c-000d3a4e8ef8",2019-09-17 19:08:07.000,0,"","","",2019-09-17 19:08:07.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",40,"","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","f0a9ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",2454544,,""
,"8000034","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Wastewater Collection System Improvements in Pharr, Texas",,"",,,,"","d6998c74-7ed9-e911-a97c-000d3a4e8ef8",2019-09-17 19:08:07.000,0,"","","",2019-09-17 19:08:07.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",40,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","2caaed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"863e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",5921413,,""
,"8000802","","","",,"45adc747-bcd0-e911-a964-000d3a4f1a4f",,"Monterrey, NL - Treated wastewater distribution network expansion project",,"",,,,"","d8998c74-7ed9-e911-a97c-000d3a4e8ef8",2019-09-17 19:08:07.000,0,"","","",2019-09-17 19:08:07.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",40,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","8e6797a1-95d0-e911-a978-000d3a4e8ef8","46a9ed5a-11d4-e911-a976-000d3a4e890b","","8e6797a1-95d0-e911-a978-000d3a4e8ef8","",False,"863e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",13762293,,""
,"8000605","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Water Supply and Distribution Project (Phase I) Nogales, Sonora",,"",,,,"","da998c74-7ed9-e911-a97c-000d3a4e8ef8",2019-09-17 19:08:07.000,0,"","","",2019-09-17 19:08:07.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",40,"","8e6797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","a1aaed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"883e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",2454547,,""
,"8000526","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Wastewater Collection and Treatment Project in Praxedis G. Guerrero, Chihuahua",,"",,,,"","dc998c74-7ed9-e911-a97c-000d3a4e8ef8",2019-10-14 23:45:32.000,0,"","","",2019-09-17 19:08:07.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",40,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","80a8ed5a-11d4-e911-a976-000d3a4e890b","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"863e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",5927996,,""
,"0000748","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"El Porvenir Wind Project",,"",,,,"","de998c74-7ed9-e911-a97c-000d3a4e8ef8",2019-09-17 19:08:07.000,0,"","","",2019-09-17 19:08:07.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",40,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","bea8ed5a-11d4-e911-a976-000d3a4e890b","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",2454550,,""
,"8000927","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Matamoros (8)",,"",,,,"","e0998c74-7ed9-e911-a97c-000d3a4e8ef8",2019-09-17 19:08:07.000,0,"","","",2019-09-17 19:08:07.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",40,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","18a9ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"8c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",2454551,,""
,"0000998","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"CE Project esVolta Energy Storage California",,"",,,,"","13f778e6-af64-ea11-a811-000d3a4e6589",2020-04-03 15:00:12.000,0,"","","",2020-03-12 22:22:12.000,"c7205e36-d6ee-42c5-8733-e670621cd834","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",,"","1451ffa8-95d0-e911-a978-000d3a4e8ef8","","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","46a8ed5a-11d4-e911-a976-000d3a4e890b","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,180830001,"",,"",1,"197cf7ae-95d0-e911-a978-000d3a4e8ef8",14808225,,"53c940c0-47f4-e911-a971-000d3a4e8995"
,"0000933","","","",,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",,"WWTP Improvements and Operation in Chih-Loan",,"",,,,"","bc8edcb4-6c39-ea11-a812-000d3a4e6589",2020-01-17 21:02:50.000,0,"","","",2020-01-17 21:02:50.000,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","",,"","","","","c7205e36-d6ee-42c5-8733-e670621cd834","bfaaed5a-11d4-e911-a976-000d3a4e890b","","c7205e36-d6ee-42c5-8733-e670621cd834","",False,"863e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",11429147,,""
,"0000809","","","",,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",,"Presidio Water System Improvement",,"",,,,"","adc42152-5c20-ea11-a812-000d3a4e6dc6",2019-12-16 23:32:30.000,0,"","","",2019-12-16 23:32:30.000,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","",,"","","","","c7205e36-d6ee-42c5-8733-e670621cd834","8ea9ed5a-11d4-e911-a976-000d3a4e890b","","c7205e36-d6ee-42c5-8733-e670621cd834","",False,"883e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",8235038,,""
,"0000993","","","",,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",,"SW Project Landfill Cell in Maverick County TX",,"",,,,"","fa171170-bb5d-ea11-a811-000d3a4ed4e6",2020-03-04 01:57:07.000,0,"","","",2020-03-04 01:57:07.000,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","",,"","","","","c7205e36-d6ee-42c5-8733-e670621cd834","eca9ed5a-11d4-e911-a976-000d3a4e890b","","c7205e36-d6ee-42c5-8733-e670621cd834","",False,"823e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",12889110,,""
,"0000996","","","",,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",,"CE Project Don Diego Solar Sonora, Mexico",,"",,,,"","d65e8a03-e20b-ea11-a814-000d3a4ed4e6",2019-11-20 22:06:42.000,0,"","","",2019-11-20 22:06:42.000,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","",,"","","","","c7205e36-d6ee-42c5-8733-e670621cd834","3ea8ed5a-11d4-e911-a976-000d3a4e890b","","c7205e36-d6ee-42c5-8733-e670621cd834","",False,"803e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",6710142,,""
,"8000328","","","",,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",,"SEPV Imperial Solar Project",,"",,,,"","a84653d7-720d-ea11-a812-000d3a4ed7ce",2019-11-22 21:55:54.000,0,"","","",2019-11-22 21:55:54.000,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","",,"","","","","c7205e36-d6ee-42c5-8733-e670621cd834","c8a9ed5a-11d4-e911-a976-000d3a4e890b","","c7205e36-d6ee-42c5-8733-e670621cd834","",False,"803e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",6795506,,""
,"0000916","","","",,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",,"CE Proj Wind Energy Thermion Financing Delaro Reynosa",,"",,,,"","4a719655-1221-ea11-a814-000d3a4ed7ce",2019-12-17 21:15:32.000,0,"","","",2019-12-17 21:15:32.000,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","",,"","","","","c7205e36-d6ee-42c5-8733-e670621cd834","3aa8ed5a-11d4-e911-a976-000d3a4e890b","","c7205e36-d6ee-42c5-8733-e670621cd834","",False,"8e3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",8287276,,""
