numero_boletim,data hora_boletim,data_inclusao,tipo_acidente,desc_tipo_acidente,cod_tempo,desc_tempo,cod_pavimento,pavimento,cod_regional,desc_regional,origem_boletim,local_sinalizado,velocidade_permitida,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,valor_ups,descricao_ups,data_alteracao_smsa,valor_ups_antiga,descricao_ups_antiga
2018-022607475-001,2018-05-22 07:33:00.000,2018-05-22 07:36:00.000, H02002,CAPOTAMENTO/TOMBAMENTO COM VITIMA,1,BOM,1,ASFALTO,25,PAMPULHA,POLICIA MILITAR,NÃO,0,0,0,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-008936326-001,2018-02-27 14:32:00.000,2018-02-27 14:34:00.000, H02002,CAPOTAMENTO/TOMBAMENTO COM VITIMA,1,BOM,1,ASFALTO,22,NOROESTE,POLICIA MILITAR,NÃO,60,0,0,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-026738666-001,2018-06-18 09:02:00.000,2018-06-18 09:45:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,25,PAMPULHA,POLICIA MILITAR,NÃO,0,60422381,779945989,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-005388846-001,2018-02-06 03:54:00.000,2018-02-06 06:36:00.000, H01002,ABALROAMENTO COM VITIMA,2,CHUVA,1,ASFALTO,25,PAMPULHA,POLICIA MILITAR,NÃO,0,60583661,779862466,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-018972920-001,2018-04-29 16:12:00.000,2018-04-29 17:39:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,22,NOROESTE,POLICIA MILITAR,NÃO,0,60783988,779868977,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-003510510-001,2018-01-24 17:16:00.000,2018-01-24 20:17:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,20,LESTE,POLICIA MILITAR,NÃO,0,61398913,780051539,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-011643668-001,2018-03-15 04:24:00.000,2018-03-15 05:21:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,22,NOROESTE,POLICIA MILITAR,NÃO,0,60747783,779772394,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-027982891-001,2018-06-25 18:33:00.000,2018-06-25 19:16:00.000, H08002,CHOQUE MECANICO COM VITIMA,1,BOM,1,ASFALTO,23,NORTE,POLICIA MILITAR,NÃO,0,61060989,780748814,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-033143156-001,2018-07-27 16:21:00.000,2018-07-27 16:43:00.000, H06002,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL,1,BOM,1,ASFALTO,26,VENDA NOVA,POLICIA MILITAR,NÃO,0,60783636,780964841,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-046046363-001,2018-10-15 09:38:00.000,2018-10-15 10:38:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,26,VENDA NOVA,POLICIA MILITAR,NÃO,0,60538602,780998188,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-055313307-001,2018-12-12 16:04:00.000,2018-12-12 16:43:00.000, H06002,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,61010456,779651169,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-044741646-001,2018-10-06 19:40:00.000,2018-10-06 21:23:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,25,PAMPULHA,POLICIA MILITAR,NÃO,0,60573346,780221432,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-026252997-001,2018-06-14 17:33:00.000,2018-06-14 18:45:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,18,BARREIRO,POLICIA MILITAR,NÃO,0,59906091,778994598,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-026162927-001,2018-06-14 09:36:00.000,2018-06-14 10:17:00.000, H08002,CHOQUE MECANICO COM VITIMA,1,BOM,1,ASFALTO,21,NORDESTE,POLICIA MILITAR,NÃO,60,61127712,779863717,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-011780177-002,2018-03-15 19:00:00.000,2018-03-22 16:31:00.000, H06002,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL,0,NAO INFORMADO,0,NAO INFORMADO,0,,POLICIA CIVIL,NÃO,0,60993971,780197735,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-042451516-001,2018-09-22 17:49:00.000,2018-09-22 18:36:00.000, H06002,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL,0,NAO INFORMADO,0,NAO INFORMADO,18,BARREIRO,POLICIA MILITAR,NÃO,0,60364983,778984339,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-053629373-001,2018-12-02 03:12:00.000,2018-12-02 04:04:00.000, H02002,CAPOTAMENTO/TOMBAMENTO COM VITIMA,1,BOM,1,ASFALTO,23,NORTE,POLICIA MILITAR,NÃO,0,61169588,780478298,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-007559917-001,2018-02-19 06:45:00.000,2018-02-19 14:30:00.000, H02002,CAPOTAMENTO/TOMBAMENTO COM VITIMA,1,BOM,1,ASFALTO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,60382898,779402279,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-051142861-001,2018-11-14 04:30:00.000,2018-11-16 10:30:00.000, H08002,CHOQUE MECANICO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,24,OESTE,POLICIA MILITAR,NÃO,0,60693039,779489198,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-051828113-001,2018-11-20 19:15:00.000,2018-11-20 19:51:00.000, H02002,CAPOTAMENTO/TOMBAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,22,NOROESTE,POLICIA MILITAR,NÃO,0,60599110,779631457,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-025911615-001,2018-06-12 17:46:00.000,2018-06-12 18:49:00.000, H08002,CHOQUE MECANICO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,25,PAMPULHA,POLICIA MILITAR,NÃO,0,60771518,780265607,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-005334160-001,2018-02-05 18:10:00.000,2018-02-05 18:28:00.000, H02002,CAPOTAMENTO/TOMBAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,61298587,779675829,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-002921393-001,2018-01-20 23:05:00.000,2018-01-21 00:41:00.000, H09002,COLISAO DE VEICULOS COM VITIMA,1,BOM,1,ASFALTO,23,NORTE,POLICIA MILITAR,NÃO,0,61099923,780957490,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-014536815-001,2018-04-02 02:58:00.000,2018-04-02 03:36:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,26,VENDA NOVA,POLICIA MILITAR,NÃO,0,60799593,780928961,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-014931322-001,2018-04-04 10:14:00.000,2018-04-04 10:56:00.000, H08002,CHOQUE MECANICO COM VITIMA,1,BOM,1,ASFALTO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,61121274,779505713,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-030112742-001,2018-07-09 09:26:00.000,2018-07-09 10:03:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,0,0,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-028094069-001,2018-06-26 12:59:00.000,2018-06-26 13:55:00.000, H08002,CHOQUE MECANICO COM VITIMA,1,BOM,1,ASFALTO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,61049388,779261702,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-049034988-002,2018-11-02 15:18:00.000,2018-11-02 16:20:00.000, H08002,CHOQUE MECANICO COM VITIMA,4,NUBLADO,1,ASFALTO,20,LESTE,POLICIA MILITAR,NÃO,0,61272842,779849469,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-022038781-001,2018-05-18 12:19:00.000,2018-05-18 14:05:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,18,BARREIRO,POLICIA MILITAR,NÃO,0,0,0,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-044078640-001,2018-10-02 17:34:00.000,2018-10-02 18:22:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,25,PAMPULHA,POLICIA MILITAR,NÃO,0,60537237,780642758,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-055081993-001,2018-12-11 08:56:00.000,2018-12-11 11:13:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,25,PAMPULHA,POLICIA MILITAR,NÃO,0,60529940,780535073,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-043123298-001,2018-09-26 19:14:00.000,2018-09-26 19:34:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,18,BARREIRO,POLICIA MILITAR,NÃO,0,60089204,778877119,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-012716199-001,2018-03-21 14:29:00.000,2018-03-21 15:03:00.000, H01002,ABALROAMENTO COM VITIMA,4,NUBLADO,1,ASFALTO,24,OESTE,POLICIA MILITAR,NÃO,0,0,0,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-020328386-001,2018-05-08 14:04:00.000,2018-05-08 14:08:00.000, H08002,CHOQUE MECANICO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,22,NOROESTE,POLICIA MILITAR,NÃO,0,60582106,779861344,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-039627616-001,2018-09-05 07:23:00.000,2018-09-05 07:59:00.000, H06002,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL,0,NAO INFORMADO,0,NAO INFORMADO,18,BARREIRO,POLICIA MILITAR,NÃO,0,0,0,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-054209017-001,2018-12-05 17:16:00.000,2018-12-05 17:34:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,18,BARREIRO,POLICIA MILITAR,NÃO,0,60272511,778934676,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-046106511-001,2018-10-15 15:40:00.000,2018-10-15 16:05:00.000, H04000,QUEDA DE PESSOA DE VEICULO,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,61154442,779689058,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-031991282-001,2018-07-20 11:53:00.000,2018-07-20 12:09:00.000, H06002,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL,1,BOM,1,ASFALTO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,61171694,779622724,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-018012751-001,2018-02-23 08:10:00.000,2018-02-23 08:10:00.000, H06002,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL,0,NAO INFORMADO,1,ASFALTO,21,NORDESTE,NI,NÃO,0,60855021,778912968,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-038191752-001,2018-08-26 18:30:00.000,2018-08-27 13:54:00.000, H08002,CHOQUE MECANICO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,24,OESTE,POLICIA MILITAR,NÃO,0,60439540,779316063,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-054136719-001,2018-09-26 14:30:00.000,2018-12-05 10:46:00.000, H99002,OUTROS COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,21,NORDESTE,POLICIA CIVIL,NÃO,0,61004051,780024736,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-008251176-001,2018-02-23 09:22:00.000,2018-02-23 10:13:00.000, H01002,ABALROAMENTO COM VITIMA,4,NUBLADO,1,ASFALTO,25,PAMPULHA,POLICIA MILITAR,NÃO,0,60473780,780477695,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-051669838-001,2018-11-19 19:37:00.000,2018-11-19 20:17:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,26,VENDA NOVA,POLICIA MILITAR,NÃO,0,60605379,780954630,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-048243053-001,2018-10-26 17:10:00.000,2018-10-28 16:28:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,26,VENDA NOVA,POLICIA MILITAR,NÃO,0,60748700,780808881,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-009711721-001,2018-03-03 17:37:00.000,2018-03-03 21:11:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,25,PAMPULHA,POLICIA MILITAR,NÃO,0,60395359,780184494,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-053501417-001,2018-11-30 23:17:00.000,2018-12-01 02:00:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,23,NORTE,POLICIA MILITAR,NÃO,60,61293509,780450457,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-035080297-001,2018-08-08 17:37:00.000,2018-08-08 18:15:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,18,BARREIRO,POLICIA MILITAR,NÃO,0,60440222,779035416,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-029315103-001,2018-07-03 23:30:00.000,2018-07-04 01:03:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,26,VENDA NOVA,POLICIA MILITAR,NÃO,0,0,0,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-050934029-001,2018-11-14 19:00:00.000,2018-11-14 19:09:00.000, H06002,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL,1,BOM,1,ASFALTO,21,NORDESTE,POLICIA MILITAR,NÃO,0,61194890,780153698,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-049243652-001,2018-11-04 01:49:00.000,2018-11-04 08:35:00.000, H08002,CHOQUE MECANICO COM VITIMA,1,BOM,1,ASFALTO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,0,0,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-048440429-001,2018-10-29 19:42:00.000,2018-10-29 19:45:00.000, H06002,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL,0,NAO INFORMADO,0,NAO INFORMADO,23,NORTE,POLICIA MILITAR,NÃO,0,61106653,780806912,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-051077704-001,2018-11-15 19:36:00.000,2018-11-15 20:22:00.000, H08002,CHOQUE MECANICO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,21,NORDESTE,POLICIA MILITAR,NÃO,0,61205573,780147093,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-011688621-001,2018-03-15 11:51:00.000,2018-03-15 11:55:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,18,BARREIRO,POLICIA MILITAR,NÃO,0,60396159,778811926,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-018812002-001,2018-04-28 12:26:00.000,2018-04-28 13:45:00.000, H09002,COLISAO DE VEICULOS COM VITIMA,1,BOM,1,ASFALTO,22,NOROESTE,POLICIA MILITAR,NÃO,0,60391529,779886002,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-002060443-001,2018-01-15 11:54:00.000,2018-01-15 14:06:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,60972565,779690008,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-009015411-001,2018-02-27 20:19:00.000,2018-02-27 20:57:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,61142835,779731721,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-040586532-001,2018-07-27 06:20:00.000,2018-09-11 10:28:00.000, H09002,COLISAO DE VEICULOS COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,20,LESTE,POLICIA CIVIL,NÃO,0,61370631,779836534,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-022404767-001,2018-05-20 23:52:00.000,2018-05-21 00:44:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,22,NOROESTE,POLICIA MILITAR,NÃO,0,60582106,779861344,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-034063280-001,2018-08-02 10:29:00.000,2018-08-02 13:59:00.000, H02002,CAPOTAMENTO/TOMBAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,24,OESTE,POLICIA MILITAR,NÃO,0,0,0,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-016988614-001,2018-04-17 08:55:00.000,2018-04-17 09:40:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,61188836,779415907,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-009957710-001,2018-03-05 14:02:00.000,2018-03-05 14:40:00.000, H06002,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL,1,BOM,1,ASFALTO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,61061999,779753347,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-032562661-001,2018-07-24 07:41:00.000,2018-07-24 08:04:00.000, H08002,CHOQUE MECANICO COM VITIMA,1,BOM,1,ASFALTO,25,PAMPULHA,POLICIA MILITAR,NÃO,0,60583661,779862466,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-054915231-001,2018-12-10 12:28:00.000,2018-12-10 12:41:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,22,NOROESTE,POLICIA MILITAR,NÃO,0,0,0,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-055412428-001,2018-12-13 09:54:00.000,2018-12-13 10:09:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,21,NORDESTE,POLICIA MILITAR,NÃO,0,61299220,780076573,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-032208416-001,2018-07-21 19:34:00.000,2018-07-21 20:19:00.000, H06002,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL,1,BOM,1,ASFALTO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,61106809,779760105,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-014987420-001,2018-04-04 06:20:00.000,2018-04-04 16:18:00.000, H02002,CAPOTAMENTO/TOMBAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,25,PAMPULHA,POLICIA MILITAR,NÃO,0,60565035,780598561,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-051409230-001,2018-11-18 05:10:00.000,2018-11-18 05:35:00.000, H08002,CHOQUE MECANICO COM VITIMA,1,BOM,1,ASFALTO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,60968989,779690975,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-036843529-001,2018-08-19 12:20:00.000,2018-08-19 13:05:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,21,NORDESTE,POLICIA MILITAR,NÃO,0,61390930,780347108,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2019-013067284-001,2018-11-01 15:30:00.000,2019-03-21 13:56:00.000, H09002,COLISAO DE VEICULOS COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA CIVIL,NÃO,0,61015468,779657793,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-056186905-001,2018-12-18 12:52:00.000,2018-12-18 12:53:00.000, H09002,COLISAO DE VEICULOS COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,25,PAMPULHA,POLICIA MILITAR,NÃO,0,60914029,780320741,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-024677606-001,2018-05-27 11:50:00.000,2018-06-05 11:30:00.000, H09002,COLISAO DE VEICULOS COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA CIVIL,NÃO,0,61194501,779436631,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-002703098-001,2018-01-19 11:50:00.000,2018-01-19 13:34:00.000, H08002,CHOQUE MECANICO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,20,LESTE,POLICIA MILITAR,NÃO,0,61129322,779864798,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-038912453-001,2018-08-31 13:05:00.000,2018-08-31 14:26:00.000, H08002,CHOQUE MECANICO COM VITIMA,1,BOM,1,ASFALTO,25,PAMPULHA,POLICIA MILITAR,NÃO,0,60529239,780377482,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-041123776-001,2018-09-14 10:59:00.000,2018-09-14 11:58:00.000, H02002,CAPOTAMENTO/TOMBAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,24,OESTE,POLICIA MILITAR,NÃO,0,60644506,779621755,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
