responseID,responseID_primary key_cleaned,Interesting,Work situation,Personal DV,Professional DV,Independence,Industry salary,Promotion,Performance salary,Security,Fast career DV,International work,High status
526,386,5,2,5,5,5,4,4,3,4,3,4,3
527,387,5,5,5,5,4,3,4,3,5,4,3,2
547,401,5,5,5,5,4,4,4,3,5,5,1,5
550,404,5,5,5,5,4,4,4,4,4,5,5,4
584,426,5,5,5,5,4,4,4,1,4,3,1,3
596,434,5,3,5,5,3,4,4,3,3,3,5,3
632,458,5,3,5,5,4,4,4,4,5,4,2,2
636,461,5,4,5,5,3,4,4,3,4,4,2,3
646,470,5,2,5,5,5,5,4,5,5,5,5,5
648,472,5,4,5,5,4,4,4,3,4,4,2,3
653,474,5,5,5,5,4,3,4,3,5,5,2,3
670,485,5,4,5,5,4,3,4,3,3,4,5,2
672,486,5,5,5,5,4,3,4,2,3,3,5,4
676,489,5,4,5,5,4,4,4,3,3,4,3,3
694,499,5,5,5,5,4,3,4,1,5,2,2,1
713,512,5,4,5,5,3,4,4,3,4,5,1,3
718,516,5,5,5,5,5,4,4,5,3,4,5,5
719,517,5,5,5,5,4,4,4,3,4,4,4,2
743,535,5,5,5,5,4,4,4,4,5,4,1,3
744,536,5,4,5,5,4,3,4,3,4,4,3,3
792,563,5,3,5,5,5,4,4,4,4,3,3,2
829,585,5,5,5,5,5,4,4,3,5,4,2,3
840,593,5,4,5,5,4,3,4,3,3,4,4,3
875,611,5,2,5,5,3,4,4,2,4,3,3,2
878,613,5,2,5,5,3,4,4,2,1,5,1,4
881,616,5,5,5,5,4,4,4,3,4,4,1,2
890,622,5,3,5,5,5,4,4,2,5,2,2,2
901,629,5,3,5,5,5,5,4,3,3,4,5,4
907,634,5,5,5,5,4,4,4,3,2,4,3,4
916,639,5,5,5,5,3,5,4,3,4,4,2,4
935,650,5,5,5,5,3,3,4,2,4,4,2,3
938,652,5,3,5,5,3,3,4,3,5,4,1,2
942,653,5,5,5,5,4,3,4,3,4,5,5,3
991,685,5,4,5,5,4,4,4,4,5,4,3,3
1001,690,5,4,5,5,3,4,4,4,4,4,3,3
1012,697,5,3,5,5,3,4,4,1,5,4,3,3
1057,723,5,5,5,5,3,3,4,3,4,4,3,3
1067,727,5,4,5,5,5,3,4,5,2,4,4,4
1078,734,5,5,5,5,5,5,4,3,5,5,4,5
1095,744,5,3,5,5,5,4,4,5,4,4,2,3
1126,765,5,5,5,5,4,3,4,3,4,3,2,2
1127,766,5,5,5,5,3,4,4,3,4,4,2,2
1150,782,5,4,5,5,5,5,4,4,3,4,4,4
1172,795,5,3,5,5,4,4,4,1,2,4,1,1
1188,805,5,5,5,5,3,4,4,4,4,4,3,3
1190,807,5,3,5,5,4,4,4,2,5,3,1,2
1219,822,5,3,5,5,3,2,4,1,4,3,3,3
1,1,5,5,5,5,5,4,5,4,4,3,1,2
4,4,5,5,5,5,4,4,5,2,5,3,2,3
40,33,5,5,5,5,5,5,5,4,3,4,5,4
50,41,5,5,5,5,3,3,5,3,5,4,5,3
73,61,5,5,5,5,5,3,5,5,5,3,2,2
96,80,5,5,5,5,4,4,5,3,5,3,1,1
98,81,5,4,5,5,3,3,5,5,4,3,2,3
101,83,5,5,5,5,4,4,5,5,3,4,5,5
118,95,5,3,5,5,5,3,5,1,4,5,3,2
124,101,5,5,5,5,5,4,5,5,3,4,1,1
177,140,5,5,5,5,4,4,5,3,5,3,2,3
215,160,5,5,5,5,5,4,5,2,2,3,3,3
216,161,5,3,5,5,5,4,5,3,5,5,2,3
242,177,5,5,5,5,5,4,5,2,2,5,5,4
259,189,5,4,5,5,5,4,5,4,4,4,6,3
308,224,5,5,5,5,5,5,5,1,3,3,1,1
331,237,5,5,5,5,5,4,5,1,5,2,4,1
337,243,5,4,5,5,5,4,5,6,5,4,6,4
409,299,5,4,5,5,5,5,5,5,5,5,2,4
410,300,5,5,5,5,5,5,5,4,5,5,5,5
411,301,5,5,5,5,4,3,5,3,4,3,1,6
417,306,5,4,5,5,3,4,5,2,3,3,1,3
427,312,5,3,5,5,4,4,5,3,5,4,4,4
430,315,5,4,5,5,5,5,5,4,5,4,3,4
448,327,5,5,5,5,5,5,5,4,5,2,1,3
471,345,5,5,5,5,5,5,5,4,5,5,3,3
519,381,5,5,5,5,5,5,5,4,5,5,2,5
531,389,5,4,5,5,4,4,5,4,5,3,2,3
541,398,5,4,5,5,4,2,5,4,5,4,3,4
549,403,5,5,5,5,4,3,5,2,4,4,2,2
555,409,5,5,5,5,4,3,5,1,3,3,3,2
562,413,5,4,5,5,5,5,5,5,5,3,5,5
564,414,5,5,5,5,5,4,5,1,5,5,5,3
579,424,5,4,5,5,4,5,5,5,5,4,2,4
610,443,5,5,5,5,5,3,5,2,5,3,5,5
615,446,5,4,5,5,4,1,5,3,4,4,3,3
616,447,5,4,5,5,3,4,5,4,4,3,3,4
637,462,5,4,5,5,5,5,5,5,4,5,5,4
642,467,5,4,5,5,4,4,5,3,5,4,3,3
660,477,5,4,5,5,5,4,5,2,5,4,4,2
677,490,5,3,5,5,5,3,5,4,3,4,5,2
702,506,5,3,5,5,4,5,5,4,3,4,3,4
717,515,5,5,5,5,5,5,5,5,5,4,1,5
728,524,5,5,5,5,5,5,5,5,5,5,2,5
749,541,5,3,5,5,5,3,5,4,4,2,2,1
753,544,5,5,5,5,5,5,5,5,5,5,5,5
765,549,5,5,5,5,4,5,5,2,4,4,2,2
766,550,5,2,5,5,4,4,5,4,5,4,4,2
802,569,5,4,5,5,5,4,5,4,5,4,3,3
817,577,5,5,5,5,5,4,5,4,5,5,2,4
823,580,5,5,5,5,5,5,5,5,4,5,1,3
882,617,5,5,5,5,5,4,5,5,5,5,2,3
896,627,5,4,5,5,4,2,5,3,5,3,3,1
898,628,5,4,5,5,4,4,5,4,5,5,5,5
912,637,5,5,5,5,3,4,5,4,5,5,3,1
924,645,5,5,5,5,3,4,5,4,5,4,4,4
933,649,5,5,5,5,4,4,5,4,4,4,3,4
945,656,5,5,5,5,5,4,5,5,5,4,6,4
971,673,5,5,5,5,4,4,5,4,5,3,3,3
1014,699,5,4,5,5,3,5,5,6,5,3,3,4
1015,700,5,4,5,5,5,4,5,2,5,3,3,3
1033,712,5,5,5,5,5,5,5,3,4,4,1,1
1055,722,5,5,5,5,4,4,5,4,5,5,2,4
1059,724,5,5,5,5,5,5,5,5,5,5,5,5
1071,731,5,3,5,5,5,5,5,3,3,4,5,5
1072,732,5,5,5,5,5,1,5,1,5,2,5,1
1079,735,5,4,5,5,4,4,5,4,2,4,5,3
1082,737,5,4,5,5,4,5,5,5,5,4,1,3
1113,755,5,4,5,5,5,5,5,4,4,4,1,4
1144,777,5,5,5,5,5,5,5,3,6,4,4,3
1154,784,5,5,5,5,5,5,5,5,5,5,5,6
1173,796,5,3,5,5,3,3,5,3,4,4,3,3
1206,814,5,5,5,5,4,4,5,4,4,4,2,3
1236,830,5,3,5,5,4,4,5,4,4,3,2,3
1238,831,5,3,5,5,4,5,5,4,5,5,1,4
3,3,5,4,5,5,4,3,3,2,5,3,2,2
27,22,5,3,5,5,5,4,3,3,4,3,1,2
39,32,5,3,5,5,4,3,3,6,4,3,1,1
63,53,5,4,5,5,4,3,3,4,3,3,2,2
71,59,5,4,5,5,3,3,3,3,2,4,2,2
76,64,5,4,5,5,3,4,3,2,5,3,1,3
82,68,5,4,5,5,4,3,3,2,2,4,2,1
166,132,5,4,5,5,4,3,3,3,4,3,3,3
188,145,5,5,5,5,5,4,3,5,2,3,1,3
220,164,5,1,5,5,4,5,3,5,1,5,2,3
222,166,5,3,5,5,4,4,3,1,4,3,3,5
237,173,5,5,5,5,5,4,3,1,4,3,4,3
263,193,5,5,5,5,5,3,3,4,4,4,2,4
334,240,5,2,5,5,4,4,3,2,5,2,5,2
345,250,5,3,5,5,4,2,2,3,2,4,2,2
416,305,5,3,5,5,2,4,2,4,4,5,2,5
530,388,5,4,5,5,3,3,3,2,3,4,5,1
594,432,5,5,5,5,5,4,3,3,4,4,2,3
635,460,5,4,5,5,4,4,6,3,5,4,2,3
641,466,5,4,5,5,5,2,3,2,3,4,1,4
730,526,5,2,5,5,4,4,3,3,3,3,3,3
748,540,5,4,5,5,4,4,3,4,4,5,5,4
750,542,5,5,5,5,3,3,3,2,3,4,2,3
847,598,5,3,5,5,3,2,3,2,4,2,2,2
909,636,5,4,5,5,4,3,3,3,3,2,3,4
917,640,5,5,5,5,4,3,3,3,3,4,3,2
952,661,5,3,5,5,3,3,3,3,4,4,4,3
982,679,5,5,5,5,4,4,3,3,4,2,2,3
1003,692,5,5,5,5,3,2,3,2,3,5,5,3
1081,736,5,4,5,5,4,4,3,4,4,3,2,2
1121,762,5,5,5,5,4,1,3,1,5,2,1,1
20,18,5,4,5,4,3,3,5,1,4,2,1,3
32,26,5,4,5,4,5,5,2,5,3,5,3,4
36,29,5,5,5,4,3,4,3,3,4,4,2,3
41,34,5,4,5,4,3,3,3,3,3,3,1,3
43,36,5,3,5,4,4,4,3,3,2,3,4,4
46,38,5,3,5,4,4,3,3,4,4,4,2,2
59,49,5,2,5,4,4,4,4,4,3,3,1,1
65,55,5,3,5,4,4,3,4,3,4,3,2,2
90,74,5,4,5,4,4,4,4,4,4,5,2,3
93,77,5,5,5,4,5,5,4,5,4,5,1,4
110,89,5,4,5,4,4,4,3,3,3,4,5,4
144,116,5,4,5,4,3,3,4,2,5,2,3,2
151,123,5,4,5,4,5,3,4,2,3,2,3,2
152,124,5,4,5,4,4,4,4,3,4,4,3,3
172,137,5,4,5,4,3,4,3,3,4,4,2,3
212,158,5,3,5,4,3,4,5,3,4,3,2,4
248,180,5,4,5,4,3,3,4,2,4,4,1,3
255,186,5,5,5,4,4,4,5,1,4,2,2,2
272,198,5,3,5,4,4,3,4,4,3,4,4,2
286,211,5,5,5,4,2,1,1,1,2,4,5,1
299,219,5,5,5,4,3,3,3,2,4,5,5,3
333,239,5,1,5,4,5,4,4,4,5,3,1,5
335,241,5,3,5,4,4,4,3,4,4,4,4,5
352,254,5,4,5,4,4,5,4,4,5,5,3,4
369,269,5,5,5,4,4,3,4,4,4,3,1,2
380,277,5,4,5,4,5,4,5,4,4,3,2,3
381,278,5,3,5,4,4,4,5,5,4,3,1,3
406,296,5,5,5,4,4,3,4,3,2,2,1,1
438,321,5,4,5,4,4,4,5,3,5,4,2,2
467,343,5,4,5,4,3,5,2,2,3,4,1,2
474,347,5,5,5,4,5,4,5,5,5,3,1,3
521,383,5,4,5,4,4,3,4,4,3,3,4,3
551,405,5,5,5,4,5,4,4,3,4,4,2,3
585,427,5,3,5,4,5,2,2,1,2,4,2,5
605,439,5,4,5,4,4,3,4,2,5,3,2,2
614,445,5,4,5,4,4,4,4,2,4,3,2,2
639,464,5,4,5,4,3,5,6,3,4,4,5,3
655,475,5,4,5,4,4,3,3,2,4,4,3,2
692,498,5,4,5,4,4,4,4,4,4,4,4,4
706,507,5,5,5,4,5,4,4,4,5,5,2,3
707,508,5,3,5,4,4,4,4,4,4,5,2,4
712,511,5,4,5,4,4,3,3,1,2,4,2,4
723,520,5,4,5,4,4,4,3,2,4,4,2,2
762,547,5,2,5,4,3,5,5,1,4,4,4,1
781,558,5,4,5,4,4,4,3,4,4,4,2,4
812,574,5,4,5,4,4,4,4,3,4,4,2,4
815,576,5,4,5,4,4,3,4,2,4,4,4,2
834,589,5,5,5,4,4,3,4,2,3,3,1,1
841,594,5,4,5,4,5,4,4,4,4,4,3,4
877,612,5,4,5,4,4,4,4,2,4,4,1,3
884,619,5,4,5,4,4,4,4,3,4,4,3,3
944,655,5,4,5,4,4,4,4,3,4,4,2,3
953,662,5,3,5,4,3,4,4,4,5,4,2,3
967,671,5,5,5,4,4,5,4,4,4,5,5,4
977,676,5,4,5,4,5,4,3,1,4,4,1,3
987,682,5,3,5,4,3,4,4,2,5,2,1,2
992,686,5,4,5,4,3,3,3,2,3,2,3,2
997,688,5,4,5,4,4,4,4,4,4,3,2,3
1007,694,5,4,5,4,4,3,4,3,3,3,3,2
1027,706,5,4,5,4,3,4,4,3,4,3,2,3
1029,708,5,3,5,4,4,3,4,3,5,3,2,2
1075,733,5,4,5,4,3,3,4,4,5,5,3,3
1107,751,5,4,5,4,4,1,5,3,3,3,2,2
1111,753,5,4,5,4,4,5,3,3,4,5,2,4
1119,760,5,4,5,4,4,4,4,4,5,4,3,4
1135,772,5,4,5,4,4,4,4,4,5,4,3,4
1138,774,5,3,5,4,4,4,4,4,3,4,2,2
1140,775,5,5,5,4,5,4,4,4,4,4,2,4
1169,792,5,2,5,4,3,3,2,2,3,3,2,2
1189,806,5,5,5,4,5,4,5,4,5,4,2,3
1204,812,5,4,5,4,3,3,4,2,4,4,2,4
1209,815,5,4,5,4,4,5,4,2,5,3,5,4
1243,834,5,3,5,4,4,4,4,2,4,4,3,4
1253,839,5,4,5,4,4,4,5,4,4,3,2,2
1261,846,5,4,5,4,3,3,2,4,2,4,3,3
54,45,5,3,5,3,5,3,4,3,4,1,5,1
157,127,5,3,5,3,4,4,3,4,4,4,2,3
264,194,5,4,5,3,4,5,1,5,1,5,1,5
283,209,5,3,5,3,4,3,5,3,4,4,2,2
306,223,5,3,5,3,5,4,4,4,4,3,2,2
364,264,5,5,5,3,3,5,3,3,3,3,3,3
554,408,5,3,5,3,4,3,4,3,5,4,2,3
858,602,5,4,5,3,3,4,6,2,4,4,2,1
923,644,5,2,5,3,3,3,4,1,4,2,2,1
972,674,5,5,5,3,3,4,4,3,3,3,2,3
1031,710,5,3,5,3,5,3,5,1,3,3,2,1
1147,780,5,3,5,3,4,4,5,2,4,3,3,3
1232,827,5,3,5,3,4,5,5,2,4,4,1,1
1247,836,5,5,5,3,4,5,5,3,3,3,3,5
1258,843,5,4,5,3,4,4,4,2,4,4,2,2
13,11,5,4,4,5,5,3,4,5,5,3,5,3
53,44,5,4,4,5,4,4,4,2,5,3,2,2
111,90,5,5,4,3,2,3,4,4,3,4,4,3
150,122,5,4,4,3,3,3,4,3,4,3,2,2
176,139,5,5,4,5,4,4,4,3,3,3,1,4
209,156,5,4,4,3,4,4,4,4,4,3,2,4
234,172,5,3,4,2,4,3,5,3,4,3,3,2
370,270,5,5,4,5,4,4,4,3,5,4,2,3
397,290,5,4,4,5,4,4,4,6,5,4,4,3
421,308,5,4,4,5,3,4,5,4,4,3,2,2
431,316,5,4,4,5,3,5,3,5,3,4,3,4
466,342,5,4,4,3,4,3,4,2,3,2,1,1
478,350,5,3,4,5,4,4,5,4,5,4,4,4
483,354,5,4,4,5,4,3,4,2,4,3,2,2
491,360,5,4,4,5,4,3,6,4,4,4,6,6
506,371,5,4,4,3,3,3,4,3,3,2,3,2
524,384,5,5,4,5,4,1,3,1,3,1,2,1
542,399,5,4,4,3,3,3,3,1,5,3,1,1
572,420,5,3,4,3,4,2,4,6,3,3,1,2
586,428,5,3,4,3,4,5,3,2,2,2,2,1
662,479,5,3,4,2,3,4,4,3,4,4,2,2
667,482,5,4,4,5,3,5,4,3,4,3,2,2
720,518,5,4,4,5,3,4,5,3,4,3,2,3
733,528,5,4,4,2,3,4,1,3,3,2,1,3
737,532,5,3,4,5,3,3,4,2,5,2,2,1
827,583,5,3,4,3,4,4,4,3,4,3,2,2
861,604,5,4,4,5,4,4,5,3,4,4,1,2
868,608,5,3,4,3,5,3,3,2,2,4,2,3
892,623,5,5,4,6,5,5,5,5,5,5,5,5
930,647,5,3,4,5,3,4,4,3,5,3,1,1
943,654,5,4,4,5,4,4,4,3,5,4,5,3
974,675,5,5,4,5,4,4,4,4,5,4,2,4
1042,718,5,4,4,3,2,2,3,3,3,3,1,1
1091,742,5,4,4,5,3,4,4,3,2,4,3,3
1112,754,5,4,4,5,4,3,4,3,5,2,2,2
1162,787,5,3,4,2,4,3,3,5,3,3,1,1
1186,803,5,3,4,5,3,4,3,1,4,3,3,4
1205,813,5,3,4,5,5,3,4,2,5,3,1,2
1212,818,5,2,4,5,4,3,4,4,5,3,2,1
1228,825,5,3,4,3,5,2,4,2,5,3,1,2
1233,828,5,3,4,3,2,5,4,5,5,2,3,2
2,2,5,4,4,4,3,3,3,1,2,4,3,3
35,28,5,3,4,4,4,2,5,4,5,4,5,5
61,51,5,3,4,4,1,1,1,1,1,1,1,3
67,56,5,4,4,4,3,3,6,3,3,4,6,2
92,76,5,3,4,4,5,3,3,2,4,3,1,1
114,92,5,5,4,4,3,3,3,4,5,4,4,3
163,131,5,3,4,4,4,3,3,2,4,2,3,2
227,169,5,4,4,4,4,4,5,2,3,3,2,3
252,184,5,4,4,4,5,4,3,2,3,2,2,1
297,217,5,4,4,4,4,4,3,3,3,4,3,3
300,220,5,3,4,4,4,4,3,2,3,3,2,3
341,246,5,3,4,4,3,3,5,3,4,4,3,3
356,258,5,3,4,4,4,3,3,2,3,3,2,2
378,275,5,4,4,4,4,4,5,3,5,4,2,2
386,280,5,2,4,4,4,2,3,2,4,2,1,1
408,298,5,5,4,4,4,4,3,3,4,3,2,2
420,307,5,4,4,4,3,3,3,2,4,2,2,2
453,331,5,4,4,4,3,4,2,4,3,3,3,2
458,335,5,3,4,4,4,5,3,3,4,3,2,2
473,346,5,3,4,4,4,4,3,3,4,3,2,3
497,363,5,4,4,4,4,5,3,4,5,4,3,3
503,368,5,4,4,4,4,4,3,4,4,3,2,3
589,430,5,4,4,4,4,3,3,2,4,3,2,3
599,437,5,4,4,4,4,4,5,3,4,4,3,4
607,440,5,5,4,4,3,4,5,2,4,2,1,2
620,450,5,3,4,4,2,4,3,2,3,3,1,2
628,455,5,3,4,4,3,4,6,3,4,4,3,3
674,488,5,4,4,4,3,3,2,2,3,4,3,2
678,491,5,4,4,4,4,4,3,3,4,4,3,3
679,492,5,4,4,4,2,3,5,2,3,2,1,2
725,522,5,3,4,4,5,4,3,4,4,3,2,3
731,527,5,3,4,4,4,4,5,3,3,3,3,3
752,543,5,2,4,4,5,4,5,4,5,4,2,5
820,578,5,3,4,4,3,3,5,3,5,4,1,2
826,582,5,5,4,4,3,3,3,2,4,3,3,2
958,664,5,4,4,4,3,3,3,3,4,4,2,3
965,669,5,4,4,4,4,2,3,3,4,3,2,3
1019,703,5,3,4,4,4,4,3,2,5,3,6,2
1048,720,5,3,4,4,4,3,3,1,5,3,2,2
1117,759,5,4,4,4,3,4,3,1,4,3,2,2
1129,768,5,3,4,4,2,4,3,2,3,2,3,2
1240,832,5,4,4,4,3,3,3,2,4,3,2,3
28,23,5,4,4,4,4,3,4,3,5,3,2,2
69,58,5,4,4,4,3,4,4,1,4,3,3,3
78,66,5,3,4,4,4,2,4,2,3,2,1,3
88,73,5,4,4,4,4,3,4,3,4,3,2,2
127,104,5,3,4,4,5,4,4,4,4,4,2,4
132,107,5,4,4,4,3,4,4,2,5,3,4,3
143,115,5,4,4,4,5,4,4,3,3,3,1,3
146,118,5,4,4,4,2,2,4,3,4,4,1,1
154,125,5,4,4,4,5,3,4,2,4,3,1,3
202,153,5,4,4,4,4,4,4,6,5,4,3,2
207,155,5,2,4,4,2,2,4,2,5,2,2,3
260,190,5,4,4,4,4,2,4,2,3,3,1,1
282,208,5,4,4,4,3,4,4,4,4,2,1,2
292,214,5,4,4,4,2,4,4,2,5,3,3,3
319,230,5,4,4,4,5,3,4,4,3,4,1,1
332,238,5,3,4,4,5,3,4,2,5,3,3,2
340,245,5,4,4,4,3,4,4,3,4,4,3,3
342,247,5,3,4,4,3,4,4,2,4,2,1,2
344,249,5,4,4,4,4,3,4,3,4,6,1,1
368,268,5,4,4,4,5,3,4,3,4,3,1,3
372,272,5,4,4,4,3,3,4,1,3,2,1,1
375,274,5,5,4,4,5,5,4,6,4,4,1,1
402,294,5,4,4,4,5,5,4,3,5,5,2,4
404,295,5,3,4,4,3,3,4,3,3,3,2,2
432,317,5,4,4,4,4,4,4,3,4,4,2,3
439,322,5,5,4,4,3,3,4,4,5,2,1,1
455,332,5,4,4,4,4,3,4,3,4,3,2,3
465,341,5,4,4,4,4,4,4,4,3,5,4,3
468,344,5,4,4,4,4,4,4,2,4,3,3,3
480,352,5,3,4,4,3,3,4,2,4,3,4,3
494,362,5,4,4,4,3,4,4,1,3,3,2,3
525,385,5,4,4,4,4,3,4,2,5,4,1,3
552,406,5,5,4,4,3,3,4,2,4,3,1,3
578,423,5,3,4,4,5,5,4,3,5,4,2,2
602,438,5,4,4,4,4,3,4,4,3,3,2,2
625,453,5,3,4,4,4,3,4,3,4,3,3,3
645,469,5,3,4,4,3,4,4,3,4,3,2,2
659,476,5,4,4,4,4,3,4,3,4,3,2,2
665,480,5,4,4,4,4,4,4,2,4,3,3,3
680,493,5,4,4,4,4,5,4,4,4,4,3,3
695,500,5,4,4,4,4,4,4,4,4,3,6,3
697,502,5,3,4,4,5,4,4,3,5,4,2,3
729,525,5,3,4,4,3,3,4,1,5,3,4,2
738,533,5,4,4,4,4,4,4,4,4,3,1,2
763,548,5,4,4,4,4,4,4,2,4,5,2,3
793,564,5,4,4,4,4,3,4,4,4,3,2,3
837,590,5,4,4,4,3,4,4,3,4,3,1,2
838,591,5,4,4,4,3,3,4,3,5,3,1,2
845,596,5,3,4,4,4,4,4,3,4,3,2,2
854,600,5,5,4,4,4,5,4,3,4,4,1,3
879,614,5,5,4,4,5,4,4,4,5,3,2,4
880,615,5,3,4,4,3,4,4,4,4,4,2,2
932,648,5,5,4,4,5,5,4,4,5,4,3,4
963,667,5,4,4,4,4,4,4,2,4,4,2,2
964,668,5,4,4,4,4,4,4,4,4,4,2,3
980,677,5,5,4,4,5,3,4,1,4,3,1,1
1010,696,5,4,4,4,3,4,4,4,3,3,1,1
1016,701,5,4,4,4,3,3,4,2,5,2,1,1
1020,704,5,4,4,4,3,3,4,3,5,4,2,2
1025,705,5,4,4,4,3,4,4,2,4,3,2,2
1034,713,5,4,4,4,3,4,4,3,4,4,2,3
1043,719,5,5,4,4,3,4,4,4,5,4,6,4
1086,739,5,4,4,4,3,3,4,4,4,4,2,3
1142,776,5,4,4,4,5,5,4,5,4,3,2,4
1145,778,5,4,4,4,5,3,4,4,4,2,6,2
1161,786,5,3,4,4,4,4,4,2,5,4,2,3
1170,793,5,2,4,4,3,4,4,3,3,3,4,3
1171,794,5,4,4,4,4,3,4,2,3,3,1,3
1256,841,5,4,4,4,4,3,4,3,4,6,1,3
5,5,5,3,3,5,3,4,2,4,2,5,3,2
95,79,5,2,3,4,4,4,3,3,2,4,5,3
149,121,5,3,3,4,4,2,3,4,3,4,2,2
191,147,5,4,3,5,3,3,4,2,4,3,3,1
277,203,5,3,3,3,4,5,6,4,4,3,2,1
311,226,5,3,3,4,4,5,4,2,5,3,3,3
316,229,5,3,3,3,3,4,4,4,4,4,3,3
426,311,5,4,3,3,4,4,4,4,4,4,3,3
508,372,5,3,3,4,3,2,3,1,3,3,4,2
513,375,5,4,3,4,2,3,4,4,3,2,1,1
617,448,5,4,3,4,3,3,3,4,3,4,1,3
862,605,5,3,3,4,3,1,3,1,2,2,1,2
969,672,5,5,3,5,3,2,4,1,4,3,1,1
1002,691,5,4,3,4,3,4,3,2,3,4,1,3
1128,767,5,5,3,4,5,3,4,4,3,3,1,2
1225,824,5,6,3,3,4,4,4,4,3,3,2,2
1235,829,5,4,3,4,3,4,4,5,5,3,1,3
26,21,4,4,4,4,4,3,5,2,5,2,1,1
34,27,4,3,5,5,4,4,2,4,5,4,3,2
48,39,4,5,5,5,4,5,5,5,5,5,5,5
55,46,4,5,5,5,4,4,5,3,5,5,3,3
62,52,4,5,4,5,3,3,5,2,4,4,2,2
120,97,4,3,4,4,5,4,5,2,5,3,1,2
131,106,4,5,5,5,5,5,5,4,5,5,3,5
135,110,4,5,5,5,5,3,6,1,5,3,5,4
184,143,4,5,5,5,5,5,5,3,5,5,3,4
200,151,4,4,5,5,3,4,5,3,5,3,2,2
231,171,4,3,5,5,4,4,5,3,5,3,3,6
262,192,4,3,4,4,5,5,5,2,4,3,3,3
265,195,4,5,3,4,2,3,2,2,3,2,2,1
273,199,4,3,4,4,5,5,5,3,5,4,3,4
278,204,4,2,5,5,3,3,5,2,4,4,5,2
315,228,4,3,5,4,5,5,5,3,4,4,2,3
347,251,4,4,5,5,4,4,5,6,4,3,6,6
354,256,4,4,5,5,4,4,5,2,5,4,1,2
355,257,4,3,4,4,4,5,5,4,4,3,6,3
395,288,4,4,5,4,4,3,5,2,3,4,1,2
412,302,4,5,5,5,4,4,5,2,4,4,4,4
447,326,4,3,4,4,3,4,5,2,4,3,2,2
459,336,4,4,3,3,2,3,2,2,4,2,1,2
460,337,4,3,4,3,5,3,6,1,4,2,2,1
