responseID_primary key_cleaned,Fast career DV,High status,Independence,Industry salary,Interesting,International work,Performance salary,Personal DV,Professional DV,Promotion,Security,Work situation
183,3,4,4,5,4,4,4,4,5,3,3,5
184,2,1,5,4,5,2,2,4,4,3,3,4
185,1,2,1,5,3,1,5,3,2,2,3,3
186,2,2,4,4,5,2,1,5,4,5,4,5
187,2,2,4,4,5,1,2,5,5,4,4,5
188,3,1,3,3,5,1,3,5,5,4,3,4
189,4,3,5,4,5,6,4,5,5,5,4,4
19,2,1,3,3,4,1,2,5,5,4,3,5
190,3,1,4,2,5,1,2,4,4,4,3,4
191,3,3,4,3,5,2,2,5,5,4,5,4
192,3,3,5,5,4,3,2,4,4,5,4,3
193,4,4,5,3,5,2,4,5,5,3,4,5
194,5,5,4,5,5,1,5,5,3,1,1,4
195,2,1,2,3,4,2,2,3,4,2,3,5
196,4,3,4,4,4,2,2,5,5,4,4,5
197,3,2,4,3,4,2,2,4,4,4,5,4
198,4,2,4,3,5,4,4,5,4,4,3,3
199,4,4,5,5,4,3,3,4,4,5,5,3
2,4,3,3,3,5,3,1,4,4,3,2,4
20,4,4,4,3,5,2,2,5,5,4,3,5
200,4,4,3,4,4,3,2,5,5,4,5,3
201,3,2,4,3,4,2,1,4,4,4,3,3
202,4,2,5,3,5,1,5,5,5,4,5,5
203,3,1,4,5,5,2,4,3,3,6,4,3
204,4,2,3,3,4,5,2,5,5,5,4,2
205,2,2,4,3,5,1,1,5,5,4,4,5
206,3,2,3,3,4,1,2,4,4,4,4,3
207,4,3,3,3,5,2,2,5,5,4,3,4
208,2,2,3,4,5,1,4,4,4,4,4,4
209,4,2,4,3,5,2,3,5,3,5,4,3
21,2,1,4,3,4,1,2,4,4,5,5,4
210,4,3,2,2,4,3,1,5,4,3,3,4
211,4,1,2,1,5,5,1,5,4,1,2,5
212,3,1,4,4,5,1,1,5,5,4,3,3
213,3,3,4,4,3,1,4,4,4,5,2,3
214,3,3,2,4,5,3,2,4,4,4,5,4
215,2,2,2,3,3,2,2,3,4,4,4,4
216,4,4,5,4,3,1,5,5,5,4,4,5
217,4,3,4,4,5,3,3,4,4,3,3,4
218,3,3,3,3,4,2,2,4,4,4,4,5
219,5,3,3,3,5,5,2,5,4,3,4,5
22,3,2,5,4,5,1,3,5,5,3,4,3
220,3,3,4,4,5,2,2,4,4,3,3,3
221,2,2,4,2,4,1,2,4,3,3,4,3
222,4,4,4,3,5,2,2,5,5,4,4,5
223,3,2,5,4,5,2,4,5,3,4,4,3
224,3,1,5,5,5,1,1,5,5,5,3,5
225,3,2,3,4,4,1,6,5,4,4,4,4
226,3,3,4,5,5,3,2,3,4,4,5,3
227,3,3,5,5,5,2,3,5,5,4,4,4
228,4,3,5,5,4,2,3,5,4,5,4,3
229,4,3,3,4,5,3,4,3,3,4,4,3
23,3,2,4,3,5,2,3,4,4,4,5,4
230,4,1,5,3,5,1,4,4,4,4,3,4
231,4,1,3,4,5,1,2,5,5,4,4,3
232,5,5,5,5,5,3,4,5,5,4,5,5
233,3,1,2,2,4,1,1,4,3,4,5,3
234,5,2,4,3,3,6,2,5,4,4,4,5
235,2,4,4,4,4,5,3,5,5,4,4,3
236,4,3,5,3,4,1,5,4,3,4,5,5
237,2,1,5,4,5,4,1,5,5,5,5,5
238,3,2,5,3,5,3,2,4,4,4,5,3
239,3,5,5,4,5,1,4,5,4,4,5,1
24,4,3,3,5,5,2,3,5,5,4,5,3
240,2,2,4,4,5,5,2,5,5,3,5,2
241,4,5,4,4,5,4,4,5,4,3,4,3
242,4,2,3,3,4,3,1,5,4,4,3,3
243,4,4,5,4,5,6,6,5,5,5,5,4
244,3,3,3,3,4,3,2,4,3,3,3,3
245,4,3,3,4,5,3,3,4,4,4,4,4
246,4,3,3,3,5,3,3,4,4,5,4,3
247,2,2,3,4,5,1,2,4,4,4,4,3
248,4,2,3,4,4,1,2,5,5,3,4,4
249,6,1,4,3,5,1,3,4,4,4,4,4
25,4,4,4,4,4,2,2,4,4,3,4,5
250,4,2,4,2,5,2,3,5,5,2,2,3
251,3,6,4,4,4,6,6,5,5,5,4,4
252,4,4,4,4,4,4,4,5,5,4,4,5
253,2,1,4,3,4,1,2,3,5,4,4,4
254,5,4,4,5,5,3,4,5,4,4,5,4
255,5,5,4,5,5,4,5,5,5,4,4,5
256,4,2,4,4,4,1,2,5,5,5,5,4
257,3,3,4,5,4,6,4,4,4,5,4,3
258,3,2,4,3,5,2,2,4,4,3,3,3
259,4,4,4,3,4,5,4,5,5,4,4,5
26,5,4,5,5,5,3,5,5,4,2,3,4
260,5,3,5,4,5,4,4,5,5,4,4,4
261,3,1,3,3,5,1,4,5,5,4,1,3
262,3,2,2,3,4,2,2,5,4,3,3,3
263,3,2,4,2,4,3,2,4,4,3,3,4
264,3,3,3,5,5,3,3,5,3,3,3,5
265,4,4,3,4,4,4,3,4,4,3,4,4
266,3,3,4,3,3,1,3,4,4,4,3,4
267,2,1,4,5,4,2,3,4,4,3,4,5
268,3,3,5,3,5,1,3,4,4,4,4,4
269,3,2,4,3,5,1,4,5,4,4,4,5
27,4,2,4,4,4,3,4,5,5,2,5,3
270,4,3,4,4,5,2,3,4,5,4,5,5
271,4,3,3,4,5,4,3,5,5,4,3,3
272,2,1,3,3,5,1,1,4,4,4,3,4
273,4,4,2,3,4,3,2,5,4,4,3,4
274,4,1,5,5,5,1,6,4,4,4,4,5
275,4,2,4,4,5,2,3,4,4,5,5,4
276,4,2,3,4,3,4,3,5,5,4,4,5
277,3,3,5,4,5,2,4,5,4,5,4,4
278,3,3,4,4,5,1,5,5,4,5,4,3
279,4,4,4,3,3,2,3,5,5,5,5,4
28,4,5,4,2,5,5,4,4,4,5,5,3
280,2,1,4,2,5,1,2,4,4,3,4,2
281,2,2,4,3,3,5,2,5,4,2,1,4
282,3,2,4,3,3,2,3,5,4,4,3,5
283,3,1,2,3,4,1,3,5,4,4,4,5
284,4,1,3,4,5,3,5,5,5,4,5,4
285,4,2,3,4,5,2,4,5,5,4,5,4
286,3,2,4,3,4,1,3,4,4,3,4,4
287,3,2,3,4,4,2,2,5,4,3,4,3
288,4,2,4,3,4,1,2,5,4,5,3,4
289,3,2,4,3,4,2,3,4,4,3,4,3
29,4,3,3,4,5,2,3,5,4,3,4,5
290,4,3,4,4,5,4,6,4,5,4,5,4
291,3,2,5,4,6,2,5,4,4,5,5,5
292,5,3,3,4,3,1,4,5,5,5,5,4
293,5,4,3,5,4,1,3,5,5,4,5,5
294,5,4,5,5,5,2,3,4,4,4,5,4
295,3,2,3,3,5,2,3,4,4,4,3,3
296,2,1,4,3,5,1,3,5,4,4,2,5
297,4,5,5,4,5,1,5,5,5,4,4,4
298,3,2,4,4,5,2,3,4,4,3,4,5
299,5,4,5,5,5,2,5,5,5,5,5,4
3,3,2,4,3,5,2,2,5,5,3,5,4
30,3,3,3,3,4,2,3,5,5,4,4,4
300,5,5,5,5,5,5,4,5,5,5,5,5
301,3,6,4,3,5,1,3,5,5,5,4,5
302,4,4,4,4,4,4,2,5,5,5,4,5
303,4,4,4,4,5,3,4,5,5,4,4,5
304,2,2,3,4,3,1,3,5,5,4,3,3
305,5,5,2,4,5,2,4,5,5,2,4,3
306,3,3,3,4,5,1,2,5,5,5,3,4
307,2,2,3,3,5,2,2,4,4,3,4,4
308,3,2,3,4,5,2,4,4,5,5,4,4
309,6,1,3,3,4,1,4,4,4,4,4,3
31,3,2,4,3,4,2,2,5,5,4,4,3
310,4,2,3,4,4,2,4,4,5,3,6,4
311,4,3,4,4,5,3,4,3,3,4,4,4
312,4,4,4,4,5,4,3,5,5,5,5,3
313,5,3,4,3,4,1,4,4,5,4,5,4
314,3,2,3,3,4,1,3,4,4,4,4,5
315,4,4,5,5,5,3,4,5,5,5,5,4
316,4,4,3,5,5,3,5,4,5,3,3,4
317,4,3,4,4,5,2,3,4,4,4,4,4
318,4,1,4,3,4,2,3,5,4,4,5,5
319,2,3,4,4,5,1,3,5,5,4,4,4
32,3,1,4,3,5,1,6,5,5,3,4,3
320,4,3,3,3,3,5,4,5,5,4,5,4
321,4,2,4,4,5,2,3,5,4,5,5,4
322,2,1,3,3,5,1,4,4,4,4,5,5
323,3,2,3,4,4,1,1,4,5,4,5,5
324,2,2,4,3,4,2,2,3,3,3,3,3
325,3,2,3,3,2,3,2,4,4,3,4,4
326,3,2,3,4,4,2,2,4,4,5,4,3
327,2,3,5,5,5,1,4,5,5,5,5,5
328,2,2,3,3,4,2,4,4,4,3,3,4
329,3,1,3,3,4,1,2,4,4,4,4,4
33,4,4,5,5,5,5,4,5,5,5,3,5
330,4,4,5,4,4,2,4,4,4,4,4,4
331,3,2,3,4,5,3,4,4,4,2,3,4
332,3,3,4,3,5,2,3,4,4,4,4,4
333,3,2,3,3,4,3,3,5,5,3,3,4
334,3,2,3,3,3,2,3,4,4,4,4,3
335,3,2,4,5,5,2,3,4,4,3,4,3
336,2,2,2,3,4,1,2,3,3,2,4,4
337,2,1,5,3,4,2,1,4,3,6,4,3
338,2,1,4,3,5,1,2,5,5,4,4,5
339,3,3,3,4,5,2,3,5,5,4,4,4
34,3,3,3,3,5,1,3,5,4,3,3,4
340,3,4,5,3,5,4,2,5,5,4,4,4
341,5,3,4,4,5,4,4,4,4,4,3,4
342,2,1,4,3,5,1,2,4,3,4,3,4
343,4,2,3,5,5,1,2,5,4,2,3,4
344,3,3,4,4,5,3,2,4,4,4,4,4
345,5,3,5,5,5,3,4,5,5,5,5,5
346,3,3,4,4,5,2,3,4,4,3,4,3
347,3,3,5,4,5,1,5,5,4,5,5,5
348,3,1,3,4,3,1,3,3,4,4,4,3
349,5,2,4,3,3,2,3,4,4,3,5,3
35,3,2,5,4,4,2,2,4,4,4,4,4
350,4,4,4,4,5,4,4,4,5,5,5,3
351,1,1,1,1,1,1,1,1,4,3,3,5
352,3,3,3,3,5,4,2,4,4,4,4,3
353,4,3,4,3,5,3,3,5,5,4,5,5
354,3,2,4,3,5,2,2,4,5,4,4,4
355,4,2,4,4,4,1,3,5,5,4,4,4
356,3,2,3,4,4,2,2,3,3,4,4,5
357,2,1,3,2,3,1,2,4,5,2,2,4
358,4,3,4,4,4,2,3,4,4,4,4,4
359,4,4,3,3,4,4,4,4,4,4,4,4
36,3,4,4,4,5,4,3,5,4,3,2,3
360,4,6,4,3,5,6,4,4,5,6,4,4
361,4,3,4,4,5,3,3,5,5,4,5,3
362,3,3,3,4,5,2,1,4,4,4,3,4
363,4,3,4,5,5,3,4,4,4,3,5,4
364,4,3,4,4,5,2,2,5,5,4,5,4
365,3,2,4,4,4,2,4,5,5,4,5,5
366,4,3,4,3,5,2,3,5,5,4,5,5
367,2,1,4,3,4,3,4,4,4,4,4,4
368,3,3,4,4,5,2,4,4,4,3,4,4
369,3,2,4,4,5,2,2,5,5,4,4,4
37,4,3,5,4,5,3,5,5,5,4,3,5
370,2,2,4,3,4,1,2,5,5,3,5,5
371,2,2,3,3,5,3,3,4,3,4,3,4
372,3,2,3,2,5,4,1,3,4,3,3,3
373,5,5,5,3,5,3,3,5,5,4,2,2
374,3,5,3,2,5,5,4,5,5,4,2,3
375,2,1,2,3,5,1,4,3,4,4,3,4
376,3,3,4,3,5,2,1,5,5,4,3,3
377,4,2,4,3,4,2,2,5,5,4,5,4
378,3,2,5,4,4,4,3,4,4,4,4,3
379,3,1,4,3,4,1,2,4,4,4,5,4
38,4,2,4,3,5,2,4,5,4,3,4,3
380,3,3,4,3,3,4,1,3,3,5,5,3
381,5,5,5,5,5,2,4,5,5,5,5,5
382,4,3,2,3,5,3,4,5,5,4,5,4
383,3,3,4,3,5,4,4,5,4,4,3,4
384,1,1,4,1,5,2,1,4,5,3,3,5
385,4,3,4,3,5,1,2,4,4,4,5,4
386,3,3,5,4,5,4,3,5,5,4,4,2
387,4,2,4,3,5,3,3,5,5,4,5,5
388,4,1,3,3,5,5,2,5,5,3,3,4
389,3,3,4,4,5,2,4,5,5,5,5,4
39,5,5,4,5,4,5,5,5,5,5,5,5
390,4,2,4,4,4,1,2,4,4,4,4,4
391,4,4,3,4,2,1,2,5,5,5,5,5
392,4,3,3,2,4,2,1,5,5,3,2,4
393,4,5,4,5,4,5,4,4,5,4,4,5
394,4,2,4,5,4,2,4,4,4,4,5,4
395,3,3,3,4,4,2,2,4,4,3,5,4
396,2,1,2,2,4,1,2,4,4,4,2,4
397,3,3,3,4,4,2,2,5,5,4,4,5
398,4,4,4,2,5,3,4,5,5,5,5,4
399,3,1,3,3,5,1,1,4,3,3,5,4
4,3,3,4,4,5,2,2,5,5,5,5,5
40,4,4,4,4,4,5,3,5,4,4,4,5
400,4,3,4,3,4,2,2,5,4,3,4,4
401,5,5,4,4,5,1,3,5,5,4,5,5
402,3,3,3,4,4,2,2,5,5,3,4,5
403,4,2,4,3,5,2,2,5,5,5,4,5
404,5,4,4,4,5,5,4,5,5,4,4,5
405,4,3,5,4,5,2,3,5,4,4,4,5
406,3,3,3,3,5,1,2,4,4,4,4,5
407,3,3,4,4,4,2,2,5,3,4,4,2
408,4,3,4,3,5,2,3,5,3,4,5,3
409,3,2,4,3,5,3,1,5,5,5,3,5
41,4,3,3,3,5,5,3,5,5,5,5,5
410,3,2,4,3,4,1,3,5,5,5,4,4
411,4,3,5,5,4,2,1,4,4,4,4,4
412,2,2,5,3,3,2,2,6,6,4,4,3
413,3,5,5,5,5,5,5,5,5,5,5,4
414,5,3,5,4,5,5,1,5,5,5,5,5
415,3,2,3,4,4,2,3,4,5,3,4,4
416,2,3,5,2,4,1,5,5,5,3,5,5
417,4,3,4,3,3,2,4,5,4,4,3,5
418,2,1,4,3,4,1,3,4,4,4,4,4
419,4,2,3,3,4,1,2,4,4,4,4,4
42,3,4,3,4,4,3,4,5,5,3,3,3
420,3,2,4,2,5,1,6,4,3,4,3,3
421,3,3,3,3,3,1,4,4,4,5,5,4
422,4,5,4,4,3,3,5,4,4,5,3,5
423,4,2,5,5,5,2,3,4,4,4,5,3
424,4,4,4,5,5,2,5,5,5,5,5,4
425,4,2,3,5,4,1,2,4,4,3,3,3
426,3,3,4,4,5,1,1,5,5,4,4,5
427,4,5,5,2,5,2,1,5,4,2,2,3
428,2,1,4,5,5,2,2,4,3,3,2,3
429,3,2,3,3,4,1,1,3,3,3,4,4
43,3,3,3,4,5,2,4,5,5,4,5,5
430,3,3,4,3,5,2,2,4,4,3,4,4
431,4,3,3,2,4,3,1,5,4,3,3,3
432,4,3,5,4,5,2,3,5,5,3,4,5
433,4,4,4,4,4,4,3,4,4,4,5,3
434,3,3,3,4,5,5,3,5,5,4,3,3
435,5,1,5,3,3,1,1,5,5,5,3,5
436,4,2,4,3,4,3,2,4,4,4,4,3
437,4,4,4,4,5,3,3,4,4,5,4,4
438,3,2,4,3,5,2,4,4,4,4,3,4
439,3,2,4,3,5,2,2,5,4,4,5,4
44,3,2,4,4,5,2,2,4,5,4,5,4
440,2,2,3,4,5,1,2,4,4,5,4,5
441,4,2,3,4,4,2,2,6,5,4,4,4
442,3,1,3,4,4,2,3,5,4,6,3,4
443,3,5,5,3,5,5,2,5,5,5,5,5
444,3,2,3,3,3,2,3,4,4,4,5,3
445,3,2,4,4,5,2,2,5,4,4,4,4
446,4,3,4,1,5,3,3,5,5,5,4,4
447,3,4,3,4,5,3,4,5,5,5,4,4
448,4,3,3,3,5,1,4,3,4,3,3,4
449,3,5,4,5,4,1,2,4,4,4,5,3
45,1,1,5,3,5,5,3,5,3,4,4,3
450,3,2,2,4,5,1,2,4,4,3,3,3
451,4,4,5,5,4,4,3,4,4,4,5,5
452,3,4,4,3,3,2,3,4,4,4,4,2
453,3,3,4,3,5,3,3,4,4,4,4,3
454,4,3,3,3,4,1,1,5,5,4,3,5
455,4,3,3,4,5,3,3,4,4,6,4,3
456,3,4,5,4,4,2,3,4,5,5,4,4
457,4,3,5,4,4,1,2,5,4,5,4,4
458,4,2,4,4,5,2,4,5,5,4,5,3
459,3,2,2,3,3,2,3,5,4,4,4,5
46,5,3,4,4,4,3,3,5,5,5,5,5
460,4,3,4,4,5,2,3,5,5,6,5,4
461,4,3,3,4,5,2,3,5,5,4,4,4
462,5,4,5,5,5,5,5,5,5,5,4,4
463,3,2,5,4,2,1,1,4,4,4,3,4
464,4,3,3,5,5,5,3,5,4,6,4,4
465,4,2,4,4,4,2,1,4,3,4,4,4
466,4,4,5,2,5,1,2,5,5,3,3,4
467,4,3,4,4,5,3,3,5,5,5,5,4
468,3,2,3,3,4,2,1,4,4,3,3,5
469,3,2,3,4,5,2,3,4,4,4,4,3
47,4,3,4,4,4,2,4,4,5,4,4,5
470,5,5,5,5,5,5,5,5,5,4,5,2
471,4,3,3,4,4,1,3,4,4,4,4,4
472,4,3,4,4,5,2,3,5,5,4,4,4
473,4,4,4,4,4,2,3,4,4,4,4,5
474,5,3,4,3,5,2,3,5,5,4,5,5
475,4,2,4,3,5,3,2,5,4,3,4,4
476,3,2,4,3,5,2,3,4,4,4,4,4
477,4,2,5,4,5,4,2,5,5,5,5,4
478,4,3,4,4,4,2,3,5,4,4,5,3
479,4,2,3,4,5,2,3,4,2,4,4,3
48,4,2,4,3,4,3,3,5,4,4,4,4
480,3,3,4,4,5,3,2,4,4,4,4,4
481,3,5,4,5,4,2,4,5,4,4,3,3
482,3,2,3,5,5,2,3,4,5,4,4,4
483,3,3,2,3,4,1,2,5,4,4,4,4
484,3,2,3,3,4,2,3,4,4,3,3,4
485,4,2,4,3,5,5,3,5,5,4,3,4
486,3,4,4,3,5,5,2,5,5,4,3,5
487,5,2,4,3,4,3,3,4,4,4,4,3
488,4,2,3,3,5,3,2,4,4,2,3,4
489,4,3,4,4,5,3,3,5,5,4,3,4
49,3,1,4,4,5,1,4,5,4,4,3,2
490,4,2,5,3,5,5,4,5,5,5,3,3
491,4,3,4,4,5,3,3,4,4,3,4,4
492,2,2,2,3,5,1,2,4,4,5,3,4
493,4,3,4,5,5,3,4,4,4,4,4,4
494,4,3,5,4,4,2,5,5,5,5,3,5
495,4,4,4,4,4,6,4,4,4,5,5,4
496,2,2,4,3,4,1,1,4,4,4,5,4
497,3,3,3,4,4,2,3,5,5,5,5,4
498,4,4,4,4,5,4,4,5,4,4,4,4
499,2,1,4,3,5,2,1,5,5,4,5,5
5,5,2,3,4,5,3,4,3,5,2,2,3
50,5,2,4,2,4,4,2,5,5,4,2,3
500,3,3,4,4,5,6,4,4,4,4,4,4
501,4,3,4,4,4,3,3,5,3,4,4,4
502,4,3,5,4,5,2,3,4,4,4,5,3
503,4,3,4,4,4,2,4,5,5,4,4,5
504,3,3,3,4,2,2,3,4,4,3,4,5
505,3,3,4,2,4,1,1,3,3,4,4,2
506,4,4,4,5,5,3,4,5,5,5,3,3
507,5,3,5,4,5,2,4,5,4,4,5,5
508,5,4,4,4,5,2,4,5,4,4,4,3
509,4,4,3,4,4,2,3,5,4,4,4,3
51,1,3,1,1,5,1,1,4,4,1,1,3
510,5,3,3,4,4,2,2,5,4,4,4,3
511,4,4,4,3,5,2,1,5,4,3,2,4
512,5,3,3,4,5,1,3,5,5,4,4,4
513,4,2,3,4,4,2,2,4,4,4,4,4
514,3,3,3,4,4,5,3,5,5,3,3,5
515,4,5,5,5,5,1,5,5,5,5,5,5
516,4,5,5,4,5,5,5,5,5,4,3,5
517,4,2,4,4,5,4,3,5,5,4,4,5
518,3,3,3,4,5,2,3,4,5,5,4,4
519,4,2,3,4,4,2,4,5,4,3,3,4
52,4,2,3,3,4,2,2,4,5,5,4,5
520,4,2,4,4,5,2,2,5,4,3,4,4
521,4,4,3,4,4,4,4,5,4,4,5,4
522,3,3,5,4,5,2,4,4,4,3,4,3
523,5,2,4,4,4,3,4,5,4,4,4,4
524,5,5,5,5,5,2,5,5,5,5,5,5
525,3,2,3,3,5,4,1,4,4,4,5,3
526,3,3,4,4,5,3,3,5,5,3,3,2
527,3,3,4,4,5,3,3,4,4,5,3,3
528,2,3,3,4,5,1,3,4,2,1,3,4
529,3,2,4,4,4,2,3,4,4,3,4,4
53,3,2,4,3,5,2,4,5,5,3,3,4
530,3,3,4,4,4,2,3,5,4,3,5,5
531,3,2,3,3,4,3,3,3,4,2,2,4
532,2,1,3,3,5,2,2,4,5,4,5,3
533,3,2,4,4,5,1,4,4,4,4,4,4
534,5,3,3,4,4,3,4,5,5,4,3,4
535,4,3,4,4,5,1,4,5,5,4,5,5
536,4,3,4,3,5,3,3,5,5,4,4,4
537,3,1,4,3,4,1,2,5,5,4,4,5
538,2,2,4,5,4,3,1,5,3,3,4,3
539,4,4,3,3,4,5,4,5,3,2,2,4
54,2,2,3,3,4,2,2,4,4,4,3,3
540,5,4,4,4,5,5,4,5,5,3,4,4
541,2,1,5,3,5,2,4,5,5,5,4,3
542,4,3,3,3,5,2,2,5,5,3,3,5
543,4,5,5,4,5,2,4,4,4,5,5,2
544,5,5,5,5,5,5,5,5,5,5,5,5
545,5,5,5,5,4,2,4,5,5,4,5,5
546,3,1,3,4,4,1,4,5,4,5,5,3
547,4,1,3,5,5,4,1,5,4,5,4,2
548,5,3,4,4,5,2,2,4,4,4,4,4
549,4,2,4,5,5,2,2,5,5,5,4,5
55,3,2,4,3,5,2,3,5,4,4,4,3
550,4,2,4,4,5,4,4,5,5,5,5,2
551,3,1,3,3,4,1,2,4,3,3,2,3
552,5,2,3,3,4,2,3,4,4,4,4,4
553,3,3,4,4,4,2,3,5,5,4,4,3
554,3,2,4,3,4,2,3,4,4,5,3,5
555,5,5,5,5,4,5,4,4,4,5,5,4
556,4,3,3,4,4,3,3,4,2,4,4,5
557,4,3,2,4,4,5,2,5,5,4,4,5
558,4,4,4,4,5,2,4,5,4,3,4,4
559,3,3,3,4,3,2,3,5,4,4,4,4
56,4,2,3,3,5,6,3,4,4,6,3,4
560,1,3,3,2,3,3,2,4,5,3,4,4
561,4,3,4,4,4,2,3,5,4,4,3,4
562,2,2,3,3,4,1,2,4,4,5,4,3
563,3,2,5,4,5,3,4,5,5,4,4,3
564,3,3,4,3,5,2,4,4,4,4,4,4
565,3,4,2,4,4,3,2,3,5,3,5,5
566,4,1,3,2,1,4,1,4,3,4,4,2
567,3,2,4,4,4,3,2,4,4,4,5,4
568,3,2,3,3,4,2,3,4,4,4,4,4
569,4,3,5,4,5,3,4,5,5,5,5,4
57,2,2,5,3,5,1,2,5,5,4,3,3
570,4,3,4,4,4,3,3,3,3,4,4,5
571,4,2,5,4,4,4,4,5,5,4,4,2
572,4,3,4,4,4,4,4,4,4,4,4,4
573,2,2,4,4,4,2,1,4,4,3,4,3
574,4,4,4,4,5,2,3,5,4,4,4,4
575,3,2,4,4,3,2,2,4,4,4,5,4
576,4,2,4,3,5,4,2,5,4,4,4,4
577,5,4,5,4,5,2,4,5,5,5,5,5
578,4,2,3,3,5,1,3,4,4,5,5,3
