responseID,responseID_primary key_cleaned,Salary,Salary range,Salary Status
473,346,591974,"500K-700K","Average"
474,347,582369,"500K-700K","Average"
491,360,609280,"500K-700K","Average"
517,379,565497,"500K-700K","Average"
519,381,628249,"500K-700K","Average"
520,382,540915,"500K-700K","Average"
525,385,563070,"500K-700K","Average"
530,388,629733,"500K-700K","Average"
532,390,694444,"500K-700K","Average"
533,391,588774,"500K-700K","Average"
536,394,580689,"500K-700K","Average"
537,395,659372,"500K-700K","Average"
539,397,568275,"500K-700K","Average"
541,398,541730,"500K-700K","Average"
542,399,579849,"500K-700K","Average"
548,402,602621,"500K-700K","Average"
549,403,663609,"500K-700K","Average"
554,408,525588,"500K-700K","Average"
562,413,623923,"500K-700K","Average"
565,415,583266,"500K-700K","Average"
568,417,510900,"500K-700K","Average"
571,419,659570,"500K-700K","Average"
579,424,558110,"500K-700K","Average"
596,434,574104,"500K-700K","Average"
602,438,695841,"500K-700K","Average"
607,440,667091,"500K-700K","Average"
614,445,506796,"500K-700K","Average"
615,446,611105,"500K-700K","Average"
618,449,632246,"500K-700K","Average"
620,450,604102,"500K-700K","Average"
621,451,639199,"500K-700K","Average"
629,456,667003,"500K-700K","Average"
632,458,529788,"500K-700K","Average"
636,461,657445,"500K-700K","Average"
638,463,667114,"500K-700K","Average"
639,464,565930,"500K-700K","Average"
645,469,583866,"500K-700K","Average"
651,473,570268,"500K-700K","Average"
673,487,545024,"500K-700K","Average"
676,489,512502,"500K-700K","Average"
687,495,674696,"500K-700K","Average"
695,500,682195,"500K-700K","Average"
696,501,675813,"500K-700K","Average"
697,502,566513,"500K-700K","Average"
698,503,697004,"500K-700K","Average"
700,504,694247,"500K-700K","Average"
702,506,500289,"500K-700K","Average"
707,508,648732,"500K-700K","Average"
712,511,549721,"500K-700K","Average"
714,513,591742,"500K-700K","Average"
724,521,576334,"500K-700K","Average"
729,525,515183,"500K-700K","Average"
730,526,538569,"500K-700K","Average"
736,531,520228,"500K-700K","Average"
744,536,547463,"500K-700K","Average"
745,537,651314,"500K-700K","Average"
748,540,649554,"500K-700K","Average"
752,543,546407,"500K-700K","Average"
753,544,605851,"500K-700K","Average"
761,546,554758,"500K-700K","Average"
765,549,606360,"500K-700K","Average"
766,550,538473,"500K-700K","Average"
769,552,549825,"500K-700K","Average"
773,554,534053,"500K-700K","Average"
783,559,627940,"500K-700K","Average"
786,561,613803,"500K-700K","Average"
787,562,611123,"500K-700K","Average"
793,564,643053,"500K-700K","Average"
798,567,668534,"500K-700K","Average"
812,574,586854,"500K-700K","Average"
817,577,508295,"500K-700K","Average"
820,578,507175,"500K-700K","Average"
824,581,572935,"500K-700K","Average"
832,587,587034,"500K-700K","Average"
834,589,639108,"500K-700K","Average"
842,595,567149,"500K-700K","Average"
845,596,596617,"500K-700K","Average"
846,597,550299,"500K-700K","Average"
859,603,596575,"500K-700K","Average"
861,604,541061,"500K-700K","Average"
868,608,645247,"500K-700K","Average"
877,612,585826,"500K-700K","Average"
882,617,577777,"500K-700K","Average"
884,619,654640,"500K-700K","Average"
887,621,616645,"500K-700K","Average"
893,624,520461,"500K-700K","Average"
895,626,525317,"500K-700K","Average"
898,628,605628,"500K-700K","Average"
905,632,640768,"500K-700K","Average"
906,633,621482,"500K-700K","Average"
907,634,597214,"500K-700K","Average"
917,640,552776,"500K-700K","Average"
921,643,694083,"500K-700K","Average"
924,645,550547,"500K-700K","Average"
925,646,514798,"500K-700K","Average"
942,653,679585,"500K-700K","Average"
943,654,529195,"500K-700K","Average"
946,657,638713,"500K-700K","Average"
963,667,654897,"500K-700K","Average"
965,669,517781,"500K-700K","Average"
966,670,622343,"500K-700K","Average"
977,676,548999,"500K-700K","Average"
980,677,674147,"500K-700K","Average"
988,683,619211,"500K-700K","Average"
991,685,512830,"500K-700K","Average"
1001,690,583229,"500K-700K","Average"
1005,693,625457,"500K-700K","Average"
1007,694,609184,"500K-700K","Average"
1017,702,540489,"500K-700K","Average"
1029,708,574825,"500K-700K","Average"
1032,711,673836,"500K-700K","Average"
1033,712,586138,"500K-700K","Average"
1039,715,666434,"500K-700K","Average"
1040,716,683517,"500K-700K","Average"
1055,722,612873,"500K-700K","Average"
1067,727,678357,"500K-700K","Average"
1069,729,533449,"500K-700K","Average"
1075,733,563000,"500K-700K","Average"
1081,736,680507,"500K-700K","Average"
1085,738,573290,"500K-700K","Average"
1087,740,567958,"500K-700K","Average"
1092,743,578258,"500K-700K","Average"
1107,751,656566,"500K-700K","Average"
1109,752,556439,"500K-700K","Average"
1111,753,525161,"500K-700K","Average"
1120,761,682008,"500K-700K","Average"
1125,764,598848,"500K-700K","Average"
1126,765,639142,"500K-700K","Average"
1127,766,690936,"500K-700K","Average"
1129,768,516238,"500K-700K","Average"
1131,769,564245,"500K-700K","Average"
1138,774,581066,"500K-700K","Average"
1140,775,659863,"500K-700K","Average"
1154,784,682605,"500K-700K","Average"
1161,786,590080,"500K-700K","Average"
1168,791,539529,"500K-700K","Average"
1184,801,641268,"500K-700K","Average"
1194,808,636398,"500K-700K","Average"
1201,809,518807,"500K-700K","Average"
1203,811,599201,"500K-700K","Average"
1204,812,646649,"500K-700K","Average"
1205,813,629055,"500K-700K","Average"
1206,814,619135,"500K-700K","Average"
1211,817,520228,"500K-700K","Average"
1214,819,523890,"500K-700K","Average"
1241,833,684359,"500K-700K","Average"
1245,835,577441,"500K-700K","Average"
1249,838,516187,"500K-700K","Average"
1257,842,637739,"500K-700K","Average"
1258,843,563187,"500K-700K","Average"
1259,844,585012,"500K-700K","Average"
1261,846,604888,"500K-700K","Average"
6,6,144714,"100K-300K","a bit Low"
16,14,206458,"100K-300K","a bit Low"
20,18,180972,"100K-300K","a bit Low"
41,34,219027,"100K-300K","a bit Low"
43,36,268260,"100K-300K","a bit Low"
51,42,144871,"100K-300K","a bit Low"
53,44,117436,"100K-300K","a bit Low"
55,46,217432,"100K-300K","a bit Low"
58,48,182469,"100K-300K","a bit Low"
60,50,150761,"100K-300K","a bit Low"
64,54,252037,"100K-300K","a bit Low"
71,59,187073,"100K-300K","a bit Low"
73,61,187722,"100K-300K","a bit Low"
74,62,283161,"100K-300K","a bit Low"
94,78,198570,"100K-300K","a bit Low"
95,79,170619,"100K-300K","a bit Low"
109,88,219965,"100K-300K","a bit Low"
120,97,283918,"100K-300K","a bit Low"
125,102,233496,"100K-300K","a bit Low"
139,113,244103,"100K-300K","a bit Low"
152,124,137969,"100K-300K","a bit Low"
166,132,180087,"100K-300K","a bit Low"
168,134,289128,"100K-300K","a bit Low"
172,137,273273,"100K-300K","a bit Low"
176,139,226943,"100K-300K","a bit Low"
184,143,198962,"100K-300K","a bit Low"
188,145,154141,"100K-300K","a bit Low"
191,147,132273,"100K-300K","a bit Low"
215,160,276528,"100K-300K","a bit Low"
219,163,119906,"100K-300K","a bit Low"
220,164,170792,"100K-300K","a bit Low"
227,169,206165,"100K-300K","a bit Low"
251,183,148212,"100K-300K","a bit Low"
272,198,142327,"100K-300K","a bit Low"
282,208,288947,"100K-300K","a bit Low"
294,215,156783,"100K-300K","a bit Low"
297,217,160053,"100K-300K","a bit Low"
300,220,221157,"100K-300K","a bit Low"
303,221,198072,"100K-300K","a bit Low"
309,225,295495,"100K-300K","a bit Low"
311,226,187739,"100K-300K","a bit Low"
316,229,150461,"100K-300K","a bit Low"
325,233,221168,"100K-300K","a bit Low"
330,236,269283,"100K-300K","a bit Low"
341,246,154367,"100K-300K","a bit Low"
343,248,139029,"100K-300K","a bit Low"
345,250,171076,"100K-300K","a bit Low"
350,253,282752,"100K-300K","a bit Low"
357,259,236719,"100K-300K","a bit Low"
367,267,209893,"100K-300K","a bit Low"
375,274,203910,"100K-300K","a bit Low"
385,279,168746,"100K-300K","a bit Low"
390,284,222007,"100K-300K","a bit Low"
406,296,121368,"100K-300K","a bit Low"
409,299,298611,"100K-300K","a bit Low"
417,306,291628,"100K-300K","a bit Low"
423,309,198092,"100K-300K","a bit Low"
424,310,146691,"100K-300K","a bit Low"
433,318,214508,"100K-300K","a bit Low"
437,320,246671,"100K-300K","a bit Low"
439,322,204722,"100K-300K","a bit Low"
440,323,220561,"100K-300K","a bit Low"
462,339,288969,"100K-300K","a bit Low"
476,348,289987,"100K-300K","a bit Low"
482,353,223881,"100K-300K","a bit Low"
488,358,177444,"100K-300K","a bit Low"
489,359,296185,"100K-300K","a bit Low"
493,361,258860,"100K-300K","a bit Low"
506,371,273909,"100K-300K","a bit Low"
509,373,185258,"100K-300K","a bit Low"
511,374,232136,"100K-300K","a bit Low"
514,376,256092,"100K-300K","a bit Low"
521,383,239636,"100K-300K","a bit Low"
526,386,241463,"100K-300K","a bit Low"
527,387,159850,"100K-300K","a bit Low"
538,396,167743,"100K-300K","a bit Low"
552,406,277878,"100K-300K","a bit Low"
555,409,211920,"100K-300K","a bit Low"
569,418,290985,"100K-300K","a bit Low"
581,425,217535,"100K-300K","a bit Low"
586,428,278556,"100K-300K","a bit Low"
589,430,202907,"100K-300K","a bit Low"
608,441,177404,"100K-300K","a bit Low"
610,443,268343,"100K-300K","a bit Low"
611,444,277883,"100K-300K","a bit Low"
616,447,273258,"100K-300K","a bit Low"
637,462,295089,"100K-300K","a bit Low"
641,466,253353,"100K-300K","a bit Low"
646,470,293362,"100K-300K","a bit Low"
647,471,276600,"100K-300K","a bit Low"
648,472,178927,"100K-300K","a bit Low"
653,474,201485,"100K-300K","a bit Low"
660,477,278338,"100K-300K","a bit Low"
669,484,161374,"100K-300K","a bit Low"
677,490,187396,"100K-300K","a bit Low"
680,493,290288,"100K-300K","a bit Low"
691,497,209349,"100K-300K","a bit Low"
692,498,270062,"100K-300K","a bit Low"
718,516,188120,"100K-300K","a bit Low"
720,518,219682,"100K-300K","a bit Low"
723,520,226495,"100K-300K","a bit Low"
725,522,271447,"100K-300K","a bit Low"
728,524,134061,"100K-300K","a bit Low"
755,545,233863,"100K-300K","a bit Low"
763,548,218345,"100K-300K","a bit Low"
777,555,244257,"100K-300K","a bit Low"
780,557,157823,"100K-300K","a bit Low"
785,560,226967,"100K-300K","a bit Low"
814,575,142882,"100K-300K","a bit Low"
828,584,229860,"100K-300K","a bit Low"
830,586,166116,"100K-300K","a bit Low"
833,588,143916,"100K-300K","a bit Low"
837,590,258091,"100K-300K","a bit Low"
856,601,230425,"100K-300K","a bit Low"
863,606,271375,"100K-300K","a bit Low"
879,614,281020,"100K-300K","a bit Low"
880,615,267741,"100K-300K","a bit Low"
885,620,281594,"100K-300K","a bit Low"
890,622,255690,"100K-300K","a bit Low"
892,623,289994,"100K-300K","a bit Low"
894,625,269950,"100K-300K","a bit Low"
902,630,225094,"100K-300K","a bit Low"
916,639,237573,"100K-300K","a bit Low"
919,641,261704,"100K-300K","a bit Low"
935,650,280225,"100K-300K","a bit Low"
953,662,155830,"100K-300K","a bit Low"
987,682,201195,"100K-300K","a bit Low"
1002,691,249910,"100K-300K","a bit Low"
1010,696,216345,"100K-300K","a bit Low"
1016,701,172618,"100K-300K","a bit Low"
1019,703,250780,"100K-300K","a bit Low"
1020,704,249793,"100K-300K","a bit Low"
1030,709,269348,"100K-300K","a bit Low"
1042,718,271464,"100K-300K","a bit Low"
1048,720,156271,"100K-300K","a bit Low"
1068,728,119835,"100K-300K","a bit Low"
1070,730,144313,"100K-300K","a bit Low"
1071,731,155400,"100K-300K","a bit Low"
1072,732,193905,"100K-300K","a bit Low"
1079,735,160048,"100K-300K","a bit Low"
1086,739,158144,"100K-300K","a bit Low"
1101,748,156155,"100K-300K","a bit Low"
