OrderId,DateCreatedWoTime,DateCreated,ToState,NextEvent,NextEventWoTime,ToState_r,Duration time,Duration time vk
355FDF73-0619-48BC-87FF-19359CB24C63,2018-11-30 00:00:00.000,2018-11-30 14:38:31.616,13,2018-11-30 15:38:35.193,2018-11-30 00:00:00.000,13.0,1.0,3604.0
3F1876CD-6C0D-4A9A-82FC-015256E565C5,2019-03-10 00:00:00.000,2019-03-10 07:31:38.446,0,2019-03-10 08:00:15.780,2019-03-10 00:00:00.000,,1.0,1717.0
548C8E16-428F-4183-9B91-A73F2BF8C771,2019-04-24 00:00:00.000,2019-04-24 08:00:05.573,1,2019-04-25 09:10:19.690,2019-04-25 00:00:00.000,,25.0,90614.0
BC15617D-DBF0-413A-A2C9-6342F73B723B,2018-11-13 00:00:00.000,2018-11-13 15:50:16.840,1,2018-11-27 10:24:12.993,2018-11-27 00:00:00.000,,331.0,1190036.0
F3380EEA-0686-4AC1-8A92-9CC433CD8094,2019-02-22 00:00:00.000,2019-02-22 09:34:53.296,7,,,7.0,,
A6119767-8B5A-4A2B-849F-ABE3F16D4C6B,2019-04-17 00:00:00.000,2019-04-17 09:15:13.416,7,,,7.0,,
A07CB4F7-3358-4F26-A78E-0CAE9C16296E,2018-11-12 00:00:00.000,2018-11-12 08:47:39.480,2,2019-03-18 08:22:50.100,2019-03-18 00:00:00.000,,3024.0,10884911.0
CD3C3052-04B2-4612-B7CF-3FA74E9D4BDD,2019-02-22 00:00:00.000,2019-02-22 16:30:02.663,15,2019-02-26 07:58:20.130,2019-02-26 00:00:00.000,15.0,87.0,314898.0
3649038F-69AB-4D2B-8AFE-36232462F9EE,2018-11-13 00:00:00.000,2018-11-13 11:05:37.000,0,2018-11-13 11:56:05.736,2018-11-13 00:00:00.000,,0.0,3028.0
6699B09F-BD20-477C-A775-BCC27B9B6A8C,2019-03-13 00:00:00.000,2019-03-13 13:21:44.480,7,,,7.0,,
CADAE950-0310-4E8D-AC2F-93F560003F87,2019-04-17 00:00:00.000,2019-04-17 05:28:27.660,0,2019-04-17 09:25:30.526,2019-04-17 00:00:00.000,,4.0,14223.0
7B6EBD46-A6DB-45C1-8B7F-93693E2D9B0D,2019-03-14 00:00:00.000,2019-03-14 17:57:16.813,9,2019-03-14 18:22:23.650,2019-03-14 00:00:00.000,9.0,1.0,1507.0
5DCE50C1-61A5-4879-8735-D08945151ECA,2019-01-28 00:00:00.000,2019-01-28 11:06:08.373,7,,,7.0,,
0485B6E4-74DF-4317-883E-CA566318F7ED,2018-11-23 00:00:00.000,2018-11-23 15:54:29.470,2,2018-11-27 12:50:53.213,2018-11-27 00:00:00.000,,93.0,334584.0
8F13E55B-0E27-4490-A251-4CF5AB19F534,2018-12-20 00:00:00.000,2018-12-20 08:24:39.433,13,2018-12-20 08:25:37.896,2018-12-20 00:00:00.000,13.0,0.0,58.0
3F8EF958-AE9E-4EBE-AA9B-AA77C537CD42,2019-05-01 00:00:00.000,2019-05-01 22:17:54.173,13,2019-05-02 09:20:40.993,2019-05-02 00:00:00.000,13.0,11.0,39766.0
56C05F99-051A-4892-80F1-8FAC2237A11F,2019-01-31 00:00:00.000,2019-01-31 11:15:18.896,7,,,7.0,,
9C32C23B-71EF-4BBE-9860-2933889EE727,2019-03-29 00:00:00.000,2019-03-29 15:14:05.900,0,2019-03-29 15:15:03.323,2019-03-29 00:00:00.000,,0.0,58.0
049EBB99-BAB4-483A-A265-F0E1E8DBCE25,2019-04-06 00:00:00.000,2019-04-06 00:15:29.260,13,2019-04-08 09:30:17.360,2019-04-08 00:00:00.000,13.0,57.0,206088.0
DFBB39E3-9F44-450C-BC77-0A17B6336A7E,2019-01-28 00:00:00.000,2019-01-28 10:16:25.453,1,2019-01-28 19:30:18.266,2019-01-28 00:00:00.000,,9.0,33233.0
D13F05D3-B8DC-479C-896F-8DD2CE2CF860,2019-02-11 00:00:00.000,2019-02-11 11:38:23.586,7,,,7.0,,
E85C31F8-C2D2-4420-AE3D-CD956B783B5E,2019-05-14 00:00:00.000,2019-05-14 09:00:07.100,0,2019-05-14 09:04:16.466,2019-05-14 00:00:00.000,,0.0,249.0
7806A6F7-FA19-407D-9256-786E0281F6C7,2018-11-29 00:00:00.000,2018-11-29 10:54:46.993,0,2018-11-29 10:55:50.526,2018-11-29 00:00:00.000,,0.0,64.0
7EC3DAE8-B506-478A-91F6-FFB62039878B,2019-04-29 00:00:00.000,2019-04-29 14:29:02.326,6,,,,,
32F643C6-43CF-4D2C-9EEF-7FA6F6624FC8,2019-01-30 00:00:00.000,2019-01-30 10:39:58.286,4,,,,,
57C7E2D4-3710-48A5-B0B5-3EAA41D1DA20,2019-05-01 00:00:00.000,2019-05-01 08:05:06.730,2,2019-05-08 06:53:32.263,2019-05-08 00:00:00.000,,166.0,600506.0
9FB55711-2140-4C79-AC85-6699B9F72427,2018-12-30 00:00:00.000,2018-12-30 10:30:24.176,0,2018-12-30 10:36:56.853,2018-12-30 00:00:00.000,,0.0,392.0
A6F99278-80F3-4AD5-A1BD-9356C2E035C2,2019-02-21 00:00:00.000,2019-02-21 20:03:47.110,0,2019-02-21 20:30:04.550,2019-02-21 00:00:00.000,,0.0,1577.0
00D5D54A-3A15-46E1-BFA9-DCEA18C736D4,2018-12-29 00:00:00.000,2018-12-29 18:06:49.530,13,2018-12-29 18:07:07.043,2018-12-29 00:00:00.000,13.0,0.0,18.0
91ECEE4F-4270-413D-98CC-556F0213557D,2019-04-01 00:00:00.000,2019-04-01 08:10:05.903,1,2019-04-05 07:00:13.333,2019-04-05 00:00:00.000,,95.0,341408.0
31496D5C-4BA5-4C1D-9C3B-C9B2187D1C90,2019-05-02 00:00:00.000,2019-05-02 01:58:05.833,13,2019-05-02 01:58:28.386,2019-05-02 00:00:00.000,13.0,0.0,23.0
3EC2858E-50DB-45AD-A865-EE954F0571E5,2019-04-11 00:00:00.000,2019-04-11 08:50:05.266,1,2019-04-23 13:30:15.320,2019-04-23 00:00:00.000,,293.0,1053610.0
14DD5CE3-D2CA-4AF9-8108-B75CD100F527,2019-05-14 00:00:00.000,2019-05-14 08:27:01.476,13,2019-05-14 08:27:04.023,2019-05-14 00:00:00.000,13.0,0.0,3.0
C084D68F-556C-47F3-AFE8-338F6E70330C,2019-03-26 00:00:00.000,2019-03-26 00:40:08.700,0,2019-03-26 10:39:50.076,2019-03-26 00:00:00.000,,10.0,35982.0
B845DD62-0F36-48AB-A1BB-DB354D3EBEDC,2018-09-17 00:00:00.000,2018-09-17 14:58:29.190,10,2018-11-22 11:24:48.806,2018-11-22 00:00:00.000,10.0,1581.0,5689579.0
192932FF-2AAC-4C2F-9595-56DC5F9E6EC0,2019-04-25 00:00:00.000,2019-04-25 08:00:18.536,1,2019-04-25 12:48:42.003,2019-04-25 00:00:00.000,,4.0,17304.0
DA9B2A82-638D-4428-898C-10487A30967C,2018-12-24 00:00:00.000,2018-12-24 10:16:15.740,13,2018-12-24 10:16:57.500,2018-12-24 00:00:00.000,13.0,0.0,42.0
61A3EB5C-3B8F-489C-93C6-022F96AFB946,2018-11-19 00:00:00.000,2018-11-19 09:15:30.720,0,2018-11-19 09:16:01.673,2018-11-19 00:00:00.000,,0.0,31.0
DA1AB667-E076-43AC-9040-B491CF24D217,2019-01-10 00:00:00.000,2019-01-10 07:48:32.933,0,2019-01-10 08:16:46.586,2019-01-10 00:00:00.000,,1.0,1694.0
F2448F00-8B40-4290-B20B-3E514551F585,2018-12-11 00:00:00.000,2018-12-11 00:13:34.560,1,2018-12-21 09:27:40.396,2018-12-21 00:00:00.000,,249.0,897246.0
19DE5ED1-9EBC-437D-AC17-67E283A77760,2019-05-01 00:00:00.000,2019-05-01 16:40:12.630,2,2019-05-02 07:48:30.320,2019-05-02 00:00:00.000,,15.0,54498.0
444BCB71-A1FD-4AC7-9691-5A4691243439,2019-03-12 00:00:00.000,2019-03-12 14:30:06.836,1,2019-04-04 13:43:29.666,2019-04-04 00:00:00.000,,551.0,1984403.0
3D6D8AB8-C60A-4807-B419-55C60519E6E9,2019-01-09 00:00:00.000,2019-01-09 09:22:57.600,7,,,7.0,,
9509879A-0DCF-4F4C-AC63-32DDAEAB90B2,2019-02-27 00:00:00.000,2019-02-27 20:57:23.726,2,2019-02-28 08:54:13.280,2019-02-28 00:00:00.000,,12.0,43010.0
77B89956-5757-4858-B47C-6A2678A1ED56,2019-01-28 00:00:00.000,2019-01-28 01:36:48.013,13,2019-01-28 01:37:03.936,2019-01-28 00:00:00.000,13.0,0.0,15.0
CFAF628E-2B0E-4A3B-8DFB-81D1BA2AAC6E,2019-05-05 00:00:00.000,2019-05-05 23:00:15.726,13,2019-05-05 23:00:57.530,2019-05-05 00:00:00.000,13.0,0.0,42.0
27260EFD-3E7B-46DD-822E-F19C0787D496,2018-12-11 00:00:00.000,2018-12-11 11:36:40.973,1,2019-01-05 10:29:19.966,2019-01-05 00:00:00.000,,599.0,2155959.0
DA1D836E-66DA-47BF-8415-61F037D25C78,2018-12-30 00:00:00.000,2018-12-30 13:00:45.626,10,2019-01-10 10:13:20.746,2019-01-10 00:00:00.000,10.0,261.0,940355.0
6ED6CC0A-D99E-4C9A-AD55-870953C322B7,2019-01-22 00:00:00.000,2019-01-22 07:54:57.060,7,,,7.0,,
40F44BA5-CA67-456F-906A-3BDD69DAA57F,2018-11-13 00:00:00.000,2018-11-13 11:09:50.730,1,2018-11-21 11:17:12.120,2018-11-21 00:00:00.000,,192.0,691642.0
6EBC0A05-E3A9-4B86-A30A-49526819F2F1,2018-10-25 00:00:00.000,2018-10-25 14:33:50.140,0,2018-10-25 14:33:58.793,2018-10-25 00:00:00.000,,0.0,8.0
1552C493-9A6D-4C19-8417-90BA31673AAE,2019-05-11 00:00:00.000,2019-05-11 15:34:31.846,13,2019-05-11 15:34:40.233,2019-05-11 00:00:00.000,13.0,0.0,9.0
E1D25DF0-283C-4214-8C81-3F8C1D60A69B,2018-12-28 00:00:00.000,2018-12-28 16:37:09.806,15,2019-01-10 14:29:12.636,2019-01-10 00:00:00.000,15.0,310.0,1115523.0
A9D90AA8-5406-43AE-B22E-939F4564FDD3,2019-03-04 00:00:00.000,2019-03-04 09:00:01.123,0,2019-03-04 09:45:13.943,2019-03-04 00:00:00.000,,0.0,2712.0
65C1DCCD-66AE-4DD1-AD6F-D600EB625FA1,2019-03-08 00:00:00.000,2019-03-08 11:30:02.603,1,2019-03-12 13:40:41.430,2019-03-12 00:00:00.000,,98.0,353439.0
809A91B6-CCB9-4C4C-B4FE-0B6404FC9EA4,2019-04-01 00:00:00.000,2019-04-01 17:42:52.263,7,,,7.0,,
23CE6552-340F-4A06-8B44-DA2CD8A2A174,2019-01-16 00:00:00.000,2019-01-16 13:28:15.453,9,2019-01-16 13:33:16.320,2019-01-16 00:00:00.000,9.0,0.0,301.0
9EC06B1B-CA6D-4F76-B41B-583754F782D9,2018-12-20 00:00:00.000,2018-12-20 08:53:04.250,15,2019-01-07 09:22:46.083,2019-01-07 00:00:00.000,15.0,433.0,1556982.0
92A164DA-8D2C-463F-A683-E4F112A51927,2019-01-10 00:00:00.000,2019-01-10 10:38:11.500,2,2019-01-11 08:01:30.506,2019-01-11 00:00:00.000,,22.0,76999.0
37EA98BF-4605-4D09-9063-3663DD223549,2019-03-18 00:00:00.000,2019-03-18 16:30:02.076,1,2019-03-19 17:42:59.343,2019-03-19 00:00:00.000,,25.0,90777.0
D10ABFAC-D64D-4A26-8E51-13048CD8967D,2019-04-06 00:00:00.000,2019-04-06 00:15:35.556,0,2019-04-07 13:51:47.850,2019-04-07 00:00:00.000,,37.0,135372.0
8F9E3E08-9808-4797-BECF-63CC7304CE24,2019-03-28 00:00:00.000,2019-03-28 08:45:49.186,0,2019-03-28 08:50:02.193,2019-03-28 00:00:00.000,,0.0,253.0
