Date,Item,Sales
2016-11-20 00:00:00.000,"O",259
2015-05-05 00:00:00.000,"O",109
2017-10-20 00:00:00.000,"O",340
2017-11-15 00:00:00.000,"O",204
2017-05-03 00:00:00.000,"O",420
2015-02-06 00:00:00.000,"O",187
2016-01-29 00:00:00.000,"O",234
2018-02-10 00:00:00.000,"O",249
2017-07-16 00:00:00.000,"O",348
2017-04-26 00:00:00.000,"O",308
2017-03-17 00:00:00.000,"O",457
2016-04-03 00:00:00.000,"O",433
2015-11-25 00:00:00.000,"O",396
2017-04-24 00:00:00.000,"O",451
2015-07-12 00:00:00.000,"O",468
2018-10-08 00:00:00.000,"O",248
2015-12-20 00:00:00.000,"O",174
2018-07-02 00:00:00.000,"O",201
2018-08-24 00:00:00.000,"O",435
2015-01-31 00:00:00.000,"O",258
2018-03-28 00:00:00.000,"O",199
2016-07-27 00:00:00.000,"O",277
2017-06-05 00:00:00.000,"O",250
2018-10-06 00:00:00.000,"O",353
2018-11-01 00:00:00.000,"O",415
2019-03-10 00:00:00.000,"O",198
2018-05-07 00:00:00.000,"O",356
2019-01-17 00:00:00.000,"O",337
2017-09-14 00:00:00.000,"O",498
2015-02-23 00:00:00.000,"O",198
2018-11-21 00:00:00.000,"O",344
2016-05-22 00:00:00.000,"O",356
2018-05-11 00:00:00.000,"O",477
2015-07-23 00:00:00.000,"O",448
2016-10-08 00:00:00.000,"O",226
2015-03-20 00:00:00.000,"O",388
2016-04-13 00:00:00.000,"O",107
2017-01-17 00:00:00.000,"O",365
2016-12-02 00:00:00.000,"O",458
2018-08-14 00:00:00.000,"O",100
2019-02-09 00:00:00.000,"O",278
2015-07-09 00:00:00.000,"O",493
2018-10-11 00:00:00.000,"O",265
2017-05-05 00:00:00.000,"O",441
2016-04-03 00:00:00.000,"O",153
2017-04-09 00:00:00.000,"O",256
2015-10-12 00:00:00.000,"O",381
2016-09-07 00:00:00.000,"O",136
2017-09-16 00:00:00.000,"O",248
2018-06-16 00:00:00.000,"O",301
2016-05-29 00:00:00.000,"O",467
2017-10-09 00:00:00.000,"O",239
2015-04-29 00:00:00.000,"O",229
2016-06-09 00:00:00.000,"O",168
2016-08-20 00:00:00.000,"O",117
2016-03-10 00:00:00.000,"O",218
2015-07-29 00:00:00.000,"O",106
2017-04-25 00:00:00.000,"O",157
2016-01-10 00:00:00.000,"O",488
2015-11-22 00:00:00.000,"O",387
2016-02-09 00:00:00.000,"O",353
2018-01-07 00:00:00.000,"O",494
2016-08-30 00:00:00.000,"O",428
2017-03-02 00:00:00.000,"O",240
2015-12-09 00:00:00.000,"O",470
2015-11-12 00:00:00.000,"O",307
2015-01-03 00:00:00.000,"O",236
2015-08-27 00:00:00.000,"O",278
2017-01-30 00:00:00.000,"O",495
2018-06-12 00:00:00.000,"O",210
2016-01-22 00:00:00.000,"O",281
2016-09-24 00:00:00.000,"O",483
2018-05-02 00:00:00.000,"O",338
2018-07-11 00:00:00.000,"O",298
2017-01-26 00:00:00.000,"O",266
2018-06-15 00:00:00.000,"D",485
2018-08-17 00:00:00.000,"D",147
2015-08-27 00:00:00.000,"D",489
2015-03-27 00:00:00.000,"D",216
2016-02-24 00:00:00.000,"D",150
2018-06-22 00:00:00.000,"D",134
2017-07-12 00:00:00.000,"D",307
2018-11-03 00:00:00.000,"D",295
2017-11-20 00:00:00.000,"D",204
2017-07-02 00:00:00.000,"D",265
2016-11-19 00:00:00.000,"D",228
2018-06-12 00:00:00.000,"D",227
2018-03-15 00:00:00.000,"D",301
2016-09-25 00:00:00.000,"D",334
2017-04-08 00:00:00.000,"D",488
2017-02-04 00:00:00.000,"D",341
2018-02-09 00:00:00.000,"D",239
2016-02-16 00:00:00.000,"D",236
2015-08-06 00:00:00.000,"D",178
2017-02-21 00:00:00.000,"D",122
2018-06-25 00:00:00.000,"D",150
2016-11-30 00:00:00.000,"D",340
2018-02-21 00:00:00.000,"D",115
2016-07-29 00:00:00.000,"D",319
2017-05-21 00:00:00.000,"D",370
2018-02-20 00:00:00.000,"D",111
2015-06-28 00:00:00.000,"D",412
2015-02-28 00:00:00.000,"D",238
2018-03-04 00:00:00.000,"D",495
2015-09-13 00:00:00.000,"D",316
2017-06-03 00:00:00.000,"D",271
2017-02-18 00:00:00.000,"D",416
2019-03-04 00:00:00.000,"D",271
2015-10-27 00:00:00.000,"D",425
2015-11-16 00:00:00.000,"D",294
2016-05-09 00:00:00.000,"D",374
2015-10-01 00:00:00.000,"D",423
2017-08-30 00:00:00.000,"D",385
2019-02-17 00:00:00.000,"D",121
2016-01-23 00:00:00.000,"D",104
2017-05-04 00:00:00.000,"D",462
2016-01-14 00:00:00.000,"D",103
2018-02-21 00:00:00.000,"D",208
2017-03-01 00:00:00.000,"D",223
2018-05-24 00:00:00.000,"D",343
2015-07-18 00:00:00.000,"D",422
2015-10-26 00:00:00.000,"D",459
2017-07-22 00:00:00.000,"D",102
2015-08-04 00:00:00.000,"D",378
2019-02-02 00:00:00.000,"D",346
2019-01-30 00:00:00.000,"D",150
2015-06-06 00:00:00.000,"D",362
2018-09-07 00:00:00.000,"D",447
2018-01-07 00:00:00.000,"D",414
2018-09-21 00:00:00.000,"D",455
2015-11-26 00:00:00.000,"D",185
2015-02-12 00:00:00.000,"D",358
2015-12-17 00:00:00.000,"D",426
2016-05-06 00:00:00.000,"D",478
2016-05-04 00:00:00.000,"D",188
2017-06-07 00:00:00.000,"D",490
2015-09-03 00:00:00.000,"D",435
2016-05-26 00:00:00.000,"D",225
2016-09-11 00:00:00.000,"D",277
2016-11-25 00:00:00.000,"D",126
2018-04-16 00:00:00.000,"D",446
2017-08-31 00:00:00.000,"D",438
2016-01-07 00:00:00.000,"D",136
2016-06-24 00:00:00.000,"D",201
2018-08-21 00:00:00.000,"D",285
2017-05-08 00:00:00.000,"D",461
2017-04-16 00:00:00.000,"D",307
2015-05-10 00:00:00.000,"D",236
2018-04-03 00:00:00.000,"D",325
2016-09-27 00:00:00.000,"D",450
2016-08-10 00:00:00.000,"D",372
2018-12-24 00:00:00.000,"D",229
2016-05-16 00:00:00.000,"D",130
2015-05-11 00:00:00.000,"D",319
2015-10-10 00:00:00.000,"D",275
2017-01-23 00:00:00.000,"D",404
2015-05-06 00:00:00.000,"D",104
2016-01-09 00:00:00.000,"D",376
2018-03-24 00:00:00.000,"D",436
2018-09-23 00:00:00.000,"D",142
2018-01-30 00:00:00.000,"D",105
2015-04-01 00:00:00.000,"D",297
2016-09-02 00:00:00.000,"D",412
2015-11-08 00:00:00.000,"D",161
2016-12-06 00:00:00.000,"D",174
2017-05-22 00:00:00.000,"D",212
2018-05-01 00:00:00.000,"D",152
2018-10-18 00:00:00.000,"D",394
2017-05-24 00:00:00.000,"D",266
2018-11-23 00:00:00.000,"L",291
2017-10-28 00:00:00.000,"L",407
2017-06-06 00:00:00.000,"L",111
2017-04-22 00:00:00.000,"L",445
2016-10-18 00:00:00.000,"L",232
2015-08-17 00:00:00.000,"L",374
2017-02-23 00:00:00.000,"L",413
2018-01-27 00:00:00.000,"L",226
2018-04-24 00:00:00.000,"L",272
2018-04-15 00:00:00.000,"L",427
2015-10-30 00:00:00.000,"L",425
2016-07-14 00:00:00.000,"L",206
2016-04-18 00:00:00.000,"L",331
2015-06-24 00:00:00.000,"L",105
2017-12-23 00:00:00.000,"L",322
2018-12-03 00:00:00.000,"L",153
2015-04-07 00:00:00.000,"L",218
2016-11-02 00:00:00.000,"L",385
2017-03-30 00:00:00.000,"L",342
2017-10-11 00:00:00.000,"L",302
2016-11-21 00:00:00.000,"L",350
2018-10-08 00:00:00.000,"L",462
2017-11-11 00:00:00.000,"L",193
2016-08-26 00:00:00.000,"L",437
2018-12-17 00:00:00.000,"L",181
2018-08-18 00:00:00.000,"L",300
2016-03-07 00:00:00.000,"L",195
2017-08-03 00:00:00.000,"L",393
2019-02-16 00:00:00.000,"L",109
2017-07-04 00:00:00.000,"L",405
2017-11-20 00:00:00.000,"L",354
2018-02-02 00:00:00.000,"L",423
2017-05-22 00:00:00.000,"L",183
2018-10-25 00:00:00.000,"L",180
2016-05-23 00:00:00.000,"L",295
2015-03-16 00:00:00.000,"L",477
2017-10-18 00:00:00.000,"L",300
2015-03-17 00:00:00.000,"L",274
2016-11-18 00:00:00.000,"L",420
2015-01-15 00:00:00.000,"L",441
2017-02-23 00:00:00.000,"L",474
2016-03-27 00:00:00.000,"L",360
2017-01-29 00:00:00.000,"L",379
2016-01-08 00:00:00.000,"L",145
2015-04-10 00:00:00.000,"L",423
2015-01-13 00:00:00.000,"L",266
2017-06-28 00:00:00.000,"L",349
2018-07-02 00:00:00.000,"L",439
2015-11-22 00:00:00.000,"L",427
2018-08-31 00:00:00.000,"L",369
2016-10-31 00:00:00.000,"L",322
2018-12-16 00:00:00.000,"L",103
2016-04-11 00:00:00.000,"L",304
2017-03-16 00:00:00.000,"L",388
2018-06-10 00:00:00.000,"L",427
2016-09-01 00:00:00.000,"L",468
2016-10-04 00:00:00.000,"L",406
2015-02-22 00:00:00.000,"L",328
2017-12-09 00:00:00.000,"L",343
2018-02-25 00:00:00.000,"L",189
2018-04-23 00:00:00.000,"L",239
2016-02-09 00:00:00.000,"L",288
2015-04-12 00:00:00.000,"L",105
2016-10-07 00:00:00.000,"L",207
2015-07-13 00:00:00.000,"L",222
2015-01-31 00:00:00.000,"L",242
2016-06-02 00:00:00.000,"L",129
2015-06-09 00:00:00.000,"L",103
2015-03-13 00:00:00.000,"L",251
2015-04-22 00:00:00.000,"L",126
2016-02-28 00:00:00.000,"L",102
2015-04-30 00:00:00.000,"L",154
2017-12-02 00:00:00.000,"L",135
2017-12-04 00:00:00.000,"L",380
2016-12-11 00:00:00.000,"L",484
2017-11-15 00:00:00.000,"L",347
2018-07-23 00:00:00.000,"L",247
2015-12-10 00:00:00.000,"L",193
2018-03-30 00:00:00.000,"L",118
2017-03-26 00:00:00.000,"L",112
2016-01-03 00:00:00.000,"L",163
2017-06-10 00:00:00.000,"L",403
2016-02-25 00:00:00.000,"L",200
2018-04-03 00:00:00.000,"L",476
2015-05-13 00:00:00.000,"L",478
2016-10-03 00:00:00.000,"L",391
2017-11-08 00:00:00.000,"L",213
2017-03-20 00:00:00.000,"L",397
2019-03-14 00:00:00.000,"L",433
2015-05-06 00:00:00.000,"L",386
2016-01-05 00:00:00.000,"L",492
2016-01-29 00:00:00.000,"L",349
2017-06-25 00:00:00.000,"L",156
2015-02-05 00:00:00.000,"K",231
2018-09-20 00:00:00.000,"K",395
2015-04-02 00:00:00.000,"K",258
2015-10-04 00:00:00.000,"K",434
2017-09-05 00:00:00.000,"K",190
2017-01-29 00:00:00.000,"K",415
2018-08-26 00:00:00.000,"K",452
2017-07-04 00:00:00.000,"K",201
2018-06-04 00:00:00.000,"K",389
2019-02-07 00:00:00.000,"K",158
2016-11-28 00:00:00.000,"K",309
2016-11-16 00:00:00.000,"K",434
2017-10-06 00:00:00.000,"K",497
2016-09-08 00:00:00.000,"K",394
2017-09-18 00:00:00.000,"K",269
2016-03-17 00:00:00.000,"K",398
2015-11-28 00:00:00.000,"K",345
2016-07-26 00:00:00.000,"K",291
2015-09-10 00:00:00.000,"K",385
2015-05-29 00:00:00.000,"K",374
2017-12-16 00:00:00.000,"K",325
2017-02-22 00:00:00.000,"K",480
2017-04-17 00:00:00.000,"K",346
2016-11-19 00:00:00.000,"K",261
2017-07-08 00:00:00.000,"K",102
2015-05-28 00:00:00.000,"K",411
2016-07-06 00:00:00.000,"K",184
2016-11-09 00:00:00.000,"K",285
2015-01-20 00:00:00.000,"K",402
2015-07-20 00:00:00.000,"K",348
2018-03-02 00:00:00.000,"K",276
2018-02-01 00:00:00.000,"K",377
2016-07-28 00:00:00.000,"K",129
2015-01-21 00:00:00.000,"K",199
2018-10-11 00:00:00.000,"K",252
2015-02-12 00:00:00.000,"K",294
2018-02-24 00:00:00.000,"K",147
2018-04-25 00:00:00.000,"K",127
2015-10-30 00:00:00.000,"K",476
2016-07-16 00:00:00.000,"K",261
2017-01-16 00:00:00.000,"K",158
2018-12-13 00:00:00.000,"K",235
2015-09-04 00:00:00.000,"K",296
2015-09-16 00:00:00.000,"K",381
2015-01-27 00:00:00.000,"K",277
2015-12-21 00:00:00.000,"K",363
2016-01-04 00:00:00.000,"K",471
2019-02-18 00:00:00.000,"K",362
2017-03-29 00:00:00.000,"K",353
2018-06-13 00:00:00.000,"K",496
2017-02-17 00:00:00.000,"K",143
2016-08-28 00:00:00.000,"K",396
2018-03-20 00:00:00.000,"K",409
2018-05-29 00:00:00.000,"K",399
2017-04-25 00:00:00.000,"K",167
2017-04-07 00:00:00.000,"K",300
2015-12-11 00:00:00.000,"K",404
2015-02-11 00:00:00.000,"K",437
2017-01-25 00:00:00.000,"K",223
2016-04-16 00:00:00.000,"K",322
2015-11-20 00:00:00.000,"K",500
2017-08-28 00:00:00.000,"K",468
2017-08-09 00:00:00.000,"K",458
2018-02-12 00:00:00.000,"K",218
2016-08-11 00:00:00.000,"K",484
2017-07-31 00:00:00.000,"K",222
2018-05-29 00:00:00.000,"K",482
2018-11-13 00:00:00.000,"K",425
2016-01-21 00:00:00.000,"K",487
2017-03-09 00:00:00.000,"K",108
2018-02-16 00:00:00.000,"K",282
2017-09-15 00:00:00.000,"K",101
2017-10-02 00:00:00.000,"K",205
2017-03-14 00:00:00.000,"K",157
2015-07-23 00:00:00.000,"K",132
2015-01-07 00:00:00.000,"K",146
2018-11-10 00:00:00.000,"K",460
2018-04-12 00:00:00.000,"K",205
2016-05-24 00:00:00.000,"K",427
2015-09-14 00:00:00.000,"K",491
2016-08-03 00:00:00.000,"K",159
2017-04-09 00:00:00.000,"K",153
2015-02-26 00:00:00.000,"K",250
2015-01-11 00:00:00.000,"K",124
2016-01-25 00:00:00.000,"K",253
2019-03-12 00:00:00.000,"K",190
2016-11-21 00:00:00.000,"K",388
2017-12-29 00:00:00.000,"K",305
2018-04-13 00:00:00.000,"K",454
2016-03-02 00:00:00.000,"K",304
2018-08-16 00:00:00.000,"K",261
2018-09-22 00:00:00.000,"K",267
2016-07-27 00:00:00.000,"C",386
2017-10-22 00:00:00.000,"C",438
2018-03-30 00:00:00.000,"C",227
2017-03-24 00:00:00.000,"C",286
2015-02-10 00:00:00.000,"C",181
2016-05-26 00:00:00.000,"C",429
2016-10-03 00:00:00.000,"C",345
2017-10-06 00:00:00.000,"C",447
2019-03-09 00:00:00.000,"C",330
2018-05-02 00:00:00.000,"C",257
2016-04-12 00:00:00.000,"C",134
2015-09-05 00:00:00.000,"C",137
2017-06-24 00:00:00.000,"C",311
2016-03-31 00:00:00.000,"C",419
2015-10-05 00:00:00.000,"C",165
2017-05-31 00:00:00.000,"C",368
2019-01-21 00:00:00.000,"C",334
2016-08-14 00:00:00.000,"C",366
2015-01-26 00:00:00.000,"C",323
2018-01-12 00:00:00.000,"C",298
2017-12-08 00:00:00.000,"C",483
2015-06-30 00:00:00.000,"C",383
2018-06-05 00:00:00.000,"C",453
2018-09-13 00:00:00.000,"C",335
2017-08-10 00:00:00.000,"C",451
2017-05-07 00:00:00.000,"C",137
2018-03-04 00:00:00.000,"C",360
2018-01-13 00:00:00.000,"C",471
2018-02-04 00:00:00.000,"C",488
2016-02-12 00:00:00.000,"C",217
2017-06-10 00:00:00.000,"C",111
2018-02-20 00:00:00.000,"C",361
2016-06-19 00:00:00.000,"C",187
2017-02-14 00:00:00.000,"C",122
2019-01-05 00:00:00.000,"C",398
2018-03-10 00:00:00.000,"C",439
2018-01-30 00:00:00.000,"C",427
2019-03-14 00:00:00.000,"C",391
2016-02-14 00:00:00.000,"C",203
2016-03-21 00:00:00.000,"C",382
2017-01-01 00:00:00.000,"C",263
2018-05-19 00:00:00.000,"C",359
2016-05-30 00:00:00.000,"C",332
2016-04-08 00:00:00.000,"C",447
2017-02-19 00:00:00.000,"C",395
2018-08-12 00:00:00.000,"C",286
2015-08-04 00:00:00.000,"C",447
2017-08-25 00:00:00.000,"C",120
2017-08-21 00:00:00.000,"C",451
2019-02-25 00:00:00.000,"C",418
2016-12-30 00:00:00.000,"C",394
2015-06-11 00:00:00.000,"C",121
2019-01-28 00:00:00.000,"C",279
2015-10-21 00:00:00.000,"C",132
2015-11-22 00:00:00.000,"C",206
2016-06-18 00:00:00.000,"C",288
2015-05-07 00:00:00.000,"C",355
2015-12-23 00:00:00.000,"C",196
2016-11-08 00:00:00.000,"C",179
2018-07-08 00:00:00.000,"C",401
2017-06-08 00:00:00.000,"C",164
2015-08-18 00:00:00.000,"C",232
2018-10-07 00:00:00.000,"C",389
2018-01-05 00:00:00.000,"C",300
2016-03-25 00:00:00.000,"C",335
2015-04-30 00:00:00.000,"C",470
2018-01-13 00:00:00.000,"C",134
2015-11-15 00:00:00.000,"C",311
2017-02-05 00:00:00.000,"C",225
2015-10-07 00:00:00.000,"C",221
2017-01-29 00:00:00.000,"C",272
2017-08-16 00:00:00.000,"C",289
2016-06-13 00:00:00.000,"C",181
2019-01-29 00:00:00.000,"C",423
2016-10-29 00:00:00.000,"C",210
2015-01-22 00:00:00.000,"C",336
2015-04-20 00:00:00.000,"C",387
2015-03-19 00:00:00.000,"C",174
2015-03-17 00:00:00.000,"C",478
2015-08-06 00:00:00.000,"C",199
2016-06-08 00:00:00.000,"C",330
2015-09-25 00:00:00.000,"C",109
2019-01-08 00:00:00.000,"C",122
2017-07-02 00:00:00.000,"C",493
2016-04-07 00:00:00.000,"C",174
2018-04-20 00:00:00.000,"C",377
2017-03-01 00:00:00.000,"C",250
2018-03-25 00:00:00.000,"C",354
2018-12-17 00:00:00.000,"C",135
2017-09-30 00:00:00.000,"R",496
2016-09-14 00:00:00.000,"R",317
2017-08-28 00:00:00.000,"R",324
2016-08-13 00:00:00.000,"R",353
2017-02-25 00:00:00.000,"R",398
2016-08-24 00:00:00.000,"R",157
2015-11-15 00:00:00.000,"R",275
2016-07-21 00:00:00.000,"R",237
2015-10-01 00:00:00.000,"R",248
2018-12-10 00:00:00.000,"R",474
2016-11-18 00:00:00.000,"R",151
2016-01-03 00:00:00.000,"R",297
2017-10-10 00:00:00.000,"R",111
2018-07-29 00:00:00.000,"R",458
2015-09-07 00:00:00.000,"R",408
2016-09-11 00:00:00.000,"R",466
2017-09-20 00:00:00.000,"R",147
2017-03-30 00:00:00.000,"R",438
2017-06-25 00:00:00.000,"R",339
2018-06-08 00:00:00.000,"R",491
2015-09-22 00:00:00.000,"R",397
2015-10-11 00:00:00.000,"R",302
2016-06-20 00:00:00.000,"R",400
2018-05-28 00:00:00.000,"R",403
2018-09-19 00:00:00.000,"R",348
2016-10-05 00:00:00.000,"R",119
2018-11-26 00:00:00.000,"R",470
2015-05-18 00:00:00.000,"R",360
2017-06-07 00:00:00.000,"R",184
2015-11-13 00:00:00.000,"R",250
2016-06-22 00:00:00.000,"R",174
2017-07-23 00:00:00.000,"R",360
2018-09-05 00:00:00.000,"R",320
2016-01-02 00:00:00.000,"R",268
2015-11-09 00:00:00.000,"R",482
