CO_MUNICIPIO,CO_UF,DS_REGIAO,IN_NECESSIDADE_ESPECIAL,SIGLA_UF,NO_MUNICIPIO,REDE,NOTA_IDEB,UF,NM_MUNICIPIO,NUM_POPULACAO,CO_MUNICIPIO_IBGE,VL_RECEITA_REALIZADA,VL_RECEITA_ORCADA,VL_DOTACAO_ATUALIZADA_EDUCACAO,VL_DESPESA_EMPENHADA_EDUCACAO,VL_DESPESA_LIQUIDADA_EDUCACAO,VL_DESPESA_PAGA_EDUCACAO,VL_DESPESA_ORCADA_EDUCACAO,VL_DESPESA_PAG_ED_CID,VL_RECEITA_CID,DS_INFRA,PERC_INFRA,DS_FORMACAO_DOCENTE,PERC_FORMACAO_DOCENTE
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_LABORATORIO_CIENCIAS",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_LABORATORIO_INFORMATICA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_ENERGIA_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_QUADRA_ESPORTES",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_DEPENDENCIAS_PNE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3126752,31,"SUDESTE",0,"MG","Franciscópolis","Pública",3.8,"MG","Franciscópolis",5672,312675,14782506.01,19635000,4985812.69,4530071.84,4177784.96,3802954.71,0,670.48,2606.22,"IN_AGUA_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3126752,31,"SUDESTE",0,"MG","Franciscópolis","Pública",3.8,"MG","Franciscópolis",5672,312675,14782506.01,19635000,4985812.69,4530071.84,4177784.96,3802954.71,0,670.48,2606.22,"IN_AGUA_FILTRADA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3126752,31,"SUDESTE",0,"MG","Franciscópolis","Pública",3.8,"MG","Franciscópolis",5672,312675,14782506.01,19635000,4985812.69,4530071.84,4177784.96,3802954.71,0,670.48,2606.22,"IN_ESGOTO_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3126752,31,"SUDESTE",0,"MG","Franciscópolis","Pública",3.8,"MG","Franciscópolis",5672,312675,14782506.01,19635000,4985812.69,4530071.84,4177784.96,3802954.71,0,670.48,2606.22,"IN_BIBLIOTECA_SALA_LEITURA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3126752,31,"SUDESTE",0,"MG","Franciscópolis","Pública",3.8,"MG","Franciscópolis",5672,312675,14782506.01,19635000,4985812.69,4530071.84,4177784.96,3802954.71,0,670.48,2606.22,"IN_BANHEIRO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3126752,31,"SUDESTE",0,"MG","Franciscópolis","Pública",3.8,"MG","Franciscópolis",5672,312675,14782506.01,19635000,4985812.69,4530071.84,4177784.96,3802954.71,0,670.48,2606.22,"IN_COMPUTADOR",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3126752,31,"SUDESTE",0,"MG","Franciscópolis","Pública",3.8,"MG","Franciscópolis",5672,312675,14782506.01,19635000,4985812.69,4530071.84,4177784.96,3802954.71,0,670.48,2606.22,"IN_INTERNET",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3126752,31,"SUDESTE",0,"MG","Franciscópolis","Pública",3.8,"MG","Franciscópolis",5672,312675,14782506.01,19635000,4985812.69,4530071.84,4177784.96,3802954.71,0,670.48,2606.22,"IN_BANDA_LARGA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3126752,31,"SUDESTE",0,"MG","Franciscópolis","Pública",3.8,"MG","Franciscópolis",5672,312675,14782506.01,19635000,4985812.69,4530071.84,4177784.96,3802954.71,0,670.48,2606.22,"IN_ALIMENTACAO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3126752,31,"SUDESTE",0,"MG","Franciscópolis","Pública",3.8,"MG","Franciscópolis",5672,312675,14782506.01,19635000,4985812.69,4530071.84,4177784.96,3802954.71,0,670.48,2606.22,"IN_PATIO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3126752,31,"SUDESTE",0,"MG","Franciscópolis","Pública",3.8,"MG","Franciscópolis",5672,312675,14782506.01,19635000,4985812.69,4530071.84,4177784.96,3802954.71,0,670.48,2606.22,"IN_LABORATORIO_INFORMATICA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3126752,31,"SUDESTE",0,"MG","Franciscópolis","Pública",3.8,"MG","Franciscópolis",5672,312675,14782506.01,19635000,4985812.69,4530071.84,4177784.96,3802954.71,0,670.48,2606.22,"IN_ENERGIA_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3130002,31,"SUDESTE",0,"MG","Ibituruna","Pública",3.8,"MG","Ibituruna",3018,313000,11371352.22,17083452.16,4027636.07,2717771.36,2666747.29,2664707.29,0,882.94,3767.84,"IN_AGUA_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3130002,31,"SUDESTE",0,"MG","Ibituruna","Pública",3.8,"MG","Ibituruna",3018,313000,11371352.22,17083452.16,4027636.07,2717771.36,2666747.29,2664707.29,0,882.94,3767.84,"IN_AGUA_FILTRADA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
