COD_CONTA,COD_FILIAL,CENTRO_CUSTO,DT_E_S,VL_ORCA,CHAVE_ORCAMENTO,GRUPO_ATI,CLASSIFICACAO
"Quatro","3","1",2020-07-01 00:00:00.000,-252,571,"ATI14",""
"Quatro","3","1",2020-08-01 00:00:00.000,-324,572,"ATI14",""
"Quatro","3","1",2020-09-01 00:00:00.000,-210,573,"ATI14",""
"Quatro","3","1",2020-10-01 00:00:00.000,-312,574,"ATI14",""
"Quatro","3","1",2020-11-01 00:00:00.000,-435,575,"ATI14",""
"Quatro","3","1",2020-12-01 00:00:00.000,-380,576,"ATI14",""
"Quatro","2","1",2018-01-01 00:00:00.000,-745,577,"ATI14",""
"Quatro","2","1",2018-02-01 00:00:00.000,-802,578,"ATI14",""
"Quatro","2","1",2018-03-01 00:00:00.000,-551,579,"ATI14",""
"Quatro","2","1",2018-04-01 00:00:00.000,-306,580,"ATI14",""
"Quatro","2","1",2018-05-01 00:00:00.000,-363,581,"ATI14",""
"Quatro","2","1",2018-06-01 00:00:00.000,-582,582,"ATI14",""
"Quatro","2","1",2018-07-01 00:00:00.000,-518,583,"ATI14",""
"Quatro","2","1",2018-08-01 00:00:00.000,-915,584,"ATI14",""
"Quatro","2","1",2018-09-01 00:00:00.000,-907,585,"ATI14",""
"Quatro","2","1",2018-10-01 00:00:00.000,-305,586,"ATI14",""
"Quatro","2","1",2018-11-01 00:00:00.000,-576,587,"ATI14",""
"Quatro","2","1",2018-12-01 00:00:00.000,-485,588,"ATI14",""
"Quatro","2","1",2019-01-01 00:00:00.000,-301,589,"ATI14",""
"Quatro","2","1",2019-02-01 00:00:00.000,-668,590,"ATI14",""
"Quatro","2","1",2019-03-01 00:00:00.000,-427,591,"ATI14",""
"Quatro","2","1",2019-04-01 00:00:00.000,-936,592,"ATI14",""
"Quatro","2","1",2019-05-01 00:00:00.000,-339,593,"ATI14",""
"Quatro","2","1",2019-06-01 00:00:00.000,-617,594,"ATI14",""
"Quatro","2","1",2019-07-01 00:00:00.000,-931,595,"ATI14",""
"Quatro","2","1",2019-08-01 00:00:00.000,-528,596,"ATI14",""
"Quatro","2","1",2019-09-01 00:00:00.000,-671,597,"ATI14",""
"Quatro","2","1",2019-10-01 00:00:00.000,-905,598,"ATI14",""
"Quatro","2","1",2019-11-01 00:00:00.000,-582,599,"ATI14",""
"Quatro","2","1",2019-12-01 00:00:00.000,-751,600,"ATI14",""
"Quatro","2","1",2020-01-01 00:00:00.000,-249,601,"ATI14",""
"Quatro","2","1",2020-02-01 00:00:00.000,-427,602,"ATI14",""
"Quatro","2","1",2020-03-01 00:00:00.000,-306,603,"ATI14",""
"Quatro","2","1",2020-04-01 00:00:00.000,-238,604,"ATI14",""
"Quatro","2","1",2020-05-01 00:00:00.000,-346,605,"ATI14",""
"Quatro","2","1",2020-06-01 00:00:00.000,-434,606,"ATI14",""
"Quatro","2","1",2020-07-01 00:00:00.000,-431,607,"ATI14",""
"Quatro","2","1",2020-08-01 00:00:00.000,-462,608,"ATI14",""
"Quatro","2","1",2020-09-01 00:00:00.000,-254,609,"ATI14",""
"Quatro","2","1",2020-10-01 00:00:00.000,-433,610,"ATI14",""
"Quatro","2","1",2020-11-01 00:00:00.000,-227,611,"ATI14",""
"Quatro","2","1",2020-12-01 00:00:00.000,-403,612,"ATI14",""
"Quatro","1","1",2018-01-01 00:00:00.000,-997,613,"ATI14",""
"Quatro","1","1",2018-02-01 00:00:00.000,-706,614,"ATI14",""
"Quatro","1","1",2018-03-01 00:00:00.000,-339,615,"ATI14",""
"Quatro","1","1",2018-04-01 00:00:00.000,-659,616,"ATI14",""
"Quatro","1","1",2018-05-01 00:00:00.000,-617,617,"ATI14",""
"Quatro","1","1",2018-06-01 00:00:00.000,-311,618,"ATI14",""
"Quatro","1","1",2018-07-01 00:00:00.000,-584,619,"ATI14",""
"Quatro","1","1",2018-08-01 00:00:00.000,-598,620,"ATI14",""
"Quatro","1","1",2018-09-01 00:00:00.000,-895,621,"ATI14",""
"Quatro","1","1",2018-10-01 00:00:00.000,-674,622,"ATI14",""
"Quatro","1","1",2018-11-01 00:00:00.000,-858,623,"ATI14",""
"Quatro","1","1",2018-12-01 00:00:00.000,-976,624,"ATI14",""
"Quatro","1","1",2019-01-01 00:00:00.000,-818,625,"ATI14",""
"Quatro","1","1",2019-02-01 00:00:00.000,-715,626,"ATI14",""
"Quatro","1","1",2019-03-01 00:00:00.000,-386,627,"ATI14",""
"Quatro","1","1",2019-04-01 00:00:00.000,-608,628,"ATI14",""
"Quatro","1","1",2019-05-01 00:00:00.000,-825,629,"ATI14",""
"Quatro","1","1",2019-06-01 00:00:00.000,-839,630,"ATI14",""
"Quatro","1","1",2019-07-01 00:00:00.000,-812,631,"ATI14",""
"Quatro","1","1",2019-08-01 00:00:00.000,-401,632,"ATI14",""
"Quatro","1","1",2019-09-01 00:00:00.000,-338,633,"ATI14",""
"Quatro","1","1",2019-10-01 00:00:00.000,-620,634,"ATI14",""
"Quatro","1","1",2019-11-01 00:00:00.000,-429,635,"ATI14",""
"Quatro","1","1",2019-12-01 00:00:00.000,-663,636,"ATI14",""
"Quatro","1","1",2020-01-01 00:00:00.000,-208,637,"ATI14",""
"Quatro","1","1",2020-02-01 00:00:00.000,-461,638,"ATI14",""
"Quatro","1","1",2020-03-01 00:00:00.000,-478,639,"ATI14",""
"Quatro","1","1",2020-04-01 00:00:00.000,-330,640,"ATI14",""
"Quatro","1","1",2020-05-01 00:00:00.000,-285,641,"ATI14",""
"Quatro","1","1",2020-06-01 00:00:00.000,-284,642,"ATI14",""
"Quatro","1","1",2020-07-01 00:00:00.000,-252,643,"ATI14",""
"Quatro","1","1",2020-08-01 00:00:00.000,-316,644,"ATI14",""
"Quatro","1","1",2020-09-01 00:00:00.000,-388,645,"ATI14",""
"Quatro","1","1",2020-10-01 00:00:00.000,-404,646,"ATI14",""
"Quatro","1","1",2020-11-01 00:00:00.000,-451,647,"ATI14",""
"Quatro","1","1",2020-12-01 00:00:00.000,-296,648,"ATI14",""
"Salarios e Ordenados","3","1",2018-01-01 00:00:00.000,-697,649,"ATI14",""
"Salarios e Ordenados","3","1",2018-02-01 00:00:00.000,-998,650,"ATI14",""
"Salarios e Ordenados","3","1",2018-03-01 00:00:00.000,-559,651,"ATI14",""
"Salarios e Ordenados","3","1",2018-04-01 00:00:00.000,-826,652,"ATI14",""
"Salarios e Ordenados","3","1",2018-05-01 00:00:00.000,-731,653,"ATI14",""
"Salarios e Ordenados","3","1",2018-06-01 00:00:00.000,-698,654,"ATI14",""
"Salarios e Ordenados","3","1",2018-07-01 00:00:00.000,-575,655,"ATI14",""
"Salarios e Ordenados","3","1",2018-08-01 00:00:00.000,-817,656,"ATI14",""
"Salarios e Ordenados","3","1",2018-09-01 00:00:00.000,-623,657,"ATI14",""
"Salarios e Ordenados","3","1",2018-10-01 00:00:00.000,-901,658,"ATI14",""
"Salarios e Ordenados","3","1",2018-11-01 00:00:00.000,-806,659,"ATI14",""
"Salarios e Ordenados","3","1",2018-12-01 00:00:00.000,-694,660,"ATI14",""
"Salarios e Ordenados","3","1",2019-01-01 00:00:00.000,-547,661,"ATI14",""
"Salarios e Ordenados","3","1",2019-02-01 00:00:00.000,-846,662,"ATI14",""
"Salarios e Ordenados","3","1",2019-03-01 00:00:00.000,-587,663,"ATI14",""
"Salarios e Ordenados","3","1",2019-04-01 00:00:00.000,-727,664,"ATI14",""
"Salarios e Ordenados","3","1",2019-05-01 00:00:00.000,-517,665,"ATI14",""
"Salarios e Ordenados","3","1",2019-06-01 00:00:00.000,-845,666,"ATI14",""
"Salarios e Ordenados","3","1",2019-07-01 00:00:00.000,-889,667,"ATI14",""
"Salarios e Ordenados","3","1",2019-08-01 00:00:00.000,-909,668,"ATI14",""
"Salarios e Ordenados","3","1",2019-09-01 00:00:00.000,-737,669,"ATI14",""
"Salarios e Ordenados","3","1",2019-10-01 00:00:00.000,-823,670,"ATI14",""
"Salarios e Ordenados","3","1",2019-11-01 00:00:00.000,-444,671,"ATI14",""
"Salarios e Ordenados","3","1",2019-12-01 00:00:00.000,-473,672,"ATI14",""
"Salarios e Ordenados","3","1",2020-01-01 00:00:00.000,-257,673,"ATI14",""
"Salarios e Ordenados","3","1",2020-02-01 00:00:00.000,-208,674,"ATI14",""
"Salarios e Ordenados","3","1",2020-03-01 00:00:00.000,-461,675,"ATI14",""
"Salarios e Ordenados","3","1",2020-04-01 00:00:00.000,-306,676,"ATI14",""
"Salarios e Ordenados","3","1",2020-05-01 00:00:00.000,-346,677,"ATI14",""
"Salarios e Ordenados","3","1",2020-06-01 00:00:00.000,-493,678,"ATI14",""
"Salarios e Ordenados","3","1",2020-07-01 00:00:00.000,-420,679,"ATI14",""
"Salarios e Ordenados","3","1",2020-08-01 00:00:00.000,-249,680,"ATI14",""
"Salarios e Ordenados","3","1",2020-09-01 00:00:00.000,-304,681,"ATI14",""
"Salarios e Ordenados","3","1",2020-10-01 00:00:00.000,-496,682,"ATI14",""
"Salarios e Ordenados","3","1",2020-11-01 00:00:00.000,-209,683,"ATI14",""
"Salarios e Ordenados","3","1",2020-12-01 00:00:00.000,-238,684,"ATI14",""
"Salarios e Ordenados","2","1",2018-01-01 00:00:00.000,-525,685,"ATI14",""
"Salarios e Ordenados","2","1",2018-02-01 00:00:00.000,-912,686,"ATI14",""
"Salarios e Ordenados","2","1",2018-03-01 00:00:00.000,-916,687,"ATI14",""
"Salarios e Ordenados","2","1",2018-04-01 00:00:00.000,-459,688,"ATI14",""
"Salarios e Ordenados","2","1",2018-05-01 00:00:00.000,-389,689,"ATI14",""
"Salarios e Ordenados","2","1",2018-06-01 00:00:00.000,-379,690,"ATI14",""
"Salarios e Ordenados","2","1",2018-07-01 00:00:00.000,-502,691,"ATI14",""
"Salarios e Ordenados","2","1",2018-08-01 00:00:00.000,-438,692,"ATI14",""
"Salarios e Ordenados","2","1",2018-09-01 00:00:00.000,-386,693,"ATI14",""
"Salarios e Ordenados","2","1",2018-10-01 00:00:00.000,-862,694,"ATI14",""
"Salarios e Ordenados","2","1",2018-11-01 00:00:00.000,-688,695,"ATI14",""
"Salarios e Ordenados","2","1",2018-12-01 00:00:00.000,-469,696,"ATI14",""
"Salarios e Ordenados","2","1",2019-01-01 00:00:00.000,-848,697,"ATI14",""
"Salarios e Ordenados","2","1",2019-02-01 00:00:00.000,-346,698,"ATI14",""
"Salarios e Ordenados","2","1",2019-03-01 00:00:00.000,-665,699,"ATI14",""
"Salarios e Ordenados","2","1",2019-04-01 00:00:00.000,-613,700,"ATI14",""
"Salarios e Ordenados","2","1",2019-05-01 00:00:00.000,-409,701,"ATI14",""
"Salarios e Ordenados","2","1",2019-06-01 00:00:00.000,-929,702,"ATI14",""
"Salarios e Ordenados","2","1",2019-07-01 00:00:00.000,-500,703,"ATI14",""
"Salarios e Ordenados","2","1",2019-08-01 00:00:00.000,-656,704,"ATI14",""
"Salarios e Ordenados","2","1",2019-09-01 00:00:00.000,-412,705,"ATI14",""
"Salarios e Ordenados","2","1",2019-10-01 00:00:00.000,-502,706,"ATI14",""
"Salarios e Ordenados","2","1",2019-11-01 00:00:00.000,-959,707,"ATI14",""
"Salarios e Ordenados","2","1",2019-12-01 00:00:00.000,-430,708,"ATI14",""
"Salarios e Ordenados","2","1",2020-01-01 00:00:00.000,-324,709,"ATI14",""
"Salarios e Ordenados","2","1",2020-02-01 00:00:00.000,-293,710,"ATI14",""
"Salarios e Ordenados","2","1",2020-03-01 00:00:00.000,-488,711,"ATI14",""
"Salarios e Ordenados","2","1",2020-04-01 00:00:00.000,-367,712,"ATI14",""
"Salarios e Ordenados","2","1",2020-05-01 00:00:00.000,-258,713,"ATI14",""
"Salarios e Ordenados","2","1",2020-06-01 00:00:00.000,-307,714,"ATI14",""
"Salarios e Ordenados","2","1",2020-07-01 00:00:00.000,-304,715,"ATI14",""
"Salarios e Ordenados","2","1",2020-08-01 00:00:00.000,-210,716,"ATI14",""
"Salarios e Ordenados","2","1",2020-09-01 00:00:00.000,-413,717,"ATI14",""
"Salarios e Ordenados","2","1",2020-10-01 00:00:00.000,-308,718,"ATI14",""
"Salarios e Ordenados","2","1",2020-11-01 00:00:00.000,-495,719,"ATI14",""
"Salarios e Ordenados","2","1",2020-12-01 00:00:00.000,-452,720,"ATI14",""
"Salarios e Ordenados","1","1",2018-01-01 00:00:00.000,-917,721,"ATI14",""
"Salarios e Ordenados","1","1",2018-02-01 00:00:00.000,-445,722,"ATI14",""
"Salarios e Ordenados","1","1",2018-03-01 00:00:00.000,-334,723,"ATI14",""
"Salarios e Ordenados","1","1",2018-04-01 00:00:00.000,-473,724,"ATI14",""
"Salarios e Ordenados","1","1",2018-05-01 00:00:00.000,-797,725,"ATI14",""
"Salarios e Ordenados","1","1",2018-06-01 00:00:00.000,-654,726,"ATI14",""
"Salarios e Ordenados","1","1",2018-07-01 00:00:00.000,-323,727,"ATI14",""
"Salarios e Ordenados","1","1",2018-08-01 00:00:00.000,-555,728,"ATI14",""
"Salarios e Ordenados","1","1",2018-09-01 00:00:00.000,-733,729,"ATI14",""
"Salarios e Ordenados","1","1",2018-10-01 00:00:00.000,-321,730,"ATI14",""
"Salarios e Ordenados","1","1",2018-11-01 00:00:00.000,-380,731,"ATI14",""
"Salarios e Ordenados","1","1",2018-12-01 00:00:00.000,-884,732,"ATI14",""
"Salarios e Ordenados","1","1",2019-01-01 00:00:00.000,-812,733,"ATI14",""
"Salarios e Ordenados","1","1",2019-02-01 00:00:00.000,-640,734,"ATI14",""
"Salarios e Ordenados","1","1",2019-03-01 00:00:00.000,-698,735,"ATI14",""
"Salarios e Ordenados","1","1",2019-04-01 00:00:00.000,-546,736,"ATI14",""
"Salarios e Ordenados","1","1",2019-05-01 00:00:00.000,-484,737,"ATI14",""
"Salarios e Ordenados","1","1",2019-06-01 00:00:00.000,-592,738,"ATI14",""
"Salarios e Ordenados","1","1",2019-07-01 00:00:00.000,-493,739,"ATI14",""
"Salarios e Ordenados","1","1",2019-08-01 00:00:00.000,-820,740,"ATI14",""
"Salarios e Ordenados","1","1",2019-09-01 00:00:00.000,-991,741,"ATI14",""
"Salarios e Ordenados","1","1",2019-10-01 00:00:00.000,-423,742,"ATI14",""
"Salarios e Ordenados","1","1",2019-11-01 00:00:00.000,-948,743,"ATI14",""
"Salarios e Ordenados","1","1",2019-12-01 00:00:00.000,-878,744,"ATI14",""
"Salarios e Ordenados","1","1",2020-01-01 00:00:00.000,-353,745,"ATI14",""
"Salarios e Ordenados","1","1",2020-02-01 00:00:00.000,-302,746,"ATI14",""
"Salarios e Ordenados","1","1",2020-03-01 00:00:00.000,-489,747,"ATI14",""
"Salarios e Ordenados","1","1",2020-04-01 00:00:00.000,-431,748,"ATI14",""
"Salarios e Ordenados","1","1",2020-05-01 00:00:00.000,-293,749,"ATI14",""
"Salarios e Ordenados","1","1",2020-06-01 00:00:00.000,-219,750,"ATI14",""
"Salarios e Ordenados","1","1",2020-07-01 00:00:00.000,-493,751,"ATI14",""
"Salarios e Ordenados","1","1",2020-08-01 00:00:00.000,-293,752,"ATI14",""
"Salarios e Ordenados","1","1",2020-09-01 00:00:00.000,-216,753,"ATI14",""
"Salarios e Ordenados","1","1",2020-10-01 00:00:00.000,-449,754,"ATI14",""
"Salarios e Ordenados","1","1",2020-11-01 00:00:00.000,-362,755,"ATI14",""
"Salarios e Ordenados","1","1",2020-12-01 00:00:00.000,-476,756,"ATI14",""
"Vale-Transporte","3","1",2018-01-01 00:00:00.000,-514,865,"ATI14",""
"Vale-Transporte","3","1",2018-02-01 00:00:00.000,-859,866,"ATI14",""
"Vale-Transporte","3","1",2018-03-01 00:00:00.000,-719,867,"ATI14",""
"Vale-Transporte","3","1",2018-04-01 00:00:00.000,-900,868,"ATI14",""
"Vale-Transporte","3","1",2018-05-01 00:00:00.000,-900,869,"ATI14",""
"Vale-Transporte","3","1",2018-06-01 00:00:00.000,-372,870,"ATI14",""
"Vale-Transporte","3","1",2018-07-01 00:00:00.000,-780,871,"ATI14",""
"Vale-Transporte","3","1",2018-08-01 00:00:00.000,-450,872,"ATI14",""
"Vale-Transporte","3","1",2018-09-01 00:00:00.000,-491,873,"ATI14",""
"Vale-Transporte","3","1",2018-10-01 00:00:00.000,-922,874,"ATI14",""
"Vale-Transporte","3","1",2018-11-01 00:00:00.000,-747,875,"ATI14",""
"Vale-Transporte","3","1",2018-12-01 00:00:00.000,-698,876,"ATI14",""
"Vale-Transporte","3","1",2019-01-01 00:00:00.000,-313,877,"ATI14",""
"Vale-Transporte","3","1",2019-02-01 00:00:00.000,-778,878,"ATI14",""
"Vale-Transporte","3","1",2019-03-01 00:00:00.000,-656,879,"ATI14",""
"Vale-Transporte","3","1",2019-04-01 00:00:00.000,-870,880,"ATI14",""
"Vale-Transporte","3","1",2019-05-01 00:00:00.000,-650,881,"ATI14",""
"Vale-Transporte","3","1",2019-06-01 00:00:00.000,-313,882,"ATI14",""
"Vale-Transporte","3","1",2019-07-01 00:00:00.000,-591,883,"ATI14",""
"Vale-Transporte","3","1",2019-08-01 00:00:00.000,-559,884,"ATI14",""
"Vale-Transporte","3","1",2019-09-01 00:00:00.000,-525,885,"ATI14",""
"Vale-Transporte","3","1",2019-10-01 00:00:00.000,-825,886,"ATI14",""
"Vale-Transporte","3","1",2019-11-01 00:00:00.000,-921,887,"ATI14",""
"Vale-Transporte","3","1",2019-12-01 00:00:00.000,-850,888,"ATI14",""
"Vale-Transporte","3","1",2020-01-01 00:00:00.000,-417,889,"ATI14",""
"Vale-Transporte","3","1",2020-02-01 00:00:00.000,-448,890,"ATI14",""
"Vale-Transporte","3","1",2020-03-01 00:00:00.000,-470,891,"ATI14",""
"Vale-Transporte","3","1",2020-04-01 00:00:00.000,-236,892,"ATI14",""
"Vale-Transporte","3","1",2020-05-01 00:00:00.000,-232,893,"ATI14",""
"Vale-Transporte","3","1",2020-06-01 00:00:00.000,-378,894,"ATI14",""
"Vale-Transporte","3","1",2020-07-01 00:00:00.000,-275,895,"ATI14",""
"Vale-Transporte","3","1",2020-08-01 00:00:00.000,-404,896,"ATI14",""
"Vale-Transporte","3","1",2020-09-01 00:00:00.000,-209,897,"ATI14",""
"Vale-Transporte","3","1",2020-10-01 00:00:00.000,-377,898,"ATI14",""
"Vale-Transporte","3","1",2020-11-01 00:00:00.000,-428,899,"ATI14",""
"Vale-Transporte","3","1",2020-12-01 00:00:00.000,-483,900,"ATI14",""
"Vale-Transporte","2","1",2018-01-01 00:00:00.000,-748,901,"ATI14",""
"Vale-Transporte","2","1",2018-02-01 00:00:00.000,-964,902,"ATI14",""
"Vale-Transporte","2","1",2018-03-01 00:00:00.000,-410,903,"ATI14",""
"Vale-Transporte","2","1",2018-04-01 00:00:00.000,-793,904,"ATI14",""
"Vale-Transporte","2","1",2018-05-01 00:00:00.000,-921,905,"ATI14",""
"Vale-Transporte","2","1",2018-06-01 00:00:00.000,-845,906,"ATI14",""
"Vale-Transporte","2","1",2018-07-01 00:00:00.000,-574,907,"ATI14",""
"Vale-Transporte","2","1",2018-08-01 00:00:00.000,-700,908,"ATI14",""
"Vale-Transporte","2","1",2018-09-01 00:00:00.000,-996,909,"ATI14",""
"Vale-Transporte","2","1",2018-10-01 00:00:00.000,-705,910,"ATI14",""
"Vale-Transporte","2","1",2018-11-01 00:00:00.000,-785,911,"ATI14",""
"Vale-Transporte","2","1",2018-12-01 00:00:00.000,-875,912,"ATI14",""
"Vale-Transporte","2","1",2019-01-01 00:00:00.000,-945,913,"ATI14",""
"Vale-Transporte","2","1",2019-02-01 00:00:00.000,-664,914,"ATI14",""
"Vale-Transporte","2","1",2019-03-01 00:00:00.000,-384,915,"ATI14",""
"Vale-Transporte","2","1",2019-04-01 00:00:00.000,-621,916,"ATI14",""
"Vale-Transporte","2","1",2019-05-01 00:00:00.000,-834,917,"ATI14",""
"Vale-Transporte","2","1",2019-06-01 00:00:00.000,-514,918,"ATI14",""
"Vale-Transporte","2","1",2019-07-01 00:00:00.000,-457,919,"ATI14",""
"Vale-Transporte","2","1",2019-08-01 00:00:00.000,-866,920,"ATI14",""
"Vale-Transporte","2","1",2019-09-01 00:00:00.000,-952,921,"ATI14",""
"Vale-Transporte","2","1",2019-10-01 00:00:00.000,-541,922,"ATI14",""
"Vale-Transporte","2","1",2019-11-01 00:00:00.000,-532,923,"ATI14",""
"Vale-Transporte","2","1",2019-12-01 00:00:00.000,-517,924,"ATI14",""
"Vale-Transporte","2","1",2020-01-01 00:00:00.000,-390,925,"ATI14",""
"Vale-Transporte","2","1",2020-02-01 00:00:00.000,-219,926,"ATI14",""
"Vale-Transporte","2","1",2020-03-01 00:00:00.000,-447,927,"ATI14",""
"Vale-Transporte","2","1",2020-04-01 00:00:00.000,-410,928,"ATI14",""
"Vale-Transporte","2","1",2020-05-01 00:00:00.000,-484,929,"ATI14",""
"Vale-Transporte","2","1",2020-06-01 00:00:00.000,-496,930,"ATI14",""
"Vale-Transporte","2","1",2020-07-01 00:00:00.000,-400,931,"ATI14",""
"Vale-Transporte","2","1",2020-08-01 00:00:00.000,-348,932,"ATI14",""
"Vale-Transporte","2","1",2020-09-01 00:00:00.000,-350,933,"ATI14",""
"Vale-Transporte","2","1",2020-10-01 00:00:00.000,-300,934,"ATI14",""
"Vale-Transporte","2","1",2020-11-01 00:00:00.000,-277,935,"ATI14",""
"Vale-Transporte","2","1",2020-12-01 00:00:00.000,-359,936,"ATI14",""
"Vale-Transporte","1","1",2018-01-01 00:00:00.000,-841,937,"ATI14",""
"Vale-Transporte","1","1",2018-02-01 00:00:00.000,-396,938,"ATI14",""
"Vale-Transporte","1","1",2018-03-01 00:00:00.000,-912,939,"ATI14",""
"Vale-Transporte","1","1",2018-04-01 00:00:00.000,-949,940,"ATI14",""
"Vale-Transporte","1","1",2018-05-01 00:00:00.000,-766,941,"ATI14",""
"Vale-Transporte","1","1",2018-06-01 00:00:00.000,-448,942,"ATI14",""
"Vale-Transporte","1","1",2018-07-01 00:00:00.000,-412,943,"ATI14",""
"Vale-Transporte","1","1",2018-08-01 00:00:00.000,-677,944,"ATI14",""
"Vale-Transporte","1","1",2018-09-01 00:00:00.000,-769,945,"ATI14",""
"Vale-Transporte","1","1",2018-10-01 00:00:00.000,-729,946,"ATI14",""
"Vale-Transporte","1","1",2018-11-01 00:00:00.000,-695,947,"ATI14",""
"Vale-Transporte","1","1",2018-12-01 00:00:00.000,-734,948,"ATI14",""
"Vale-Transporte","1","1",2019-01-01 00:00:00.000,-565,949,"ATI14",""
"Vale-Transporte","1","1",2019-02-01 00:00:00.000,-344,950,"ATI14",""
"Vale-Transporte","1","1",2019-03-01 00:00:00.000,-548,951,"ATI14",""
"Vale-Transporte","1","1",2019-04-01 00:00:00.000,-846,952,"ATI14",""
"Vale-Transporte","1","1",2019-05-01 00:00:00.000,-388,953,"ATI14",""
"Vale-Transporte","1","1",2019-06-01 00:00:00.000,-446,954,"ATI14",""
"Vale-Transporte","1","1",2019-07-01 00:00:00.000,-407,955,"ATI14",""
"Vale-Transporte","1","1",2019-08-01 00:00:00.000,-864,956,"ATI14",""
"Vale-Transporte","1","1",2019-09-01 00:00:00.000,-525,957,"ATI14",""
"Vale-Transporte","1","1",2019-10-01 00:00:00.000,-761,958,"ATI14",""
"Vale-Transporte","1","1",2019-11-01 00:00:00.000,-954,959,"ATI14",""
"Vale-Transporte","1","1",2019-12-01 00:00:00.000,-700,960,"ATI14",""
"Vale-Transporte","1","1",2020-01-01 00:00:00.000,-382,961,"ATI14",""
"Vale-Transporte","1","1",2020-02-01 00:00:00.000,-352,962,"ATI14",""
"Vale-Transporte","1","1",2020-03-01 00:00:00.000,-241,963,"ATI14",""
"Vale-Transporte","1","1",2020-04-01 00:00:00.000,-493,964,"ATI14",""
"Vale-Transporte","1","1",2020-05-01 00:00:00.000,-321,965,"ATI14",""
"Vale-Transporte","1","1",2020-06-01 00:00:00.000,-300,966,"ATI14",""
"Vale-Transporte","1","1",2020-07-01 00:00:00.000,-373,967,"ATI14",""
"Vale-Transporte","1","1",2020-08-01 00:00:00.000,-235,968,"ATI14",""
"Vale-Transporte","1","1",2020-09-01 00:00:00.000,-376,969,"ATI14",""
"Vale-Transporte","1","1",2020-10-01 00:00:00.000,-351,970,"ATI14",""
"Vale-Transporte","1","1",2020-11-01 00:00:00.000,-469,971,"ATI14",""
"Vale-Transporte","1","1",2020-12-01 00:00:00.000,-471,972,"ATI14",""
"Tres","3","1",2018-01-01 00:00:00.000,-748,757,"ATI19",""
"Tres","3","1",2018-02-01 00:00:00.000,-639,758,"ATI19",""
"Tres","3","1",2018-03-01 00:00:00.000,-514,759,"ATI19",""
"Tres","3","1",2018-04-01 00:00:00.000,-886,760,"ATI19",""
"Tres","3","1",2018-05-01 00:00:00.000,-680,761,"ATI19",""
"Tres","3","1",2018-06-01 00:00:00.000,-445,762,"ATI19",""
"Tres","3","1",2018-07-01 00:00:00.000,-350,763,"ATI19",""
"Tres","3","1",2018-08-01 00:00:00.000,-462,764,"ATI19",""
"Tres","3","1",2018-09-01 00:00:00.000,-318,765,"ATI19",""
"Tres","3","1",2018-10-01 00:00:00.000,-693,766,"ATI19",""
"Tres","3","1",2018-11-01 00:00:00.000,-548,767,"ATI19",""
"Tres","3","1",2018-12-01 00:00:00.000,-828,768,"ATI19",""
