COD_FILIAL,GERENTE,VEND_COMP,Indicador,DT_E_S,VL_META,CHAVE_META
"2","GER1","VEND1","ClientePositivado",2018-01-01 00:00:00.000,7,253
"2","GER1","VEND1","ClientePositivado",2018-02-01 00:00:00.000,7,254
"2","GER1","VEND1","ClientePositivado",2018-03-01 00:00:00.000,7,255
"2","GER1","VEND1","ClientePositivado",2018-04-01 00:00:00.000,7,256
"2","GER1","VEND1","ClientePositivado",2018-05-01 00:00:00.000,7,257
"2","GER1","VEND1","ClientePositivado",2018-06-01 00:00:00.000,7,258
"2","GER1","VEND1","ClientePositivado",2018-07-01 00:00:00.000,7,259
"2","GER1","VEND1","ClientePositivado",2018-08-01 00:00:00.000,7,260
"2","GER1","VEND1","ClientePositivado",2018-09-01 00:00:00.000,7,261
"2","GER1","VEND1","ClientePositivado",2018-10-01 00:00:00.000,7,262
"2","GER1","VEND1","ClientePositivado",2018-11-01 00:00:00.000,7,263
"2","GER1","VEND1","ClientePositivado",2018-12-01 00:00:00.000,7,264
"2","GER1","VEND1","ClientePositivado",2019-01-01 00:00:00.000,7,265
"2","GER1","VEND1","ClientePositivado",2019-02-01 00:00:00.000,7,266
"2","GER1","VEND1","ClientePositivado",2019-03-01 00:00:00.000,7,267
"2","GER1","VEND1","ClientePositivado",2019-04-01 00:00:00.000,7,268
"2","GER1","VEND1","ClientePositivado",2019-05-01 00:00:00.000,7,269
"2","GER1","VEND1","ClientePositivado",2019-06-01 00:00:00.000,7,270
"2","GER1","VEND1","ClientePositivado",2019-07-01 00:00:00.000,7,271
"2","GER1","VEND1","ClientePositivado",2019-08-01 00:00:00.000,7,272
"2","GER1","VEND1","ClientePositivado",2019-09-01 00:00:00.000,7,273
"2","GER1","VEND1","ClientePositivado",2019-10-01 00:00:00.000,7,274
"2","GER1","VEND1","ClientePositivado",2019-11-01 00:00:00.000,7,275
"2","GER1","VEND1","ClientePositivado",2019-12-01 00:00:00.000,7,276
"2","GER1","VEND1","ClientePositivado",2020-01-01 00:00:00.000,7,277
"2","GER1","VEND1","ClientePositivado",2020-02-01 00:00:00.000,7,278
"2","GER1","VEND1","ClientePositivado",2020-03-01 00:00:00.000,7,279
"2","GER1","VEND1","ClientePositivado",2020-04-01 00:00:00.000,7,280
"2","GER1","VEND1","ClientePositivado",2020-05-01 00:00:00.000,7,281
"2","GER1","VEND1","ClientePositivado",2020-06-01 00:00:00.000,7,282
"2","GER1","VEND1","ClientePositivado",2020-07-01 00:00:00.000,7,283
"2","GER1","VEND1","ClientePositivado",2020-08-01 00:00:00.000,7,284
"2","GER1","VEND1","ClientePositivado",2020-09-01 00:00:00.000,7,285
"2","GER1","VEND1","ClientePositivado",2020-10-01 00:00:00.000,7,286
"2","GER1","VEND1","ClientePositivado",2020-11-01 00:00:00.000,7,287
"2","GER1","VEND1","ClientePositivado",2020-12-01 00:00:00.000,7,288
"3","GER2","VEND5","ClientePositivado",2018-01-01 00:00:00.000,9,289
"3","GER2","VEND5","ClientePositivado",2018-02-01 00:00:00.000,9,290
"3","GER2","VEND5","ClientePositivado",2018-03-01 00:00:00.000,9,291
"3","GER2","VEND5","ClientePositivado",2018-04-01 00:00:00.000,9,292
"3","GER2","VEND5","ClientePositivado",2018-05-01 00:00:00.000,9,293
"3","GER2","VEND5","ClientePositivado",2018-06-01 00:00:00.000,9,294
"3","GER2","VEND5","ClientePositivado",2018-07-01 00:00:00.000,9,295
"3","GER2","VEND5","ClientePositivado",2018-08-01 00:00:00.000,9,296
"3","GER2","VEND5","ClientePositivado",2018-09-01 00:00:00.000,9,297
"3","GER2","VEND5","ClientePositivado",2018-10-01 00:00:00.000,9,298
"3","GER2","VEND5","ClientePositivado",2018-11-01 00:00:00.000,9,299
"3","GER2","VEND5","ClientePositivado",2018-12-01 00:00:00.000,9,300
"3","GER2","VEND5","ClientePositivado",2019-01-01 00:00:00.000,9,301
"3","GER2","VEND5","ClientePositivado",2019-02-01 00:00:00.000,9,302
"3","GER2","VEND5","ClientePositivado",2019-03-01 00:00:00.000,9,303
"3","GER2","VEND5","ClientePositivado",2019-04-01 00:00:00.000,9,304
"3","GER2","VEND5","ClientePositivado",2019-05-01 00:00:00.000,9,305
"3","GER2","VEND5","ClientePositivado",2019-06-01 00:00:00.000,9,306
"3","GER2","VEND5","ClientePositivado",2019-07-01 00:00:00.000,9,307
"3","GER2","VEND5","ClientePositivado",2019-08-01 00:00:00.000,9,308
"3","GER2","VEND5","ClientePositivado",2019-09-01 00:00:00.000,9,309
"3","GER2","VEND5","ClientePositivado",2019-10-01 00:00:00.000,9,310
"3","GER2","VEND5","ClientePositivado",2019-11-01 00:00:00.000,9,311
"3","GER2","VEND5","ClientePositivado",2019-12-01 00:00:00.000,9,312
"3","GER2","VEND5","ClientePositivado",2020-01-01 00:00:00.000,9,313
"3","GER2","VEND5","ClientePositivado",2020-02-01 00:00:00.000,9,314
"3","GER2","VEND5","ClientePositivado",2020-03-01 00:00:00.000,9,315
"3","GER2","VEND5","ClientePositivado",2020-04-01 00:00:00.000,9,316
"3","GER2","VEND5","ClientePositivado",2020-05-01 00:00:00.000,9,317
"3","GER2","VEND5","ClientePositivado",2020-06-01 00:00:00.000,9,318
"3","GER2","VEND5","ClientePositivado",2020-07-01 00:00:00.000,9,319
"3","GER2","VEND5","ClientePositivado",2020-08-01 00:00:00.000,9,320
"3","GER2","VEND5","ClientePositivado",2020-09-01 00:00:00.000,9,321
"3","GER2","VEND5","ClientePositivado",2020-10-01 00:00:00.000,9,322
"3","GER2","VEND5","ClientePositivado",2020-11-01 00:00:00.000,9,323
"3","GER2","VEND5","ClientePositivado",2020-12-01 00:00:00.000,9,324
"3","GER2","VEND4","ClientePositivado",2018-01-01 00:00:00.000,9,325
"3","GER2","VEND4","ClientePositivado",2018-02-01 00:00:00.000,9,326
"3","GER2","VEND4","ClientePositivado",2018-03-01 00:00:00.000,9,327
"3","GER2","VEND4","ClientePositivado",2018-04-01 00:00:00.000,9,328
"3","GER2","VEND4","ClientePositivado",2018-05-01 00:00:00.000,9,329
"3","GER2","VEND4","ClientePositivado",2018-06-01 00:00:00.000,9,330
"3","GER2","VEND4","ClientePositivado",2018-07-01 00:00:00.000,9,331
"3","GER2","VEND4","ClientePositivado",2018-08-01 00:00:00.000,9,332
"3","GER2","VEND4","ClientePositivado",2018-09-01 00:00:00.000,9,333
"3","GER2","VEND4","ClientePositivado",2018-10-01 00:00:00.000,9,334
"3","GER2","VEND4","ClientePositivado",2018-11-01 00:00:00.000,9,335
"3","GER2","VEND4","ClientePositivado",2018-12-01 00:00:00.000,9,336
"3","GER2","VEND4","ClientePositivado",2019-01-01 00:00:00.000,9,337
"3","GER2","VEND4","ClientePositivado",2019-02-01 00:00:00.000,9,338
"3","GER2","VEND4","ClientePositivado",2019-03-01 00:00:00.000,9,339
"3","GER2","VEND4","ClientePositivado",2019-04-01 00:00:00.000,9,340
"3","GER2","VEND4","ClientePositivado",2019-05-01 00:00:00.000,9,341
"3","GER2","VEND4","ClientePositivado",2019-06-01 00:00:00.000,9,342
"3","GER2","VEND4","ClientePositivado",2019-07-01 00:00:00.000,9,343
"3","GER2","VEND4","ClientePositivado",2019-08-01 00:00:00.000,9,344
"3","GER2","VEND4","ClientePositivado",2019-09-01 00:00:00.000,9,345
"3","GER2","VEND4","ClientePositivado",2019-10-01 00:00:00.000,9,346
"3","GER2","VEND4","ClientePositivado",2019-11-01 00:00:00.000,9,347
"3","GER2","VEND4","ClientePositivado",2019-12-01 00:00:00.000,9,348
"3","GER2","VEND4","ClientePositivado",2020-01-01 00:00:00.000,9,349
"3","GER2","VEND4","ClientePositivado",2020-02-01 00:00:00.000,9,350
"3","GER2","VEND4","ClientePositivado",2020-03-01 00:00:00.000,9,351
"3","GER2","VEND4","ClientePositivado",2020-04-01 00:00:00.000,9,352
"3","GER2","VEND4","ClientePositivado",2020-05-01 00:00:00.000,9,353
"3","GER2","VEND4","ClientePositivado",2020-06-01 00:00:00.000,9,354
"3","GER2","VEND4","ClientePositivado",2020-07-01 00:00:00.000,9,355
"3","GER2","VEND4","ClientePositivado",2020-08-01 00:00:00.000,9,356
"3","GER2","VEND4","ClientePositivado",2020-09-01 00:00:00.000,9,357
"3","GER2","VEND4","ClientePositivado",2020-10-01 00:00:00.000,9,358
"3","GER2","VEND4","ClientePositivado",2020-11-01 00:00:00.000,9,359
"3","GER2","VEND4","ClientePositivado",2020-12-01 00:00:00.000,9,360
"1","GER1","VEND3","Faturamento",2018-01-01 00:00:00.000,10135,1
"1","GER1","VEND3","Faturamento",2018-02-01 00:00:00.000,19142,2
"1","GER1","VEND3","Faturamento",2018-03-01 00:00:00.000,13287,3
"1","GER1","VEND3","Faturamento",2018-04-01 00:00:00.000,12619,4
"1","GER1","VEND3","Faturamento",2018-05-01 00:00:00.000,16285,5
"1","GER1","VEND3","Faturamento",2018-06-01 00:00:00.000,19631,6
"1","GER1","VEND3","Faturamento",2018-07-01 00:00:00.000,18549,7
"1","GER1","VEND3","Faturamento",2018-08-01 00:00:00.000,16971,8
"1","GER1","VEND3","Faturamento",2018-09-01 00:00:00.000,12458,9
"1","GER1","VEND3","Faturamento",2018-10-01 00:00:00.000,16889,10
"1","GER1","VEND3","Faturamento",2018-11-01 00:00:00.000,19164,11
"1","GER1","VEND3","Faturamento",2018-12-01 00:00:00.000,13426,12
"1","GER1","VEND3","Faturamento",2019-01-01 00:00:00.000,11517,13
"1","GER1","VEND3","Faturamento",2019-02-01 00:00:00.000,18598,14
"1","GER1","VEND3","Faturamento",2019-03-01 00:00:00.000,11478,15
"1","GER1","VEND3","Faturamento",2019-04-01 00:00:00.000,13464,16
"1","GER1","VEND3","Faturamento",2019-05-01 00:00:00.000,17480,17
"1","GER1","VEND3","Faturamento",2019-06-01 00:00:00.000,12496,18
"1","GER1","VEND3","Faturamento",2019-07-01 00:00:00.000,17715,19
"1","GER1","VEND3","Faturamento",2019-08-01 00:00:00.000,16603,20
"1","GER1","VEND3","Faturamento",2019-09-01 00:00:00.000,19448,21
"1","GER1","VEND3","Faturamento",2019-10-01 00:00:00.000,19494,22
"1","GER1","VEND3","Faturamento",2019-11-01 00:00:00.000,19504,23
"1","GER1","VEND3","Faturamento",2019-12-01 00:00:00.000,12277,24
"1","GER1","VEND3","Faturamento",2020-01-01 00:00:00.000,6094,25
"1","GER1","VEND3","Faturamento",2020-02-01 00:00:00.000,6085,26
"1","GER1","VEND3","Faturamento",2020-03-01 00:00:00.000,8719,27
"1","GER1","VEND3","Faturamento",2020-04-01 00:00:00.000,6857,28
"1","GER1","VEND3","Faturamento",2020-05-01 00:00:00.000,7246,29
"1","GER1","VEND3","Faturamento",2020-06-01 00:00:00.000,9092,30
"1","GER1","VEND3","Faturamento",2020-07-01 00:00:00.000,9923,31
"1","GER1","VEND3","Faturamento",2020-08-01 00:00:00.000,7123,32
"1","GER1","VEND3","Faturamento",2020-09-01 00:00:00.000,9049,33
"1","GER1","VEND3","Faturamento",2020-10-01 00:00:00.000,9007,34
"1","GER1","VEND3","Faturamento",2020-11-01 00:00:00.000,7382,35
"1","GER1","VEND3","Faturamento",2020-12-01 00:00:00.000,9392,36
"1","GER1","VEND2","Faturamento",2018-01-01 00:00:00.000,10152,37
"1","GER1","VEND2","Faturamento",2018-02-01 00:00:00.000,10868,38
"1","GER1","VEND2","Faturamento",2018-03-01 00:00:00.000,10763,39
"1","GER1","VEND2","Faturamento",2018-04-01 00:00:00.000,12582,40
"1","GER1","VEND2","Faturamento",2018-05-01 00:00:00.000,15214,41
"1","GER1","VEND2","Faturamento",2018-06-01 00:00:00.000,17397,42
"1","GER1","VEND2","Faturamento",2018-07-01 00:00:00.000,11467,43
"1","GER1","VEND2","Faturamento",2018-08-01 00:00:00.000,13753,44
"1","GER1","VEND2","Faturamento",2018-09-01 00:00:00.000,10417,45
"1","GER1","VEND2","Faturamento",2018-10-01 00:00:00.000,11190,46
"1","GER1","VEND2","Faturamento",2018-11-01 00:00:00.000,12528,47
"1","GER1","VEND2","Faturamento",2018-12-01 00:00:00.000,10765,48
"1","GER1","VEND2","Faturamento",2019-01-01 00:00:00.000,15256,49
"1","GER1","VEND2","Faturamento",2019-02-01 00:00:00.000,16673,50
"1","GER1","VEND2","Faturamento",2019-03-01 00:00:00.000,12097,51
"1","GER1","VEND2","Faturamento",2019-04-01 00:00:00.000,17119,52
"1","GER1","VEND2","Faturamento",2019-05-01 00:00:00.000,18336,53
"1","GER1","VEND2","Faturamento",2019-06-01 00:00:00.000,18977,54
"1","GER1","VEND2","Faturamento",2019-07-01 00:00:00.000,18655,55
"1","GER1","VEND2","Faturamento",2019-08-01 00:00:00.000,14118,56
"1","GER1","VEND2","Faturamento",2019-09-01 00:00:00.000,13426,57
"1","GER1","VEND2","Faturamento",2019-10-01 00:00:00.000,15210,58
"1","GER1","VEND2","Faturamento",2019-11-01 00:00:00.000,12485,59
"1","GER1","VEND2","Faturamento",2019-12-01 00:00:00.000,18554,60
"1","GER1","VEND2","Faturamento",2020-01-01 00:00:00.000,8643,61
"1","GER1","VEND2","Faturamento",2020-02-01 00:00:00.000,8455,62
"1","GER1","VEND2","Faturamento",2020-03-01 00:00:00.000,6055,63
"1","GER1","VEND2","Faturamento",2020-04-01 00:00:00.000,5312,64
"1","GER1","VEND2","Faturamento",2020-05-01 00:00:00.000,5612,65
"1","GER1","VEND2","Faturamento",2020-06-01 00:00:00.000,5948,66
"1","GER1","VEND2","Faturamento",2020-07-01 00:00:00.000,6406,67
"1","GER1","VEND2","Faturamento",2020-08-01 00:00:00.000,7769,68
"1","GER1","VEND2","Faturamento",2020-09-01 00:00:00.000,8526,69
"1","GER1","VEND2","Faturamento",2020-10-01 00:00:00.000,7616,70
"1","GER1","VEND2","Faturamento",2020-11-01 00:00:00.000,6872,71
"1","GER1","VEND2","Faturamento",2020-12-01 00:00:00.000,9336,72
"2","GER1","VEND1","Faturamento",2018-01-01 00:00:00.000,11396,73
"2","GER1","VEND1","Faturamento",2018-02-01 00:00:00.000,12382,74
"2","GER1","VEND1","Faturamento",2018-03-01 00:00:00.000,12852,75
"2","GER1","VEND1","Faturamento",2018-04-01 00:00:00.000,14638,76
"2","GER1","VEND1","Faturamento",2018-05-01 00:00:00.000,19406,77
"2","GER1","VEND1","Faturamento",2018-06-01 00:00:00.000,11615,78
"2","GER1","VEND1","Faturamento",2018-07-01 00:00:00.000,12325,79
"2","GER1","VEND1","Faturamento",2018-08-01 00:00:00.000,13536,80
"2","GER1","VEND1","Faturamento",2018-09-01 00:00:00.000,15728,81
"2","GER1","VEND1","Faturamento",2018-10-01 00:00:00.000,15392,82
"2","GER1","VEND1","Faturamento",2018-11-01 00:00:00.000,14378,83
"2","GER1","VEND1","Faturamento",2018-12-01 00:00:00.000,12637,84
"2","GER1","VEND1","Faturamento",2019-01-01 00:00:00.000,14278,85
"2","GER1","VEND1","Faturamento",2019-02-01 00:00:00.000,12937,86
"2","GER1","VEND1","Faturamento",2019-03-01 00:00:00.000,17628,87
"2","GER1","VEND1","Faturamento",2019-04-01 00:00:00.000,17782,88
"2","GER1","VEND1","Faturamento",2019-05-01 00:00:00.000,15364,89
"2","GER1","VEND1","Faturamento",2019-06-01 00:00:00.000,18688,90
"2","GER1","VEND1","Faturamento",2019-07-01 00:00:00.000,11121,91
"2","GER1","VEND1","Faturamento",2019-08-01 00:00:00.000,15493,92
"2","GER1","VEND1","Faturamento",2019-09-01 00:00:00.000,15283,93
"2","GER1","VEND1","Faturamento",2019-10-01 00:00:00.000,12539,94
"2","GER1","VEND1","Faturamento",2019-11-01 00:00:00.000,18468,95
"2","GER1","VEND1","Faturamento",2019-12-01 00:00:00.000,10952,96
"2","GER1","VEND1","Faturamento",2020-01-01 00:00:00.000,5694,97
"2","GER1","VEND1","Faturamento",2020-02-01 00:00:00.000,9644,98
"2","GER1","VEND1","Faturamento",2020-03-01 00:00:00.000,9654,99
"2","GER1","VEND1","Faturamento",2020-04-01 00:00:00.000,7580,100
"2","GER1","VEND1","Faturamento",2020-05-01 00:00:00.000,6623,101
"2","GER1","VEND1","Faturamento",2020-06-01 00:00:00.000,8473,102
"2","GER1","VEND1","Faturamento",2020-07-01 00:00:00.000,7501,103
"2","GER1","VEND1","Faturamento",2020-08-01 00:00:00.000,8831,104
"2","GER1","VEND1","Faturamento",2020-09-01 00:00:00.000,9690,105
"2","GER1","VEND1","Faturamento",2020-10-01 00:00:00.000,7004,106
"2","GER1","VEND1","Faturamento",2020-11-01 00:00:00.000,5294,107
"2","GER1","VEND1","Faturamento",2020-12-01 00:00:00.000,8105,108
"3","GER2","VEND5","Faturamento",2018-01-01 00:00:00.000,16651,109
"3","GER2","VEND5","Faturamento",2018-02-01 00:00:00.000,18436,110
"3","GER2","VEND5","Faturamento",2018-03-01 00:00:00.000,12376,111
"3","GER2","VEND5","Faturamento",2018-04-01 00:00:00.000,16049,112
"3","GER2","VEND5","Faturamento",2018-05-01 00:00:00.000,13712,113
"3","GER2","VEND5","Faturamento",2018-06-01 00:00:00.000,11748,114
"3","GER2","VEND5","Faturamento",2018-07-01 00:00:00.000,18899,115
"3","GER2","VEND5","Faturamento",2018-08-01 00:00:00.000,13564,116
"3","GER2","VEND5","Faturamento",2018-09-01 00:00:00.000,17941,117
"3","GER2","VEND5","Faturamento",2018-10-01 00:00:00.000,12153,118
"3","GER2","VEND5","Faturamento",2018-11-01 00:00:00.000,11013,119
"3","GER2","VEND5","Faturamento",2018-12-01 00:00:00.000,17094,120
"3","GER2","VEND5","Faturamento",2019-01-01 00:00:00.000,17762,121
"3","GER2","VEND5","Faturamento",2019-02-01 00:00:00.000,13380,122
"3","GER2","VEND5","Faturamento",2019-03-01 00:00:00.000,14433,123
"3","GER2","VEND5","Faturamento",2019-04-01 00:00:00.000,13547,124
"3","GER2","VEND5","Faturamento",2019-05-01 00:00:00.000,17916,125
"3","GER2","VEND5","Faturamento",2019-06-01 00:00:00.000,15438,126
"3","GER2","VEND5","Faturamento",2019-07-01 00:00:00.000,17413,127
"3","GER2","VEND5","Faturamento",2019-08-01 00:00:00.000,18103,128
"3","GER2","VEND5","Faturamento",2019-09-01 00:00:00.000,18043,129
"3","GER2","VEND5","Faturamento",2019-10-01 00:00:00.000,12270,130
"3","GER2","VEND5","Faturamento",2019-11-01 00:00:00.000,14166,131
"3","GER2","VEND5","Faturamento",2019-12-01 00:00:00.000,19468,132
"3","GER2","VEND5","Faturamento",2020-01-01 00:00:00.000,8460,133
"3","GER2","VEND5","Faturamento",2020-02-01 00:00:00.000,7653,134
"3","GER2","VEND5","Faturamento",2020-03-01 00:00:00.000,8569,135
"3","GER2","VEND5","Faturamento",2020-04-01 00:00:00.000,8805,136
"3","GER2","VEND5","Faturamento",2020-05-01 00:00:00.000,8410,137
"3","GER2","VEND5","Faturamento",2020-06-01 00:00:00.000,5131,138
"3","GER2","VEND5","Faturamento",2020-07-01 00:00:00.000,6233,139
"3","GER2","VEND5","Faturamento",2020-08-01 00:00:00.000,8030,140
"3","GER2","VEND5","Faturamento",2020-09-01 00:00:00.000,7717,141
"3","GER2","VEND5","Faturamento",2020-10-01 00:00:00.000,9470,142
"3","GER2","VEND5","Faturamento",2020-11-01 00:00:00.000,9749,143
"3","GER2","VEND5","Faturamento",2020-12-01 00:00:00.000,6092,144
"3","GER2","VEND4","Faturamento",2018-01-01 00:00:00.000,18955,145
"3","GER2","VEND4","Faturamento",2018-02-01 00:00:00.000,14457,146
"3","GER2","VEND4","Faturamento",2018-03-01 00:00:00.000,19578,147
"3","GER2","VEND4","Faturamento",2018-04-01 00:00:00.000,18716,148
"3","GER2","VEND4","Faturamento",2018-05-01 00:00:00.000,13074,149
"3","GER2","VEND4","Faturamento",2018-06-01 00:00:00.000,17170,150
"3","GER2","VEND4","Faturamento",2018-07-01 00:00:00.000,19810,151
"3","GER2","VEND4","Faturamento",2018-08-01 00:00:00.000,12548,152
"3","GER2","VEND4","Faturamento",2018-09-01 00:00:00.000,19949,153
"3","GER2","VEND4","Faturamento",2018-10-01 00:00:00.000,16562,154
"3","GER2","VEND4","Faturamento",2018-11-01 00:00:00.000,15932,155
"3","GER2","VEND4","Faturamento",2018-12-01 00:00:00.000,18380,156
"3","GER2","VEND4","Faturamento",2019-01-01 00:00:00.000,16700,157
"3","GER2","VEND4","Faturamento",2019-02-01 00:00:00.000,10597,158
"3","GER2","VEND4","Faturamento",2019-03-01 00:00:00.000,15319,159
"3","GER2","VEND4","Faturamento",2019-04-01 00:00:00.000,11778,160
"3","GER2","VEND4","Faturamento",2019-05-01 00:00:00.000,13324,161
"3","GER2","VEND4","Faturamento",2019-06-01 00:00:00.000,15303,162
"3","GER2","VEND4","Faturamento",2019-07-01 00:00:00.000,13124,163
"3","GER2","VEND4","Faturamento",2019-08-01 00:00:00.000,18340,164
"3","GER2","VEND4","Faturamento",2019-09-01 00:00:00.000,17421,165
"3","GER2","VEND4","Faturamento",2019-10-01 00:00:00.000,18803,166
"3","GER2","VEND4","Faturamento",2019-11-01 00:00:00.000,10830,167
"3","GER2","VEND4","Faturamento",2019-12-01 00:00:00.000,10066,168
"3","GER2","VEND4","Faturamento",2020-01-01 00:00:00.000,6207,169
"3","GER2","VEND4","Faturamento",2020-02-01 00:00:00.000,9690,170
"3","GER2","VEND4","Faturamento",2020-03-01 00:00:00.000,7184,171
"3","GER2","VEND4","Faturamento",2020-04-01 00:00:00.000,6392,172
"3","GER2","VEND4","Faturamento",2020-05-01 00:00:00.000,5962,173
"3","GER2","VEND4","Faturamento",2020-06-01 00:00:00.000,8213,174
"3","GER2","VEND4","Faturamento",2020-07-01 00:00:00.000,9639,175
"3","GER2","VEND4","Faturamento",2020-08-01 00:00:00.000,7986,176
"3","GER2","VEND4","Faturamento",2020-09-01 00:00:00.000,8705,177
"3","GER2","VEND4","Faturamento",2020-10-01 00:00:00.000,8722,178
"3","GER2","VEND4","Faturamento",2020-11-01 00:00:00.000,8754,179
"3","GER2","VEND4","Faturamento",2020-12-01 00:00:00.000,6043,180
"1","GER1","VEND3","ClientePositivado",2018-01-01 00:00:00.000,6,181
"1","GER1","VEND3","ClientePositivado",2018-02-01 00:00:00.000,6,182
"1","GER1","VEND3","ClientePositivado",2018-03-01 00:00:00.000,6,183
"1","GER1","VEND3","ClientePositivado",2018-04-01 00:00:00.000,6,184
"1","GER1","VEND3","ClientePositivado",2018-05-01 00:00:00.000,6,185
"1","GER1","VEND3","ClientePositivado",2018-06-01 00:00:00.000,6,186
"1","GER1","VEND3","ClientePositivado",2018-07-01 00:00:00.000,6,187
"1","GER1","VEND3","ClientePositivado",2018-08-01 00:00:00.000,6,188
"1","GER1","VEND3","ClientePositivado",2018-09-01 00:00:00.000,6,189
"1","GER1","VEND3","ClientePositivado",2018-10-01 00:00:00.000,6,190
"1","GER1","VEND3","ClientePositivado",2018-11-01 00:00:00.000,6,191
"1","GER1","VEND3","ClientePositivado",2018-12-01 00:00:00.000,6,192
"1","GER1","VEND3","ClientePositivado",2019-01-01 00:00:00.000,6,193
"1","GER1","VEND3","ClientePositivado",2019-02-01 00:00:00.000,6,194
"1","GER1","VEND3","ClientePositivado",2019-03-01 00:00:00.000,6,195
"1","GER1","VEND3","ClientePositivado",2019-04-01 00:00:00.000,6,196
"1","GER1","VEND3","ClientePositivado",2019-05-01 00:00:00.000,6,197
"1","GER1","VEND3","ClientePositivado",2019-06-01 00:00:00.000,6,198
"1","GER1","VEND3","ClientePositivado",2019-07-01 00:00:00.000,6,199
"1","GER1","VEND3","ClientePositivado",2019-08-01 00:00:00.000,6,200
"1","GER1","VEND3","ClientePositivado",2019-09-01 00:00:00.000,6,201
"1","GER1","VEND3","ClientePositivado",2019-10-01 00:00:00.000,6,202
"1","GER1","VEND3","ClientePositivado",2019-11-01 00:00:00.000,6,203
"1","GER1","VEND3","ClientePositivado",2019-12-01 00:00:00.000,6,204
"1","GER1","VEND3","ClientePositivado",2020-01-01 00:00:00.000,6,205
"1","GER1","VEND3","ClientePositivado",2020-02-01 00:00:00.000,6,206
"1","GER1","VEND3","ClientePositivado",2020-03-01 00:00:00.000,6,207
"1","GER1","VEND3","ClientePositivado",2020-04-01 00:00:00.000,6,208
"1","GER1","VEND3","ClientePositivado",2020-05-01 00:00:00.000,6,209
"1","GER1","VEND3","ClientePositivado",2020-06-01 00:00:00.000,6,210
"1","GER1","VEND3","ClientePositivado",2020-07-01 00:00:00.000,6,211
"1","GER1","VEND3","ClientePositivado",2020-08-01 00:00:00.000,6,212
"1","GER1","VEND3","ClientePositivado",2020-09-01 00:00:00.000,6,213
"1","GER1","VEND3","ClientePositivado",2020-10-01 00:00:00.000,6,214
"1","GER1","VEND3","ClientePositivado",2020-11-01 00:00:00.000,6,215
"1","GER1","VEND3","ClientePositivado",2020-12-01 00:00:00.000,6,216
