DT_E_S,ANO,NOME MES,MES,DIA,MES ANO,ANO MES,DIA SEMANA,DIAS CORRIDOS,NUM DIA SEMANA,DIA UTIL
2018-03-17 00:00:00.000,2018,"mar",3,17,"mar 2018","201803","sáb",1,7,0
2018-03-18 00:00:00.000,2018,"mar",3,18,"mar 2018","201803","dom",1,1,0
2018-03-19 00:00:00.000,2018,"mar",3,19,"mar 2018","201803","seg",1,2,1
2018-03-20 00:00:00.000,2018,"mar",3,20,"mar 2018","201803","ter",1,3,1
2018-03-21 00:00:00.000,2018,"mar",3,21,"mar 2018","201803","qua",1,4,1
2018-03-22 00:00:00.000,2018,"mar",3,22,"mar 2018","201803","qui",1,5,1
2018-03-23 00:00:00.000,2018,"mar",3,23,"mar 2018","201803","sex",1,6,1
2018-03-24 00:00:00.000,2018,"mar",3,24,"mar 2018","201803","sáb",1,7,0
2018-03-25 00:00:00.000,2018,"mar",3,25,"mar 2018","201803","dom",1,1,0
2018-03-26 00:00:00.000,2018,"mar",3,26,"mar 2018","201803","seg",1,2,1
2018-03-27 00:00:00.000,2018,"mar",3,27,"mar 2018","201803","ter",1,3,1
2018-03-28 00:00:00.000,2018,"mar",3,28,"mar 2018","201803","qua",1,4,1
2018-03-29 00:00:00.000,2018,"mar",3,29,"mar 2018","201803","qui",1,5,1
2018-03-30 00:00:00.000,2018,"mar",3,30,"mar 2018","201803","sex",1,6,0
2018-03-31 00:00:00.000,2018,"mar",3,31,"mar 2018","201803","sáb",1,7,0
2018-04-01 00:00:00.000,2018,"abr",4,1,"abr 2018","201804","dom",1,1,0
2018-04-02 00:00:00.000,2018,"abr",4,2,"abr 2018","201804","seg",1,2,1
2018-04-03 00:00:00.000,2018,"abr",4,3,"abr 2018","201804","ter",1,3,1
2018-04-04 00:00:00.000,2018,"abr",4,4,"abr 2018","201804","qua",1,4,1
2018-04-05 00:00:00.000,2018,"abr",4,5,"abr 2018","201804","qui",1,5,1
2018-04-06 00:00:00.000,2018,"abr",4,6,"abr 2018","201804","sex",1,6,1
2018-04-07 00:00:00.000,2018,"abr",4,7,"abr 2018","201804","sáb",1,7,0
2018-04-08 00:00:00.000,2018,"abr",4,8,"abr 2018","201804","dom",1,1,0
2018-04-09 00:00:00.000,2018,"abr",4,9,"abr 2018","201804","seg",1,2,1
2018-04-10 00:00:00.000,2018,"abr",4,10,"abr 2018","201804","ter",1,3,1
2018-04-11 00:00:00.000,2018,"abr",4,11,"abr 2018","201804","qua",1,4,1
2018-04-12 00:00:00.000,2018,"abr",4,12,"abr 2018","201804","qui",1,5,1
2018-04-13 00:00:00.000,2018,"abr",4,13,"abr 2018","201804","sex",1,6,1
2018-04-14 00:00:00.000,2018,"abr",4,14,"abr 2018","201804","sáb",1,7,0
2018-04-15 00:00:00.000,2018,"abr",4,15,"abr 2018","201804","dom",1,1,0
2018-04-16 00:00:00.000,2018,"abr",4,16,"abr 2018","201804","seg",1,2,1
2018-04-17 00:00:00.000,2018,"abr",4,17,"abr 2018","201804","ter",1,3,1
2018-04-18 00:00:00.000,2018,"abr",4,18,"abr 2018","201804","qua",1,4,1
2018-04-19 00:00:00.000,2018,"abr",4,19,"abr 2018","201804","qui",1,5,1
2018-04-20 00:00:00.000,2018,"abr",4,20,"abr 2018","201804","sex",1,6,1
2018-04-21 00:00:00.000,2018,"abr",4,21,"abr 2018","201804","sáb",1,7,0
2018-04-22 00:00:00.000,2018,"abr",4,22,"abr 2018","201804","dom",1,1,0
2018-04-23 00:00:00.000,2018,"abr",4,23,"abr 2018","201804","seg",1,2,1
2018-04-24 00:00:00.000,2018,"abr",4,24,"abr 2018","201804","ter",1,3,1
2018-04-25 00:00:00.000,2018,"abr",4,25,"abr 2018","201804","qua",1,4,1
2018-04-26 00:00:00.000,2018,"abr",4,26,"abr 2018","201804","qui",1,5,1
2018-04-27 00:00:00.000,2018,"abr",4,27,"abr 2018","201804","sex",1,6,1
2018-04-28 00:00:00.000,2018,"abr",4,28,"abr 2018","201804","sáb",1,7,0
2018-04-29 00:00:00.000,2018,"abr",4,29,"abr 2018","201804","dom",1,1,0
2018-04-30 00:00:00.000,2018,"abr",4,30,"abr 2018","201804","seg",1,2,1
2018-05-01 00:00:00.000,2018,"mai",5,1,"mai 2018","201805","ter",1,3,0
2018-05-02 00:00:00.000,2018,"mai",5,2,"mai 2018","201805","qua",1,4,1
2018-05-03 00:00:00.000,2018,"mai",5,3,"mai 2018","201805","qui",1,5,1
2018-05-04 00:00:00.000,2018,"mai",5,4,"mai 2018","201805","sex",1,6,1
2018-05-05 00:00:00.000,2018,"mai",5,5,"mai 2018","201805","sáb",1,7,0
2018-05-06 00:00:00.000,2018,"mai",5,6,"mai 2018","201805","dom",1,1,0
2018-05-07 00:00:00.000,2018,"mai",5,7,"mai 2018","201805","seg",1,2,1
2018-05-08 00:00:00.000,2018,"mai",5,8,"mai 2018","201805","ter",1,3,1
2018-05-09 00:00:00.000,2018,"mai",5,9,"mai 2018","201805","qua",1,4,1
2018-05-10 00:00:00.000,2018,"mai",5,10,"mai 2018","201805","qui",1,5,1
2018-05-11 00:00:00.000,2018,"mai",5,11,"mai 2018","201805","sex",1,6,1
2018-05-12 00:00:00.000,2018,"mai",5,12,"mai 2018","201805","sáb",1,7,0
2018-05-13 00:00:00.000,2018,"mai",5,13,"mai 2018","201805","dom",1,1,0
2018-05-14 00:00:00.000,2018,"mai",5,14,"mai 2018","201805","seg",1,2,1
2018-05-15 00:00:00.000,2018,"mai",5,15,"mai 2018","201805","ter",1,3,1
2018-05-16 00:00:00.000,2018,"mai",5,16,"mai 2018","201805","qua",1,4,1
2018-05-17 00:00:00.000,2018,"mai",5,17,"mai 2018","201805","qui",1,5,1
2018-05-18 00:00:00.000,2018,"mai",5,18,"mai 2018","201805","sex",1,6,1
2018-05-19 00:00:00.000,2018,"mai",5,19,"mai 2018","201805","sáb",1,7,0
2018-05-20 00:00:00.000,2018,"mai",5,20,"mai 2018","201805","dom",1,1,0
2018-05-21 00:00:00.000,2018,"mai",5,21,"mai 2018","201805","seg",1,2,1
2018-05-22 00:00:00.000,2018,"mai",5,22,"mai 2018","201805","ter",1,3,1
2018-05-23 00:00:00.000,2018,"mai",5,23,"mai 2018","201805","qua",1,4,1
2018-05-24 00:00:00.000,2018,"mai",5,24,"mai 2018","201805","qui",1,5,1
2018-05-25 00:00:00.000,2018,"mai",5,25,"mai 2018","201805","sex",1,6,1
2018-05-26 00:00:00.000,2018,"mai",5,26,"mai 2018","201805","sáb",1,7,0
2018-05-27 00:00:00.000,2018,"mai",5,27,"mai 2018","201805","dom",1,1,0
2018-05-28 00:00:00.000,2018,"mai",5,28,"mai 2018","201805","seg",1,2,1
2018-05-29 00:00:00.000,2018,"mai",5,29,"mai 2018","201805","ter",1,3,1
2018-05-30 00:00:00.000,2018,"mai",5,30,"mai 2018","201805","qua",1,4,1
2018-05-31 00:00:00.000,2018,"mai",5,31,"mai 2018","201805","qui",1,5,0
2018-06-01 00:00:00.000,2018,"jun",6,1,"jun 2018","201806","sex",1,6,1
2018-06-02 00:00:00.000,2018,"jun",6,2,"jun 2018","201806","sáb",1,7,0
2018-06-03 00:00:00.000,2018,"jun",6,3,"jun 2018","201806","dom",1,1,0
2018-06-04 00:00:00.000,2018,"jun",6,4,"jun 2018","201806","seg",1,2,1
2018-06-05 00:00:00.000,2018,"jun",6,5,"jun 2018","201806","ter",1,3,1
2018-06-06 00:00:00.000,2018,"jun",6,6,"jun 2018","201806","qua",1,4,1
2018-06-07 00:00:00.000,2018,"jun",6,7,"jun 2018","201806","qui",1,5,1
2018-06-08 00:00:00.000,2018,"jun",6,8,"jun 2018","201806","sex",1,6,1
2018-06-09 00:00:00.000,2018,"jun",6,9,"jun 2018","201806","sáb",1,7,0
2018-06-10 00:00:00.000,2018,"jun",6,10,"jun 2018","201806","dom",1,1,0
2018-06-11 00:00:00.000,2018,"jun",6,11,"jun 2018","201806","seg",1,2,1
2018-06-12 00:00:00.000,2018,"jun",6,12,"jun 2018","201806","ter",1,3,1
2018-06-13 00:00:00.000,2018,"jun",6,13,"jun 2018","201806","qua",1,4,1
2018-06-14 00:00:00.000,2018,"jun",6,14,"jun 2018","201806","qui",1,5,1
2018-06-15 00:00:00.000,2018,"jun",6,15,"jun 2018","201806","sex",1,6,1
2018-06-16 00:00:00.000,2018,"jun",6,16,"jun 2018","201806","sáb",1,7,0
2018-06-17 00:00:00.000,2018,"jun",6,17,"jun 2018","201806","dom",1,1,0
2018-06-18 00:00:00.000,2018,"jun",6,18,"jun 2018","201806","seg",1,2,1
2018-06-19 00:00:00.000,2018,"jun",6,19,"jun 2018","201806","ter",1,3,1
2018-06-20 00:00:00.000,2018,"jun",6,20,"jun 2018","201806","qua",1,4,1
2018-06-21 00:00:00.000,2018,"jun",6,21,"jun 2018","201806","qui",1,5,1
2018-06-22 00:00:00.000,2018,"jun",6,22,"jun 2018","201806","sex",1,6,1
2018-06-23 00:00:00.000,2018,"jun",6,23,"jun 2018","201806","sáb",1,7,0
2018-06-24 00:00:00.000,2018,"jun",6,24,"jun 2018","201806","dom",1,1,0
2018-06-25 00:00:00.000,2018,"jun",6,25,"jun 2018","201806","seg",1,2,1
2018-06-26 00:00:00.000,2018,"jun",6,26,"jun 2018","201806","ter",1,3,1
2018-06-27 00:00:00.000,2018,"jun",6,27,"jun 2018","201806","qua",1,4,1
2018-06-28 00:00:00.000,2018,"jun",6,28,"jun 2018","201806","qui",1,5,1
2018-06-29 00:00:00.000,2018,"jun",6,29,"jun 2018","201806","sex",1,6,1
2018-06-30 00:00:00.000,2018,"jun",6,30,"jun 2018","201806","sáb",1,7,0
2018-07-01 00:00:00.000,2018,"jul",7,1,"jul 2018","201807","dom",1,1,0
2018-07-02 00:00:00.000,2018,"jul",7,2,"jul 2018","201807","seg",1,2,1
2018-07-03 00:00:00.000,2018,"jul",7,3,"jul 2018","201807","ter",1,3,1
2018-07-04 00:00:00.000,2018,"jul",7,4,"jul 2018","201807","qua",1,4,1
2018-07-05 00:00:00.000,2018,"jul",7,5,"jul 2018","201807","qui",1,5,1
2018-07-06 00:00:00.000,2018,"jul",7,6,"jul 2018","201807","sex",1,6,1
2018-07-07 00:00:00.000,2018,"jul",7,7,"jul 2018","201807","sáb",1,7,0
2018-07-08 00:00:00.000,2018,"jul",7,8,"jul 2018","201807","dom",1,1,0
2018-07-09 00:00:00.000,2018,"jul",7,9,"jul 2018","201807","seg",1,2,1
2018-07-10 00:00:00.000,2018,"jul",7,10,"jul 2018","201807","ter",1,3,1
2018-07-11 00:00:00.000,2018,"jul",7,11,"jul 2018","201807","qua",1,4,1
2018-07-12 00:00:00.000,2018,"jul",7,12,"jul 2018","201807","qui",1,5,1
2018-07-13 00:00:00.000,2018,"jul",7,13,"jul 2018","201807","sex",1,6,1
2018-07-14 00:00:00.000,2018,"jul",7,14,"jul 2018","201807","sáb",1,7,0
2018-07-15 00:00:00.000,2018,"jul",7,15,"jul 2018","201807","dom",1,1,0
2018-07-16 00:00:00.000,2018,"jul",7,16,"jul 2018","201807","seg",1,2,1
2018-07-17 00:00:00.000,2018,"jul",7,17,"jul 2018","201807","ter",1,3,1
2018-07-18 00:00:00.000,2018,"jul",7,18,"jul 2018","201807","qua",1,4,1
2018-07-19 00:00:00.000,2018,"jul",7,19,"jul 2018","201807","qui",1,5,1
2018-07-20 00:00:00.000,2018,"jul",7,20,"jul 2018","201807","sex",1,6,1
2018-07-21 00:00:00.000,2018,"jul",7,21,"jul 2018","201807","sáb",1,7,0
2018-07-22 00:00:00.000,2018,"jul",7,22,"jul 2018","201807","dom",1,1,0
2018-07-23 00:00:00.000,2018,"jul",7,23,"jul 2018","201807","seg",1,2,1
2018-07-24 00:00:00.000,2018,"jul",7,24,"jul 2018","201807","ter",1,3,1
2018-07-25 00:00:00.000,2018,"jul",7,25,"jul 2018","201807","qua",1,4,1
2018-07-26 00:00:00.000,2018,"jul",7,26,"jul 2018","201807","qui",1,5,1
2018-07-27 00:00:00.000,2018,"jul",7,27,"jul 2018","201807","sex",1,6,1
2018-07-28 00:00:00.000,2018,"jul",7,28,"jul 2018","201807","sáb",1,7,0
2018-07-29 00:00:00.000,2018,"jul",7,29,"jul 2018","201807","dom",1,1,0
2018-07-30 00:00:00.000,2018,"jul",7,30,"jul 2018","201807","seg",1,2,1
2018-07-31 00:00:00.000,2018,"jul",7,31,"jul 2018","201807","ter",1,3,1
2018-08-01 00:00:00.000,2018,"ago",8,1,"ago 2018","201808","qua",1,4,1
2018-08-02 00:00:00.000,2018,"ago",8,2,"ago 2018","201808","qui",1,5,1
2018-08-03 00:00:00.000,2018,"ago",8,3,"ago 2018","201808","sex",1,6,1
2018-08-04 00:00:00.000,2018,"ago",8,4,"ago 2018","201808","sáb",1,7,0
2018-08-05 00:00:00.000,2018,"ago",8,5,"ago 2018","201808","dom",1,1,0
2018-08-06 00:00:00.000,2018,"ago",8,6,"ago 2018","201808","seg",1,2,1
2018-08-07 00:00:00.000,2018,"ago",8,7,"ago 2018","201808","ter",1,3,1
2018-08-08 00:00:00.000,2018,"ago",8,8,"ago 2018","201808","qua",1,4,1
2018-08-09 00:00:00.000,2018,"ago",8,9,"ago 2018","201808","qui",1,5,1
2018-08-10 00:00:00.000,2018,"ago",8,10,"ago 2018","201808","sex",1,6,1
2018-08-11 00:00:00.000,2018,"ago",8,11,"ago 2018","201808","sáb",1,7,0
2018-08-12 00:00:00.000,2018,"ago",8,12,"ago 2018","201808","dom",1,1,0
2018-08-13 00:00:00.000,2018,"ago",8,13,"ago 2018","201808","seg",1,2,1
2018-08-14 00:00:00.000,2018,"ago",8,14,"ago 2018","201808","ter",1,3,1
2018-08-15 00:00:00.000,2018,"ago",8,15,"ago 2018","201808","qua",1,4,1
2018-08-16 00:00:00.000,2018,"ago",8,16,"ago 2018","201808","qui",1,5,1
2018-08-17 00:00:00.000,2018,"ago",8,17,"ago 2018","201808","sex",1,6,1
2018-08-18 00:00:00.000,2018,"ago",8,18,"ago 2018","201808","sáb",1,7,0
2018-08-19 00:00:00.000,2018,"ago",8,19,"ago 2018","201808","dom",1,1,0
2018-08-20 00:00:00.000,2018,"ago",8,20,"ago 2018","201808","seg",1,2,1
2018-08-21 00:00:00.000,2018,"ago",8,21,"ago 2018","201808","ter",1,3,1
2018-08-22 00:00:00.000,2018,"ago",8,22,"ago 2018","201808","qua",1,4,1
2018-08-23 00:00:00.000,2018,"ago",8,23,"ago 2018","201808","qui",1,5,1
2018-08-24 00:00:00.000,2018,"ago",8,24,"ago 2018","201808","sex",1,6,1
2018-08-25 00:00:00.000,2018,"ago",8,25,"ago 2018","201808","sáb",1,7,0
2018-08-26 00:00:00.000,2018,"ago",8,26,"ago 2018","201808","dom",1,1,0
2018-08-27 00:00:00.000,2018,"ago",8,27,"ago 2018","201808","seg",1,2,1
2018-08-28 00:00:00.000,2018,"ago",8,28,"ago 2018","201808","ter",1,3,1
2018-08-29 00:00:00.000,2018,"ago",8,29,"ago 2018","201808","qua",1,4,1
2018-08-30 00:00:00.000,2018,"ago",8,30,"ago 2018","201808","qui",1,5,1
2018-08-31 00:00:00.000,2018,"ago",8,31,"ago 2018","201808","sex",1,6,1
2018-09-01 00:00:00.000,2018,"set",9,1,"set 2018","201809","sáb",1,7,0
2018-09-02 00:00:00.000,2018,"set",9,2,"set 2018","201809","dom",1,1,0
2018-09-03 00:00:00.000,2018,"set",9,3,"set 2018","201809","seg",1,2,1
2018-09-04 00:00:00.000,2018,"set",9,4,"set 2018","201809","ter",1,3,1
2018-09-05 00:00:00.000,2018,"set",9,5,"set 2018","201809","qua",1,4,1
2018-09-06 00:00:00.000,2018,"set",9,6,"set 2018","201809","qui",1,5,1
2018-09-07 00:00:00.000,2018,"set",9,7,"set 2018","201809","sex",1,6,0
2018-09-08 00:00:00.000,2018,"set",9,8,"set 2018","201809","sáb",1,7,0
2018-09-09 00:00:00.000,2018,"set",9,9,"set 2018","201809","dom",1,1,0
2018-09-10 00:00:00.000,2018,"set",9,10,"set 2018","201809","seg",1,2,1
2018-09-11 00:00:00.000,2018,"set",9,11,"set 2018","201809","ter",1,3,1
2018-09-12 00:00:00.000,2018,"set",9,12,"set 2018","201809","qua",1,4,1
2018-09-13 00:00:00.000,2018,"set",9,13,"set 2018","201809","qui",1,5,1
2018-09-14 00:00:00.000,2018,"set",9,14,"set 2018","201809","sex",1,6,1
2018-09-15 00:00:00.000,2018,"set",9,15,"set 2018","201809","sáb",1,7,0
2018-09-16 00:00:00.000,2018,"set",9,16,"set 2018","201809","dom",1,1,0
2018-09-17 00:00:00.000,2018,"set",9,17,"set 2018","201809","seg",1,2,1
2018-09-18 00:00:00.000,2018,"set",9,18,"set 2018","201809","ter",1,3,1
2018-09-19 00:00:00.000,2018,"set",9,19,"set 2018","201809","qua",1,4,1
2018-09-20 00:00:00.000,2018,"set",9,20,"set 2018","201809","qui",1,5,1
2018-09-21 00:00:00.000,2018,"set",9,21,"set 2018","201809","sex",1,6,1
2018-09-22 00:00:00.000,2018,"set",9,22,"set 2018","201809","sáb",1,7,0
2018-09-23 00:00:00.000,2018,"set",9,23,"set 2018","201809","dom",1,1,0
2018-09-24 00:00:00.000,2018,"set",9,24,"set 2018","201809","seg",1,2,1
2018-09-25 00:00:00.000,2018,"set",9,25,"set 2018","201809","ter",1,3,1
2018-09-26 00:00:00.000,2018,"set",9,26,"set 2018","201809","qua",1,4,1
2018-09-27 00:00:00.000,2018,"set",9,27,"set 2018","201809","qui",1,5,1
2018-09-28 00:00:00.000,2018,"set",9,28,"set 2018","201809","sex",1,6,1
2018-09-29 00:00:00.000,2018,"set",9,29,"set 2018","201809","sáb",1,7,0
2018-09-30 00:00:00.000,2018,"set",9,30,"set 2018","201809","dom",1,1,0
2018-10-01 00:00:00.000,2018,"out",10,1,"out 2018","201810","seg",1,2,1
2018-10-02 00:00:00.000,2018,"out",10,2,"out 2018","201810","ter",1,3,1
2018-10-03 00:00:00.000,2018,"out",10,3,"out 2018","201810","qua",1,4,1
2018-10-04 00:00:00.000,2018,"out",10,4,"out 2018","201810","qui",1,5,1
2018-10-05 00:00:00.000,2018,"out",10,5,"out 2018","201810","sex",1,6,1
2018-10-06 00:00:00.000,2018,"out",10,6,"out 2018","201810","sáb",1,7,0
2018-10-07 00:00:00.000,2018,"out",10,7,"out 2018","201810","dom",1,1,0
2018-10-08 00:00:00.000,2018,"out",10,8,"out 2018","201810","seg",1,2,1
2018-10-09 00:00:00.000,2018,"out",10,9,"out 2018","201810","ter",1,3,1
2018-10-10 00:00:00.000,2018,"out",10,10,"out 2018","201810","qua",1,4,1
2018-10-11 00:00:00.000,2018,"out",10,11,"out 2018","201810","qui",1,5,1
2018-10-12 00:00:00.000,2018,"out",10,12,"out 2018","201810","sex",1,6,0
2018-10-13 00:00:00.000,2018,"out",10,13,"out 2018","201810","sáb",1,7,0
2018-10-14 00:00:00.000,2018,"out",10,14,"out 2018","201810","dom",1,1,0
2018-10-15 00:00:00.000,2018,"out",10,15,"out 2018","201810","seg",1,2,1
2018-10-16 00:00:00.000,2018,"out",10,16,"out 2018","201810","ter",1,3,1
2018-10-17 00:00:00.000,2018,"out",10,17,"out 2018","201810","qua",1,4,1
2018-10-18 00:00:00.000,2018,"out",10,18,"out 2018","201810","qui",1,5,1
2018-10-19 00:00:00.000,2018,"out",10,19,"out 2018","201810","sex",1,6,1
2018-10-20 00:00:00.000,2018,"out",10,20,"out 2018","201810","sáb",1,7,0
2018-10-21 00:00:00.000,2018,"out",10,21,"out 2018","201810","dom",1,1,0
2018-10-22 00:00:00.000,2018,"out",10,22,"out 2018","201810","seg",1,2,1
2018-10-23 00:00:00.000,2018,"out",10,23,"out 2018","201810","ter",1,3,1
2018-10-24 00:00:00.000,2018,"out",10,24,"out 2018","201810","qua",1,4,1
2018-10-25 00:00:00.000,2018,"out",10,25,"out 2018","201810","qui",1,5,1
2018-10-26 00:00:00.000,2018,"out",10,26,"out 2018","201810","sex",1,6,1
2018-10-27 00:00:00.000,2018,"out",10,27,"out 2018","201810","sáb",1,7,0
2018-10-28 00:00:00.000,2018,"out",10,28,"out 2018","201810","dom",1,1,0
2018-10-29 00:00:00.000,2018,"out",10,29,"out 2018","201810","seg",1,2,1
2018-10-30 00:00:00.000,2018,"out",10,30,"out 2018","201810","ter",1,3,1
2018-10-31 00:00:00.000,2018,"out",10,31,"out 2018","201810","qua",1,4,1
2018-11-01 00:00:00.000,2018,"nov",11,1,"nov 2018","201811","qui",1,5,1
2018-11-02 00:00:00.000,2018,"nov",11,2,"nov 2018","201811","sex",1,6,0
2018-11-03 00:00:00.000,2018,"nov",11,3,"nov 2018","201811","sáb",1,7,0
2018-11-04 00:00:00.000,2018,"nov",11,4,"nov 2018","201811","dom",1,1,0
2018-11-05 00:00:00.000,2018,"nov",11,5,"nov 2018","201811","seg",1,2,1
