COD_FILIAL,DT_E_S,CENTRO_CUSTO,COD_CONTA,VL_CONTROLADORIA,CHAVE_CONTROLADORIA,GRUPO_ATI,CLASSIFICACAO
"3",2018-04-30 00:00:00.000,"3","Taxa Adm Cartão",0,2662,"ATI61",""
"3",2018-04-21 00:00:00.000,"3","Taxa Adm Cartão",0,2697,"ATI61",""
"3",2018-04-17 00:00:00.000,"3","Taxa Adm Cartão",0,2718,"ATI61",""
"3",2018-04-09 00:00:00.000,"3","Taxa Adm Cartão",0,2781,"ATI61",""
"3",2018-04-08 00:00:00.000,"3","Taxa Adm Cartão",0,2788,"ATI61",""
"3",2018-04-07 00:00:00.000,"3","Taxa Adm Cartão",0,2795,"ATI61",""
"3",2019-04-26 00:00:00.000,"3","Taxa Adm Cartão",0,2986,"ATI61",""
"3",2019-04-30 00:00:00.000,"3","Taxa Adm Cartão",0,3035,"ATI61",""
"3",2019-04-28 00:00:00.000,"3","Taxa Adm Cartão",0,3077,"ATI61",""
"3",2019-04-17 00:00:00.000,"3","Taxa Adm Cartão",0,3175,"ATI61",""
"3",2020-04-15 00:00:00.000,"3","Taxa Adm Cartão",0,3227,"ATI61",""
"3",2020-04-12 00:00:00.000,"3","Taxa Adm Cartão",0,3269,"ATI61",""
"3",2018-05-23 00:00:00.000,"3","Taxa Adm Cartão",0,3356,"ATI61",""
"3",2018-05-29 00:00:00.000,"3","Taxa Adm Cartão",0,3440,"ATI61",""
"3",2018-05-28 00:00:00.000,"3","Taxa Adm Cartão",0,3454,"ATI61",""
"3",2018-05-27 00:00:00.000,"3","Taxa Adm Cartão",0,3517,"ATI61",""
"3",2019-05-23 00:00:00.000,"3","Taxa Adm Cartão",0,3821,"ATI61",""
"3",2019-05-28 00:00:00.000,"3","Taxa Adm Cartão",0,3891,"ATI61",""
"3",2019-05-11 00:00:00.000,"3","Taxa Adm Cartão",0,3975,"ATI61",""
"3",2019-05-20 00:00:00.000,"3","Taxa Adm Cartão",0,3982,"ATI61",""
"3",2018-06-25 00:00:00.000,"3","Taxa Adm Cartão",0,4072,"ATI61",""
"3",2018-06-23 00:00:00.000,"3","Taxa Adm Cartão",0,4100,"ATI61",""
"3",2018-06-11 00:00:00.000,"3","Taxa Adm Cartão",0,4128,"ATI61",""
"3",2019-06-23 00:00:00.000,"3","Taxa Adm Cartão",0,4262,"ATI61",""
"3",2019-06-27 00:00:00.000,"3","Taxa Adm Cartão",0,4339,"ATI61",""
"3",2019-06-11 00:00:00.000,"3","Taxa Adm Cartão",0,4444,"ATI61",""
"3",2019-06-21 00:00:00.000,"3","Taxa Adm Cartão",0,4472,"ATI61",""
"3",2018-07-12 00:00:00.000,"3","Taxa Adm Cartão",0,4768,"ATI61",""
"3",2018-07-13 00:00:00.000,"3","Taxa Adm Cartão",0,4782,"ATI61",""
"3",2018-07-09 00:00:00.000,"3","Taxa Adm Cartão",0,4824,"ATI61",""
"3",2019-07-28 00:00:00.000,"3","Taxa Adm Cartão",0,5010,"ATI61",""
"3",2019-07-16 00:00:00.000,"3","Taxa Adm Cartão",0,5052,"ATI61",""
"3",2018-08-16 00:00:00.000,"3","Taxa Adm Cartão",0,5174,"ATI61",""
"3",2018-08-07 00:00:00.000,"3","Taxa Adm Cartão",0,5363,"ATI61",""
"3",2018-08-05 00:00:00.000,"3","Taxa Adm Cartão",0,5384,"ATI61",""
"3",2018-08-04 00:00:00.000,"3","Taxa Adm Cartão",0,5433,"ATI61",""
"3",2018-08-11 00:00:00.000,"3","Taxa Adm Cartão",0,5524,"ATI61",""
"3",2019-08-28 00:00:00.000,"3","Taxa Adm Cartão",0,5704,"ATI61",""
"3",2019-08-15 00:00:00.000,"3","Taxa Adm Cartão",0,5767,"ATI61",""
"3",2019-08-17 00:00:00.000,"3","Taxa Adm Cartão",0,5781,"ATI61",""
"3",2019-08-16 00:00:00.000,"3","Taxa Adm Cartão",0,5795,"ATI61",""
"3",2019-08-21 00:00:00.000,"3","Taxa Adm Cartão",0,5830,"ATI61",""
"3",2018-09-27 00:00:00.000,"3","Taxa Adm Cartão",0,5979,"ATI61",""
"3",2018-09-28 00:00:00.000,"3","Taxa Adm Cartão",0,5986,"ATI61",""
"3",2018-09-16 00:00:00.000,"3","Taxa Adm Cartão",0,6021,"ATI61",""
"3",2019-09-12 00:00:00.000,"3","Taxa Adm Cartão",0,6250,"ATI61",""
"3",2018-10-25 00:00:00.000,"3","Taxa Adm Cartão",0,6449,"ATI61",""
"3",2018-10-12 00:00:00.000,"3","Taxa Adm Cartão",0,6540,"ATI61",""
"3",2018-10-21 00:00:00.000,"3","Taxa Adm Cartão",0,6638,"ATI61",""
"3",2018-10-17 00:00:00.000,"3","Taxa Adm Cartão",0,6652,"ATI61",""
"3",2019-10-24 00:00:00.000,"3","Taxa Adm Cartão",0,6692,"ATI61",""
"3",2019-10-25 00:00:00.000,"3","Taxa Adm Cartão",0,6713,"ATI61",""
"3",2019-10-26 00:00:00.000,"3","Taxa Adm Cartão",0,6762,"ATI61",""
"3",2019-10-13 00:00:00.000,"3","Taxa Adm Cartão",0,6790,"ATI61",""
"3",2019-10-16 00:00:00.000,"3","Taxa Adm Cartão",0,6832,"ATI61",""
"3",2019-10-12 00:00:00.000,"3","Taxa Adm Cartão",0,6839,"ATI61",""
"3",2018-11-26 00:00:00.000,"3","Taxa Adm Cartão",0,6905,"ATI61",""
"3",2018-11-23 00:00:00.000,"3","Taxa Adm Cartão",0,6982,"ATI61",""
"3",2018-11-29 00:00:00.000,"3","Taxa Adm Cartão",0,7017,"ATI61",""
"3",2018-11-12 00:00:00.000,"3","Taxa Adm Cartão",0,7052,"ATI61",""
"3",2018-11-20 00:00:00.000,"3","Taxa Adm Cartão",0,7122,"ATI61",""
"3",2019-11-27 00:00:00.000,"3","Taxa Adm Cartão",0,7257,"ATI61",""
"3",2019-11-15 00:00:00.000,"3","Taxa Adm Cartão",0,7299,"ATI61",""
"3",2019-11-13 00:00:00.000,"3","Taxa Adm Cartão",0,7341,"ATI61",""
"3",2019-11-16 00:00:00.000,"3","Taxa Adm Cartão",0,7383,"ATI61",""
"3",2018-12-26 00:00:00.000,"3","Taxa Adm Cartão",0,7444,"ATI61",""
"3",2018-12-25 00:00:00.000,"3","Taxa Adm Cartão",0,7507,"ATI61",""
"3",2018-12-24 00:00:00.000,"3","Taxa Adm Cartão",0,7521,"ATI61",""
"3",2018-12-28 00:00:00.000,"3","Taxa Adm Cartão",0,7591,"ATI61",""
"3",2018-12-16 00:00:00.000,"3","Taxa Adm Cartão",0,7626,"ATI61",""
"3",2018-12-15 00:00:00.000,"3","Taxa Adm Cartão",0,7647,"ATI61",""
"3",2019-12-23 00:00:00.000,"3","Taxa Adm Cartão",0,7743,"ATI61",""
"3",2019-12-16 00:00:00.000,"3","Taxa Adm Cartão",0,7862,"ATI61",""
"3",2019-12-20 00:00:00.000,"3","Taxa Adm Cartão",0,7918,"ATI61",""
"1",2018-01-18 00:00:00.000,"1","Taxa Adm Cartão",0,63,"ATI61",""
"1",2018-01-30 00:00:00.000,"1","Taxa Adm Cartão",0,98,"ATI61",""
"1",2018-01-07 00:00:00.000,"1","Taxa Adm Cartão",0,154,"ATI61",""
"1",2018-01-05 00:00:00.000,"1","Taxa Adm Cartão",0,252,"ATI61",""
"1",2019-01-25 00:00:00.000,"1","Taxa Adm Cartão",0,441,"ATI61",""
"1",2019-01-23 00:00:00.000,"1","Taxa Adm Cartão",0,462,"ATI61",""
"1",2019-01-28 00:00:00.000,"1","Taxa Adm Cartão",0,532,"ATI61",""
"1",2019-01-20 00:00:00.000,"1","Taxa Adm Cartão",0,609,"ATI61",""
"1",2020-01-24 00:00:00.000,"1","Taxa Adm Cartão",0,707,"ATI61",""
"1",2020-01-27 00:00:00.000,"1","Taxa Adm Cartão",0,770,"ATI61",""
"1",2020-01-15 00:00:00.000,"1","Taxa Adm Cartão",0,777,"ATI61",""
"1",2020-01-12 00:00:00.000,"1","Taxa Adm Cartão",0,840,"ATI61",""
"1",2018-02-23 00:00:00.000,"1","Taxa Adm Cartão",0,1013,"ATI61",""
"1",2018-02-27 00:00:00.000,"1","Taxa Adm Cartão",0,1020,"ATI61",""
"1",2018-02-25 00:00:00.000,"1","Taxa Adm Cartão",0,1034,"ATI61",""
"1",2018-02-13 00:00:00.000,"1","Taxa Adm Cartão",0,1041,"ATI61",""
"1",2019-02-22 00:00:00.000,"1","Taxa Adm Cartão",0,1310,"ATI61",""
"1",2019-02-26 00:00:00.000,"1","Taxa Adm Cartão",0,1352,"ATI61",""
"1",2019-02-15 00:00:00.000,"1","Taxa Adm Cartão",0,1387,"ATI61",""
"1",2019-02-11 00:00:00.000,"1","Taxa Adm Cartão",0,1408,"ATI61",""
"1",2019-02-21 00:00:00.000,"1","Taxa Adm Cartão",0,1443,"ATI61",""
"1",2019-02-16 00:00:00.000,"1","Taxa Adm Cartão",0,1457,"ATI61",""
"1",2020-02-26 00:00:00.000,"1","Taxa Adm Cartão",0,1527,"ATI61",""
"1",2020-02-12 00:00:00.000,"1","Taxa Adm Cartão",0,1660,"ATI61",""
"1",2020-02-21 00:00:00.000,"1","Taxa Adm Cartão",0,1688,"ATI61",""
"1",2020-02-20 00:00:00.000,"1","Taxa Adm Cartão",0,1709,"ATI61",""
"1",2020-02-17 00:00:00.000,"1","Taxa Adm Cartão",0,1730,"ATI61",""
"1",2020-02-16 00:00:00.000,"1","Taxa Adm Cartão",0,1737,"ATI61",""
"1",2018-03-25 00:00:00.000,"1","Taxa Adm Cartão",0,1828,"ATI61",""
"1",2019-03-27 00:00:00.000,"1","Taxa Adm Cartão",0,2127,"ATI61",""
"1",2019-03-28 00:00:00.000,"1","Taxa Adm Cartão",0,2225,"ATI61",""
"1",2019-03-13 00:00:00.000,"1","Taxa Adm Cartão",0,2281,"ATI61",""
"1",2019-03-21 00:00:00.000,"1","Taxa Adm Cartão",0,2351,"ATI61",""
"1",2019-03-17 00:00:00.000,"1","Taxa Adm Cartão",0,2358,"ATI61",""
"1",2020-03-25 00:00:00.000,"1","Taxa Adm Cartão",0,2399,"ATI61",""
"1",2020-03-15 00:00:00.000,"1","Taxa Adm Cartão",0,2497,"ATI61",""
"1",2020-03-13 00:00:00.000,"1","Taxa Adm Cartão",0,2560,"ATI61",""
"1",2018-04-27 00:00:00.000,"1","Taxa Adm Cartão",0,2725,"ATI61",""
"1",2018-04-09 00:00:00.000,"1","Taxa Adm Cartão",0,2830,"ATI61",""
"1",2018-04-14 00:00:00.000,"1","Taxa Adm Cartão",0,2900,"ATI61",""
"1",2019-04-27 00:00:00.000,"1","Taxa Adm Cartão",0,2979,"ATI61",""
"1",2019-04-29 00:00:00.000,"1","Taxa Adm Cartão",0,3028,"ATI61",""
"1",2019-04-11 00:00:00.000,"1","Taxa Adm Cartão",0,3154,"ATI61",""
"1",2018-05-25 00:00:00.000,"1","Taxa Adm Cartão",0,3342,"ATI61",""
"1",2018-05-29 00:00:00.000,"1","Taxa Adm Cartão",0,3433,"ATI61",""
"1",2018-05-28 00:00:00.000,"1","Taxa Adm Cartão",0,3524,"ATI61",""
"1",2018-05-05 00:00:00.000,"1","Taxa Adm Cartão",0,3559,"ATI61",""
"1",2018-05-08 00:00:00.000,"1","Taxa Adm Cartão",0,3608,"ATI61",""
"1",2018-05-12 00:00:00.000,"1","Taxa Adm Cartão",0,3671,"ATI61",""
"1",2019-05-26 00:00:00.000,"1","Taxa Adm Cartão",0,3800,"ATI61",""
"1",2019-05-13 00:00:00.000,"1","Taxa Adm Cartão",0,3933,"ATI61",""
"1",2019-05-15 00:00:00.000,"1","Taxa Adm Cartão",0,3968,"ATI61",""
"1",2018-06-17 00:00:00.000,"1","Taxa Adm Cartão",0,4051,"ATI61",""
"1",2018-06-27 00:00:00.000,"1","Taxa Adm Cartão",0,4086,"ATI61",""
"1",2018-06-13 00:00:00.000,"1","Taxa Adm Cartão",0,4114,"ATI61",""
"1",2019-06-25 00:00:00.000,"1","Taxa Adm Cartão",0,4269,"ATI61",""
"1",2019-06-30 00:00:00.000,"1","Taxa Adm Cartão",0,4318,"ATI61",""
"1",2019-06-20 00:00:00.000,"1","Taxa Adm Cartão",0,4458,"ATI61",""
"1",2019-06-17 00:00:00.000,"1","Taxa Adm Cartão",0,4479,"ATI61",""
"1",2018-07-24 00:00:00.000,"1","Taxa Adm Cartão",0,4537,"ATI61",""
"1",2018-07-17 00:00:00.000,"1","Taxa Adm Cartão",0,4544,"ATI61",""
"1",2018-07-20 00:00:00.000,"1","Taxa Adm Cartão",0,4565,"ATI61",""
"1",2018-07-21 00:00:00.000,"1","Taxa Adm Cartão",0,4593,"ATI61",""
"1",2018-07-30 00:00:00.000,"1","Taxa Adm Cartão",0,4621,"ATI61",""
"1",2018-07-06 00:00:00.000,"1","Taxa Adm Cartão",0,4705,"ATI61",""
"1",2018-07-12 00:00:00.000,"1","Taxa Adm Cartão",0,4761,"ATI61",""
"1",2018-07-13 00:00:00.000,"1","Taxa Adm Cartão",0,4789,"ATI61",""
"1",2018-07-11 00:00:00.000,"1","Taxa Adm Cartão",0,4831,"ATI61",""
"1",2018-07-09 00:00:00.000,"1","Taxa Adm Cartão",0,4845,"ATI61",""
"1",2019-07-30 00:00:00.000,"1","Taxa Adm Cartão",0,4975,"ATI61",""
"1",2019-07-27 00:00:00.000,"1","Taxa Adm Cartão",0,5003,"ATI61",""
"1",2019-07-17 00:00:00.000,"1","Taxa Adm Cartão",0,5108,"ATI61",""
"1",2018-08-21 00:00:00.000,"1","Taxa Adm Cartão",0,5244,"ATI61",""
"1",2018-08-28 00:00:00.000,"1","Taxa Adm Cartão",0,5286,"ATI61",""
"1",2018-08-26 00:00:00.000,"1","Taxa Adm Cartão",0,5328,"ATI61",""
"1",2018-08-13 00:00:00.000,"1","Taxa Adm Cartão",0,5461,"ATI61",""
"1",2019-08-11 00:00:00.000,"1","Taxa Adm Cartão",0,5599,"ATI61",""
"1",2019-08-29 00:00:00.000,"1","Taxa Adm Cartão",0,5697,"ATI61",""
"1",2018-09-28 00:00:00.000,"1","Taxa Adm Cartão",0,5993,"ATI61",""
"1",2018-09-12 00:00:00.000,"1","Taxa Adm Cartão",0,6077,"ATI61",""
"1",2019-09-29 00:00:00.000,"1","Taxa Adm Cartão",0,6201,"ATI61",""
"1",2019-09-17 00:00:00.000,"1","Taxa Adm Cartão",0,6306,"ATI61",""
"1",2019-09-12 00:00:00.000,"1","Taxa Adm Cartão",0,6327,"ATI61",""
"1",2019-09-20 00:00:00.000,"1","Taxa Adm Cartão",0,6341,"ATI61",""
"1",2018-10-11 00:00:00.000,"1","Taxa Adm Cartão",0,6393,"ATI61",""
"1",2018-10-22 00:00:00.000,"1","Taxa Adm Cartão",0,6407,"ATI61",""
"1",2018-10-23 00:00:00.000,"1","Taxa Adm Cartão",0,6470,"ATI61",""
"1",2018-10-30 00:00:00.000,"1","Taxa Adm Cartão",0,6477,"ATI61",""
"1",2018-10-29 00:00:00.000,"1","Taxa Adm Cartão",0,6491,"ATI61",""
"1",2018-10-21 00:00:00.000,"1","Taxa Adm Cartão",0,6645,"ATI61",""
"1",2019-10-11 00:00:00.000,"1","Taxa Adm Cartão",0,6818,"ATI61",""
"1",2019-10-21 00:00:00.000,"1","Taxa Adm Cartão",0,6853,"ATI61",""
"1",2018-11-26 00:00:00.000,"1","Taxa Adm Cartão",0,6912,"ATI61",""
"1",2018-11-11 00:00:00.000,"1","Taxa Adm Cartão",0,6926,"ATI61",""
"1",2018-11-30 00:00:00.000,"1","Taxa Adm Cartão",0,6989,"ATI61",""
"1",2019-11-26 00:00:00.000,"1","Taxa Adm Cartão",0,7201,"ATI61",""
"1",2019-11-24 00:00:00.000,"1","Taxa Adm Cartão",0,7243,"ATI61",""
"1",2019-11-28 00:00:00.000,"1","Taxa Adm Cartão",0,7278,"ATI61",""
"1",2019-11-20 00:00:00.000,"1","Taxa Adm Cartão",0,7292,"ATI61",""
"1",2019-11-13 00:00:00.000,"1","Taxa Adm Cartão",0,7306,"ATI61",""
"1",2019-11-16 00:00:00.000,"1","Taxa Adm Cartão",0,7320,"ATI61",""
"1",2019-11-21 00:00:00.000,"1","Taxa Adm Cartão",0,7397,"ATI61",""
"1",2018-12-25 00:00:00.000,"1","Taxa Adm Cartão",0,7500,"ATI61",""
"1",2018-12-27 00:00:00.000,"1","Taxa Adm Cartão",0,7514,"ATI61",""
"1",2018-12-23 00:00:00.000,"1","Taxa Adm Cartão",0,7528,"ATI61",""
"1",2018-12-30 00:00:00.000,"1","Taxa Adm Cartão",0,7535,"ATI61",""
"1",2018-12-16 00:00:00.000,"1","Taxa Adm Cartão",0,7619,"ATI61",""
"1",2019-12-22 00:00:00.000,"1","Taxa Adm Cartão",0,7778,"ATI61",""
"1",2019-12-16 00:00:00.000,"1","Taxa Adm Cartão",0,7939,"ATI61",""
"2",2018-01-27 00:00:00.000,"2","Taxa Adm Cartão",0,119,"ATI61",""
"2",2018-01-28 00:00:00.000,"2","Taxa Adm Cartão",0,126,"ATI61",""
"2",2018-01-08 00:00:00.000,"2","Taxa Adm Cartão",0,168,"ATI61",""
"2",2018-01-04 00:00:00.000,"2","Taxa Adm Cartão",0,217,"ATI61",""
"2",2018-01-13 00:00:00.000,"2","Taxa Adm Cartão",0,301,"ATI61",""
"2",2019-01-11 00:00:00.000,"2","Taxa Adm Cartão",0,399,"ATI61",""
"2",2019-01-30 00:00:00.000,"2","Taxa Adm Cartão",0,483,"ATI61",""
"2",2019-01-27 00:00:00.000,"2","Taxa Adm Cartão",0,518,"ATI61",""
"2",2019-01-12 00:00:00.000,"2","Taxa Adm Cartão",0,560,"ATI61",""
"2",2019-01-17 00:00:00.000,"2","Taxa Adm Cartão",0,588,"ATI61",""
"2",2019-01-13 00:00:00.000,"2","Taxa Adm Cartão",0,595,"ATI61",""
"2",2020-01-28 00:00:00.000,"2","Taxa Adm Cartão",0,735,"ATI61",""
"2",2020-01-16 00:00:00.000,"2","Taxa Adm Cartão",0,791,"ATI61",""
"2",2020-01-21 00:00:00.000,"2","Taxa Adm Cartão",0,854,"ATI61",""
"2",2020-01-20 00:00:00.000,"2","Taxa Adm Cartão",0,882,"ATI61",""
"2",2018-02-17 00:00:00.000,"2","Taxa Adm Cartão",0,943,"ATI61",""
"2",2018-02-28 00:00:00.000,"2","Taxa Adm Cartão",0,992,"ATI61",""
"2",2018-02-14 00:00:00.000,"2","Taxa Adm Cartão",0,999,"ATI61",""
"2",2018-02-07 00:00:00.000,"2","Taxa Adm Cartão",0,1069,"ATI61",""
"2",2018-02-09 00:00:00.000,"2","Taxa Adm Cartão",0,1118,"ATI61",""
"2",2019-02-13 00:00:00.000,"2","Taxa Adm Cartão",0,1366,"ATI61",""
"2",2019-02-15 00:00:00.000,"2","Taxa Adm Cartão",0,1373,"ATI61",""
"2",2020-02-15 00:00:00.000,"2","Taxa Adm Cartão",0,1618,"ATI61",""
"2",2020-02-16 00:00:00.000,"2","Taxa Adm Cartão",0,1632,"ATI61",""
"2",2020-02-20 00:00:00.000,"2","Taxa Adm Cartão",0,1723,"ATI61",""
"2",2018-03-16 00:00:00.000,"2","Taxa Adm Cartão",0,1807,"ATI61",""
"2",2018-03-10 00:00:00.000,"2","Taxa Adm Cartão",0,2045,"ATI61",""
"2",2019-03-29 00:00:00.000,"2","Taxa Adm Cartão",0,2197,"ATI61",""
"2",2019-03-15 00:00:00.000,"2","Taxa Adm Cartão",0,2274,"ATI61",""
"2",2019-03-17 00:00:00.000,"2","Taxa Adm Cartão",0,2295,"ATI61",""
"2",2019-03-13 00:00:00.000,"2","Taxa Adm Cartão",0,2302,"ATI61",""
"2",2019-03-21 00:00:00.000,"2","Taxa Adm Cartão",0,2344,"ATI61",""
"2",2020-03-23 00:00:00.000,"2","Taxa Adm Cartão",0,2434,"ATI61",""
"2",2020-03-11 00:00:00.000,"2","Taxa Adm Cartão",0,2504,"ATI61",""
"2",2020-03-15 00:00:00.000,"2","Taxa Adm Cartão",0,2511,"ATI61",""
"2",2020-03-16 00:00:00.000,"2","Taxa Adm Cartão",0,2525,"ATI61",""
"2",2020-03-12 00:00:00.000,"2","Taxa Adm Cartão",0,2553,"ATI61",""
"2",2018-04-22 00:00:00.000,"2","Taxa Adm Cartão",0,2683,"ATI61",""
"2",2018-04-21 00:00:00.000,"2","Taxa Adm Cartão",0,2704,"ATI61",""
"2",2018-04-06 00:00:00.000,"2","Taxa Adm Cartão",0,2753,"ATI61",""
"2",2018-04-12 00:00:00.000,"2","Taxa Adm Cartão",0,2837,"ATI61",""
"2",2018-04-11 00:00:00.000,"2","Taxa Adm Cartão",0,2844,"ATI61",""
"2",2018-04-14 00:00:00.000,"2","Taxa Adm Cartão",0,2872,"ATI61",""
"2",2019-04-30 00:00:00.000,"2","Taxa Adm Cartão",0,3042,"ATI61",""
"2",2019-04-29 00:00:00.000,"2","Taxa Adm Cartão",0,3070,"ATI61",""
"2",2018-05-23 00:00:00.000,"2","Taxa Adm Cartão",0,3363,"ATI61",""
"2",2018-05-20 00:00:00.000,"2","Taxa Adm Cartão",0,3384,"ATI61",""
"2",2018-05-30 00:00:00.000,"2","Taxa Adm Cartão",0,3475,"ATI61",""
"2",2018-05-28 00:00:00.000,"2","Taxa Adm Cartão",0,3482,"ATI61",""
"2",2018-05-26 00:00:00.000,"2","Taxa Adm Cartão",0,3489,"ATI61",""
"2",2018-05-04 00:00:00.000,"2","Taxa Adm Cartão",0,3615,"ATI61",""
"2",2018-05-01 00:00:00.000,"2","Taxa Adm Cartão",0,3678,"ATI61",""
"2",2019-05-25 00:00:00.000,"2","Taxa Adm Cartão",0,3828,"ATI61",""
"2",2019-05-28 00:00:00.000,"2","Taxa Adm Cartão",0,3898,"ATI61",""
"2",2019-05-12 00:00:00.000,"2","Taxa Adm Cartão",0,3912,"ATI61",""
"2",2018-06-17 00:00:00.000,"2","Taxa Adm Cartão",0,4044,"ATI61",""
"2",2018-06-16 00:00:00.000,"2","Taxa Adm Cartão",0,4149,"ATI61",""
"2",2019-06-24 00:00:00.000,"2","Taxa Adm Cartão",0,4283,"ATI61",""
"2",2019-06-29 00:00:00.000,"2","Taxa Adm Cartão",0,4332,"ATI61",""
"2",2019-06-28 00:00:00.000,"2","Taxa Adm Cartão",0,4353,"ATI61",""
"2",2018-07-17 00:00:00.000,"2","Taxa Adm Cartão",0,4551,"ATI61",""
"2",2019-07-26 00:00:00.000,"2","Taxa Adm Cartão",0,4912,"ATI61",""
"2",2019-07-12 00:00:00.000,"2","Taxa Adm Cartão",0,5038,"ATI61",""
"2",2019-07-13 00:00:00.000,"2","Taxa Adm Cartão",0,5073,"ATI61",""
"2",2018-08-27 00:00:00.000,"2","Taxa Adm Cartão",0,5342,"ATI61",""
"2",2018-08-12 00:00:00.000,"2","Taxa Adm Cartão",0,5447,"ATI61",""
"2",2018-08-13 00:00:00.000,"2","Taxa Adm Cartão",0,5489,"ATI61",""
"2",2019-08-23 00:00:00.000,"2","Taxa Adm Cartão",0,5641,"ATI61",""
"2",2019-08-30 00:00:00.000,"2","Taxa Adm Cartão",0,5690,"ATI61",""
"2",2019-08-15 00:00:00.000,"2","Taxa Adm Cartão",0,5760,"ATI61",""
"2",2019-08-13 00:00:00.000,"2","Taxa Adm Cartão",0,5788,"ATI61",""
"2",2019-08-20 00:00:00.000,"2","Taxa Adm Cartão",0,5816,"ATI61",""
"2",2018-09-24 00:00:00.000,"2","Taxa Adm Cartão",0,5937,"ATI61",""
"2",2018-09-29 00:00:00.000,"2","Taxa Adm Cartão",0,5951,"ATI61",""
"2",2018-09-30 00:00:00.000,"2","Taxa Adm Cartão",0,5958,"ATI61",""
"2",2018-09-15 00:00:00.000,"2","Taxa Adm Cartão",0,6007,"ATI61",""
"2",2018-09-16 00:00:00.000,"2","Taxa Adm Cartão",0,6028,"ATI61",""
