RU Data Last Updated,Device ID,Device Name,Monitoring Enabled,Resource ID,Resource Value,Resource Type,Resource,Measurement Type,Measurement Metric,Time Period ID,Time Period,Remote Collector Name,Remote Collector IP,Start Time,End Time,Window
2021-11-11 09:04:55.806,"9287","D42-EXCH01.d42-root.local",True,"264950275",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,30
2021-11-11 09:04:57.366,"9287","D42-EXCH01.d42-root.local",True,"264951485",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-03 07:00:00.000,2021-11-04 07:00:00.000,8
2021-11-11 09:04:56.163,"9287","D42-EXCH01.d42-root.local",True,"264950550",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-17 07:00:00.000,2021-10-18 07:00:00.000,25
2021-11-11 09:04:56.446,"9287","D42-EXCH01.d42-root.local",True,"264950770",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-21 07:00:00.000,2021-10-22 07:00:00.000,21
2021-11-11 09:04:56.376,"9287","D42-EXCH01.d42-root.local",True,"264950715",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-20 07:00:00.000,2021-10-21 07:00:00.000,22
2021-11-11 09:04:57.576,"9287","D42-EXCH01.d42-root.local",True,"264951650",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-06 07:00:00.000,2021-11-07 07:00:00.000,5
2021-11-11 09:04:57.646,"9287","D42-EXCH01.d42-root.local",True,"264951705",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-07 07:00:00.000,2021-11-08 07:00:00.000,4
2021-11-11 09:04:57.296,"9287","D42-EXCH01.d42-root.local",True,"264951430",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-02 07:00:00.000,2021-11-03 07:00:00.000,9
2021-11-11 09:04:56.020,"9287","D42-EXCH01.d42-root.local",True,"264950440",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-15 07:00:00.000,2021-10-16 07:00:00.000,27
2021-11-11 09:04:56.660,"9287","D42-EXCH01.d42-root.local",True,"264950935",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-24 07:00:00.000,2021-10-25 07:00:00.000,18
2021-11-11 09:04:57.786,"9287","D42-EXCH01.d42-root.local",True,"264951815",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-09 07:00:00.000,2021-11-10 07:00:00.000,2
2021-11-11 09:04:57.013,"9287","D42-EXCH01.d42-root.local",True,"264951210",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-29 07:00:00.000,2021-10-30 07:00:00.000,13
2021-11-11 09:04:55.946,"9287","D42-EXCH01.d42-root.local",True,"264950385",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-14 07:00:00.000,2021-10-15 07:00:00.000,28
2021-11-11 09:04:57.436,"9287","D42-EXCH01.d42-root.local",True,"264951540",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-04 07:00:00.000,2021-11-05 07:00:00.000,7
2021-11-11 09:04:55.876,"9287","D42-EXCH01.d42-root.local",True,"264950330",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-13 07:00:00.000,2021-10-14 07:00:00.000,29
2021-11-11 09:04:56.590,"9287","D42-EXCH01.d42-root.local",True,"264950880",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-23 07:00:00.000,2021-10-24 07:00:00.000,19
2021-11-11 09:04:57.083,"9287","D42-EXCH01.d42-root.local",True,"264951265",0,"DISK","C:\","DISK_IOPS_READ","95TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-30 07:00:00.000,2021-10-31 07:00:00.000,12
2021-11-11 09:04:57.290,"9287","D42-EXCH01.d42-root.local",True,"264951427",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-02 07:00:00.000,2021-11-03 07:00:00.000,9
2021-11-11 09:04:56.090,"9287","D42-EXCH01.d42-root.local",True,"264950492",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-16 07:00:00.000,2021-10-17 07:00:00.000,26
2021-11-11 09:04:56.870,"9287","D42-EXCH01.d42-root.local",True,"264951097",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-27 07:00:00.000,2021-10-28 07:00:00.000,15
2021-11-11 09:04:56.656,"9287","D42-EXCH01.d42-root.local",True,"264950932",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-24 07:00:00.000,2021-10-25 07:00:00.000,18
2021-11-11 09:04:56.160,"9287","D42-EXCH01.d42-root.local",True,"264950547",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-17 07:00:00.000,2021-10-18 07:00:00.000,25
2021-11-11 09:04:56.016,"9287","D42-EXCH01.d42-root.local",True,"264950437",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-15 07:00:00.000,2021-10-16 07:00:00.000,27
2021-11-11 09:04:57.153,"9287","D42-EXCH01.d42-root.local",True,"264951317",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-31 07:00:00.000,2021-11-01 07:00:00.000,11
2021-11-11 09:04:57.853,"9287","D42-EXCH01.d42-root.local",True,"264951867",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-10 07:00:00.000,2021-11-11 07:00:00.000,1
2021-11-11 09:04:55.873,"9287","D42-EXCH01.d42-root.local",True,"264950327",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-13 07:00:00.000,2021-10-14 07:00:00.000,29
2021-11-11 09:04:56.230,"9287","D42-EXCH01.d42-root.local",True,"264950602",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-18 07:00:00.000,2021-10-19 07:00:00.000,24
2021-11-11 09:04:56.726,"9287","D42-EXCH01.d42-root.local",True,"264950987",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-25 07:00:00.000,2021-10-26 07:00:00.000,17
2021-11-11 09:04:57.080,"9287","D42-EXCH01.d42-root.local",True,"264951262",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-30 07:00:00.000,2021-10-31 07:00:00.000,12
2021-11-11 09:04:57.643,"9287","D42-EXCH01.d42-root.local",True,"264951702",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-07 07:00:00.000,2021-11-08 07:00:00.000,4
2021-11-11 09:04:56.443,"9287","D42-EXCH01.d42-root.local",True,"264950767",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-21 07:00:00.000,2021-10-22 07:00:00.000,21
2021-11-11 09:04:56.800,"9287","D42-EXCH01.d42-root.local",True,"264951042",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-26 07:00:00.000,2021-10-27 07:00:00.000,16
2021-11-11 09:04:57.713,"9287","D42-EXCH01.d42-root.local",True,"264951757",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-08 07:00:00.000,2021-11-09 07:00:00.000,3
2021-11-11 09:04:55.803,"9287","D42-EXCH01.d42-root.local",True,"264950272",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,30
2021-11-11 09:04:57.503,"9287","D42-EXCH01.d42-root.local",True,"264951592",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-05 07:00:00.000,2021-11-06 07:00:00.000,6
2021-11-11 09:04:57.433,"9287","D42-EXCH01.d42-root.local",True,"264951537",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-04 07:00:00.000,2021-11-05 07:00:00.000,7
2021-11-11 09:04:57.363,"9287","D42-EXCH01.d42-root.local",True,"264951482",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-03 07:00:00.000,2021-11-04 07:00:00.000,8
2021-11-11 09:04:57.010,"9287","D42-EXCH01.d42-root.local",True,"264951207",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-29 07:00:00.000,2021-10-30 07:00:00.000,13
2021-11-11 09:04:56.583,"9287","D42-EXCH01.d42-root.local",True,"264950877",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-23 07:00:00.000,2021-10-24 07:00:00.000,19
2021-11-11 09:04:57.220,"9287","D42-EXCH01.d42-root.local",True,"264951372",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-01 07:00:00.000,2021-11-02 07:00:00.000,10
2021-11-11 09:04:56.513,"9287","D42-EXCH01.d42-root.local",True,"264950822",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-22 07:00:00.000,2021-10-23 07:00:00.000,20
2021-11-11 09:04:55.943,"9287","D42-EXCH01.d42-root.local",True,"264950382",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-14 07:00:00.000,2021-10-15 07:00:00.000,28
2021-11-11 09:04:56.940,"9287","D42-EXCH01.d42-root.local",True,"264951152",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-28 07:00:00.000,2021-10-29 07:00:00.000,14
2021-11-11 09:04:56.300,"9287","D42-EXCH01.d42-root.local",True,"264950657",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-19 07:00:00.000,2021-10-20 07:00:00.000,23
2021-11-11 09:04:57.570,"9287","D42-EXCH01.d42-root.local",True,"264951647",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-06 07:00:00.000,2021-11-07 07:00:00.000,5
2021-11-11 09:04:56.373,"9287","D42-EXCH01.d42-root.local",True,"264950712",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-20 07:00:00.000,2021-10-21 07:00:00.000,22
2021-11-11 09:04:57.780,"9287","D42-EXCH01.d42-root.local",True,"264951812",0,"DISK","C:\","DISK_IOPS_READ","98TH","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-09 07:00:00.000,2021-11-10 07:00:00.000,2
2021-11-11 09:04:56.943,"9287","D42-EXCH01.d42-root.local",True,"264951154",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-28 07:00:00.000,2021-10-29 07:00:00.000,14
2021-11-11 09:04:56.730,"9287","D42-EXCH01.d42-root.local",True,"264950989",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-25 07:00:00.000,2021-10-26 07:00:00.000,17
2021-11-11 09:04:57.013,"9287","D42-EXCH01.d42-root.local",True,"264951209",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-29 07:00:00.000,2021-10-30 07:00:00.000,13
2021-11-11 09:04:57.433,"9287","D42-EXCH01.d42-root.local",True,"264951539",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-04 07:00:00.000,2021-11-05 07:00:00.000,7
2021-11-11 09:04:57.643,"9287","D42-EXCH01.d42-root.local",True,"264951704",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-07 07:00:00.000,2021-11-08 07:00:00.000,4
2021-11-11 09:04:55.946,"9287","D42-EXCH01.d42-root.local",True,"264950384",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-14 07:00:00.000,2021-10-15 07:00:00.000,28
2021-11-11 09:04:57.853,"9287","D42-EXCH01.d42-root.local",True,"264951869",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-10 07:00:00.000,2021-11-11 07:00:00.000,1
2021-11-11 09:04:57.363,"9287","D42-EXCH01.d42-root.local",True,"264951484",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-03 07:00:00.000,2021-11-04 07:00:00.000,8
2021-11-11 09:04:56.803,"9287","D42-EXCH01.d42-root.local",True,"264951044",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-26 07:00:00.000,2021-10-27 07:00:00.000,16
2021-11-11 09:04:56.516,"9287","D42-EXCH01.d42-root.local",True,"264950824",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-22 07:00:00.000,2021-10-23 07:00:00.000,20
2021-11-11 09:04:57.573,"9287","D42-EXCH01.d42-root.local",True,"264951649",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-06 07:00:00.000,2021-11-07 07:00:00.000,5
2021-11-11 09:04:56.090,"9287","D42-EXCH01.d42-root.local",True,"264950494",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-16 07:00:00.000,2021-10-17 07:00:00.000,26
2021-11-11 09:04:56.020,"9287","D42-EXCH01.d42-root.local",True,"264950439",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-15 07:00:00.000,2021-10-16 07:00:00.000,27
2021-11-11 09:04:55.876,"9287","D42-EXCH01.d42-root.local",True,"264950329",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-13 07:00:00.000,2021-10-14 07:00:00.000,29
2021-11-11 09:04:57.223,"9287","D42-EXCH01.d42-root.local",True,"264951374",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-01 07:00:00.000,2021-11-02 07:00:00.000,10
2021-11-11 09:04:57.783,"9287","D42-EXCH01.d42-root.local",True,"264951814",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-09 07:00:00.000,2021-11-10 07:00:00.000,2
2021-11-11 09:04:56.163,"9287","D42-EXCH01.d42-root.local",True,"264950549",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-17 07:00:00.000,2021-10-18 07:00:00.000,25
2021-11-11 09:04:56.443,"9287","D42-EXCH01.d42-root.local",True,"264950769",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-21 07:00:00.000,2021-10-22 07:00:00.000,21
2021-11-11 09:04:56.373,"9287","D42-EXCH01.d42-root.local",True,"264950714",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-20 07:00:00.000,2021-10-21 07:00:00.000,22
2021-11-11 09:04:56.303,"9287","D42-EXCH01.d42-root.local",True,"264950659",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-19 07:00:00.000,2021-10-20 07:00:00.000,23
2021-11-11 09:04:57.293,"9287","D42-EXCH01.d42-root.local",True,"264951429",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-02 07:00:00.000,2021-11-03 07:00:00.000,9
2021-11-11 09:04:55.803,"9287","D42-EXCH01.d42-root.local",True,"264950274",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,30
2021-11-11 09:04:56.586,"9287","D42-EXCH01.d42-root.local",True,"264950879",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-23 07:00:00.000,2021-10-24 07:00:00.000,19
2021-11-11 09:04:56.233,"9287","D42-EXCH01.d42-root.local",True,"264950604",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-18 07:00:00.000,2021-10-19 07:00:00.000,24
2021-11-11 09:04:56.660,"9287","D42-EXCH01.d42-root.local",True,"264950934",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-24 07:00:00.000,2021-10-25 07:00:00.000,18
2021-11-11 09:04:57.153,"9287","D42-EXCH01.d42-root.local",True,"264951319",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-31 07:00:00.000,2021-11-01 07:00:00.000,11
2021-11-11 09:04:57.083,"9287","D42-EXCH01.d42-root.local",True,"264951264",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-30 07:00:00.000,2021-10-31 07:00:00.000,12
2021-11-11 09:04:57.506,"9287","D42-EXCH01.d42-root.local",True,"264951594",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-05 07:00:00.000,2021-11-06 07:00:00.000,6
2021-11-11 09:04:57.716,"9287","D42-EXCH01.d42-root.local",True,"264951759",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-08 07:00:00.000,2021-11-09 07:00:00.000,3
2021-11-11 09:04:56.873,"9287","D42-EXCH01.d42-root.local",True,"264951099",0,"DISK","C:\","DISK_IOPS_READ","AVG","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-27 07:00:00.000,2021-10-28 07:00:00.000,15
2021-11-11 09:04:56.940,"9287","D42-EXCH01.d42-root.local",True,"264951153",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-28 07:00:00.000,2021-10-29 07:00:00.000,14
2021-11-11 09:04:56.513,"9287","D42-EXCH01.d42-root.local",True,"264950823",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-22 07:00:00.000,2021-10-23 07:00:00.000,20
2021-11-11 09:04:57.293,"9287","D42-EXCH01.d42-root.local",True,"264951428",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-02 07:00:00.000,2021-11-03 07:00:00.000,9
2021-11-11 09:04:55.873,"9287","D42-EXCH01.d42-root.local",True,"264950328",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-13 07:00:00.000,2021-10-14 07:00:00.000,29
2021-11-11 09:04:57.503,"9287","D42-EXCH01.d42-root.local",True,"264951593",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-05 07:00:00.000,2021-11-06 07:00:00.000,6
2021-11-11 09:04:56.730,"9287","D42-EXCH01.d42-root.local",True,"264950988",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-25 07:00:00.000,2021-10-26 07:00:00.000,17
2021-11-11 09:04:56.800,"9287","D42-EXCH01.d42-root.local",True,"264951043",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-26 07:00:00.000,2021-10-27 07:00:00.000,16
2021-11-11 09:04:56.233,"9287","D42-EXCH01.d42-root.local",True,"264950603",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-18 07:00:00.000,2021-10-19 07:00:00.000,24
2021-11-11 09:04:55.946,"9287","D42-EXCH01.d42-root.local",True,"264950383",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-14 07:00:00.000,2021-10-15 07:00:00.000,28
2021-11-11 09:04:57.643,"9287","D42-EXCH01.d42-root.local",True,"264951703",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-07 07:00:00.000,2021-11-08 07:00:00.000,4
2021-11-11 09:04:56.656,"9287","D42-EXCH01.d42-root.local",True,"264950933",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-24 07:00:00.000,2021-10-25 07:00:00.000,18
2021-11-11 09:04:57.223,"9287","D42-EXCH01.d42-root.local",True,"264951373",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-01 07:00:00.000,2021-11-02 07:00:00.000,10
2021-11-11 09:04:56.870,"9287","D42-EXCH01.d42-root.local",True,"264951098",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-27 07:00:00.000,2021-10-28 07:00:00.000,15
2021-11-11 09:04:57.363,"9287","D42-EXCH01.d42-root.local",True,"264951483",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-03 07:00:00.000,2021-11-04 07:00:00.000,8
2021-11-11 09:04:57.573,"9287","D42-EXCH01.d42-root.local",True,"264951648",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-06 07:00:00.000,2021-11-07 07:00:00.000,5
2021-11-11 09:04:57.083,"9287","D42-EXCH01.d42-root.local",True,"264951263",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-30 07:00:00.000,2021-10-31 07:00:00.000,12
2021-11-11 09:04:57.853,"9287","D42-EXCH01.d42-root.local",True,"264951868",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-10 07:00:00.000,2021-11-11 07:00:00.000,1
2021-11-11 09:04:57.013,"9287","D42-EXCH01.d42-root.local",True,"264951208",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-10-29 07:00:00.000,2021-10-30 07:00:00.000,13
2021-11-11 09:04:57.433,"9287","D42-EXCH01.d42-root.local",True,"264951538",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-04 07:00:00.000,2021-11-05 07:00:00.000,7
2021-11-11 09:04:57.783,"9287","D42-EXCH01.d42-root.local",True,"264951813",0,"DISK","C:\","DISK_IOPS_READ","MAX","1","1 Day","rcup01wh42163","10.42.163.96",2021-11-09 07:00:00.000,2021-11-10 07:00:00.000,2
