SalesOrderLineKey,ResellerKey,CustomerKey,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,SalesTerritoryKey,Order Quantity,Unit Price,Extended Amount,Unit Price Discount Pct,Product Standard Cost,Total Product Cost,Sales Amount
56729001,-1,23219,477,20190925,20191005,20191002.0,10,1,4.99,4.99,0,1.8663,1.8663,4.99
50312015,642,-1,409,20190529,20190608,20190605.0,2,4,209.256,837.024,0,185.8193,743.2772,837.024
68964001,-1,17054,489,20200325,20200404,20200401.0,9,1,53.99,53.99,0,41.5723,41.5723,53.99
52601002,-1,23989,489,20190715,20190725,20190722.0,10,1,53.99,53.99,0,41.5723,41.5723,53.99
59681003,-1,11566,222,20191108,20191118,20191115.0,7,1,34.99,34.99,0,13.0863,13.0863,34.99
62693002,-1,11893,482,20191224,20200103,20191231.0,9,1,8.99,8.99,0,3.3623,3.3623,8.99
43688008,161,-1,319,20170725,20170804,20170801.0,2,2,874.794,1749.588,0,884.7083,1769.4166,1749.588
53050001,-1,20199,374,20190724,20190803,20190731.0,4,1,2443.35,2443.35,0,1554.9479,1554.9479,2443.35
53623019,235,-1,217,20190930,20191010,20191007.0,1,4,20.994,83.976,0,13.0863,52.3452,83.976
51828035,79,-1,491,20190825,20190904,20190901.0,3,11,31.3142,344.4562,0,41.5723,457.2953,337.5671
63209009,632,-1,511,20200215,20200225,20200222.0,7,2,218.454,436.908,0,199.3757,398.7514,436.908
49435001,-1,17181,377,20190128,20190207,20190204.0,8,1,2181.5625,2181.5625,0,1320.6838,1320.6838,2181.5625
53577026,52,-1,578,20190924,20191004,20191001.0,10,6,728.91,4373.46,0,755.1508,4530.9048,4373.46
69544008,666,-1,408,20200527,20200606,20200603.0,2,1,72.162,72.162,0,53.3999,53.3999,72.162
46058014,240,-1,318,20180512,20180522,20180519.0,4,3,874.794,2624.382,0,884.7083,2654.1249,2624.382
48328004,293,-1,396,20181213,20181223,20181220.0,1,2,74.838,149.676,0,55.3801,110.7602,149.676
48066012,385,-1,427,20181124,20181204,20181201.0,4,2,209.256,418.512,0,185.8193,371.6386,418.512
56010002,-1,11989,485,20190911,20190921,20190918.0,9,1,21.98,21.98,0,8.2205,8.2205,21.98
44990001,-1,14645,338,20171124,20171204,20171201.0,4,1,699.0982,699.0982,0,413.1463,413.1463,699.0982
65576001,-1,15413,536,20200203,20200213,20200210.0,6,1,29.99,29.99,0,11.2163,11.2163,29.99
47042044,566,-1,397,20180827,20180906,20180903.0,5,1,24.2945,24.2945,0,17.978,17.978,24.2945
49851032,184,-1,459,20190411,20190421,20190418.0,4,1,53.994,53.994,0,37.1209,37.1209,53.994
65862002,-1,23136,222,20200207,20200217,20200214.0,4,1,34.99,34.99,0,13.0863,13.0863,34.99
49518018,54,-1,448,20190322,20190401,20190329.0,2,2,11.994,23.988,0,8.2459,16.4918,23.988
71095003,-1,15803,480,20200421,20200501,20200428.0,9,1,2.29,2.29,0,0.8565,0.8565,2.29
73092002,-1,21910,488,20200516,20200526,20200523.0,8,1,53.99,53.99,0,41.5723,41.5723,53.99
51720043,381,-1,298,20190805,20190815,20190812.0,3,1,809.76,809.76,0,739.041,739.041,809.76
72753003,-1,13857,477,20200512,20200522,20200519.0,1,1,4.99,4.99,0,1.8663,1.8663,4.99
46640018,252,-1,397,20180718,20180728,20180725.0,2,2,24.2945,48.589,0,17.978,35.956,48.589
47009039,430,-1,337,20180819,20180829,20180826.0,10,1,469.794,469.794,0,486.7066,486.7066,469.794
69167004,-1,21213,480,20200328,20200407,20200404.0,9,1,2.29,2.29,0,0.8565,0.8565,2.29
71882028,75,-1,524,20200610,20200620,,4,4,158.43,633.72,0,144.5938,578.3752,633.72
48754037,442,-1,221,20190112,20190122,20190119.0,6,4,20.1865,80.746,0,13.8782,55.5128,80.746
64579002,-1,18524,488,20200120,20200130,20200127.0,6,1,53.99,53.99,0,41.5723,41.5723,53.99
65128001,-1,13582,225,20200129,20200208,20200205.0,10,1,8.99,8.99,0,6.9223,6.9223,8.99
47410003,571,-1,469,20180916,20180926,20180923.0,7,4,22.794,91.176,0,15.6709,62.6836,91.176
48307023,155,-1,415,20181208,20181218,20181215.0,6,6,198.036,1188.216,0,146.5466,879.2796,1188.216
65242018,627,-1,570,20200317,20200327,20200324.0,5,1,445.41,445.41,0,461.4448,461.4448,445.41
69515021,255,-1,580,20200522,20200601,20200529.0,4,1,1020.594,1020.594,0,1082.51,1082.51,1020.594
50370001,-1,17941,377,20190403,20190413,20190410.0,8,1,2181.5625,2181.5625,0,1320.6838,1320.6838,2181.5625
47989006,77,-1,323,20181107,20181117,20181114.0,4,3,469.794,1409.382,0,486.7066,1460.1198,1409.382
48043032,167,-1,433,20181119,20181129,20181126.0,4,3,324.4527,973.3581,0,300.1188,900.3564,973.3581
51459003,-1,16807,480,20190617,20190627,20190624.0,4,1,2.29,2.29,0,0.8565,0.8565,2.29
73460001,-1,13775,530,20200521,20200531,20200528.0,8,1,4.99,4.99,0,1.8663,1.8663,4.99
49837028,670,-1,271,20190407,20190417,20190414.0,3,5,202.332,1011.66,0,187.1571,935.7855,1011.66
53457021,272,-1,531,20190902,20190912,20190909.0,1,8,149.874,1198.992,0,136.785,1094.28,1198.992
62385002,-1,26066,479,20191219,20191229,20191226.0,4,1,8.99,8.99,0,3.3623,3.3623,8.99
47677014,475,-1,365,20181009,20181019,20181016.0,4,6,647.994,3887.964,0,598.4354,3590.6124,3887.964
67071001,-1,12608,578,20200226,20200307,20200304.0,10,1,1214.85,1214.85,0,755.1508,755.1508,1214.85
58956012,48,-1,569,20191211,20191221,20191218.0,6,3,445.41,1336.23,0,461.4448,1384.3344,1336.23
53802002,-1,16383,491,20190804,20190814,20190811.0,4,1,53.99,53.99,0,41.5723,41.5723,53.99
64385002,-1,19569,541,20200118,20200128,20200125.0,9,1,28.99,28.99,0,10.8423,10.8423,28.99
55269032,290,-1,484,20191013,20191023,20191020.0,1,6,4.77,28.62,0,2.9733,17.8398,28.62
47403052,254,-1,461,20180915,20180925,20180922.0,1,3,53.994,161.982,0,37.1209,111.3627,161.982
54803001,-1,12103,355,20190822,20190901,20190829.0,4,1,2319.99,2319.99,0,1265.6195,1265.6195,2319.99
49357001,-1,23542,377,20190119,20190129,20190126.0,9,1,2181.5625,2181.5625,0,1320.6838,1320.6838,2181.5625
49127013,436,-1,453,20190220,20190302,20190227.0,4,1,35.994,35.994,0,24.7459,24.7459,35.994
73203003,-1,23063,480,20200518,20200528,20200525.0,4,1,2.29,2.29,0,0.8565,0.8565,2.29
58919020,420,-1,562,20191206,20191216,20191213.0,4,2,1430.442,2860.884,0,1481.9379,2963.8758,2860.884
49823004,622,-1,433,20190402,20190412,20190409.0,3,1,324.4527,324.4527,0,300.1188,300.1188,324.4527
53857002,-1,12153,478,20190805,20190815,20190812.0,4,1,9.99,9.99,0,3.7363,3.7363,9.99
65481001,-1,23952,529,20200201,20200211,20200208.0,8,1,3.99,3.99,0,1.4923,1.4923,3.99
70024001,-1,26036,529,20200406,20200416,20200413.0,9,1,3.99,3.99,0,1.4923,1.4923,3.99
49040009,18,-1,399,20190201,20190211,20190208.0,3,1,33.7745,33.7745,0,24.9932,24.9932,33.7745
47662043,442,-1,236,20181003,20181013,20181010.0,6,7,28.8404,201.8828,0,29.0807,203.5649,201.8828
63247011,693,-1,573,20200222,20200303,20200229.0,1,2,1430.442,2860.884,0,1481.9379,2963.8758,2860.884
58791001,-1,27442,538,20191029,20191108,20191105.0,4,1,21.49,21.49,0,8.0373,8.0373,21.49
58979009,509,-1,603,20191216,20191226,20191223.0,4,3,72.894,218.682,0,53.9416,161.8248,218.682
48306004,678,-1,470,20181208,20181218,20181215.0,6,11,22.0342,242.3762,0,15.6709,172.3799,237.5287
