ProductID,Category,Segment,ManufacturerID,Product,Product (clusters)
593,"Urban","Convenience",7,"Maximus UC","Cluster1"
594,"Urban","Convenience",7,"Maximus UC","Cluster1"
595,"Urban","Convenience",7,"Maximus UC","Cluster1"
596,"Urban","Convenience",7,"Maximus UC","Cluster1"
597,"Urban","Convenience",7,"Maximus UC","Cluster1"
598,"Urban","Convenience",7,"Maximus UC","Cluster1"
599,"Urban","Convenience",7,"Maximus UC","Cluster1"
600,"Urban","Convenience",7,"Maximus UC","Cluster1"
601,"Urban","Convenience",7,"Maximus UC","Cluster1"
602,"Urban","Convenience",7,"Maximus UC","Cluster1"
603,"Urban","Convenience",7,"Maximus UC","Cluster1"
604,"Urban","Convenience",7,"Maximus UC","Cluster1"
605,"Urban","Convenience",7,"Maximus UC","Cluster1"
606,"Urban","Convenience",7,"Maximus UC","Cluster1"
607,"Urban","Convenience",7,"Maximus UC","Cluster1"
608,"Urban","Convenience",7,"Maximus UC","Cluster1"
609,"Urban","Convenience",7,"Maximus UC","Cluster1"
610,"Urban","Convenience",7,"Maximus UC","Cluster1"
611,"Urban","Convenience",7,"Maximus UC","Cluster1"
612,"Urban","Convenience",7,"Maximus UC","Cluster1"
613,"Urban","Convenience",7,"Maximus UC","Cluster1"
614,"Urban","Convenience",7,"Maximus UC","Cluster1"
615,"Urban","Convenience",7,"Maximus UC","Cluster1"
616,"Urban","Convenience",7,"Maximus UC","Cluster1"
617,"Urban","Convenience",7,"Maximus UC","Cluster1"
618,"Urban","Convenience",7,"Maximus UC","Cluster1"
619,"Urban","Convenience",7,"Maximus UC","Cluster1"
620,"Urban","Convenience",7,"Maximus UC","Cluster1"
621,"Urban","Convenience",7,"Maximus UC","Cluster1"
622,"Urban","Convenience",7,"Maximus UC","Cluster1"
623,"Urban","Convenience",7,"Maximus UC","Cluster1"
624,"Urban","Convenience",7,"Maximus UC","Cluster1"
625,"Urban","Convenience",7,"Maximus UC","Cluster1"
626,"Urban","Convenience",7,"Maximus UC","Cluster1"
627,"Urban","Convenience",7,"Maximus UC","Cluster1"
628,"Urban","Convenience",7,"Maximus UC","Cluster1"
629,"Urban","Convenience",7,"Maximus UC","Cluster1"
630,"Urban","Convenience",7,"Maximus UC","Cluster1"
631,"Urban","Convenience",7,"Maximus UC","Cluster1"
632,"Urban","Convenience",7,"Maximus UC","Cluster1"
633,"Urban","Convenience",7,"Maximus UC","Cluster1"
634,"Urban","Convenience",7,"Maximus UC","Cluster1"
635,"Urban","Convenience",7,"Maximus UC","Cluster1"
636,"Urban","Convenience",7,"Maximus UC","Cluster1"
637,"Urban","Convenience",7,"Maximus UC","Cluster1"
638,"Urban","Convenience",7,"Maximus UC","Cluster1"
639,"Urban","Convenience",7,"Maximus UC","Cluster1"
640,"Urban","Convenience",7,"Maximus UC","Cluster1"
641,"Urban","Convenience",7,"Maximus UC","Cluster1"
642,"Urban","Convenience",7,"Maximus UC","Cluster1"
643,"Urban","Convenience",7,"Maximus UC","Cluster1"
644,"Urban","Convenience",7,"Maximus UC","Cluster1"
645,"Urban","Convenience",7,"Maximus UC","Cluster1"
646,"Urban","Convenience",7,"Maximus UC","Cluster1"
647,"Urban","Convenience",7,"Maximus UC","Cluster1"
648,"Urban","Convenience",7,"Maximus UC","Cluster1"
649,"Urban","Convenience",7,"Maximus UC","Cluster1"
650,"Urban","Convenience",7,"Maximus UC","Cluster1"
651,"Urban","Convenience",7,"Maximus UC","Cluster1"
652,"Urban","Convenience",7,"Maximus UC","Cluster1"
653,"Urban","Convenience",7,"Maximus UC","Cluster1"
654,"Urban","Convenience",7,"Maximus UC","Cluster1"
655,"Urban","Convenience",7,"Maximus UC","Cluster1"
656,"Urban","Convenience",7,"Maximus UC","Cluster1"
657,"Urban","Convenience",7,"Maximus UC","Cluster1"
658,"Urban","Convenience",7,"Maximus UC","Cluster1"
659,"Urban","Convenience",7,"Maximus UC","Cluster1"
660,"Urban","Convenience",7,"Maximus UC","Cluster1"
661,"Urban","Convenience",7,"Maximus UC","Cluster1"
662,"Urban","Convenience",7,"Maximus UC","Cluster1"
663,"Urban","Convenience",7,"Maximus UC","Cluster1"
664,"Urban","Convenience",7,"Maximus UC","Cluster1"
665,"Urban","Convenience",7,"Maximus UC","Cluster1"
666,"Urban","Convenience",7,"Maximus UC","Cluster1"
667,"Urban","Convenience",7,"Maximus UC","Cluster1"
668,"Urban","Convenience",7,"Maximus UC","Cluster1"
669,"Urban","Convenience",7,"Maximus UC","Cluster1"
670,"Urban","Convenience",7,"Maximus UC","Cluster1"
671,"Urban","Convenience",7,"Maximus UC","Cluster1"
672,"Urban","Convenience",7,"Maximus UC","Cluster1"
673,"Urban","Convenience",7,"Maximus UC","Cluster1"
674,"Urban","Convenience",7,"Maximus UC","Cluster1"
675,"Urban","Convenience",7,"Maximus UC","Cluster1"
676,"Urban","Convenience",7,"Maximus UC","Cluster1"
677,"Urban","Convenience",7,"Maximus UC","Cluster1"
678,"Urban","Convenience",7,"Maximus UC","Cluster1"
679,"Urban","Convenience",7,"Maximus UC","Cluster1"
680,"Urban","Convenience",7,"Maximus UC","Cluster1"
681,"Urban","Convenience",7,"Maximus UC","Cluster1"
682,"Urban","Convenience",7,"Maximus UC","Cluster1"
683,"Urban","Convenience",7,"Maximus UC","Cluster1"
684,"Urban","Convenience",7,"Maximus UC","Cluster1"
685,"Urban","Convenience",7,"Maximus UC","Cluster1"
686,"Urban","Convenience",7,"Maximus UC","Cluster1"
687,"Urban","Convenience",7,"Maximus UC","Cluster1"
688,"Urban","Convenience",7,"Maximus UC","Cluster1"
689,"Urban","Convenience",7,"Maximus UC","Cluster1"
690,"Urban","Convenience",7,"Maximus UC","Cluster1"
691,"Urban","Convenience",7,"Maximus UC","Cluster1"
692,"Urban","Convenience",7,"Maximus UC","Cluster1"
693,"Urban","Convenience",7,"Maximus UC","Cluster1"
189,"Urban","Convenience",1,"Abbas UC","Cluster2"
190,"Urban","Convenience",1,"Abbas UC","Cluster2"
191,"Urban","Convenience",1,"Abbas UC","Cluster2"
192,"Urban","Convenience",1,"Abbas UC","Cluster2"
193,"Urban","Convenience",1,"Abbas UC","Cluster2"
194,"Urban","Convenience",1,"Abbas UC","Cluster2"
195,"Urban","Convenience",1,"Abbas UC","Cluster2"
196,"Urban","Convenience",1,"Abbas UC","Cluster2"
387,"Urban","Convenience",5,"Fama UC","Cluster2"
388,"Urban","Convenience",5,"Fama UC","Cluster2"
389,"Urban","Convenience",5,"Fama UC","Cluster2"
390,"Urban","Convenience",5,"Fama UC","Cluster2"
391,"Urban","Convenience",5,"Fama UC","Cluster2"
938,"Urban","Convenience",8,"Natura UC","Cluster1"
939,"Urban","Convenience",8,"Natura UC","Cluster1"
940,"Urban","Convenience",8,"Natura UC","Cluster1"
941,"Urban","Convenience",8,"Natura UC","Cluster1"
942,"Urban","Convenience",8,"Natura UC","Cluster1"
943,"Urban","Convenience",8,"Natura UC","Cluster1"
944,"Urban","Convenience",8,"Natura UC","Cluster1"
945,"Urban","Convenience",8,"Natura UC","Cluster1"
946,"Urban","Convenience",8,"Natura UC","Cluster1"
947,"Urban","Convenience",8,"Natura UC","Cluster1"
948,"Urban","Convenience",8,"Natura UC","Cluster1"
949,"Urban","Convenience",8,"Natura UC","Cluster1"
950,"Urban","Convenience",8,"Natura UC","Cluster1"
951,"Urban","Convenience",8,"Natura UC","Cluster1"
952,"Urban","Convenience",8,"Natura UC","Cluster1"
953,"Urban","Convenience",8,"Natura UC","Cluster1"
954,"Urban","Convenience",8,"Natura UC","Cluster1"
955,"Urban","Convenience",8,"Natura UC","Cluster1"
956,"Urban","Convenience",8,"Natura UC","Cluster1"
957,"Urban","Convenience",8,"Natura UC","Cluster1"
958,"Urban","Convenience",8,"Natura UC","Cluster1"
959,"Urban","Convenience",8,"Natura UC","Cluster1"
960,"Urban","Convenience",8,"Natura UC","Cluster1"
961,"Urban","Convenience",8,"Natura UC","Cluster1"
962,"Urban","Convenience",8,"Natura UC","Cluster1"
963,"Urban","Convenience",8,"Natura UC","Cluster1"
964,"Urban","Convenience",8,"Natura UC","Cluster1"
965,"Urban","Convenience",8,"Natura UC","Cluster1"
966,"Urban","Convenience",8,"Natura UC","Cluster1"
967,"Urban","Convenience",8,"Natura UC","Cluster1"
968,"Urban","Convenience",8,"Natura UC","Cluster1"
969,"Urban","Convenience",8,"Natura UC","Cluster1"
970,"Urban","Convenience",8,"Natura UC","Cluster1"
971,"Urban","Convenience",8,"Natura UC","Cluster1"
972,"Urban","Convenience",8,"Natura UC","Cluster1"
973,"Urban","Convenience",8,"Natura UC","Cluster1"
974,"Urban","Convenience",8,"Natura UC","Cluster1"
975,"Urban","Convenience",8,"Natura UC","Cluster1"
976,"Urban","Convenience",8,"Natura UC","Cluster1"
977,"Urban","Convenience",8,"Natura UC","Cluster1"
978,"Urban","Convenience",8,"Natura UC","Cluster1"
979,"Urban","Convenience",8,"Natura UC","Cluster1"
980,"Urban","Convenience",8,"Natura UC","Cluster1"
981,"Urban","Convenience",8,"Natura UC","Cluster1"
982,"Urban","Convenience",8,"Natura UC","Cluster1"
983,"Urban","Convenience",8,"Natura UC","Cluster1"
984,"Urban","Convenience",8,"Natura UC","Cluster1"
985,"Urban","Convenience",8,"Natura UC","Cluster1"
986,"Urban","Convenience",8,"Natura UC","Cluster1"
987,"Urban","Convenience",8,"Natura UC","Cluster1"
988,"Urban","Convenience",8,"Natura UC","Cluster1"
989,"Urban","Convenience",8,"Natura UC","Cluster1"
990,"Urban","Convenience",8,"Natura UC","Cluster1"
991,"Urban","Convenience",8,"Natura UC","Cluster1"
992,"Urban","Convenience",8,"Natura UC","Cluster1"
993,"Urban","Convenience",8,"Natura UC","Cluster1"
994,"Urban","Convenience",8,"Natura UC","Cluster1"
995,"Urban","Convenience",8,"Natura UC","Cluster1"
996,"Urban","Convenience",8,"Natura UC","Cluster1"
997,"Urban","Convenience",8,"Natura UC","Cluster1"
998,"Urban","Convenience",8,"Natura UC","Cluster1"
999,"Urban","Convenience",8,"Natura UC","Cluster1"
1029,"Urban","Convenience",9,"Palma UC","Cluster2"
1030,"Urban","Convenience",9,"Palma UC","Cluster2"
1031,"Urban","Convenience",9,"Palma UC","Cluster2"
1032,"Urban","Convenience",9,"Palma UC","Cluster2"
1033,"Urban","Convenience",9,"Palma UC","Cluster2"
1034,"Urban","Convenience",9,"Palma UC","Cluster2"
1035,"Urban","Convenience",9,"Palma UC","Cluster2"
1036,"Urban","Convenience",9,"Palma UC","Cluster2"
1037,"Urban","Convenience",9,"Palma UC","Cluster2"
1038,"Urban","Convenience",9,"Palma UC","Cluster2"
1039,"Urban","Convenience",9,"Palma UC","Cluster2"
1040,"Urban","Convenience",9,"Palma UC","Cluster2"
1041,"Urban","Convenience",9,"Palma UC","Cluster2"
1042,"Urban","Convenience",9,"Palma UC","Cluster2"
1199,"Urban","Convenience",10,"Pirum UC","Cluster1"
1200,"Urban","Convenience",10,"Pirum UC","Cluster1"
1201,"Urban","Convenience",10,"Pirum UC","Cluster1"
1202,"Urban","Convenience",10,"Pirum UC","Cluster1"
1203,"Urban","Convenience",10,"Pirum UC","Cluster1"
1204,"Urban","Convenience",10,"Pirum UC","Cluster1"
1205,"Urban","Convenience",10,"Pirum UC","Cluster1"
1206,"Urban","Convenience",10,"Pirum UC","Cluster1"
1207,"Urban","Convenience",10,"Pirum UC","Cluster1"
1208,"Urban","Convenience",10,"Pirum UC","Cluster1"
1209,"Urban","Convenience",10,"Pirum UC","Cluster1"
1210,"Urban","Convenience",10,"Pirum UC","Cluster1"
1211,"Urban","Convenience",10,"Pirum UC","Cluster1"
1212,"Urban","Convenience",10,"Pirum UC","Cluster1"
1213,"Urban","Convenience",10,"Pirum UC","Cluster1"
1214,"Urban","Convenience",10,"Pirum UC","Cluster1"
1215,"Urban","Convenience",10,"Pirum UC","Cluster1"
1216,"Urban","Convenience",10,"Pirum UC","Cluster1"
1217,"Urban","Convenience",10,"Pirum UC","Cluster1"
1218,"Urban","Convenience",10,"Pirum UC","Cluster1"
1219,"Urban","Convenience",10,"Pirum UC","Cluster1"
1220,"Urban","Convenience",10,"Pirum UC","Cluster1"
1221,"Urban","Convenience",10,"Pirum UC","Cluster1"
1222,"Urban","Convenience",10,"Pirum UC","Cluster1"
1223,"Urban","Convenience",10,"Pirum UC","Cluster1"
1224,"Urban","Convenience",10,"Pirum UC","Cluster1"
1225,"Urban","Convenience",10,"Pirum UC","Cluster1"
1226,"Urban","Convenience",10,"Pirum UC","Cluster1"
1227,"Urban","Convenience",10,"Pirum UC","Cluster1"
1228,"Urban","Convenience",10,"Pirum UC","Cluster1"
1229,"Urban","Convenience",10,"Pirum UC","Cluster1"
1230,"Urban","Convenience",10,"Pirum UC","Cluster1"
1231,"Urban","Convenience",10,"Pirum UC","Cluster1"
1232,"Urban","Convenience",10,"Pirum UC","Cluster1"
1689,"Urban","Convenience",13,"Salvus UC","Cluster1"
1795,"Urban","Convenience",11,"Pomum UC","Cluster1"
1796,"Urban","Convenience",11,"Pomum UC","Cluster1"
1797,"Urban","Convenience",11,"Pomum UC","Cluster1"
1798,"Urban","Convenience",11,"Pomum UC","Cluster1"
1799,"Urban","Convenience",11,"Pomum UC","Cluster1"
1800,"Urban","Convenience",11,"Pomum UC","Cluster1"
1801,"Urban","Convenience",11,"Pomum UC","Cluster1"
1802,"Urban","Convenience",11,"Pomum UC","Cluster1"
1803,"Urban","Convenience",11,"Pomum UC","Cluster1"
1804,"Urban","Convenience",11,"Pomum UC","Cluster1"
1805,"Urban","Convenience",11,"Pomum UC","Cluster1"
1882,"Urban","Convenience",6,"Leo UC","Cluster2"
1883,"Urban","Convenience",6,"Leo UC","Cluster2"
1884,"Urban","Convenience",6,"Leo UC","Cluster2"
1885,"Urban","Convenience",6,"Leo UC","Cluster2"
1886,"Urban","Convenience",6,"Leo UC","Cluster2"
1887,"Urban","Convenience",6,"Leo UC","Cluster2"
1888,"Urban","Convenience",6,"Leo UC","Cluster2"
1889,"Urban","Convenience",6,"Leo UC","Cluster2"
1890,"Urban","Convenience",6,"Leo UC","Cluster2"
1891,"Urban","Convenience",6,"Leo UC","Cluster2"
1892,"Urban","Convenience",6,"Leo UC","Cluster2"
1893,"Urban","Convenience",6,"Leo UC","Cluster2"
1894,"Urban","Convenience",6,"Leo UC","Cluster2"
1895,"Urban","Convenience",6,"Leo UC","Cluster2"
1896,"Urban","Convenience",6,"Leo UC","Cluster2"
1897,"Urban","Convenience",6,"Leo UC","Cluster2"
1898,"Urban","Convenience",6,"Leo UC","Cluster2"
1899,"Urban","Convenience",6,"Leo UC","Cluster2"
1900,"Urban","Convenience",6,"Leo UC","Cluster2"
1901,"Urban","Convenience",6,"Leo UC","Cluster2"
1902,"Urban","Convenience",6,"Leo UC","Cluster2"
1903,"Urban","Convenience",6,"Leo UC","Cluster2"
1904,"Urban","Convenience",6,"Leo UC","Cluster2"
1905,"Urban","Convenience",6,"Leo UC","Cluster2"
1906,"Urban","Convenience",6,"Leo UC","Cluster2"
1907,"Urban","Convenience",6,"Leo UC","Cluster2"
2066,"Urban","Convenience",4,"Currus UC","Cluster1"
2067,"Urban","Convenience",4,"Currus UC","Cluster1"
2068,"Urban","Convenience",4,"Currus UC","Cluster1"
2069,"Urban","Convenience",4,"Currus UC","Cluster1"
2070,"Urban","Convenience",4,"Currus UC","Cluster1"
2071,"Urban","Convenience",4,"Currus UC","Cluster1"
2072,"Urban","Convenience",4,"Currus UC","Cluster1"
2073,"Urban","Convenience",4,"Currus UC","Cluster1"
2074,"Urban","Convenience",4,"Currus UC","Cluster1"
2075,"Urban","Convenience",4,"Currus UC","Cluster1"
2076,"Urban","Convenience",4,"Currus UC","Cluster1"
2077,"Urban","Convenience",4,"Currus UC","Cluster1"
2078,"Urban","Convenience",4,"Currus UC","Cluster1"
2079,"Urban","Convenience",4,"Currus UC","Cluster1"
2080,"Urban","Convenience",4,"Currus UC","Cluster1"
2081,"Urban","Convenience",4,"Currus UC","Cluster1"
2082,"Urban","Convenience",4,"Currus UC","Cluster1"
2083,"Urban","Convenience",4,"Currus UC","Cluster1"
2084,"Urban","Convenience",4,"Currus UC","Cluster1"
2085,"Urban","Convenience",4,"Currus UC","Cluster1"
2086,"Urban","Convenience",4,"Currus UC","Cluster1"
2087,"Urban","Convenience",4,"Currus UC","Cluster1"
2088,"Urban","Convenience",4,"Currus UC","Cluster1"
2089,"Urban","Convenience",4,"Currus UC","Cluster1"
2090,"Urban","Convenience",4,"Currus UC","Cluster1"
2091,"Urban","Convenience",4,"Currus UC","Cluster1"
2092,"Urban","Convenience",4,"Currus UC","Cluster1"
2093,"Urban","Convenience",4,"Currus UC","Cluster1"
2094,"Urban","Convenience",4,"Currus UC","Cluster1"
2095,"Urban","Convenience",4,"Currus UC","Cluster1"
2096,"Urban","Convenience",4,"Currus UC","Cluster1"
2171,"Urban","Convenience",14,"Victoria UC","Cluster1"
2172,"Urban","Convenience",14,"Victoria UC","Cluster1"
2173,"Urban","Convenience",14,"Victoria UC","Cluster1"
2174,"Urban","Convenience",14,"Victoria UC","Cluster1"
2175,"Urban","Convenience",14,"Victoria UC","Cluster1"
2176,"Urban","Convenience",14,"Victoria UC","Cluster1"
2177,"Urban","Convenience",14,"Victoria UC","Cluster1"
2178,"Urban","Convenience",14,"Victoria UC","Cluster1"
2179,"Urban","Convenience",14,"Victoria UC","Cluster1"
2180,"Urban","Convenience",14,"Victoria UC","Cluster1"
2181,"Urban","Convenience",14,"Victoria UC","Cluster1"
2182,"Urban","Convenience",14,"Victoria UC","Cluster1"
2183,"Urban","Convenience",14,"Victoria UC","Cluster1"
2184,"Urban","Convenience",14,"Victoria UC","Cluster1"
2185,"Urban","Convenience",14,"Victoria UC","Cluster1"
2186,"Urban","Convenience",14,"Victoria UC","Cluster1"
2353,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2354,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2355,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2356,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2357,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2358,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2359,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2360,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2361,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2362,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2363,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2364,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2365,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2366,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2367,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2368,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2369,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2370,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2371,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2372,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2373,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2374,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2375,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2376,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2377,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2378,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2379,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2380,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2381,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2382,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2383,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2384,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2385,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2386,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2387,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2388,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2389,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2390,"Urban","Convenience",2,"Aliqui UC","Cluster1"
2391,"Urban","Convenience",2,"Aliqui UC","Cluster1"
173,"Urban","Extreme",1,"Abbas UE","Cluster2"
174,"Urban","Extreme",1,"Abbas UE","Cluster2"
175,"Urban","Extreme",1,"Abbas UE","Cluster2"
176,"Urban","Extreme",1,"Abbas UE","Cluster2"
177,"Urban","Extreme",1,"Abbas UE","Cluster2"
178,"Urban","Extreme",1,"Abbas UE","Cluster2"
179,"Urban","Extreme",1,"Abbas UE","Cluster2"
180,"Urban","Extreme",1,"Abbas UE","Cluster2"
181,"Urban","Extreme",1,"Abbas UE","Cluster2"
182,"Urban","Extreme",1,"Abbas UE","Cluster2"
183,"Urban","Extreme",1,"Abbas UE","Cluster2"
184,"Urban","Extreme",1,"Abbas UE","Cluster2"
185,"Urban","Extreme",1,"Abbas UE","Cluster2"
186,"Urban","Extreme",1,"Abbas UE","Cluster2"
187,"Urban","Extreme",1,"Abbas UE","Cluster2"
188,"Urban","Extreme",1,"Abbas UE","Cluster2"
513,"Urban","Extreme",7,"Maximus UE","Cluster1"
514,"Urban","Extreme",7,"Maximus UE","Cluster1"
515,"Urban","Extreme",7,"Maximus UE","Cluster1"
516,"Urban","Extreme",7,"Maximus UE","Cluster1"
517,"Urban","Extreme",7,"Maximus UE","Cluster1"
518,"Urban","Extreme",7,"Maximus UE","Cluster1"
519,"Urban","Extreme",7,"Maximus UE","Cluster1"
520,"Urban","Extreme",7,"Maximus UE","Cluster1"
521,"Urban","Extreme",7,"Maximus UE","Cluster1"
522,"Urban","Extreme",7,"Maximus UE","Cluster1"
523,"Urban","Extreme",7,"Maximus UE","Cluster1"
524,"Urban","Extreme",7,"Maximus UE","Cluster1"
525,"Urban","Extreme",7,"Maximus UE","Cluster1"
526,"Urban","Extreme",7,"Maximus UE","Cluster1"
527,"Urban","Extreme",7,"Maximus UE","Cluster1"
528,"Urban","Extreme",7,"Maximus UE","Cluster1"
529,"Urban","Extreme",7,"Maximus UE","Cluster1"
530,"Urban","Extreme",7,"Maximus UE","Cluster1"
531,"Urban","Extreme",7,"Maximus UE","Cluster1"
532,"Urban","Extreme",7,"Maximus UE","Cluster1"
533,"Urban","Extreme",7,"Maximus UE","Cluster1"
534,"Urban","Extreme",7,"Maximus UE","Cluster1"
535,"Urban","Extreme",7,"Maximus UE","Cluster1"
892,"Urban","Extreme",8,"Natura UE","Cluster1"
893,"Urban","Extreme",8,"Natura UE","Cluster1"
894,"Urban","Extreme",8,"Natura UE","Cluster1"
895,"Urban","Extreme",8,"Natura UE","Cluster1"
896,"Urban","Extreme",8,"Natura UE","Cluster1"
897,"Urban","Extreme",8,"Natura UE","Cluster1"
898,"Urban","Extreme",8,"Natura UE","Cluster1"
899,"Urban","Extreme",8,"Natura UE","Cluster1"
900,"Urban","Extreme",8,"Natura UE","Cluster1"
901,"Urban","Extreme",8,"Natura UE","Cluster1"
902,"Urban","Extreme",8,"Natura UE","Cluster1"
903,"Urban","Extreme",8,"Natura UE","Cluster1"
904,"Urban","Extreme",8,"Natura UE","Cluster1"
905,"Urban","Extreme",8,"Natura UE","Cluster1"
906,"Urban","Extreme",8,"Natura UE","Cluster1"
907,"Urban","Extreme",8,"Natura UE","Cluster1"
908,"Urban","Extreme",8,"Natura UE","Cluster1"
909,"Urban","Extreme",8,"Natura UE","Cluster1"
910,"Urban","Extreme",8,"Natura UE","Cluster1"
911,"Urban","Extreme",8,"Natura UE","Cluster1"
912,"Urban","Extreme",8,"Natura UE","Cluster1"
913,"Urban","Extreme",8,"Natura UE","Cluster1"
914,"Urban","Extreme",8,"Natura UE","Cluster1"
915,"Urban","Extreme",8,"Natura UE","Cluster1"
916,"Urban","Extreme",8,"Natura UE","Cluster1"
917,"Urban","Extreme",8,"Natura UE","Cluster1"
918,"Urban","Extreme",8,"Natura UE","Cluster1"
919,"Urban","Extreme",8,"Natura UE","Cluster1"
920,"Urban","Extreme",8,"Natura UE","Cluster1"
921,"Urban","Extreme",8,"Natura UE","Cluster1"
922,"Urban","Extreme",8,"Natura UE","Cluster1"
923,"Urban","Extreme",8,"Natura UE","Cluster1"
924,"Urban","Extreme",8,"Natura UE","Cluster1"
925,"Urban","Extreme",8,"Natura UE","Cluster1"
926,"Urban","Extreme",8,"Natura UE","Cluster1"
