id,pesid,data_inversa,dia_semana,horario,uf,br,km,municipio,elemento_transito,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,condicao_metereologica,tipo_pista,tracado_via,uso_solo,tipo_veiculo,tipo_envolvido,estado_fisico,sexo,ilesos,feridos_leves,feridos_graves,mortos,latitude,longitude
106365,233736,2018-01-26 00:00:00.000,sexta-feira,1899-12-30 17:50:00.000,MG,116,546,SANTA BARBARA DO LESTE,Homem,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Reta,Rural,Camioneta,Condutor,Ileso,Masculino,1,0,0,0,-19.9779,-42.1422
99619,215372,2017-12-30 00:00:00.000,sábado,1899-12-30 14:40:00.000,MG,381,532,ITATIAIUCU,Homem,Velocidade Incompatível,Capotamento,Sem Vítimas,Pleno dia,Chuva,Dupla,Curva,Rural,Automóvel,Condutor,Ileso,Masculino,1,0,0,0,-20.1709,-44.3729
330824,736138,2020-12-27 00:00:00.000,domingo,1899-12-30 13:25:00.000,MG,262,746,PERDIZES,Homem,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Nublado,Simples,Reta,Rural,Camioneta,Condutor,Lesões Graves,Masculino,0,0,1,0,-19.61053665,-47.4258475
281887,628404,2020-04-28 00:00:00.000,terça-feira,1899-12-30 12:40:00.000,MG,262,449,NOVA SERRANA,Homem,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Reta,Rural,Caminhonete,Passageiro,Ileso,Masculino,1,0,0,0,-19.85423777,-45.02128601
40863,88622,2017-05-27 00:00:00.000,sábado,1899-12-30 02:15:00.000,MG,116,516,UBAPORANGA,Homem,Ingestão de Álcool,Colisão lateral,Sem Vítimas,Plena Noite,Nevoeiro/Neblina,Simples,Reta,Rural,Automóvel,Condutor,Ileso,Feminino,1,0,0,0,-19.69999594,-42.11704057
264805,593183,2020-01-24 00:00:00.000,sexta-feira,1899-12-30 12:15:00.000,MG,381,348,JOAO MONLEVADE,Homem,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Chuva,Simples,Curva,Rural,Automóvel,Passageiro,Lesões Leves,Feminino,0,1,0,0,-19.85243846,-43.14084419
53677,115703,2017-07-12 00:00:00.000,quarta-feira,1899-12-30 07:50:00.000,MG,40,509,RIBEIRAO DAS NEVES,Homem,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Céu Claro,Dupla,Não Informado,Urbano,Automóvel,Condutor,Ileso,Masculino,1,0,0,0,-19.77417,-44.12384
18991,41209,2017-03-11 00:00:00.000,sábado,1899-12-30 23:00:00.000,MG,381,740,TRES CORACOES,Via,Objeto estático sobre o leito carroçável,Saída de leito carroçável,Sem Vítimas,Plena Noite,Céu Claro,Dupla,Reta,Rural,Caminhão-trator,Condutor,Ileso,Masculino,1,0,0,0,-21.5884252,-45.23754931
239442,533616,2019-10-01 00:00:00.000,terça-feira,1899-12-30 18:50:00.000,MG,267,121,JUIZ DE FORA,Homem,Ingestão de Álcool,Colisão lateral,Sem Vítimas,Plena Noite,Nublado,Simples,Reta,Urbano,Caminhão,Condutor,Ileso,Masculino,1,0,0,0,-21.70761187,-43.48019205
316624,703526,2020-10-23 00:00:00.000,sexta-feira,1899-12-30 22:40:00.000,MG,116,499,INHAPIM,Homem,Falta de Atenção à Condução,Colisão transversal,Sem Vítimas,Plena Noite,Nublado,Simples,Curva,Rural,Automóvel,Condutor,Ileso,Masculino,1,0,0,0,-19.55247801,-42.12429712
189426,418726,2019-02-05 00:00:00.000,terça-feira,1899-12-30 08:10:00.000,MG,40,442,PARAOPEBA,Homem,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Céu Claro,Dupla,Não Informado,Rural,Automóvel,Condutor,Lesões Graves,Masculino,0,0,1,0,-19.282284,-44.41734
236028,524625,2019-09-17 00:00:00.000,terça-feira,1899-12-30 06:30:00.000,MG,381,447,SANTA LUZIA,Homem,Condutor Dormindo,Colisão frontal,Com Vítimas Feridas,Amanhecer,Céu Claro,Simples,Curva,Urbano,Automóvel,Condutor,Lesões Leves,Masculino,0,1,0,0,-19.83447607,-43.85011601
14067,30775,2017-02-22 00:00:00.000,quarta-feira,1899-12-30 17:40:00.000,MG,153,245,FRUTAL,Homem,Falta de Atenção à Condução,Colisão lateral,Sem Vítimas,Pleno dia,Céu Claro,Simples,Interseção de vias,Urbano,Automóvel,Condutor,Ileso,Masculino,1,0,0,0,-19.94123782,-48.96003782
244304,543440,2019-10-21 00:00:00.000,segunda-feira,1899-12-30 16:00:00.000,MG,365,15,MONTES CLAROS,Via,Pista Escorregadia,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Chuva,Simples,Curva,Rural,Caminhonete,Passageiro,Lesões Leves,Feminino,0,1,0,0,-16.86592699,-43.98363496
175935,388343,2018-12-04 00:00:00.000,terça-feira,1899-12-30 19:20:00.000,MG,381,491,BETIM,Homem,Falta de Atenção à Condução,Colisão traseira,Sem Vítimas,Anoitecer,Céu Claro,Dupla,Reta,Rural,Automóvel,Condutor,Não Informado,Não Informado,0,0,0,0,-19.9616,-44.1603
323956,719837,2020-11-26 00:00:00.000,quinta-feira,1899-12-30 17:20:00.000,MG,262,38,MANHUACU,Homem,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Anoitecer,Céu Claro,Simples,Reta,Urbano,Automóvel,Condutor,Ileso,Masculino,1,0,0,0,-20.26305859,-42.03684948
235364,523251,2019-09-14 00:00:00.000,sábado,1899-12-30 16:25:00.000,MG,40,564,NOVA LIMA,Homem,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Sem Vítimas,Pleno dia,Céu Claro,Simples,Reta,Urbano,Automóvel,Passageiro,Ileso,Masculino,1,0,0,0,-20.16086012,-43.96464349
249000,552650,2019-11-12 00:00:00.000,terça-feira,1899-12-30 14:00:00.000,MG,40,693,ALFREDO VASCONCELOS,Homem,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Nublado,Simples,Reta,Urbano,Caminhão,Condutor,Ileso,Masculino,1,0,0,0,-21.12471006,-43.75850056
132302,287742,2018-05-05 00:00:00.000,sábado,1899-12-30 21:00:00.000,MG,50,123,UBERABA,Homem,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Plena Noite,Céu Claro,Dupla,Reta,Urbano,Automóvel,Passageiro,Lesões Leves,Feminino,0,1,0,0,-19.340226,-48.09612
228202,507324,2019-08-11 00:00:00.000,domingo,1899-12-30 18:10:00.000,MG,116,109,ITAOBIM,Homem,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Céu Claro,Simples,Curva,Rural,Motocicleta,Condutor,Lesões Leves,Masculino,0,1,0,0,-16.504777999999998,-41.509861
210637,468885,2019-05-19 00:00:00.000,domingo,1899-12-30 17:10:00.000,MG,116,745,LEOPOLDINA,Homem,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Não Informado,Rural,Automóvel,Passageiro,Lesões Leves,Masculino,0,1,0,0,-21.429308,-42.51473
53362,114142,2017-07-10 00:00:00.000,segunda-feira,1899-12-30 12:00:00.000,MG,116,630,ORIZANIA,Homem,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Reta,Rural,Automóvel,Condutor,Ileso,Masculino,1,0,0,0,-20.58465,-42.20827
293984,653652,2020-07-06 00:00:00.000,segunda-feira,1899-12-30 16:00:00.000,MG,40,143,JOAO PINHEIRO,Homem,Ultrapassagem Indevida,Colisão traseira,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Reta,Urbano,Motocicleta,Condutor,Lesões Graves,Masculino,0,0,1,0,-17.745797500000005,-46.17842682
223023,495968,2019-07-19 00:00:00.000,sexta-feira,1899-12-30 14:15:00.000,MG,251,522,MONTES CLAROS,Homem,Falta de Atenção à Condução,Colisão frontal,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Ponte,Rural,Caminhão,Condutor,Ileso,Masculino,1,0,0,0,-16.675456699999998,-43.7987724
14880,34255,2017-02-25 00:00:00.000,sábado,1899-12-30 06:00:00.000,MG,381,501,BETIM,Homem,Falta de Atenção à Condução,Colisão com objeto estático,Com Vítimas Feridas,Amanhecer,Nublado,Dupla,Não Informado,Urbano,Caminhão,Condutor,Lesões Leves,Masculino,0,1,0,0,-20.0102,-44.2184
247542,549453,2019-10-28 00:00:00.000,segunda-feira,1899-12-30 12:55:00.000,MG,40,511,RIBEIRAO DAS NEVES,Homem,Não guardar distância de segurança,Engavetamento,Com Vítimas Feridas,Pleno dia,Chuva,Dupla,Reta,Rural,Ônibus,Passageiro,Lesões Leves,Feminino,0,1,0,0,-19.78164295,-44.11733194
18921,43476,2017-03-11 00:00:00.000,sábado,1899-12-30 19:50:00.000,MG,365,429,PATOS DE MINAS,Homem,Não guardar distância de segurança,Capotamento,Com Vítimas Feridas,Plena Noite,Céu Claro,Simples,Reta,Rural,Caminhonete,Condutor,Ileso,Masculino,1,0,0,0,-18.74573,-46.63384
252123,561241,2019-11-27 00:00:00.000,quarta-feira,1899-12-30 05:00:00.000,MG,381,817,CAREACU,Homem,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Plena Noite,Nublado,Dupla,Reta,Rural,Ônibus,Condutor,Lesões Graves,Masculino,0,0,1,0,-22.09779644,-45.71786074
97279,209615,2017-12-23 00:00:00.000,sábado,1899-12-30 09:30:00.000,MG,116,510,UBAPORANGA,Homem,Falta de Atenção à Condução,Colisão traseira,Sem Vítimas,Pleno dia,Nublado,Simples,Reta,Urbano,Automóvel,Condutor,Ileso,Masculino,1,0,0,0,-19.63575,-42.10591
107127,233042,2018-01-29 00:00:00.000,segunda-feira,1899-12-30 16:05:00.000,MG,381,335,NOVA ERA,Homem,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Chuva,Simples,Curva,Rural,Automóvel,Condutor,Lesões Leves,Masculino,0,1,0,0,-19.78191345,-43.04355115
43852,94485,2017-06-06 00:00:00.000,terça-feira,1899-12-30 18:20:00.000,MG,381,489,BETIM,Homem,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Anoitecer,Céu Claro,Dupla,Reta,Urbano,Automóvel,Condutor,Ileso,Feminino,1,0,0,0,-19.956,-44.1334
193836,430323,2019-02-26 00:00:00.000,terça-feira,1899-12-30 19:15:00.000,MG,153,116,PRATA,Homem,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Anoitecer,Chuva,Simples,Reta,Rural,Caminhão-trator,Condutor,Ileso,Masculino,1,0,0,0,-19.3370618,-48.90014648
173755,381463,2018-11-24 00:00:00.000,sábado,1899-12-30 23:00:00.000,MG,40,546,NOVA LIMA,Homem,Velocidade Incompatível,Saída de leito carroçável,Sem Vítimas,Plena Noite,Chuva,Dupla,Não Informado,Rural,Automóvel,Condutor,Não Informado,Não Informado,0,0,0,0,-20.0225,-43.9702
62087,133919,2017-08-14 00:00:00.000,segunda-feira,1899-12-30 07:00:00.000,MG,40,516,RIBEIRAO DAS NEVES,Homem,Falta de Atenção à Condução,Engavetamento,Com Vítimas Feridas,Pleno dia,Céu Claro,Dupla,Reta,Urbano,Automóvel,Condutor,Ileso,Masculino,1,0,0,0,-19.82706,-44.08398
189097,419737,2019-02-03 00:00:00.000,domingo,1899-12-30 16:20:00.000,MG,146,441,MUZAMBINHO,Homem,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Não Informado,Rural,Automóvel,Passageiro,Lesões Leves,Masculino,0,1,0,0,-21.323745,-46.584845
247542,549455,2019-10-28 00:00:00.000,segunda-feira,1899-12-30 12:55:00.000,MG,40,511,RIBEIRAO DAS NEVES,Homem,Não guardar distância de segurança,Engavetamento,Com Vítimas Feridas,Pleno dia,Chuva,Dupla,Reta,Rural,Caminhão,Condutor,Ileso,Masculino,1,0,0,0,-19.78164295,-44.11733194
228173,507331,2019-08-11 00:00:00.000,domingo,1899-12-30 15:30:00.000,MG,262,556,CORREGO DANTA,Homem,Ingestão de Álcool,Colisão traseira,Sem Vítimas,Pleno dia,Céu Claro,Simples,Reta,Rural,Automóvel,Condutor,Ileso,Masculino,1,0,0,0,-19.70905194,-45.92280603
71287,153861,2017-09-18 00:00:00.000,segunda-feira,1899-12-30 18:05:00.000,MG,40,610,CONGONHAS,Homem,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Céu Claro,Simples,Reta,Rural,Caminhão,Condutor,Ileso,Não Informado,1,0,0,0,-20.50843,-43.83889
31538,68961,2017-04-23 00:00:00.000,domingo,1899-12-30 23:00:00.000,MG,40,591,ITABIRITO,Homem,Não guardar distância de segurança,Colisão com objeto estático,Com Vítimas Feridas,Plena Noite,Nublado,Dupla,Reta,Rural,Automóvel,Condutor,Lesões Graves,Masculino,0,0,1,0,-20.38256035,-43.90833671
318064,706715,2020-10-30 00:00:00.000,sexta-feira,1899-12-30 16:30:00.000,MG,381,568,ITAGUARA,Homem,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Chuva,Dupla,Curva,Rural,Ônibus,Passageiro,Lesões Leves,Masculino,0,1,0,0,-20.42649228,-44.54458383
72701,157131,2017-09-24 00:00:00.000,domingo,1899-12-30 09:00:00.000,MG,267,238,LIBERDADE,Homem,Velocidade Incompatível,Saída de leito carroçável,Sem Vítimas,Pleno dia,Céu Claro,Simples,Curva,Rural,Caminhão-trator,Condutor,Ileso,Masculino,1,0,0,0,-22.02937,-44.3201
146503,322323,2018-07-14 00:00:00.000,sábado,1899-12-30 04:00:00.000,MG,365,514,MONTE CARMELO,Homem,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Céu Claro,Simples,Reta,Rural,Ônibus,Passageiro,Lesões Leves,Masculino,0,1,0,0,-18.926,-47.331
168139,369584,2018-10-27 00:00:00.000,sábado,1899-12-30 17:30:00.000,MG,116,55,MEDINA,Homem,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Fatais,Anoitecer,Nublado,Simples,Reta,Rural,Motocicleta,Testemunha,Não Informado,Não Informado,0,0,0,0,-16.09958131,-41.44452099
169501,372582,2018-11-04 00:00:00.000,domingo,1899-12-30 11:20:00.000,MG,40,49,PARACATU,Homem,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Reta,Rural,Caminhonete,Condutor,Ileso,Masculino,1,0,0,0,-17.238159,-46.809711
29293,63179,2017-04-16 00:00:00.000,domingo,1899-12-30 10:25:00.000,MG,381,529,BRUMADINHO,Homem,Velocidade Incompatível,Capotamento,Com Vítimas Feridas,Pleno dia,Céu Claro,Dupla,Curva,Rural,Automóvel,Passageiro,Lesões Leves,Masculino,0,1,0,0,-20.16301015,-44.34227903
153651,337333,2018-08-17 00:00:00.000,sexta-feira,1899-12-30 16:40:00.000,MG,40,512,RIBEIRAO DAS NEVES,Homem,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Chuva,Dupla,Reta,Urbano,Automóvel,Passageiro,Lesões Leves,Feminino,0,1,0,0,-19.7985,-44.1048
206614,458908,2019-05-01 00:00:00.000,quarta-feira,1899-12-30 08:15:00.000,MG,40,71,PARACATU,Homem,Falta de Atenção à Condução,Colisão lateral,Sem Vítimas,Pleno dia,Céu Claro,Simples,Reta,Rural,Caminhão-trator,Condutor,Não Informado,Não Informado,0,0,0,0,-17.40773313,-46.72153313
326179,724878,2020-10-30 00:00:00.000,sexta-feira,1899-12-30 08:45:00.000,MG,251,335,RUBELITA,Homem,Ultrapassagem Indevida,Colisão lateral,Com Vítimas Feridas,Pleno dia,Nublado,Simples,Curva,Rural,Caminhão-trator,Condutor,Ileso,Masculino,1,0,0,0,-16.25375866,-42.44612628
65688,141552,2017-08-27 00:00:00.000,domingo,1899-12-30 21:30:00.000,MG,365,760,ITUIUTABA,Via,Animais na Pista,Atropelamento de Animal,Sem Vítimas,Plena Noite,Céu Claro,Simples,Reta,Rural,Automóvel,Condutor,Ileso,Masculino,1,0,0,0,-18.9546,-49.4676
312495,696022,2020-10-06 00:00:00.000,terça-feira,1899-12-30 06:30:00.000,MG,40,522,CONTAGEM,Homem,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Céu Claro,Dupla,Reta,Rural,Automóvel,Condutor,Ileso,Masculino,1,0,0,0,-19.863873100000006,-44.06749809
30636,65619,2017-04-20 00:00:00.000,quinta-feira,1899-12-30 22:00:00.000,MG,381,356,JOAO MONLEVADE,Homem,Ingestão de Álcool,Colisão lateral,Sem Vítimas,Plena Noite,Céu Claro,Simples,Curva,Rural,Automóvel,Passageiro,Ileso,Masculino,1,0,0,0,-19.84784175,-43.16260024
257227,571207,2019-12-05 00:00:00.000,quinta-feira,1899-12-30 19:00:00.000,MG,381,673,PERDOES,Homem,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Plena Noite,Chuva,Dupla,Não Informado,Rural,Caminhonete,Passageiro,Ileso,Feminino,1,0,0,0,-21.08173715,-45.06196976
261019,580769,2020-01-05 00:00:00.000,domingo,1899-12-30 16:00:00.000,MG,381,900,CAMBUI,Veículo,Defeito Mecânico no Veículo,Colisão traseira,Com Vítimas Feridas,Pleno dia,Nublado,Dupla,Reta,Rural,Automóvel,Passageiro,Ileso,Feminino,1,0,0,0,-22.66197715,-46.08921986
214548,475760,2019-05-24 00:00:00.000,sexta-feira,1899-12-30 20:35:00.000,MG,365,629,UBERLANDIA,Homem,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Céu Claro,Dupla,Curva,Urbano,Motocicleta,Condutor,Lesões Leves,Masculino,0,1,0,0,-18.90049028,-48.36226204
88019,189573,2017-11-21 00:00:00.000,terça-feira,1899-12-30 10:00:00.000,MG,40,457,CAETANOPOLIS,Via,Pista Escorregadia,Saída de leito carroçável,Sem Vítimas,Pleno dia,Chuva,Dupla,Reta,Rural,Caminhão-trator,Condutor,Ileso,Masculino,1,0,0,0,-19.3804,-44.3383
201579,448772,2019-04-06 00:00:00.000,sábado,1899-12-30 15:30:00.000,MG,381,497,BETIM,Veículo,Defeito Mecânico no Veículo,Colisão lateral,Com Vítimas Feridas,Pleno dia,Chuva,Dupla,Reta,Urbano,Automóvel,Passageiro,Lesões Leves,Feminino,0,1,0,0,-20.00483625,-44.21367172
268677,598913,2020-02-11 00:00:00.000,terça-feira,1899-12-30 18:25:00.000,MG,116,275,TEOFILO OTONI,Homem,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Céu Claro,Simples,Reta,Urbano,Bicicleta,Condutor,Lesões Leves,Masculino,0,1,0,0,-17.84235093,-41.51410418
44681,95278,2017-06-09 00:00:00.000,sexta-feira,1899-12-30 16:20:00.000,MG,381,376,SAO GONCALO DO RIO ABAIXO,Homem,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Curva,Rural,Motocicleta,Condutor,Lesões Leves,Masculino,0,1,0,0,-19.84176466,-43.31859827
303252,674000,2020-08-23 00:00:00.000,domingo,1899-12-30 20:25:00.000,MG,262,153,SAO DOMINGOS DO PRATA,Homem,Velocidade Incompatível,Tombamento,Com Vítimas Fatais,Plena Noite,Céu Claro,Simples,Curva,Rural,Caminhonete,Passageiro,Óbito,Feminino,0,0,0,1,-19.99113399,-42.79060753
175896,388467,2018-12-04 00:00:00.000,terça-feira,1899-12-30 21:00:00.000,MG,40,500,ESMERALDAS,Via,Pista Escorregadia,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Céu Claro,Dupla,Reta,Rural,Automóvel,Condutor,Lesões Leves,Masculino,0,1,0,0,-19.7116,-44.1633
104890,228154,2018-01-20 00:00:00.000,sábado,1899-12-30 13:40:00.000,MG,381,432,SABARA,Homem,Falta de Atenção à Condução,Colisão frontal,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Curva,Rural,Automóvel,Passageiro,Lesões Graves,Feminino,0,0,1,0,-19.8893,-43.805
60232,130032,2017-08-07 00:00:00.000,segunda-feira,1899-12-30 08:00:00.000,MG,116,532,CARATINGA,Veículo,Defeito Mecânico no Veículo,Capotamento,Sem Vítimas,Amanhecer,Céu Claro,Simples,Reta,Rural,Automóvel,Condutor,Ileso,Feminino,1,0,0,0,-19.83075,-42.13875
168492,371471,2018-10-29 00:00:00.000,segunda-feira,1899-12-30 20:40:00.000,MG,40,503,ESMERALDAS,Homem,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Céu Claro,Dupla,Reta,Rural,Motocicleta,Condutor,Ileso,Masculino,1,0,0,0,-19.7353,-44.1505
208073,463557,2019-05-08 00:00:00.000,quarta-feira,1899-12-30 19:50:00.000,MG,381,489,BETIM,Via,Objeto estático sobre o leito carroçável,Colisão traseira,Com Vítimas Feridas,Plena Noite,Céu Claro,Dupla,Curva,Urbano,Caminhão,Condutor,Ileso,Masculino,1,0,0,0,-19.96245618,-44.16455495
258870,575454,2019-12-26 00:00:00.000,quinta-feira,1899-12-30 09:15:00.000,MG,116,813,ALEM PARAIBA,Homem,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Curva,Rural,Automóvel,Passageiro,Lesões Leves,Masculino,0,1,0,0,-21.85011521,-42.66565503
327493,731808,2020-12-12 00:00:00.000,sábado,1899-12-30 15:00:00.000,MG,251,236,SANTA CRUZ DE SALINAS,Homem,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Reta,Rural,Caminhão-trator,Condutor,Ileso,Ignorado,1,0,0,0,-15.98804705,-41.75270797
77681,167499,2017-10-12 00:00:00.000,quinta-feira,1899-12-30 12:05:00.000,MG,262,657,IBIA,Homem,Velocidade Incompatível,Capotamento,Sem Vítimas,Pleno dia,Sol,Simples,Reta,Rural,Automóvel,Condutor,Ileso,Masculino,1,0,0,0,-19.5796,-46.7099
243956,543308,2019-10-20 00:00:00.000,domingo,1899-12-30 05:20:00.000,MG,262,184,SAO DOMINGOS DO PRATA,Via,Objeto estático sobre o leito carroçável,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Nublado,Simples,Desvio Temporário,Rural,Automóvel,Passageiro,Lesões Graves,Feminino,0,0,1,0,-19.90554246,-43.02879988
33032,71745,2017-04-29 00:00:00.000,sábado,1899-12-30 10:20:00.000,MG,381,487,BETIM,Homem,Falta de Atenção à Condução,Colisão traseira,Sem Vítimas,Pleno dia,Céu Claro,Dupla,Curva,Urbano,Caminhão-trator,Condutor,Ileso,Masculino,1,0,0,0,-19.9553,-44.1155
14987,32713,2017-02-25 00:00:00.000,sábado,1899-12-30 10:00:00.000,MG,135,490,JOAQUIM FELICIO,Homem,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Ignorado,Dupla,Reta,Rural,Caminhonete,Passageiro,Lesões Leves,Feminino,0,1,0,0,-17.7221,-44.0952
139823,304520,2018-06-13 00:00:00.000,quarta-feira,1899-12-30 07:00:00.000,MG,365,793,GURINHATA,Homem,Desobediência às normas de trânsito pelo condutor,Colisão frontal,Com Vítimas Feridas,Amanhecer,Céu Claro,Simples,Não Informado,Rural,Automóvel,Passageiro,Ileso,Masculino,1,0,0,0,-18.93992026,-49.81275201
6647,14719,2017-01-25 00:00:00.000,quarta-feira,1899-12-30 17:05:00.000,MG,116,694,MURIAE,Homem,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Céu Claro,Simples,Não Informado,Rural,Caminhão,Condutor,Lesões Leves,Masculino,0,1,0,0,-21.05754924,-42.3685813
