Empresa,Exercício,Centro custo,Denominação,Tipo Despesa,Data de lançamento,Pacote,Nome 1,Nome 2,Real,Plano,Comparativo
"3100","2020","310151409","TREF - TELAS","Depreciação e amortização",2020-07-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,78378.06,157228.5
"3100","2020","310151409","TREF - TELAS","Depreciação e amortização",2020-06-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,75885.71,152202.27
"3100","2020","310151409","TREF - TELAS","Depreciação e amortização",2020-05-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,78428.45,157289.25
"3100","2020","310151409","TREF - TELAS","Depreciação e amortização",2020-04-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,75898.53,152215.57
"3100","2020","310151409","TREF - TELAS","Depreciação e amortização",2020-03-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,78209.53,157070.45
"3100","2020","310151410","TREF - TREFILA CA60","Depreciação e amortização",2020-11-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,101058.41,202730.92
"3100","2020","310151410","TREF - TREFILA CA60","Depreciação e amortização",2020-12-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,104396.12,209385.54
"3100","2020","310151410","TREF - TREFILA CA60","Depreciação e amortização",2020-10-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,103479.94,208529.37
"3100","2020","310151410","TREF - TREFILA CA60","Depreciação e amortização",2020-09-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,100142.14,201815.68
"3100","2020","310151410","TREF - TREFILA CA60","Depreciação e amortização",2020-08-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,104207.36,211997.44
"3100","2020","310151410","TREF - TREFILA CA60","Depreciação e amortização",2020-07-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,104229.6,212140.9
"3100","2020","310151410","TREF - TREFILA CA60","Depreciação e amortização",2020-06-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,101011.45,205458.82
"3100","2020","310151410","TREF - TREFILA CA60","Depreciação e amortização",2020-05-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,104507.04,212425.2
"3100","2020","310151410","TREF - TREFILA CA60","Depreciação e amortização",2020-04-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,101158.02,205594.94
"3100","2020","310151410","TREF - TREFILA CA60","Depreciação e amortização",2020-03-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,104125.21,212037.22
"3100","2020","310151411","TREF - TREFILA INDUSTRIAL","Depreciação e amortização",2020-12-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,52.92,24.43
"3100","2020","310151411","TREF - TREFILA INDUSTRIAL","Depreciação e amortização",2020-11-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,51.22,23.65
"3100","2020","310151411","TREF - TREFILA INDUSTRIAL","Depreciação e amortização",2020-10-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,52.97,24.45
"3100","2020","310151411","TREF - TREFILA INDUSTRIAL","Depreciação e amortização",2020-09-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,51.27,23.67
"3100","2020","310151411","TREF - TREFILA INDUSTRIAL","Depreciação e amortização",2020-08-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,52.97,24.45
"3100","2020","310151411","TREF - TREFILA INDUSTRIAL","Depreciação e amortização",2020-07-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,52.93,24.44
"3100","2020","310151411","TREF - TREFILA INDUSTRIAL","Depreciação e amortização",2020-06-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,51.23,23.66
"3100","2020","310151411","TREF - TREFILA INDUSTRIAL","Depreciação e amortização",2020-05-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,52.93,24.44
"3100","2020","310151411","TREF - TREFILA INDUSTRIAL","Depreciação e amortização",2020-04-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,51.23,23.66
"3100","2020","310151411","TREF - TREFILA INDUSTRIAL","Depreciação e amortização",2020-03-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,52.93,24.44
"3100","2020","310151412","TREF - TRELIÇAS","Depreciação e amortização",2020-12-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,63677.52,126982.68
"3100","2020","310151412","TREF - TRELIÇAS","Depreciação e amortização",2020-11-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,61646.47,122886.24
"3100","2020","310151412","TREF - TRELIÇAS","Depreciação e amortização",2020-10-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,63012.76,126375.04
"3100","2020","310151412","TREF - TRELIÇAS","Depreciação e amortização",2020-09-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,60979.85,122331.53
"3100","2020","310151412","TREF - TRELIÇAS","Depreciação e amortização",2020-08-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,63012.49,126796.42
"3100","2020","310151412","TREF - TRELIÇAS","Depreciação e amortização",2020-07-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,63012.61,126795.51
"3100","2020","310151412","TREF - TRELIÇAS","Depreciação e amortização",2020-06-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,60979.73,122671.88
"3100","2020","310151412","TREF - TRELIÇAS","Depreciação e amortização",2020-05-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,63012.63,126761.35
"3100","2020","310151412","TREF - TRELIÇAS","Depreciação e amortização",2020-04-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,60979.71,122667.51
"3100","2020","310151412","TREF - TRELIÇAS","Depreciação e amortização",2020-03-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,62961.67,126663.76
"3100","2020","310151413","TREF - OFICINA DE FIERAS","Depreciação e amortização",2020-03-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,1590.59,4880.86
"3100","2020","310151413","TREF - OFICINA DE FIERAS","Depreciação e amortização",2020-04-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,1573.18,4757.34
"3100","2020","310151413","TREF - OFICINA DE FIERAS","Depreciação e amortização",2020-05-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,1625.65,4915.87
"3100","2020","310151413","TREF - OFICINA DE FIERAS","Depreciação e amortização",2020-06-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,1547.56,4731.58
"3100","2020","310151413","TREF - OFICINA DE FIERAS","Depreciação e amortização",2020-07-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,1524.8,4813.36
"3100","2020","310151413","TREF - OFICINA DE FIERAS","Depreciação e amortização",2020-08-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,1502.11,4790.51
"3100","2020","310151413","TREF - OFICINA DE FIERAS","Depreciação e amortização",2020-09-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,749.83,3932.47
"3100","2020","310151413","TREF - OFICINA DE FIERAS","Depreciação e amortização",2020-10-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,774.83,4062.48
"3100","2020","310151413","TREF - OFICINA DE FIERAS","Depreciação e amortização",2020-11-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,749.75,3931.21
"3100","2020","310151413","TREF - OFICINA DE FIERAS","Depreciação e amortização",2020-12-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,774.76,4065.93
"3100","2020","310151414","TREF - DOBRA","Depreciação e amortização",2020-03-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,11517.72,23442.78
"3100","2020","310151414","TREF - DOBRA","Depreciação e amortização",2020-04-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,11157.42,22704.2
"3100","2020","310151414","TREF - DOBRA","Depreciação e amortização",2020-05-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,11529.21,23460.61
"3100","2020","310151414","TREF - DOBRA","Depreciação e amortização",2020-06-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,11072.7,22620.93
"3100","2020","310151414","TREF - DOBRA","Depreciação e amortização",2020-07-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,11330.37,23050.89
"3100","2020","310151414","TREF - DOBRA","Depreciação e amortização",2020-08-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,11319.34,23038.99
"3100","2020","310151414","TREF - DOBRA","Depreciação e amortização",2020-09-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,10602.25,21936.63
"3100","2020","310151414","TREF - DOBRA","Depreciação e amortização",2020-10-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,10955.67,22679.09
"3100","2020","310151414","TREF - DOBRA","Depreciação e amortização",2020-11-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,10601.88,21946.18
"3100","2020","310151414","TREF - DOBRA","Depreciação e amortização",2020-12-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,10955.37,22679.82
"3100","2020","310151416","TREF - MANUTENÇÃO MECÂNICA","Depreciação e amortização",2020-03-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,2680.57,6098.97
"3100","2020","310151416","TREF - MANUTENÇÃO MECÂNICA","Depreciação e amortização",2020-04-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,2873.16,6185.36
"3100","2020","310151416","TREF - MANUTENÇÃO MECÂNICA","Depreciação e amortização",2020-05-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,2969.03,6403.88
"3100","2020","310151416","TREF - MANUTENÇÃO MECÂNICA","Depreciação e amortização",2020-06-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,2819.71,6145.34
"3100","2020","310151416","TREF - MANUTENÇÃO MECÂNICA","Depreciação e amortização",2020-07-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,2788.59,6111.87
"3100","2020","310151416","TREF - MANUTENÇÃO MECÂNICA","Depreciação e amortização",2020-08-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,2754.81,6077.56
"3100","2020","310151416","TREF - MANUTENÇÃO MECÂNICA","Depreciação e amortização",2020-09-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,1610.19,4845.48
"3100","2020","310151416","TREF - MANUTENÇÃO MECÂNICA","Depreciação e amortização",2020-10-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,1663.86,5017.63
"3100","2020","310151416","TREF - MANUTENÇÃO MECÂNICA","Depreciação e amortização",2020-11-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,1609.94,4865.28
"3100","2020","310151416","TREF - MANUTENÇÃO MECÂNICA","Depreciação e amortização",2020-12-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,1658.62,5028.01
"3100","2020","310151418","TREF - MANUTENÇÃO ELÉTRICA","Depreciação e amortização",2020-11-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,872.84,2854.25
"3100","2020","310151418","TREF - MANUTENÇÃO ELÉTRICA","Depreciação e amortização",2020-10-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,902.15,2916.13
"3100","2020","310151418","TREF - MANUTENÇÃO ELÉTRICA","Depreciação e amortização",2020-09-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,873.04,2832.95
"3100","2020","310151418","TREF - MANUTENÇÃO ELÉTRICA","Depreciação e amortização",2020-08-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,1629.43,3653.76
"3100","2020","310151418","TREF - MANUTENÇÃO ELÉTRICA","Depreciação e amortização",2020-07-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,1652.05,3710.66
"3100","2020","310151418","TREF - MANUTENÇÃO ELÉTRICA","Depreciação e amortização",2020-06-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,1670.65,3650.14
"3100","2020","310151418","TREF - MANUTENÇÃO ELÉTRICA","Depreciação e amortização",2020-05-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,1752.88,3740.68
"3100","2020","310151418","TREF - MANUTENÇÃO ELÉTRICA","Depreciação e amortização",2020-04-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,1696.29,3618.38
"3100","2020","310151418","TREF - MANUTENÇÃO ELÉTRICA","Depreciação e amortização",2020-03-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,1625.51,3611.7
"3100","2020","310151418","TREF - MANUTENÇÃO ELÉTRICA","Depreciação e amortização",2020-12-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,899.67,2978.52
"3100","2020","310151419","TREF - COLUNA","Depreciação e amortização",2020-03-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,67977.16,136316.63
"3100","2020","310151419","TREF - COLUNA","Depreciação e amortização",2020-04-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,65906.59,132047.88
"3100","2020","310151419","TREF - COLUNA","Depreciação e amortização",2020-05-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,68103.35,136448.59
"3100","2020","310151419","TREF - COLUNA","Depreciação e amortização",2020-06-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,65906.45,132062.16
"3100","2020","310151419","TREF - COLUNA","Depreciação e amortização",2020-07-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,68103.42,136450.28
"3100","2020","310151419","TREF - COLUNA","Depreciação e amortização",2020-08-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,68103.87,136353.18
"3100","2020","310151419","TREF - COLUNA","Depreciação e amortização",2020-09-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,65906.83,132245.92
"3100","2020","310151419","TREF - COLUNA","Depreciação e amortização",2020-10-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,68103.84,136641.59
"3100","2020","310151419","TREF - COLUNA","Depreciação e amortização",2020-11-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,68781.32,135105.18
"3100","2020","310151419","TREF - COLUNA","Depreciação e amortização",2020-12-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,70977.77,139479.71
"3100","2020","310151420","TREF - RETREFILA","Depreciação e amortização",2020-06-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,13378.04,23213.2
"3100","2020","310151420","TREF - RETREFILA","Depreciação e amortização",2020-07-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,13823.91,23984.53
"3100","2020","310151420","TREF - RETREFILA","Depreciação e amortização",2020-08-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,13823.95,23984.29
"3100","2020","310151420","TREF - RETREFILA","Depreciação e amortização",2020-09-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,13378.08,27798.63
"3100","2020","310151420","TREF - RETREFILA","Depreciação e amortização",2020-10-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,13824.04,28723.65
"3100","2020","310151420","TREF - RETREFILA","Depreciação e amortização",2020-11-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,15244.58,29603.88
"3100","2020","310151420","TREF - RETREFILA","Depreciação e amortização",2020-12-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,15690.58,30561.01
"3100","2020","310151420","TREF - RETREFILA","Depreciação e amortização",2020-03-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,14925.08,25088.29
"3100","2020","310151420","TREF - RETREFILA","Depreciação e amortização",2020-04-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,13414.03,23249.39
"3100","2020","310151420","TREF - RETREFILA","Depreciação e amortização",2020-05-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,13823.95,23987.03
"3100","2020","310151421","TREF - RECOZIMENTO","Depreciação e amortização",2020-03-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,23617.95,47265.95
"3100","2020","310151421","TREF - RECOZIMENTO","Depreciação e amortização",2020-04-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,22893.22,45778.34
"3100","2020","310151421","TREF - RECOZIMENTO","Depreciação e amortização",2020-05-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,23656.33,47309.31
"3100","2020","310151421","TREF - RECOZIMENTO","Depreciação e amortização",2020-06-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,22861.59,45754.89
"3100","2020","310151421","TREF - RECOZIMENTO","Depreciação e amortização",2020-07-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,23623.61,47245.99
"3100","2020","310151421","TREF - RECOZIMENTO","Depreciação e amortização",2020-08-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,23623.66,47243.86
"3100","2020","310151421","TREF - RECOZIMENTO","Depreciação e amortização",2020-09-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,22861.63,45768.61
"3100","2020","310151421","TREF - RECOZIMENTO","Depreciação e amortização",2020-10-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,23623.65,47303.75
"3100","2020","310151421","TREF - RECOZIMENTO","Depreciação e amortização",2020-11-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,22861.58,45781.83
"3100","2020","310151421","TREF - RECOZIMENTO","Depreciação e amortização",2020-12-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,23623.6,47321.53
"3100","2020","310151422","TREF - ARAME/RECOZIDO","Depreciação e amortização",2020-10-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,9148.13,17818.55
"3100","2020","310151422","TREF - ARAME/RECOZIDO","Depreciação e amortização",2020-09-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,8853.04,17167.72
"3100","2020","310151422","TREF - ARAME/RECOZIDO","Depreciação e amortização",2020-08-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,9148.15,17701.62
"3100","2020","310151422","TREF - ARAME/RECOZIDO","Depreciação e amortização",2020-07-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,9147.79,17701.87
"3100","2020","310151422","TREF - ARAME/RECOZIDO","Depreciação e amortização",2020-06-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,8852.73,17136.27
"3100","2020","310151422","TREF - ARAME/RECOZIDO","Depreciação e amortização",2020-05-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,9147.81,17707.67
"3100","2020","310151422","TREF - ARAME/RECOZIDO","Depreciação e amortização",2020-04-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,8852.74,17136.74
"3100","2020","310151422","TREF - ARAME/RECOZIDO","Depreciação e amortização",2020-03-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,9078.44,17631.93
"3100","2020","310151422","TREF - ARAME/RECOZIDO","Depreciação e amortização",2020-11-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,8852.6,17292.16
"3100","2020","310151422","TREF - ARAME/RECOZIDO","Depreciação e amortização",2020-12-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,9147.74,17873.71
"3100","2020","310151423","TREF - CA 60 ROLO","Depreciação e amortização",2020-03-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,2546.46,5280.47
"3100","2020","310151423","TREF - CA 60 ROLO","Depreciação e amortização",2020-04-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,2458.35,5104.13
"3100","2020","310151423","TREF - CA 60 ROLO","Depreciação e amortização",2020-05-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,2540.27,5274.22
"3100","2020","310151423","TREF - CA 60 ROLO","Depreciação e amortização",2020-06-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,2386.54,5032.29
"3100","2020","310151423","TREF - CA 60 ROLO","Depreciação e amortização",2020-07-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,2391.9,5125.32
"3100","2020","310151423","TREF - CA 60 ROLO","Depreciação e amortização",2020-08-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,2391.91,5125.26
"3100","2020","310151423","TREF - CA 60 ROLO","Depreciação e amortização",2020-09-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,2314.76,4932.37
"3100","2020","310151423","TREF - CA 60 ROLO","Depreciação e amortização",2020-10-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,2391.93,5096.37
"3100","2020","310151423","TREF - CA 60 ROLO","Depreciação e amortização",2020-11-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,2314.73,4925.79
"3100","2020","310151423","TREF - CA 60 ROLO","Depreciação e amortização",2020-12-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,2391.87,5085.78
"3100","2020","310151424","TREF - ENDIREITAMENTO","Depreciação e amortização",2020-12-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,15869.23,32166.29
"3100","2020","310151424","TREF - ENDIREITAMENTO","Depreciação e amortização",2020-11-01 00:00:00.000,"FORA DE PACOTE","DIR. INDUSTRIAL","GER. TREFILA",0,15357.83,31088.43
