DateKey,MovementDate,ProductKey,UnitsBalance
20150924,2015-09-24 00:00:00.000,1,875
20150925,2015-09-25 00:00:00.000,1,875
20150926,2015-09-26 00:00:00.000,1,875
20150927,2015-09-27 00:00:00.000,1,875
20150928,2015-09-28 00:00:00.000,1,875
20150929,2015-09-29 00:00:00.000,1,875
20150930,2015-09-30 00:00:00.000,1,875
20151001,2015-10-01 00:00:00.000,1,875
20151002,2015-10-02 00:00:00.000,1,875
20151003,2015-10-03 00:00:00.000,1,875
20151004,2015-10-04 00:00:00.000,1,875
20151005,2015-10-05 00:00:00.000,1,875
20151006,2015-10-06 00:00:00.000,1,875
20151007,2015-10-07 00:00:00.000,1,875
20151008,2015-10-08 00:00:00.000,1,875
20151009,2015-10-09 00:00:00.000,1,875
20151010,2015-10-10 00:00:00.000,1,875
20151011,2015-10-11 00:00:00.000,1,875
20151012,2015-10-12 00:00:00.000,1,875
20151013,2015-10-13 00:00:00.000,1,875
20151014,2015-10-14 00:00:00.000,1,875
20151015,2015-10-15 00:00:00.000,1,875
20151016,2015-10-16 00:00:00.000,1,875
20151017,2015-10-17 00:00:00.000,1,875
20151018,2015-10-18 00:00:00.000,1,875
20151019,2015-10-19 00:00:00.000,1,875
20151020,2015-10-20 00:00:00.000,1,875
20151021,2015-10-21 00:00:00.000,1,875
20151022,2015-10-22 00:00:00.000,1,875
20151023,2015-10-23 00:00:00.000,1,875
20151024,2015-10-24 00:00:00.000,1,875
20151025,2015-10-25 00:00:00.000,1,875
20151026,2015-10-26 00:00:00.000,1,875
20151027,2015-10-27 00:00:00.000,1,875
20151028,2015-10-28 00:00:00.000,1,875
20151029,2015-10-29 00:00:00.000,1,875
20151030,2015-10-30 00:00:00.000,1,875
20151031,2015-10-31 00:00:00.000,1,875
20151101,2015-11-01 00:00:00.000,1,875
20151102,2015-11-02 00:00:00.000,1,875
20151103,2015-11-03 00:00:00.000,1,875
20151104,2015-11-04 00:00:00.000,1,875
20151105,2015-11-05 00:00:00.000,1,875
20151106,2015-11-06 00:00:00.000,1,875
20151107,2015-11-07 00:00:00.000,1,875
20151108,2015-11-08 00:00:00.000,1,875
20151109,2015-11-09 00:00:00.000,1,875
20151110,2015-11-10 00:00:00.000,1,875
20151111,2015-11-11 00:00:00.000,1,875
20151112,2015-11-12 00:00:00.000,1,875
20151113,2015-11-13 00:00:00.000,1,875
20151114,2015-11-14 00:00:00.000,1,875
20151115,2015-11-15 00:00:00.000,1,875
20151116,2015-11-16 00:00:00.000,1,875
20151117,2015-11-17 00:00:00.000,1,875
20151118,2015-11-18 00:00:00.000,1,875
20151119,2015-11-19 00:00:00.000,1,875
20151120,2015-11-20 00:00:00.000,1,875
20151121,2015-11-21 00:00:00.000,1,875
20151122,2015-11-22 00:00:00.000,1,875
20151123,2015-11-23 00:00:00.000,1,875
20151124,2015-11-24 00:00:00.000,1,875
20151125,2015-11-25 00:00:00.000,1,875
20151126,2015-11-26 00:00:00.000,1,875
20151127,2015-11-27 00:00:00.000,1,875
20151128,2015-11-28 00:00:00.000,1,875
20151129,2015-11-29 00:00:00.000,1,875
20151130,2015-11-30 00:00:00.000,1,875
20151201,2015-12-01 00:00:00.000,1,875
20151202,2015-12-02 00:00:00.000,1,875
20151203,2015-12-03 00:00:00.000,1,875
20151204,2015-12-04 00:00:00.000,1,875
20151205,2015-12-05 00:00:00.000,1,875
20151206,2015-12-06 00:00:00.000,1,875
20151207,2015-12-07 00:00:00.000,1,875
20151208,2015-12-08 00:00:00.000,1,875
20151209,2015-12-09 00:00:00.000,1,875
20151210,2015-12-10 00:00:00.000,1,875
20151211,2015-12-11 00:00:00.000,1,875
20151212,2015-12-12 00:00:00.000,1,875
20151213,2015-12-13 00:00:00.000,1,875
20151214,2015-12-14 00:00:00.000,1,875
20151215,2015-12-15 00:00:00.000,1,875
20151216,2015-12-16 00:00:00.000,1,875
20151217,2015-12-17 00:00:00.000,1,875
20151218,2015-12-18 00:00:00.000,1,875
20151219,2015-12-19 00:00:00.000,1,875
20151220,2015-12-20 00:00:00.000,1,875
20151221,2015-12-21 00:00:00.000,1,875
20151222,2015-12-22 00:00:00.000,1,875
20151223,2015-12-23 00:00:00.000,1,875
20151224,2015-12-24 00:00:00.000,1,875
20151225,2015-12-25 00:00:00.000,1,875
20151226,2015-12-26 00:00:00.000,1,875
20151227,2015-12-27 00:00:00.000,1,875
20151228,2015-12-28 00:00:00.000,1,875
20151229,2015-12-29 00:00:00.000,1,875
20151230,2015-12-30 00:00:00.000,1,875
20151231,2015-12-31 00:00:00.000,1,875
20160101,2016-01-01 00:00:00.000,1,875
20160102,2016-01-02 00:00:00.000,1,875
20160103,2016-01-03 00:00:00.000,1,875
20160104,2016-01-04 00:00:00.000,1,875
20160105,2016-01-05 00:00:00.000,1,875
20160106,2016-01-06 00:00:00.000,1,875
20160107,2016-01-07 00:00:00.000,1,875
20160108,2016-01-08 00:00:00.000,1,875
20160109,2016-01-09 00:00:00.000,1,875
20160110,2016-01-10 00:00:00.000,1,875
20160111,2016-01-11 00:00:00.000,1,875
20160112,2016-01-12 00:00:00.000,1,875
20160113,2016-01-13 00:00:00.000,1,875
20160114,2016-01-14 00:00:00.000,1,875
20160115,2016-01-15 00:00:00.000,1,875
20160116,2016-01-16 00:00:00.000,1,875
20160117,2016-01-17 00:00:00.000,1,875
20160118,2016-01-18 00:00:00.000,1,875
20160119,2016-01-19 00:00:00.000,1,875
20160120,2016-01-20 00:00:00.000,1,875
20160121,2016-01-21 00:00:00.000,1,875
20160122,2016-01-22 00:00:00.000,1,875
20160123,2016-01-23 00:00:00.000,1,875
20160124,2016-01-24 00:00:00.000,1,875
20160125,2016-01-25 00:00:00.000,1,875
20160126,2016-01-26 00:00:00.000,1,875
20160127,2016-01-27 00:00:00.000,1,875
20160128,2016-01-28 00:00:00.000,1,875
20160129,2016-01-29 00:00:00.000,1,875
20160130,2016-01-30 00:00:00.000,1,875
20160131,2016-01-31 00:00:00.000,1,875
20160201,2016-02-01 00:00:00.000,1,875
20160202,2016-02-02 00:00:00.000,1,875
20160203,2016-02-03 00:00:00.000,1,875
20160204,2016-02-04 00:00:00.000,1,875
20160205,2016-02-05 00:00:00.000,1,875
20160206,2016-02-06 00:00:00.000,1,875
20160207,2016-02-07 00:00:00.000,1,875
20160208,2016-02-08 00:00:00.000,1,875
20160209,2016-02-09 00:00:00.000,1,875
20160210,2016-02-10 00:00:00.000,1,875
20160211,2016-02-11 00:00:00.000,1,875
20160212,2016-02-12 00:00:00.000,1,875
20160213,2016-02-13 00:00:00.000,1,875
20160214,2016-02-14 00:00:00.000,1,875
20160215,2016-02-15 00:00:00.000,1,875
20160216,2016-02-16 00:00:00.000,1,875
20160217,2016-02-17 00:00:00.000,1,875
20160218,2016-02-18 00:00:00.000,1,875
20160219,2016-02-19 00:00:00.000,1,875
20160220,2016-02-20 00:00:00.000,1,875
20160221,2016-02-21 00:00:00.000,1,875
20160222,2016-02-22 00:00:00.000,1,875
20160223,2016-02-23 00:00:00.000,1,875
20160224,2016-02-24 00:00:00.000,1,875
20160225,2016-02-25 00:00:00.000,1,875
20160226,2016-02-26 00:00:00.000,1,875
20160227,2016-02-27 00:00:00.000,1,875
20160228,2016-02-28 00:00:00.000,1,875
20160229,2016-02-29 00:00:00.000,1,875
20160301,2016-03-01 00:00:00.000,1,875
20160302,2016-03-02 00:00:00.000,1,875
20160303,2016-03-03 00:00:00.000,1,875
20160304,2016-03-04 00:00:00.000,1,875
20160305,2016-03-05 00:00:00.000,1,875
20160306,2016-03-06 00:00:00.000,1,875
20160307,2016-03-07 00:00:00.000,1,875
20160308,2016-03-08 00:00:00.000,1,875
20160309,2016-03-09 00:00:00.000,1,875
20160310,2016-03-10 00:00:00.000,1,875
20160311,2016-03-11 00:00:00.000,1,875
20160312,2016-03-12 00:00:00.000,1,875
20160313,2016-03-13 00:00:00.000,1,875
20160314,2016-03-14 00:00:00.000,1,875
20160315,2016-03-15 00:00:00.000,1,875
20160316,2016-03-16 00:00:00.000,1,875
20160317,2016-03-17 00:00:00.000,1,875
20160318,2016-03-18 00:00:00.000,1,875
20160319,2016-03-19 00:00:00.000,1,875
20160320,2016-03-20 00:00:00.000,1,875
20160321,2016-03-21 00:00:00.000,1,875
20160322,2016-03-22 00:00:00.000,1,875
20160323,2016-03-23 00:00:00.000,1,875
20160324,2016-03-24 00:00:00.000,1,875
20160325,2016-03-25 00:00:00.000,1,875
20160326,2016-03-26 00:00:00.000,1,875
20160327,2016-03-27 00:00:00.000,1,875
20160328,2016-03-28 00:00:00.000,1,875
20160329,2016-03-29 00:00:00.000,1,875
20160330,2016-03-30 00:00:00.000,1,875
20160331,2016-03-31 00:00:00.000,1,875
20160401,2016-04-01 00:00:00.000,1,875
20160402,2016-04-02 00:00:00.000,1,875
20160403,2016-04-03 00:00:00.000,1,875
20160404,2016-04-04 00:00:00.000,1,875
20160405,2016-04-05 00:00:00.000,1,875
20160406,2016-04-06 00:00:00.000,1,875
20160407,2016-04-07 00:00:00.000,1,875
20160408,2016-04-08 00:00:00.000,1,875
20160409,2016-04-09 00:00:00.000,1,875
20160410,2016-04-10 00:00:00.000,1,875
20160411,2016-04-11 00:00:00.000,1,875
20160412,2016-04-12 00:00:00.000,1,875
20160413,2016-04-13 00:00:00.000,1,875
20160414,2016-04-14 00:00:00.000,1,875
20160415,2016-04-15 00:00:00.000,1,875
20160416,2016-04-16 00:00:00.000,1,875
20160417,2016-04-17 00:00:00.000,1,875
20160418,2016-04-18 00:00:00.000,1,875
20160419,2016-04-19 00:00:00.000,1,875
20160420,2016-04-20 00:00:00.000,1,875
20160421,2016-04-21 00:00:00.000,1,875
20160422,2016-04-22 00:00:00.000,1,875
20160423,2016-04-23 00:00:00.000,1,875
20160424,2016-04-24 00:00:00.000,1,875
20160425,2016-04-25 00:00:00.000,1,875
20160426,2016-04-26 00:00:00.000,1,875
20160427,2016-04-27 00:00:00.000,1,875
20160428,2016-04-28 00:00:00.000,1,875
20160429,2016-04-29 00:00:00.000,1,875
20160430,2016-04-30 00:00:00.000,1,875
20160501,2016-05-01 00:00:00.000,1,875
20160502,2016-05-02 00:00:00.000,1,875
20160503,2016-05-03 00:00:00.000,1,875
20160504,2016-05-04 00:00:00.000,1,875
20160505,2016-05-05 00:00:00.000,1,875
20160506,2016-05-06 00:00:00.000,1,875
20160507,2016-05-07 00:00:00.000,1,875
20160508,2016-05-08 00:00:00.000,1,875
20160509,2016-05-09 00:00:00.000,1,875
20160510,2016-05-10 00:00:00.000,1,875
20160511,2016-05-11 00:00:00.000,1,875
20160512,2016-05-12 00:00:00.000,1,875
20160513,2016-05-13 00:00:00.000,1,875
20160514,2016-05-14 00:00:00.000,1,875
20160515,2016-05-15 00:00:00.000,1,875
20160516,2016-05-16 00:00:00.000,1,875
20160517,2016-05-17 00:00:00.000,1,875
20160518,2016-05-18 00:00:00.000,1,875
20160519,2016-05-19 00:00:00.000,1,875
20160520,2016-05-20 00:00:00.000,1,875
20160521,2016-05-21 00:00:00.000,1,875
20160522,2016-05-22 00:00:00.000,1,875
20160523,2016-05-23 00:00:00.000,1,875
20160524,2016-05-24 00:00:00.000,1,875
20160525,2016-05-25 00:00:00.000,1,875
20160526,2016-05-26 00:00:00.000,1,875
20160527,2016-05-27 00:00:00.000,1,875
20160528,2016-05-28 00:00:00.000,1,875
20160529,2016-05-29 00:00:00.000,1,875
20160530,2016-05-30 00:00:00.000,1,875
20160531,2016-05-31 00:00:00.000,1,875
20160601,2016-06-01 00:00:00.000,1,875
20160602,2016-06-02 00:00:00.000,1,875
20160603,2016-06-03 00:00:00.000,1,875
20160604,2016-06-04 00:00:00.000,1,875
20160605,2016-06-05 00:00:00.000,1,875
20160606,2016-06-06 00:00:00.000,1,875
20160607,2016-06-07 00:00:00.000,1,875
20160608,2016-06-08 00:00:00.000,1,875
20160609,2016-06-09 00:00:00.000,1,875
20160610,2016-06-10 00:00:00.000,1,875
20160611,2016-06-11 00:00:00.000,1,875
20160612,2016-06-12 00:00:00.000,1,875
20160613,2016-06-13 00:00:00.000,1,875
20160614,2016-06-14 00:00:00.000,1,875
20160615,2016-06-15 00:00:00.000,1,875
20160616,2016-06-16 00:00:00.000,1,875
20160617,2016-06-17 00:00:00.000,1,875
20160618,2016-06-18 00:00:00.000,1,875
20160619,2016-06-19 00:00:00.000,1,875
20160620,2016-06-20 00:00:00.000,1,875
20160621,2016-06-21 00:00:00.000,1,875
20160622,2016-06-22 00:00:00.000,1,875
20160623,2016-06-23 00:00:00.000,1,875
20160624,2016-06-24 00:00:00.000,1,875
20160625,2016-06-25 00:00:00.000,1,875
20160626,2016-06-26 00:00:00.000,1,875
20160627,2016-06-27 00:00:00.000,1,875
20160628,2016-06-28 00:00:00.000,1,875
20160629,2016-06-29 00:00:00.000,1,875
20160630,2016-06-30 00:00:00.000,1,875
20160701,2016-07-01 00:00:00.000,1,875
20160702,2016-07-02 00:00:00.000,1,875
20160703,2016-07-03 00:00:00.000,1,875
20160704,2016-07-04 00:00:00.000,1,875
20160705,2016-07-05 00:00:00.000,1,875
20160706,2016-07-06 00:00:00.000,1,875
20160707,2016-07-07 00:00:00.000,1,875
20160708,2016-07-08 00:00:00.000,1,875
20160709,2016-07-09 00:00:00.000,1,875
20160710,2016-07-10 00:00:00.000,1,875
20160711,2016-07-11 00:00:00.000,1,875
20160712,2016-07-12 00:00:00.000,1,875
20160713,2016-07-13 00:00:00.000,1,875
20160714,2016-07-14 00:00:00.000,1,875
20160715,2016-07-15 00:00:00.000,1,875
20160716,2016-07-16 00:00:00.000,1,875
20160717,2016-07-17 00:00:00.000,1,875
20160718,2016-07-18 00:00:00.000,1,875
20160719,2016-07-19 00:00:00.000,1,875
20160720,2016-07-20 00:00:00.000,1,875
20160721,2016-07-21 00:00:00.000,1,875
20160722,2016-07-22 00:00:00.000,1,875
20160723,2016-07-23 00:00:00.000,1,875
20160724,2016-07-24 00:00:00.000,1,875
20160725,2016-07-25 00:00:00.000,1,875
20160726,2016-07-26 00:00:00.000,1,875
20160727,2016-07-27 00:00:00.000,1,875
20160728,2016-07-28 00:00:00.000,1,875
20160729,2016-07-29 00:00:00.000,1,875
20160730,2016-07-30 00:00:00.000,1,875
20160731,2016-07-31 00:00:00.000,1,875
20160801,2016-08-01 00:00:00.000,1,875
20160802,2016-08-02 00:00:00.000,1,875
20160803,2016-08-03 00:00:00.000,1,875
20160804,2016-08-04 00:00:00.000,1,875
20160805,2016-08-05 00:00:00.000,1,875
20160806,2016-08-06 00:00:00.000,1,875
20160807,2016-08-07 00:00:00.000,1,875
20160808,2016-08-08 00:00:00.000,1,875
20160809,2016-08-09 00:00:00.000,1,875
20160810,2016-08-10 00:00:00.000,1,875
20160811,2016-08-11 00:00:00.000,1,875
20160812,2016-08-12 00:00:00.000,1,875
20160813,2016-08-13 00:00:00.000,1,875
20160814,2016-08-14 00:00:00.000,1,875
20160815,2016-08-15 00:00:00.000,1,875
20160816,2016-08-16 00:00:00.000,1,875
20160817,2016-08-17 00:00:00.000,1,875
20160818,2016-08-18 00:00:00.000,1,875
20160819,2016-08-19 00:00:00.000,1,875
20160820,2016-08-20 00:00:00.000,1,875
20160821,2016-08-21 00:00:00.000,1,875
20160822,2016-08-22 00:00:00.000,1,875
20160823,2016-08-23 00:00:00.000,1,875
20160824,2016-08-24 00:00:00.000,1,875
