ProductKey,CustomerKey,CurrencyKey,PromotionKey,SalesTerritoryKey,Sales Amount,Freight,Order Quantity,Discount Amount,Total Product Cost,Sales order number,Tax Amount,Order Date,Due Date,Ship Date,Unit Price,Product Standard Cost,Extended Amount
539,27935,100,1,7,24.99,0.6248,1,0,9.3463,SO64991,1.9992,2016-08-26 00:00:00.000,2016-09-07 00:00:00.000,2016-09-02 00:00:00.000,24.99,9.3463,24.99
385,25108,6,1,9,1000.4375,25.0109,1,0,605.6492,SO49918,80.035,2016-09-29 00:00:00.000,2016-10-11 00:00:00.000,2016-10-06 00:00:00.000,1000.4375,605.6492,1000.4375
217,21098,100,1,7,34.99,0.8748,1,0,13.0863,SO63462,2.7992,2017-08-02 00:00:00.000,2017-08-14 00:00:00.000,2017-08-09 00:00:00.000,34.99,13.0863,34.99
214,20486,100,1,4,34.99,0.8748,1,0,13.0863,SO66798,2.7992,2016-09-21 00:00:00.000,2016-10-03 00:00:00.000,2016-09-28 00:00:00.000,34.99,13.0863,34.99
480,16627,6,1,9,2.29,0.0573,1,0,0.8565,SO61109,0.1832,2017-06-29 00:00:00.000,2017-07-11 00:00:00.000,2017-07-06 00:00:00.000,2.29,0.8565,2.29
536,20250,6,1,9,29.99,0.7498,1,0,11.2163,SO56380,2.3992,2016-04-18 00:00:00.000,2016-04-30 00:00:00.000,2016-04-25 00:00:00.000,29.99,11.2163,29.99
535,11071,6,1,9,24.99,0.6248,1,0,9.3463,SO53667,1.9992,2017-03-01 00:00:00.000,2017-03-13 00:00:00.000,2017-03-08 00:00:00.000,24.99,9.3463,24.99
234,18830,100,1,4,49.99,1.2498,1,0,38.4923,SO70963,3.9992,2016-11-17 00:00:00.000,2016-11-29 00:00:00.000,2016-11-24 00:00:00.000,49.99,38.4923,49.99
483,23871,100,1,1,120.0,3.0,1,0,44.88,SO72780,9.6,2016-12-10 00:00:00.000,2016-12-22 00:00:00.000,2016-12-17 00:00:00.000,120.0,44.88,120.0
528,20132,100,1,8,4.99,0.1248,1,0,1.8663,SO59862,0.3992,2016-06-10 00:00:00.000,2016-06-22 00:00:00.000,2016-06-17 00:00:00.000,4.99,1.8663,4.99
478,12812,100,1,7,9.99,0.2498,1,0,3.7363,SO58102,0.7992,2016-05-16 00:00:00.000,2016-05-28 00:00:00.000,2016-05-23 00:00:00.000,9.99,3.7363,9.99
222,12004,6,1,9,34.99,0.8748,1,0,13.0863,SO63878,2.7992,2017-08-08 00:00:00.000,2017-08-20 00:00:00.000,2017-08-15 00:00:00.000,34.99,13.0863,34.99
536,18411,19,1,6,29.99,0.7498,1,0,11.2163,SO60474,2.3992,2017-06-19 00:00:00.000,2017-07-01 00:00:00.000,2017-06-26 00:00:00.000,29.99,11.2163,29.99
478,12501,100,1,8,9.99,0.2498,1,0,3.7363,SO66019,0.7992,2016-09-09 00:00:00.000,2016-09-21 00:00:00.000,2016-09-16 00:00:00.000,9.99,3.7363,9.99
375,22959,6,1,9,2181.5625,54.5391,1,0,1320.6838,SO48515,174.525,2016-06-09 00:00:00.000,2016-06-21 00:00:00.000,2016-06-16 00:00:00.000,2181.5625,1320.6838,2181.5625
540,16390,100,1,8,32.6,0.815,1,0,12.1924,SO55978,2.608,2016-04-10 00:00:00.000,2016-04-22 00:00:00.000,2016-04-17 00:00:00.000,32.6,12.1924,32.6
465,19572,6,1,9,24.49,0.6123,1,0,9.1593,SO60389,1.9592,2016-06-18 00:00:00.000,2016-06-30 00:00:00.000,2016-06-25 00:00:00.000,24.49,9.1593,24.49
485,12447,19,1,6,21.98,0.5495,1,0,8.2205,SO57411,1.7584,2016-05-03 00:00:00.000,2016-05-15 00:00:00.000,2016-05-10 00:00:00.000,21.98,8.2205,21.98
480,11825,100,1,4,2.29,0.0573,1,0,0.8565,SO52658,0.1832,2016-02-12 00:00:00.000,2016-02-24 00:00:00.000,2016-02-19 00:00:00.000,2.29,0.8565,2.29
528,19015,19,1,6,4.99,0.1248,1,0,1.8663,SO54614,0.3992,2017-03-18 00:00:00.000,2017-03-30 00:00:00.000,2017-03-25 00:00:00.000,4.99,1.8663,4.99
337,21534,98,1,10,782.99,19.5748,1,0,486.7066,SO50764,62.6392,2016-11-28 00:00:00.000,2016-12-10 00:00:00.000,2016-12-05 00:00:00.000,782.99,486.7066,782.99
535,16456,100,1,8,24.99,0.6248,1,0,9.3463,SO65833,1.9992,2017-09-06 00:00:00.000,2017-09-18 00:00:00.000,2017-09-13 00:00:00.000,24.99,9.3463,24.99
606,23166,100,1,4,539.99,13.4998,1,0,343.6496,SO60440,43.1992,2017-06-18 00:00:00.000,2017-06-30 00:00:00.000,2017-06-25 00:00:00.000,539.99,343.6496,539.99
528,14917,100,1,1,4.99,0.1248,1,0,1.8663,SO61754,0.3992,2017-07-08 00:00:00.000,2017-07-20 00:00:00.000,2017-07-15 00:00:00.000,4.99,1.8663,4.99
483,22083,100,1,4,120.0,3.0,1,0,44.88,SO65041,9.6,2016-08-27 00:00:00.000,2016-09-08 00:00:00.000,2016-09-03 00:00:00.000,120.0,44.88,120.0
538,19608,6,1,9,21.49,0.5373,1,0,8.0373,SO63295,1.7192,2016-07-31 00:00:00.000,2016-08-12 00:00:00.000,2016-08-07 00:00:00.000,21.49,8.0373,21.49
471,23549,100,1,4,63.5,1.5875,1,0,23.749,SO58860,5.08,2017-05-29 00:00:00.000,2017-06-10 00:00:00.000,2017-06-05 00:00:00.000,63.5,23.749,63.5
311,11818,100,1,4,3578.27,89.4568,1,0,2171.2942,SO45958,286.2616,2015-10-21 00:00:00.000,2015-11-02 00:00:00.000,2015-10-28 00:00:00.000,3578.27,2171.2942,3578.27
476,20331,100,1,1,69.99,1.7498,1,0,26.1763,SO58862,5.5992,2016-05-29 00:00:00.000,2016-06-10 00:00:00.000,2016-06-05 00:00:00.000,69.99,26.1763,69.99
477,13591,98,1,10,4.99,0.1248,1,0,1.8663,SO60957,0.3992,2017-06-27 00:00:00.000,2017-07-09 00:00:00.000,2017-07-04 00:00:00.000,4.99,1.8663,4.99
480,27513,6,1,9,2.29,0.0573,1,0,0.8565,SO61597,0.1832,2017-07-05 00:00:00.000,2017-07-17 00:00:00.000,2017-07-12 00:00:00.000,2.29,0.8565,2.29
477,21020,98,1,10,4.99,0.1248,1,0,1.8663,SO59146,0.3992,2016-05-31 00:00:00.000,2016-06-12 00:00:00.000,2016-06-07 00:00:00.000,4.99,1.8663,4.99
536,22727,100,1,1,29.99,0.7498,1,0,11.2163,SO55757,2.3992,2016-04-06 00:00:00.000,2016-04-18 00:00:00.000,2016-04-13 00:00:00.000,29.99,11.2163,29.99
479,20424,6,1,9,8.99,0.2248,1,0,3.3623,SO54515,0.7192,2016-03-16 00:00:00.000,2016-03-28 00:00:00.000,2016-03-23 00:00:00.000,8.99,3.3623,8.99
584,22597,100,1,8,539.99,13.4998,1,0,343.6496,SO58128,43.1992,2017-05-16 00:00:00.000,2017-05-28 00:00:00.000,2017-05-23 00:00:00.000,539.99,343.6496,539.99
360,28724,100,1,7,2049.0982,51.2275,1,0,1105.81,SO47912,163.9279,2016-04-23 00:00:00.000,2016-05-05 00:00:00.000,2016-04-30 00:00:00.000,2049.0982,1105.81,2049.0982
313,12255,39,1,7,3578.27,89.4568,1,0,2171.2942,SO44226,286.2616,2015-03-21 00:00:00.000,2015-04-02 00:00:00.000,2015-03-28 00:00:00.000,3578.27,2171.2942,3578.27
477,11439,100,1,7,4.99,0.1248,1,0,1.8663,SO54478,0.3992,2017-03-16 00:00:00.000,2017-03-28 00:00:00.000,2017-03-23 00:00:00.000,4.99,1.8663,4.99
480,11705,100,1,4,2.29,0.0573,1,0,0.8565,SO58758,0.1832,2017-05-27 00:00:00.000,2017-06-08 00:00:00.000,2017-06-03 00:00:00.000,2.29,0.8565,2.29
482,13614,6,1,9,8.99,0.2248,1,0,3.3623,SO56802,0.7192,2017-04-26 00:00:00.000,2017-05-08 00:00:00.000,2017-05-03 00:00:00.000,8.99,3.3623,8.99
389,17187,100,1,7,1000.4375,25.0109,1,0,605.6492,SO47605,80.035,2016-03-22 00:00:00.000,2016-04-03 00:00:00.000,2016-03-29 00:00:00.000,1000.4375,605.6492,1000.4375
480,23449,19,2,6,2.29,0.0573,1,0,0.8565,SO52695,0.1832,2017-02-13 00:00:00.000,2017-02-25 00:00:00.000,2017-02-20 00:00:00.000,2.29,0.8565,2.29
537,11032,6,1,9,35.0,0.875,1,0,13.09,SO64042,2.8,2017-08-11 00:00:00.000,2017-08-23 00:00:00.000,2017-08-18 00:00:00.000,35.0,13.09,35.0
375,13464,100,1,4,2181.5625,54.5391,1,0,1320.6838,SO47882,174.525,2016-04-19 00:00:00.000,2016-05-01 00:00:00.000,2016-04-26 00:00:00.000,2181.5625,1320.6838,2181.5625
480,22719,100,1,4,2.29,0.0573,1,0,0.8565,SO62391,0.1832,2016-07-18 00:00:00.000,2016-07-30 00:00:00.000,2016-07-25 00:00:00.000,2.29,0.8565,2.29
528,12203,19,1,6,4.99,0.1248,1,0,1.8663,SO61447,0.3992,2017-07-03 00:00:00.000,2017-07-15 00:00:00.000,2017-07-10 00:00:00.000,4.99,1.8663,4.99
375,23422,6,1,9,2181.5625,54.5391,1,0,1320.6838,SO49393,174.525,2016-08-21 00:00:00.000,2016-09-02 00:00:00.000,2016-08-28 00:00:00.000,2181.5625,1320.6838,2181.5625
214,27785,98,1,10,34.99,0.8748,1,0,13.0863,SO62728,2.7992,2016-07-24 00:00:00.000,2016-08-05 00:00:00.000,2016-07-31 00:00:00.000,34.99,13.0863,34.99
491,13751,19,1,6,53.99,1.3498,1,0,41.5723,SO60535,4.3192,2017-06-20 00:00:00.000,2017-07-02 00:00:00.000,2017-06-27 00:00:00.000,53.99,41.5723,53.99
541,27630,100,1,4,28.99,0.7248,1,0,10.8423,SO58257,2.3192,2017-05-19 00:00:00.000,2017-05-31 00:00:00.000,2017-05-26 00:00:00.000,28.99,10.8423,28.99
388,21144,100,1,1,1120.49,28.0123,1,0,713.0798,SO66069,89.6392,2016-09-09 00:00:00.000,2016-09-21 00:00:00.000,2016-09-16 00:00:00.000,1120.49,713.0798,1120.49
583,23435,6,1,9,1700.99,42.5248,1,0,1082.51,SO62990,136.0792,2017-07-28 00:00:00.000,2017-08-09 00:00:00.000,2017-08-04 00:00:00.000,1700.99,1082.51,1700.99
540,18255,6,1,9,32.6,0.815,1,0,12.1924,SO63347,2.608,2017-07-31 00:00:00.000,2017-08-12 00:00:00.000,2017-08-07 00:00:00.000,32.6,12.1924,32.6
536,14795,100,1,8,29.99,0.7498,1,0,11.2163,SO68277,2.3992,2016-10-13 00:00:00.000,2016-10-25 00:00:00.000,2016-10-20 00:00:00.000,29.99,11.2163,29.99
541,26586,100,1,1,28.99,0.7248,1,0,10.8423,SO62249,2.3192,2017-07-16 00:00:00.000,2017-07-28 00:00:00.000,2017-07-23 00:00:00.000,28.99,10.8423,28.99
484,20782,100,1,1,7.95,0.1988,1,0,2.9733,SO66148,0.636,2017-09-10 00:00:00.000,2017-09-22 00:00:00.000,2017-09-17 00:00:00.000,7.95,2.9733,7.95
388,25037,6,1,9,1120.49,28.0123,1,0,713.0798,SO60687,89.6392,2017-06-22 00:00:00.000,2017-07-04 00:00:00.000,2017-06-29 00:00:00.000,1120.49,713.0798,1120.49
371,24302,6,1,9,2181.5625,54.5391,1,0,1320.6838,SO50407,174.525,2016-11-03 00:00:00.000,2016-11-15 00:00:00.000,2016-11-10 00:00:00.000,2181.5625,1320.6838,2181.5625
478,21767,100,1,4,9.99,0.2498,1,0,3.7363,SO63519,0.7992,2016-08-03 00:00:00.000,2016-08-15 00:00:00.000,2016-08-10 00:00:00.000,9.99,3.7363,9.99
