DATEKEY,YEAR,QUARTER,ORIGIN,ONLINE,REPORTING_CARRIER,FLIGHTS,PASSENGERS,TOTAL_SALES,MILES_FLOWN,KM_FLOWN,Walking-in
2019-06-30 00:00:00.000,2019,2,"KTN",0,"OO",29,31,11602,70882,114049.13799999999,31
2019-06-30 00:00:00.000,2019,2,"IMT",0,"OO",256,270,126999,681246,1096124.814,270
2019-06-30 00:00:00.000,2019,2,"BIL",0,"OO",656,686,327595,1440164,2317223.876,686
2019-06-30 00:00:00.000,2019,2,"JAX",0,"OO",295,314,129105,700054,1126386.886,314
2019-06-30 00:00:00.000,2019,2,"GRB",0,"OO",1794,1832,911087,3798598,6111944.182,1832
2019-06-30 00:00:00.000,2019,2,"TWF",0,"OO",631,659,404849,1661582,2673485.438,659
2019-06-30 00:00:00.000,2019,2,"EAU",0,"OO",272,282,122386,509455,819713.095,282
2019-06-30 00:00:00.000,2019,2,"PBI",0,"OO",4,4,872,8280,13322.52,4
2019-06-30 00:00:00.000,2019,2,"BNA",0,"OO",2717,2952,1274941,6275332,10097009.188,2952
2019-06-30 00:00:00.000,2019,2,"APN",0,"OO",190,192,99570,440547,708840.123,192
2019-06-30 00:00:00.000,2019,2,"LFT",0,"OO",249,255,123821,435447,700634.223,255
2019-06-30 00:00:00.000,2019,2,"LBB",0,"OO",133,135,64015,293081,471567.32899999997,135
2019-06-30 00:00:00.000,2019,2,"LGB",0,"OO",314,335,130502,715618,1151429.362,335
2019-06-30 00:00:00.000,2019,2,"ROW",0,"OO",800,844,417414,1682165,2706603.485,844
2019-06-30 00:00:00.000,2019,2,"CHA",0,"OO",1793,1841,895051,2979659,4794271.331,1841
2019-06-30 00:00:00.000,2019,2,"GRI",0,"OO",144,145,59776,346990,558306.91,145
2019-06-30 00:00:00.000,2019,2,"COU",0,"OO",763,777,361197,1529251,2460564.859,777
2019-06-30 00:00:00.000,2019,2,"RAP",0,"OO",1187,1226,623467,2600177,4183684.793,1226
2019-06-30 00:00:00.000,2019,2,"MAF",0,"OO",287,299,189639,562595,905215.355,299
2019-06-30 00:00:00.000,2019,2,"JMS",0,"OO",82,85,39348,231117,371867.25299999997,85
2019-06-30 00:00:00.000,2019,2,"CLL",0,"OO",163,164,71322,298551,480368.559,164
2019-06-30 00:00:00.000,2019,2,"VEL",0,"OO",108,110,52893,195799,315040.591,110
2019-06-30 00:00:00.000,2019,2,"MSP",0,"OO",2651,3083,1608429,4440613,7144946.317,3083
2019-06-30 00:00:00.000,2019,2,"HRL",0,"OO",8,9,4426,19157,30823.613,9
2019-06-30 00:00:00.000,2019,2,"SUN",0,"OO",619,649,348693,1462815,2353669.335,649
2019-06-30 00:00:00.000,2019,2,"HPN",0,"OO",970,1062,463277,2270367,3653020.503,1062
2019-06-30 00:00:00.000,2019,2,"CRP",0,"OO",62,64,31222,115230,185405.07,64
2019-06-30 00:00:00.000,2019,2,"HLN",0,"OO",853,897,429655,2103885,3385150.965,897
2019-06-30 00:00:00.000,2019,2,"MKE",0,"OO",2494,2644,1112133,4959548,7979912.732,2644
2019-06-30 00:00:00.000,2019,2,"FLG",0,"OO",1242,1304,549189,2706982,4355534.038,1304
2019-06-30 00:00:00.000,2019,2,"STL",0,"OO",1209,1266,604628,2602462,4187361.358,1266
2019-06-30 00:00:00.000,2019,2,"ABY",0,"OO",572,589,331919,1073670,1727535.03,589
2019-06-30 00:00:00.000,2019,2,"EWR",0,"OO",412,436,230615,961222,1546606.198,436
2019-06-30 00:00:00.000,2019,2,"LSE",0,"OO",991,1017,488334,1986022,3195509.398,1017
2019-06-30 00:00:00.000,2019,2,"SAV",0,"OO",361,412,151582,612950,986236.55,412
2019-06-30 00:00:00.000,2019,2,"IND",0,"OO",1266,1334,615289,2541211,4088808.499,1334
2019-06-30 00:00:00.000,2019,2,"GJT",0,"OO",1011,1101,532747,2248778,3618283.802,1101
2019-06-30 00:00:00.000,2019,2,"DLH",0,"OO",1465,1557,787120,3206796,5159734.7639999995,1557
2019-06-30 00:00:00.000,2019,2,"SHR",0,"OO",4,4,2713,6262,10075.557999999999,4
2019-06-30 00:00:00.000,2019,2,"EKO",0,"OO",262,266,199378,659292,1060800.828,266
2019-06-30 00:00:00.000,2019,2,"PBG",0,"OO",132,137,64121,272602,438616.618,137
2019-06-30 00:00:00.000,2019,2,"FAR",0,"OO",1428,1487,778638,3340620,5375057.58,1487
2019-06-30 00:00:00.000,2019,2,"LAS",0,"OO",173,187,68876,439292,706820.828,187
2019-06-30 00:00:00.000,2019,2,"DEC",0,"OO",4,4,1750,2701,4345.909,4
2019-06-30 00:00:00.000,2019,2,"TRI",0,"OO",1207,1249,748605,2585819,4160582.771,1249
2019-06-30 00:00:00.000,2019,2,"PIH",0,"OO",700,737,450671,1724680,2775010.12,737
2019-06-30 00:00:00.000,2019,2,"SAT",0,"OO",1219,1349,603710,3689726,5936769.134,1349
2019-06-30 00:00:00.000,2019,2,"MSN",0,"OO",2299,2438,1089436,4977195,8008306.755,2438
2019-06-30 00:00:00.000,2019,2,"MOT",0,"OO",970,1018,599485,2669110,4294597.99,1018
2019-06-30 00:00:00.000,2019,2,"PSP",0,"OO",1853,1979,900067,4908346,7897528.714,1979
2019-06-30 00:00:00.000,2019,2,"SHV",0,"OO",731,753,401043,1526943,2456851.287,753
2019-06-30 00:00:00.000,2019,2,"BUR",0,"OO",1415,1605,607581,3132070,5039500.63,1605
2019-06-30 00:00:00.000,2019,2,"ICT",0,"OO",1618,1691,753612,3223652,5186856.068,1691
2019-06-30 00:00:00.000,2019,2,"PNS",0,"OO",187,192,77366,407941,656377.069,192
2019-06-30 00:00:00.000,2019,2,"SFO",0,"OO",2248,2777,1272219,4558158,7334076.222,2777
2019-06-30 00:00:00.000,2019,2,"LAR",0,"OO",251,265,121545,513378,826025.202,265
2019-06-30 00:00:00.000,2019,2,"MDT",0,"OO",403,415,222115,1008661,1622935.5489999999,415
2019-06-30 00:00:00.000,2019,2,"RDD",0,"OO",555,594,282191,1506430,2423845.87,594
2019-06-30 00:00:00.000,2019,2,"RHI",0,"OO",347,358,192741,915863,1473623.567,358
2019-06-30 00:00:00.000,2019,2,"SLC",0,"OO",4027,4638,2010385,10310494,16589584.845999999,4638
2019-06-30 00:00:00.000,2019,2,"DSM",0,"OO",1622,1753,762861,2998397,4824420.773,1753
2019-06-30 00:00:00.000,2019,2,"SGF",0,"OO",393,399,182783,806347,1297412.323,399
2019-06-30 00:00:00.000,2019,2,"LWB",0,"OO",83,85,37498,182683,293936.947,85
2019-06-30 00:00:00.000,2019,2,"ABR",0,"OO",419,431,249192,1063946,1711889.114,431
2019-06-30 00:00:00.000,2019,2,"ROA",0,"OO",475,488,282840,925477,1489092.493,488
2019-06-30 00:00:00.000,2019,2,"CLE",0,"OO",1600,1760,781875,2941790,4733340.11,1760
2019-06-30 00:00:00.000,2019,2,"EVV",0,"OO",350,355,174846,641500,1032173.5,355
2019-06-30 00:00:00.000,2019,2,"ISN",0,"OO",589,605,384542,1407226,2264226.634,605
2019-06-30 00:00:00.000,2019,2,"SEA",0,"OO",785,970,316027,1254746,2018886.314,970
2019-06-30 00:00:00.000,2019,2,"GTF",0,"OO",926,992,494724,2451985,3945243.8649999998,992
2019-06-30 00:00:00.000,2019,2,"SBY",0,"OO",1,1,487,1224,1969.416,1
2019-06-30 00:00:00.000,2019,2,"MCI",0,"OO",892,961,426791,2169116,3490107.644,961
2019-06-30 00:00:00.000,2019,2,"MFE",0,"OO",97,107,54597,189024,304139.616,107
2019-06-30 00:00:00.000,2019,2,"OTH",0,"OO",55,57,28554,145030,233353.27,57
2019-06-30 00:00:00.000,2019,2,"BZN",0,"OO",949,1015,411831,2133935,3433501.415,1015
2019-06-30 00:00:00.000,2019,2,"ATY",0,"OO",88,91,42236,229734,369642.006,91
2019-06-30 00:00:00.000,2019,2,"COS",0,"OO",3351,3611,1757466,7463464,12008713.576,3611
2019-06-30 00:00:00.000,2019,2,"BTV",0,"OO",269,272,144533,786614,1265661.926,272
2019-06-30 00:00:00.000,2019,2,"LCH",0,"OO",9,9,6112,26843,43190.387,9
2019-06-30 00:00:00.000,2019,2,"ROC",0,"OO",819,913,425983,1996556,3212458.604,913
2019-06-30 00:00:00.000,2019,2,"PHL",0,"OO",183,196,98524,280467,451271.403,196
2019-06-30 00:00:00.000,2019,2,"DAL",0,"OO",562,601,240782,2327194,3744455.146,601
2019-06-30 00:00:00.000,2019,2,"SBN",0,"OO",3110,3211,1494863,6286258,10114589.122,3211
2019-06-30 00:00:00.000,2019,2,"PLN",0,"OO",392,401,224175,858202,1380847.018,401
2019-06-30 00:00:00.000,2019,2,"BQK",0,"OO",424,430,231747,793639,1276965.151,430
2019-06-30 00:00:00.000,2019,2,"DHN",0,"OO",743,779,474769,1445982,2326585.038,779
2019-06-30 00:00:00.000,2019,2,"GSO",0,"OO",423,447,189179,765532,1231740.988,447
2019-06-30 00:00:00.000,2019,2,"CEZ",0,"OO",3,3,1535,3691,5938.8189999999995,3
2019-06-30 00:00:00.000,2019,2,"UIN",0,"OO",114,119,54939,229077,368584.893,119
2019-06-30 00:00:00.000,2019,2,"MTJ",0,"OO",346,357,171166,763449,1228389.4409999999,357
2019-06-30 00:00:00.000,2019,2,"XNA",0,"OO",713,764,378739,1697973,2732038.557,764
2019-06-30 00:00:00.000,2019,2,"LYH",0,"OO",1,1,592,612,984.708,1
2019-06-30 00:00:00.000,2019,2,"INL",0,"OO",149,152,77989,363619,585062.971,152
2019-06-30 00:00:00.000,2019,2,"CMH",0,"OO",581,600,280027,1071160,1723496.44,600
2019-06-30 00:00:00.000,2019,2,"HYS",0,"OO",176,183,84752,384804,619149.63599999994,183
2019-06-30 00:00:00.000,2019,2,"GCC",0,"OO",359,379,218482,901794,1450986.546,379
2019-06-30 00:00:00.000,2019,2,"COD",0,"OO",307,315,219916,685870,1103564.83,315
2019-06-30 00:00:00.000,2019,2,"BJI",0,"OO",449,460,253626,1092913,1758497.017,460
2019-06-30 00:00:00.000,2019,2,"MLI",0,"OO",790,812,333626,1628672,2620533.248,812
2019-06-30 00:00:00.000,2019,2,"PIA",0,"OO",765,786,345824,1632826,2627217.034,786
2019-06-30 00:00:00.000,2019,2,"PVD",0,"OO",297,304,158142,713994,1148816.346,304
