Name,Column1,Column2,Column3,Monthly Date
"InterestRates_2-28-2018.xlsx","2/10/2018","0.041","0.034",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/11/2018","0.041","0.033",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/12/2018","0.043","0.032",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/13/2018","0.04","0.035",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/14/2018","0.04","0.032",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/15/2018","0.043","0.031",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/16/2018","0.043","0.035",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/17/2018","0.042","0.03",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/18/2018","0.041","0.031",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/19/2018","0.042","0.032",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/20/2018","0.042","0.034",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/21/2018","0.042","0.03",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/22/2018","0.042","0.035",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/23/2018","0.043","0.032",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/24/2018","0.042","0.033",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/25/2018","0.044","0.033",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/26/2018","0.041","0.03",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/27/2018","0.04","0.035",2018-02-28 00:00:00.000
"InterestRates_2-28-2018.xlsx","2/28/2018","0.043","0.031",2018-02-28 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/1/2018","0.045","0.033",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/2/2018","0.045","0.031",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/3/2018","0.044","0.035",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/4/2018","0.04","0.031",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/5/2018","0.043","0.034",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/6/2018","0.041","0.03",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/7/2018","0.044","0.031",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/8/2018","0.044","0.033",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/9/2018","0.041","0.033",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/10/2018","0.044","0.032",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/11/2018","0.041","0.03",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/12/2018","0.043","0.032",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/13/2018","0.042","0.034",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/14/2018","0.044","0.035",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/15/2018","0.041","0.03",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/16/2018","0.045","0.03",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/17/2018","0.043","0.032",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/18/2018","0.04","0.035",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/19/2018","0.044","0.031",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/20/2018","0.042","0.031",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/21/2018","0.043","0.032",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/22/2018","0.043","0.032",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/23/2018","0.044","0.031",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/24/2018","0.043","0.035",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/25/2018","0.04","0.03",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/26/2018","0.044","0.034",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/27/2018","0.04","0.034",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/28/2018","0.044","0.035",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/29/2018","0.04","0.032",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/30/2018","0.041","0.03",2018-03-31 00:00:00.000
"InterestRates_3-31-2018.xlsx","3/31/2018","0.04","0.034",2018-03-31 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/1/2018","0.044","0.031",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/2/2018","0.044","0.03",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/3/2018","0.042","0.035",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/4/2018","0.041","0.031",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/5/2018","0.04","0.034",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/6/2018","0.04","0.032",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/7/2018","0.041","0.032",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/8/2018","0.042","0.032",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/9/2018","0.044","0.033",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/10/2018","0.044","0.034",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/11/2018","0.042","0.034",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/12/2018","0.043","0.035",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/13/2018","0.04","0.034",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/14/2018","0.045","0.034",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/15/2018","0.042","0.035",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/16/2018","0.044","0.031",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/17/2018","0.041","0.03",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/18/2018","0.043","0.032",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/19/2018","0.043","0.03",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/20/2018","0.045","0.032",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/21/2018","0.045","0.033",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/22/2018","0.045","0.03",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/23/2018","0.045","0.032",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/24/2018","0.045","0.03",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/25/2018","0.04","0.031",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/26/2018","0.04","0.034",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/27/2018","0.041","0.03",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/28/2018","0.044","0.031",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/29/2018","0.045","0.034",2018-04-30 00:00:00.000
"InterestRates_4-30-2018.xlsx","4/30/2018","0.044","0.032",2018-04-30 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/1/2018","0.043","0.035",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/2/2018","0.044","0.035",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/3/2018","0.042","0.033",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/4/2018","0.045","0.03",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/5/2018","0.041","0.035",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/6/2018","0.045","0.034",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/7/2018","0.043","0.035",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/8/2018","0.044","0.033",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/9/2018","0.045","0.033",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/10/2018","0.043","0.03",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/11/2018","0.04","0.035",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/12/2018","0.044","0.034",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/13/2018","0.045","0.035",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/14/2018","0.042","0.03",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/15/2018","0.041","0.03",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/16/2018","0.044","0.03",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/17/2018","0.04","0.034",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/18/2018","0.04","0.035",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/19/2018","0.041","0.034",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/20/2018","0.042","0.032",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/21/2018","0.043","0.035",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/22/2018","0.04","0.035",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/23/2018","0.042","0.033",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/24/2018","0.04","0.032",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/25/2018","0.044","0.03",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/26/2018","0.042","0.03",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/27/2018","0.04","0.035",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/28/2018","0.043","0.034",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/29/2018","0.041","0.033",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/30/2018","0.04","0.031",2018-05-31 00:00:00.000
"InterestRates_5-31-2018.xlsx","5/31/2018","0.045","0.03",2018-05-31 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/1/2018","0.042","0.032",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/2/2018","0.045","0.031",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/3/2018","0.04","0.032",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/4/2018","0.04","0.034",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/5/2018","0.045","0.03",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/6/2018","0.043","0.034",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/7/2018","0.04","0.03",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/8/2018","0.043","0.03",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/9/2018","0.04","0.032",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/10/2018","0.044","0.031",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/11/2018","0.041","0.031",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/12/2018","0.04","0.03",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/13/2018","0.045","0.033",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/14/2018","0.044","0.034",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/15/2018","0.042","0.03",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/16/2018","0.042","0.033",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/17/2018","0.042","0.03",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/18/2018","0.041","0.03",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/19/2018","0.041","0.033",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/20/2018","0.043","0.03",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/21/2018","0.042","0.035",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/22/2018","0.045","0.034",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/23/2018","0.042","0.032",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/24/2018","0.044","0.033",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/25/2018","0.041","0.035",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/26/2018","0.04","0.035",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/27/2018","0.044","0.033",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/28/2018","0.042","0.035",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/29/2018","0.044","0.033",2018-06-30 00:00:00.000
"InterestRates_6-30-2018.xlsx","6/30/2018","0.041","0.032",2018-06-30 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/1/2018","0.044","0.035",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/2/2018","0.044","0.035",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/3/2018","0.041","0.035",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/4/2018","0.044","0.035",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/5/2018","0.04","0.032",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/6/2018","0.044","0.032",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/7/2018","0.043","0.032",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/8/2018","0.04","0.031",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/9/2018","0.041","0.035",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/10/2018","0.045","0.031",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/11/2018","0.04","0.03",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/12/2018","0.041","0.031",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/13/2018","0.04","0.03",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/14/2018","0.041","0.034",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/15/2018","0.045","0.035",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/16/2018","0.045","0.035",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/17/2018","0.042","0.033",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/18/2018","0.045","0.031",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/19/2018","0.043","0.032",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/20/2018","0.042","0.035",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/21/2018","0.044","0.034",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/22/2018","0.042","0.031",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/23/2018","0.045","0.035",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/24/2018","0.041","0.03",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/25/2018","0.04","0.031",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/26/2018","0.044","0.031",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/27/2018","0.045","0.032",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/28/2018","0.045","0.03",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/29/2018","0.042","0.033",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/30/2018","0.041","0.03",2018-07-31 00:00:00.000
"InterestRates_7-31-2018.xlsx","7/31/2018","0.045","0.032",2018-07-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/1/2018","0.043","0.031",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/2/2018","0.04","0.033",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/3/2018","0.041","0.033",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/4/2018","0.043","0.035",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/5/2018","0.044","0.032",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/6/2018","0.042","0.032",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/7/2018","0.04","0.03",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/8/2018","0.044","0.03",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/9/2018","0.042","0.032",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/10/2018","0.044","0.034",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/11/2018","0.042","0.03",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/12/2018","0.04","0.034",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/13/2018","0.043","0.03",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/14/2018","0.043","0.031",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/15/2018","0.044","0.032",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/16/2018","0.041","0.033",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/17/2018","0.043","0.033",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/18/2018","0.044","0.035",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/19/2018","0.04","0.034",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/20/2018","0.04","0.031",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/21/2018","0.044","0.03",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/22/2018","0.045","0.03",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/23/2018","0.044","0.033",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/24/2018","0.041","0.034",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/25/2018","0.04","0.033",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/26/2018","0.045","0.031",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/27/2018","0.044","0.035",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/28/2018","0.04","0.032",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/29/2018","0.043","0.034",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/30/2018","0.042","0.035",2018-08-31 00:00:00.000
"InterestRates_8-31-2018.xlsx","8/31/2018","0.042","0.031",2018-08-31 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/1/2018","0.044","0.035",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/2/2018","0.042","0.034",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/3/2018","0.04","0.035",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/4/2018","0.04","0.032",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/5/2018","0.04","0.034",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/6/2018","0.044","0.035",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/7/2018","0.041","0.032",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/8/2018","0.044","0.035",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/9/2018","0.045","0.035",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/10/2018","0.042","0.032",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/11/2018","0.045","0.031",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/12/2018","0.041","0.031",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/13/2018","0.042","0.031",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/14/2018","0.045","0.034",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/15/2018","0.04","0.032",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/16/2018","0.044","0.032",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/17/2018","0.04","0.033",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/18/2018","0.045","0.031",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/19/2018","0.041","0.033",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/20/2018","0.045","0.034",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/21/2018","0.04","0.032",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/22/2018","0.04","0.03",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/23/2018","0.042","0.033",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/24/2018","0.045","0.031",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/25/2018","0.042","0.033",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/26/2018","0.043","0.031",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/27/2018","0.044","0.033",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/28/2018","0.045","0.032",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/29/2018","0.045","0.032",2018-09-30 00:00:00.000
"InterestRates_9-30-2018.xlsx","9/30/2018","0.043","0.035",2018-09-30 00:00:00.000
