VM Name,Hypervisor Name,VDisk Name,Datastore Name,VDisk Backing,LUN Filesystem,Storage Array Name,Storage Array Type,Storage Array ID
"oracle-db-001","esxi-003.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"centosautomation","esxi-017.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"WINDOWS-DDRLG6H","esxi-90-0-3","Hard disk 1","datastore2","datastore","","","",""
"Joecentos08","10.42.0.157","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"Exago-Win-80-54","esxi-017.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"win-104-75","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"D42Test5","esxi-prod4.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"RC_1_15_11_Anatolii","esxi-017.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"w2k16-sharepoint-3-32","esxi-014.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"elk-dev","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"d42centosqa4","10.42.0.157","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"ubu-jboss-3-27","esxi-014.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"win-104-70.d42-laps.local","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"warp","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"w12-wjump-3-90","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"wdswq01fl9006","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"wdswq05fl9006","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"ubu-dev-kubernetes-node1-3-102","10.42.0.157","Hard disk 1","datastore3","datastore","","","",""
"SE-Pavel-v15-3.135","esxi-017.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"Uma-QA-RC-90-3-19","esxi-90-0-3","Hard disk 1","datastore3","datastore","","","",""
"matt-marketing","10.42.0.157","Hard disk 1","datastore2","datastore","","","",""
"XEN7.4","d42-build002.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"hbspk","esxi-003.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"wathek-dev-3-132","esxi-017.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"ubu-jira-3-18","esxi-014.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"QA-MA-90-3-4","esxi-90-0-3","Hard disk 1","datastore2","datastore","","","",""
"QA-RC-90-3-9","esxi-90-0-3","Hard disk 1","datastore2","datastore","","","",""
"d42-rc.localdomain","esxi-90-0-6","Hard disk 1","datastore2","datastore","","","",""
"Ian_Aaron_RC","esxi-005.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"rcuq03fl9006","esxi-90-0-6","Hard disk 1","datastore2","datastore","","","",""
"wdswq01fl9006","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"wdswq02fl9006","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"d42-rc.localdomain","esxi-90-0-6","Hard disk 1","datastore2","datastore","","","",""
"Ian_Aaron_RC","esxi-005.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"rcuq02fl9006","esxi-90-0-6","Hard disk 1","datastore2","datastore","","","",""
"device42","kvm-002.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"D42-19191-RC-1","esxi-017.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"d42_netscaler","esxi-020.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"D42-CentOS-Greg (Exago Testing)","esxi-014.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"WINDOWS-HBQPU94","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"felix-d42","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"wdswq01fl9006","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"wdswq04fl9006","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"OmarTestVM","10.42.0.157","Hard disk 1","datastore3","datastore","","","",""
"D42-RC19191-RC-2","esxi-017.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"D42-Build.15.xx","esxi-prod4.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"s10-win-90611","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"sa-rhel5-007","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"dev_base","esxi-prod4.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"device42","kvm-002.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"d42-80-52","esxi-014.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"centos7-min-test","10.42.0.157","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"device42","kvm-002.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"HoustonMethodist_Subnet","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"Demo Lab RC 2 WDS","esxi-004.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"Dev_Kubernetes","10.42.0.157","Hard disk 1","datastore3","datastore","","","",""
"manageengine","esxi-020.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"Device42_v15_00","esxi-017.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"vcsa","esxi-005.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"WINDOWS-S5H7MOG","esxi-90-0-3","Hard disk 1","datastore3","datastore","","","",""
"ubu-dev-kubernetes-3-100","10.42.0.157","Hard disk 1","datastore3","datastore","","","",""
"openvz-001.device42.pvt","esxi-005.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"Uma-QA-MA-90-3-18","esxi-90-0-3","Hard disk 1","datastore3","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"bsd.my.domain","10.42.0.157","Hard disk 1","datastore3","datastore","","","",""
"s3-tomcat-9066","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"maud01fl9006","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"dev_base","esxi-prod4.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"mw-ubuntu","10.42.0.157","Hard disk 1","datastore2","datastore","","","",""
"D42-RC-16-17-00","esxi-017.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"wil-pxe-auto-06","esxi-014.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"s5-apache-9064","esxi-90-0-6","Hard disk 1","datastore2","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"elk","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"qualyscentos15","esxi-017.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"localhost.localdomain","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"wdswq01fl9006","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"WINDOWS-4AC1AAS","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"photon-os","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"felix-rc","esxi-020.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"WINDOWS-0HTVJ53","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"Roman-Dev-64-3-95","10.42.0.157","Hard disk 1","datastore2","datastore","","","",""
"web-backend-001","esxi-003.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"win-90313","esxi-90-0-3","Hard disk 1","datastore2","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"MW - Windows","10.42.0.157","Hard disk 1","datastore3","datastore","","","",""
"s8-firefox-9065","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"TricapDB-26952","esxi-017.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"wil-pxe-auto-07","esxi-014.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"Cisco Prime","esxi-005.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"AMAT/HBC Backup","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"MGMT01","d42-build002.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"greg-sandbox01","esxi-014.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"QA-MA-90-3-5","esxi-90-0-3","Hard disk 1","datastore2","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"Z-VRA-10-90-0-6.zerto.local","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"AdamcentosQA-3-130","10.42.0.157","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"houstonmethodist-1611","esxi-017.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"ubu-foreman-3-31","esxi-014.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"ac-nutanix-03","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"D42-Web01-3-220","esxi-017.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"ubu-nodejs-3-29","esxi-014.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"win-104-74.d42-laps.local","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"sd_plus","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
