OrderID,ProductID,UnitPrice,Quantity,Discount,DataChecker,Employee ID,Order Date
10645,36,19.0,15,0.0,285.0,4,1997-08-26 00:00:00.000
10322,52,5.6,20,0.0,112.0,7,1996-10-04 00:00:00.000
10641,2,19.0,50,0.0,950.0,4,1997-08-22 00:00:00.000
10594,52,7.0,24,0.0,168.0,3,1997-07-09 00:00:00.000
10829,13,6.0,10,0.0,60.0,9,1998-01-13 00:00:00.000
11016,31,12.5,15,0.0,187.5,9,1998-04-10 00:00:00.000
11061,60,34.0,15,0.0,510.0,4,1998-04-30 00:00:00.000
10495,77,10.4,5,0.0,52.0,3,1997-04-03 00:00:00.000
10446,19,7.3,12,0.1000000014901161,87.6,6,1997-02-14 00:00:00.000
10354,29,99.0,4,0.0,396.0,8,1996-11-14 00:00:00.000
10593,20,81.0,21,0.2000000029802322,1701.0,7,1997-07-09 00:00:00.000
11077,77,13.0,2,0.0,26.0,1,1998-05-06 00:00:00.000
11007,42,14.0,14,0.0,196.0,8,1998-04-08 00:00:00.000
10884,56,38.0,21,0.050000000745058,798.0,4,1998-02-12 00:00:00.000
10745,18,62.5,24,0.0,1500.0,9,1997-11-18 00:00:00.000
10540,26,31.23,40,0.0,1249.2,3,1997-05-19 00:00:00.000
10316,62,39.4,70,0.0,2758.0,1,1996-09-27 00:00:00.000
10534,54,7.45,10,0.2000000029802322,74.5,8,1997-05-12 00:00:00.000
10288,54,5.9,10,0.1000000014901161,59.0,4,1996-08-23 00:00:00.000
10952,28,45.6,2,0.0,91.2,1,1998-03-16 00:00:00.000
10290,5,17.0,20,0.0,340.0,8,1996-08-27 00:00:00.000
10294,60,27.2,21,0.0,571.2,4,1996-08-30 00:00:00.000
10367,34,11.2,36,0.0,403.2,7,1996-11-28 00:00:00.000
11010,24,4.5,10,0.0,45.0,2,1998-04-09 00:00:00.000
10414,19,7.3,18,0.050000000745058,131.4,2,1997-01-14 00:00:00.000
10281,24,3.6,6,0.0,21.6,4,1996-08-14 00:00:00.000
10816,62,49.3,20,0.050000000745058,986.0,4,1998-01-06 00:00:00.000
10277,28,36.4,20,0.0,728.0,2,1996-08-09 00:00:00.000
10930,55,24.0,25,0.2000000029802322,600.0,4,1998-03-06 00:00:00.000
10625,42,14.0,5,0.0,70.0,3,1997-08-08 00:00:00.000
10960,24,4.5,10,0.25,45.0,3,1998-03-19 00:00:00.000
10372,20,64.8,12,0.25,777.6,5,1996-12-04 00:00:00.000
11056,55,24.0,35,0.0,840.0,8,1998-04-28 00:00:00.000
10851,2,19.0,5,0.050000000745058,95.0,5,1998-01-26 00:00:00.000
10858,7,30.0,5,0.0,150.0,2,1998-01-29 00:00:00.000
10946,24,4.5,25,0.0,112.5,1,1998-03-12 00:00:00.000
10255,2,15.2,20,0.0,304.0,9,1996-07-12 00:00:00.000
10868,49,20.0,42,0.1000000014901161,840.0,7,1998-02-04 00:00:00.000
10893,24,4.5,10,0.0,45.0,9,1998-02-18 00:00:00.000
11058,21,10.0,3,0.0,30.0,9,1998-04-29 00:00:00.000
10571,14,23.25,11,0.1500000059604644,255.75,8,1997-06-17 00:00:00.000
10917,30,25.89,1,0.0,25.89,4,1998-03-02 00:00:00.000
10768,31,12.5,50,0.0,625.0,3,1997-12-08 00:00:00.000
10932,16,17.45,30,0.1000000014901161,523.5,8,1998-03-06 00:00:00.000
10802,62,49.3,5,0.25,246.5,4,1997-12-29 00:00:00.000
10579,75,7.75,21,0.0,162.75,1,1997-06-25 00:00:00.000
10253,49,16.0,40,0.0,640.0,3,1996-07-10 00:00:00.000
10459,46,9.6,20,0.050000000745058,192.0,4,1997-02-27 00:00:00.000
10556,72,34.8,24,0.0,835.2,2,1997-06-03 00:00:00.000
10515,27,43.9,120,0.0,5268.0,2,1997-04-23 00:00:00.000
10351,65,16.8,10,0.050000000745058,168.0,1,1996-11-11 00:00:00.000
10361,60,27.2,55,0.1000000014901161,1496.0,1,1996-11-22 00:00:00.000
10718,16,17.45,20,0.0,349.0,1,1997-10-27 00:00:00.000
10729,50,16.25,40,0.0,650.0,8,1997-11-04 00:00:00.000
10798,62,49.3,2,0.0,98.6,2,1997-12-26 00:00:00.000
11077,6,25.0,1,0.0199999995529651,25.0,1,1998-05-06 00:00:00.000
10705,32,32.0,4,0.0,128.0,9,1997-10-15 00:00:00.000
10440,61,22.8,90,0.1500000059604644,2052.0,4,1997-02-10 00:00:00.000
10329,38,210.8,20,0.050000000745058,4216.0,4,1996-10-15 00:00:00.000
10748,56,38.0,28,0.0,1064.0,3,1997-11-20 00:00:00.000
10811,40,18.4,30,0.0,552.0,8,1998-01-02 00:00:00.000
10283,19,7.3,18,0.0,131.4,3,1996-08-16 00:00:00.000
10661,39,18.0,3,0.2000000029802322,54.0,7,1997-09-09 00:00:00.000
10517,70,15.0,6,0.0,90.0,3,1997-04-24 00:00:00.000
10991,70,15.0,20,0.2000000029802322,300.0,1,1998-04-01 00:00:00.000
10417,38,210.8,50,0.0,10540.0,4,1997-01-16 00:00:00.000
10810,13,6.0,7,0.0,42.0,2,1998-01-01 00:00:00.000
