DW Unique Issue ID,Issue Key,Component,JIRA Unique Issue ID
137661,"CF-820","OPS",132665
143347,"CF-879","OPS",138415
145358,"CF-895","OPS",140452
145392,"CF-898","OPS",140489
145394,"CF-901","OPS",140492
147900,"CF-918","OPS",143059
148259,"CF-922","OPS",143416
148282,"CF-928","OPS",143453
164744,"CF-1119","OPS",160616
164746,"CF-1120","OPS",160615
166039,"CF-1134","OPS",161982
166707,"CF-1142","OPS",162720
166716,"CF-1146","OPS",162727
166818,"CF-1153","OPS",162838
179870,"CF-1265","OPS",176787
179402,"CF-1261","OPS",176304
180097,"CF-1278","OPS",177003
180779,"CF-1288","OPS",177719
181999,"CF-1304","OPS",178962
182001,"CF-1306","OPS",178980
182685,"CF-1311","OPS",179689
182687,"CF-1312","OPS",179684
183205,"CF-1316","OPS",180242
183212,"CF-1322","OPS",180246
107063,"CF-379","OPS",100916
107613,"CF-383","OPS",101488
107597,"CF-382","OPS",101470
108601,"CF-392","OPS",102528
109251,"CF-401","OPS",103211
109353,"CF-407","OPS",103325
110214,"CF-429","OPS",104210
110230,"CF-431","OPS",104230
108599,"CF-393","OPS",102527
110496,"CF-434","OPS",104508
116712,"CF-477","OPS",111314
117089,"CF-490","OPS",111702
117107,"CF-493","OPS",111715
117866,"CF-502","OPS",112491
118236,"CF-513","OPS",112864
119138,"CF-525","OPS",113782
130252,"CF-705","OPS",125123
130754,"CF-708","OPS",125624
130802,"CF-713","OPS",125676
131663,"CF-718","OPS",126553
132290,"CF-724","OPS",127198
132390,"CF-729","OPS",127307
132397,"CF-733","OPS",127311
132442,"CF-737","OPS",127358
132472,"CF-740","OPS",127395
133299,"CF-747","OPS",128232
133301,"CF-748","OPS",128231
133678,"CF-751","OPS",128616
133987,"CF-764","OPS",128934
133994,"CF-770","OPS",128942
134696,"CF-782","OPS",129650
148418,"CF-930","OPS",143591
148425,"CF-938","OPS",143598
148709,"CF-940","OPS",143896
149697,"CF-955","OPS",144897
149747,"CF-959","OPS",144960
152128,"CF-970","OPS",147391
152126,"CF-971","OPS",147393
145360,"CF-894","OPS",140443
159473,"CF-1048","OPS",155118
159830,"CF-1057","OPS",155475
159914,"CF-1059","OPS",155557
160859,"CF-1066","OPS",156520
161025,"CF-1068","OPS",156685
169042,"CF-1160","OPS",165216
170696,"CF-1170","OPS",167014
170805,"CF-1176","OPS",167150
171807,"CF-1180","OPS",168217
189244,"CF-1403","OPS",186673
190373,"CF-1413","OPS",187969
99800,"CF-8","OPS",93416
99802,"CF-9","OPS",93420
99832,"CF-18","OPS",93441
99825,"CF-20","OPS",93447
99827,"CF-22","OPS",93444
100286,"CF-25","OPS",93918
100452,"CF-27","OPS",94090
101222,"CF-74","OPS",94899
101281,"CF-79","OPS",94959
101390,"CF-80","OPS",95070
101690,"CF-91","OPS",95377
101715,"CF-97","OPS",95397
101729,"CF-103","OPS",95412
101722,"CF-105","OPS",95415
101965,"CF-109","OPS",95664
101983,"CF-110","OPS",107134
101724,"CF-98","OPS",106940
101395,"CF-83","OPS",95075
100538,"CF-32","OPS",94181
100763,"CF-40","OPS",94425
100543,"CF-35","OPS",94185
100888,"CF-49","OPS",94546
102072,"CF-117","OPS",107063
102092,"CF-132","OPS",106941
102090,"CF-130","OPS",107030
102099,"CF-134","OPS",107031
102081,"CF-121","OPS",107089
112518,"CF-447","OPS",106538
111716,"CF-441","OPS",105726
112702,"CF-453","OPS",107212
124777,"CF-595","OPS",119529
126424,"CF-620","OPS",121199
126751,"CF-623","OPS",121525
126765,"CF-628","OPS",121541
126826,"CF-641","OPS",121604
126831,"CF-643","OPS",121599
127467,"CF-661","OPS",122278
127492,"CF-666","OPS",122299
127828,"CF-675","OPS",122644
128221,"CF-677","OPS",123049
128521,"CF-683","OPS",123352
128837,"CF-685","OPS",123680
126456,"CF-622","OPS",121227
129816,"CF-693","OPS",124680
138372,"CF-829","OPS",133386
138374,"CF-830","OPS",133384
138331,"CF-823","OPS",133350
138665,"CF-838","OPS",133678
140087,"CF-840","OPS",135118
140101,"CF-845","OPS",135134
141516,"CF-873","OPS",136575
152271,"CF-977","OPS",147546
152276,"CF-978","OPS",147547
152294,"CF-982","OPS",147567
152319,"CF-989","OPS",147592
152669,"CF-993","OPS",147947
155781,"CF-1005","OPS",151173
156245,"CF-1008","OPS",151709
156663,"CF-1013","OPS",152179
156665,"CF-1016","OPS",152175
156872,"CF-1017","OPS",152396
157024,"CF-1021","OPS",152549
157022,"CF-1022","OPS",152551
157031,"CF-1031","OPS",152557
157042,"CF-1034","OPS",152568
174322,"CF-1198","OPS",170959
176362,"CF-1223","OPS",173069
176378,"CF-1227","OPS",173084
177637,"CF-1240","OPS",174399
183689,"CF-1330","OPS",180750
183714,"CF-1334","OPS",180767
183732,"CF-1339","OPS",180781
183741,"CF-1344","OPS",180797
183780,"CF-1351","OPS",180836
185468,"CF-1364","OPS",182724
185479,"CF-1370","OPS",182738
185738,"CF-1371","OPS",183000
185745,"CF-1374","OPS",183007
185902,"CF-1376","OPS",183180
186697,"CF-1381","OPS",184038
187147,"CF-1384","OPS",184494
187556,"CF-1393","OPS",184920
187758,"CF-1394","OPS",185132
102176,"CF-141","OPS",95886
102678,"CF-146","OPS",96399
102079,"CF-119","OPS",107055
102077,"CF-114","OPS",95772
103081,"CF-155","OPS",96807
103364,"CF-165","OPS",97096
103365,"CF-166","OPS",97098
103380,"CF-168","OPS",97109
103515,"CF-172","OPS",97246
103516,"CF-173","OPS",97251
103531,"CF-175","OPS",97265
103833,"CF-226","OPS",97579
103882,"CF-238","OPS",97622
103914,"CF-257","OPS",97661
103915,"CF-258","OPS",97662
103933,"CF-265","OPS",97682
104049,"CF-271","OPS",97796
104048,"CF-270","OPS",97798
104085,"CF-275","OPS",97829
104101,"CF-281","OPS",97840
104100,"CF-282","OPS",97837
104199,"CF-302","OPS",97952
104466,"CF-308","OPS",98224
104469,"CF-309","OPS",98225
104616,"CF-315","OPS",98373
104785,"CF-323","OPS",98546
104802,"CF-325","OPS",98564
104900,"CF-327","OPS",98658
103297,"CF-162","OPS",97022
103916,"CF-260","OPS",97664
103396,"CF-169","OPS",97124
104098,"CF-290","OPS",97855
104402,"CF-305","OPS",98158
104099,"CF-293","OPS",97853
105687,"CF-339","OPS",99484
105770,"CF-342","OPS",99575
105772,"CF-345","OPS",99583
105771,"CF-343","OPS",99581
106541,"CF-353","OPS",100362
106623,"CF-366","OPS",100445
106624,"CF-367","OPS",100451
120109,"CF-531","OPS",114757
120744,"CF-551","OPS",115397
122667,"CF-571","OPS",117378
125258,"CF-607","OPS",120010
125259,"CF-608","OPS",120015
135602,"CF-786","OPS",130567
135603,"CF-787","OPS",130560
135687,"CF-793","OPS",130656
135686,"CF-792","OPS",130652
136253,"CF-810","OPS",131239
136840,"CF-814","OPS",131822
136841,"CF-815","OPS",131823
145397,"CF-902","OPS",140487
145396,"CF-899","OPS",140491
147835,"CF-917","OPS",142998
148221,"CF-921","OPS",143384
148256,"CF-924","OPS",143429
164749,"CF-1122","OPS",160623
164750,"CF-1123","OPS",160630
166352,"CF-1138","OPS",162343
166705,"CF-1141","OPS",162714
180107,"CF-1284","OPS",177020
180108,"CF-1285","OPS",177030
180277,"CF-1286","OPS",177191
180693,"CF-1287","OPS",177611
181647,"CF-1297","OPS",178616
181646,"CF-1296","OPS",178617
182683,"CF-1310","OPS",179681
183216,"CF-1323","OPS",180253
106840,"CF-377","OPS",100677
107677,"CF-384","OPS",101557
107676,"CF-385","OPS",101558
107678,"CF-386","OPS",101559
105502,"CF-335","OPS",99297
105503,"CF-336","OPS",99292
108612,"CF-396","OPS",102542
110201,"CF-424","OPS",104200
110215,"CF-430","OPS",104209
109615,"CF-411","OPS",103597
108594,"CF-389","OPS",102524
108595,"CF-391","OPS",102522
110182,"CF-421","OPS",104185
116718,"CF-479","OPS",111325
116719,"CF-480","OPS",111328
116399,"CF-474","OPS",110986
117101,"CF-492","OPS",111718
117404,"CF-496","OPS",112025
117067,"CF-489","OPS",111683
118137,"CF-504","OPS",112764
118153,"CF-506","OPS",112778
118223,"CF-510","OPS",112841
118220,"CF-511","OPS",112849
129838,"CF-694","OPS",124703
130739,"CF-707","OPS",125609
131257,"CF-714","OPS",126141
132294,"CF-723","OPS",127200
132662,"CF-744","OPS",127584
133830,"CF-753","OPS",128770
133983,"CF-759","OPS",128929
134000,"CF-772","OPS",128951
134685,"CF-780","OPS",129636
148421,"CF-934","OPS",143594
148420,"CF-933","OPS",143593
148422,"CF-935","OPS",143595
148423,"CF-936","OPS",143596
148739,"CF-942","OPS",143923
149205,"CF-943","OPS",144414
149242,"CF-944","OPS",144451
149241,"CF-946","OPS",144444
149255,"CF-947","OPS",144445
149641,"CF-951","OPS",144847
149676,"CF-953","OPS",144881
149743,"CF-957","OPS",144950
150728,"CF-968","OPS",145967
151647,"CF-969","OPS",146897
159469,"CF-1047","OPS",155104
159551,"CF-1049","OPS",155196
160238,"CF-1063","OPS",155886
160857,"CF-1064","OPS",156515
160941,"CF-1067","OPS",156598
161221,"CF-1070","OPS",156880
162258,"CF-1085","OPS",157975
169161,"CF-1161","OPS",165338
170684,"CF-1168","OPS",167001
170701,"CF-1171","OPS",167020
170799,"CF-1173","OPS",167141
171804,"CF-1181","OPS",168218
173708,"CF-1186","OPS",170277
189249,"CF-1404","OPS",186674
189250,"CF-1405","OPS",186681
189251,"CF-1406","OPS",186677
189268,"CF-1409","OPS",186689
190487,"CF-1414","OPS",188083
99803,"CF-10","OPS",93421
99823,"CF-17","OPS",93438
99820,"CF-14","OPS",93439
99822,"CF-16","OPS",93437
100759,"CF-39","OPS",94422
100875,"CF-47","OPS",94542
100874,"CF-46","OPS",94544
101392,"CF-81","OPS",95074
101709,"CF-93","OPS",95399
101708,"CF-92","OPS",95394
99821,"CF-15","OPS",93434
101725,"CF-99","OPS",95409
101726,"CF-100","OPS",95414
101728,"CF-102","OPS",95411
101710,"CF-94","OPS",95396
101711,"CF-95","OPS",95398
101712,"CF-96","OPS",95400
101157,"CF-63","OPS",94821
101224,"CF-76","OPS",94901
101727,"CF-101","OPS",95413
101394,"CF-82","OPS",95079
100924,"CF-53","OPS",94592
100458,"CF-28","OPS",94092
100540,"CF-33","OPS",94179
100542,"CF-34","OPS",94186
98701,"CF-5","OPS",92278
99838,"CF-24","OPS",93453
100756,"CF-38","OPS",94418
100539,"CF-31","OPS",94180
102076,"CF-120","OPS",107099
102078,"CF-115","OPS",107100
102093,"CF-131","OPS",106955
112105,"CF-443","OPS",106122
112104,"CF-442","OPS",106121
112207,"CF-444","OPS",106226
112507,"CF-446","OPS",106533
111438,"CF-438","OPS",105442
111452,"CF-439","OPS",105457
112524,"CF-448","OPS",106542
112822,"CF-464","OPS",107332
112823,"CF-465","OPS",107334
112825,"CF-466","OPS",107337
114713,"CF-469","OPS",109271
125593,"CF-609","OPS",120355
125692,"CF-610","OPS",120453
124775,"CF-593","OPS",119531
126763,"CF-626","OPS",121539
126764,"CF-627","OPS",121535
126828,"CF-642","OPS",121601
126844,"CF-644","OPS",121617
127230,"CF-650","OPS",122029
127262,"CF-653","OPS",122069
127329,"CF-657","OPS",122131
127332,"CF-658","OPS",122134
127449,"CF-659","OPS",122254
127512,"CF-667","OPS",122318
128433,"CF-678","OPS",123254
128449,"CF-679","OPS",123284
127564,"CF-668","OPS",122384
138392,"CF-831","OPS",133402
138394,"CF-832","OPS",133406
138661,"CF-836","OPS",133677
140098,"CF-842","OPS",135132
140100,"CF-844","OPS",135130
141469,"CF-864","OPS",136528
152282,"CF-979","OPS",147551
152299,"CF-980","OPS",147566
152317,"CF-985","OPS",147583
152314,"CF-986","OPS",147582
152315,"CF-987","OPS",147581
153453,"CF-997","OPS",148724
154607,"CF-1000","OPS",149947
154620,"CF-1001","OPS",149964
154807,"CF-1003","OPS",150162
154907,"CF-1004","OPS",150275
156662,"CF-1012","OPS",152174
156661,"CF-1014","OPS",152176
157028,"CF-1027","OPS",152555
157027,"CF-1025","OPS",152553
157029,"CF-1029","OPS",152559
157030,"CF-1030","OPS",152560
157044,"CF-1035","OPS",152570
157261,"CF-1037","OPS",152837
157262,"CF-1038","OPS",152838
157312,"CF-1039","OPS",152889
157631,"CF-1042","OPS",153219
174107,"CF-1190","OPS",170739
174324,"CF-1200","OPS",170956
174325,"CF-1201","OPS",170963
176363,"CF-1224","OPS",173066
176364,"CF-1225","OPS",173067
176380,"CF-1229","OPS",173080
177151,"CF-1232","OPS",173889
177636,"CF-1239","OPS",174395
177683,"CF-1245","OPS",174441
177684,"CF-1246","OPS",174442
183666,"CF-1328","OPS",180716
183719,"CF-1337","OPS",180777
183718,"CF-1336","OPS",180776
183717,"CF-1335","OPS",180778
183733,"CF-1340","OPS",180780
183735,"CF-1342","OPS",180793
183734,"CF-1341","OPS",180796
183736,"CF-1343","OPS",180795
184437,"CF-1354","OPS",181555
184971,"CF-1360","OPS",182175
185739,"CF-1372","OPS",183001
186659,"CF-1380","OPS",184000
187146,"CF-1383","OPS",184499
187362,"CF-1386","OPS",184713
102155,"CF-139","OPS",95863
102157,"CF-138","OPS",95861
102175,"CF-140","OPS",95884
102641,"CF-143","OPS",96361
102650,"CF-144","OPS",96373
102843,"CF-149","OPS",96564
102082,"CF-122","OPS",107123
102064,"CF-111","OPS",106919
98690,"CF-1","OPS",92270
102091,"CF-126","OPS",106942
102868,"CF-151","OPS",96593
103184,"CF-156","OPS",96911
103529,"CF-174","OPS",97267
103595,"CF-187","OPS",97331
103377,"CF-167","OPS",97105
103804,"CF-215","OPS",97545
103872,"CF-236","OPS",97619
103902,"CF-250","OPS",97649
103904,"CF-253","OPS",97650
103913,"CF-254","OPS",97658
103936,"CF-266","OPS",97683
104088,"CF-276","OPS",97842
104086,"CF-278","OPS",97846
104102,"CF-283","OPS",97843
104106,"CF-289","OPS",97851
104113,"CF-294","OPS",97858
104111,"CF-296","OPS",97863
104129,"CF-298","OPS",97877
104465,"CF-307","OPS",98222
104481,"CF-310","OPS",98229
104581,"CF-314","OPS",98339
104624,"CF-319","OPS",98397
104672,"CF-322","OPS",98443
104972,"CF-330","OPS",98731
104629,"CF-317","OPS",98385
104179,"CF-299","OPS",97929
104631,"CF-318","OPS",98393
104797,"CF-324","OPS",98556
105740,"CF-340","OPS",99547
105765,"CF-341","OPS",99577
105774,"CF-344","OPS",99584
105808,"CF-346","OPS",99617
106542,"CF-354","OPS",100365
106546,"CF-357","OPS",100363
106553,"CF-361","OPS",100378
106621,"CF-365","OPS",100446
106628,"CF-369","OPS",100454
106635,"CF-374","OPS",100458
120373,"CF-532","OPS",115021
120382,"CF-534","OPS",115038
120482,"CF-543","OPS",115133
122665,"CF-569","OPS",117373
122670,"CF-572","OPS",117384
122997,"CF-575","OPS",117727
123083,"CF-578","OPS",117812
123565,"CF-580","OPS",118298
123567,"CF-581","OPS",118304
123576,"CF-583","OPS",118308
124612,"CF-587","OPS",119363
124785,"CF-597","OPS",119536
135642,"CF-790","OPS",130601
135683,"CF-791","OPS",130650
136192,"CF-796","OPS",131171
136226,"CF-802","OPS",131209
137153,"CF-816","OPS",132141
137205,"CF-817","OPS",132196
145350,"CF-893","OPS",140444
145384,"CF-896","OPS",140478
145393,"CF-900","OPS",140488
145400,"CF-903","OPS",140493
145409,"CF-904","OPS",140513
146754,"CF-911","OPS",141902
148174,"CF-920","OPS",143362
148260,"CF-923","OPS",143427
145777,"CF-907","OPS",140889
148267,"CF-925","OPS",143436
148285,"CF-927","OPS",143450
164747,"CF-1121","OPS",160632
164752,"CF-1124","OPS",160625
165579,"CF-1133","OPS",161504
166585,"CF-1139","OPS",162592
166708,"CF-1143","OPS",162722
166717,"CF-1147","OPS",162729
167737,"CF-1154","OPS",163778
178851,"CF-1254","OPS",175704
179326,"CF-1260","OPS",176227
179535,"CF-1263","OPS",176436
179403,"CF-1262","OPS",176302
180848,"CF-1290","OPS",177784
181025,"CF-1292","OPS",177972
181239,"CF-1294","OPS",178199
181750,"CF-1301","OPS",178721
169214,"CF-1162","OPS",165390
182000,"CF-1305","OPS",178977
182688,"CF-1313","OPS",179685
183206,"CF-1317","OPS",180243
183211,"CF-1321","OPS",180247
183479,"CF-1325","OPS",180527
107539,"CF-381","OPS",101406
105501,"CF-334","OPS",99290
106033,"CF-349","OPS",99847
108591,"CF-390","OPS",102523
108609,"CF-395","OPS",102537
108668,"CF-397","OPS",102596
109250,"CF-400","OPS",103209
109277,"CF-402","OPS",103238
109595,"CF-410","OPS",103577
110181,"CF-420","OPS",104181
110204,"CF-426","OPS",104199
110206,"CF-427","OPS",104205
110495,"CF-433","OPS",104492
112787,"CF-457","OPS",107294
116713,"CF-478","OPS",111321
116720,"CF-481","OPS",111326
116729,"CF-482","OPS",111333
117383,"CF-495","OPS",111998
116361,"CF-473","OPS",110975
117106,"CF-491","OPS",111716
117599,"CF-499","OPS",112221
118108,"CF-503","OPS",112738
118224,"CF-512","OPS",112853
119144,"CF-526","OPS",113783
119169,"CF-528","OPS",113813
129983,"CF-698","OPS",124851
130801,"CF-712","OPS",125674
132280,"CF-720","OPS",127185
132332,"CF-725","OPS",127255
132380,"CF-727","OPS",127285
132389,"CF-728","OPS",127303
132430,"CF-734","OPS",127353
133677,"CF-750","OPS",128615
133902,"CF-756","OPS",128847
133984,"CF-760","OPS",128931
148417,"CF-931","OPS",143590
148419,"CF-932","OPS",143592
148424,"CF-937","OPS",143597
149244,"CF-945","OPS",144449
149251,"CF-950","OPS",144458
149689,"CF-954","OPS",144903
150680,"CF-966","OPS",145914
150705,"CF-967","OPS",145944
159558,"CF-1051","OPS",155202
160858,"CF-1065","OPS",156517
161026,"CF-1069","OPS",156686
161621,"CF-1083","OPS",157301
162362,"CF-1086","OPS",158088
163516,"CF-1101","OPS",159277
168771,"CF-1157","OPS",164942
169759,"CF-1163","OPS",165977
170688,"CF-1169","OPS",167003
170797,"CF-1172","OPS",167138
170802,"CF-1174","OPS",167144
171799,"CF-1178","OPS",168209
171806,"CF-1179","OPS",168215
172435,"CF-1184","OPS",168920
173626,"CF-1185","OPS",170202
188636,"CF-1399","OPS",186022
189222,"CF-1401","OPS",186655
189261,"CF-1408","OPS",186693
99799,"CF-7","OPS",93412
99824,"CF-19","OPS",93448
99817,"CF-12","OPS",93436
99826,"CF-21","OPS",93451
100453,"CF-29","OPS",94101
100462,"CF-30","OPS",94094
101730,"CF-104","OPS",95417
101723,"CF-106","OPS",95416
101230,"CF-77","OPS",94908
101180,"CF-65","OPS",94857
99819,"CF-11","OPS",93442
102073,"CF-118","OPS",107092
102089,"CF-127","OPS",107121
102098,"CF-133","OPS",107051
102100,"CF-135","OPS",107026
110897,"CF-437","OPS",104899
111599,"CF-440","OPS",105612
112812,"CF-458","OPS",107320
112819,"CF-463","OPS",107333
114073,"CF-468","OPS",108616
124776,"CF-594","OPS",119528
124771,"CF-596","OPS",119532
126766,"CF-629","OPS",121538
126768,"CF-630","OPS",121536
126818,"CF-639","OPS",121593
126823,"CF-640","OPS",121591
127250,"CF-652","OPS",122053
127468,"CF-662","OPS",122279
127486,"CF-663","OPS",122286
127729,"CF-671","OPS",122539
128470,"CF-680","OPS",123304
128820,"CF-684","OPS",123648
138439,"CF-834","OPS",133455
138339,"CF-824","OPS",133355
141472,"CF-863","OPS",136523
141499,"CF-870","OPS",136563
141513,"CF-872","OPS",136577
152270,"CF-976","OPS",147545
152295,"CF-983","OPS",147561
152302,"CF-984","OPS",147577
152318,"CF-988","OPS",147588
152320,"CF-990","OPS",147587
152129,"CF-972","OPS",147394
152670,"CF-994","OPS",147944
156246,"CF-1007","OPS",151708
156664,"CF-1015","OPS",152177
157023,"CF-1023","OPS",152552
157025,"CF-1026","OPS",152554
157032,"CF-1028","OPS",152556
157034,"CF-1033","OPS",152562
157632,"CF-1043","OPS",153220
174323,"CF-1199","OPS",170954
174900,"CF-1206","OPS",171565
176009,"CF-1217","OPS",172709
176359,"CF-1221","OPS",173062
176361,"CF-1222","OPS",173068
176379,"CF-1228","OPS",173082
177663,"CF-1242","OPS",174424
177674,"CF-1243","OPS",174420
183665,"CF-1327","OPS",180706
183690,"CF-1331","OPS",180744
183947,"CF-1352","OPS",181022
184608,"CF-1356","OPS",181753
184610,"CF-1357","OPS",181749
184615,"CF-1358","OPS",181764
185478,"CF-1369","OPS",182729
185744,"CF-1373","OPS",183005
185746,"CF-1375","OPS",183010
187148,"CF-1385","OPS",184495
188284,"CF-1397","OPS",185666
102153,"CF-136","OPS",95864
102671,"CF-145","OPS",96392
102838,"CF-148","OPS",96559
99397,"CF-6","OPS",92996
102088,"CF-128","OPS",107147
103071,"CF-154","OPS",96796
103806,"CF-217","OPS",97548
103889,"CF-241","OPS",97636
103891,"CF-243","OPS",97637
103892,"CF-244","OPS",97640
103908,"CF-249","OPS",97646
103909,"CF-251","OPS",97656
103907,"CF-248","OPS",97657
103924,"CF-263","OPS",97670
103926,"CF-264","OPS",97675
104056,"CF-272","OPS",97805
104060,"CF-273","OPS",97808
103791,"CF-212","OPS",97535
104107,"CF-291","OPS",97857
104210,"CF-303","OPS",97963
104476,"CF-311","OPS",98235
104627,"CF-320","OPS",98390
105059,"CF-331","OPS",98838
105062,"CF-332","OPS",98843
103305,"CF-163","OPS",97031
102922,"CF-153","OPS",96645
103792,"CF-213","OPS",97536
104092,"CF-279","OPS",97847
104108,"CF-292","OPS",97852
103876,"CF-237","OPS",97626
104628,"CF-316","OPS",98386
105244,"CF-333","OPS",99013
105812,"CF-347","OPS",99621
106549,"CF-360","OPS",100369
106547,"CF-358","OPS",100366
106548,"CF-359","OPS",100367
106630,"CF-371","OPS",100456
106632,"CF-373","OPS",100460
106633,"CF-375","OPS",100464
120669,"CF-544","OPS",115326
121958,"CF-559","OPS",116646
121958,"CF-559","OPS",116647
121958,"CF-559","OPS",116650
121958,"CF-559","OPS",116651
122661,"CF-570","OPS",117369
122674,"CF-573","OPS",117393
124763,"CF-591","OPS",119513
124800,"CF-598","OPS",119549
124813,"CF-601","OPS",119564
124916,"CF-603","OPS",119671
125232,"CF-605","OPS",119986
125248,"CF-606","OPS",120004
135611,"CF-788","OPS",130573
135630,"CF-789","OPS",130588
136196,"CF-797","OPS",131180
136211,"CF-798","OPS",131189
136229,"CF-801","OPS",131200
136228,"CF-804","OPS",131213
136230,"CF-805","OPS",131214
136231,"CF-807","OPS",131212
136381,"CF-812","OPS",131362
137232,"CF-818","OPS",132217
145389,"CF-897","OPS",140480
145487,"CF-905","OPS",140595
165258,"CF-1129","OPS",161155
165259,"CF-1130","OPS",161154
165260,"CF-1131","OPS",161153
165261,"CF-1132","OPS",161156
166714,"CF-1144","OPS",162721
166715,"CF-1145","OPS",162728
179881,"CF-1266","OPS",176795
179965,"CF-1267","OPS",176872
180098,"CF-1279","OPS",177007
180099,"CF-1280","OPS",177019
180801,"CF-1289","OPS",177747
180853,"CF-1291","OPS",177796
181037,"CF-1293","OPS",177983
179566,"CF-1264","OPS",176467
181653,"CF-1299","OPS",178619
181652,"CF-1298","OPS",178618
181905,"CF-1302","OPS",178875
181971,"CF-1303","OPS",178960
183193,"CF-1315","OPS",180228
183207,"CF-1318","OPS",180244
183209,"CF-1319","OPS",180241
183210,"CF-1320","OPS",180249
107066,"CF-378","OPS",100911
105562,"CF-338","OPS",99354
106533,"CF-352","OPS",100358
106214,"CF-350","OPS",100032
106616,"CF-364","OPS",100440
108670,"CF-398","OPS",102598
108672,"CF-399","OPS",102600
109354,"CF-408","OPS",103324
109355,"CF-409","OPS",103326
110209,"CF-428","OPS",104207
108602,"CF-394","OPS",102531
108587,"CF-388","OPS",102515
110191,"CF-422","OPS",104182
110192,"CF-423","OPS",104195
110210,"CF-425","OPS",104201
113586,"CF-467","OPS",108118
117610,"CF-500","OPS",112220
117613,"CF-501","OPS",112234
118145,"CF-505","OPS",112774
118197,"CF-507","OPS",112828
118195,"CF-508","OPS",112829
118213,"CF-509","OPS",112842
118246,"CF-514","OPS",112878
119184,"CF-530","OPS",113834
119181,"CF-529","OPS",113829
128928,"CF-687","OPS",123767
130798,"CF-709","OPS",125672
130799,"CF-710","OPS",125673
130800,"CF-711","OPS",125675
131265,"CF-715","OPS",126148
131433,"CF-716","OPS",126318
131498,"CF-717","OPS",126381
132285,"CF-722","OPS",127187
132284,"CF-721","OPS",127189
132337,"CF-726","OPS",127249
132384,"CF-730","OPS",127306
132386,"CF-732","OPS",127301
132385,"CF-731","OPS",127300
132437,"CF-735","OPS",127355
132434,"CF-736","OPS",127359
132469,"CF-738","OPS",127378
132470,"CF-741","OPS",127391
132471,"CF-739","OPS",127394
132720,"CF-745","OPS",127647
132872,"CF-746","OPS",127799
133838,"CF-754","OPS",128782
133938,"CF-757","OPS",128880
133991,"CF-765","OPS",128938
133990,"CF-766","OPS",128936
134039,"CF-775","OPS",128985
134326,"CF-779","OPS",129278
134694,"CF-781","OPS",129646
148729,"CF-941","OPS",143904
149249,"CF-948","OPS",144452
149250,"CF-949","OPS",144461
149665,"CF-952","OPS",144880
149700,"CF-956","OPS",144908
149749,"CF-958","OPS",144957
149748,"CF-960","OPS",144954
150501,"CF-964","OPS",145729
152138,"CF-973","OPS",147405
152273,"CF-974","OPS",147530
159092,"CF-1045","OPS",154720
159559,"CF-1050","OPS",155201
159809,"CF-1056","OPS",155456
159912,"CF-1058","OPS",155554
161850,"CF-1084","OPS",157546
162636,"CF-1088","OPS",158373
162652,"CF-1090","OPS",158385
162651,"CF-1089","OPS",158381
162653,"CF-1091","OPS",158380
168770,"CF-1156","OPS",164944
171040,"CF-1177","OPS",167413
172377,"CF-1183","OPS",168858
188608,"CF-1398","OPS",185992
189242,"CF-1402","OPS",186675
189260,"CF-1407","OPS",186688
189360,"CF-1410","OPS",186816
190092,"CF-1411","OPS",187675
190177,"CF-1412","OPS",187757
