DW Unique Issue ID,JIRA Unique Issue ID,Issue Key,Story Points,Sprint ID,Resolution Date,Status,Sprint Name,Sprint Start Date,Sprint End Date,Sprint Complete Date,Sprint Status,Current Year,Reset Status,Sprint Completed Story Points,Committed Points,jira_proj_key_cd,issue_creation_dt,Display JIRA Sprint,Summary,Number of Sprints,AddedToSprintSP,Orig_Committed_SP,Added_SP,AddedToSprint,Sprint Modification,Added_DuringSprint,Base
106541,131770,"CF-353",,1533,2018-02-28 10:16:18.996,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-22 11:18:10.950,"CF Sprint 3","Determine if any sidecar bosh deployments exist solely for tt-01 foundation, and stop the deployments.",1,0,,0,"","","",1
106533,131767,"CF-352",,1533,2018-02-21 09:44:27.010,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-22 11:07:38.590,"CF Sprint 3","Update stemcell from 1200.4 -> 1200.7",1,0,,0,"","","",1
106033,131150,"CF-349",,1510,2018-02-13 10:26:20.020,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-01-18 14:30:57.563,"CF Sprint 2","Upload Windows Stemcell into Bosh for basic usability testing",1,0,,0,"","","TRUE",0
105770,130850,"CF-342",,1533,2018-03-08 15:05:35.643,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-17 13:03:37.270,"CF Sprint 3","As a platform operator, I need staging foundations to use a current splunkforwarder bosh release for syslog services.",1,0,,0,"","","",1
105562,130688,"CF-338",,1453,2018-01-22 11:16:22.806,"Done","CF Sprint 1",2018-01-22 23:14:00.000,2018-02-03 01:00:00.000,2018-02-05 20:46:57.000,"Closed","Yes","Done",,,"CF",2018-01-16 13:27:58.253,"CF Sprint 1","Update Cloudian clusters with new License file.",1,0,,0,"","","TRUE",0
105526,130550,"CF-337",,1453,2018-02-02 14:14:02.823,"Done","CF Sprint 1",2018-01-22 23:14:00.000,2018-02-03 01:00:00.000,2018-02-05 20:46:57.000,"Closed","Yes","Done",,,"CF",2018-01-16 11:08:43.073,"CF Sprint 1","Coding Practices Discussion Management",1,0,,0,"","","TRUE",0
105503,130673,"CF-336",,1510,2018-02-14 09:55:08.336,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-01-16 10:18:41.470,"CF Sprint 2","Move S3 Services behind LTM (All Prod foundries)",1,0,,0,"","","",1
105244,130493,"CF-333",,1453,2018-02-02 12:45:49.043,"Done","CF Sprint 1",2018-01-22 23:14:00.000,2018-02-03 01:00:00.000,2018-02-05 20:46:57.000,"Closed","Yes","Done",,,"CF",2018-01-12 13:02:32.406,"CF Sprint 1","Standup additional rabbit clusters for DEEP team",1,0,,0,"","","TRUE",0
105059,130194,"CF-331",,1510,2018-02-15 09:46:09.983,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-01-12 09:35:53.463,"CF Sprint 2","POC for InfluxDB",1,0,,0,"","","TRUE",0
104921,130156,"CF-329",,1533,2018-03-08 15:05:15.203,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-11 14:48:45.410,"CF Sprint 3","Create smoke tests for tt-stg02",1,0,,0,"","","",1
104901,130153,"CF-328",,1533,2018-03-16 13:40:19.363,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-11 13:59:23.603,"CF Sprint 3","appd-stats app presents appd instance counts on all customer foundations",1,0,,0,"","","",1
104900,130149,"CF-327",,1510,2018-02-19 09:58:47.100,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-01-11 13:47:28.500,"CF Sprint 2","Update PCF Firewall page with new process",1,0,,0,"","","",1
104581,129543,"CF-314",,1453,2018-02-02 13:11:53.490,"Done","CF Sprint 1",2018-01-22 23:14:00.000,2018-02-03 01:00:00.000,2018-02-05 20:46:57.000,"Closed","Yes","Done",,,"CF",2018-01-10 09:18:05.893,"CF Sprint 1","Cobalt 2 way TLS Verification",1,0,,0,"","","TRUE",0
104489,129515,"CF-312",,1453,2018-02-02 12:42:37.663,"Done","CF Sprint 1",2018-01-22 23:14:00.000,2018-02-03 01:00:00.000,2018-02-05 20:46:57.000,"Closed","Yes","Done",,,"CF",2018-01-09 17:07:45.143,"CF Sprint 1","Continue investigation into what happened with bosh deploy that caused the P2 on 1/2",1,0,,0,"","","TRUE",0
104469,129421,"CF-309",,1453,2018-02-02 13:13:44.650,"Done","CF Sprint 1",2018-01-22 23:14:00.000,2018-02-03 01:00:00.000,2018-02-05 20:46:57.000,"Closed","Yes","Done",,,"CF",2018-01-09 16:30:18.960,"CF Sprint 1","Design Review on Aurora to track Security Observations & Findings",1,0,,0,"","","TRUE",0
104402,129280,"CF-305",,1533,2018-03-12 10:29:23.906,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-09 13:11:11.790,"CF Sprint 3","As a concourse pipeline user, I would like to be able to run slow/fast tests as needed",1,0,,0,"","","TRUE",0
104210,129159,"CF-303",,1453,2018-02-02 12:40:50.113,"Done","CF Sprint 1",2018-01-22 23:14:00.000,2018-02-03 01:00:00.000,2018-02-05 20:46:57.000,"Closed","Yes","Done",,,"CF",2018-01-08 15:54:07.603,"CF Sprint 1","Work with Archana to determine the cause of the intermittent consul errors in px-npe01",1,0,,0,"","","TRUE",0
104199,129154,"CF-302",,1533,2018-03-08 15:05:10.720,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-08 15:14:31.100,"CF Sprint 3","[tt-stg02] create syslog service",1,0,,0,"","","",1
104183,129141,"CF-301",,1510,2018-02-05 09:32:26.030,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-01-08 14:26:29.800,"CF Sprint 2","[SPIKE] Service Broker Development",1,0,,0,"","","",1
104112,129048,"CF-297",,1534,2018-03-12 11:24:42.946,"Done","CF Sprint 4",2018-03-12 16:10:16.000,2018-03-16 16:10:00.000,2018-03-19 16:12:16.000,"Closed","Yes","Done",,,"CF",2018-01-08 11:51:45.476,"CF Sprint 4","As a Github user of Windows_Stemcell_Automation repo, I would like to see this cleaned up.",1,0,,0,"","","",1
104100,129111,"CF-282",,1453,2018-02-02 12:40:25.596,"Done","CF Sprint 1",2018-01-22 23:14:00.000,2018-02-03 01:00:00.000,2018-02-05 20:46:57.000,"Closed","Yes","Done",,,"CF",2018-01-08 11:32:53.023,"CF Sprint 1"," Apigee Edge MIcrogateway for PCF apps",1,0,,0,"","","TRUE",0
104101,128949,"CF-281",,1453,2018-02-02 12:58:37.126,"Done","CF Sprint 1",2018-01-22 23:14:00.000,2018-02-03 01:00:00.000,2018-02-05 20:46:57.000,"Closed","Yes","Done",,,"CF",2018-01-08 11:32:51.503,"CF Sprint 1","Concourse DB Encryption",1,0,,0,"","","TRUE",0
104092,129037,"CF-279",,1533,2018-02-19 16:12:38.543,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-08 11:29:01.596,"CF Sprint 3","Document Build Servers in PRD",1,0,,0,"","","",1
104085,128946,"CF-275",,1533,2018-03-08 15:05:04.783,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-08 11:20:06.043,"CF Sprint 3","[tt-stg02] request A10 VIPs for foundation",1,0,,0,"","","",1
104060,129107,"CF-273",,1533,2018-03-01 11:48:51.423,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",,,"CF",2018-01-08 10:22:43.673,"CF Sprint 3","Add private domains job",1,0,,0,"","","TRUE",0
104049,129021,"CF-271",,1510,2018-02-05 16:18:42.036,"Done","CF Sprint 2",2018-02-05 20:47:29.000,2018-02-16 22:33:00.000,2018-02-21 18:31:15.000,"Closed","Yes","Done",,,"CF",2018-01-08 09:33:22.510,"CF Sprint 2","Create a concourse pipeline for windows stemcell deployments",1,0,,0,"","","",1
