JIRA Unique Issue ID,DW Unique Issue ID,Epic Key,Epic Summary,Project Key,Initiative Link,Labels,Epic_URL,Rest_URL,Epic Closed,Issue Type
129561,104628,"CF-316","Patch all OVA, bosh & PCF environments with appropriate  Meltdown patches","CF","","","https://jira.t-mobile.com/browse/CF-316","https://jira.t-mobile.com/rest/api/2/issue/129561","N","Epic"
130846,105765,"CF-341","Update syslog services to support dynamic sourcetype configuration","CF","","","https://jira.t-mobile.com/browse/CF-341","https://jira.t-mobile.com/rest/api/2/issue/130846","N","Epic"
131776,106548,"CF-359","Meltdown testing and rollout","CF","","","https://jira.t-mobile.com/browse/CF-359","https://jira.t-mobile.com/rest/api/2/issue/131776","","Epic"
133773,108594,"CF-389","Install all PCF Prod 2 Foundations and associated services","CF","","","https://jira.t-mobile.com/browse/CF-389","https://jira.t-mobile.com/rest/api/2/issue/133773","N","Epic"
134713,109277,"CF-402","Design and MVP for PIE v1","CF","","","https://jira.t-mobile.com/browse/CF-402","https://jira.t-mobile.com/rest/api/2/issue/134713","N","Epic"
135603,110181,"CF-420","1.7 Decom - px-01 and tt-01","CF","","","https://jira.t-mobile.com/browse/CF-420","https://jira.t-mobile.com/rest/api/2/issue/135603","","Epic"
137765,112518,"CF-447","Rearchitect permissions for PCF and associated services","CF","","Security, TechDebt","https://jira.t-mobile.com/browse/CF-447","https://jira.t-mobile.com/rest/api/2/issue/137765","N","Epic"
142478,116739,"CF-488","Resource Reaper","CF","","ResourceReaper","https://jira.t-mobile.com/browse/CF-488","https://jira.t-mobile.com/rest/api/2/issue/142478","N","Epic"
146679,120392,"CF-536","org-management fetcher","CF","","Bitbucket-Org-Data-Fetcher","https://jira.t-mobile.com/browse/CF-536","https://jira.t-mobile.com/rest/api/2/issue/146679","N","Epic"
146680,120393,"CF-537","Metrics Aggregator","CF","","","https://jira.t-mobile.com/browse/CF-537","https://jira.t-mobile.com/rest/api/2/issue/146680","N","Epic"
146681,120394,"CF-538","syslog-ng Python parser","CF","","","https://jira.t-mobile.com/browse/CF-538","https://jira.t-mobile.com/rest/api/2/issue/146681","N","Epic"
146682,120389,"CF-539","ChatOps","CF","","","https://jira.t-mobile.com/browse/CF-539","https://jira.t-mobile.com/rest/api/2/issue/146682","N","Epic"
146683,120390,"CF-540","CF-Stats","CF","","foundrystats","https://jira.t-mobile.com/browse/CF-540","https://jira.t-mobile.com/rest/api/2/issue/146683","N","Epic"
150198,123565,"CF-580","Datadog alerts and tuning","CF","","","https://jira.t-mobile.com/browse/CF-580","https://jira.t-mobile.com/rest/api/2/issue/150198","N","Epic"
151321,124525,"CF-586","Time spent with customers working on their application issues.","CF","","","https://jira.t-mobile.com/browse/CF-586","https://jira.t-mobile.com/rest/api/2/issue/151321","N","Epic"
152814,125982,"CF-615","Move Org Management to new Concourse","CF","","","https://jira.t-mobile.com/browse/CF-615","https://jira.t-mobile.com/rest/api/2/issue/152814","N","Epic"
154221,127230,"CF-650","Platform Security Scan Automation (Development & Implementation)","CF","","Security, SecurityCompliance","https://jira.t-mobile.com/browse/CF-650","https://jira.t-mobile.com/rest/api/2/issue/154221","N","Epic"
154235,127262,"CF-653","Chaos Engineering","CF","","Security, SecurityCompliance","https://jira.t-mobile.com/browse/CF-653","https://jira.t-mobile.com/rest/api/2/issue/154235","N","Epic"
154261,127332,"CF-658","PlatformSecurityAssessment","CF","","Security, SecurityCompliance","https://jira.t-mobile.com/browse/CF-658","https://jira.t-mobile.com/rest/api/2/issue/154261","N","Epic"
154545,127564,"CF-668","The Status Page Project","CF","","Reporting","https://jira.t-mobile.com/browse/CF-668","https://jira.t-mobile.com/rest/api/2/issue/154545","N","Epic"
161459,133988,"CF-762","GSLB: Alerting and Metircs","CF","","GSLB","https://jira.t-mobile.com/browse/CF-762","https://jira.t-mobile.com/rest/api/2/issue/161459","","Epic"
162766,135192,"CF-784","PCF Security as a Service","CF","","","https://jira.t-mobile.com/browse/CF-784","https://jira.t-mobile.com/rest/api/2/issue/162766","N","Epic"
164612,136840,"CF-814","Replace nginx with A10 load balancers for CF syslog services","CF","","","https://jira.t-mobile.com/browse/CF-814","https://jira.t-mobile.com/rest/api/2/issue/164612","N","Epic"
164613,136841,"CF-815","Rearchitect syslog service destinations to allow for re-indexing/mediations/compliance","CF","","PCF-Logging","https://jira.t-mobile.com/browse/CF-815","https://jira.t-mobile.com/rest/api/2/issue/164613","N","Epic"
168276,140087,"CF-840","Integration between Slack and ticketing system","CF","","","https://jira.t-mobile.com/browse/CF-840","https://jira.t-mobile.com/rest/api/2/issue/168276","","Epic"
170176,143347,"CF-879","PAWS: PRD","CF","","PAWS","https://jira.t-mobile.com/browse/CF-879","https://jira.t-mobile.com/rest/api/2/issue/170176","N","Epic"
173084,145325,"CF-889","Enhancing metrics, logging, and general serviceability","CF","","TechDebt","https://jira.t-mobile.com/browse/CF-889","https://jira.t-mobile.com/rest/api/2/issue/173084","N","Epic"
173189,145400,"CF-903","Integrate aw-stg01 into the org management pipeline","CF","","PAWS, StoryTime","https://jira.t-mobile.com/browse/CF-903","https://jira.t-mobile.com/rest/api/2/issue/173189","","Epic"
178392,149676,"CF-953","Cloudian_more_better","CF","","TechDebt","https://jira.t-mobile.com/browse/CF-953","https://jira.t-mobile.com/rest/api/2/issue/178392","Y","Epic"
178397,149689,"CF-954","Make all the Cloudians_more_better","CF","","TechDebt","https://jira.t-mobile.com/browse/CF-954","https://jira.t-mobile.com/rest/api/2/issue/178397","N","Epic"
192422,159809,"CF-1056","Certificate Rotation","CF","","","https://jira.t-mobile.com/browse/CF-1056","https://jira.t-mobile.com/rest/api/2/issue/192422","N","Epic"
193352,160857,"CF-1064","PAWS: STG AWS Infrastructure","CF","","PAWS","https://jira.t-mobile.com/browse/CF-1064","https://jira.t-mobile.com/rest/api/2/issue/193352","N","Epic"
193353,160858,"CF-1065","PAWS: STG PAS & Ops Manager","CF","","PAWS","https://jira.t-mobile.com/browse/CF-1065","https://jira.t-mobile.com/rest/api/2/issue/193353","N","Epic"
193354,160859,"CF-1066","PAWS: STG PCF Customization in AWS","CF","","PAWS","https://jira.t-mobile.com/browse/CF-1066","https://jira.t-mobile.com/rest/api/2/issue/193354","N","Epic"
193527,160941,"CF-1067","PAWS: NPE","CF","","PAWS","https://jira.t-mobile.com/browse/CF-1067","https://jira.t-mobile.com/rest/api/2/issue/193527","N","Epic"
193634,161253,"CF-1071","GSLB: Backup & Restore","CF","","GSLB","https://jira.t-mobile.com/browse/CF-1071","https://jira.t-mobile.com/rest/api/2/issue/193634","N","Epic"
193638,161257,"CF-1072","GSLB: Testing","CF","","GSLB","https://jira.t-mobile.com/browse/CF-1072","https://jira.t-mobile.com/rest/api/2/issue/193638","N","Epic"
193641,161262,"CF-1073","GSLB: Change Request Management","CF","","GSLB","https://jira.t-mobile.com/browse/CF-1073","https://jira.t-mobile.com/rest/api/2/issue/193641","N","Epic"
193642,161263,"CF-1074","GSLB: GTM Sync","CF","","GSLB","https://jira.t-mobile.com/browse/CF-1074","https://jira.t-mobile.com/rest/api/2/issue/193642","N","Epic"
193644,161268,"CF-1075","GSLB: Prod Release","CF","","GSLB","https://jira.t-mobile.com/browse/CF-1075","https://jira.t-mobile.com/rest/api/2/issue/193644","N","Epic"
195636,162975,"CF-1092","Chat-ops: Provide FAQ support","CF","","Chat-ops","https://jira.t-mobile.com/browse/CF-1092","https://jira.t-mobile.com/rest/api/2/issue/195636","Y","Epic"
195637,162976,"CF-1093","Chat-ops: Customer Education","CF","","Chat-ops","https://jira.t-mobile.com/browse/CF-1093","https://jira.t-mobile.com/rest/api/2/issue/195637","Y","Epic"
195639,162977,"CF-1094","Chat-ops: Tracking issues from slack","CF","","Chat-ops","https://jira.t-mobile.com/browse/CF-1094","https://jira.t-mobile.com/rest/api/2/issue/195639","Y","Epic"
197214,163976,"CF-1110","GSLB: Remove risky dependancy","CF","","GSLB","https://jira.t-mobile.com/browse/CF-1110","https://jira.t-mobile.com/rest/api/2/issue/197214","N","Epic"
198256,165130,"CF-1127","GSLB: Auth re-arch","CF","","GSLB","https://jira.t-mobile.com/browse/CF-1127","https://jira.t-mobile.com/rest/api/2/issue/198256","N","Epic"
199740,166629,"CF-1140","Improve the splunk logging","CF","","","https://jira.t-mobile.com/browse/CF-1140","https://jira.t-mobile.com/rest/api/2/issue/199740","N","Epic"
202839,169214,"CF-1162","Smoke-tests improvements","CF","","TechDebt","https://jira.t-mobile.com/browse/CF-1162","https://jira.t-mobile.com/rest/api/2/issue/202839","N","Epic"
204174,170400,"CF-1164","This epic will have the stories generated out of any adhoc customer requests, so that we can keep track of those and plan/prioritize them accordingly.","CF","","","https://jira.t-mobile.com/browse/CF-1164","https://jira.t-mobile.com/rest/api/2/issue/204174","N","Epic"
204468,170797,"CF-1172","Splunk and Syslog related indexing work","CF","","","https://jira.t-mobile.com/browse/CF-1172","https://jira.t-mobile.com/rest/api/2/issue/204468","N","Epic"
204470,170799,"CF-1173","Logging Service Metrics, Performance, and Scaling","CF","","PCF-Logging","https://jira.t-mobile.com/browse/CF-1173","https://jira.t-mobile.com/rest/api/2/issue/204470","N","Epic"
208651,174406,"CF-1203","https://techportal.t-mobile.com/display/CF/Scheduler+for+PCF","CF","","","https://jira.t-mobile.com/browse/CF-1203","https://jira.t-mobile.com/rest/api/2/issue/208651","N","Epic"
208717,174322,"CF-1198","Syslog Splunk mediation","CF","","PCF-Logging","https://jira.t-mobile.com/browse/CF-1198","https://jira.t-mobile.com/rest/api/2/issue/208717","N","Epic"
208718,174323,"CF-1199","Data Services Syslog Integration","CF","","PCF-Logging","https://jira.t-mobile.com/browse/CF-1199","https://jira.t-mobile.com/rest/api/2/issue/208718","N","Epic"
208719,174324,"CF-1200","Commercial Logging Components","CF","","PCF-Logging","https://jira.t-mobile.com/browse/CF-1200","https://jira.t-mobile.com/rest/api/2/issue/208719","N","Epic"
210030,175718,"CF-1212","Container SSH enablement/disablement SOP","CF","","PCF-SSH, techdebt","https://jira.t-mobile.com/browse/CF-1212","https://jira.t-mobile.com/rest/api/2/issue/210030","","Epic"
211762,177637,"CF-1240","PCF Health and Rhythm of the Business","CF","","pcfhealth, techdebt","https://jira.t-mobile.com/browse/CF-1240","https://jira.t-mobile.com/rest/api/2/issue/211762","N","Epic"
211922,177659,"CF-1241","[px-cde] Convert user login to NTID instead of email. This will allow org-mgmt to be used, as well as standardize the login scheme to every other foundation.","CF","","TechDebt","https://jira.t-mobile.com/browse/CF-1241","https://jira.t-mobile.com/rest/api/2/issue/211922","N","Epic"
213228,178878,"CF-1255","PAWS: v2 Placeholder","CF","","","https://jira.t-mobile.com/browse/CF-1255","https://jira.t-mobile.com/rest/api/2/issue/213228","N","Epic"
218402,183666,"CF-1328","Cloudian Re-arch - Net new clusters and cutover","CF","","Cloudian, Ops","https://jira.t-mobile.com/browse/CF-1328","https://jira.t-mobile.com/rest/api/2/issue/218402","N","Epic"
218857,184437,"CF-1354","Securing Vault and Consul","CF","","concourse, Security, TechDebt, vault","https://jira.t-mobile.com/browse/CF-1354","https://jira.t-mobile.com/rest/api/2/issue/218857","N","Epic"
221820,187102,"CF-1382","Org Management & Work Exchange for AWS","CF","","","https://jira.t-mobile.com/browse/CF-1382","https://jira.t-mobile.com/rest/api/2/issue/221820","N","Epic"
221986,187432,"CF-1387","Command Line Interface for the Netguard Certificate Lifecycle Manager","CF","","","https://jira.t-mobile.com/browse/CF-1387","https://jira.t-mobile.com/rest/api/2/issue/221986","N","Epic"
223183,188608,"CF-1398","1.12 to 2.0 Upgrade","CF","","Upgrade","https://jira.t-mobile.com/browse/CF-1398","https://jira.t-mobile.com/rest/api/2/issue/223183","N","Epic"
