sprint_id,DW Unique Issue ID,JIRA Unique Issue ID,Issue Key,story_points,resolution_dt,Status
1533,104402,129280,"CF-305",,2018-03-12 10:29:23.906,"Done"
1453,104489,129515,"CF-312",,2018-02-02 12:42:37.663,"Done"
1453,104628,129561,"CF-316",,2018-10-30 12:40:41.820,"Done"
1453,104629,129562,"CF-317",,2018-04-30 13:31:08.133,"Done"
1533,104901,130153,"CF-328",,2018-03-16 13:40:19.363,"Done"
1453,105244,130493,"CF-333",,2018-02-02 12:45:49.043,"Done"
1533,106541,131770,"CF-353",,2018-02-28 10:16:18.996,"Done"
1510,106546,131774,"CF-357",,2018-02-19 15:13:42.756,"Done"
1533,106547,131775,"CF-358",,2018-03-12 09:47:13.756,"Done"
1510,108601,133958,"CF-392",,2018-02-16 14:17:01.620,"Done"
1510,108612,133784,"CF-396",,2018-02-15 13:26:58.783,"Done"
1533,108670,134016,"CF-398",,2018-03-08 15:05:23.080,"Done"
1533,109251,134578,"CF-401",,2018-02-26 10:45:11.650,"Done"
1510,109355,134642,"CF-409",,2018-02-15 13:27:22.580,"Done"
1533,112207,137464,"CF-444",,2018-03-12 15:28:18.386,"Done"
1533,112814,138158,"CF-459",,2018-03-08 15:05:54.143,"Done"
1533,112819,138162,"CF-463",,2018-03-08 15:06:00.940,"Done"
1533,112822,138224,"CF-464",,2018-03-08 15:06:05.503,"Done"
1533,112825,138164,"CF-466",,2018-03-12 15:28:33.090,"Done"
1533,114713,140465,"CF-469",,2018-03-12 15:28:46.983,"Done"
1533,117101,143054,"CF-492",,2018-03-09 11:18:17.466,"Done"
1662,117613,144006,"CF-501",,2018-04-30 13:39:14.836,"Done"
1720,117613,144006,"CF-501",,2018-04-30 13:39:14.836,"Done"
1621,119155,145351,"CF-527",,2018-03-30 12:27:31.073,"Done"
1621,121640,147895,"CF-557",,2018-03-30 12:30:59.460,"Done"
1662,123032,149575,"CF-577",,2018-04-13 12:45:40.283,"Done"
1662,124612,151463,"CF-587",,2018-04-13 13:56:41.110,"Done"
1720,125258,151997,"CF-607",,2018-06-27 10:03:05.650,"Done"
1720,129453,156645,"CF-691",,2018-04-25 11:17:19.190,"Done"
1721,133678,161061,"CF-751",,2018-05-09 17:36:23.456,"Done"
2321,166707,200029,"CF-1142",,2018-10-10 14:32:52.606,"Done"
2271,166715,200032,"CF-1145",,2018-09-18 14:43:23.513,"Done"
2180,169759,203564,"CF-1163",,2018-08-30 09:49:59.340,"Done"
2321,175103,208998,"CF-1208",,2018-10-17 12:07:47.513,"Done"
1892,141684,169853,"CF-874",,2018-06-18 16:50:09.970,"Done"
2321,149242,177867,"CF-944",,2018-10-10 14:26:29.116,"Done"
2321,152315,181863,"CF-987",,2018-10-10 14:28:23.806,"Done"
1941,156600,188101,"CF-1010",,2018-07-18 16:31:20.830,"Done"
2058,157032,188685,"CF-1028",,2018-07-24 09:54:13.470,"Done"
2059,161850,194602,"CF-1084",,2018-08-16 15:44:16.856,"Done"
2059,166352,199287,"CF-1138",,2018-10-18 11:34:59.710,"Done"
2078,166352,199287,"CF-1138",,2018-10-18 11:34:59.710,"Done"
2181,166352,199287,"CF-1138",,2018-10-18 11:34:59.710,"Done"
2271,166705,200027,"CF-1141",,2018-09-18 10:28:48.213,"Done"
2180,166714,200031,"CF-1144",,2018-08-24 10:35:42.290,"Done"
2321,175976,210094,"CF-1214",,2018-10-05 10:23:33.590,"Done"
1453,99800,123374,"CF-8",,2018-10-30 11:33:41.200,"Done"
1510,100915,125021,"CF-51",,2018-02-05 11:13:21.153,"Done"
1510,101230,125706,"CF-77",,2018-02-07 14:26:14.080,"Done"
1453,101715,126055,"CF-97",,2018-02-01 09:04:17.236,"Done"
1533,102070,126498,"CF-112",,2018-02-27 08:34:44.156,"Done"
1510,102073,126379,"CF-118",,2018-02-08 13:37:03.493,"Done"
1533,102081,126602,"CF-121",,2018-02-19 13:45:29.793,"Done"
1453,102087,126382,"CF-129",,2018-02-02 12:49:41.536,"Done"
1453,102843,127448,"CF-149",,2018-02-02 12:35:19.306,"Done"
1510,103660,128439,"CF-196",,2018-02-05 15:57:54.300,"Done"
1621,103756,128724,"CF-210",,2018-03-30 16:10:13.830,"Done"
1533,103758,128722,"CF-208",,2018-03-12 09:44:10.520,"Done"
1510,103834,128804,"CF-223",,2018-02-14 15:09:20.963,"Done"
1453,103895,128692,"CF-245",,2018-01-29 15:21:17.110,"Done"
1533,104060,129107,"CF-273",,2018-03-01 11:48:51.423,"Done"
1533,104092,129037,"CF-279",,2018-02-19 16:12:38.543,"Done"
1534,104112,129048,"CF-297",,2018-03-12 11:24:42.946,"Done"
1534,104114,129118,"CF-295",,2018-03-29 15:00:55.650,"Done"
1621,104114,129118,"CF-295",,2018-03-29 15:00:55.650,"Done"
1533,104199,129154,"CF-302",,2018-03-08 15:05:10.720,"Done"
1453,104581,129543,"CF-314",,2018-02-02 13:11:53.490,"Done"
1533,104921,130156,"CF-329",,2018-03-08 15:05:15.203,"Done"
1510,105059,130194,"CF-331",,2018-02-15 09:46:09.983,"Done"
1453,105526,130550,"CF-337",,2018-02-02 14:14:02.823,"Done"
1453,105562,130688,"CF-338",,2018-01-22 11:16:22.806,"Done"
1533,106543,131772,"CF-355",,2018-02-26 11:39:01.016,"Done"
1533,106549,131777,"CF-360",,2018-03-02 12:30:50.066,"Done"
1510,106630,131685,"CF-371",,2018-02-16 14:18:55.470,"Done"
1510,108595,133778,"CF-391",,2018-02-15 10:48:16.733,"Done"
1510,108609,133959,"CF-395",,2018-02-14 12:42:19.290,"Done"
1510,109354,134641,"CF-408",,2018-02-15 13:28:02.160,"Done"
1510,109615,135028,"CF-411",,2018-02-14 09:28:09.750,"Done"
1510,110192,135608,"CF-423",,2018-02-13 11:20:07.753,"Done"
1662,110206,135614,"CF-427",,2018-04-09 11:43:04.910,"Done"
1533,110897,136240,"CF-437",,2018-02-26 11:39:59.766,"Done"
1533,112815,138159,"CF-460",,2018-03-16 13:51:43.030,"Done"
1533,114073,139498,"CF-468",,2018-03-16 14:21:48.076,"Done"
1621,117089,143042,"CF-490",,2018-04-03 09:54:56.673,"Done"
1621,122324,149008,"CF-560",,2018-03-30 12:20:39.380,"Done"
1662,122474,149063,"CF-561",,2018-05-03 09:22:32.296,"Done"
1720,122474,149063,"CF-561",,2018-05-03 09:22:32.296,"Done"
1662,123585,150405,"CF-584",,2018-04-11 16:14:01.036,"Done"
1662,124916,151762,"CF-603",,2018-04-13 12:12:44.903,"Done"
1721,125258,151997,"CF-607",,2018-06-27 10:03:05.650,"Done"
1940,125258,151997,"CF-607",,2018-06-27 10:03:05.650,"Done"
1720,127449,154398,"CF-659",,2018-04-17 09:42:56.440,"Done"
1720,127729,154675,"CF-671",,2018-04-20 09:28:41.820,"Done"
1720,127828,154900,"CF-675",,2018-05-21 09:51:16.306,"Done"
1720,127942,154927,"CF-676",,2018-04-19 09:38:57.670,"Done"
1720,128221,155162,"CF-677",,2018-04-23 08:32:28.006,"Done"
1721,131663,158908,"CF-718",,2018-05-09 09:39:12.070,"Done"
1721,133677,161059,"CF-750",,2018-05-09 17:36:01.736,"Done"
2321,149244,177869,"CF-945",,2018-10-10 14:27:25.773,"Done"
2059,157028,188684,"CF-1027",,2018-10-03 09:14:24.553,"Done"
2181,157028,188684,"CF-1027",,2018-10-03 09:14:24.553,"Done"
2058,157312,189241,"CF-1039",,2018-07-31 00:14:16.840,"Done"
2321,166708,200030,"CF-1143",,2018-10-10 14:29:06.666,"Done"
2321,184086,218692,"CF-1353",,2018-10-16 12:55:22.070,"Done"
1453,101222,125487,"CF-74",,2018-02-02 13:23:23.470,"Done"
1510,101690,126047,"CF-91",,2018-02-08 13:37:18.336,"Done"
1453,102076,126380,"CF-120",,2018-02-02 12:48:58.126,"Done"
1510,103594,128554,"CF-186",,2018-02-14 15:09:26.010,"Done"
1533,103707,128703,"CF-197",,2018-03-16 13:29:21.460,"Done"
1453,103917,128695,"CF-262",,2018-01-08 09:03:13.066,"Done"
1621,104048,129101,"CF-270",,2018-03-30 09:43:26.520,"Done"
1453,104100,129111,"CF-282",,2018-02-02 12:40:25.596,"Done"
1453,104101,128949,"CF-281",,2018-02-02 12:58:37.126,"Done"
1453,104469,129421,"CF-309",,2018-02-02 13:13:44.650,"Done"
1533,105770,130850,"CF-342",,2018-03-08 15:05:35.643,"Done"
1510,106033,131150,"CF-349",,2018-02-13 10:26:20.020,"Done"
1533,106533,131767,"CF-352",,2018-02-21 09:44:27.010,"Done"
1453,107539,132820,"CF-381",,2018-02-01 09:10:10.320,"Done"
1533,107597,132928,"CF-382",,2018-02-21 14:54:51.596,"Done"
1510,108599,133780,"CF-393",,2018-02-15 10:48:12.560,"Done"
1510,110182,135604,"CF-421",,2018-02-15 10:10:57.366,"Done"
1533,110191,135607,"CF-422",,2018-03-01 13:20:34.903,"Done"
1621,110206,135614,"CF-427",,2018-04-09 11:43:04.910,"Done"
1510,110210,135612,"CF-425",,2018-02-13 10:24:56.063,"Done"
1510,111716,137202,"CF-441",,2018-02-14 09:12:33.580,"Done"
1533,112812,138157,"CF-458",,2018-03-08 15:05:47.236,"Done"
1533,112823,138163,"CF-465",,2018-03-08 09:51:54.426,"Done"
1533,115473,141235,"CF-472",,2018-03-08 15:06:14.723,"Done"
1533,116361,142054,"CF-473",,2018-03-09 11:17:35.186,"Done"
1534,116399,142056,"CF-474",,2018-03-14 14:40:06.750,"Done"
1662,117089,143042,"CF-490",,2018-04-03 09:54:56.673,"Done"
1662,125191,152020,"CF-604",,2018-04-13 13:25:24.893,"Done"
1818,125258,151997,"CF-607",,2018-06-27 10:03:05.650,"Done"
1892,125258,151997,"CF-607",,2018-06-27 10:03:05.650,"Done"
1720,127137,153985,"CF-646",,2018-04-27 09:52:39.240,"Done"
1721,127828,154900,"CF-675",,2018-05-21 09:51:16.306,"Done"
1721,133301,160906,"CF-748",,2018-05-08 15:44:00.376,"Done"
1818,136211,163793,"CF-798",,2018-05-18 13:05:26.250,"Done"
1940,143872,172320,"CF-882",,2018-06-25 16:56:19.320,"Done"
1940,148739,177095,"CF-942",,2018-07-05 15:29:58.103,"Done"
2059,156887,188786,"CF-1018",,2018-08-15 13:42:06.366,"Done"
2058,157028,188684,"CF-1027",,2018-10-03 09:14:24.553,"Done"
2059,159473,192022,"CF-1048",,2018-08-13 14:56:46.633,"Done"
2180,161621,194133,"CF-1083",,2018-08-24 10:35:36.523,"Done"
2271,174325,208720,"CF-1201",,2018-09-27 12:36:39.200,"Done"
1892,104785,130021,"CF-323",3,2018-06-22 13:17:04.046,"Done"
1534,116593,142406,"CF-476",3,2018-03-16 13:26:10.893,"Done"
1621,118236,144529,"CF-513",3,2018-04-02 12:20:32.180,"Done"
1662,120382,146672,"CF-534",3,2018-04-03 13:17:45.396,"Done"
1720,120697,146881,"CF-545",3,2018-04-27 13:56:55.443,"Done"
1662,122628,149373,"CF-562",3,2018-04-16 09:40:56.046,"Done"
1720,124800,151612,"CF-598",3,2018-05-21 09:32:48.143,"Done"
1721,124804,151620,"CF-599",3,2018-09-14 09:07:38.040,"Done"
1940,124804,151620,"CF-599",3,2018-09-14 09:07:38.040,"Done"
2181,124804,151620,"CF-599",3,2018-09-14 09:07:38.040,"Done"
1892,126755,153641,"CF-624",3,2018-06-29 15:10:15.756,"Done"
1720,126818,153766,"CF-639",3,2018-04-27 13:58:12.826,"Done"
1721,126823,153767,"CF-640",3,2018-05-23 09:48:46.476,"Done"
1818,127726,154483,"CF-673",3,2018-05-15 16:02:55.866,"Done"
1819,129851,156869,"CF-695",3,2018-06-08 13:23:16.680,"Done"
1819,130167,157374,"CF-700",3,2018-06-08 13:33:49.053,"Done"
1819,133838,161308,"CF-754",3,2018-06-07 09:48:59.826,"Done"
1819,136191,163917,"CF-795",3,2018-06-08 13:47:46.536,"Done"
1819,136227,163798,"CF-803",3,2018-06-07 15:07:04.826,"Done"
1819,137153,164902,"CF-816",3,2018-06-01 15:46:47.310,"Done"
1819,138343,165952,"CF-826",3,2018-06-07 15:27:06.126,"Done"
1941,145332,173087,"CF-891",3,2018-07-20 17:25:26.753,"Done"
1941,147606,175876,"CF-913",3,2018-07-20 17:25:40.376,"Done"
2059,147835,176466,"CF-917",3,2018-08-22 15:50:41.466,"Done"
1940,148256,176922,"CF-924",3,2018-07-05 12:04:35.910,"Done"
2058,148423,176592,"CF-936",3,2018-08-14 13:59:16.110,"Done"
2058,157024,188678,"CF-1021",3,2018-07-26 12:13:38.880,"Done"
1621,104113,129117,"CF-294",3,2018-03-30 09:43:29.910,"Done"
1533,104785,130021,"CF-323",3,2018-06-22 13:17:04.046,"Done"
1662,112588,138012,"CF-451",3,2018-04-13 13:32:08.300,"Done"
1621,112816,138160,"CF-461",3,2018-03-30 13:15:30.666,"Done"
1534,117484,143775,"CF-497",3,2018-03-22 09:38:44.436,"Done"
1621,117484,143775,"CF-497",3,2018-03-22 09:38:44.436,"Done"
1621,118137,144451,"CF-504",3,2018-04-13 13:57:02.766,"Done"
1720,122628,149373,"CF-562",3,2018-04-16 09:40:56.046,"Done"
1662,122654,149253,"CF-567",3,2018-04-13 13:25:08.970,"Done"
1720,124008,150599,"CF-585",3,2018-04-25 15:08:30.180,"Done"
1720,124766,151517,"CF-592",3,2018-04-27 13:21:23.470,"Done"
1721,124800,151612,"CF-598",3,2018-05-21 09:32:48.143,"Done"
1818,124804,151620,"CF-599",3,2018-09-14 09:07:38.040,"Done"
1892,124804,151620,"CF-599",3,2018-09-14 09:07:38.040,"Done"
1721,126456,152997,"CF-622",3,2018-05-02 16:04:21.906,"Done"
1721,126755,153641,"CF-624",3,2018-06-29 15:10:15.756,"Done"
1818,126755,153641,"CF-624",3,2018-06-29 15:10:15.756,"Done"
1721,128837,155741,"CF-685",3,2018-05-02 15:56:46.823,"Done"
1818,129851,156869,"CF-695",3,2018-06-08 13:23:16.680,"Done"
1818,130167,157374,"CF-700",3,2018-06-08 13:33:49.053,"Done"
1818,130798,157765,"CF-709",3,2018-05-25 11:02:23.586,"Done"
1818,132280,159247,"CF-720",3,2018-05-24 09:34:50.890,"Done"
1818,132872,159940,"CF-746",3,2018-05-25 12:59:16.370,"Done"
2058,157616,189939,"CF-1041",3,2018-08-06 14:52:54.570,"Done"
2059,162636,195412,"CF-1088",3,2018-08-16 13:41:35.340,"Done"
2181,163572,197009,"CF-1102",3,2018-09-14 09:49:13.953,"Done"
2180,164207,197293,"CF-1116",3,2018-08-24 19:53:46.970,"Done"
2180,164212,197295,"CF-1117",3,2018-08-24 19:53:37.720,"Done"
2180,164746,198012,"CF-1120",3,2018-08-23 09:04:21.326,"Done"
2059,165579,198747,"CF-1133",3,2018-08-16 13:23:28.396,"Done"
2271,170562,204508,"CF-1166",3,2018-09-28 12:15:03.080,"Done"
2321,170805,204475,"CF-1176",3,2018-10-08 09:48:02.470,"Done"
2321,178311,212462,"CF-1252",3,2018-10-08 08:54:07.850,"Done"
2322,180096,214422,"CF-1276",3,2018-10-30 16:10:09.006,"Done"
2321,181647,215863,"CF-1297",3,2018-10-26 09:32:24.863,"Done"
2321,181653,215865,"CF-1299",3,2018-10-31 15:14:22.246,"Done"
2322,181905,216227,"CF-1302",3,2018-10-23 16:02:11.006,"Done"
2321,182001,216418,"CF-1306",3,2018-10-12 13:57:35.070,"Done"
2322,133938,161284,"CF-757",3,2018-10-22 11:52:14.346,"Done"
1818,133969,161447,"CF-758",3,2018-05-25 10:38:49.413,"Done"
2322,133991,161462,"CF-765",3,2018-10-18 14:03:56.270,"Done"
1818,133994,161466,"CF-770",3,2018-05-25 10:26:01.106,"Done"
1818,134304,161824,"CF-778",3,2018-05-25 10:47:48.936,"Done"
1819,136196,163919,"CF-797",3,2018-05-30 09:30:42.663,"Done"
1892,136226,163797,"CF-802",3,2018-06-14 09:50:42.333,"Done"
1892,141512,169838,"CF-871",3,2018-07-20 17:27:15.866,"Done"
2321,145487,174021,"CF-905",3,2018-10-15 10:05:04.396,"Done"
1941,148709,177255,"CF-940",3,2018-07-23 10:37:29.206,"Done"
2271,156661,188317,"CF-1014",3,2018-09-27 21:52:11.543,"Done"
2271,156663,188316,"CF-1013",3,2018-09-24 12:03:25.296,"Done"
2271,156664,188318,"CF-1015",3,2018-09-27 13:23:40.516,"Done"
2181,156665,188319,"CF-1016",3,2018-09-11 22:23:46.740,"Done"
2271,163974,197212,"CF-1108",3,2018-09-17 16:09:17.376,"Done"
2180,164752,198018,"CF-1124",3,2018-08-21 20:50:59.556,"Done"
2180,166052,199339,"CF-1136",3,2018-08-29 10:49:05.056,"Done"
2181,170507,204273,"CF-1165",3,2018-09-14 10:49:04.133,"Done"
2321,174900,209064,"CF-1206",3,2018-10-08 14:34:46.000,"Done"
2322,180853,215095,"CF-1291",3,2018-10-23 20:10:32.940,"Done"
2322,183780,218518,"CF-1351",3,2018-10-23 20:10:57.440,"Done"
1941,103902,128842,"CF-250",3,2018-07-20 16:51:13.406,"Done"
1621,104108,129116,"CF-292",3,2018-03-28 15:44:32.316,"Done"
1662,105772,130853,"CF-345",3,2018-04-13 16:32:18.170,"Done"
1621,112588,138012,"CF-451",3,2018-04-13 13:32:08.300,"Done"
1534,116590,142405,"CF-475",3,2018-03-16 13:24:12.936,"Done"
1534,117610,144005,"CF-500",3,2018-03-30 13:30:13.456,"Done"
1621,117610,144005,"CF-500",3,2018-03-30 13:30:13.456,"Done"
1662,118137,144451,"CF-504",3,2018-04-13 13:57:02.766,"Done"
1621,119138,145475,"CF-525",3,2018-04-02 09:50:12.656,"Done"
1818,124800,151612,"CF-598",3,2018-05-21 09:32:48.143,"Done"
1819,124804,151620,"CF-599",3,2018-09-14 09:07:38.040,"Done"
1720,126796,153598,"CF-636",3,2018-04-30 11:41:13.990,"Done"
1819,127291,154243,"CF-656",3,2018-06-08 13:40:03.490,"Done"
1721,129816,157014,"CF-693",3,2018-05-11 09:59:45.540,"Done"
1721,129851,156869,"CF-695",3,2018-06-08 13:23:16.680,"Done"
1721,130167,157374,"CF-700",3,2018-06-08 13:33:49.053,"Done"
1819,132385,159394,"CF-731",3,2018-06-12 09:16:06.100,"Done"
1819,133985,161458,"CF-761",3,2018-06-27 10:12:51.086,"Done"
1819,133989,161460,"CF-763",3,2018-10-31 13:03:51.896,"Done"
1819,135018,162631,"CF-783",3,2018-06-07 15:10:14.440,"Done"
1819,136226,163797,"CF-802",3,2018-06-14 09:50:42.333,"Done"
2059,148423,176592,"CF-936",3,2018-08-14 13:59:16.110,"Done"
2181,152129,181702,"CF-972",3,2018-09-06 13:42:20.146,"Done"
2058,157027,188682,"CF-1025",3,2018-07-24 14:11:12.010,"Done"
2180,164111,197268,"CF-1111",3,2018-08-24 13:49:06.576,"Done"
2180,164747,198013,"CF-1121",3,2018-08-21 20:51:13.976,"Done"
2180,166045,199338,"CF-1135",3,2018-08-29 14:33:51.250,"Done"
2181,170684,204431,"CF-1168",3,2018-09-06 13:03:42.703,"Done"
2181,170688,204434,"CF-1169",3,2018-09-10 09:36:33.986,"Done"
2181,170696,204439,"CF-1170",3,2018-09-11 20:32:27.863,"Done"
2322,181750,216104,"CF-1301",3,2018-10-23 20:11:24.020,"Done"
2321,184512,218993,"CF-1355",3,2018-10-18 08:30:35.363,"Done"
1621,104672,129399,"CF-322",3,2018-04-27 13:34:51.763,"Done"
1662,104672,129399,"CF-322",3,2018-04-27 13:34:51.763,"Done"
1720,104672,129399,"CF-322",3,2018-04-27 13:34:51.763,"Done"
1533,104972,130171,"CF-330",3,2018-03-16 13:21:31.710,"Done"
1533,107066,132350,"CF-378",3,2018-02-19 09:57:35.663,"Done"
2271,110215,135616,"CF-430",3,2018-09-27 12:40:02.146,"Done"
1621,113586,139135,"CF-467",3,2018-03-27 16:28:46.626,"Done"
1534,117202,143281,"CF-494",3,2018-03-16 13:28:44.100,"Done"
1534,117553,143829,"CF-498",3,2018-03-30 13:18:44.436,"Done"
1621,117553,143829,"CF-498",3,2018-03-30 13:18:44.436,"Done"
1662,118236,144529,"CF-513",3,2018-04-02 12:20:32.180,"Done"
1662,124800,151612,"CF-598",3,2018-05-21 09:32:48.143,"Done"
1662,125692,152510,"CF-610",3,2018-04-25 09:18:34.036,"Done"
1720,125692,152510,"CF-610",3,2018-04-25 09:18:34.036,"Done"
1720,126755,153641,"CF-624",3,2018-06-29 15:10:15.756,"Done"
1819,126755,153641,"CF-624",3,2018-06-29 15:10:15.756,"Done"
1818,126823,153767,"CF-640",3,2018-05-23 09:48:46.476,"Done"
1819,132386,159395,"CF-732",3,2018-06-08 08:48:40.623,"Done"
1818,133838,161308,"CF-754",3,2018-06-07 09:48:59.826,"Done"
1892,133985,161458,"CF-761",3,2018-06-27 10:12:51.086,"Done"
1940,133985,161458,"CF-761",3,2018-06-27 10:12:51.086,"Done"
1892,133989,161460,"CF-763",3,2018-10-31 13:03:51.896,"Done"
1819,138303,166030,"CF-821",3,2018-06-08 13:08:20.473,"Done"
2058,145704,174201,"CF-906",3,2018-08-01 12:37:07.966,"Done"
2180,147835,176466,"CF-917",3,2018-08-22 15:50:41.466,"Done"
1940,148709,177255,"CF-940",3,2018-07-23 10:37:29.206,"Done"
2078,148709,177255,"CF-940",3,2018-07-23 10:37:29.206,"Done"
2059,149748,178840,"CF-960",3,2018-08-15 20:55:41.376,"Done"
2059,150631,179481,"CF-965",3,2018-08-06 19:55:52.846,"Done"
1941,153128,182549,"CF-995",3,2018-07-13 12:34:12.880,"Done"
2181,156619,188028,"CF-1011",3,2018-09-06 13:06:06.796,"Done"
2058,157018,188676,"CF-1019",3,2018-07-31 15:38:32.146,"Done"
2058,157023,188680,"CF-1023",3,2018-08-06 11:42:20.740,"Done"
2180,162652,195417,"CF-1090",3,2018-08-28 09:25:09.553,"Done"
2059,162653,195418,"CF-1091",3,2018-08-17 13:52:57.686,"Done"
2180,164199,197292,"CF-1115",3,2018-08-24 18:01:19.203,"Done"
2059,164744,198010,"CF-1119",3,2018-08-15 23:06:08.986,"Done"
2180,168886,202446,"CF-1158",3,2018-08-28 20:23:28.363,"Done"
2181,168907,202449,"CF-1159",3,2018-09-10 15:34:41.333,"Done"
2181,170701,204440,"CF-1171",3,2018-09-11 22:23:38.693,"Done"
2321,170802,204472,"CF-1174",3,2018-10-10 15:51:27.476,"Done"
2322,179566,214009,"CF-1264",3,2018-10-18 09:46:32.773,"Done"
2321,181025,215427,"CF-1292",3,2018-10-12 13:44:06.276,"Done"
2322,181647,215863,"CF-1297",3,2018-10-26 09:32:24.863,"Done"
2321,181652,215864,"CF-1298",3,2018-10-17 14:07:04.976,"Done"
2322,181653,215865,"CF-1299",3,2018-10-31 15:14:22.246,"Done"
2321,181999,216416,"CF-1304",3,2018-10-10 14:47:01.113,"Done"
1662,104056,128932,"CF-272",2,2018-04-11 12:33:37.630,"Done"
1534,105771,130851,"CF-343",2,2018-03-20 11:43:54.086,"Done"
1621,105771,130851,"CF-343",2,2018-03-20 11:43:54.086,"Done"
1534,110411,135698,"CF-432",2,2018-03-13 18:03:37.516,"Done"
1892,112817,138161,"CF-462",2,2018-06-22 13:10:43.776,"Done"
1621,119137,145474,"CF-524",2,2018-03-20 14:12:49.160,"Done"
1721,125821,152623,"CF-611",2,2018-05-10 15:12:54.616,"Done"
1720,126424,152984,"CF-620",2,2018-04-17 08:57:07.563,"Done"
1720,126756,153643,"CF-625",2,2018-05-01 16:29:49.786,"Done"
1720,126770,153650,"CF-631",2,2018-04-27 13:58:04.860,"Done"
1819,130177,157163,"CF-703",2,2018-06-20 13:49:58.490,"Done"
1721,130218,157173,"CF-704",2,2018-05-11 13:08:56.270,"Done"
1721,131265,158427,"CF-715",2,2018-05-08 16:30:03.000,"Done"
1818,134040,161742,"CF-776",2,2018-05-17 16:26:01.710,"Done"
1819,136230,164000,"CF-805",2,2018-06-07 15:07:09.173,"Done"
1940,145348,173088,"CF-892",2,2018-06-29 11:24:40.600,"Done"
2322,145393,173186,"CF-900",2,2018-10-31 15:13:26.073,"Done"
1892,146329,174924,"CF-910",2,2018-10-16 10:37:36.006,"Done"
2058,156872,188630,"CF-1017",2,2018-07-30 12:03:23.123,"Done"
1533,104056,128932,"CF-272",2,2018-04-11 12:33:37.630,"Done"
1621,112761,138069,"CF-456",2,2018-03-23 11:32:16.260,"Done"
1621,112817,138161,"CF-462",2,2018-06-22 13:10:43.776,"Done"
