DW Unique Issue ID,DaysToIP,Range,Issue Key,Issue Created,Project Key,Assignment_StoryPoint_dt,Baseline_dt,Staus_Change_dt
130218,1,"0-7 days","CF-704",2018-04-27 00:00:00.000,"CF",2018-04-30 00:00:00.000,"4/30/2018",2018-05-01 00:00:00.000
130252,3,"0-7 days","CF-705",2018-04-27 00:00:00.000,"CF",2018-04-27 00:00:00.000,"4/27/2018",2018-04-30 00:00:00.000
130739,0,"0-7 days","CF-707",2018-04-30 00:00:00.000,"CF",2018-04-30 00:00:00.000,"4/30/2018",2018-04-30 00:00:00.000
131257,0,"0-7 days","CF-714",2018-05-01 00:00:00.000,"CF",2018-05-02 00:00:00.000,"5/2/2018",2018-05-02 00:00:00.000
131265,0,"0-7 days","CF-715",2018-05-01 00:00:00.000,"CF",2018-05-02 00:00:00.000,"5/2/2018",2018-05-02 00:00:00.000
132259,0,"0-7 days","CF-719",2018-05-04 00:00:00.000,"CF",2018-05-04 00:00:00.000,"5/4/2018",2018-05-04 00:00:00.000
132872,3,"0-7 days","CF-746",2018-05-07 00:00:00.000,"CF",2018-05-11 00:00:00.000,"5/11/2018",2018-05-14 00:00:00.000
133838,3,"0-7 days","CF-754",2018-05-10 00:00:00.000,"CF",2018-05-11 00:00:00.000,"5/11/2018",2018-05-14 00:00:00.000
133969,3,"0-7 days","CF-758",2018-05-10 00:00:00.000,"CF",2018-05-11 00:00:00.000,"5/11/2018",2018-05-14 00:00:00.000
133994,0,"0-7 days","CF-770",2018-05-10 00:00:00.000,"CF",2018-05-14 00:00:00.000,"5/14/2018",2018-05-14 00:00:00.000
134037,3,"0-7 days","CF-773",2018-05-10 00:00:00.000,"CF",2018-05-11 00:00:00.000,"5/11/2018",2018-05-14 00:00:00.000
134040,3,"0-7 days","CF-776",2018-05-10 00:00:00.000,"CF",2018-05-11 00:00:00.000,"5/11/2018",2018-05-14 00:00:00.000
134183,3,"0-7 days","CF-777",2018-05-11 00:00:00.000,"CF",2018-05-11 00:00:00.000,"5/11/2018",2018-05-14 00:00:00.000
134304,0,"0-7 days","CF-778",2018-05-11 00:00:00.000,"CF",2018-05-14 00:00:00.000,"5/14/2018",2018-05-14 00:00:00.000
135018,0,"0-7 days","CF-783",2018-05-15 00:00:00.000,"CF",2018-05-29 00:00:00.000,"5/29/2018",2018-05-29 00:00:00.000
136228,4,"0-7 days","CF-804",2018-05-18 00:00:00.000,"CF",2018-05-25 00:00:00.000,"5/25/2018",2018-05-29 00:00:00.000
136230,4,"0-7 days","CF-805",2018-05-18 00:00:00.000,"CF",2018-05-25 00:00:00.000,"5/25/2018",2018-05-29 00:00:00.000
137153,4,"0-7 days","CF-816",2018-05-22 00:00:00.000,"CF",2018-05-25 00:00:00.000,"5/25/2018",2018-05-29 00:00:00.000
138303,4,"0-7 days","CF-821",2018-05-25 00:00:00.000,"CF",2018-05-25 00:00:00.000,"5/25/2018",2018-05-29 00:00:00.000
138343,7,"0-7 days","CF-826",2018-05-25 00:00:00.000,"CF",2018-05-25 00:00:00.000,"5/25/2018",2018-06-01 00:00:00.000
138370,4,"0-7 days","CF-828",2018-05-25 00:00:00.000,"CF",2018-05-25 00:00:00.000,"5/25/2018",2018-05-29 00:00:00.000
138372,4,"0-7 days","CF-829",2018-05-25 00:00:00.000,"CF",2018-05-25 00:00:00.000,"5/25/2018",2018-05-29 00:00:00.000
141472,6,"0-7 days","CF-863",2018-06-08 00:00:00.000,"CF",,"6/8/2018",2018-06-14 00:00:00.000
141485,5,"0-7 days","CF-868",2018-06-08 00:00:00.000,"CF",2018-06-08 00:00:00.000,"6/8/2018",2018-06-13 00:00:00.000
141512,6,"0-7 days","CF-871",2018-06-08 00:00:00.000,"CF",2018-06-08 00:00:00.000,"6/8/2018",2018-06-14 00:00:00.000
141513,6,"0-7 days","CF-872",2018-06-08 00:00:00.000,"CF",2018-06-08 00:00:00.000,"6/8/2018",2018-06-14 00:00:00.000
143104,3,"0-7 days","CF-876",2018-06-11 00:00:00.000,"CF",2018-06-11 00:00:00.000,"6/11/2018",2018-06-14 00:00:00.000
143105,4,"0-7 days","CF-877",2018-06-11 00:00:00.000,"CF",2018-06-11 00:00:00.000,"6/11/2018",2018-06-15 00:00:00.000
145348,3,"0-7 days","CF-892",2018-06-14 00:00:00.000,"CF",2018-06-22 00:00:00.000,"6/22/2018",2018-06-25 00:00:00.000
146329,0,"0-7 days","CF-910",2018-06-18 00:00:00.000,"CF",2018-06-19 00:00:00.000,"6/19/2018",2018-06-19 00:00:00.000
148221,6,"0-7 days","CF-921",2018-06-22 00:00:00.000,"CF",2018-06-22 00:00:00.000,"6/22/2018",2018-06-28 00:00:00.000
148256,3,"0-7 days","CF-924",2018-06-22 00:00:00.000,"CF",2018-06-22 00:00:00.000,"6/22/2018",2018-06-25 00:00:00.000
148259,3,"0-7 days","CF-922",2018-06-22 00:00:00.000,"CF",2018-06-22 00:00:00.000,"6/22/2018",2018-06-25 00:00:00.000
148260,3,"0-7 days","CF-923",2018-06-22 00:00:00.000,"CF",2018-06-22 00:00:00.000,"6/22/2018",2018-06-25 00:00:00.000
148282,3,"0-7 days","CF-928",2018-06-22 00:00:00.000,"CF",2018-06-22 00:00:00.000,"6/22/2018",2018-06-25 00:00:00.000
148283,0,"0-7 days","CF-926",2018-06-22 00:00:00.000,"CF",,"6/22/2018",2018-06-22 00:00:00.000
148285,3,"0-7 days","CF-927",2018-06-22 00:00:00.000,"CF",2018-06-22 00:00:00.000,"6/22/2018",2018-06-25 00:00:00.000
148709,0,"0-7 days","CF-940",2018-06-25 00:00:00.000,"CF",2018-06-25 00:00:00.000,"6/25/2018",2018-06-25 00:00:00.000
149205,0,"0-7 days","CF-943",2018-06-26 00:00:00.000,"CF",2018-06-27 00:00:00.000,"6/27/2018",2018-06-27 00:00:00.000
149700,0,"0-7 days","CF-956",2018-06-27 00:00:00.000,"CF",2018-06-29 00:00:00.000,"6/29/2018",2018-06-29 00:00:00.000
152294,0,"0-7 days","CF-982",2018-07-06 00:00:00.000,"CF",2018-10-01 00:00:00.000,"10/1/2018",2018-10-01 00:00:00.000
152669,5,"0-7 days","CF-993",2018-07-06 00:00:00.000,"CF",2018-10-13 00:00:00.000,"10/13/2018",2018-10-18 00:00:00.000
152674,4,"0-7 days","CF-992",2018-07-06 00:00:00.000,"CF",2018-08-03 00:00:00.000,"8/3/2018",2018-08-07 00:00:00.000
154659,0,"0-7 days","CF-1002",2018-07-12 00:00:00.000,"CF",2018-07-13 00:00:00.000,"7/13/2018",2018-07-13 00:00:00.000
156084,3,"0-7 days","CF-1006",2018-07-17 00:00:00.000,"CF",2018-07-20 00:00:00.000,"7/20/2018",2018-07-23 00:00:00.000
156245,6,"0-7 days","CF-1008",2018-07-17 00:00:00.000,"CF",,"7/17/2018",2018-07-23 00:00:00.000
156872,3,"0-7 days","CF-1017",2018-07-19 00:00:00.000,"CF",2018-07-20 00:00:00.000,"7/20/2018",2018-07-23 00:00:00.000
157018,3,"0-7 days","CF-1019",2018-07-19 00:00:00.000,"CF",2018-07-20 00:00:00.000,"7/20/2018",2018-07-23 00:00:00.000
157019,3,"0-7 days","CF-1020",2018-07-19 00:00:00.000,"CF",2018-07-20 00:00:00.000,"7/20/2018",2018-07-23 00:00:00.000
157022,3,"0-7 days","CF-1022",2018-07-19 00:00:00.000,"CF",2018-07-20 00:00:00.000,"7/20/2018",2018-07-23 00:00:00.000
157024,3,"0-7 days","CF-1021",2018-07-19 00:00:00.000,"CF",2018-07-20 00:00:00.000,"7/20/2018",2018-07-23 00:00:00.000
157025,3,"0-7 days","CF-1026",2018-07-19 00:00:00.000,"CF",2018-07-20 00:00:00.000,"7/20/2018",2018-07-23 00:00:00.000
157026,4,"0-7 days","CF-1024",2018-07-19 00:00:00.000,"CF",2018-07-20 00:00:00.000,"7/20/2018",2018-07-24 00:00:00.000
157027,3,"0-7 days","CF-1025",2018-07-19 00:00:00.000,"CF",2018-07-20 00:00:00.000,"7/20/2018",2018-07-23 00:00:00.000
157616,0,"0-7 days","CF-1041",2018-07-23 00:00:00.000,"CF",2018-07-23 00:00:00.000,"7/23/2018",2018-07-23 00:00:00.000
159794,5,"0-7 days","CF-1052",2018-07-27 00:00:00.000,"CF",2018-08-10 00:00:00.000,"8/10/2018",2018-08-15 00:00:00.000
160238,0,"0-7 days","CF-1063",2018-07-30 00:00:00.000,"CF",2018-07-31 00:00:00.000,"7/31/2018",2018-07-31 00:00:00.000
161354,0,"0-7 days","CF-1079",2018-08-01 00:00:00.000,"CF",2018-08-10 00:00:00.000,"8/10/2018",2018-08-10 00:00:00.000
161355,5,"0-7 days","CF-1080",2018-08-01 00:00:00.000,"CF",2018-08-10 00:00:00.000,"8/10/2018",2018-08-15 00:00:00.000
162636,1,"0-7 days","CF-1088",2018-08-06 00:00:00.000,"CF",2018-08-06 00:00:00.000,"8/6/2018",2018-08-07 00:00:00.000
162653,6,"0-7 days","CF-1091",2018-08-06 00:00:00.000,"CF",2018-08-10 00:00:00.000,"8/10/2018",2018-08-16 00:00:00.000
164737,0,"0-7 days","CF-1118",2018-08-10 00:00:00.000,"CF",2018-08-10 00:00:00.000,"8/10/2018",2018-08-10 00:00:00.000
164744,0,"0-7 days","CF-1119",2018-08-10 00:00:00.000,"CF",,"8/10/2018",2018-08-10 00:00:00.000
165028,0,"0-7 days","CF-1125",2018-08-13 00:00:00.000,"CF",2018-08-13 00:00:00.000,"8/13/2018",2018-08-13 00:00:00.000
165579,0,"0-7 days","CF-1133",2018-08-14 00:00:00.000,"CF",2018-08-14 00:00:00.000,"8/14/2018",2018-08-14 00:00:00.000
166045,6,"0-7 days","CF-1135",2018-08-15 00:00:00.000,"CF",2018-08-23 00:00:00.000,"8/23/2018",2018-08-29 00:00:00.000
166052,4,"0-7 days","CF-1136",2018-08-15 00:00:00.000,"CF",2018-08-23 00:00:00.000,"8/23/2018",2018-08-27 00:00:00.000
166739,3,"0-7 days","CF-1149",2018-08-16 00:00:00.000,"CF",2018-08-17 00:00:00.000,"8/17/2018",2018-08-20 00:00:00.000
166764,3,"0-7 days","CF-1150",2018-08-16 00:00:00.000,"CF",2018-08-17 00:00:00.000,"8/17/2018",2018-08-20 00:00:00.000
166784,3,"0-7 days","CF-1151",2018-08-16 00:00:00.000,"CF",2018-08-17 00:00:00.000,"8/17/2018",2018-08-20 00:00:00.000
166786,3,"0-7 days","CF-1152",2018-08-16 00:00:00.000,"CF",2018-08-17 00:00:00.000,"8/17/2018",2018-08-20 00:00:00.000
166818,3,"0-7 days","CF-1153",2018-08-16 00:00:00.000,"CF",2018-08-17 00:00:00.000,"8/17/2018",2018-08-20 00:00:00.000
168886,3,"0-7 days","CF-1158",2018-08-23 00:00:00.000,"CF",2018-08-24 00:00:00.000,"8/24/2018",2018-08-27 00:00:00.000
170507,6,"0-7 days","CF-1165",2018-08-29 00:00:00.000,"CF",2018-08-30 00:00:00.000,"8/30/2018",2018-09-05 00:00:00.000
170684,7,"0-7 days","CF-1168",2018-08-29 00:00:00.000,"CF",,"8/29/2018",2018-09-05 00:00:00.000
170688,7,"0-7 days","CF-1169",2018-08-29 00:00:00.000,"CF",,"8/29/2018",2018-09-05 00:00:00.000
170696,7,"0-7 days","CF-1170",2018-08-29 00:00:00.000,"CF",,"8/29/2018",2018-09-05 00:00:00.000
170701,7,"0-7 days","CF-1171",2018-08-29 00:00:00.000,"CF",,"8/29/2018",2018-09-05 00:00:00.000
172383,3,"0-7 days","CF-1182",2018-09-06 00:00:00.000,"CF",2018-09-14 00:00:00.000,"9/14/2018",2018-09-17 00:00:00.000
174685,4,"0-7 days","CF-1204",2018-09-13 00:00:00.000,"CF",2018-09-13 00:00:00.000,"9/13/2018",2018-09-17 00:00:00.000
174686,4,"0-7 days","CF-1205",2018-09-13 00:00:00.000,"CF",2018-09-13 00:00:00.000,"9/13/2018",2018-09-17 00:00:00.000
176053,1,"0-7 days","CF-1219",2018-09-18 00:00:00.000,"CF",,"9/18/2018",2018-09-19 00:00:00.000
176363,5,"0-7 days","CF-1224",2018-09-19 00:00:00.000,"CF",2018-09-26 00:00:00.000,"9/26/2018",2018-10-01 00:00:00.000
176768,0,"0-7 days","CF-1231",2018-09-20 00:00:00.000,"CF",2018-10-01 00:00:00.000,"10/1/2018",2018-10-01 00:00:00.000
178311,0,"0-7 days","CF-1252",2018-09-25 00:00:00.000,"CF",2018-10-01 00:00:00.000,"10/1/2018",2018-10-01 00:00:00.000
179269,0,"0-7 days","CF-1259",2018-09-27 00:00:00.000,"CF",2018-10-01 00:00:00.000,"10/1/2018",2018-10-01 00:00:00.000
179403,3,"0-7 days","CF-1262",2018-09-28 00:00:00.000,"CF",2018-09-28 00:00:00.000,"9/28/2018",2018-10-01 00:00:00.000
179535,3,"0-7 days","CF-1263",2018-09-28 00:00:00.000,"CF",2018-09-28 00:00:00.000,"9/28/2018",2018-10-01 00:00:00.000
179566,4,"0-7 days","CF-1264",2018-09-28 00:00:00.000,"CF",2018-10-12 00:00:00.000,"10/12/2018",2018-10-16 00:00:00.000
180779,4,"0-7 days","CF-1288",2018-10-03 00:00:00.000,"CF",2018-10-12 00:00:00.000,"10/12/2018",2018-10-16 00:00:00.000
181025,5,"0-7 days","CF-1292",2018-10-03 00:00:00.000,"CF",2018-10-05 00:00:00.000,"10/5/2018",2018-10-10 00:00:00.000
181037,4,"0-7 days","CF-1293",2018-10-03 00:00:00.000,"CF",2018-10-12 00:00:00.000,"10/12/2018",2018-10-16 00:00:00.000
181370,0,"0-7 days","CF-1295",2018-10-04 00:00:00.000,"CF",,"10/4/2018",2018-10-04 00:00:00.000
181647,5,"0-7 days","CF-1297",2018-10-05 00:00:00.000,"CF",,"10/5/2018",2018-10-10 00:00:00.000
181653,5,"0-7 days","CF-1299",2018-10-05 00:00:00.000,"CF",,"10/5/2018",2018-10-10 00:00:00.000
182001,0,"0-7 days","CF-1306",2018-10-08 00:00:00.000,"CF",2018-10-10 00:00:00.000,"10/10/2018",2018-10-10 00:00:00.000
183490,4,"0-7 days","CF-1326",2018-10-11 00:00:00.000,"CF",2018-10-12 00:00:00.000,"10/12/2018",2018-10-16 00:00:00.000
184512,0,"0-7 days","CF-1355",2018-10-15 00:00:00.000,"CF",2018-10-16 00:00:00.000,"10/16/2018",2018-10-16 00:00:00.000
185447,0,"0-7 days","CF-1363",2018-10-17 00:00:00.000,"CF",2018-10-24 00:00:00.000,"10/24/2018",2018-10-24 00:00:00.000
186585,0,"0-7 days","CF-1379",2018-10-22 00:00:00.000,"CF",2018-11-02 00:00:00.000,"11/2/2018",2018-11-02 00:00:00.000
186659,6,"0-7 days","CF-1380",2018-10-22 00:00:00.000,"CF",2018-10-26 00:00:00.000,"10/26/2018",2018-11-01 00:00:00.000
187362,6,"0-7 days","CF-1386",2018-10-24 00:00:00.000,"CF",2018-10-26 00:00:00.000,"10/26/2018",2018-11-01 00:00:00.000
189222,0,"0-7 days","CF-1401",2018-10-30 00:00:00.000,"CF",2018-10-30 00:00:00.000,"10/30/2018",2018-10-30 00:00:00.000
190177,0,"0-7 days","CF-1412",2018-11-01 00:00:00.000,"CF",2018-11-02 00:00:00.000,"11/2/2018",2018-11-02 00:00:00.000
99820,99,"Over 90 days","CF-14",2017-12-06 00:00:00.000,"CF",2018-03-14 00:00:00.000,"3/14/2018",2018-06-21 00:00:00.000
99822,131,"Over 90 days","CF-16",2017-12-06 00:00:00.000,"CF",2018-03-14 00:00:00.000,"3/14/2018",2018-07-23 00:00:00.000
99825,131,"Over 90 days","CF-20",2017-12-06 00:00:00.000,"CF",2018-03-14 00:00:00.000,"3/14/2018",2018-07-23 00:00:00.000
99831,131,"Over 90 days","CF-13",2017-12-06 00:00:00.000,"CF",2018-03-14 00:00:00.000,"3/14/2018",2018-07-23 00:00:00.000
99832,99,"Over 90 days","CF-18",2017-12-06 00:00:00.000,"CF",2018-03-14 00:00:00.000,"3/14/2018",2018-06-21 00:00:00.000
104785,11,"08-14 days","CF-323",2018-01-11 00:00:00.000,"CF",2018-03-01 00:00:00.000,"3/1/2018",2018-03-12 00:00:00.000
104802,140,"Over 90 days","CF-325",2018-01-11 00:00:00.000,"CF",2018-03-22 00:00:00.000,"3/22/2018",2018-08-09 00:00:00.000
110215,129,"Over 90 days","CF-430",2018-02-07 00:00:00.000,"CF",2018-05-11 00:00:00.000,"5/11/2018",2018-09-17 00:00:00.000
110411,12,"08-14 days","CF-432",2018-02-08 00:00:00.000,"CF",2018-03-01 00:00:00.000,"3/1/2018",2018-03-13 00:00:00.000
112580,11,"08-14 days","CF-449",2018-02-16 00:00:00.000,"CF",2018-03-01 00:00:00.000,"3/1/2018",2018-03-12 00:00:00.000
112584,15,"15-21 days","CF-450",2018-02-16 00:00:00.000,"CF",2018-03-01 00:00:00.000,"3/1/2018",2018-03-16 00:00:00.000
113586,14,"08-14 days","CF-467",2018-02-22 00:00:00.000,"CF",2018-03-09 00:00:00.000,"3/9/2018",2018-03-23 00:00:00.000
114787,10,"08-14 days","CF-470",2018-02-28 00:00:00.000,"CF",2018-03-09 00:00:00.000,"3/9/2018",2018-03-19 00:00:00.000
116712,40,"29-42 days","CF-477",2018-03-08 00:00:00.000,"CF",2018-03-08 00:00:00.000,"3/8/2018",2018-04-17 00:00:00.000
116713,54,"43-60 days","CF-478",2018-03-08 00:00:00.000,"CF",2018-03-08 00:00:00.000,"3/8/2018",2018-05-01 00:00:00.000
116718,14,"08-14 days","CF-479",2018-03-08 00:00:00.000,"CF",2018-03-08 00:00:00.000,"3/8/2018",2018-03-22 00:00:00.000
118137,8,"08-14 days","CF-504",2018-03-14 00:00:00.000,"CF",2018-03-14 00:00:00.000,"3/14/2018",2018-03-22 00:00:00.000
118213,8,"08-14 days","CF-509",2018-03-14 00:00:00.000,"CF",2018-03-14 00:00:00.000,"3/14/2018",2018-03-22 00:00:00.000
118223,8,"08-14 days","CF-510",2018-03-14 00:00:00.000,"CF",2018-03-14 00:00:00.000,"3/14/2018",2018-03-22 00:00:00.000
118224,8,"08-14 days","CF-512",2018-03-14 00:00:00.000,"CF",2018-03-14 00:00:00.000,"3/14/2018",2018-03-22 00:00:00.000
120697,26,"22-28 days","CF-545",2018-03-22 00:00:00.000,"CF",2018-03-22 00:00:00.000,"3/22/2018",2018-04-17 00:00:00.000
120715,11,"08-14 days","CF-547",2018-03-22 00:00:00.000,"CF",2018-03-22 00:00:00.000,"3/22/2018",2018-04-02 00:00:00.000
120733,82,"61-90 days","CF-548",2018-03-22 00:00:00.000,"CF",2018-03-22 00:00:00.000,"3/22/2018",2018-06-12 00:00:00.000
120740,90,"61-90 days","CF-549",2018-03-22 00:00:00.000,"CF",2018-03-22 00:00:00.000,"3/22/2018",2018-06-20 00:00:00.000
120744,77,"61-90 days","CF-551",2018-03-22 00:00:00.000,"CF",2018-03-30 00:00:00.000,"3/30/2018",2018-06-15 00:00:00.000
122632,15,"15-21 days","CF-564",2018-03-30 00:00:00.000,"CF",2018-04-02 00:00:00.000,"4/2/2018",2018-04-17 00:00:00.000
122650,130,"Over 90 days","CF-566",2018-03-30 00:00:00.000,"CF",2018-04-02 00:00:00.000,"4/2/2018",2018-08-10 00:00:00.000
123083,10,"08-14 days","CF-578",2018-04-02 00:00:00.000,"CF",2018-04-06 00:00:00.000,"4/6/2018",2018-04-16 00:00:00.000
