Prediction,Payment,Residual
21376.996,20773.25,603.74599999999919
21974.46,21622,352.45999999999913
19346.664,20108.75,-762.08599999999933
21222.88,21476.25,-253.36999999999898
19563.87,20475.75,-911.880000000001
21702.852,21449.5,253.35199999999895
21031.09,21288.75,-257.65999999999985
21930.938,22009.5,-78.562000000001717
21288.604,21831.75,-543.14600000000064
19477.047,20162.25,-685.20300000000134
22459.197,22487.25,-28.052999999999884
21474.3,21404.75,69.549999999999272
19764.658,19394.25,370.40799999999945
21422.635,22028.3333,-605.6983
21592.395,21952.5,-360.10499999999956
19354.63,19687,-332.369999999999
19826.1,20636,-809.90000000000146
20389.951,20953.25,-563.29899999999907
18783.79,18734,49.790000000000873
21369.193,21633.25,-264.0570000000007
21492.828,21500.5,-7.6719999999986612
19935.05,19751,184.04999999999927
19647.309,20452.5,-805.19099999999889
18644.072,18486.6667,157.40529999999853
16873.693,16937,-63.3070000000007
19434.438,19276.3333,158.10469999999987
21210.338,21443.25,-232.91200000000026
21780.516,21511.5,269.01599999999962
18990.541,20154.75,-1164.2089999999989
20412.852,20292.25,120.60199999999895
19283.78,19617.25,-333.47000000000116
18849.955,18928.3333,-78.378299999996671
22939.77,22974.75,-34.979999999999563
21725.506,21960,-234.49399999999878
21239.252,21304.25,-64.997999999999593
19266.453,20885,-1618.5469999999987
21892.61,22070.5,-177.88999999999942
21122.465,21067.25,55.215000000000146
21396.395,21082.3333,314.061700000002
21489.504,22096,-606.49599999999919
21547.674,21122.25,425.42399999999907
22383.434,22349,34.434000000001106
19709.479,16760.5,2948.9789999999994
18691.297,18571,120.29699999999866
21810.594,21647.75,162.84400000000096
22800.033,22850,-49.967000000000553
21442.697,21713.5,-270.80299999999988
22019.764,22183.75,-163.98600000000081
22182.209,21781.25,400.95899999999892
21774.314,21877.75,-103.43600000000151
20892.688,20838.3333,54.354699999999866
22836.895,22838,-1.1049999999995634
19101.629,20371.5,-1269.8709999999992
19799.45,20160.25,-360.79999999999927
19247.443,20293,-1045.5570000000007
18092.697,17196,896.69700000000012
18509.393,19302.5,-793.107
18654.15,18725.3333,-71.183299999996962
20748.078,20904.75,-156.67199999999866
22528.105,23036.25,-508.14500000000044
23217.436,23565.3333,-347.8972999999969
21605.564,21510.75,94.813999999998487
19338.828,20239.5,-900.67199999999866
20795.16,21220,-424.84000000000015
19531.676,20599.5,-1067.8240000000005
22456.258,22807.5,-351.24199999999837
19926.086,20302,-375.91400000000067
19396.27,18392.6667,1003.6032999999989
21289.121,21178.25,110.87099999999919
19457.941,20076.5,-618.55900000000111
18899.945,19989.25,-1089.3050000000003
20572.213,20532,40.212999999999738
18207.629,17288.3333,919.2957000000024
19844.697,20438,-593.30299999999988
24098.613,24046,52.613000000001193
21037.463,21963.75,-926.28700000000026
20350.172,20470.5,-120.32800000000134
19757.225,20632,-874.77500000000146
19722.547,20764.3333,-1041.7862999999998
21711.4,21864.75,-153.34999999999854
22886.256,23094,-207.74399999999878
18889.342,20469.75,-1580.4079999999994
21826.463,21697.75,128.71299999999974
21147.115,21277.75,-130.6349999999984
21995.602,22403.25,-407.64800000000105
22336.316,21760.3333,575.98270000000048
22451.088,22579,-127.91200000000026
23208.32,23425.6667,-217.34670000000187
18795.346,20529.25,-1733.9039999999986
21307.863,21242,65.8630000000012
18733.895,18248.6667,485.22829999999885
22744.432,22755.75,-11.317999999999302
19818.986,20757.75,-938.76399999999921
20837.7,20972.6667,-134.96670000000086
19369.143,19829,-459.85699999999997
21364.277,22396.25,-1031.9730000000018
21888.928,21565,323.92799999999988
20934.004,20510.6667,423.33729999999923
23506.025,23468,38.025000000001455
18174.453,18124.6667,49.786299999999756
21906.33,21783.75,122.58000000000175
18290.992,17348,942.99199999999837
25999.58,26056.25,-56.669999999998254
21485.941,22124,-638.05900000000111
25951.031,25616.6667,334.36429999999746
20695.67,20952.75,-257.08000000000175
19127.268,19896.25,-768.982
18962.004,20864.75,-1902.7459999999992
19000.777,18853,147.77699999999822
19710.752,20054.6667,-343.91470000000118
19412.553,17540.5,1872.0529999999999
22502.98,22983.25,-480.27000000000044
19473.104,20409.25,-936.14600000000064
19452.191,20283.75,-831.55900000000111
19795.137,20533.75,-738.61300000000119
18976.344,20579.75,-1603.405999999999
21294.98,21387.75,-92.770000000000437
22207.824,21976,231.82400000000052
19188.402,18728.5,459.90199999999822
21510.72,21741,-230.27999999999884
22077.143,22300.3333,-223.19029999999839
24996.293,25217.75,-221.45699999999852
19182.264,20826.5,-1644.2360000000008
22953.389,22613,340.38899999999921
21088.05,21077.5,10.549999999999272
19396.195,20284.25,-888.05500000000029
17747.865,17015.3333,732.53170000000318
21946.326,21677.25,269.07600000000093
21306.154,21736.75,-430.59600000000137
23212.32,23161.75,50.569999999999709
22691.031,22534.5,156.53099999999904
21404.871,21220,184.87099999999919
19590.674,20746.5,-1155.8260000000009
19254.844,18207.5,1047.344000000001
19337.965,19302,35.965000000000146
18892.572,20025.25,-1132.6779999999999
20770.744,21045.5,-274.75600000000122
24248.746,24936.25,-687.50400000000081
19118.158,19984.25,-866.09200000000055
16711.375,16997,-285.625
21879.87,21877.5,2.3699999999989814
21220.043,21548.75,-328.70699999999852
23824.17,23970.6667,-146.49670000000333
21485.188,21957.5,-472.31200000000172
21668.18,21949.25,-281.06999999999971
19799.445,21026.5,-1227.0550000000003
20485.197,20631.25,-146.05299999999988
18485.092,18097,388.09200000000055
19144.785,20172.5,-1027.7150000000001
22578.516,23456.25,-877.73400000000038
17985.293,17637,348.29300000000148
21249.764,21145,104.76399999999921
21443.426,20938.5,504.92599999999948
19694.4,19320.25,374.15000000000146
21614.61,21759,-144.38999999999942
20903.836,22026,-1122.1640000000007
22058.648,22135.6667,-77.018700000000536
21768.576,21712.75,55.826000000000931
21310.557,21500,-189.4429999999993
21752.23,22891.6667,-1139.436700000002
21281.57,21708,-426.43000000000029
19221.53,18935.25,286.27999999999884
19287.73,19443.25,-155.52000000000044
21294.158,21527.75,-233.59200000000055
23019.465,23354.75,-335.28499999999985
20860.596,21089.5,-228.90399999999863
17743.21,16955.3333,787.87670000000071
19047.744,21046.5,-1998.7560000000012
17936.91,18529,-592.09000000000015
20483.154,21078,-594.84600000000137
21579.14,22178.25,-599.11000000000058
18121.512,19581,-1459.4880000000012
22003.863,21851,152.86300000000119
23302.432,23299.75,2.6820000000006985
23647.71,24084,-436.29000000000087
22130.45,21929.75,200.70000000000073
19458.822,20851,-1392.1779999999999
22150.895,22320.25,-169.35499999999956
18439.6,20120.5,-1680.9000000000015
17966.398,16988.5,977.898000000001
18765.695,18478.3333,287.36170000000129
18069.1,18200,-130.90000000000146
22884.621,22830.6667,53.9542999999976
20025.787,20468.5,-442.71299999999974
21276.814,21352.5,-75.686000000001513
21072.297,21029,43.296999999998661
21518.092,21655.5,-137.40799999999945
19035.412,20251,-1215.5879999999997
19280.229,20495.25,-1215.0210000000006
19528.031,21066.75,-1538.719000000001
23562.592,23504.3333,58.258700000002136
23247.207,23495.25,-248.04300000000148
22823.38,23053.75,-230.36999999999898
21511.91,21410.25,101.65999999999985
21910.406,22091,-180.59400000000096
18193.004,20224,-2030.9959999999992
20939.574,21098.25,-158.67599999999948
19381.537,18268.6667,1112.8702999999987
19671.01,19725.75,-54.7400000000016
22050.322,21960.3333,89.9887000000017
21072.205,21023.25,48.955000000001746
22899.96,23359.6667,-459.70670000000246
21118.385,19806.25,1312.1349999999984
18346.36,18052,294.36000000000058
21646.201,21183,463.20100000000093
22241.6,22680.25,-438.65000000000146
20058.195,20727.75,-669.55500000000029
22078.365,22369,-290.6349999999984
18628.84,19885.5,-1256.6599999999999
24057.96,25817.75,-1759.7900000000009
19443.889,20036.5,-592.61100000000079
22510.572,22251.6667,258.90529999999853
22981.766,22778.25,203.51599999999962
18572.736,18461.5,111.23600000000079
22540.844,22078,462.84400000000096
21765.57,20707,1058.5699999999997
20579.18,21190.5,-611.31999999999971
22355.297,22435.6667,-80.369700000002922
21462.84,21514.75,-51.909999999999854
21992.123,22245,-252.87700000000041
19234.035,17894,1340.0349999999999
17773.605,17050.5,723.10499999999956
21599.37,21842,-242.63000000000102
23144.8,24552.5,-1407.7000000000007
19592.193,19911.5,-319.3070000000007
20330.463,19365,965.46299999999974
23709.412,23563,146.41200000000026
20082.682,20672.3333,-589.65129999999772
21219.656,21381.75,-162.09400000000096
20887.793,21263,-375.20699999999852
19364.432,20674.5,-1310.0679999999993
21272.012,21714.5,-442.48800000000119
20933.336,21067,-133.66400000000067
22858.082,23045,-186.91800000000148
21813.809,21973.25,-159.44099999999889
21769.143,21898.25,-129.10699999999997
25880.877,25748.6667,132.21029999999882
21614.492,21521.25,93.24199999999837
23203.064,23285.6667,-82.6027000000031
26108.05,26537,-428.95000000000073
24519.023,24666.3333,-147.31029999999737
21606.32,21889.6667,-283.34670000000187
23759.338,23656,103.33799999999974
24316.479,24450,-133.52100000000064
23859.412,23807.75,51.662000000000262
22481.22,22553.75,-72.529999999998836
21162.541,21231,-68.458999999998923
21877.158,21777.25,99.907999999999447
20529.994,20514.25,15.743999999998778
21037.047,22221.25,-1184.2030000000013
20846.361,20975,-128.63899999999921
18507.588,17608.5,899.08799999999974
21856.58,21584,272.58000000000175
21273.969,20884,389.96900000000096
20836.281,20645,191.28099999999904
21164.32,21603.75,-439.43000000000029
20377.055,20187.75,189.30500000000029
20261.686,20193.3333,68.3527000000031
20982.822,21311.5,-328.67799999999988
18701.06,19428.75,-727.68999999999869
20614.37,20761,-146.63000000000102
20882.162,20638,244.16200000000026
19197.992,18901,296.99199999999837
20622.486,20539.3333,83.152700000002369
21109.502,20991.6667,117.83529999999882
19631.799,20429.25,-797.45100000000093
19738.438,20660.25,-921.81200000000172
19643.434,20547.75,-904.31599999999889
19106.832,20882.25,-1775.4180000000015
20886.994,20698.5,188.49399999999878
19438.643,21051.25,-1612.607
20144.564,19784.25,360.31399999999849
19450.793,20194,-743.20699999999852
19013.219,20563.25,-1550.030999999999
21402.406,21840.25,-437.84400000000096
18619.48,19059.6667,-440.186700000002
19059.383,20440.75,-1381.3669999999984
21289.867,21145.5,144.36699999999837
17960.777,17261,699.77699999999822
19941.553,21254.5,-1312.9470000000001
17013.604,18798,-1784.3960000000006
21818.516,21798.75,19.765999999999622
18780.887,18212.3333,568.55370000000039
20762.879,20634.25,128.62900000000081
19423.768,20866.75,-1442.982
18910.205,20489.75,-1579.5449999999983
19166.338,20702.5,-1536.1620000000003
18876.854,20148.75,-1271.8960000000006
20871.389,21208.75,-337.36100000000079
18781.934,18323,458.93400000000111
20250.967,20827.3333,-576.36629999999786
21115.986,21076.5,39.486000000000786
22061.219,21476,585.219000000001
18884.596,19676.25,-791.65399999999863
21929.021,21965.5,-36.47899999999936
22165.299,22255.75,-90.451000000000931
19663.111,21036.75,-1373.6389999999992
18638.586,18484,154.58599999999933
19738.607,19616.6667,121.94029999999839
21771.04,21865.75,-94.709999999999127
20964.91,21036,-71.090000000000146
21585.15,21654,-68.849999999998545
21025.955,21256.75,-230.79499999999825
18556.873,18475,81.872999999999593
21363.31,21538.75,-175.43999999999869
21789.965,21451,338.96500000000015
21842.613,22145,-302.38699999999881
19578.553,19582,-3.4470000000001164
22440.588,22201.25,239.33799999999974
21009.2,21036.75,-27.549999999999272
18881.705,20106.25,-1224.5449999999983
21111.922,21019,92.921999999998661
21162.861,21730.5,-567.63899999999921
22347.965,22250.75,97.215000000000146
22285.418,22329.75,-44.331999999998516
20019.773,20296.25,-276.47699999999895
20731.326,20625.75,105.57600000000093
20229.955,19926.75,303.20500000000175
21040.361,21474.25,-433.88899999999921
20516.082,21134.25,-618.16800000000148
21035.014,21257,-221.98600000000081
22094.271,24229,-2134.7289999999994
19684.459,19499,185.45899999999892
19363.838,20050.5,-686.66200000000026
21979.875,21994.25,-14.375
20966.557,20400.75,565.8070000000007
23795.87,23882.25,-86.380000000001019
21039.229,21316.25,-277.02100000000064
22161.564,22223.75,-62.186000000001513
21818.783,21483.5,335.28299999999945
20979.4,20766.5,212.90000000000146
22712.03,23080.75,-368.72000000000116
21650.498,21404.25,246.24799999999959
21135.377,20804.75,330.62700000000041
21918.963,21754.25,164.71299999999974
22487.52,23163.75,-676.22999999999956
20955.264,20863.75,91.513999999999214
19356.027,20335.75,-979.72300000000178
22255.047,21895.25,359.79699999999866
21466.445,22000.25,-533.80500000000029
23297.887,23236.75,61.136999999998807
19886.81,20176.75,-289.93999999999869
22387.74,22233.75,153.9900000000016
21968.275,21761.75,206.52500000000146
22068.08,21825,243.08000000000175
21478.53,22256.75,-778.22000000000116
22061.494,22398.75,-337.25600000000122
20841.637,18394.6667,2446.9702999999972
21904.592,21901.5,3.092000000000553
21390.873,21551,-160.12700000000041
21558.244,21576.5,-18.256000000001222
20502.973,19425.3333,1077.6397000000034
21092.39,20843.75,248.63999999999942
20803.77,20575,228.77000000000044
20689.867,20509,180.86699999999837
21079.787,21234.75,-154.96299999999974
26366.363,26680.6667,-314.30370000000039
19071,18867,204
22167.045,22073.5,93.544999999998254
21686.586,21845,-158.41400000000067
22670.02,22670.75,-0.72999999999956344
22666.041,22201.75,464.29100000000108
22333.48,21940.5,392.97999999999956
21398.082,22008.5,-610.41800000000148
19447.041,19586.3333,-139.29229999999734
22457.455,22457.5,-0.04499999999825377
20619.549,20493.75,125.79899999999907
21021.322,20959,62.322000000000116
20283.139,21309.25,-1026.1110000000008
22135.238,21565.5,569.73800000000119
22213.686,22137,76.686000000001513
22356.363,21923,433.36300000000119
19692.518,20119.25,-426.73199999999997
21308.66,21138,170.65999999999985
21649.402,21469.25,180.15199999999822
21707.754,21507.5,200.25400000000081
19750.998,21558.5,-1807.5020000000004
21678.729,21754,-75.27100000000064
19262.55,19032.75,229.79999999999927
21132.434,20740.6667,391.76729999999952
21791.605,21414.75,376.85499999999956
21208.16,20815,393.15999999999985
21339.941,21338,1.9409999999988941
21513.736,21723.75,-210.01399999999921
21434.898,21069.5,365.39800000000105
21668.719,21617,51.71900000000096
20706.906,20571.5,135.40599999999904
21464.088,21796.75,-332.66200000000026
21301.621,21043.25,258.37099999999919
20729.078,20951,-221.92199999999866
21051.99,19316,1735.9900000000016
23179.592,23641.25,-461.65799999999945
21348.758,20924.5,424.25800000000163
19446.328,20597.25,-1150.9219999999987
23715.072,24006,-290.92799999999988
21892.686,22495.5,-602.81399999999849
20873.889,21087.5,-213.61100000000081
19176.877,18872.6667,304.21029999999882
19389.672,18120,1269.6719999999987
21200.338,22005.5,-805.16200000000026
19628.281,20789.75,-1161.469000000001
22597.176,22397,200.17599999999948
21033.887,20544.5,489.38699999999881
19623.387,20239,-615.61300000000119
21218.414,21315.5,-97.085999999999331
22750.03,21850.25,899.77999999999884
22543.006,22525.25,17.756000000001222
22038.742,22180,-141.25800000000163
22853.99,22931,-77.0099999999984
22208.762,22121.25,87.5119999999988
21201.682,21623.75,-422.0679999999993
22327.455,22579,-251.54499999999825
21438.654,19895,1543.6539999999986
21179.234,21025.5,153.73400000000038
24538.035,24913.75,-375.71500000000015
22592.71,22632.3333,-39.62329999999929
21602.309,21345,257.30900000000111
21433.994,21752,-318.00600000000122
21446.855,21605.25,-158.39500000000044
21731.06,21728,3.0600000000013097
22238.775,24277.75,-2038.9749999999985
21318.766,21763.3333,-444.5672999999988
21851.082,21514.5,336.58199999999852
21111.37,21054.5,56.869999999998981
20356.861,19969.5,387.36100000000079
21030.885,21065,-34.1150000000016
22370.303,22225,145.30299999999988
23451.664,23788.25,-336.58599999999933
22456.715,22645.5,-188.78499999999985
22454.648,23038.5,-583.851999999999
20543.238,20337.3333,205.90470000000278
20839.521,21094.75,-255.22899999999936
22155.418,22443,-287.58199999999852
21721.7,21713,8.7000000000007276
22860.799,23294.25,-433.45100000000093
22754.041,22652,102.04100000000108
21581.684,21314.25,267.43400000000111
21600.672,21290.5,310.17199999999866
22548.688,22500,48.687999999998283
24175.469,24276,-100.53099999999904
20791.62,20990.25,-198.63000000000102
20821.65,20754.75,66.900000000001455
22275.621,22368.75,-93.129000000000815
19109.201,20602.5,-1493.2989999999991
21923.459,21882.5,40.958999999998923
23260.531,22603.5,657.030999999999
21794.91,21522.25,272.65999999999985
21616.213,21331,285.21299999999974
21237.992,21075,162.99199999999837
20292.848,21156.5,-863.65199999999822
18812.113,20750,-1937.8869999999988
21061.262,21142.5,-81.2380000000012
21196.75,20928.3333,268.41670000000158
23084.17,23838.3333,-754.16330000000016
20814.443,20152,662.4429999999993
21329.11,21959.25,-630.13999999999942
22806.482,21441.6667,1364.8152999999984
21219.781,22044,-824.219000000001
20891.674,20669.25,222.42399999999907
22762.342,22526.25,236.09200000000055
22325.814,21218.3333,1107.4807
20997.08,21427,-429.91999999999825
22313.008,21911.5,401.50800000000163
22589.203,22535.25,53.953000000001339
19255.096,19646.75,-391.65399999999863
19577.527,19435.6667,141.86029999999664
20025.057,20901.25,-876.1929999999993
21446.867,21660.6667,-213.79970000000321
19052.709,20047.5,-994.79100000000108
18099.652,17539.5,560.15199999999822
19560.05,21461.75,-1901.7000000000007
21019.59,21202.75,-183.15999999999985
21408.396,21386.75,21.64600000000064
19583.742,18230,1353.7419999999984
20788.588,20622.75,165.83799999999974
22164.219,22564,-399.78099999999904
19134.996,19756.25,-621.25400000000081
18172.816,17006.5,1166.3159999999989
21349.992,21740.6667,-390.67470000000321
19591.338,19532,59.337999999999738
19252.375,20356,-1103.625
18989.645,21264.25,-2274.6049999999996
19349.1,20260.5,-911.40000000000146
19194.715,20332,-1137.2849999999999
20844.62,20493.5,351.119999999999
20461.281,20425.3333,35.947700000000623
21030.162,21394,-363.83799999999974
22618.453,23460.5,-842.04699999999866
20620.145,20879.5,-259.35499999999956
19407.576,19104,303.57600000000093
18596.375,20162.25,-1565.875
19014.273,20006,-991.726999999999
19768.877,19817,-48.122999999999593
20448.062,20422.75,25.312000000001717
20918.762,20832.5,86.2619999999988
22146.154,22523.75,-377.59600000000137
19557.816,19953.5,-395.68400000000111
21742.51,21730.5,12.0099999999984
21392.242,20910.25,481.99199999999837
18967.775,19800,-832.22499999999854
19591.393,20835.75,-1244.357
17824.158,17414,410.15799999999945
18810.48,18466,344.47999999999956
20920.88,20830,90.880000000001019
21142.72,21554,-411.27999999999884
21693.58,21550.75,142.83000000000175
19428.83,19526.25,-97.419999999998254
22527.762,22912.5,-384.73800000000119
21916.936,20418.75,1498.1860000000015
21638.943,21484,154.9429999999993
19227.713,19802.25,-574.53700000000026
19531.062,19607.25,-76.187999999998283
19076.746,20559.75,-1483.0040000000008
20827.414,21294,-466.58599999999933
20725.578,20556.5,169.07800000000134
19111.494,20127,-1015.5060000000012
20627.51,20969.3333,-341.8233
19366.264,19585.3333,-219.0692999999992
21849.426,21515.5,333.92599999999948
22328.172,22329.25,-1.0780000000013388
19192.984,20473,-1280.0159999999996
18475.82,17425.3333,1050.4867000000013
21078.69,21128.5,-49.81000000000131
21578.12,21629,-50.880000000001019
21069.6,20901,168.59999999999854
19371.39,19617.25,-245.86000000000058
21230.346,21996.6667,-766.32070000000022
21962.855,21938,24.854999999999563
19036.5,20424.5,-1388
20773.88,20370,403.880000000001
18991.033,20731,-1739.9670000000006
20867.617,21076.75,-209.13300000000163
21742.826,21596.75,146.07600000000093
22010.979,22365.75,-354.77100000000064
19038.992,18716.6667,322.32529999999679
19911.68,20635.6667,-723.98670000000129
20709.965,20695.25,14.715000000000146
17797.379,17043.3333,754.0457000000024
17950.596,17036,914.59600000000137
21338.033,21160.75,177.28299999999945
18914.352,20224.25,-1309.898000000001
19239.553,19671,-431.44700000000012
18483.281,19040,-556.719000000001
18460.787,19318.25,-857.46299999999974
18571.66,19513.75,-942.09000000000015
21501.643,21943.25,-441.60699999999997
17279.033,16459.3333,819.699700000001
18977.625,18348.25,629.375
18250.396,18069.3333,181.06270000000222
19459.742,19648.5,-188.75800000000163
19964.889,20161.6667,-196.77770000000237
18889.49,18482.3333,407.15670000000318
20734.977,21218.5,-483.52300000000105
19092.322,20404.5,-1312.1779999999999
19427.277,18766,661.27699999999822
19515.621,19783,-267.37900000000081
18738.09,20015.5,-1277.4099999999999
18775.26,18665,110.2599999999984
20879.822,20681.25,198.57200000000012
18863.568,18491,372.5679999999993
19269.44,20599.75,-1330.3100000000013
18379.852,18410.3333,-30.481299999999464
18548.049,18362.3333,185.71570000000065
18717.984,20343.25,-1625.2659999999996
23206.8,22910.25,296.54999999999927
21035.06,21156.5,-121.43999999999869
19009.584,20330.75,-1321.1660000000011
20467.441,20674.75,-207.30900000000111
19098.41,20170.25,-1071.8400000000001
19706.586,20141,-434.41400000000067
20531.352,20293,238.35199999999895
20258.1,20769.75,-511.65000000000146
22396.91,22106.25,290.65999999999985
19441.03,20403.75,-962.72000000000116
18852.305,19976,-1123.6949999999997
21397.879,21531.75,-133.87099999999919
22136.273,22532.75,-396.47699999999895
21869.068,21832.5,36.5679999999993
21667.246,21801.25,-134.00400000000081
20778.857,20116.5,662.357
21725.53,21575.5,150.02999999999884
21670.531,21253,417.53099999999904
18609.38,18182.3333,427.0467000000026
21216.145,21430.25,-214.10499999999956
20239.824,20282.3333,-42.509299999997893
21297.342,21495,-197.65799999999945
22061.496,21417,644.49599999999919
19589.68,20240.5,-650.81999999999971
22834.828,23359,-524.17199999999866
23697.174,23510.5,186.67399999999907
21292.887,20773.75,519.13699999999881
21826.682,21927.25,-100.5679999999993
18379.277,17607.3333,771.94369999999981
19924.293,19596,328.29300000000148
21015.871,21056.75,-40.879000000000815
20320.734,21361,-1040.2659999999996
18587.773,17726.5,861.273000000001
19064.51,20020.75,-956.2400000000016
21434.658,21242,192.65799999999945
24333.549,24430.25,-96.701000000000931
20418.174,20479.5,-61.326000000000931
21563.168,21983,-419.83199999999852
19929.87,20733,-803.130000000001
19884.426,18586,1298.4259999999995
18966.078,20648.5,-1682.4219999999987
21628.969,22192.75,-563.780999999999
21654.326,21487.6667,166.65929999999935
19945.174,20138.75,-193.57600000000093
19165.814,18743.5,422.31399999999849
17583.219,17003.5,579.719000000001
19235.1,20301.5,-1066.4000000000015
21827.021,22125.5,-298.47899999999936
20600.85,20285.75,315.09999999999854
21074.77,20569,505.77000000000044
18731.006,19552.5,-821.49399999999878
19207.092,19164.6667,42.42529999999897
19334.578,18705.5,629.07800000000134
21277.854,21459.75,-181.89600000000064
19043.47,19979.5,-936.02999999999884
21621.203,22722.25,-1101.0469999999987
19793.574,20782,-988.42599999999948
22252.912,22061.5,191.41200000000026
22475.854,22863.75,-387.89600000000064
20502.947,21059.5,-556.55299999999988
21685.041,22003.25,-318.20899999999892
19324.158,21190.25,-1866.0920000000006
20655.936,20785.75,-129.81399999999849
23518.012,23604.5,-86.4880000000012
20975.115,20963.5,11.6150000000016
18689.5,20729.5,-2040
21447.865,21051.5,396.3650000000016
21707.52,21782.5,-74.979999999999563
21028.125,21037.75,-9.625
21544.861,21413,131.86100000000079
22374.578,22193.5,181.07800000000134
18953.77,20116.25,-1162.4799999999996
20182.297,20542.5,-360.20300000000134
19549.707,20953.5,-1403.7930000000015
24108.926,24263.5,-154.57400000000052
22068.85,21821.25,247.59999999999854
22361.547,22202.5,159.04699999999866
19871.023,19613.75,257.27300000000105
21087.07,21132.5,-45.430000000000291
19982.992,20511.25,-528.25800000000163
18935.19,18388.3333,546.85670000000027
21258.268,21178.5,79.768000000000029
22851.12,22298.75,552.369999999999
23417.137,23470.75,-53.613000000001193
18952.87,19762.5,-809.630000000001
21105.527,21063.75,41.776999999998225
18792.615,20091.5,-1298.8849999999984
20033.035,20163.5,-130.46500000000015
19701.873,21110.25,-1408.3770000000004
22405.771,22447.5,-41.72899999999936
21068.885,21693,-624.1150000000016
24113.016,24087,26.015999999999622
20871.791,20911.75,-39.958999999998923
22610.527,22785.3333,-174.80630000000019
22381.74,22552,-170.2599999999984
18988.63,18914,74.630000000001019
22518.105,21910.5,607.60499999999956
22864.043,22618,246.04300000000148
18748.516,19901.5,-1152.9840000000004
21916.66,22281,-364.34000000000015
22688.96,23549,-860.04000000000087
24041.611,24761.25,-719.63899999999921
21337.111,21185,152.11100000000081
21732.23,21503.75,228.47999999999956
19139.635,20448,-1308.3650000000016
19790.25,20026.75,-236.5
20870.635,20627.5,243.1349999999984
21074.844,21786,-711.155999999999
19287.568,20244.75,-957.1820000000007
21786.861,21849,-62.138999999999214
19762.588,20535,-772.41200000000026
21047.436,21239.5,-192.06399999999849
19607.348,19609.3333,-1.9852999999966414
21726.207,21592.75,133.45699999999852
22210.516,22172,38.515999999999622
21471.719,21789.75,-318.03099999999904
22227.705,22435.25,-207.54499999999825
18833.41,17763,1070.4099999999999
21707.678,21461.5,246.17799999999988
21076.29,21064.5,11.790000000000873
19713.375,20334.5,-621.125
21300.975,21303.25,-2.2750000000014552
18245.8,17928.6667,317.13329999999769
21040.463,20497.25,543.21299999999974
19915.7,19807,108.70000000000073
19190.8,19148.6667,42.133299999997689
18128.244,18020.6667,107.57729999999719
18258.521,17805,453.52100000000064
21619.926,21990.75,-370.82400000000052
18565.79,18215.6667,350.12329999999929
19141.662,19919.5,-777.83799999999974
21253.002,21409.25,-156.24799999999959
22539.18,22603.75,-64.569999999999709
20968.8,20973.75,-4.9500000000007276
19011.24,18489.6667,521.5733
19363.705,20474.75,-1111.0449999999983
22055.314,22547,-491.68600000000151
18475.65,18158.3333,317.31670000000304
18768.492,18054.3333,714.1587
20873.092,20814.75,58.342000000000553
17796.697,17166.5,630.19700000000012
19567.076,20651,-1083.9239999999991
