EngagementScore_ID,Facility_ID,Comm_Nurses_Baseline,Comm_Nurses_Perform,Comm_Doctors_Baseline,Comm_Doctors_Perform,Comm_Hospital_Baseline,Comm_Hospital_Perform,Care_Transition_Baseline,Care_Transition_Perform,Comm_Medicines_Baseline,Comm_Medicines_Perform,Clean_Quiet_Baseline,Clean_Quiet_Perform,Discharge_Info_Baseline,Discharge_Info_Perform,Overall_Rating_Baseline,Overall_Rating_Perform
37,"090004",80.499198913574219,76.482597351074219,79.579803466796875,77.63189697265625,61.985198974609375,62.620098114013672,55.465900421142578,55.573200225830078,62.268901824951172,62.455898284912109,62.362098693847656,62.022098541259766,89.680801391601563,86.287101745605469,75.872299194335938,70.683403015136719
38,"040154",82.046798706054687,76.575599670410156,81.7667007446289,77.088096618652344,68.289497375488281,61.225299835205078,55.326000213623047,45.058399200439453,61.921100616455078,58.407798767089844,74.914802551269531,75.859298706054687,87.387603759765625,80.051498413085938,79.889701843261719,70.893997192382812
39,"050179",75.920402526855469,67.707000732421875,72.830596923828125,66.450599670410156,62.684898376464844,48.373500823974609,45.187400817871094,41.086299896240234,70.202301025390625,54.252601623535156,60.925098419189453,56.039901733398438,86.415802001953125,80.834297180175781,66.03289794921875,54.915798187255859
40,"100121",80.182403564453125,82.665298461914063,74.420097351074219,78.9229965209961,72.7332992553711,73.328697204589844,53.294101715087891,49.800399780273437,62.765800476074219,58.797798156738281,69.804702758789063,70.97509765625,86.4469985961914,86.622802734375,72.106796264648438,76.960098266601562
41,"050174",75.846298217773437,71.869903564453125,74.334503173828125,73.490997314453125,56.440101623535156,45.992900848388672,45.801898956298828,43.500999450683594,59.106098175048828,50.594100952148438,55.968601226806641,55.3734016418457,86.71820068359375,85.148200988769531,65.003898620605469,60.216800689697266
42,"100113",79.062301635742187,79.622001647949219,79.282302856445312,79.932601928710937,62.672199249267578,62.239799499511719,54.396800994873047,55.9911994934082,62.426998138427734,60.453701019287109,62.9911003112793,62.899898529052734,87.4927978515625,87.901298522949219,74.55560302734375,76.4094009399414
43,"100117",82.063301086425781,79.61199951171875,83.6812973022461,82.491401672363281,65.720199584960937,66.834503173828125,57.249198913574219,55.134498596191406,64.623001098632812,61.776199340820313,68.531600952148438,68.9365005493164,88.8583984375,86.7072982788086,79.2603988647461,81.707603454589844
44,"100118",80.094596862792969,76.178703308105469,78.05999755859375,73.8915023803711,70.408500671386719,62.303298950195313,48.251998901367188,47.458900451660156,61.816299438476563,63.033699035644531,69.5509033203125,64.2750015258789,87.019096374511719,87.0177001953125,68.008102416992188,65.244300842285156
45,"050168",80.154502868652344,76.7936019897461,80.732803344726563,76.916000366210938,66.814697265625,59.119701385498047,55.895801544189453,53.412700653076172,66.146896362304688,62.703800201416016,68.673301696777344,67.188301086425781,89.033096313476563,88.61669921875,82.0156021118164,78.331901550292969
46,"050169",83.137496948242188,83.2239990234375,81.71099853515625,79.871597290039063,68.298698425292969,70.18060302734375,56.114299774169922,50.257301330566406,65.8458023071289,68.915702819824219,69.5740966796875,69.8595962524414,86.1697006225586,87.298599243164062,82.760002136230469,81.679801940917969
47,"100131",67.684799194335938,72.0967025756836,73.361701965332031,80.825698852539063,57.908599853515625,60.56610107421875,38.702499389648438,48.633201599121094,51.374198913574219,53.544700622558594,62.522701263427734,68.760101318359375,76.128402709960937,78.576400756835938,59.462001800537109,67.75689697265625
48,"100132",80.889701843261719,77.488601684570313,76.9009017944336,73.4176025390625,69.073600769042969,65.227699279785156,53.238700866699219,49.256698608398438,67.057502746582031,62.908699035644531,68.377899169921875,64.92449951171875,89.776496887207031,86.9583969116211,74.198196411132813,69.154800415039063
49,"050167",70.7031021118164,65.5884017944336,73.931602478027344,71.362396240234375,49.030998229980469,52.095100402832031,39.234001159667969,31.782600402832031,53.569499969482422,55.448101043701172,53.505599975585938,52.201900482177734,82.589797973632813,80.588897705078125,57.275600433349609,57.325401306152344
50,"040137",78.3739013671875,76.50469970703125,80.551498413085938,80.991096496582031,67.63580322265625,60.308799743652344,53.5974006652832,52.329299926757813,63.157001495361328,64.219100952148437,68.751998901367188,65.403701782226563,81.435699462890625,85.945198059082031,74.733001708984375,74.137001037597656
51,"100122",71.817001342773438,76.8958969116211,74.058700561523438,75.4573974609375,61.085700988769531,57.067001342773438,44.1083984375,48.201000213623047,60.574798583984375,57.690601348876953,63.478298187255859,64.987098693847656,84.227699279785156,86.405799865722656,57.158599853515625,67.205703735351563
52,"100124",75.051300048828125,82.955398559570313,75.431098937988281,81.5458984375,66.025100708007812,68.736198425292969,46.256000518798828,56.9552001953125,58.592201232910156,66.275199890136719,63.889301300048828,78.9657974243164,86.283500671386719,86.558601379394531,66.607002258300781,72.942802429199219
53,"100125",78.304603576660156,77.265800476074219,75.9490966796875,74.8678970336914,63.875900268554687,60.949501037597656,50.6775016784668,55.542301177978516,62.101600646972656,58.1693000793457,71.717498779296875,72.939002990722656,84.852203369140625,87.448196411132813,70.757698059082031,75.1010971069336
54,"100126",76.3635025024414,79.815200805664062,76.2052001953125,77.361503601074219,72.74749755859375,63.713401794433594,54.054599761962891,45.4640007019043,64.044296264648437,60.458999633789063,64.000602722167969,63.698101043701172,85.804496765136719,86.0459976196289,68.841499328613281,65.509002685546875
55,"100127",80.249702453613281,79.692703247070313,78.453399658203125,77.225700378417969,66.3938980102539,67.625900268554688,56.275600433349609,55.744098663330078,65.42559814453125,62.755199432373047,64.2969970703125,65.069000244140625,88.579299926757812,87.700599670410156,79.4009017944336,78.594100952148438
56,"040134",87.91400146484375,89.944099426269531,88.489997863769531,89.531303405761719,82.691902160644531,83.712997436523438,63.898899078369141,64.487503051757813,72.874198913574219,73.970901489257812,78.532798767089844,76.691703796386719,87.371101379394531,86.031700134277344,90.3541030883789,91.313102722167969
57,"100128",80.96929931640625,78.982101440429687,79.475502014160156,76.228500366210938,64.0521011352539,62.388500213623047,57.182498931884766,53.032600402832031,65.312103271484375,61.051799774169922,66.909500122070313,64.744796752929688,86.751502990722656,85.855300903320312,77.75360107421875,76.1270980834961
58,"100180",74.729400634765625,75.3750991821289,72.053703308105469,72.592002868652344,68.377403259277344,56.275398254394531,49.072799682617187,44.791599273681641,63.892398834228516,56.283199310302734,61.457500457763672,62.614898681640625,84.503402709960938,80.955703735351562,67.5802001953125,60.4922981262207
59,"100183",79.8915023803711,78.3761978149414,78.6438980102539,77.8291015625,74.055702209472656,60.482601165771484,45.925800323486328,57.725700378417969,69.093399047851563,63.141998291015625,68.895301818847656,63.956298828125,81.12139892578125,76.875801086425781,65.951896667480469,60.474700927734375
60,"100187",77.856399536132813,67.855903625488281,79.1803970336914,71.66510009765625,69.7157974243164,54.382999420166016,42.243598937988281,47.366901397705078,64.147598266601562,48.026100158691406,66.309402465820313,62.966499328613281,78.862602233886719,75.171699523925781,65.39019775390625,51.088100433349609
61,"010131",75.955497741699219,76.939697265625,79.659896850585938,80.128402709960937,61.539100646972656,63.869800567626953,51.309898376464844,51.177898406982422,61.243801116943359,59.797798156738281,66.551399230957031,67.716499328613281,88.249397277832031,83.5259017944336,71.727798461914063,72.230300903320313
62,"100177",83.23809814453125,83.379898071289063,80.672698974609375,82.544601440429688,67.942298889160156,67.4218978881836,56.255199432373047,53.702598571777344,66.892997741699219,65.7500991821289,69.330497741699219,63.793498992919922,88.60260009765625,86.970100402832031,76.271896362304688,77.950202941894531
63,"010139",77.4458999633789,75.872200012207031,79.8677978515625,82.038398742675781,68.309097290039063,56.231201171875,53.325698852539063,49.0255012512207,65.176803588867187,61.810398101806641,64.924102783203125,67.276901245117187,87.712799072265625,82.556999206542969,70.280403137207031,67.07659912109375
64,"100179",74.074699401855469,72.3230972290039,72.288398742675781,72.608596801757812,58.891899108886719,51.180198669433594,46.300998687744141,43.895698547363281,59.999599456787109,53.38909912109375,62.141498565673828,64.625396728515625,82.189498901367188,82.1968994140625,62.7140998840332,62.208999633789063
65,"100191",76.647796630859375,73.023399353027344,72.581802368164062,67.774299621582031,66.243499755859375,55.459201812744141,52.579898834228516,44.82659912109375,61.498798370361328,54.9093017578125,66.721397399902344,65.233596801757813,84.169097900390625,78.9083023071289,71.32550048828125,61.485000610351563
66,"100189",70.618400573730469,64.011299133300781,71.897903442382812,64.865097045898438,58.631801605224609,47.194801330566406,44.022899627685547,40.093299865722656,57.461101531982422,51.043800354003906,55.784198760986328,54.31610107421875,75.622200012207031,74.491897583007812,63.298698425292969,54.417800903320313
67,"100161",71.349899291992188,75.52130126953125,73.0604019165039,73.2594985961914,60.979999542236328,58.597999572753906,44.474601745605469,43.685001373291016,58.798599243164063,56.2056999206543,57.4010009765625,60.683998107910156,82.740402221679688,82.165802001953125,60.850898742675781,67.3738021850586
68,"100156",80.235298156738281,74.635299682617188,76.984298706054688,76.032699584960938,74.956497192382813,63.331901550292969,53.294399261474609,43.933200836181641,65.087699890136719,58.0452995300293,64.933296203613281,61.021701812744141,86.791999816894531,83.616996765136719,75.830596923828125,65.104202270507812
69,"100157",76.871002197265625,72.867500305175781,75.776702880859375,71.826400756835938,61.715900421142578,57.387599945068359,48.061599731445313,44.949298858642578,60.567401885986328,55.773300170898438,60.019901275634766,58.096000671386719,81.947196960449219,80.61810302734375,67.83709716796875,64.085403442382812
70,"100173",79.948898315429688,77.022697448730469,78.108001708984375,78.238899230957031,63.355400085449219,60.810600280761719,52.304500579833984,49.926799774169922,61.9547004699707,61.649700164794922,63.572898864746094,59.377201080322266,88.195999145507812,88.596298217773438,69.683700561523438,68.072799682617187
71,"100176",72.6458969116211,70.900497436523438,73.8125991821289,73.532302856445312,61.342998504638672,54.082599639892578,49.067100524902344,40.364398956298828,61.278301239013672,57.0442008972168,57.293598175048828,53.443000793457031,84.688400268554687,77.534500122070312,67.158500671386719,61.118099212646484
72,"010144",79.440902709960937,75.485397338867188,82.281600952148437,79.519302368164062,70.260299682617188,65.022102355957031,51.958301544189453,52.650798797607422,67.1239013671875,64.809799194335938,68.436798095703125,65.5990982055664,87.601898193359375,88.009101867675781,72.73480224609375,70.640800476074219
73,"010149",78.816703796386719,79.067703247070313,80.888999938964844,82.343803405761719,66.037101745605469,69.12030029296875,52.702301025390625,50.619800567626953,60.479698181152344,63.317100524902344,69.4093017578125,66.262298583984375,84.305702209472656,87.443801879882813,70.591102600097656,76.05059814453125
74,"100166",76.54620361328125,74.947700500488281,79.47760009765625,79.761001586914063,68.2844009399414,60.601200103759766,54.201900482177734,47.428199768066406,63.368801116943359,55.196701049804688,61.793701171875,56.853199005126953,87.683502197265625,85.881599426269531,72.237899780273437,70.585899353027344
75,"100167",75.357803344726563,75.965499877929688,77.8739013671875,77.026199340820312,62.8567008972168,55.260799407958984,41.720001220703125,50.548900604248047,62.727798461914063,58.206901550292969,62.683998107910156,67.60870361328125,78.368499755859375,79.084098815917969,65.634902954101563,68.497802734375
76,"100168",77.163902282714844,74.256103515625,79.136001586914062,77.879600524902344,56.769901275634766,48.007900238037109,49.494899749755859,46.575000762939453,58.9364013671875,55.4557991027832,56.882400512695312,55.099601745605469,80.452598571777344,79.799003601074219,71.073799133300781,66.710197448730469
77,"010114",76.270599365234375,76.0999984741211,80.7759017944336,81.465400695800781,62.109298706054687,55.158599853515625,47.824501037597656,47.997299194335938,59.0973014831543,60.3765983581543,65.48590087890625,60.676998138427734,84.1968994140625,81.0376968383789,67.187202453613281,59.182498931884766
78,"010113",79.947998046875,78.3208999633789,81.024497985839844,83.4717025756836,71.397697448730469,67.1718978881836,53.122100830078125,52.054000854492188,71.646499633789063,68.05059814453125,69.211898803710938,66.787200927734375,88.549797058105469,88.823600769042969,71.272598266601562,71.809097290039063
79,"010118",75.440597534179688,74.817001342773437,80.449996948242188,85.525398254394531,70.529502868652344,58.377799987792969,45.726200103759766,33.801898956298828,61.9005012512207,56.520401000976562,69.404098510742188,67.0364990234375,80.834297180175781,77.678802490234375,58.3406982421875,54.407699584960937
80,"010100",82.352897644042969,79.093696594238281,80.8676986694336,79.098800659179687,72.931396484375,65.833000183105469,54.998500823974609,55.8672981262207,70.329597473144531,64.8384017944336,67.364097595214844,65.546699523925781,89.709602355957031,90.0728988647461,77.402900695800781,73.291397094726563
81,"010103",78.951896667480469,75.627899169921875,83.406402587890625,82.4999008178711,66.50830078125,59.029800415039063,51.507999420166016,46.442798614501953,65.008598327636719,59.820999145507813,64.489700317382813,61.459999084472656,84.969596862792969,80.85150146484375,71.1626968383789,63.695999145507813
82,"010104",80.006599426269531,80.690597534179687,83.085502624511719,82.2217025756836,67.356201171875,64.12359619140625,54.902801513671875,54.769798278808594,65.423797607421875,62.076698303222656,70.711700439453125,70.84100341796875,84.777496337890625,87.3239974975586,78.341499328613281,78.792198181152344
83,"050674",77.535400390625,73.5198974609375,81.648200988769531,77.319999694824219,64.178398132324219,55.4202995300293,51.828498840332031,48.959201812744141,63.056800842285156,56.030300140380859,57.974300384521484,56.035800933837891,86.521202087402344,85.801399230957031,72.720497131347656,67.860000610351563
84,"050438",78.149101257324219,80.128700256347656,80.5875015258789,79.9989013671875,65.05670166015625,63.858699798583984,52.8661994934082,47.948299407958984,58.208499908447266,57.710201263427734,67.0363998413086,65.481697082519531,83.38580322265625,86.204597473144531,80.104896545410156,81.44940185546875
85,"050678",75.7562026977539,73.067001342773437,76.685600280761719,77.734001159667969,61.996101379394531,59.1796989440918,50.023998260498047,49.368400573730469,59.513698577880859,55.99530029296875,60.841899871826172,58.355499267578125,87.070999145507813,84.7770004272461,71.3655014038086,72.0343017578125
86,"050424",81.809097290039063,83.82550048828125,87.727897644042969,87.227302551269531,65.446197509765625,63.248699188232422,61.333301544189453,61.0786018371582,69.2489013671875,66.354698181152344,69.982498168945313,70.626502990722656,89.6177978515625,92.085197448730469,81.197402954101563,81.9292984008789
87,"050663",57.095901489257813,63.416000366210938,56.219898223876953,64.982803344726562,44.243099212646484,50.023601531982422,31.079000473022461,31.315099716186523,45.554599761962891,47.835498809814453,40.303398132324219,48.511600494384766,68.2042007446289,75.024101257324219,37.714698791503906,44.143398284912109
88,"050425",73.2510986328125,73.52130126953125,79.316596984863281,78.544403076171875,59.230300903320313,55.412899017333984,48.182899475097656,48.789299011230469,58.895999908447266,57.285099029541016,49.083900451660156,49.840301513671875,85.354301452636719,86.7593994140625,62.956501007080078,65.543998718261719
89,"050426",70.502998352050781,70.749298095703125,70.779998779296875,69.203201293945313,65.9469985961914,59.868598937988281,39.650100708007813,36.270999908447266,56.971599578857422,55.349601745605469,59.1172981262207,55.283199310302734,77.298500061035156,76.918998718261719,64.954399108886719,57.215000152587891
90,"050417",74.779899597167969,72.2416000366211,79.137001037597656,73.869697570800781,63.677101135253906,57.280498504638672,41.786201477050781,43.791400909423828,57.2307014465332,51.203800201416016,61.031101226806641,59.315299987792969,84.2020034790039,82.8687973022461,51.472000122070312,57.372299194335937
91,"050414",75.506103515625,74.261299133300781,78.273200988769531,79.54730224609375,59.252300262451172,59.428901672363281,50.3838005065918,49.936000823974609,59.799098968505859,59.292499542236328,59.007598876953125,56.296798706054688,86.8135986328125,88.198501586914063,71.275497436523438,68.257896423339844
92,"050633",76.272598266601562,78.001899719238281,75.639602661132813,79.454902648925781,65.822601318359375,63.317001342773438,46.4452018737793,44.833000183105469,65.248703002929687,62.773998260498047,57.420600891113281,56.435600280761719,88.3113021850586,87.229598999023438,65.9551010131836,66.604598999023438
93,"050636",80.603797912597656,78.698799133300781,81.412101745605469,79.20050048828125,65.43609619140625,60.956699371337891,53.631099700927734,48.583400726318359,64.0291976928711,58.962898254394531,62.358501434326172,55.683300018310547,85.869796752929687,87.7416000366211,70.3113021850586,65.173698425292969
94,"050625",78.407402038574219,78.260200500488281,80.853599548339844,81.096099853515625,66.105903625488281,64.753700256347656,53.477199554443359,54.7958984375,59.870201110839844,59.692501068115234,62.873199462890625,59.7588005065918,82.908500671386719,82.22650146484375,80.9291000366211,80.579399108886719
95,"050624",80.455001831054688,78.1146011352539,77.838699340820313,76.493896484375,60.898300170898438,56.899398803710938,51.227901458740234,47.698898315429688,63.068901062011719,61.432899475097656,55.171199798583984,61.219001770019531,87.442497253417969,85.903701782226563,72.639801025390625,69.761703491210937
96,"010164",77.995498657226562,77.708297729492188,84.810501098632813,82.555801391601563,66.784500122070312,64.800498962402344,46.749298095703125,52.629199981689453,64.86669921875,66.689399719238281,69.690101623535156,70.9926986694336,86.880897521972656,91.671401977539062,66.977096557617188,72.2759017944336
97,"010168",87.412803649902344,84.6636962890625,85.51629638671875,86.385002136230469,77.178703308105469,79.080596923828125,62.541301727294922,63.1953010559082,71.885101318359375,71.349899291992188,83.824203491210937,80.831100463867188,88.3864974975586,85.91290283203125,86.797698974609375,85.313201904296875
98,"050603",76.549697875976563,76.735000610351563,79.6281967163086,79.021697998046875,58.324298858642578,60.047599792480469,50.931999206542969,53.038898468017578,58.733501434326172,61.018398284912109,58.332500457763672,63.909099578857422,85.272697448730469,87.844596862792969,74.033096313476562,76.402099609375
99,"050604",73.290298461914063,74.298797607421875,80.854598999023438,80.615196228027344,58.095500946044922,53.953800201416016,49.917999267578125,48.555301666259766,60.013599395751953,56.554901123046875,55.021598815917969,55.156200408935547,86.322601318359375,85.298599243164063,66.375801086425781,65.9729995727539
100,"050608",75.1885986328125,76.446701049804688,77.217002868652344,76.429801940917969,69.07879638671875,66.203498840332031,36.352298736572266,23.589599609375,65.598297119140625,56.543701171875,65.618400573730469,60.833400726318359,87.231498718261719,83.7384033203125,70.3102035522461,65.573501586914063
101,"050038",73.797203063964844,73.629203796386719,75.792800903320312,76.013397216796875,58.832199096679688,60.336898803710937,40.654998779296875,39.378299713134766,58.670700073242188,55.407398223876953,52.5172004699707,60.116500854492187,85.935096740722656,85.3208999633789,68.1843032836914,69.11920166015625
