Index,Attribute,Value
128,"Prediction",22456.258
129,"Prediction",19926.086
130,"Prediction",19396.27
131,"Prediction",21289.121
132,"Prediction",19457.941
133,"Prediction",18899.945
134,"Prediction",20572.213
135,"Prediction",18207.629
136,"Prediction",19844.697
137,"Prediction",24098.613
138,"Prediction",21037.463
139,"Prediction",20350.172
140,"Prediction",19757.225
141,"Prediction",19722.547
142,"Prediction",21711.4
143,"Prediction",22886.256
144,"Prediction",18889.342
145,"Prediction",21826.463
146,"Prediction",21147.115
147,"Prediction",21995.602
148,"Prediction",22336.316
149,"Prediction",22451.088
150,"Prediction",23208.32
151,"Prediction",18795.346
152,"Prediction",21307.863
153,"Prediction",18733.895
154,"Prediction",22744.432
155,"Prediction",19818.986
156,"Prediction",20837.7
157,"Prediction",19369.143
158,"Prediction",21364.277
159,"Prediction",21888.928
160,"Prediction",20934.004
161,"Prediction",23506.025
162,"Prediction",18174.453
163,"Prediction",21906.33
164,"Prediction",18290.992
165,"Prediction",25999.58
166,"Prediction",21485.941
167,"Prediction",25951.031
168,"Prediction",20695.67
169,"Prediction",19127.268
170,"Prediction",18962.004
171,"Prediction",19000.777
172,"Prediction",19710.752
173,"Prediction",19412.553
174,"Prediction",22502.98
175,"Prediction",19473.104
176,"Prediction",19452.191
177,"Prediction",19795.137
178,"Prediction",18976.344
179,"Prediction",21294.98
180,"Prediction",22207.824
181,"Prediction",19188.402
182,"Prediction",21510.72
183,"Prediction",22077.143
184,"Prediction",24996.293
185,"Prediction",19182.264
186,"Prediction",22953.389
187,"Prediction",21088.05
188,"Prediction",19396.195
189,"Prediction",17747.865
190,"Prediction",21946.326
191,"Prediction",21306.154
192,"Prediction",23212.32
193,"Prediction",22691.031
194,"Prediction",21404.871
195,"Prediction",19590.674
196,"Prediction",19254.844
197,"Prediction",19337.965
198,"Prediction",18892.572
199,"Prediction",20770.744
200,"Prediction",24248.746
201,"Prediction",19118.158
202,"Prediction",16711.375
203,"Prediction",21879.87
204,"Prediction",21220.043
205,"Prediction",23824.17
206,"Prediction",21485.188
207,"Prediction",21668.18
208,"Prediction",19799.445
209,"Prediction",20485.197
210,"Prediction",18485.092
211,"Prediction",19144.785
212,"Prediction",22578.516
213,"Prediction",17985.293
214,"Prediction",21249.764
215,"Prediction",21443.426
216,"Prediction",19694.4
217,"Prediction",21614.61
218,"Prediction",20903.836
219,"Prediction",22058.648
220,"Prediction",21768.576
221,"Prediction",21310.557
222,"Prediction",21752.23
223,"Prediction",21281.57
224,"Prediction",19221.53
225,"Prediction",19287.73
226,"Prediction",21294.158
227,"Prediction",23019.465
228,"Prediction",20860.596
229,"Prediction",17743.21
230,"Prediction",19047.744
231,"Prediction",17936.91
232,"Prediction",20483.154
233,"Prediction",21579.14
234,"Prediction",18121.512
235,"Prediction",22003.863
236,"Prediction",23302.432
237,"Prediction",23647.71
238,"Prediction",22130.45
239,"Prediction",19458.822
240,"Prediction",22150.895
241,"Prediction",18439.6
242,"Prediction",17966.398
243,"Prediction",18765.695
244,"Prediction",18069.1
245,"Prediction",22884.621
246,"Prediction",20025.787
247,"Prediction",21276.814
248,"Prediction",21072.297
249,"Prediction",21518.092
0,"Payment",21455.75
1,"Payment",20153.75
2,"Payment",21285.25
3,"Payment",21843
4,"Payment",20374.25
5,"Payment",21656
6,"Payment",19172.6667
7,"Payment",20813.5
8,"Payment",21574.25
9,"Payment",21524
10,"Payment",19983.75
11,"Payment",19829.5
12,"Payment",21225.75
13,"Payment",19599.25
14,"Payment",23245
15,"Payment",22505
16,"Payment",19137.6667
17,"Payment",21537.25
18,"Payment",22132
19,"Payment",21100.75
20,"Payment",19563.3333
21,"Payment",20796.75
22,"Payment",20522
23,"Payment",19308.6667
24,"Payment",20026.25
25,"Payment",21866.25
26,"Payment",20088.75
27,"Payment",21907.25
28,"Payment",21651.75
29,"Payment",21125.25
30,"Payment",21501.3333
31,"Payment",20678.6667
32,"Payment",19242.5
33,"Payment",21824.75
34,"Payment",21181.75
35,"Payment",18912
36,"Payment",20577.6667
37,"Payment",19512
38,"Payment",19138.5
39,"Payment",19352
40,"Payment",18544.25
41,"Payment",18449.5
42,"Payment",16180.3333
43,"Payment",19123
44,"Payment",22102.75
45,"Payment",20651
46,"Payment",20104.25
47,"Payment",21009.5
48,"Payment",20573.75
49,"Payment",20725.5
50,"Payment",21302.75
51,"Payment",22508.25
52,"Payment",21487.25
53,"Payment",18893
54,"Payment",20567.5
55,"Payment",22042
56,"Payment",22082.3333
57,"Payment",22930.75
58,"Payment",20506.5
59,"Payment",20514
60,"Payment",21609.75
61,"Payment",20091
62,"Payment",21211.5
63,"Payment",20773.25
64,"Payment",21622
65,"Payment",20108.75
66,"Payment",21476.25
67,"Payment",20475.75
68,"Payment",21449.5
69,"Payment",21288.75
70,"Payment",22009.5
71,"Payment",21831.75
72,"Payment",20162.25
73,"Payment",22487.25
74,"Payment",21404.75
75,"Payment",19394.25
76,"Payment",22028.3333
77,"Payment",21952.5
78,"Payment",19687
79,"Payment",20636
80,"Payment",20953.25
81,"Payment",18734
82,"Payment",21633.25
83,"Payment",21500.5
84,"Payment",19751
85,"Payment",20452.5
86,"Payment",18486.6667
87,"Payment",16937
88,"Payment",19276.3333
89,"Payment",21443.25
90,"Payment",21511.5
91,"Payment",20154.75
92,"Payment",20292.25
93,"Payment",19617.25
94,"Payment",18928.3333
95,"Payment",22974.75
96,"Payment",21960
97,"Payment",21304.25
98,"Payment",20885
99,"Payment",22070.5
100,"Payment",21067.25
101,"Payment",21082.3333
102,"Payment",22096
103,"Payment",21122.25
104,"Payment",22349
105,"Payment",16760.5
106,"Payment",18571
107,"Payment",21647.75
108,"Payment",22850
109,"Payment",21713.5
110,"Payment",22183.75
111,"Payment",21781.25
112,"Payment",21877.75
113,"Payment",20838.3333
114,"Payment",22838
115,"Payment",20371.5
116,"Payment",20160.25
117,"Payment",20293
118,"Payment",17196
119,"Payment",19302.5
120,"Payment",18725.3333
121,"Payment",20904.75
122,"Payment",23036.25
123,"Payment",23565.3333
124,"Payment",21510.75
125,"Payment",20239.5
126,"Payment",21220
127,"Payment",20599.5
128,"Payment",22807.5
129,"Payment",20302
130,"Payment",18392.6667
131,"Payment",21178.25
132,"Payment",20076.5
133,"Payment",19989.25
134,"Payment",20532
135,"Payment",17288.3333
136,"Payment",20438
137,"Payment",24046
138,"Payment",21963.75
139,"Payment",20470.5
140,"Payment",20632
141,"Payment",20764.3333
142,"Payment",21864.75
143,"Payment",23094
144,"Payment",20469.75
145,"Payment",21697.75
146,"Payment",21277.75
147,"Payment",22403.25
148,"Payment",21760.3333
149,"Payment",22579
150,"Payment",23425.6667
151,"Payment",20529.25
152,"Payment",21242
153,"Payment",18248.6667
154,"Payment",22755.75
155,"Payment",20757.75
156,"Payment",20972.6667
157,"Payment",19829
158,"Payment",22396.25
159,"Payment",21565
160,"Payment",20510.6667
161,"Payment",23468
162,"Payment",18124.6667
163,"Payment",21783.75
164,"Payment",17348
165,"Payment",26056.25
166,"Payment",22124
167,"Payment",25616.6667
168,"Payment",20952.75
169,"Payment",19896.25
170,"Payment",20864.75
171,"Payment",18853
172,"Payment",20054.6667
173,"Payment",17540.5
174,"Payment",22983.25
175,"Payment",20409.25
176,"Payment",20283.75
177,"Payment",20533.75
178,"Payment",20579.75
179,"Payment",21387.75
180,"Payment",21976
181,"Payment",18728.5
182,"Payment",21741
183,"Payment",22300.3333
184,"Payment",25217.75
185,"Payment",20826.5
186,"Payment",22613
187,"Payment",21077.5
188,"Payment",20284.25
189,"Payment",17015.3333
190,"Payment",21677.25
191,"Payment",21736.75
192,"Payment",23161.75
193,"Payment",22534.5
194,"Payment",21220
195,"Payment",20746.5
196,"Payment",18207.5
197,"Payment",19302
198,"Payment",20025.25
199,"Payment",21045.5
200,"Payment",24936.25
201,"Payment",19984.25
202,"Payment",16997
203,"Payment",21877.5
204,"Payment",21548.75
205,"Payment",23970.6667
206,"Payment",21957.5
207,"Payment",21949.25
208,"Payment",21026.5
209,"Payment",20631.25
210,"Payment",18097
211,"Payment",20172.5
212,"Payment",23456.25
213,"Payment",17637
214,"Payment",21145
215,"Payment",20938.5
216,"Payment",19320.25
217,"Payment",21759
218,"Payment",22026
219,"Payment",22135.6667
220,"Payment",21712.75
221,"Payment",21500
222,"Payment",22891.6667
223,"Payment",21708
224,"Payment",18935.25
225,"Payment",19443.25
226,"Payment",21527.75
227,"Payment",23354.75
228,"Payment",21089.5
229,"Payment",16955.3333
230,"Payment",21046.5
231,"Payment",18529
232,"Payment",21078
233,"Payment",22178.25
234,"Payment",19581
235,"Payment",21851
236,"Payment",23299.75
237,"Payment",24084
238,"Payment",21929.75
239,"Payment",20851
240,"Payment",22320.25
241,"Payment",20120.5
242,"Payment",16988.5
243,"Payment",18478.3333
244,"Payment",18200
245,"Payment",22830.6667
246,"Payment",20468.5
247,"Payment",21352.5
248,"Payment",21029
249,"Payment",21655.5
0,"Residual",454.76599999999962
1,"Residual",-693.88999999999942
2,"Residual",115.50800000000163
3,"Residual",-599.40000000000146
4,"Residual",539.12900000000081
5,"Residual",37.488000000001193
6,"Residual",409.74729999999909
7,"Residual",-830.7400000000016
8,"Residual",-66.601999999998952
9,"Residual",-350.02999999999884
10,"Residual",-152.99399999999878
11,"Residual",-1006.9300000000003
12,"Residual",211.33199999999852
13,"Residual",183.73600000000081
14,"Residual",-213.47899999999936
15,"Residual",-541.67399999999907
16,"Residual",156.43829999999798
17,"Residual",-185.24599999999919
18,"Residual",-223.6929999999993
19,"Residual",108.93999999999869
20,"Residual",-7.1692999999977474
21,"Residual",-1391.5679999999993
22,"Residual",7.0139999999992142
23,"Residual",4.4092999999993481
24,"Residual",362.47300000000178
25,"Residual",141.52500000000146
26,"Residual",-456.28499999999985
27,"Residual",-205.3070000000007
28,"Residual",226.9429999999993
29,"Residual",-1281.6330000000016
30,"Residual",-432.61329999999725
31,"Residual",563.24929999999949
32,"Residual",175.61699999999837
33,"Residual",86.515999999999622
34,"Residual",-232.87900000000081
35,"Residual",168.3849999999984
36,"Residual",-321.97370000000228
37,"Residual",-1211.1800000000003
38,"Residual",476.35499999999956
39,"Residual",-227.98400000000038
40,"Residual",205.73400000000038
41,"Residual",798.59000000000015
42,"Residual",1848.922700000001
43,"Residual",226.26399999999921
44,"Residual",-260.78099999999904
45,"Residual",264.99399999999878
46,"Residual",-1172.7949999999983
47,"Residual",310.75800000000163
48,"Residual",-1017.344000000001
49,"Residual",-1073.5020000000004
50,"Residual",131.90999999999985
51,"Residual",87.680000000000291
52,"Residual",-163.29899999999907
53,"Residual",265.20500000000175
54,"Residual",-1318.0329999999994
55,"Residual",-635.82400000000052
56,"Residual",-1025.9352999999974
57,"Residual",-352.20100000000093
58,"Residual",413.45100000000093
59,"Residual",42.11699999999837
60,"Residual",-337.65000000000146
61,"Residual",-1220.0679999999993
62,"Residual",-1939.8240000000005
63,"Residual",603.74599999999919
64,"Residual",352.45999999999913
65,"Residual",-762.08599999999933
66,"Residual",-253.36999999999898
67,"Residual",-911.880000000001
68,"Residual",253.35199999999895
69,"Residual",-257.65999999999985
70,"Residual",-78.562000000001717
71,"Residual",-543.14600000000064
72,"Residual",-685.20300000000134
73,"Residual",-28.052999999999884
74,"Residual",69.549999999999272
75,"Residual",370.40799999999945
76,"Residual",-605.6983
77,"Residual",-360.10499999999956
78,"Residual",-332.369999999999
79,"Residual",-809.90000000000146
80,"Residual",-563.29899999999907
81,"Residual",49.790000000000873
82,"Residual",-264.0570000000007
83,"Residual",-7.6719999999986612
84,"Residual",184.04999999999927
85,"Residual",-805.19099999999889
86,"Residual",157.40529999999853
87,"Residual",-63.3070000000007
88,"Residual",158.10469999999987
89,"Residual",-232.91200000000026
90,"Residual",269.01599999999962
91,"Residual",-1164.2089999999989
92,"Residual",120.60199999999895
93,"Residual",-333.47000000000116
94,"Residual",-78.378299999996671
95,"Residual",-34.979999999999563
96,"Residual",-234.49399999999878
97,"Residual",-64.997999999999593
98,"Residual",-1618.5469999999987
99,"Residual",-177.88999999999942
100,"Residual",55.215000000000146
101,"Residual",314.061700000002
102,"Residual",-606.49599999999919
103,"Residual",425.42399999999907
104,"Residual",34.434000000001106
105,"Residual",2948.9789999999994
106,"Residual",120.29699999999866
107,"Residual",162.84400000000096
108,"Residual",-49.967000000000553
109,"Residual",-270.80299999999988
110,"Residual",-163.98600000000081
111,"Residual",400.95899999999892
112,"Residual",-103.43600000000151
113,"Residual",54.354699999999866
114,"Residual",-1.1049999999995634
115,"Residual",-1269.8709999999992
116,"Residual",-360.79999999999927
117,"Residual",-1045.5570000000007
118,"Residual",896.69700000000012
119,"Residual",-793.107
120,"Residual",-71.183299999996962
121,"Residual",-156.67199999999866
122,"Residual",-508.14500000000044
123,"Residual",-347.8972999999969
124,"Residual",94.813999999998487
125,"Residual",-900.67199999999866
126,"Residual",-424.84000000000015
127,"Residual",-1067.8240000000005
128,"Residual",-351.24199999999837
129,"Residual",-375.91400000000067
130,"Residual",1003.6032999999989
131,"Residual",110.87099999999919
132,"Residual",-618.55900000000111
133,"Residual",-1089.3050000000003
134,"Residual",40.212999999999738
135,"Residual",919.2957000000024
136,"Residual",-593.30299999999988
137,"Residual",52.613000000001193
138,"Residual",-926.28700000000026
139,"Residual",-120.32800000000134
140,"Residual",-874.77500000000146
141,"Residual",-1041.7862999999998
142,"Residual",-153.34999999999854
143,"Residual",-207.74399999999878
144,"Residual",-1580.4079999999994
145,"Residual",128.71299999999974
146,"Residual",-130.6349999999984
147,"Residual",-407.64800000000105
148,"Residual",575.98270000000048
149,"Residual",-127.91200000000026
150,"Residual",-217.34670000000187
151,"Residual",-1733.9039999999986
152,"Residual",65.8630000000012
153,"Residual",485.22829999999885
154,"Residual",-11.317999999999302
155,"Residual",-938.76399999999921
156,"Residual",-134.96670000000086
157,"Residual",-459.85699999999997
158,"Residual",-1031.9730000000018
159,"Residual",323.92799999999988
160,"Residual",423.33729999999923
161,"Residual",38.025000000001455
162,"Residual",49.786299999999756
163,"Residual",122.58000000000175
164,"Residual",942.99199999999837
165,"Residual",-56.669999999998254
166,"Residual",-638.05900000000111
167,"Residual",334.36429999999746
168,"Residual",-257.08000000000175
169,"Residual",-768.982
170,"Residual",-1902.7459999999992
171,"Residual",147.77699999999822
172,"Residual",-343.91470000000118
173,"Residual",1872.0529999999999
174,"Residual",-480.27000000000044
175,"Residual",-936.14600000000064
176,"Residual",-831.55900000000111
177,"Residual",-738.61300000000119
178,"Residual",-1603.405999999999
179,"Residual",-92.770000000000437
180,"Residual",231.82400000000052
181,"Residual",459.90199999999822
182,"Residual",-230.27999999999884
183,"Residual",-223.19029999999839
184,"Residual",-221.45699999999852
185,"Residual",-1644.2360000000008
186,"Residual",340.38899999999921
187,"Residual",10.549999999999272
188,"Residual",-888.05500000000029
189,"Residual",732.53170000000318
190,"Residual",269.07600000000093
191,"Residual",-430.59600000000137
192,"Residual",50.569999999999709
193,"Residual",156.53099999999904
194,"Residual",184.87099999999919
195,"Residual",-1155.8260000000009
196,"Residual",1047.344000000001
197,"Residual",35.965000000000146
198,"Residual",-1132.6779999999999
199,"Residual",-274.75600000000122
200,"Residual",-687.50400000000081
201,"Residual",-866.09200000000055
202,"Residual",-285.625
203,"Residual",2.3699999999989814
204,"Residual",-328.70699999999852
205,"Residual",-146.49670000000333
206,"Residual",-472.31200000000172
207,"Residual",-281.06999999999971
208,"Residual",-1227.0550000000003
209,"Residual",-146.05299999999988
210,"Residual",388.09200000000055
211,"Residual",-1027.7150000000001
212,"Residual",-877.73400000000038
213,"Residual",348.29300000000148
214,"Residual",104.76399999999921
215,"Residual",504.92599999999948
216,"Residual",374.15000000000146
217,"Residual",-144.38999999999942
218,"Residual",-1122.1640000000007
219,"Residual",-77.018700000000536
220,"Residual",55.826000000000931
221,"Residual",-189.4429999999993
222,"Residual",-1139.436700000002
223,"Residual",-426.43000000000029
224,"Residual",286.27999999999884
225,"Residual",-155.52000000000044
226,"Residual",-233.59200000000055
227,"Residual",-335.28499999999985
228,"Residual",-228.90399999999863
229,"Residual",787.87670000000071
230,"Residual",-1998.7560000000012
231,"Residual",-592.09000000000015
232,"Residual",-594.84600000000137
233,"Residual",-599.11000000000058
234,"Residual",-1459.4880000000012
235,"Residual",152.86300000000119
236,"Residual",2.6820000000006985
237,"Residual",-436.29000000000087
238,"Residual",200.70000000000073
239,"Residual",-1392.1779999999999
240,"Residual",-169.35499999999956
241,"Residual",-1680.9000000000015
242,"Residual",977.898000000001
243,"Residual",287.36170000000129
244,"Residual",-130.90000000000146
245,"Residual",53.9542999999976
246,"Residual",-442.71299999999974
247,"Residual",-75.686000000001513
248,"Residual",43.296999999998661
249,"Residual",-137.40799999999945
