tweetid,hourofdate,latitude,longitude,tweet,usernumber,username,language,retweet,date,masterid
2644,2016-03-08 20:00:00.000,,,"what is cadency Powerpoint Templates - https://t.co/KEXzVGLTK0  #powerpoint #slide #what #is #cadency",758049516,"PPT Search","en",0,1457497879000,2425
2647,2016-03-08 20:00:00.000,,,"langmuir and blodgett Powerpoint Templates - https://t.co/ScR3RASqCF  #powerpoint #slide #langmuir #and #blodgett",758049516,"PPT Search","en",0,1457497838000,2428
2648,2016-03-08 20:00:00.000,,,"coating of tablets PPT Slides - https://t.co/eBdjOaNAtr  #powerpoint #slide #coating #of #tablets",758049516,"PPT Search","en",0,1457497817000,2429
2649,2016-03-08 20:00:00.000,,,"imran khan leadership ppt Powerpoint Presentations - https://t.co/jlIE090C61  #powerpoint #slide #imran #khan #leadership #ppt",758049516,"PPT Search","en",0,1457497809000,2430
2650,2016-03-08 20:00:00.000,,,"sugar  and film coating PPT Templates - https://t.co/ab4mS6X0Hf  #powerpoint #slide #sugar # #and #film #coating",758049516,"PPT Search","en",0,1457497797000,2431
2651,2016-03-08 20:00:00.000,,,"bill gates leadership ppt Powerpoint Templates - https://t.co/VTHiEEje6o  #bill #gates #leadership #ppt",758049516,"PPT Search","en",0,1457497788000,2432
2652,2016-03-08 20:00:00.000,,,"tablet coating principles ppt Powerpoint Presentations - https://t.co/gL2yidm5qX  #powerpoint #slide #tablet #coating #principles #ppt",758049516,"PPT Search","en",0,1457497776000,2433
2653,2016-03-08 20:00:00.000,,,"bill gates history ppt Powerpoint Templates - https://t.co/npd7GrzGkT  #powerpoint #slide #bill #gates #history #ppt",758049516,"PPT Search","en",0,1457497768000,2434
2655,2016-03-08 20:00:00.000,,,"tablet coating steps PPT Slides - https://t.co/y8c75qHhyo  #powerpoint #templates #tablet #coating #steps",758049516,"PPT Search","en",0,1457497756000,2436
2657,2016-03-08 20:00:00.000,,,"abraham lincoln leadership ppt PPT Templates - https://t.co/VqBisFA5uP  #powerpoint #slide #abraham #lincoln #leadership #ppt",758049516,"PPT Search","en",0,1457497747000,2438
2659,2016-03-08 20:00:00.000,,,"tablet coating pdf Powerpoint Templates - https://t.co/iSHjOxBTwF  #powerpoint #slide #tablet #coating #pdf",758049516,"PPT Search","en",0,1457497735000,2440
2660,2016-03-08 20:00:00.000,,,"hagia sophia PowerPoint Slides - https://t.co/7FnrnFQln2  #hagia #sophia",758049516,"PPT Search","en",0,1457497694000,2441
2661,2016-03-08 20:00:00.000,,,"parallel traders PowerPoint Slides - https://t.co/hhbUMigEGZ  #powerpoint #slide #parallel #traders",758049516,"PPT Search","en",0,1457497685000,2442
2681,2016-03-08 20:00:00.000,,,"prismatic effect PPT Slides - https://t.co/VYc75MCRfX  #powerpoint #templates #prismatic #effect",758049516,"PPT Search","en",0,1457496940000,2460
2683,2016-03-08 20:00:00.000,,,"paranasal ct PowerPoint Slides - https://t.co/FgY5TMDMt0  #powerpoint #slide #paranasal #ct",758049516,"PPT Search","en",0,1457496920000,2462
2687,2016-03-08 20:00:00.000,,,"psychological reader response theory PPT Slides - https://t.co/p5qqs9ABQ8  #powerpoint #slide #psychological #reader #response #theory",758049516,"PPT Search","en",0,1457496878000,2466
2690,2016-03-08 20:00:00.000,,,"convoy operations Powerpoint Templates - https://t.co/853lDXN2Gm  #convoy #operations",758049516,"PPT Search","en",0,1457496858000,2468
2691,2016-03-08 20:00:00.000,,,"imaging in mid face injury PowerPoint Slides - https://t.co/5Opt6JaU3b  #powerpoint #slide #imaging #in #mid #face #injury",758049516,"PPT Search","en",0,1457496837000,2469
2692,2016-03-08 20:00:00.000,,,"erp presentation Powerpoint Templates - https://t.co/GK0vxBAxvn  #ppt #erp #presentation",758049516,"PPT Search","en",0,1457496816000,2470
2693,2016-03-08 20:00:00.000,,,"Packaging of pharmceuticals Powerpoint Presentations - https://t.co/upvSEAHvQ1  #powerpoint #slide #Packaging #of #pharmceuticals",758049516,"PPT Search","en",0,1457496796000,2471
2697,2016-03-08 20:00:00.000,,,"nrf2 Powerpoint Templates - https://t.co/ZW0XV2PSEh  #powerpoint #templates #nrf2",758049516,"PPT Search","en",0,1457496741000,2475
2698,2016-03-08 20:00:00.000,,,"light emitting diodes Powerpoint Templates - https://t.co/iDxToyJ2LO  #powerpoint #templates #light #emitting #diodes",758049516,"PPT Search","en",0,1457496734000,2476
2700,2016-03-08 20:00:00.000,,,"cell cycle PPT Templates - https://t.co/bYDtHsAIaj  #powerpoint #slide #cell #cycle",758049516,"PPT Search","en",0,1457496720000,2478
2701,2016-03-08 20:00:00.000,,,"ferroelectric memory Powerpoint Templates - https://t.co/OP9aNsVoB8  #ppt #ferroelectric #memory",758049516,"PPT Search","en",0,1457496713000,2479
2703,2016-03-08 20:00:00.000,,,"south african freedom struggle Powerpoint Presentations - https://t.co/JTN0hJKl24  #powerpoint #slide #south #african #freedom #struggle",758049516,"PPT Search","en",0,1457496699000,2481
2704,2016-03-08 20:00:00.000,,,"powerpoint tpm PPT Templates - https://t.co/l7UKlo8vSF  #powerpoint #tpm",758049516,"PPT Search","en",0,1457496692000,2482
2706,2016-03-08 20:00:00.000,,,"Well integrity PPT Slides - https://t.co/bSy8ahw6TH  #ppt #powerpoint #slide #Well #integrity",758049516,"PPT Search","en",0,1457496679000,2484
2709,2016-03-08 20:00:00.000,,,"Human Eye & The Colourful World PPT Templates - https://t.co/0wvpZjB4z4  #powerpoint #templates #Human #Eye #& #The #Colourful #World",758049516,"PPT Search","en",0,1457496610000,2487
2711,2016-03-08 20:00:00.000,,,"SN1 front side attack PowerPoint Slides - https://t.co/m6w2ZbJBXl  #SN1 #front #side #attack",758049516,"PPT Search","en",0,1457496589000,2489
2712,2016-03-08 20:00:00.000,,,"Abundance of protein Powerpoint Templates - https://t.co/TUnsWDVOmM  #ppt #powerpoint #slide #Abundance #of #protein",758049516,"PPT Search","en",0,1457496568000,2490
2714,2016-03-08 20:00:00.000,,,"Light Reflection & Refraction  Powerpoint Templates - https://t.co/t6E1L2LKBz  #powerpoint #templates #Light #Reflection #& #Refraction",758049516,"PPT Search","en",0,1457496548000,2492
2717,2016-03-08 20:00:00.000,,,"air carbon arc cutting PowerPoint Slides - https://t.co/VVuKAfQbt5  #air #carbon #arc #cutting",758049516,"PPT Search","en",0,1457496437000,2495
2718,2016-03-08 20:00:00.000,,,"Management of Information Resource centers Powerpoint Templates - https://t.co/86cYAH8Sps  #Management #of #Information #Resource #centers",758049516,"PPT Search","en",0,1457496417000,2496
2721,2016-03-08 20:00:00.000,,,"productivity workshop PPT Slides - https://t.co/N0y011HQ9b  #powerpoint #slide #productivity #workshop",758049516,"PPT Search","en",0,1457496375000,2498
2722,2016-03-08 20:00:00.000,,,"nc internal dimensioning PowerPoint Slides - https://t.co/B4SpD0roc7  #ppt #powerpoint #templates #nc #internal #dimensioning",758049516,"PPT Search","en",0,1457496355000,2499
2723,2016-03-08 20:00:00.000,,,"Information Science Powerpoint Templates - https://t.co/AyLzxCaJBd  #Information #Science",758049516,"PPT Search","en",0,1457496334000,2500
2724,2016-03-08 20:00:00.000,,,"asus PowerPoint Slides - https://t.co/hfcPLduXid  #powerpoint #slide #asus",758049516,"PPT Search","en",0,1457496313000,2501
2725,2016-03-08 20:00:00.000,,,"problems in the OR PowerPoint Slides - https://t.co/WxbLiKNN67  #powerpoint #slide #problems #in #the #OR",758049516,"PPT Search","en",0,1457496251000,2502
2726,2016-03-08 20:00:00.000,,,"forklift basic principles and operation PowerPoint Slides - https://t.co/wkQMsQ2ezl  #forklift #basic #principles #and #operation",758049516,"PPT Search","en",0,1457496231000,2503
2728,2016-03-08 20:00:00.000,,,"Library Science Powerpoint Presentations - https://t.co/kwTc3Y2LzV  #powerpoint #slide #Library #Science",758049516,"PPT Search","en",0,1457496210000,2505
2729,2016-03-08 20:00:00.000,,,"process optimization methods Powerpoint Templates - https://t.co/nhtXDZ9JGB  #powerpoint #slide #process #optimization #methods",758049516,"PPT Search","en",0,1457496189000,2506
2730,2016-03-08 20:00:00.000,,,"multimedia publishing operations PPT Slides - https://t.co/ZTGJHvtITE  #powerpoint #slide #multimedia #publishing #operations",758049516,"PPT Search","en",0,1457496169000,2507
2731,2016-03-08 20:00:00.000,,,"software testing metrics Powerpoint Presentations - https://t.co/u6HbOaExj6  #software #testing #metrics",758049516,"PPT Search","en",0,1457496148000,2508
2732,2016-03-08 20:00:00.000,,,"causes of destruction of natural vegetation PowerPoint Slides - https://t.co/fHSQTLKAIY  #causes #of #destruction #of #natural #vegetation",758049516,"PPT Search","en",0,1457496127000,2509
2736,2016-03-08 20:00:00.000,,,"basic gynecological investigation Powerpoint Presentations - https://t.co/Ik9HbDpgGv  #basic #gynecological #investigation",758049516,"PPT Search","en",0,1457496064000,2513
2739,2016-03-08 20:00:00.000,,,"fall protection campaign PPT Templates - https://t.co/0ELKEuUxUW  #powerpoint #slide #fall #protection #campaign",758049516,"PPT Search","en",0,1457496023000,2516
6233,2016-03-07 15:00:00.000,,,"complete ppt of bill gates PowerPoint Slides - https://t.co/4skWhPuX0V  #ppt #complete #ppt #of #bill #gates",758049516,"PPT Search","en",0,1457395198000,5714
6235,2016-03-07 15:00:00.000,,,"history of bill gates Powerpoint Presentations - https://t.co/bEJabhL6n0  #powerpoint #templates #history #of #bill #gates",758049516,"PPT Search","en",0,1457395177000,5716
6236,2016-03-07 15:00:00.000,,,"PCCW MOBILE Powerpoint Presentations - https://t.co/hqnuRwh0qn  #ppt #powerpoint #slide #PCCW #MOBILE",758049516,"PPT Search","en",0,1457395157000,5717
6237,2016-03-07 15:00:00.000,,,"CSL PowerPoint Slides - https://t.co/b7NSDcEaNe  #ppt #CSL",758049516,"PPT Search","en",0,1457395136000,5718
6238,2016-03-07 15:00:00.000,,,"bubble  quick heap sort Powerpoint Presentations - https://t.co/RgyGNrLUgB  #powerpoint #slide #bubble # quick #heap #sort",758049516,"PPT Search","en",0,1457395115000,5719
6239,2016-03-07 15:00:00.000,,,"renal monitoring for anesthesia Powerpoint Templates - https://t.co/KQPgsqqdlD  #powerpoint #slide #renal #monitoring #for #anesthesia",758049516,"PPT Search","en",0,1457395095000,5720
6247,2016-03-07 15:00:00.000,,,"contractor safety training powerpoint Powerpoint Presentations - https://t.co/ForpcIYbtY  #contractor #safety #training #powerpoint",758049516,"PPT Search","en",0,1457394893000,5726
6249,2016-03-07 15:00:00.000,,,"multimedia in web Pages PowerPoint Slides - https://t.co/HNSh18ips5  #powerpoint #slide #multimedia #in #web #Pages",758049516,"PPT Search","en",0,1457394851000,5728
6250,2016-03-07 15:00:00.000,,,"boylestad nashelsky PPT Templates - https://t.co/NiJwzZMkln  #ppt #powerpoint #slide #boylestad #nashelsky",758049516,"PPT Search","en",0,1457394831000,5729
6251,2016-03-07 15:00:00.000,,,"insulin like peptide in plants Powerpoint Presentations - https://t.co/p2Fk2EpKTl  #insulin #like #peptide #in #plants",758049516,"PPT Search","en",0,1457394789000,5730
6254,2016-03-07 15:00:00.000,,,"u2 1984 Powerpoint Templates - https://t.co/UDnyiPkYbk  #powerpoint #slide #u2 #1984",758049516,"PPT Search","en",0,1457394727000,5733
6255,2016-03-07 15:00:00.000,,,"shelly cashman lecture guides Powerpoint Presentations - https://t.co/3cAvY0HBQU  #powerpoint #templates #shelly #cashman #lecture #guides",758049516,"PPT Search","en",0,1457394707000,5734
6256,2016-03-07 15:00:00.000,,,"special electrial machines Powerpoint Presentations - https://t.co/hMp4jj9Qyc  #special #electrial #machines",758049516,"PPT Search","en",0,1457394686000,5735
6286,2016-03-07 15:00:00.000,,,"apprentice act Powerpoint Templates - https://t.co/c9zQOp4zoN  #powerpoint #slide #apprentice #act",758049516,"PPT Search","en",0,1457393680000,5758
6287,2016-03-07 15:00:00.000,,,"SAMI Powerpoint Presentations - https://t.co/gn6iZs1qiM  #powerpoint #slide #SAMI",758049516,"PPT Search","en",0,1457393639000,5759
6290,2016-03-07 15:00:00.000,,,"SELLO DE CABO Powerpoint Templates - https://t.co/bvpP8vYvYp  #powerpoint #templates #SELLO #DE #CABO",758049516,"PPT Search","en",0,1457393598000,5761
6291,2016-03-07 15:00:00.000,,,"technical communication ppt Powerpoint Templates - https://t.co/EcUjEvYvFJ  #technical #communication #ppt",758049516,"PPT Search","en",0,1457393587000,5762
6292,2016-03-07 15:00:00.000,,,"norma iso 17025 Powerpoint Templates - https://t.co/BwNw9U1A5h  #ppt #powerpoint #slide #norma #iso #17025",758049516,"PPT Search","en",0,1457393566000,5763
6293,2016-03-07 15:00:00.000,,,"CAP SEAL Powerpoint Presentations - https://t.co/Mq4skOyXEL  #CAP #SEAL",758049516,"PPT Search","en",0,1457393556000,5764
6294,2016-03-07 15:00:00.000,,,"English As A Vocation Powerpoint Presentations - https://t.co/lAJQjYf3VM  #powerpoint #templates #English #As #A #Vocation",758049516,"PPT Search","en",0,1457393545000,5765
6295,2016-03-07 15:00:00.000,,,"ppt motor vehicle act Powerpoint Templates - https://t.co/zy9IsCnaCW  #powerpoint #slide #ppt #motor #vehicle #act",758049516,"PPT Search","en",0,1457393536000,5766
6297,2016-03-07 15:00:00.000,,,"organisation culture HP Powerpoint Presentations - https://t.co/xlQf4AZU6N  #powerpoint #slide #organisation #culture #HP",758049516,"PPT Search","en",0,1457393483000,5767
6299,2016-03-07 15:00:00.000,,,"C 2010 How to Program download PowerPoint Slides - https://t.co/Vfq8zL2wgY  #powerpoint #slide #C #2010 #How #to #Program #download",758049516,"PPT Search","en",0,1457393462000,5769
6300,2016-03-07 15:00:00.000,,,"induction motor starters PowerPoint Slides - https://t.co/qLvav3zKha  #induction #motor #starters",758049516,"PPT Search","en",0,1457393453000,5770
6302,2016-03-07 15:00:00.000,,,"Early Text Of The New Testament Powerpoint Templates - https://t.co/209x9JA5DA  #Early #Text #Of #The #New #Testament",758049516,"PPT Search","en",0,1457393442000,5772
6303,2016-03-07 15:00:00.000,,,"orchard freezing damage Powerpoint Presentations - https://t.co/2MBdR4V8Mf  #powerpoint #slide #orchard #freezing #damage",758049516,"PPT Search","en",0,1457393432000,5773
6305,2016-03-07 15:00:00.000,,,"ppt dividing cycle by 12 Powerpoint Templates - https://t.co/ccTKMiKbJy  #powerpoint #slide #ppt #dividing #cycle #by #12",758049516,"PPT Search","en",0,1457393421000,5774
6307,2016-03-07 15:00:00.000,,,"casino management Powerpoint Templates - https://t.co/1vELHjkEhD  #powerpoint #templates #casino #management",758049516,"PPT Search","en",0,1457393400000,5776
6308,2016-03-07 15:00:00.000,,,"freezing and frosting damage PPT Templates - https://t.co/yYyIBYgrj6  #powerpoint #templates #freezing #and #frosting #damage",758049516,"PPT Search","en",0,1457393391000,5777
6309,2016-03-07 15:00:00.000,,,"ppt in advanced electronics PowerPoint Slides - https://t.co/9faykLiYHr  #ppt #ppt #in #advanced #electronics",758049516,"PPT Search","en",0,1457393380000,5778
6310,2016-03-07 15:00:00.000,,,"budget eco waste Powerpoint Presentations - https://t.co/WH7MYBFpai  #budget #eco #waste",758049516,"PPT Search","en",0,1457393370000,5779
6311,2016-03-07 15:00:00.000,,,"protect of orchard from freezing PowerPoint Slides - https://t.co/YaEFx1vVKo  #protect #of #orchard #from #freezing",758049516,"PPT Search","en",0,1457393329000,5780
6315,2016-03-07 15:00:00.000,,,"slip power recovery PowerPoint Slides - https://t.co/sqW2zS1zjw  #powerpoint #slide #slip #power #recovery",758049516,"PPT Search","en",0,1457393308000,5783
6327,2016-03-07 15:00:00.000,,,"ppt histology parathyroid gland Powerpoint Presentations - https://t.co/Pp6OrNcbPW  #powerpoint #slide #ppt #histology #parathyroid #gland",758049516,"PPT Search","en",0,1457392730000,5795
6328,2016-03-07 15:00:00.000,,,"management mary stephen Powerpoint Templates - https://t.co/ifV1NQifBP  #powerpoint #slide #management #mary #stephen",758049516,"PPT Search","en",0,1457392709000,5796
6331,2016-03-07 15:00:00.000,,,"EASL lecture PowerPoint Slides - https://t.co/7nnKeOeLqb  #powerpoint #slide #EASL #lecture",758049516,"PPT Search","en",0,1457392647000,5799
6333,2016-03-07 15:00:00.000,,,"Free Lecture Gastro PowerPoint Slides - https://t.co/vrynEWeKbY  #powerpoint #slide #Free #Lecture #Gastro",758049516,"PPT Search","en",0,1457392627000,5801
6341,2016-03-07 15:00:00.000,,,"process of face recognition PPT Slides - https://t.co/xhdzkd3s4m  #powerpoint #slide #process #of #face #recognition",758049516,"PPT Search","en",0,1457392277000,5806
6344,2016-03-07 15:00:00.000,,,"zzu PowerPoint Slides - https://t.co/safbRNagFF  #powerpoint #slide #zzu",758049516,"PPT Search","en",0,1457392215000,5809
6345,2016-03-07 15:00:00.000,,,"left ventricular hypertrophy PowerPoint Slides - https://t.co/8PdAe1QDXr  #powerpoint #templates #left #ventricular #hypertrophy",758049516,"PPT Search","en",0,1457392208000,5810
6346,2016-03-07 15:00:00.000,,,"north american payroll Powerpoint Templates - https://t.co/O8txs8mWfv  #powerpoint #slide #north #american #payroll",758049516,"PPT Search","en",0,1457392187000,5811
6347,2016-03-07 15:00:00.000,,,"ppt on antennas PowerPoint Slides - https://t.co/osUPHXKb1O  #powerpoint #slide #ppt #on #antennas",758049516,"PPT Search","en",0,1457392166000,5812
6348,2016-03-07 15:00:00.000,,,"student management PPT Slides - https://t.co/ulKK3M2A3T  #powerpoint #templates #student #management",758049516,"PPT Search","en",0,1457392146000,5813
6350,2016-03-07 15:00:00.000,,,"dsign process Powerpoint Presentations - https://t.co/vnEDubVJXO  #dsign #process",758049516,"PPT Search","en",0,1457392119000,5815
6351,2016-03-07 15:00:00.000,,,"bone radiology PowerPoint Slides - https://t.co/vWfzUOwZLh  #bone #radiology",758049516,"PPT Search","en",0,1457392098000,5816
6354,2016-03-07 15:00:00.000,,,"natural gas public awareness PowerPoint Slides - https://t.co/8C05FmOuAQ  #natural #gas #public #awareness",758049516,"PPT Search","en",0,1457392016000,5818
6355,2016-03-07 15:00:00.000,,,"SAVOR TIMI PowerPoint Slides - https://t.co/fjXZwng7wl  #SAVOR #TIMI",758049516,"PPT Search","en",0,1457391995000,5819
6356,2016-03-07 15:00:00.000,,,"estrategic planning.ppt PPT Templates - https://t.co/EXm1dtkoSE  #powerpoint #slide #estrategic #planning.ppt",758049516,"PPT Search","en",0,1457391974000,5820
6358,2016-03-07 15:00:00.000,,,"promotion in servies marketing Powerpoint Presentations - https://t.co/qdmIOESdfE  #promotion #in #servies #marketing",758049516,"PPT Search","en",0,1457391933000,5822
6359,2016-03-07 15:00:00.000,,,"plant design engineering PPT Templates - https://t.co/aIJ9L2Essc  #powerpoint #slide #plant #design #engineering",758049516,"PPT Search","en",0,1457391892000,5823
6361,2016-03-07 15:00:00.000,,,"inhalents class PPT Templates - https://t.co/3aJCufu4bH  #powerpoint #slide #inhalents #class",758049516,"PPT Search","en",0,1457391880000,5825
6363,2016-03-07 15:00:00.000,,,"product specification Powerpoint Templates - https://t.co/drdobC76DI  #ppt #powerpoint #slide #product #specification",758049516,"PPT Search","en",0,1457391830000,5827
6364,2016-03-07 15:00:00.000,,,"history of spices pdf Powerpoint Templates - https://t.co/ZERQQcKV6F  #powerpoint #slide #history #of #spices #pdf",758049516,"PPT Search","en",0,1457391818000,5828
6365,2016-03-07 15:00:00.000,,,"wade chapter 25 PPT Templates - https://t.co/LsaZsuxeGo  #powerpoint #templates #wade #chapter #25",758049516,"PPT Search","en",0,1457391797000,5829
6367,2016-03-07 15:00:00.000,,,"wade chapter 24 PPT Slides - https://t.co/QB1XBlPsvI  #powerpoint #templates #wade #chapter #24",758049516,"PPT Search","en",0,1457391776000,5831
6368,2016-03-07 15:00:00.000,,,"governance PPT Slides - https://t.co/qRB1zRm1hz  #powerpoint #slide #governance",758049516,"PPT Search","en",0,1457391767000,5832
6369,2016-03-07 15:00:00.000,,,"wade chapter 23 PPT Slides - https://t.co/mzEx6DQV1g  #powerpoint #slide #wade #chapter #23",758049516,"PPT Search","en",0,1457391756000,5833
6370,2016-03-07 15:00:00.000,,,"complete denture curing PPT Slides - https://t.co/o7jQXyfSYO  #powerpoint #templates #complete #denture #curing",758049516,"PPT Search","en",0,1457391747000,5834
6372,2016-03-07 15:00:00.000,,,"ICP MS PowerPoint Slides - https://t.co/EtNc7SUxcP  #powerpoint #templates #ICP #MS",758049516,"PPT Search","en",0,1457391735000,5836
6373,2016-03-07 15:00:00.000,,,"network cabling practical PPT Templates - https://t.co/sDhQpZTxBS  #powerpoint #slide #network #cabling #practical",758049516,"PPT Search","en",0,1457391726000,5837
6375,2016-03-07 15:00:00.000,,,"wade chapter 21 Powerpoint Templates - https://t.co/AaWMSrIWyt  #powerpoint #templates #wade #chapter #21",758049516,"PPT Search","en",0,1457391694000,5839
6378,2016-03-07 15:00:00.000,,,"wade chapter 20 Powerpoint Presentations - https://t.co/UuMtF1Fox9  #wade #chapter #20",758049516,"PPT Search","en",0,1457391673000,5842
6380,2016-03-07 15:00:00.000,,,"wade chapter 19 PPT Slides - https://t.co/i7yFqnrahq  #powerpoint #slide #wade #chapter #19",758049516,"PPT Search","en",0,1457391652000,5843
6382,2016-03-07 15:00:00.000,,,"wade chapter 13 Powerpoint Presentations - https://t.co/nhbDtnjeKF  #powerpoint #slide #wade #chapter #13",758049516,"PPT Search","en",0,1457391632000,5845
142,2016-03-09 14:00:00.000,,,"cyber crime law in the philippines PowerPoint Slides - https://t.co/G8ulEsyzlW  #cyber #crime #law #in #the #philippines",758049516,"PPT Search","en",0,1457563911000,133
143,2016-03-09 14:00:00.000,,,"pathology of  the PowerPoint Slides - https://t.co/OtE8iFFfaL  #pathology #of # #the",758049516,"PPT Search","en",0,1457563870000,134
168,2016-03-09 14:00:00.000,,,"grand tetons Powerpoint Templates - https://t.co/up0nPgfBqT  #grand #tetons",758049516,"PPT Search","en",0,1457563330000,156
212,2016-03-09 14:00:00.000,,,"name resolution Powerpoint Templates - https://t.co/P4TuHMahTn  #name #resolution",758049516,"PPT Search","en",0,1457561829000,197
219,2016-03-09 14:00:00.000,,,"transformers ppt slides PPT Templates - https://t.co/y9EwlEQjEl  #powerpoint #slide #transformers #ppt #slides",758049516,"PPT Search","en",0,1457561663000,204
220,2016-03-09 14:00:00.000,,,"Recent trades in productioN Ppt PPT Templates - https://t.co/mYBc5QOspu  #powerpoint #slide #Recent #trades #in #productioN #Ppt",758049516,"PPT Search","en",0,1457561643000,205
226,2016-03-09 14:00:00.000,,,"ICH Q10 ppt Powerpoint Presentations - https://t.co/QRJTkZyneb  #powerpoint #templates #ICH #Q10 #ppt",758049516,"PPT Search","en",0,1457561601000,210
227,2016-03-09 14:00:00.000,,,"train the trainer ppt presentation PowerPoint Slides - https://t.co/QCG7LaS1Ld  #train #the #trainer #ppt #presentation",758049516,"PPT Search","en",0,1457561580000,211
228,2016-03-09 14:00:00.000,,,"cancer institute in india ppt PowerPoint Slides - https://t.co/5WSxhh71Ie  #ppt #cancer #institute #in #india #ppt",758049516,"PPT Search","en",0,1457561560000,212
229,2016-03-09 14:00:00.000,,,"gastric cancer powerpoint PPT Slides - https://t.co/FAEXqUUPN0  #ppt #gastric #cancer #powerpoint",758049516,"PPT Search","en",0,1457561539000,213
230,2016-03-09 14:00:00.000,,,"stomach cancer ppt Powerpoint Templates - https://t.co/P2ZPh4msjn  #stomach #cancer #ppt",758049516,"PPT Search","en",0,1457561518000,214
231,2016-03-09 14:00:00.000,,," Paul Levy  Powerpoint Templates - https://t.co/8hIjb1V2O3 paul-levy- .htm  # Paul #Levy",758049516,"PPT Search","en",0,1457561498000,215
232,2016-03-09 14:00:00.000,,,"simatic it 6.5 Powerpoint Templates - https://t.co/5iJQg4DwYE  #ppt #powerpoint #slide #simatic #it #6.5",758049516,"PPT Search","en",0,1457561477000,216
234,2016-03-09 14:00:00.000,,,"SLIDES de alimentos powerpoint PowerPoint Slides - https://t.co/Zad9R09mYC  #powerpoint #slide #SLIDES #de #alimentos #powerpoint",758049516,"PPT Search","en",0,1457561436000,218
245,2016-03-09 14:00:00.000,,,"emergency response PowerPoint Slides - https://t.co/xsrTvc9adm  #emergency #response",758049516,"PPT Search","en",0,1457560968000,229
246,2016-03-09 14:00:00.000,,,"ppt on broadband technology PowerPoint Slides - https://t.co/noWarZB7MN  #powerpoint #slide #ppt #on #broadband #technology",758049516,"PPT Search","en",0,1457560948000,230
