HDI Score,First Country Name,Country
0.6900344827586207,Turkey,TUR
0.687103448275862,Colombia,COL
0.6836551724137931,Fiji,FJI
0.6814137931034483,Armenia,ARM
0.6801724137931034,Tonga,TON
0.6765517241379311,Algeria,DZA
0.6761379310344828,Thailand,THA
0.6708666666666667,Palestinian Territory,PSE
0.6706206896551724,Dominican Republic,DOM
0.6701379310344828,Tunisia,TUN
0.6661379310344828,Belize,BLZ
0.6614137931034483,Paraguay,PRY
0.6602413793103448,Samoa,WSM
0.6568421052631579,Uzbekistan,UZB
0.6533448275862068,Moldova,MDA
0.6501379310344827,South Africa,ZAF
0.6493103448275861,Philippines,PHL
0.6483103448275862,Gabon,GAB
0.646375,Maldives,MDV
0.640448275862069,Mongolia,MNG
0.6350689655172415,China,CHN
0.6288965517241379,Egypt,EGY
0.626448275862069,Bolivia,BOL
0.6242068965517241,Indonesia,IDN
0.6233793103448275,Botswana,BWA
0.6203448275862068,Iraq,IRQ
0.6186896551724138,Kyrgyz Republic,KGZ
0.6183793103448276,El Salvador,SLV
0.6152631578947368,Cape Verde,CPV
0.6142758620689656,Guyana,GUY
0.6008620689655173,Vietnam,VNM
0.5944736842105263,Kiribati,KIR
0.5936551724137932,Syrian Arab Republic,SYR
0.5895517241379311,Tajikistan,TJK
0.5854285714285714,Vanuatu,VUT
0.584421052631579,Micronesia,FSM
0.5813103448275863,Namibia,NAM
0.5802413793103449,Nicaragua,NIC
0.5780526315789474,Timor-Leste,TLS
0.5762142857142857,Bhutan,BTN
0.5714210526315789,Equatorial Guinea,GNQ
0.569551724137931,Honduras,HND
0.5679655172413793,Morocco,MAR
0.5673793103448276,Guatemala,GTM
0.5381034482758621,Congo,COG
0.5341379310344828,India,IND
0.52015,Solomon Islands,SLB
0.5172413793103449,Swaziland,SWZ
0.5161724137931034,Ghana,GHA
0.5117241379310344,Sao Tome and Principe,STP
0.5041052631578947,Comoros,COM
0.5008275862068965,Lao People's Democratic Republic,LAO
0.49972413793103454,Bangladesh,BGD
0.4971875,Nigeria,NGA
0.4955862068965517,Kenya,KEN
0.4933684210526316,Madagascar,MDG
0.49165000000000003,Angola,AGO
0.4833103448275862,Pakistan,PAK
0.48251724137931035,Zambia,ZMB
0.479,Zimbabwe,ZWE
0.4778275862068965,Nepal,NPL
0.4770344827586207,Cameroon,CMR
0.47451724137931034,Cambodia,KHM
0.4673793103448276,Lesotho,LSO
0.4656206896551724,Myanmar,MMR
0.4650344827586207,Papua New Guinea,PNG
0.4621034482758621,Mauritania,MRT
0.4540344827586207,Yemen,YEM
0.45248275862068965,Haiti,HTI
0.4457931034482759,Togo,TGO
0.4377931034482759,Tanzania,TZA
0.43620000000000003,Liberia,LBR
0.4334137931034483,Cote d'Ivoire,CIV
0.43317241379310345,Benin,BEN
0.43265517241379314,Senegal,SEN
0.43235714285714283,Guinea-Bissau,GNB
0.4294285714285714,Eritrea,ERI
0.4281111111111111,South Sudan,SSD
0.4279655172413793,Sudan,SDN
0.4220344827586207,Uganda,UGA
0.4177916666666666,Djibouti,DJI
0.4013793103448276,Gambia,GMB
0.3983103448275862,Afghanistan,AFG
0.39355172413793105,Malawi,MWI
0.38952631578947366,Ethiopia,ETH
0.3821379310344828,Rwanda,RWA
0.38096551724137934,Congo,COD
0.36782758620689654,Guinea,GIN
0.3614210526315789,Burkina Faso,BFA
0.36,Chad,TCD
0.3452068965517241,Burundi,BDI
0.3418965517241379,Sierra Leone,SLE
0.34120689655172415,Mali,MLI
0.33375862068965517,Mozambique,MOZ
0.3301724137931034,Central African Republic,CAF
0.2846551724137931,Niger,NER
