Year,Quarter,Month,Day,Manufacturer,Daily Revenue
2018,1,1,17,Currus,101258.7025
2018,1,1,17,Natura,196598.615
2018,1,1,17,Pirum,96562.0625
2018,1,1,17,VanArsdel,504904.02
2018,1,1,18,Aliqui,133125.155
2018,1,1,18,Currus,74164.815
2018,1,1,18,Natura,245160.285
2018,1,1,18,Pirum,93207.985
2018,1,1,18,VanArsdel,481324.245
2018,1,1,19,Aliqui,134164.5575
2018,1,1,19,Currus,79519.2325
2018,1,1,19,Natura,237384.88
2018,1,1,19,Pirum,86974.66
2018,1,1,19,VanArsdel,468529.22500000003
2018,1,1,20,Aliqui,132473.995
2018,1,1,20,Currus,123907.2125
2018,1,1,20,Natura,163686.47
2018,1,1,20,Pirum,86260.8725
2018,1,1,20,VanArsdel,478700.52
2018,1,1,21,Aliqui,28048.23
2018,1,1,21,Currus,42183.225
2018,1,1,21,Natura,155834.3175
2018,1,1,21,Pirum,27426.5775
2018,1,1,21,VanArsdel,501890.6175
2018,1,1,22,Natura,35153.159999999996
2018,1,1,22,VanArsdel,208371.7625
2018,1,1,23,Aliqui,140740.3
2018,1,1,23,Currus,53862.2275
2018,1,1,23,Natura,101538.735
2018,1,1,23,Pirum,78602.5425
2018,1,1,23,VanArsdel,352395.0425
2018,1,1,24,Aliqui,194791.6625
2018,1,1,24,Currus,130626.215
2018,1,1,24,Natura,202311.77
2018,1,1,24,Pirum,125200.9325
2018,1,1,24,VanArsdel,478372.875
2018,1,1,25,Aliqui,162649.85749999998
2018,1,1,25,Currus,126048.83
2018,1,1,25,Natura,175041.085
2018,1,1,25,Pirum,129663.1025
2018,1,1,25,VanArsdel,580656.8525
2018,1,1,26,Aliqui,154813.9
2018,1,1,26,Currus,130819.355
2018,1,1,26,Natura,240896.645
2018,1,1,26,Pirum,104271.375
2018,1,1,26,VanArsdel,685911.47
2018,1,1,27,Aliqui,169326.645
2018,1,1,27,Currus,143079.735
2018,1,1,27,Natura,201606.13
2018,1,1,27,Pirum,125288.3275
2018,1,1,27,VanArsdel,686399.2775
2018,1,1,28,Aliqui,83707.26
2018,1,1,28,Currus,87385.935
2018,1,1,28,Natura,225100.6225
2018,1,1,28,Pirum,58596.7725
2018,1,1,28,VanArsdel,584762.4725
2018,1,1,29,Natura,89686.0125
2018,1,1,29,VanArsdel,399178.08
2018,1,1,30,Aliqui,209071.13749999998
2018,1,1,30,Currus,151186.4475
2018,1,1,30,Natura,149511.4075
2018,1,1,30,Pirum,114622.45
2018,1,1,30,VanArsdel,529675.985
2018,1,1,31,Aliqui,549509.8375
2018,1,1,31,Currus,635579.0525
2018,1,1,31,Natura,1087211.7925
2018,1,1,31,Pirum,327690.515
2018,1,1,31,VanArsdel,1242916.995
2018,1,2,1,Aliqui,84585.0675
2018,1,2,1,Currus,38253.45
2018,1,2,1,Pirum,102575.11
2018,1,2,1,VanArsdel,611582.38
2018,1,2,2,Aliqui,87189.8125
2018,1,2,2,Currus,40416.612499999996
2018,1,2,2,Pirum,75925.03749999999
2018,1,2,2,VanArsdel,441453.025
2018,1,2,3,Aliqui,86890.075
2018,1,2,3,Currus,37104.479999999996
2018,1,2,3,Natura,89312.815
2018,1,2,3,Pirum,71411.09
2018,1,2,3,VanArsdel,544266.945
2018,1,2,4,Aliqui,29893.2375
2018,1,2,4,Currus,17343.7425
2018,1,2,4,Natura,74771.5175
2018,1,2,4,Pirum,23537.64
2018,1,2,4,VanArsdel,399466.2625
2018,1,2,5,Aliqui,2881.2
2018,1,2,5,Natura,20945.2425
2018,1,2,5,VanArsdel,221255.9925
2018,1,2,6,Aliqui,171832.585
2018,1,2,6,Currus,58208.244999999995
2018,1,2,6,Natura,97825.1975
2018,1,2,6,Pirum,76680.9625
2018,1,2,6,VanArsdel,383456.4425
2018,1,2,7,Aliqui,128926.1725
2018,1,2,7,Currus,77686.78
2018,1,2,7,Natura,146659.345
2018,1,2,7,Pirum,109478.28749999999
2018,1,2,7,VanArsdel,454440.185
2018,1,2,8,Aliqui,138834.26499999998
2018,1,2,8,Currus,73418.8425
2018,1,2,8,Natura,186872.43
2018,1,2,8,Pirum,96053.5925
2018,1,2,8,VanArsdel,522577.135
2018,1,2,9,Aliqui,111060.4725
2018,1,2,9,Currus,71881.4325
2018,1,2,9,Natura,151428.82
2018,1,2,9,Pirum,90254.025
2018,1,2,9,VanArsdel,488827.2225
2018,1,2,10,Aliqui,154948.305
2018,1,2,10,Currus,70830.7975
2018,1,2,10,Natura,163543.835
2018,1,2,10,Pirum,72152.385
2018,1,2,10,VanArsdel,608208.65
2018,1,2,11,Aliqui,48968.4825
2018,1,2,11,Currus,38228.2425
2018,1,2,11,Natura,137419.8725
2018,1,2,11,Pirum,19387.7775
2018,1,2,11,VanArsdel,412609.1675
2018,1,2,12,Aliqui,1988.28
2018,1,2,12,Natura,31971.1875
2018,1,2,12,VanArsdel,216975.3075
2018,1,2,13,Aliqui,139395.5525
2018,1,2,13,Currus,90629.19
2018,1,2,13,Natura,136172.59
2018,1,2,13,Pirum,98146.7025
2018,1,2,13,VanArsdel,409597.5725
2018,1,2,14,Aliqui,182000.405
2018,1,2,14,Currus,104202.58499999999
2018,1,2,14,Natura,186515.725
2018,1,2,14,Pirum,116141.6075
2018,1,2,14,VanArsdel,546814.6975
2018,1,2,15,Aliqui,144681.405
2018,1,2,15,Currus,94791.485
2018,1,2,15,Natura,265928.8325
2018,1,2,15,Pirum,99354.38249999999
2018,1,2,15,VanArsdel,748761.5825
2018,1,2,16,Aliqui,150629.34
2018,1,2,16,Currus,94651.84999999999
2018,1,2,16,Natura,239785.99
2018,1,2,16,Pirum,93337.16249999999
2018,1,2,16,VanArsdel,550517.625
2018,1,2,17,Aliqui,131989.1275
2018,1,2,17,Currus,108896.18
2018,1,2,17,Natura,239748.48
2018,1,2,17,Pirum,96331.2775
2018,1,2,17,VanArsdel,613221.0925
2018,1,2,18,Aliqui,46349.5725
2018,1,2,18,Currus,30278.1675
2018,1,2,18,Natura,122643.0625
2018,1,2,18,Pirum,26424.825
2018,1,2,18,VanArsdel,394525.2625
2018,1,2,19,Aliqui,1970.745
2018,1,2,19,Natura,28476.4725
2018,1,2,19,VanArsdel,176166.21
2018,1,2,20,Aliqui,157648.81
2018,1,2,20,Currus,98519.6875
2018,1,2,20,Natura,150715.395
2018,1,2,20,Pirum,5684.385
2018,1,2,20,VanArsdel,421294.9325
2018,1,2,21,Aliqui,190108.41999999998
2018,1,2,21,Currus,130961.175
2018,1,2,21,Natura,188069.555
2018,1,2,21,Pirum,210209.8975
2018,1,2,21,VanArsdel,609154.9425
2018,1,2,22,Aliqui,178958.79
2018,1,2,22,Currus,120263.18
2018,1,2,22,Natura,235092.1025
2018,1,2,22,Pirum,112987.745
2018,1,2,22,VanArsdel,577462.7925
2018,1,2,23,Aliqui,164171.4675
2018,1,2,23,Currus,130553.50499999999
2018,1,2,23,Natura,240782.63
2018,1,2,23,Pirum,127471.8625
2018,1,2,23,VanArsdel,563783.965
2018,1,2,24,Aliqui,158483.62
2018,1,2,24,Currus,102135.83
2018,1,2,24,Natura,210270.7875
2018,1,2,24,Pirum,106591.255
2018,1,2,24,VanArsdel,654601.3125
2018,1,2,25,Aliqui,48083.49
2018,1,2,25,Currus,41800.604999999996
2018,1,2,25,Natura,189545.66
2018,1,2,25,Pirum,31213.6125
2018,1,2,25,VanArsdel,527502.2
2018,1,2,26,Aliqui,125593.5425
2018,1,2,26,Natura,40229.28
2018,1,2,26,VanArsdel,241079.28
2018,1,2,27,Aliqui,160666.1825
2018,1,2,27,Currus,214967.9975
2018,1,2,27,Natura,280972.8025
2018,1,2,27,Pirum,148970.745
2018,1,2,27,VanArsdel,677615.81
2018,1,2,28,Aliqui,923957.515
2018,1,2,28,Currus,828843.8225
2018,1,2,28,Natura,1375855.975
2018,1,2,28,Pirum,388459.12
2018,1,2,28,VanArsdel,2151966.1675
2018,1,3,1,Aliqui,99333.7525
2018,1,3,1,Currus,55613.275
2018,1,3,1,Pirum,111280.145
2018,1,3,1,VanArsdel,570314.1175
2018,1,3,2,Aliqui,64423.3525
2018,1,3,2,Currus,45214.6375
2018,1,3,2,Pirum,77064.045
2018,1,3,2,VanArsdel,510065.49
2018,1,3,3,Aliqui,85950.0275
2018,1,3,3,Currus,66166.85
2018,1,3,3,Natura,95773.3075
2018,1,3,3,Pirum,52317.85
2018,1,3,3,VanArsdel,405686.65750000003
2018,1,3,4,Aliqui,6264.405
2018,1,3,4,Currus,10251.727499999999
2018,1,3,4,Natura,62541.4225
2018,1,3,4,Pirum,4702.6875
2018,1,3,4,VanArsdel,306019.57
2018,1,3,5,Aliqui,31979.745
2018,1,3,5,Currus,21312.165
2018,1,3,5,Natura,2975.91
2018,1,3,5,Pirum,39756.885
2018,1,3,5,VanArsdel,206594.005
2018,1,3,6,Aliqui,160963.6925
2018,1,3,6,Currus,137617.1975
2018,1,3,6,Natura,166809.01
2018,1,3,6,Pirum,96700.6375
2018,1,3,6,VanArsdel,496612.3225
2018,1,3,7,Aliqui,135177.82749999998
2018,1,3,7,Currus,105665.2
2018,1,3,7,Natura,214436.7125
2018,1,3,7,Pirum,125615.095
2018,1,3,7,VanArsdel,662106.8025
2018,1,3,8,Aliqui,132276.505
2018,1,3,8,Currus,105436.69499999999
2018,1,3,8,Natura,214549.525
2018,1,3,8,Pirum,111395.075
2018,1,3,8,VanArsdel,602943.3025
2018,1,3,9,Aliqui,114178.5575
2018,1,3,9,Currus,78739.375
2018,1,3,9,Natura,201480.4075
2018,1,3,9,Pirum,80597.93
2018,1,3,9,VanArsdel,558834.9125
2018,1,3,10,Aliqui,108600.9475
2018,1,3,10,Currus,97482.03
2018,1,3,10,Natura,166094.3325
2018,1,3,10,Pirum,76506.12
2018,1,3,10,VanArsdel,554761.09
2018,1,3,11,Aliqui,47208.63
2018,1,3,11,Currus,30012.7275
2018,1,3,11,Natura,170694.1125
2018,1,3,11,Pirum,29584.17
2018,1,3,11,VanArsdel,531287.465
2018,1,3,12,Aliqui,116223.79
2018,1,3,12,Currus,28994.489999999998
2018,1,3,12,Natura,57338.557499999995
2018,1,3,12,Pirum,22242.36
2018,1,3,12,VanArsdel,258190.9025
2018,1,3,13,Aliqui,147420.51
2018,1,3,13,Currus,187771.3325
2018,1,3,13,Natura,267299.0125
2018,1,3,13,Pirum,110994.3875
2018,1,3,13,VanArsdel,666881.045
2018,1,3,14,Aliqui,169331.6525
2018,1,3,14,Currus,162385.1675
2018,1,3,14,Natura,324722.3625
2018,1,3,14,Pirum,110115.89
2018,1,3,14,VanArsdel,778064.1025
2018,1,3,15,Aliqui,174136.9175
2018,1,3,15,Currus,178823.03
2018,1,3,15,Natura,364911.485
2018,1,3,15,Pirum,138725.095
2018,1,3,15,VanArsdel,748378.95
2018,1,3,16,Aliqui,145929.98
2018,1,3,16,Currus,120720.4025
2018,1,3,16,Natura,296654.43
2018,1,3,16,Pirum,85319.45999999999
2018,1,3,16,VanArsdel,570183.8425
2018,1,3,17,Aliqui,118756.48
2018,1,3,17,Currus,139464.665
2018,1,3,17,Natura,160449.55
2018,1,3,17,Pirum,91502.38249999999
2018,1,3,17,VanArsdel,514584.085
2018,1,3,18,Aliqui,52925.67
2018,1,3,18,Currus,41222.3175
2018,1,3,18,Natura,162995.48
2018,1,3,18,Pirum,29239.77
2018,1,3,18,VanArsdel,571578.5725
2018,1,3,19,Aliqui,31230.57
2018,1,3,19,Currus,38167.71
2018,1,3,19,Natura,67648.7175
2018,1,3,19,Pirum,23082.0975
2018,1,3,19,VanArsdel,346081.81
2018,1,3,20,Aliqui,279889.0375
2018,1,3,20,Currus,253002.315
2018,1,3,20,Natura,220890.19
2018,1,3,20,Pirum,143619.585
2018,1,3,20,VanArsdel,681488.33
2018,1,3,21,Aliqui,192303.3125
2018,1,3,21,Currus,196274.2925
2018,1,3,21,Natura,298120.365
2018,1,3,21,Pirum,149008.7375
2018,1,3,21,VanArsdel,768703.685
2018,1,3,22,Aliqui,189545.215
2018,1,3,22,Currus,186135.29249999998
2018,1,3,22,Natura,324153.9125
2018,1,3,22,Pirum,128300.89
2018,1,3,22,VanArsdel,751037.2075
2018,1,3,23,Aliqui,127291.54
2018,1,3,23,Currus,105689.3
2018,1,3,23,Natura,259258.03
2018,1,3,23,Pirum,95176.0325
2018,1,3,23,VanArsdel,640672.8
2018,1,3,24,Aliqui,166411.215
2018,1,3,24,Currus,135002.0575
2018,1,3,24,Natura,218784.19
2018,1,3,24,Pirum,90761.61
2018,1,3,24,VanArsdel,574510.185
2018,1,3,25,Aliqui,28768.6875
2018,1,3,25,Currus,24120.6525
2018,1,3,25,Natura,210382.1275
2018,1,3,25,Pirum,17054.1525
2018,1,3,25,VanArsdel,470101.6475
2018,1,3,26,Aliqui,31666.1625
2018,1,3,26,Currus,36880.83
2018,1,3,26,Natura,64210.02
2018,1,3,26,Pirum,18957.225
2018,1,3,26,VanArsdel,262803.98
2018,1,3,27,Aliqui,279795.895
2018,1,3,27,Currus,288026.86
2018,1,3,27,Natura,308604.55
2018,1,3,27,Pirum,201085.245
2018,1,3,27,VanArsdel,809227.1475
2018,1,3,28,Aliqui,256464.95249999998
2018,1,3,28,Currus,197134.935
2018,1,3,28,Natura,426733.515
2018,1,3,28,Pirum,191393.4925
2018,1,3,28,VanArsdel,1000538.8725
2018,1,3,29,Aliqui,327495.69
2018,1,3,29,Currus,279844.075
2018,1,3,29,Natura,572660.625
2018,1,3,29,Pirum,203994.915
2018,1,3,29,VanArsdel,940765.825
2018,1,3,30,Aliqui,406241.09249999997
2018,1,3,30,Currus,538718.395
2018,1,3,30,Natura,670118.5425
2018,1,3,30,Pirum,223049.9025
2018,1,3,30,VanArsdel,987966.7525000001
2018,1,3,31,Aliqui,629051.7925
2018,1,3,31,Currus,636647.9525
2018,1,3,31,Natura,1395314.1775
2018,1,3,31,Pirum,189313.6725
2018,1,3,31,VanArsdel,1200479.43
2018,2,4,1,Aliqui,76846.29
2018,2,4,1,VanArsdel,455539.435
2018,2,4,2,Aliqui,4464.389999999999
2018,2,4,2,Currus,5277.93
2018,2,4,2,Pirum,49858.042499999996
2018,2,4,2,VanArsdel,153828.5075
2018,2,4,3,Aliqui,80112.3575
2018,2,4,3,Currus,123505.295
2018,2,4,3,Pirum,138406.565
2018,2,4,3,VanArsdel,691730.4275
2018,2,4,4,Aliqui,111557.625
2018,2,4,4,Currus,101558.2
2018,2,4,4,Natura,128749.6225
2018,2,4,4,Pirum,84924.26
2018,2,4,4,VanArsdel,638464.89
2018,2,4,5,Aliqui,131612.6225
2018,2,4,5,Currus,97544.69499999999
2018,2,4,5,Natura,138744.3775
2018,2,4,5,Pirum,93778.22499999999
2018,2,4,5,VanArsdel,620830.5325
2018,2,4,6,Aliqui,117303.42
2018,2,4,6,Currus,105576.20999999999
2018,2,4,6,Natura,167129.3375
2018,2,4,6,Pirum,81218.4825
2018,2,4,6,VanArsdel,628836.81
2018,2,4,7,Aliqui,100386.6525
2018,2,4,7,Currus,92430.2775
2018,2,4,7,Natura,151816.805
2018,2,4,7,Pirum,69941.05
2018,2,4,7,VanArsdel,664988.215
2018,2,4,8,Aliqui,8582.7525
2018,2,4,8,Natura,109970.125
2018,2,4,8,VanArsdel,392967.2775
2018,2,4,9,Aliqui,15748.11
2018,2,4,9,Currus,13797.84
2018,2,4,9,Natura,33893.055
2018,2,4,9,Pirum,17925.915
2018,2,4,9,VanArsdel,215233.87
2018,2,4,10,Aliqui,231895.8225
2018,2,4,10,Currus,195647.48249999998
2018,2,4,10,Natura,203614.19
2018,2,4,10,Pirum,139199.3725
2018,2,4,10,VanArsdel,714876.1225
2018,2,4,11,Aliqui,212557.9225
2018,2,4,11,Currus,194364.4875
2018,2,4,11,Natura,335893.0525
2018,2,4,11,Pirum,119237.4675
2018,2,4,11,VanArsdel,778354.935
2018,2,4,12,Aliqui,181730.61
2018,2,4,12,Currus,192378.6675
2018,2,4,12,Natura,272857.8975
2018,2,4,12,Pirum,133835.6025
2018,2,4,12,VanArsdel,709297.54
2018,2,4,13,Aliqui,180048.53
2018,2,4,13,Currus,181383.2175
2018,2,4,13,Natura,388569.8275
2018,2,4,13,Pirum,124509.3625
2018,2,4,13,VanArsdel,672392.255
2018,2,4,14,Aliqui,190774.1125
2018,2,4,14,Currus,202051.525
2018,2,4,14,Natura,393413.8125
2018,2,4,14,VanArsdel,619097.25
2018,2,4,15,Natura,167384.4075
2018,2,4,15,VanArsdel,574709.39
2018,2,4,16,Aliqui,32615.1525
2018,2,4,16,Currus,24941.8575
2018,2,4,16,Natura,37296.63
2018,2,4,16,Pirum,23022.405
2018,2,4,16,VanArsdel,170403.9725
2018,2,4,17,Aliqui,306750.6325
2018,2,4,17,Currus,287747.1125
2018,2,4,17,Natura,266053.7075
2018,2,4,17,Pirum,295743.4375
2018,2,4,17,VanArsdel,728785.89
2018,2,4,18,Aliqui,247694.13749999998
2018,2,4,18,Currus,217716.175
2018,2,4,18,Natura,353335.74
2018,2,4,18,Pirum,143592.21
2018,2,4,18,VanArsdel,949217.36
2018,2,4,19,Aliqui,220737.60749999998
2018,2,4,19,Currus,196938.985
2018,2,4,19,Natura,354404.3925
2018,2,4,19,Pirum,173570.6175
2018,2,4,19,VanArsdel,905787.2675
2018,2,4,20,Aliqui,192705.36
2018,2,4,20,Currus,243800.9425
2018,2,4,20,Natura,315950.145
2018,2,4,20,Pirum,118889.2
2018,2,4,20,VanArsdel,753239.6575
2018,2,4,21,Aliqui,183363.97
2018,2,4,21,Currus,207482.5525
2018,2,4,21,Natura,297523.015
2018,2,4,21,Pirum,136278.655
2018,2,4,21,VanArsdel,799820.6225
2018,2,4,22,Natura,213444.865
2018,2,4,22,VanArsdel,445820.28750000003
2018,2,4,23,Aliqui,194130.13999999998
2018,2,4,23,Currus,20653.29
2018,2,4,23,Natura,35825.895
2018,2,4,23,Pirum,20337.2925
2018,2,4,23,VanArsdel,229148.2375
2018,2,4,24,Aliqui,219418.0475
2018,2,4,24,Currus,346002.4775
2018,2,4,24,Natura,338238.5675
2018,2,4,24,Pirum,209765.77
2018,2,4,24,VanArsdel,991535.4725
2018,2,4,25,Aliqui,336055.235
2018,2,4,25,Currus,314290.3125
2018,2,4,25,Natura,417930.1475
2018,2,4,25,Pirum,186441.1
2018,2,4,25,VanArsdel,1004201.915
2018,2,4,26,Aliqui,297754.23
2018,2,4,26,Currus,378077.58749999997
2018,2,4,26,Natura,466080.6575
2018,2,4,26,Pirum,190777.4725
2018,2,4,26,VanArsdel,969493.5975
2018,2,4,27,Aliqui,269294.3125
2018,2,4,27,Currus,397796.83749999997
2018,2,4,27,Natura,535360.745
2018,2,4,27,Pirum,189953.7975
2018,2,4,27,VanArsdel,865686.9325
2018,2,4,28,Aliqui,475726.73
2018,2,4,28,Natura,658201.4125
2018,2,4,28,Pirum,235445.0825
2018,2,4,28,VanArsdel,1411083.5375
2018,2,4,29,Currus,1185511.68
2018,2,4,29,Natura,911598.8099999999
2018,2,4,29,VanArsdel,869726.9775
2018,2,4,30,Aliqui,859325.3825
2018,2,4,30,Currus,179061.3825
2018,2,4,30,Natura,700378.9875
2018,2,4,30,Pirum,90442.2225
2018,2,4,30,VanArsdel,980632.825
2018,2,5,1,Aliqui,88402.75
2018,2,5,1,Currus,129555.86
2018,2,5,1,Pirum,368529.3925
2018,2,5,1,VanArsdel,627859.5325
2018,2,5,2,Aliqui,123099.045
2018,2,5,2,Currus,83141.765
2018,2,5,2,Pirum,114670.33499999999
2018,2,5,2,VanArsdel,558822.8925
2018,2,5,3,Aliqui,135381.0575
2018,2,5,3,Currus,88043.9075
2018,2,5,3,Natura,140433.21
2018,2,5,3,Pirum,121781.8425
2018,2,5,3,VanArsdel,626050.0275
2018,2,5,4,Aliqui,121093.1275
2018,2,5,4,Currus,94863.185
2018,2,5,4,Natura,165277.125
2018,2,5,4,Pirum,85884.3375
2018,2,5,4,VanArsdel,485228.5775
2018,2,5,5,Aliqui,154812.10749999998
2018,2,5,5,Natura,170667.385
2018,2,5,5,Pirum,120200.1375
2018,2,5,5,VanArsdel,530269.4375
2018,2,5,6,Aliqui,20042.0325
2018,2,5,6,Currus,159211.19999999998
2018,2,5,6,Natura,160262.8875
2018,2,5,6,Pirum,18339.9825
2018,2,5,6,VanArsdel,488795.8925
2018,2,5,7,Aliqui,15831.0075
2018,2,5,7,Currus,9729.352499999999
2018,2,5,7,Natura,22129.38
2018,2,5,7,Pirum,21206.43
2018,2,5,7,VanArsdel,369934.375
2018,2,5,8,Aliqui,285508.0625
2018,2,5,8,Currus,176909.965
2018,2,5,8,Natura,290202.3
2018,2,5,8,Pirum,197408.88
2018,2,5,8,VanArsdel,574871.165
2018,2,5,9,Aliqui,230540.26499999998
2018,2,5,9,Currus,189235.85
2018,2,5,9,Natura,300676.49
2018,2,5,9,Pirum,174181.61
2018,2,5,9,VanArsdel,783086.78
2018,2,5,10,Aliqui,204033.32749999998
2018,2,5,10,Currus,189524.1
2018,2,5,10,Natura,277772.5825
2018,2,5,10,Pirum,148987.6875
2018,2,5,10,VanArsdel,696326.385
2018,2,5,11,Aliqui,174633.6175
2018,2,5,11,Currus,163198.32749999998
2018,2,5,11,Natura,350936.0375
2018,2,5,11,Pirum,131765.0725
2018,2,5,11,VanArsdel,702370.54
2018,2,5,12,Aliqui,203696.76249999998
2018,2,5,12,Currus,188732.465
2018,2,5,12,Natura,391187.065
2018,2,5,12,Pirum,107028.34
2018,2,5,12,VanArsdel,602680.0525
2018,2,5,13,Aliqui,36928.1325
2018,2,5,13,Currus,19028.73
2018,2,5,13,Natura,181161.185
2018,2,5,13,Pirum,26130.142499999998
2018,2,5,13,VanArsdel,515172.22250000003
2018,2,5,14,Aliqui,36131.0775
2018,2,5,14,Currus,19107.2175
2018,2,5,14,Natura,35017.4475
2018,2,5,14,Pirum,20132.28
2018,2,5,14,VanArsdel,346142.21499999997
2018,2,5,15,Aliqui,306389.52749999997
2018,2,5,15,Currus,276959.87
2018,2,5,15,Natura,274737.7825
2018,2,5,15,Pirum,180241.2675
2018,2,5,15,VanArsdel,701135.4275
2018,2,5,16,Aliqui,259820.36
2018,2,5,16,Currus,223522.23249999998
2018,2,5,16,Natura,324642.89999999997
2018,2,5,16,Pirum,138972.04499999998
2018,2,5,16,VanArsdel,856066.765
2018,2,5,17,Aliqui,193909.145
2018,2,5,17,Currus,242160.85749999998
2018,2,5,17,Natura,332314.92
2018,2,5,17,Pirum,233910.725
2018,2,5,17,VanArsdel,861622.68
2018,2,5,18,Aliqui,228264.565
2018,2,5,18,Currus,183547.33
2018,2,5,18,Natura,283689.7475
2018,2,5,18,Pirum,100634.2425
2018,2,5,18,VanArsdel,597798.99
2018,2,5,19,Aliqui,181309.3925
2018,2,5,19,Currus,194015.4375
2018,2,5,19,Natura,264830.63
2018,2,5,19,Pirum,199386.94
2018,2,5,19,VanArsdel,634232.86
2018,2,5,20,Aliqui,27453.8775
2018,2,5,20,Currus,25644.517499999998
2018,2,5,20,Natura,198962.52
2018,2,5,20,Pirum,16069.5675
2018,2,5,20,VanArsdel,526855.0175
2018,2,5,21,Aliqui,27798.645
2018,2,5,21,Currus,18543.052499999998
2018,2,5,21,Natura,35732.6025
2018,2,5,21,Pirum,37573.042499999996
2018,2,5,21,VanArsdel,215152.3
2018,2,5,22,Aliqui,317151.57
2018,2,5,22,Currus,307810.285
2018,2,5,22,Natura,301735.4075
2018,2,5,22,Pirum,212447.19
2018,2,5,22,VanArsdel,890825.2
2018,2,5,23,Aliqui,245777.15
2018,2,5,23,Currus,234316.9475
2018,2,5,23,Natura,319289.46499999997
2018,2,5,23,Pirum,163730.7225
2018,2,5,23,VanArsdel,788073.8300000001
2018,2,5,24,Aliqui,193972.525
2018,2,5,24,Currus,214075.4175
2018,2,5,24,Natura,357231.605
2018,2,5,24,Pirum,166419.13999999998
2018,2,5,24,VanArsdel,776271.13
2018,2,5,25,Aliqui,221403.29249999998
2018,2,5,25,Currus,225568.995
2018,2,5,25,Natura,365702.615
2018,2,5,25,Pirum,149580.8425
2018,2,5,25,VanArsdel,788459.2825
2018,2,5,26,Aliqui,268555.1325
2018,2,5,26,Currus,192037.83
2018,2,5,26,Natura,337191.645
2018,2,5,26,Pirum,166467.31
2018,2,5,26,VanArsdel,756573.9225
2018,2,5,27,Aliqui,39063.674999999996
2018,2,5,27,Currus,61046.002499999995
2018,2,5,27,Natura,293723.0875
2018,2,5,27,Pirum,38175.795
2018,2,5,27,VanArsdel,666156.095
2018,2,5,28,Aliqui,59407.792499999996
2018,2,5,28,Currus,78318.5025
2018,2,5,28,Natura,101285.94
2018,2,5,28,Pirum,34633.6725
2018,2,5,28,VanArsdel,494228.90499999997
2018,2,5,29,Aliqui,259981.885
2018,2,5,29,Currus,51884.2275
2018,2,5,29,Natura,114108.685
2018,2,5,29,Pirum,19224.7125
