Date,deaths_jh,deaths_rki,deaths_ecdc
2020-06-02 00:00:00,8,11,11
2020-06-03 00:00:00,39,29,29
2020-06-04 00:00:00,33,30,30
2020-06-05 00:00:00,23,32,32
2020-06-06 00:00:00,15,33,33
2020-06-07 00:00:00,12,22,22
2020-06-08 00:00:00,10,6,6
2020-06-09 00:00:00,41,37,37
2020-06-10 00:00:00,16,18,18
2020-06-11 00:00:00,20,26,26
2020-06-12 00:00:00,11,8,8
2020-06-13 00:00:00,10,18,18
2020-06-14 00:00:00,8,6,6
2020-06-15 00:00:00,6,4,4
2020-06-16 00:00:00,13,9,9
2020-06-17 00:00:00,31,30,30
2020-06-18 00:00:00,24,26,26
2020-06-19 00:00:00,12,16,16
2020-06-20 00:00:00,8,11,10
2020-06-21 00:00:00,0,-1,0
2020-06-22 00:00:00,4,3,3
2020-06-23 00:00:00,15,10,10
2020-06-24 00:00:00,14,19,19
2020-06-25 00:00:00,12,13,13
2020-06-26 00:00:00,25,21,21
2020-06-27 00:00:00,3,6,6
2020-06-28 00:00:00,0,3,3
2020-06-29 00:00:00,8,4,4
2020-06-30 00:00:00,14,12,12
2020-07-01 00:00:00,5,12,12
2020-07-02 00:00:00,11,9,9
2020-07-03 00:00:00,4,9,9
2020-07-04 00:00:00,10,7,7
2020-07-05 00:00:00,3,2,2
2020-07-06 00:00:00,-1,4,4
2020-07-07 00:00:00,10,8,8
2020-07-08 00:00:00,14,12,12
2020-07-09 00:00:00,11,12,12
2020-07-10 00:00:00,6,6,6
2020-07-11 00:00:00,7,6,6
2020-07-12 00:00:00,1,3,3
2020-07-13 00:00:00,3,1,1
2020-07-14 00:00:00,4,4,4
2020-07-15 00:00:00,2,3,3
2020-07-16 00:00:00,7,7,7
2020-07-17 00:00:00,1,4,4
2020-07-18 00:00:00,3,1,1
2020-07-19 00:00:00,1,1,1
2020-07-20 00:00:00,2,2,2
2020-07-21 00:00:00,5,4,4
2020-07-22 00:00:00,3,5,5
2020-07-23 00:00:00,8,6,6
2020-07-24 00:00:00,10,10,10
2020-07-25 00:00:00,4,7,7
2020-07-26 00:00:00,0,0,0
2020-07-27 00:00:00,1,0,0
2020-07-28 00:00:00,6,4,4
2020-07-29 00:00:00,4,6,6
2020-07-30 00:00:00,9,6,6
2020-07-31 00:00:00,3,7,7
2020-08-01 00:00:00,7,7,0
2020-08-02 00:00:00,0,-7,0
2020-08-03 00:00:00,0,7,7
2020-08-04 00:00:00,9,8,8
2020-08-05 00:00:00,16,12,12
2020-08-06 00:00:00,2,7,7
2020-08-07 00:00:00,14,8,8
2020-08-08 00:00:00,6,12,12
2020-08-09 00:00:00,1,1,1
2020-08-10 00:00:00,1,1,1
2020-08-11 00:00:00,5,4,4
2020-08-12 00:00:00,5,6,6
2020-08-13 00:00:00,4,4,4
2020-08-14 00:00:00,13,14,14
2020-08-15 00:00:00,5,6,6
2020-08-16 00:00:00,0,0,0
2020-08-17 00:00:00,1,1,1
2020-08-18 00:00:00,5,4,4
2020-08-19 00:00:00,8,7,7
2020-08-20 00:00:00,14,10,10
2020-08-21 00:00:00,3,7,7
2020-08-22 00:00:00,6,7,7
2020-08-23 00:00:00,3,2,2
2020-08-24 00:00:00,1,3,3
2020-08-25 00:00:00,5,5,5
2020-08-26 00:00:00,4,3,3
2020-08-27 00:00:00,5,5,5
2020-08-28 00:00:00,0,3,3
2020-08-29 00:00:00,9,1,1
2020-08-30 00:00:00,1,6,6
2020-08-31 00:00:00,3,3,3
2020-09-01 00:00:00,4,4,4
2020-09-02 00:00:00,15,11,11
2020-09-03 00:00:00,0,8,8
2020-09-04 00:00:00,5,1,1
2020-09-05 00:00:00,2,2,2
2020-09-06 00:00:00,1,1,1
2020-09-07 00:00:00,1,0,0
2020-09-08 00:00:00,5,4,4
2020-09-09 00:00:00,6,9,9
2020-09-10 00:00:00,3,3,3
2020-09-11 00:00:00,3,1,1
2020-09-12 00:00:00,4,5,5
2020-09-13 00:00:00,2,2,2
2020-09-14 00:00:00,2,1,1
2020-09-15 00:00:00,11,12,12
2020-09-16 00:00:00,6,6,6
2020-09-17 00:00:00,3,3,3
2020-09-18 00:00:00,10,7,7
2020-09-19 00:00:00,2,6,6
2020-09-20 00:00:00,2,2,2
2020-09-21 00:00:00,0,0,0
2020-09-22 00:00:00,15,10,10
2020-09-23 00:00:00,18,13,13
2020-09-24 00:00:00,13,19,19
2020-09-25 00:00:00,15,15,15
2020-09-26 00:00:00,8,9,9
2020-09-27 00:00:00,5,5,5
2020-09-28 00:00:00,4,3,3
2020-09-29 00:00:00,15,11,11
2020-09-30 00:00:00,12,17,17
2020-10-01 00:00:00,14,12,12
2020-10-02 00:00:00,9,8,8
2020-10-03 00:00:00,13,19,19
2020-10-04 00:00:00,2,2,2
2020-10-05 00:00:00,21,5,5
2020-10-06 00:00:00,12,12,12
2020-10-07 00:00:00,16,16,16
2020-10-08 00:00:00,12,16,16
2020-10-09 00:00:00,5,11,11
2020-10-10 00:00:00,21,15,15
2020-10-11 00:00:00,6,11,11
2020-10-12 00:00:00,14,6,6
2020-10-13 00:00:00,42,13,13
2020-10-14 00:00:00,34,43,43
2020-10-15 00:00:00,23,33,33
2020-10-16 00:00:00,34,24,24
2020-10-17 00:00:00,12,33,33
2020-10-18 00:00:00,13,10,10
2020-10-19 00:00:00,44,12,12
2020-10-20 00:00:00,40,47,47
2020-10-21 00:00:00,29,39,39
2020-10-22 00:00:00,49,30,30
2020-10-23 00:00:00,18,49,49
2020-10-24 00:00:00,57,49,49
2020-10-25 00:00:00,27,29,29
2020-10-26 00:00:00,29,24,24
2020-10-27 00:00:00,30,42,42
2020-10-28 00:00:00,97,85,85
2020-10-29 00:00:00,87,89,89
2020-10-30 00:00:00,86,77,77
2020-10-31 00:00:00,92,103,103
2020-11-01 00:00:00,30,29,29
2020-11-02 00:00:00,156,49,49
2020-11-03 00:00:00,48,131,131
2020-11-04 00:00:00,232,151,151
2020-11-05 00:00:00,161,118,118
2020-11-06 00:00:00,130,166,166
2020-11-07 00:00:00,66,130,130
2020-11-08 00:00:00,66,63,63
2020-11-09 00:00:00,36,63,63
2020-11-10 00:00:00,373,154,154
2020-11-11 00:00:00,213,261,261
2020-11-12 00:00:00,222,215,215
2020-11-13 00:00:00,188,218,218
2020-11-14 00:00:00,107,178,178
2020-11-15 00:00:00,62,107,107
2020-11-16 00:00:00,260,62,62
2020-11-17 00:00:00,305,267,267
2020-11-18 00:00:00,252,305,305
2020-11-19 00:00:00,272,251,251
2020-11-20 00:00:00,256,260,260
2020-11-21 00:00:00,143,254,254
2020-11-22 00:00:00,98,138,138
2020-11-23 00:00:00,301,90,90
2020-11-24 00:00:00,372,249,249
2020-11-25 00:00:00,378,410,410
2020-11-26 00:00:00,430,389,389
2020-11-27 00:00:00,371,426,426
2020-11-28 00:00:00,170,379,379
2020-11-29 00:00:00,125,158,158
2020-11-30 00:00:00,388,125,125
2020-12-01 00:00:00,483,388,388
2020-12-02 00:00:00,482,487,487
2020-12-03 00:00:00,438,479,479
2020-12-04 00:00:00,480,432,432
2020-12-05 00:00:00,262,483,483
2020-12-06 00:00:00,150,255,255
2020-12-07 00:00:00,445,147,147
2020-12-08 00:00:00,568,423,423
2020-12-09 00:00:00,458,590,590
2020-12-10 00:00:00,604,440,440
2020-12-11 00:00:00,503,598,598
2020-12-12 00:00:00,333,496,496
2020-12-13 00:00:00,206,321,321
2020-12-14 00:00:00,528,188,188
2020-12-15 00:00:00,910,500,
2020-12-16 00:00:00,729,952,
2020-12-17 00:00:00,754,698,
2020-12-18 00:00:00,727,813,
2020-12-19 00:00:00,417,702,
2020-12-20 00:00:00,229,409,
2020-12-21 00:00:00,710,226,
2020-12-22 00:00:00,986,731,
2020-12-23 00:00:00,813,962,
2020-12-24 00:00:00,421,802,
2020-12-25 00:00:00,250,412,
2020-12-26 00:00:00,366,240,
2020-12-27 00:00:00,351,346,
2020-12-28 00:00:00,848,358,
2020-12-29 00:00:00,1122,852,
2020-12-30 00:00:00,963,1129,
2020-12-31 00:00:00,561,964,
2021-01-01 00:00:00,354,553,
2021-01-02 00:00:00,335,336,
2021-01-03 00:00:00,311,312,
2021-01-04 00:00:00,957,302,
2021-01-05 00:00:00,1009,944,
2021-01-06 00:00:00,1078,1019,
2021-01-07 00:00:00,1152,1070,
2021-01-08 00:00:00,1035,1188,
2021-01-09 00:00:00,575,1083,
2021-01-10 00:00:00,339,454,
2021-01-11 00:00:00,,354,
