Year,Quarter,Month,Day,Revenue,Manufacturer
2018,Qtr 1,January,14,30117,Aliqui
2018,Qtr 1,January,14,33176,Currus
2018,Qtr 1,January,14,122702,Natura
2018,Qtr 1,January,14,37757,Pirum
2018,Qtr 1,January,14,421814,VanArsdel
2018,Qtr 1,January,15,28355,Natura
2018,Qtr 1,January,15,178736,VanArsdel
2018,Qtr 1,January,16,133822,Aliqui
2018,Qtr 1,January,16,64872,Currus
2018,Qtr 1,January,16,94018,Natura
2018,Qtr 1,January,16,77704,Pirum
2018,Qtr 1,January,16,397852,VanArsdel
2018,Qtr 1,January,17,133192,Aliqui
2018,Qtr 1,January,17,101259,Currus
2018,Qtr 1,January,17,196599,Natura
2018,Qtr 1,January,17,96562,Pirum
2018,Qtr 1,January,17,504904,VanArsdel
2018,Qtr 1,January,18,133125,Aliqui
2018,Qtr 1,January,18,74165,Currus
2018,Qtr 1,January,18,245160,Natura
2018,Qtr 1,January,18,93208,Pirum
2018,Qtr 1,January,18,481324,VanArsdel
2018,Qtr 1,January,19,134165,Aliqui
2018,Qtr 1,January,19,79519,Currus
2018,Qtr 1,January,19,237385,Natura
2018,Qtr 1,January,19,86975,Pirum
2018,Qtr 1,January,19,468529,VanArsdel
2018,Qtr 1,January,20,132474,Aliqui
2018,Qtr 1,January,20,123907,Currus
2018,Qtr 1,January,20,163686,Natura
2018,Qtr 1,January,20,86261,Pirum
2018,Qtr 1,January,20,478701,VanArsdel
2018,Qtr 1,January,21,28048,Aliqui
2018,Qtr 1,January,21,42183,Currus
2018,Qtr 1,January,21,155834,Natura
2018,Qtr 1,January,21,27427,Pirum
2018,Qtr 1,January,21,501891,VanArsdel
2018,Qtr 1,January,22,35153,Natura
2018,Qtr 1,January,22,208372,VanArsdel
2018,Qtr 1,January,23,140740,Aliqui
2018,Qtr 1,January,23,53862,Currus
2018,Qtr 1,January,23,101539,Natura
2018,Qtr 1,January,23,78603,Pirum
2018,Qtr 1,January,23,352395,VanArsdel
2018,Qtr 1,January,24,194792,Aliqui
2018,Qtr 1,January,24,130626,Currus
2018,Qtr 1,January,24,202312,Natura
2018,Qtr 1,January,24,125201,Pirum
2018,Qtr 1,January,24,478373,VanArsdel
2018,Qtr 1,January,25,162650,Aliqui
2018,Qtr 1,January,25,126049,Currus
2018,Qtr 1,January,25,175041,Natura
2018,Qtr 1,January,25,129663,Pirum
2018,Qtr 1,January,25,580657,VanArsdel
2018,Qtr 1,January,26,154814,Aliqui
2018,Qtr 1,January,26,130819,Currus
2018,Qtr 1,January,26,240897,Natura
2018,Qtr 1,January,26,104271,Pirum
2018,Qtr 1,January,26,685911,VanArsdel
2018,Qtr 1,January,27,169327,Aliqui
2018,Qtr 1,January,27,143080,Currus
2018,Qtr 1,January,27,201606,Natura
2018,Qtr 1,January,27,125288,Pirum
2018,Qtr 1,January,27,686399,VanArsdel
2018,Qtr 1,January,28,83707,Aliqui
2018,Qtr 1,January,28,87386,Currus
2018,Qtr 1,January,28,225101,Natura
2018,Qtr 1,January,28,58597,Pirum
2018,Qtr 1,January,28,584762,VanArsdel
2018,Qtr 1,January,29,89686,Natura
2018,Qtr 1,January,29,399178,VanArsdel
2018,Qtr 1,January,30,209071,Aliqui
2018,Qtr 1,January,30,151186,Currus
2018,Qtr 1,January,30,149511,Natura
2018,Qtr 1,January,30,114622,Pirum
2018,Qtr 1,January,30,529676,VanArsdel
2018,Qtr 1,January,31,549510,Aliqui
2018,Qtr 1,January,31,635579,Currus
2018,Qtr 1,January,31,1087212,Natura
2018,Qtr 1,January,31,327691,Pirum
2018,Qtr 1,January,31,1242917,VanArsdel
2018,Qtr 1,February,1,84585,Aliqui
2018,Qtr 1,February,1,38253,Currus
2018,Qtr 1,February,1,102575,Pirum
2018,Qtr 1,February,1,611582,VanArsdel
2018,Qtr 1,February,2,87190,Aliqui
2018,Qtr 1,February,2,40417,Currus
2018,Qtr 1,February,2,75925,Pirum
2018,Qtr 1,February,2,441453,VanArsdel
2018,Qtr 1,February,3,86890,Aliqui
2018,Qtr 1,February,3,37104,Currus
2018,Qtr 1,February,3,89313,Natura
2018,Qtr 1,February,3,71411,Pirum
2018,Qtr 1,February,3,544267,VanArsdel
2018,Qtr 1,February,4,29893,Aliqui
2018,Qtr 1,February,4,17344,Currus
2018,Qtr 1,February,4,74772,Natura
2018,Qtr 1,February,4,23538,Pirum
2018,Qtr 1,February,4,399466,VanArsdel
2018,Qtr 1,February,5,2881,Aliqui
2018,Qtr 1,February,5,20945,Natura
2018,Qtr 1,February,5,221256,VanArsdel
2018,Qtr 1,February,6,171833,Aliqui
2018,Qtr 1,February,6,58208,Currus
2018,Qtr 1,February,6,97825,Natura
2018,Qtr 1,February,6,76681,Pirum
2018,Qtr 1,February,6,383456,VanArsdel
2018,Qtr 1,February,7,128926,Aliqui
2018,Qtr 1,February,7,77687,Currus
2018,Qtr 1,February,7,146659,Natura
2018,Qtr 1,February,7,109478,Pirum
2018,Qtr 1,February,7,454440,VanArsdel
2018,Qtr 1,February,8,138834,Aliqui
2018,Qtr 1,February,8,73419,Currus
2018,Qtr 1,February,8,186872,Natura
2018,Qtr 1,February,8,96054,Pirum
2018,Qtr 1,February,8,522577,VanArsdel
2018,Qtr 1,February,9,111060,Aliqui
2018,Qtr 1,February,9,71881,Currus
2018,Qtr 1,February,9,151429,Natura
2018,Qtr 1,February,9,90254,Pirum
2018,Qtr 1,February,9,488827,VanArsdel
2018,Qtr 1,February,10,154948,Aliqui
2018,Qtr 1,February,10,70831,Currus
2018,Qtr 1,February,10,163544,Natura
2018,Qtr 1,February,10,72152,Pirum
2018,Qtr 1,February,10,608209,VanArsdel
2018,Qtr 1,February,11,48968,Aliqui
2018,Qtr 1,February,11,38228,Currus
2018,Qtr 1,February,11,137420,Natura
2018,Qtr 1,February,11,19388,Pirum
2018,Qtr 1,February,11,412609,VanArsdel
2018,Qtr 1,February,12,1988,Aliqui
2018,Qtr 1,February,12,31971,Natura
2018,Qtr 1,February,12,216975,VanArsdel
2018,Qtr 1,February,13,139396,Aliqui
2018,Qtr 1,February,13,90629,Currus
2018,Qtr 1,February,13,136173,Natura
2018,Qtr 1,February,13,98147,Pirum
2018,Qtr 1,February,13,409598,VanArsdel
2018,Qtr 1,February,14,182000,Aliqui
2018,Qtr 1,February,14,104203,Currus
2018,Qtr 1,February,14,186516,Natura
2018,Qtr 1,February,14,116142,Pirum
2018,Qtr 1,February,14,546815,VanArsdel
2018,Qtr 1,February,15,144681,Aliqui
2018,Qtr 1,February,15,94791,Currus
2018,Qtr 1,February,15,265929,Natura
2018,Qtr 1,February,15,99354,Pirum
2018,Qtr 1,February,15,748762,VanArsdel
2018,Qtr 1,February,16,150629,Aliqui
2018,Qtr 1,February,16,94652,Currus
2018,Qtr 1,February,16,239786,Natura
2018,Qtr 1,February,16,93337,Pirum
2018,Qtr 1,February,16,550518,VanArsdel
2018,Qtr 1,February,17,131989,Aliqui
2018,Qtr 1,February,17,108896,Currus
2018,Qtr 1,February,17,239748,Natura
2018,Qtr 1,February,17,96331,Pirum
2018,Qtr 1,February,17,613221,VanArsdel
2018,Qtr 1,February,18,46350,Aliqui
2018,Qtr 1,February,18,30278,Currus
2018,Qtr 1,February,18,122643,Natura
2018,Qtr 1,February,18,26425,Pirum
2018,Qtr 1,February,18,394525,VanArsdel
2018,Qtr 1,February,19,1971,Aliqui
2018,Qtr 1,February,19,28476,Natura
2018,Qtr 1,February,19,176166,VanArsdel
2018,Qtr 1,February,20,157649,Aliqui
2018,Qtr 1,February,20,98520,Currus
2018,Qtr 1,February,20,150715,Natura
2018,Qtr 1,February,20,5684,Pirum
2018,Qtr 1,February,20,421295,VanArsdel
2018,Qtr 1,February,21,190108,Aliqui
2018,Qtr 1,February,21,130961,Currus
2018,Qtr 1,February,21,188070,Natura
2018,Qtr 1,February,21,210210,Pirum
2018,Qtr 1,February,21,609155,VanArsdel
2018,Qtr 1,February,22,178959,Aliqui
2018,Qtr 1,February,22,120263,Currus
2018,Qtr 1,February,22,235092,Natura
2018,Qtr 1,February,22,112988,Pirum
2018,Qtr 1,February,22,577463,VanArsdel
2018,Qtr 1,February,23,164171,Aliqui
2018,Qtr 1,February,23,130554,Currus
2018,Qtr 1,February,23,240783,Natura
2018,Qtr 1,February,23,127472,Pirum
2018,Qtr 1,February,23,563784,VanArsdel
2018,Qtr 1,February,24,158484,Aliqui
2018,Qtr 1,February,24,102136,Currus
2018,Qtr 1,February,24,210271,Natura
2018,Qtr 1,February,24,106591,Pirum
2018,Qtr 1,February,24,654601,VanArsdel
2018,Qtr 1,February,25,48083,Aliqui
2018,Qtr 1,February,25,41801,Currus
2018,Qtr 1,February,25,189546,Natura
2018,Qtr 1,February,25,31214,Pirum
2018,Qtr 1,February,25,527502,VanArsdel
2018,Qtr 1,February,26,125594,Aliqui
2018,Qtr 1,February,26,40229,Natura
2018,Qtr 1,February,26,241079,VanArsdel
2018,Qtr 1,February,27,160666,Aliqui
2018,Qtr 1,February,27,214968,Currus
2018,Qtr 1,February,27,280973,Natura
2018,Qtr 1,February,27,148971,Pirum
2018,Qtr 1,February,27,677616,VanArsdel
2018,Qtr 1,February,28,923958,Aliqui
2018,Qtr 1,February,28,828844,Currus
2018,Qtr 1,February,28,1375856,Natura
2018,Qtr 1,February,28,388459,Pirum
2018,Qtr 1,February,28,2151966,VanArsdel
2018,Qtr 1,March,1,99334,Aliqui
2018,Qtr 1,March,1,55613,Currus
2018,Qtr 1,March,1,111280,Pirum
2018,Qtr 1,March,1,570314,VanArsdel
2018,Qtr 1,March,2,64423,Aliqui
2018,Qtr 1,March,2,45215,Currus
2018,Qtr 1,March,2,77064,Pirum
2018,Qtr 1,March,2,510065,VanArsdel
2018,Qtr 1,March,3,85950,Aliqui
2018,Qtr 1,March,3,66167,Currus
2018,Qtr 1,March,3,95773,Natura
2018,Qtr 1,March,3,52318,Pirum
2018,Qtr 1,March,3,405687,VanArsdel
2018,Qtr 1,March,4,6264,Aliqui
2018,Qtr 1,March,4,10252,Currus
2018,Qtr 1,March,4,62541,Natura
2018,Qtr 1,March,4,4703,Pirum
2018,Qtr 1,March,4,306020,VanArsdel
2018,Qtr 1,March,5,31980,Aliqui
2018,Qtr 1,March,5,21312,Currus
2018,Qtr 1,March,5,2976,Natura
2018,Qtr 1,March,5,39757,Pirum
2018,Qtr 1,March,5,206594,VanArsdel
2018,Qtr 1,March,6,160964,Aliqui
2018,Qtr 1,March,6,137617,Currus
2018,Qtr 1,March,6,166809,Natura
2018,Qtr 1,March,6,96701,Pirum
2018,Qtr 1,March,6,496612,VanArsdel
2018,Qtr 1,March,7,135178,Aliqui
2018,Qtr 1,March,7,105665,Currus
2018,Qtr 1,March,7,214437,Natura
2018,Qtr 1,March,7,125615,Pirum
2018,Qtr 1,March,7,662107,VanArsdel
2018,Qtr 1,March,8,132277,Aliqui
2018,Qtr 1,March,8,105437,Currus
2018,Qtr 1,March,8,214550,Natura
2018,Qtr 1,March,8,111395,Pirum
2018,Qtr 1,March,8,602943,VanArsdel
2018,Qtr 1,March,9,114179,Aliqui
2018,Qtr 1,March,9,78739,Currus
2018,Qtr 1,March,9,201480,Natura
2018,Qtr 1,March,9,80598,Pirum
2018,Qtr 1,March,9,558835,VanArsdel
2018,Qtr 1,March,10,108601,Aliqui
2018,Qtr 1,March,10,97482,Currus
2018,Qtr 1,March,10,166094,Natura
2018,Qtr 1,March,10,76506,Pirum
2018,Qtr 1,March,10,554761,VanArsdel
2018,Qtr 1,March,11,47209,Aliqui
2018,Qtr 1,March,11,30013,Currus
2018,Qtr 1,March,11,170694,Natura
2018,Qtr 1,March,11,29584,Pirum
2018,Qtr 1,March,11,531287,VanArsdel
2018,Qtr 1,March,12,116224,Aliqui
2018,Qtr 1,March,12,28994,Currus
2018,Qtr 1,March,12,57339,Natura
2018,Qtr 1,March,12,22242,Pirum
2018,Qtr 1,March,12,258191,VanArsdel
2018,Qtr 1,March,13,147421,Aliqui
2018,Qtr 1,March,13,187771,Currus
2018,Qtr 1,March,13,267299,Natura
2018,Qtr 1,March,13,110994,Pirum
2018,Qtr 1,March,13,666881,VanArsdel
2018,Qtr 1,March,14,169332,Aliqui
2018,Qtr 1,March,14,162385,Currus
2018,Qtr 1,March,14,324722,Natura
2018,Qtr 1,March,14,110116,Pirum
2018,Qtr 1,March,14,778064,VanArsdel
2018,Qtr 1,March,15,174137,Aliqui
2018,Qtr 1,March,15,178823,Currus
2018,Qtr 1,March,15,364911,Natura
2018,Qtr 1,March,15,138725,Pirum
2018,Qtr 1,March,15,748379,VanArsdel
2018,Qtr 1,March,16,145930,Aliqui
2018,Qtr 1,March,16,120720,Currus
2018,Qtr 1,March,16,296654,Natura
2018,Qtr 1,March,16,85319,Pirum
2018,Qtr 1,March,16,570184,VanArsdel
2018,Qtr 1,March,17,118756,Aliqui
2018,Qtr 1,March,17,139465,Currus
2018,Qtr 1,March,17,160450,Natura
2018,Qtr 1,March,17,91502,Pirum
2018,Qtr 1,March,17,514584,VanArsdel
2018,Qtr 1,March,18,52926,Aliqui
2018,Qtr 1,March,18,41222,Currus
2018,Qtr 1,March,18,162995,Natura
2018,Qtr 1,March,18,29240,Pirum
2018,Qtr 1,March,18,571579,VanArsdel
2018,Qtr 1,March,19,31231,Aliqui
2018,Qtr 1,March,19,38168,Currus
2018,Qtr 1,March,19,67649,Natura
2018,Qtr 1,March,19,23082,Pirum
2018,Qtr 1,March,19,346082,VanArsdel
2018,Qtr 1,March,20,279889,Aliqui
2018,Qtr 1,March,20,253002,Currus
2018,Qtr 1,March,20,220890,Natura
2018,Qtr 1,March,20,143620,Pirum
2018,Qtr 1,March,20,681488,VanArsdel
2018,Qtr 1,March,21,192303,Aliqui
2018,Qtr 1,March,21,196274,Currus
2018,Qtr 1,March,21,298120,Natura
2018,Qtr 1,March,21,149009,Pirum
2018,Qtr 1,March,21,768704,VanArsdel
2018,Qtr 1,March,22,189545,Aliqui
2018,Qtr 1,March,22,186135,Currus
2018,Qtr 1,March,22,324154,Natura
2018,Qtr 1,March,22,128301,Pirum
2018,Qtr 1,March,22,751037,VanArsdel
2018,Qtr 1,March,23,127292,Aliqui
2018,Qtr 1,March,23,105689,Currus
2018,Qtr 1,March,23,259258,Natura
2018,Qtr 1,March,23,95176,Pirum
2018,Qtr 1,March,23,640673,VanArsdel
2018,Qtr 1,March,24,166411,Aliqui
2018,Qtr 1,March,24,135002,Currus
2018,Qtr 1,March,24,218784,Natura
2018,Qtr 1,March,24,90762,Pirum
2018,Qtr 1,March,24,574510,VanArsdel
2018,Qtr 1,March,25,28769,Aliqui
2018,Qtr 1,March,25,24121,Currus
2018,Qtr 1,March,25,210382,Natura
2018,Qtr 1,March,25,17054,Pirum
2018,Qtr 1,March,25,470102,VanArsdel
2018,Qtr 1,March,26,31666,Aliqui
2018,Qtr 1,March,26,36881,Currus
2018,Qtr 1,March,26,64210,Natura
2018,Qtr 1,March,26,18957,Pirum
2018,Qtr 1,March,26,262804,VanArsdel
2018,Qtr 1,March,27,279796,Aliqui
2018,Qtr 1,March,27,288027,Currus
2018,Qtr 1,March,27,308605,Natura
2018,Qtr 1,March,27,201085,Pirum
2018,Qtr 1,March,27,809227,VanArsdel
2018,Qtr 1,March,28,256465,Aliqui
2018,Qtr 1,March,28,197135,Currus
2018,Qtr 1,March,28,426734,Natura
2018,Qtr 1,March,28,191393,Pirum
2018,Qtr 1,March,28,1000539,VanArsdel
2018,Qtr 1,March,29,327496,Aliqui
2018,Qtr 1,March,29,279844,Currus
2018,Qtr 1,March,29,572661,Natura
2018,Qtr 1,March,29,203995,Pirum
2018,Qtr 1,March,29,940766,VanArsdel
2018,Qtr 1,March,30,406241,Aliqui
2018,Qtr 1,March,30,538718,Currus
2018,Qtr 1,March,30,670119,Natura
2018,Qtr 1,March,30,223050,Pirum
2018,Qtr 1,March,30,987967,VanArsdel
2018,Qtr 1,March,31,629052,Aliqui
2018,Qtr 1,March,31,636648,Currus
2018,Qtr 1,March,31,1395314,Natura
2018,Qtr 1,March,31,189314,Pirum
2018,Qtr 1,March,31,1200479,VanArsdel
2018,Qtr 2,April,1,76846,Aliqui
2018,Qtr 2,April,1,455539,VanArsdel
2018,Qtr 2,April,2,4464,Aliqui
2018,Qtr 2,April,2,5278,Currus
2018,Qtr 2,April,2,49858,Pirum
2018,Qtr 2,April,2,153829,VanArsdel
2018,Qtr 2,April,3,80112,Aliqui
2018,Qtr 2,April,3,123505,Currus
2018,Qtr 2,April,3,138407,Pirum
2018,Qtr 2,April,3,691730,VanArsdel
2018,Qtr 2,April,4,111558,Aliqui
2018,Qtr 2,April,4,101558,Currus
2018,Qtr 2,April,4,128750,Natura
2018,Qtr 2,April,4,84924,Pirum
2018,Qtr 2,April,4,638465,VanArsdel
2018,Qtr 2,April,5,131613,Aliqui
2018,Qtr 2,April,5,97545,Currus
2018,Qtr 2,April,5,138744,Natura
2018,Qtr 2,April,5,93778,Pirum
2018,Qtr 2,April,5,620831,VanArsdel
2018,Qtr 2,April,6,117303,Aliqui
2018,Qtr 2,April,6,105576,Currus
2018,Qtr 2,April,6,167129,Natura
2018,Qtr 2,April,6,81218,Pirum
2018,Qtr 2,April,6,628837,VanArsdel
2018,Qtr 2,April,7,100387,Aliqui
2018,Qtr 2,April,7,92430,Currus
2018,Qtr 2,April,7,151817,Natura
2018,Qtr 2,April,7,69941,Pirum
2018,Qtr 2,April,7,664988,VanArsdel
2018,Qtr 2,April,8,8583,Aliqui
2018,Qtr 2,April,8,109970,Natura
2018,Qtr 2,April,8,392967,VanArsdel
2018,Qtr 2,April,9,15748,Aliqui
2018,Qtr 2,April,9,13798,Currus
2018,Qtr 2,April,9,33893,Natura
2018,Qtr 2,April,9,17926,Pirum
2018,Qtr 2,April,9,215234,VanArsdel
2018,Qtr 2,April,10,231896,Aliqui
2018,Qtr 2,April,10,195647,Currus
2018,Qtr 2,April,10,203614,Natura
2018,Qtr 2,April,10,139199,Pirum
2018,Qtr 2,April,10,714876,VanArsdel
2018,Qtr 2,April,11,212558,Aliqui
2018,Qtr 2,April,11,194364,Currus
2018,Qtr 2,April,11,335893,Natura
2018,Qtr 2,April,11,119237,Pirum
2018,Qtr 2,April,11,778355,VanArsdel
2018,Qtr 2,April,12,181731,Aliqui
2018,Qtr 2,April,12,192379,Currus
2018,Qtr 2,April,12,272858,Natura
2018,Qtr 2,April,12,133836,Pirum
2018,Qtr 2,April,12,709298,VanArsdel
2018,Qtr 2,April,13,180049,Aliqui
2018,Qtr 2,April,13,181383,Currus
2018,Qtr 2,April,13,388570,Natura
2018,Qtr 2,April,13,124509,Pirum
2018,Qtr 2,April,13,672392,VanArsdel
2018,Qtr 2,April,14,190774,Aliqui
2018,Qtr 2,April,14,202052,Currus
2018,Qtr 2,April,14,393414,Natura
2018,Qtr 2,April,14,619097,VanArsdel
2018,Qtr 2,April,15,167384,Natura
2018,Qtr 2,April,15,574709,VanArsdel
2018,Qtr 2,April,16,32615,Aliqui
2018,Qtr 2,April,16,24942,Currus
2018,Qtr 2,April,16,37297,Natura
2018,Qtr 2,April,16,23022,Pirum
2018,Qtr 2,April,16,170404,VanArsdel
2018,Qtr 2,April,17,306751,Aliqui
2018,Qtr 2,April,17,287747,Currus
2018,Qtr 2,April,17,266054,Natura
2018,Qtr 2,April,17,295743,Pirum
2018,Qtr 2,April,17,728786,VanArsdel
2018,Qtr 2,April,18,247694,Aliqui
2018,Qtr 2,April,18,217716,Currus
2018,Qtr 2,April,18,353336,Natura
2018,Qtr 2,April,18,143592,Pirum
2018,Qtr 2,April,18,949217,VanArsdel
2018,Qtr 2,April,19,220738,Aliqui
2018,Qtr 2,April,19,196939,Currus
2018,Qtr 2,April,19,354404,Natura
2018,Qtr 2,April,19,173571,Pirum
2018,Qtr 2,April,19,905787,VanArsdel
2018,Qtr 2,April,20,192705,Aliqui
2018,Qtr 2,April,20,243801,Currus
2018,Qtr 2,April,20,315950,Natura
2018,Qtr 2,April,20,118889,Pirum
2018,Qtr 2,April,20,753240,VanArsdel
2018,Qtr 2,April,21,183364,Aliqui
2018,Qtr 2,April,21,207483,Currus
2018,Qtr 2,April,21,297523,Natura
2018,Qtr 2,April,21,136279,Pirum
2018,Qtr 2,April,21,799821,VanArsdel
2018,Qtr 2,April,22,213445,Natura
2018,Qtr 2,April,22,445820,VanArsdel
2018,Qtr 2,April,23,194130,Aliqui
2018,Qtr 2,April,23,20653,Currus
2018,Qtr 2,April,23,35826,Natura
2018,Qtr 2,April,23,20337,Pirum
2018,Qtr 2,April,23,229148,VanArsdel
2018,Qtr 2,April,24,219418,Aliqui
2018,Qtr 2,April,24,346002,Currus
2018,Qtr 2,April,24,338239,Natura
2018,Qtr 2,April,24,209766,Pirum
2018,Qtr 2,April,24,991535,VanArsdel
2018,Qtr 2,April,25,336055,Aliqui
2018,Qtr 2,April,25,314290,Currus
2018,Qtr 2,April,25,417930,Natura
2018,Qtr 2,April,25,186441,Pirum
2018,Qtr 2,April,25,1004202,VanArsdel
2018,Qtr 2,April,26,297754,Aliqui
2018,Qtr 2,April,26,378078,Currus
2018,Qtr 2,April,26,466081,Natura
2018,Qtr 2,April,26,190777,Pirum
2018,Qtr 2,April,26,969494,VanArsdel
2018,Qtr 2,April,27,269294,Aliqui
2018,Qtr 2,April,27,397797,Currus
2018,Qtr 2,April,27,535361,Natura
2018,Qtr 2,April,27,189954,Pirum
2018,Qtr 2,April,27,865687,VanArsdel
2018,Qtr 2,April,28,475727,Aliqui
2018,Qtr 2,April,28,658201,Natura
2018,Qtr 2,April,28,235445,Pirum
2018,Qtr 2,April,28,1411084,VanArsdel
2018,Qtr 2,April,29,1185512,Currus
2018,Qtr 2,April,29,911599,Natura
2018,Qtr 2,April,29,869727,VanArsdel
2018,Qtr 2,April,30,859325,Aliqui
2018,Qtr 2,April,30,179061,Currus
2018,Qtr 2,April,30,700379,Natura
2018,Qtr 2,April,30,90442,Pirum
2018,Qtr 2,April,30,980633,VanArsdel
2018,Qtr 2,May,1,88403,Aliqui
2018,Qtr 2,May,1,129556,Currus
2018,Qtr 2,May,1,368529,Pirum
2018,Qtr 2,May,1,627860,VanArsdel
2018,Qtr 2,May,2,123099,Aliqui
2018,Qtr 2,May,2,83142,Currus
2018,Qtr 2,May,2,114670,Pirum
2018,Qtr 2,May,2,558823,VanArsdel
2018,Qtr 2,May,3,135381,Aliqui
2018,Qtr 2,May,3,88044,Currus
2018,Qtr 2,May,3,140433,Natura
2018,Qtr 2,May,3,121782,Pirum
2018,Qtr 2,May,3,626050,VanArsdel
2018,Qtr 2,May,4,121093,Aliqui
2018,Qtr 2,May,4,94863,Currus
2018,Qtr 2,May,4,165277,Natura
2018,Qtr 2,May,4,85884,Pirum
2018,Qtr 2,May,4,485229,VanArsdel
2018,Qtr 2,May,5,154812,Aliqui
2018,Qtr 2,May,5,170667,Natura
2018,Qtr 2,May,5,120200,Pirum
2018,Qtr 2,May,5,530269,VanArsdel
2018,Qtr 2,May,6,20042,Aliqui
2018,Qtr 2,May,6,159211,Currus
2018,Qtr 2,May,6,160263,Natura
2018,Qtr 2,May,6,18340,Pirum
2018,Qtr 2,May,6,488796,VanArsdel
2018,Qtr 2,May,7,15831,Aliqui
2018,Qtr 2,May,7,9729,Currus
2018,Qtr 2,May,7,22129,Natura
2018,Qtr 2,May,7,21206,Pirum
2018,Qtr 2,May,7,369934,VanArsdel
2018,Qtr 2,May,8,285508,Aliqui
2018,Qtr 2,May,8,176910,Currus
2018,Qtr 2,May,8,290202,Natura
2018,Qtr 2,May,8,197409,Pirum
2018,Qtr 2,May,8,574871,VanArsdel
2018,Qtr 2,May,9,230540,Aliqui
2018,Qtr 2,May,9,189236,Currus
2018,Qtr 2,May,9,300676,Natura
2018,Qtr 2,May,9,174182,Pirum
2018,Qtr 2,May,9,783087,VanArsdel
2018,Qtr 2,May,10,204033,Aliqui
2018,Qtr 2,May,10,189524,Currus
2018,Qtr 2,May,10,277773,Natura
2018,Qtr 2,May,10,148988,Pirum
2018,Qtr 2,May,10,696326,VanArsdel
2018,Qtr 2,May,11,174634,Aliqui
2018,Qtr 2,May,11,163198,Currus
2018,Qtr 2,May,11,350936,Natura
2018,Qtr 2,May,11,131765,Pirum
2018,Qtr 2,May,11,702371,VanArsdel
2018,Qtr 2,May,12,203697,Aliqui
2018,Qtr 2,May,12,188732,Currus
2018,Qtr 2,May,12,391187,Natura
2018,Qtr 2,May,12,107028,Pirum
2018,Qtr 2,May,12,602680,VanArsdel
2018,Qtr 2,May,13,36928,Aliqui
2018,Qtr 2,May,13,19029,Currus
2018,Qtr 2,May,13,181161,Natura
2018,Qtr 2,May,13,26130,Pirum
2018,Qtr 2,May,13,515172,VanArsdel
2018,Qtr 2,May,14,36131,Aliqui
2018,Qtr 2,May,14,19107,Currus
2018,Qtr 2,May,14,35017,Natura
2018,Qtr 2,May,14,20132,Pirum
2018,Qtr 2,May,14,346142,VanArsdel
2018,Qtr 2,May,15,306390,Aliqui
2018,Qtr 2,May,15,276960,Currus
2018,Qtr 2,May,15,274738,Natura
2018,Qtr 2,May,15,180241,Pirum
