permit_authority_id,pim_link,address,net_num_units,is_adu,uuid
2017-013651PRJ,https://sfplanninggis.org/pim?search=2017-013651PRJ,2038 DIVISADERO ST 94115,15,TRUE,d4af9872-089f-48c0-ab09-daf3405a257b
2016-011418PRJ,https://sfplanninggis.org/pim?search=2016-011418PRJ,2101 BAY ST 94123,6,TRUE,5ed28c5e-231a-4b64-89b2-da3c11c4631e
2019-002379PRJ,https://sfplanninggis.org/pim?search=2019-002379PRJ,22 TERRA VISTA AVE 6 E 94115,7,TRUE,5f6fe097-6424-4686-b289-bd7696bff254
2017-014181PRJ,https://sfplanninggis.org/pim?search=2017-014181PRJ,22 TERRA VISTA AVE D4 94115,7,TRUE,ee99f931-53d5-489d-b8cf-a822665f48fb
2017-016098PRJ,https://sfplanninggis.org/pim?search=2017-016098PRJ,2285 BROADWAY 94115,6,TRUE,8de4328d-c741-4a80-b7e2-7ab8a95ca142
2018-002812PRJ,https://sfplanninggis.org/pim?search=2018-002812PRJ,2335 PACIFIC AVE 94115,22,TRUE,59bf0fd2-3a61-4dab-b375-30cabb3cc94c
2017-007336PRJ,https://sfplanninggis.org/pim?search=2017-007336PRJ,2340 UNION ST 94123,6,TRUE,34164453-64d0-4d7b-b81a-3a333284af04
2017-007518PRJ,https://sfplanninggis.org/pim?search=2017-007518PRJ,2350 UNION ST 94123,9,TRUE,9fef49f6-2474-4108-98cf-495f1870a330
2016-008777PRJ,https://sfplanninggis.org/pim?search=2016-008777PRJ,240 CHATTANOOGA ST 94114,6,TRUE,df144a82-4858-40cf-9eb2-d02a91d6b2b3
2017-011818PRJ,https://sfplanninggis.org/pim?search=2017-011818PRJ,245 14TH ST 94103,8,TRUE,b08a03fc-3dfb-400c-b520-0c071edb8f97
2017-009711PRJ,https://sfplanninggis.org/pim?search=2017-009711PRJ,250 PAGE ST 94102,6,TRUE,b2e29b06-b9f1-47f5-89b7-f42d7963acab
2018-003024PRJ,https://sfplanninggis.org/pim?search=2018-003024PRJ,275 OAK ST 94102,8,TRUE,9df129af-4a50-4ab9-bc1d-069d31c06814
2019-003673PRJ,https://sfplanninggis.org/pim?search=2019-003673PRJ,2775 MARKET ST 94114,6,TRUE,106e4345-e81a-4cff-bc4a-7b7c44905138
2018-002667PRJ,https://sfplanninggis.org/pim?search=2018-002667PRJ,2808 FOLSOM ST 94110,10,TRUE,dc40aa9c-8e89-4cac-9f66-a605e847e3d5
2016-014107PRJ,https://sfplanninggis.org/pim?search=2016-014107PRJ,2975 VAN NESS AVE 94123,6,TRUE,91592572-0de2-4b62-afa0-9121672a3a20
2018-009208PRJ,https://sfplanninggis.org/pim?search=2018-009208PRJ,311 GUERRERO ST 94103,6,TRUE,ee2a2a22-5e37-474c-a928-e652c816ca0c
2017-008430PRJ,https://sfplanninggis.org/pim?search=2017-008430PRJ,3155 BRODERICK ST 94123,6,TRUE,ea6c6511-7e24-4e87-a7ed-3d1337e3bdb6
2020-002084PRJ,https://sfplanninggis.org/pim?search=2020-002084PRJ,3440 20TH ST 94110,9,TRUE,b6e012df-1089-4406-a528-9a14b1c561a3
2019-003756PRJ,https://sfplanninggis.org/pim?search=2019-003756PRJ,3450 16TH ST 94114,6,TRUE,24963b80-4bdc-45b0-b576-82037364c049
2017-000710PRJ,https://sfplanninggis.org/pim?search=2017-000710PRJ,3465 25TH ST 94110,6,TRUE,4d984617-d1f3-4aac-8dfc-87acf67b0a12
2016-010571PRJ,https://sfplanninggis.org/pim?search=2016-010571PRJ,348 WALLER ST 94117,10,TRUE,5cee6e3b-b0b9-4ec2-a8bb-c954661fe1e7
2018-000579PRJ,https://sfplanninggis.org/pim?search=2018-000579PRJ,3569 19TH ST 94110,6,TRUE,9ede7206-5951-4dff-a566-14c52ecf5f2d
2018-000689PRJ,https://sfplanninggis.org/pim?search=2018-000689PRJ,357 VALLEJO ST 94133,8,TRUE,64d88d65-bda4-4a15-961a-3cf08ade4c3b
2017-007140PRJ,https://sfplanninggis.org/pim?search=2017-007140PRJ,3571 16TH ST 94114,6,TRUE,f47839d8-870c-40a9-bd3a-c944cdea4d7b
2016-012613PRJ,https://sfplanninggis.org/pim?search=2016-012613PRJ,3700 20TH ST 94110,25,TRUE,b67214bd-e4fe-49c2-a15e-582580841f43
2017-008957PRJ,https://sfplanninggis.org/pim?search=2017-008957PRJ,3763 CESAR CHAVEZ ST 94110,6,TRUE,601a084b-ba47-49d0-b63f-b2edd67bd2d2
2018-011294PRJ,https://sfplanninggis.org/pim?search=2018-011294PRJ,377 UNION ST 94133,8,TRUE,d63e829a-fa59-437d-ac31-664efd31bd8e
2018-003417PRJ,https://sfplanninggis.org/pim?search=2018-003417PRJ,3783 20TH ST 94110,20,TRUE,cc1ed0e4-8b91-4c6d-8ac3-247a6999c2c4
2019-016677PRJ,https://sfplanninggis.org/pim?search=2019-016677PRJ,379 HERMANN ST 94117,10,TRUE,41c2cf82-622a-4c2a-bf85-7c7b34ab8fbd
2018-016628PRJ,https://sfplanninggis.org/pim?search=2018-016628PRJ,3800 SCOTT ST 94123,15,TRUE,a35f0029-4059-454f-9ce6-2d912b2f21cc
2018-010977PRJ,https://sfplanninggis.org/pim?search=2018-010977PRJ,3860 26TH ST 94114,7,TRUE,050ad86a-3082-4578-9d29-a6415ba99914
2018-016944PRJ,https://sfplanninggis.org/pim?search=2018-016944PRJ,388 BEALE ST 509 94105,13,TRUE,de7c1ac4-4a6e-4b97-bdd3-f6279f17d7a5
2018-016815PRJ,https://sfplanninggis.org/pim?search=2018-016815PRJ,391 HAIGHT ST 94102,6,TRUE,a063e020-c32e-42d5-aa16-c26768d0be16
2018-005797PRJ,https://sfplanninggis.org/pim?search=2018-005797PRJ,4000 19TH ST 94114,12,TRUE,d8150fd6-3bd5-495f-bc22-553c135aaaea
2017-016278PRJ,https://sfplanninggis.org/pim?search=2017-016278PRJ,415 TEHAMA ST 94103,8,TRUE,2d0f560b-9ac6-460b-9e4f-5a5e4d8d9ee1
2017-006278PRJ,https://sfplanninggis.org/pim?search=2017-006278PRJ,425 HYDE ST 94109,6,TRUE,594864d7-a8e1-42f6-8672-42658954c223
2018-015717PRJ,https://sfplanninggis.org/pim?search=2018-015717PRJ,4326 IRVING ST 94122,10,TRUE,43b109a2-a80c-497b-bf75-e3caf876ab5f
2019-003803PRJ,https://sfplanninggis.org/pim?search=2019-003803PRJ,4345 CLEMENT ST 94121,6,TRUE,4d835a57-d9a9-411e-8e45-42ce7ca7f629
2017-012540PRJ,https://sfplanninggis.org/pim?search=2017-012540PRJ,435 EUCLID AVE 94118,6,TRUE,4a71bf2f-0268-41d7-b651-11c64c08480c
2019-003746PRJ,https://sfplanninggis.org/pim?search=2019-003746PRJ,462 GREEN ST 94133,7,TRUE,67e1edda-36e9-4ed6-8a23-48423ce6dc8b
2018-014218PRJ,https://sfplanninggis.org/pim?search=2018-014218PRJ,479 FULTON ST 94102,12,TRUE,62317436-a07c-4ed0-8ec5-8c8799cda2fb
2017-005954PRJ,https://sfplanninggis.org/pim?search=2017-005954PRJ,480 WARREN DR 94131,22,TRUE,ba536615-6a80-478c-85b8-4998e73d7c95
2016-013103PRJ,https://sfplanninggis.org/pim?search=2016-013103PRJ,487 DOLORES ST 94110,8,TRUE,5b581b2e-c752-401f-a137-654432539b40
2018-000580PRJ,https://sfplanninggis.org/pim?search=2018-000580PRJ,505 26TH AVE 94121,7,TRUE,3dcf179d-85b0-4f04-b3c2-ebe3518253ff
2019-004011PRJ,https://sfplanninggis.org/pim?search=2019-004011PRJ,511 EUREKA ST 94114,6,TRUE,e40496f5-3a41-4ff2-856c-a79be1ca6989
2016-016586PRJ,https://sfplanninggis.org/pim?search=2016-016586PRJ,555 OFARRELL ST 94102,7,TRUE,ca3fe77f-72c8-461b-b9e0-78e7299ee6a8
2018-005762PRJ,https://sfplanninggis.org/pim?search=2018-005762PRJ,558 FILBERT ST 94133,14,TRUE,84a59e0b-4b33-437f-bc27-c74f92904359
2015-015199PRJ,https://sfplanninggis.org/pim?search=2015-015199PRJ,562 28TH AVE 94121,6,TRUE,b6975636-6c67-4699-ae49-ea973d72f5dd
2016-004764PRJ,https://sfplanninggis.org/pim?search=2016-004764PRJ,566 FELL ST 94102,9,TRUE,4137a9d9-eb20-455f-9e99-45bad44b4376
2016-004951PRJ,https://sfplanninggis.org/pim?search=2016-004951PRJ,589 DOLORES ST 94110,6,TRUE,a00db063-1c2a-43b1-9302-b08ef703be24
2016-001796PRJ,https://sfplanninggis.org/pim?search=2016-001796PRJ,6 DIVISADERO ST 94114,9,TRUE,4216f517-2e97-4c19-b246-01520a406db8
2017-000618PRJ,https://sfplanninggis.org/pim?search=2017-000618PRJ,610 CLIPPER ST 94114,6,TRUE,3d9c9c0a-3a24-4638-8244-a6f6859a1a9e
2017-005982PRJ,https://sfplanninggis.org/pim?search=2017-005982PRJ,644 NATOMA ST 94103,9,TRUE,46c04fa1-ac77-4892-a41f-7f54cca2f458
2019-019418PRJ,https://sfplanninggis.org/pim?search=2019-019418PRJ,651 MINNA ST 94103,6,TRUE,ac3885a9-cdfb-4ebb-b132-a8a9a77e124b
2018-013408PRJ,https://sfplanninggis.org/pim?search=2018-013408PRJ,691 15TH AVE 94118,8,TRUE,95fd16c7-1fc1-470e-b107-ac0683ba4b1f
2016-015039PRJ,https://sfplanninggis.org/pim?search=2016-015039PRJ,700 12TH AVE 94118,9,TRUE,ddb9e5c8-d407-4251-8a8f-6f09ae96dc26
2017-001515PRJ,https://sfplanninggis.org/pim?search=2017-001515PRJ,71 WATER ST 1 94133,7,TRUE,cad145a1-8e93-4a0c-9c96-2dd04e6bc943
2019-001570PRJ,https://sfplanninggis.org/pim?search=2019-001570PRJ,720 41ST AVE 94121,18,TRUE,30f3c6a9-0cf7-46eb-b7c3-f8de48568a9f
2016-010485PRJ,https://sfplanninggis.org/pim?search=2016-010485PRJ,721 ASHBURY ST 94117,18,TRUE,50b68f79-ee79-40ee-8cd7-f3737bf6673d
2017-007922PRJ,https://sfplanninggis.org/pim?search=2017-007922PRJ,725 GROVE ST 94102,11,TRUE,950eaa0b-556d-47cf-8dc5-4a3a13fd95bc
2019-001564PRJ,https://sfplanninggis.org/pim?search=2019-001564PRJ,743 A ELIZABETH ST 94114,6,TRUE,4f7e5385-e048-4de7-942c-08e4caef9f63
2019-015288PRJ,https://sfplanninggis.org/pim?search=2019-015288PRJ,759 06TH AVE 94118,14,TRUE,c31df125-238d-436b-ad1c-1d85313b7edf
2020-001811PRJ,https://sfplanninggis.org/pim?search=2020-001811PRJ,770 NATOMA ST 1 94103,7,TRUE,83a860c7-2a20-4166-9419-83bfb8289bda
2019-001574PRJ,https://sfplanninggis.org/pim?search=2019-001574PRJ,"771 Oak ST, SAN FRANCISCO, CA",6,TRUE,b0702ce2-8b2e-448a-8cfa-260a0d92fb48
2016-000932PRJ,https://sfplanninggis.org/pim?search=2016-000932PRJ,80 CRESTLINE DR 94131,15,TRUE,9e23d913-422c-446e-a592-38c874c938ea
2019-003540PRJ,https://sfplanninggis.org/pim?search=2019-003540PRJ,850 GREENWICH ST 94133,8,TRUE,c8830e6e-aee3-4ea4-9814-242123a605ae
2015-013368PRJ,https://sfplanninggis.org/pim?search=2015-013368PRJ,892 LOMBARD ST 94133,7,TRUE,b3c736fb-fb2a-42ad-8f27-9705700d7258
2019-005891PRJ,https://sfplanninggis.org/pim?search=2019-005891PRJ,97 BARCELONA AVE 94115,20,TRUE,7ccb08df-92c2-4157-ac22-75f763b774c0
