Date,Year,Start of Year,End of Year,Month,Start of Month,End of Month,IsEndOfMonth,EndOfMonth Date,Days in Month,Day,Day Name,Day of Week,Day of Year,Month Name,Quarter,Start of Quarter,End of Quarter,Week of Year,Week of Month,Start of Week,End of Week,Fiscal Year,Fiscal Quarter,Fiscal Month,Fiscal Year & Month
2018-07-15 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,7,2018-07-01 00:00:00.000,2018-07-31 00:00:00.000,False,,31,15,"Sunday",6,196,"July",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,28,3,2018-07-09 00:00:00.000,2018-07-15 00:00:00.000,2019,1,1,"1 2019"
2018-07-16 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,7,2018-07-01 00:00:00.000,2018-07-31 00:00:00.000,False,,31,16,"Monday",0,197,"July",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,29,4,2018-07-16 00:00:00.000,2018-07-22 00:00:00.000,2019,1,1,"1 2019"
2018-07-17 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,7,2018-07-01 00:00:00.000,2018-07-31 00:00:00.000,False,,31,17,"Tuesday",1,198,"July",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,29,4,2018-07-16 00:00:00.000,2018-07-22 00:00:00.000,2019,1,1,"1 2019"
2018-07-18 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,7,2018-07-01 00:00:00.000,2018-07-31 00:00:00.000,False,,31,18,"Wednesday",2,199,"July",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,29,4,2018-07-16 00:00:00.000,2018-07-22 00:00:00.000,2019,1,1,"1 2019"
2018-07-19 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,7,2018-07-01 00:00:00.000,2018-07-31 00:00:00.000,False,,31,19,"Thursday",3,200,"July",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,29,4,2018-07-16 00:00:00.000,2018-07-22 00:00:00.000,2019,1,1,"1 2019"
2018-07-20 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,7,2018-07-01 00:00:00.000,2018-07-31 00:00:00.000,False,,31,20,"Friday",4,201,"July",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,29,4,2018-07-16 00:00:00.000,2018-07-22 00:00:00.000,2019,1,1,"1 2019"
2018-07-21 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,7,2018-07-01 00:00:00.000,2018-07-31 00:00:00.000,False,,31,21,"Saturday",5,202,"July",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,29,4,2018-07-16 00:00:00.000,2018-07-22 00:00:00.000,2019,1,1,"1 2019"
2018-07-22 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,7,2018-07-01 00:00:00.000,2018-07-31 00:00:00.000,False,,31,22,"Sunday",6,203,"July",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,29,4,2018-07-16 00:00:00.000,2018-07-22 00:00:00.000,2019,1,1,"1 2019"
2018-07-23 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,7,2018-07-01 00:00:00.000,2018-07-31 00:00:00.000,False,,31,23,"Monday",0,204,"July",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,30,5,2018-07-23 00:00:00.000,2018-07-29 00:00:00.000,2019,1,1,"1 2019"
2018-07-24 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,7,2018-07-01 00:00:00.000,2018-07-31 00:00:00.000,False,,31,24,"Tuesday",1,205,"July",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,30,5,2018-07-23 00:00:00.000,2018-07-29 00:00:00.000,2019,1,1,"1 2019"
2018-07-25 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,7,2018-07-01 00:00:00.000,2018-07-31 00:00:00.000,False,,31,25,"Wednesday",2,206,"July",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,30,5,2018-07-23 00:00:00.000,2018-07-29 00:00:00.000,2019,1,1,"1 2019"
2018-07-26 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,7,2018-07-01 00:00:00.000,2018-07-31 00:00:00.000,False,,31,26,"Thursday",3,207,"July",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,30,5,2018-07-23 00:00:00.000,2018-07-29 00:00:00.000,2019,1,1,"1 2019"
2018-07-27 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,7,2018-07-01 00:00:00.000,2018-07-31 00:00:00.000,False,,31,27,"Friday",4,208,"July",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,30,5,2018-07-23 00:00:00.000,2018-07-29 00:00:00.000,2019,1,1,"1 2019"
2018-07-28 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,7,2018-07-01 00:00:00.000,2018-07-31 00:00:00.000,False,,31,28,"Saturday",5,209,"July",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,30,5,2018-07-23 00:00:00.000,2018-07-29 00:00:00.000,2019,1,1,"1 2019"
2018-07-29 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,7,2018-07-01 00:00:00.000,2018-07-31 00:00:00.000,False,,31,29,"Sunday",6,210,"July",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,30,5,2018-07-23 00:00:00.000,2018-07-29 00:00:00.000,2019,1,1,"1 2019"
2018-07-30 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,7,2018-07-01 00:00:00.000,2018-07-31 00:00:00.000,False,,31,30,"Monday",0,211,"July",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,31,6,2018-07-30 00:00:00.000,2018-08-05 00:00:00.000,2019,1,1,"1 2019"
2018-08-01 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,1,"Wednesday",2,213,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,31,1,2018-07-30 00:00:00.000,2018-08-05 00:00:00.000,2019,1,2,"2 2019"
2018-08-02 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,2,"Thursday",3,214,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,31,1,2018-07-30 00:00:00.000,2018-08-05 00:00:00.000,2019,1,2,"2 2019"
2018-08-03 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,3,"Friday",4,215,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,31,1,2018-07-30 00:00:00.000,2018-08-05 00:00:00.000,2019,1,2,"2 2019"
2018-08-04 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,4,"Saturday",5,216,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,31,1,2018-07-30 00:00:00.000,2018-08-05 00:00:00.000,2019,1,2,"2 2019"
2018-08-05 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,5,"Sunday",6,217,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,31,1,2018-07-30 00:00:00.000,2018-08-05 00:00:00.000,2019,1,2,"2 2019"
2018-08-06 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,6,"Monday",0,218,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,32,2,2018-08-06 00:00:00.000,2018-08-12 00:00:00.000,2019,1,2,"2 2019"
2018-08-07 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,7,"Tuesday",1,219,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,32,2,2018-08-06 00:00:00.000,2018-08-12 00:00:00.000,2019,1,2,"2 2019"
2018-08-08 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,8,"Wednesday",2,220,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,32,2,2018-08-06 00:00:00.000,2018-08-12 00:00:00.000,2019,1,2,"2 2019"
2018-08-09 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,9,"Thursday",3,221,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,32,2,2018-08-06 00:00:00.000,2018-08-12 00:00:00.000,2019,1,2,"2 2019"
2018-08-10 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,10,"Friday",4,222,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,32,2,2018-08-06 00:00:00.000,2018-08-12 00:00:00.000,2019,1,2,"2 2019"
2018-08-11 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,11,"Saturday",5,223,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,32,2,2018-08-06 00:00:00.000,2018-08-12 00:00:00.000,2019,1,2,"2 2019"
2018-08-12 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,12,"Sunday",6,224,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,32,2,2018-08-06 00:00:00.000,2018-08-12 00:00:00.000,2019,1,2,"2 2019"
2018-08-13 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,13,"Monday",0,225,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,33,3,2018-08-13 00:00:00.000,2018-08-19 00:00:00.000,2019,1,2,"2 2019"
2018-08-14 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,14,"Tuesday",1,226,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,33,3,2018-08-13 00:00:00.000,2018-08-19 00:00:00.000,2019,1,2,"2 2019"
2018-08-15 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,15,"Wednesday",2,227,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,33,3,2018-08-13 00:00:00.000,2018-08-19 00:00:00.000,2019,1,2,"2 2019"
2018-08-16 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,16,"Thursday",3,228,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,33,3,2018-08-13 00:00:00.000,2018-08-19 00:00:00.000,2019,1,2,"2 2019"
2018-08-17 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,17,"Friday",4,229,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,33,3,2018-08-13 00:00:00.000,2018-08-19 00:00:00.000,2019,1,2,"2 2019"
2018-08-18 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,18,"Saturday",5,230,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,33,3,2018-08-13 00:00:00.000,2018-08-19 00:00:00.000,2019,1,2,"2 2019"
2018-08-19 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,19,"Sunday",6,231,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,33,3,2018-08-13 00:00:00.000,2018-08-19 00:00:00.000,2019,1,2,"2 2019"
2018-08-20 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,20,"Monday",0,232,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,34,4,2018-08-20 00:00:00.000,2018-08-26 00:00:00.000,2019,1,2,"2 2019"
2018-08-21 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,21,"Tuesday",1,233,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,34,4,2018-08-20 00:00:00.000,2018-08-26 00:00:00.000,2019,1,2,"2 2019"
2018-08-22 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,22,"Wednesday",2,234,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,34,4,2018-08-20 00:00:00.000,2018-08-26 00:00:00.000,2019,1,2,"2 2019"
2018-08-23 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,23,"Thursday",3,235,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,34,4,2018-08-20 00:00:00.000,2018-08-26 00:00:00.000,2019,1,2,"2 2019"
2018-08-24 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,24,"Friday",4,236,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,34,4,2018-08-20 00:00:00.000,2018-08-26 00:00:00.000,2019,1,2,"2 2019"
2018-08-25 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,25,"Saturday",5,237,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,34,4,2018-08-20 00:00:00.000,2018-08-26 00:00:00.000,2019,1,2,"2 2019"
2018-08-26 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,26,"Sunday",6,238,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,34,4,2018-08-20 00:00:00.000,2018-08-26 00:00:00.000,2019,1,2,"2 2019"
2018-08-27 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,27,"Monday",0,239,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,35,5,2018-08-27 00:00:00.000,2018-09-02 00:00:00.000,2019,1,2,"2 2019"
2018-08-28 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,28,"Tuesday",1,240,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,35,5,2018-08-27 00:00:00.000,2018-09-02 00:00:00.000,2019,1,2,"2 2019"
2018-08-29 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,29,"Wednesday",2,241,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,35,5,2018-08-27 00:00:00.000,2018-09-02 00:00:00.000,2019,1,2,"2 2019"
2018-08-30 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,8,2018-08-01 00:00:00.000,2018-08-31 00:00:00.000,False,,31,30,"Thursday",3,242,"August",3,2018-07-01 00:00:00.000,2018-09-30 00:00:00.000,35,5,2018-08-27 00:00:00.000,2018-09-02 00:00:00.000,2019,1,2,"2 2019"
2018-10-01 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,10,2018-10-01 00:00:00.000,2018-10-31 00:00:00.000,False,,31,1,"Monday",0,274,"October",4,2018-10-01 00:00:00.000,2018-12-31 00:00:00.000,40,1,2018-10-01 00:00:00.000,2018-10-07 00:00:00.000,2019,2,4,"4 2019"
2018-10-02 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,10,2018-10-01 00:00:00.000,2018-10-31 00:00:00.000,False,,31,2,"Tuesday",1,275,"October",4,2018-10-01 00:00:00.000,2018-12-31 00:00:00.000,40,1,2018-10-01 00:00:00.000,2018-10-07 00:00:00.000,2019,2,4,"4 2019"
2018-10-03 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,10,2018-10-01 00:00:00.000,2018-10-31 00:00:00.000,False,,31,3,"Wednesday",2,276,"October",4,2018-10-01 00:00:00.000,2018-12-31 00:00:00.000,40,1,2018-10-01 00:00:00.000,2018-10-07 00:00:00.000,2019,2,4,"4 2019"
2018-10-04 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,10,2018-10-01 00:00:00.000,2018-10-31 00:00:00.000,False,,31,4,"Thursday",3,277,"October",4,2018-10-01 00:00:00.000,2018-12-31 00:00:00.000,40,1,2018-10-01 00:00:00.000,2018-10-07 00:00:00.000,2019,2,4,"4 2019"
2018-10-05 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,10,2018-10-01 00:00:00.000,2018-10-31 00:00:00.000,False,,31,5,"Friday",4,278,"October",4,2018-10-01 00:00:00.000,2018-12-31 00:00:00.000,40,1,2018-10-01 00:00:00.000,2018-10-07 00:00:00.000,2019,2,4,"4 2019"
2018-10-06 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,10,2018-10-01 00:00:00.000,2018-10-31 00:00:00.000,False,,31,6,"Saturday",5,279,"October",4,2018-10-01 00:00:00.000,2018-12-31 00:00:00.000,40,1,2018-10-01 00:00:00.000,2018-10-07 00:00:00.000,2019,2,4,"4 2019"
2018-10-07 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,10,2018-10-01 00:00:00.000,2018-10-31 00:00:00.000,False,,31,7,"Sunday",6,280,"October",4,2018-10-01 00:00:00.000,2018-12-31 00:00:00.000,40,1,2018-10-01 00:00:00.000,2018-10-07 00:00:00.000,2019,2,4,"4 2019"
2018-10-08 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,10,2018-10-01 00:00:00.000,2018-10-31 00:00:00.000,False,,31,8,"Monday",0,281,"October",4,2018-10-01 00:00:00.000,2018-12-31 00:00:00.000,41,2,2018-10-08 00:00:00.000,2018-10-14 00:00:00.000,2019,2,4,"4 2019"
2018-10-09 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,10,2018-10-01 00:00:00.000,2018-10-31 00:00:00.000,False,,31,9,"Tuesday",1,282,"October",4,2018-10-01 00:00:00.000,2018-12-31 00:00:00.000,41,2,2018-10-08 00:00:00.000,2018-10-14 00:00:00.000,2019,2,4,"4 2019"
2018-10-10 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,10,2018-10-01 00:00:00.000,2018-10-31 00:00:00.000,False,,31,10,"Wednesday",2,283,"October",4,2018-10-01 00:00:00.000,2018-12-31 00:00:00.000,41,2,2018-10-08 00:00:00.000,2018-10-14 00:00:00.000,2019,2,4,"4 2019"
2018-10-11 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,10,2018-10-01 00:00:00.000,2018-10-31 00:00:00.000,False,,31,11,"Thursday",3,284,"October",4,2018-10-01 00:00:00.000,2018-12-31 00:00:00.000,41,2,2018-10-08 00:00:00.000,2018-10-14 00:00:00.000,2019,2,4,"4 2019"
2018-10-12 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,10,2018-10-01 00:00:00.000,2018-10-31 00:00:00.000,False,,31,12,"Friday",4,285,"October",4,2018-10-01 00:00:00.000,2018-12-31 00:00:00.000,41,2,2018-10-08 00:00:00.000,2018-10-14 00:00:00.000,2019,2,4,"4 2019"
2018-10-13 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,10,2018-10-01 00:00:00.000,2018-10-31 00:00:00.000,False,,31,13,"Saturday",5,286,"October",4,2018-10-01 00:00:00.000,2018-12-31 00:00:00.000,41,2,2018-10-08 00:00:00.000,2018-10-14 00:00:00.000,2019,2,4,"4 2019"
2018-10-14 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,10,2018-10-01 00:00:00.000,2018-10-31 00:00:00.000,False,,31,14,"Sunday",6,287,"October",4,2018-10-01 00:00:00.000,2018-12-31 00:00:00.000,41,2,2018-10-08 00:00:00.000,2018-10-14 00:00:00.000,2019,2,4,"4 2019"
2018-10-15 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,10,2018-10-01 00:00:00.000,2018-10-31 00:00:00.000,False,,31,15,"Monday",0,288,"October",4,2018-10-01 00:00:00.000,2018-12-31 00:00:00.000,42,3,2018-10-15 00:00:00.000,2018-10-21 00:00:00.000,2019,2,4,"4 2019"
