device_fk,sensor_type_id,sensor_type,sensor,metric_id,metric,measure_type_id,measure_type,value,timeperiod_id,timeperiod,start_time,end_time,last_updated,percent_value,base_value
10084,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",2.2,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.330,2.2,2
10084,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",5.18,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.330,5.18,2
10084,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.53,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.333,0.53,2
10376,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",2.6,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.603,2.6,2
10376,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",52.1,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.606,52.1,2
10376,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.77,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.606,0.77,2
10376,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.99,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.606,0.99,2
10376,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.36,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.610,0.36,2
10403,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",1.48,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.740,1.48,2
10403,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",48.94,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.740,48.94,2
10403,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.66,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.743,0.66,2
10403,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",1,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.743,1,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.746,0,2
12134,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",2.55,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.110,2.55,2
12134,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",52.14,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.110,52.14,2
12134,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",1.05,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.113,1.05,2
12134,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",2.02,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.113,2.02,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.116,0,2
13267,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",8.43,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:19.333,8.43,2
13267,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",9.24,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:19.333,9.24,2
13267,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",4.71,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:19.333,4.71,2
13267,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",8.15,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:19.336,8.15,2
13267,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",2.45,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:19.336,2.45,2
13318,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.5,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.640,0.5,2
13318,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",1.49,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.640,1.49,2
13318,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.39,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.640,0.39,2
13318,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.46,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.643,0.46,2
13318,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.26,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.643,0.26,2
13319,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.89,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.673,0.89,2
13319,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",4.19,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.673,4.19,2
13319,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.75,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.676,0.75,2
13319,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.85,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.676,0.85,2
13319,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.51,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.676,0.51,2
13320,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.51,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.706,0.51,2
13320,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",1.42,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.706,1.42,2
13320,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.38,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.710,0.38,2
13320,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.46,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.710,0.46,2
13320,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.26,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.713,0.26,2
13321,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.7,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.740,0.7,2
13321,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",1.83,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.743,1.83,2
13321,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.5,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.743,0.5,2
13321,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.61,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.743,0.61,2
13321,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.36,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.743,0.36,2
13322,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.68,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.773,0.68,2
13322,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",2.75,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.773,2.75,2
13322,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.47,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.776,0.47,2
13322,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.6,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.776,0.6,2
13322,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.29,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.776,0.29,2
13326,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.38,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.873,0.38,2
13326,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",0.68,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.873,0.68,2
13326,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.28,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.876,0.28,2
13326,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.34,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.876,0.34,2
13326,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.17,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.876,0.17,2
13327,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.43,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.906,0.43,2
13327,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",0.63,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.906,0.63,2
13327,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.32,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.906,0.32,2
13327,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.39,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.910,0.39,2
13327,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.22,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.910,0.22,2
13373,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.69,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.306,0.69,2
13373,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",1.94,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.306,1.94,2
13373,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.27,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.310,0.27,2
13373,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.61,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.310,0.61,2
13373,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.13,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.310,0.13,2
13648,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",2.26,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.136,2.26,2
13648,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",74.56,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.136,74.56,2
13648,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.96,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.140,0.96,2
13648,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.91,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.140,0.91,2
13648,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.39,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.143,0.39,2
13660,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",34.85,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.006,34.85,2
13660,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",83.63,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.006,83.63,2
13660,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",3.28,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.010,3.28,2
13660,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",28.22,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.010,28.22,2
13660,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.013,0,2
13807,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",13,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.040,13,2
13807,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",67.92,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.043,67.92,2
13807,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",1.51,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.043,1.51,2
13807,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",5.06,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.043,5.06,2
13807,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.046,0,2
13808,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.99,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.073,0.99,2
13808,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",38.89,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.076,38.89,2
13808,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.35,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.076,0.35,2
13808,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.99,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.080,0.99,2
13808,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.080,0,2
13809,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",1,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.143,1,2
13809,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",46.69,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.143,46.69,2
13809,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.37,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.146,0.37,2
13809,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.99,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.146,0.99,2
13809,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.150,0,2
14133,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",1.38,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.213,1.38,2
14133,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",39.16,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.213,39.16,2
14133,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.63,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.213,0.63,2
14133,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.97,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.216,0.97,2
14133,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.06,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.216,0.06,2
14135,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",25.34,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.246,25.34,2
14135,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",51.15,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.246,51.15,2
14135,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",1.8,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.250,1.8,2
14135,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",4.12,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.250,4.12,2
14135,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.16,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.253,0.16,2
14137,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",2.83,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.313,2.83,2
14137,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",33.9,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.316,33.9,2
14137,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.83,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.316,0.83,2
14137,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",1.61,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.320,1.61,2
14137,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.18,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.320,0.18,2
14139,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",12.42,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.280,12.42,2
14139,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",51.91,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.283,51.91,2
14139,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",1.55,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.283,1.55,2
14139,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",4.81,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.283,4.81,2
14139,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.12,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.286,0.12,2
14140,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",1.45,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.176,1.45,2
14140,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",32.36,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.180,32.36,2
14140,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.65,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.180,0.65,2
14140,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.97,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.183,0.97,2
14140,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.09,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.183,0.09,2
14616,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",13.63,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.460,13.63,2
14616,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",54.99,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.463,54.99,2
14616,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",8.19,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.463,8.19,2
14616,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",10.23,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.466,10.23,2
14616,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",5.78,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.466,5.78,2
16262,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",1.89,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.716,1.89,2
16262,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",51.13,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.720,51.13,2
16262,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.71,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.720,0.71,2
16262,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",1.15,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.723,1.15,2
16262,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.12,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.723,0.12,2
16269,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",1.64,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.203,1.64,2
16269,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",3.78,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.206,3.78,2
16269,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.56,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.206,0.56,2
16269,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.8,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.210,0.8,2
16269,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.34,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.210,0.34,2
16270,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",33.32,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.240,33.32,2
16270,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",41.32,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.240,41.32,2
16270,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",10.84,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.243,10.84,2
16270,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",25.84,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.243,25.84,2
