rudata_pk,sensor_type_id,sensor_type,sensor,metric_id,metric,measure_type_id,measure_type,value,units,infeed_outlet_id,timeperiod_id,timeperiod,window,start_time,end_time,device_fk,resource_fk,remotecollector_fk,last_updated
"184124521","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",26,2021-06-03 06:00:00.000,2021-06-04 06:00:00.000,"","2288","113",2021-07-02 08:05:25.586
"184124571","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",25,2021-06-04 06:00:00.000,2021-06-05 06:00:00.000,"","2288","113",2021-07-02 08:05:25.653
"184124621","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",24,2021-06-05 06:00:00.000,2021-06-06 06:00:00.000,"","2288","113",2021-07-02 08:05:25.716
"184122371","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",15,2021-06-14 06:00:00.000,2021-06-15 06:00:00.000,"","2288","113",2021-07-02 08:05:21.483
"184122521","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",12,2021-06-17 06:00:00.000,2021-06-18 06:00:00.000,"","2288","113",2021-07-02 08:05:21.676
"184122621","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",10,2021-06-19 06:00:00.000,2021-06-20 06:00:00.000,"","2288","113",2021-07-02 08:05:21.806
"184122671","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",9,2021-06-20 06:00:00.000,2021-06-21 06:00:00.000,"","2288","113",2021-07-02 08:05:21.870
"184122771","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",7,2021-06-22 06:00:00.000,2021-06-23 06:00:00.000,"","2288","113",2021-07-02 08:05:21.993
"184122921","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",4,2021-06-25 06:00:00.000,2021-06-26 06:00:00.000,"","2288","113",2021-07-02 08:05:22.186
"184123021","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","223","1","1 Day",2,2021-06-27 06:00:00.000,2021-06-28 06:00:00.000,"","2288","113",2021-07-02 08:05:22.313
"184124771","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",21,2021-06-08 06:00:00.000,2021-06-09 06:00:00.000,"","2288","113",2021-07-02 08:05:25.910
"184124821","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",20,2021-06-09 06:00:00.000,2021-06-10 06:00:00.000,"","2288","113",2021-07-02 08:05:25.976
"184124921","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",18,2021-06-11 06:00:00.000,2021-06-12 06:00:00.000,"","2288","113",2021-07-02 08:05:26.110
"184125021","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",16,2021-06-13 06:00:00.000,2021-06-14 06:00:00.000,"","2288","113",2021-07-02 08:05:26.236
"184125071","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",15,2021-06-14 06:00:00.000,2021-06-15 06:00:00.000,"","2288","113",2021-07-02 08:05:26.303
"184125171","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",13,2021-06-16 06:00:00.000,2021-06-17 06:00:00.000,"","2288","113",2021-07-02 08:05:26.433
"184125321","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",10,2021-06-19 06:00:00.000,2021-06-20 06:00:00.000,"","2288","113",2021-07-02 08:05:26.623
"184125421","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",8,2021-06-21 06:00:00.000,2021-06-22 06:00:00.000,"","2288","113",2021-07-02 08:05:26.750
"184125471","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",7,2021-06-22 06:00:00.000,2021-06-23 06:00:00.000,"","2288","113",2021-07-02 08:05:26.813
"184125521","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",6,2021-06-23 06:00:00.000,2021-06-24 06:00:00.000,"","2288","113",2021-07-02 08:05:26.876
"184125571","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",5,2021-06-24 06:00:00.000,2021-06-25 06:00:00.000,"","2288","113",2021-07-02 08:05:26.940
"184125621","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",4,2021-06-25 06:00:00.000,2021-06-26 06:00:00.000,"","2288","113",2021-07-02 08:05:27.003
"184125671","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",3,2021-06-26 06:00:00.000,2021-06-27 06:00:00.000,"","2288","113",2021-07-02 08:05:27.066
"184125721","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",2,2021-06-27 06:00:00.000,2021-06-28 06:00:00.000,"","2288","113",2021-07-02 08:05:27.133
"184125771","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",1,2021-06-28 06:00:00.000,2021-06-29 06:00:00.000,"","2288","113",2021-07-02 08:05:27.196
"184125821","14","STORAGE_DISK","1.5","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","226","1","1 Day",27,2021-06-02 06:00:00.000,2021-06-03 06:00:00.000,"","2288","113",2021-07-02 08:05:27.923
"184125871","14","STORAGE_DISK","1.5","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","226","1","1 Day",26,2021-06-03 06:00:00.000,2021-06-04 06:00:00.000,"","2288","113",2021-07-02 08:05:27.990
"184125921","14","STORAGE_DISK","1.5","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","226","1","1 Day",25,2021-06-04 06:00:00.000,2021-06-05 06:00:00.000,"","2288","113",2021-07-02 08:05:28.056
"184124671","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",23,2021-06-06 06:00:00.000,2021-06-07 06:00:00.000,"","2288","113",2021-07-02 08:05:25.780
"184124721","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",22,2021-06-07 06:00:00.000,2021-06-08 06:00:00.000,"","2288","113",2021-07-02 08:05:25.846
"184124871","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",19,2021-06-10 06:00:00.000,2021-06-11 06:00:00.000,"","2288","113",2021-07-02 08:05:26.043
"184124971","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",17,2021-06-12 06:00:00.000,2021-06-13 06:00:00.000,"","2288","113",2021-07-02 08:05:26.173
"184125121","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",14,2021-06-15 06:00:00.000,2021-06-16 06:00:00.000,"","2288","113",2021-07-02 08:05:26.366
"184125221","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",12,2021-06-17 06:00:00.000,2021-06-18 06:00:00.000,"","2288","113",2021-07-02 08:05:26.496
"184125271","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",11,2021-06-18 06:00:00.000,2021-06-19 06:00:00.000,"","2288","113",2021-07-02 08:05:26.560
"184125371","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","225","1","1 Day",9,2021-06-20 06:00:00.000,2021-06-21 06:00:00.000,"","2288","113",2021-07-02 08:05:26.686
"184126171","14","STORAGE_DISK","1.5","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","226","1","1 Day",20,2021-06-09 06:00:00.000,2021-06-10 06:00:00.000,"","2288","113",2021-07-02 08:05:28.380
"184126121","14","STORAGE_DISK","1.5","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","226","1","1 Day",21,2021-06-08 06:00:00.000,2021-06-09 06:00:00.000,"","2288","113",2021-07-02 08:05:28.316
"184126221","14","STORAGE_DISK","1.5","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","226","1","1 Day",19,2021-06-10 06:00:00.000,2021-06-11 06:00:00.000,"","2288","113",2021-07-02 08:05:28.446
"184126271","14","STORAGE_DISK","1.5","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","226","1","1 Day",18,2021-06-11 06:00:00.000,2021-06-12 06:00:00.000,"","2288","113",2021-07-02 08:05:28.513
"184126371","14","STORAGE_DISK","1.5","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","226","1","1 Day",16,2021-06-13 06:00:00.000,2021-06-14 06:00:00.000,"","2288","113",2021-07-02 08:05:28.646
