dim_parking_bay_id,bay_id,marker_id,meter_id,rd_seg_id,rd_seg_dsc,load_id,loaded_on
"74750F04-40F2-409C-AA52-F24FEB71026E",21917,"","","22066","City Road between Southgate Avenue and Sturt Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"155B454F-3511-4BED-8F62-1CE402A268A3",22120,"","","21346","Curzon Street between Miller Street and Victoria Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"496AF59B-49B3-475E-9A45-28CCF368C142",22163,"","","21609","MacKenzie Street between Victoria Street and Russell Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"04AD922E-3942-40B0-AD00-4B512325B1EF",8074,"","","21587","Albert Street between Powlett Street and Clarendon Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"9AB09C4D-48F1-4BB5-AF63-82AF4D56EEFE",21152,"","","22213","Toorak Road between Hope Street and Millswyn Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"4C50899D-DBC6-493C-84D5-B491468DC0AC",21709,"","","21584","Powlett Street between Albert Street and Victoria Parade","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"75001DD1-4FED-4237-8F45-661CFB6D7FBE",21730,"","","21586","Victoria Parade between Powlett Street and Clarendon Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"E75C5451-5919-4152-B90F-9AFE6B3A3B11",23123,"","","","","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"3016855F-BDCD-48B9-B036-A8859EE5CA5B",21987,"","","22501","Nicholson Street between Victoria Street and Carlton Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"CB477234-BD56-4BFF-AD90-7D21148C4763",22549,"","","20684","Palmerston Street between Rathdowne Street and Drummond Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"D8955B78-0166-4FDA-AAA6-811D1BE317E6",20951,"","","20049","Little Bourke Street between Spring Street and Exhibition Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"0783F785-4448-4D33-B6C2-5519BCA590B7",21216,"","","20548","Drummond Street between Grattan Street and Faraday Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"0F1CA10A-D9CF-4D66-AA29-48475ED95646",21280,"","","21182","Flemington Road between Villiers Street and Harcourt Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C8C4FFED-7500-47DF-A3CA-F63231905F28",22223,"","","22106","Wells Street between Grant Street and Miles Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"77041533-5C41-4B41-A0CE-814BB3F897AA",22276,"","","22500","Queensberry Street between Cardigan Street and Swanston Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"6E115822-07D4-4654-81EA-8D16EFDC6CB1",22632,"","","21549","Railway Place between Abbotsford Street and Adderley Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"7B92B223-1B09-43C2-B666-EDD513C84C7D",21082,"","","20171","Queen Street between Flinders Lane and Collins Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"5BEE0709-A33B-49FB-A6D5-160BB3B319D4",21165,"","","22209","Toorak Road between St Kilda Road and Adams Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"B1219536-0D45-4E75-AA89-8C2DFE22B65C",21246,"","","20506","Cardigan Street between Queensberry Street and Argyle Place South","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"7BA96C10-34CD-434D-9EEB-49F0059580CD",21791,"","","20554","Rathdowne Street between Victoria Street and Queensberry Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"304F2970-B28A-4EB8-93B1-05C0C2E3323D",22002,"","","20453","Leicester Street between Victoria Street and Berkeley Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"D154838F-F519-47D3-9F1E-F4B43440BF01",22390,"","","22492","Alexandra Avenue between Swan Street Bridge and Anderson Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"F3C9535E-E265-42B0-9A1B-5B23AE2AC956",22430,"","","20146","Russell Street between Flinders Street and Flinders Lane","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C670DD24-B813-41D9-B77E-322B605D0546",22622,"","","22730","Park Street between Mason Street and Randall Place","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"3CA6DCA3-D81A-4099-B421-216F743AA9CA",20984,"","","20009","Lonsdale Street between Elizabeth Street and Queen Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"BD53FDE4-B965-4CFB-8D9A-C4276AC5C973",21086,"","","20171","Queen Street between Flinders Lane and Collins Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"17D86AC5-8FF1-47D8-B828-A23E162678E7",21129,"","","22215","Toorak Road between Millswyn Street and Park Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"6F6B278F-DA93-4907-9DE1-4349DFD5FE14",21227,"","","20752","Argyle Place North between Lygon Street and Cardigan Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"BDF586A9-2AC5-4303-B30A-7AFF0A14F9F6",21729,"","","21586","Victoria Parade between Powlett Street and Clarendon Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"679D0AD7-C50B-4DA6-9146-598963EFA48C",22151,"","","20799","Cornell Place between Swanston Street and Queensberry Place","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8AD98A8D-E703-4075-A92B-1AC11832ADCE",22409,"","","20168","Elizabeth Street between Lonsdale Street and Little Lonsdale Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"30C3E885-8FEF-4B8B-9279-034DB01D6F98",22978,"","","22199","Bromby Street between Arnold Street and St Kilda Road","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"5AE6CF0F-A4E5-4AF6-A01C-77EA2C9BB211",21118,"","","21643","A'Beckett Street between Swanston Street and Elizabeth Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"5B89E4F3-B0CE-4A1E-878D-DDBFF9578836",21219,"","","20514","Cardigan Street between Grattan Street and Faraday Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"B5E96CFF-E375-4E63-A298-8DBAD7271BA2",21272,"","","21342","Miller Street between Abbotsford Street and Lothian Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"B5DBFE1C-D93C-4C7B-B7E7-845860F69E87",21458,"","","20143","Exhibition Street between Little Bourke Street and Lonsdale Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"B198E1C4-7845-4A6E-BBDD-8759D90DB12A",21983,"","","22501","Nicholson Street between Victoria Street and Carlton Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"74542716-97A4-480E-BE6B-C8BE8211FB42",22119,"","","21346","Curzon Street between Miller Street and Victoria Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C5CD620E-E1D4-428D-802B-7D52E1F759C7",22457,"","","20088","Bourke Street between William Street and King Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"31C125C5-4E9C-49A9-A2DA-3B2E36BF044E",22593,"","","21688","Macaulay Road between Henry Street and Kensington Road","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"6D66585D-81F4-48A6-B4B5-B348BCCFB414",21121,"","","20014","Lonsdale Street between King Street and Spencer Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"B1E24E86-35C9-4BC1-8F2B-202C3EBA3364",21163,"","","22726","Toorak Road between Domain Street and Hope Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"FA3E7C75-CE9C-4B39-A9CE-571769F44E70",21184,"","","22504","Bouverie Street between Pelham Street and Lincoln Square North","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"51B94AB8-7D80-4E55-844C-B763E283FEA8",21035,"","","22045","Kavanagh Street between Balston Street and Kings Way","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A07E73C6-A0D8-4718-94B4-9E0AB9FF496D",21167,"","","22471","Intersection of St Kilda Road and Toorak Road","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"22D6D0ED-74D2-40D7-A0D3-EDA2BB9D092A",21270,"","","21342","Miller Street between Abbotsford Street and Lothian Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8B22763C-3927-4F05-B75D-BFA8B1364BBD",22028,"","","21626","Therry Street between Victoria Street and Elizabeth Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"99A58C3B-5061-44DC-868A-8167F92E2F99",22202,"","","20137","Flinders Lane between King Street and Spencer Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"AF4F2649-AD69-4C94-9E0D-B274D5D6ABB5",22224,"","","22106","Wells Street between Grant Street and Miles Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"0BBE0066-C55B-4882-9AA6-5B48FA36E3A8",22572,"","","21324","Canning Street between Shiel Street and Vaughan Terrace","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"60A36BF1-2FF4-4343-942D-F599751A0052",8073,"","","21587","Albert Street between Powlett Street and Clarendon Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C8E39C65-1009-44E6-B658-1296FD861465",22035,"","","20022","La Trobe Street between Swanston Street and Elizabeth Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"5E03663E-B853-4A9F-8A9D-8B51E82B1B92",22076,"","","22908","Pearl River Road between Docklands Drive and Victoria Harbour","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"E780CA74-2D99-4479-9CB3-1CF8BF3E5854",22143,"","","21413","Dudley Street between King Street and Spencer Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"84567BF8-CE17-4D23-9CC1-92F278E388C4",22162,"","","21609","MacKenzie Street between Victoria Street and Russell Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"F404CAD3-982D-44BC-A99C-1C43E99056B0",22370,"","","","","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"08304E45-FD90-4EA6-8EFD-AB899DE6CDAF",22461,"","","20088","Bourke Street between William Street and King Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"20173059-2168-4222-8EED-4E235C3B1371",21037,"","","22045","Kavanagh Street between Balston Street and Kings Way","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"EB5D8A7C-B470-49E1-BB0C-2DC9FDC171F9",21142,"","","22214","Intersection of Toorak Road and Millswyn Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"2B199D4A-2C3D-437A-B516-9CAC0254C88F",21145,"","","22213","Toorak Road between Hope Street and Millswyn Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"FA26BCDE-252F-4C24-B36E-1DD63B2BDED8",21649,"","","20476","Barry Street between Leicester Street and Pelham Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"FC2E1F9A-BB80-4DBF-ABD7-A9FBF87442EA",21912,"","","20154","Swanston Street between Flinders Street and Flinders Lane","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"2EB65FB9-E8DE-45A5-BF7D-112352BDAB3D",22382,"","","22492","Alexandra Avenue between Swan Street Bridge and Anderson Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"573A9CCF-8C6A-42E5-8713-584C36571E2D",22398,"","","22241","Marne Street between Toorak Road and Domain Road","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"E3629A02-9ED8-49DF-9A6D-A1AD47DFA27D",23009,"","","22607","Royal Parade between Gatehouse Street and Degraves Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"18142570-1CAE-4078-AD2B-BD74F998DB03",23038,"","","20897","Eades Street between Victoria Parade and Albert Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"4ADC114C-EC9D-4EC4-A2E8-06B88A6E9C72",21105,"","","20172","Queen Street between Collins Street and Little Collins Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"96ABBB05-6DD0-4EF1-B57C-DA5D84A37A2D",21140,"","","","","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"B0076FD5-3801-454A-936A-47BE80550748",21294,"","","23224","Pearl River Road between Footscray Road and Docklands Drive","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"EB1C164A-D975-4362-8745-61444A5EE568",21727,"","","21586","Victoria Parade between Powlett Street and Clarendon Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"716969F7-E79C-4B92-84BA-3044CCEE457E",21734,"","","21587","Albert Street between Powlett Street and Clarendon Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"23ABEC9D-987A-4E39-AC0D-9943E385C6D0",21786,"","","22498","Queensberry Street between Drummond Street and Lygon Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"BAFCD742-7542-4EC1-B652-44F4314C83FF",21825,"","","21649","A'Beckett Street between Elizabeth Street and Queen Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"49EE8380-FDF5-461B-84B0-9C3118E3264D",21943,"","","22020","City Road between Clarke Street and Clarendon Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"DCD187B7-B36C-4186-962B-79F679A9305E",22040,"","","20022","La Trobe Street between Swanston Street and Elizabeth Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"0EE73397-4B67-476F-8524-D0A78C596C6B",23120,"","","","","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"F418DF78-F748-4691-9FFF-619176D77228",22474,"","","20105","Little Collins Street between King Street and Spencer Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"789BD686-4EF2-4255-9975-1687AB72A385",21437,"","","22651","Elizabeth Street between Little La Trobe Street and A'Beckett Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"F7613267-B149-446D-B43E-1C6367160E07",21722,"","","21586","Victoria Parade between Powlett Street and Clarendon Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"4913486A-3AA4-457C-ACE2-742A2B7711B8",22118,"","","21346","Curzon Street between Miller Street and Victoria Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"BFFF3037-4FEC-4ADE-9C60-E103904E185B",22296,"","","22466","St Kilda Road between Southbank Boulevard and Grant Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C9313978-B23D-4A51-983D-F4829206369B",22311,"","","21439","Ireland Street between Dryburgh Street and Anderson Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"56B84FAA-2A01-49AC-8139-5C8F34F54538",22486,"","","22045","Kavanagh Street between Balston Street and Kings Way","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"9DA2CEC5-CC47-43B8-9701-88777FEC401B",22598,"","","21688","Macaulay Road between Henry Street and Kensington Road","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"12B9143E-34DF-4B28-84DB-72861D0EC93F",22972,"","","22199","Bromby Street between Arnold Street and St Kilda Road","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"6EFF4F62-7D99-469F-BAE5-7ACDE666A7D0",21941,"","","22020","City Road between Clarke Street and Clarendon Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"4F5CC381-E818-406E-BDAA-AC6E29DBDB8A",22154,"","","21623","Victoria Street between Swanston Street and Bouverie Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8B27E393-D037-4AAC-95AC-8AAF8BEF5882",23000,"","","22599","College Crescent between Royal Parade and Cemetery Road West","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A4A40A07-7789-4909-A4A0-00876AEB748B",21286,"","","21182","Flemington Road between Villiers Street and Harcourt Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"ACF34825-8029-4286-9FFB-852E8D8DCBE8",21850,"","","21553","Nicholson Street between Spring Street and Albert Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"D9A20954-ADB0-4F26-9C5C-BE7384381657",22541,"","","22388","The Avenue between Walker Street and Ievers Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"00AF6E37-9171-4927-B882-3B6D9DE82581",22320,"","","21550","Railway Place between Dryburgh Street and Ireland Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"61B3F80F-D62A-428B-B285-533D3A7FBD95",22434,"","","20146","Russell Street between Flinders Street and Flinders Lane","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"CFA84355-58C3-4FEB-960C-03D82794D054",22983,"","","22199","Bromby Street between Arnold Street and St Kilda Road","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"1A0CA16D-CE1C-4EB4-81B9-51430B17222C",22244,"","","20408","Chisholm Place from Little Lonsdale Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"E71E6DF2-63E0-4497-9A24-F040E17CA716",22407,"","","20337","Sutherland Street between La Trobe Street and Little Lonsdale Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"41F1A2A3-6CD4-41A0-920A-84233C14BFDE",22547,"","","22231","Domain Road between Anderson Street and Marne Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"FBE7200C-43FC-4B7D-B2B2-D3A0EE4B4677",21087,"","","20171","Queen Street between Flinders Lane and Collins Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"E3EA3A9B-037C-4842-BDFD-6D55551F597B",21128,"","","22215","Toorak Road between Millswyn Street and Park Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"D84CD391-789F-44BC-BDFF-D290F81CE724",22025,"","","20453","Leicester Street between Victoria Street and Berkeley Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"158B8EF4-B0D0-4085-9D71-8684362736ED",21091,"","","20171","Queen Street between Flinders Lane and Collins Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"6C378A64-A078-4B77-B637-AB5F41830C19",22592,"","","21688","Macaulay Road between Henry Street and Kensington Road","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"9BD90346-A465-44A5-BA0D-26915DCAE498",23039,"","","20897","Eades Street between Victoria Parade and Albert Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"91E74B09-B3E4-4F4D-916F-533B1394C362",21194,"","","20013","Lonsdale Street between William Street and King Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"556E7992-9A09-4CA0-A416-E214118E4987",21769,"","","20477","Pelham Street between Berkeley Street and Barry Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"55239FF0-2209-42AF-9AAC-F4C36558AB45",21798,"","","22496","Victoria Street between O'Connell Street and Cobden Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"E74F6CF9-DFF7-411D-964D-CB7BD17A8D20",21961,"","","20129","Flinders Lane between Elizabeth Street and Queen Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"76DDA2FC-E742-4FA6-AEDF-43DFE831CADC",21995,"","","22501","Nicholson Street between Victoria Street and Carlton Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"480BA304-CFF6-490D-AC63-4D36AF683B28",22207,"","","20137","Flinders Lane between King Street and Spencer Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"FD70D06B-B55D-418A-A3A4-A9C7EF912693",22261,"","","20838","Lincoln Square South between Swanston Street and Bouverie Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"6DCE36ED-09E0-4AB5-872C-00DAD981B620",22383,"","","22492","Alexandra Avenue between Swan Street Bridge and Anderson Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"052849A8-E628-4147-AB6D-803C15A927F5",22990,"","","22599","College Crescent between Royal Parade and Cemetery Road West","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"1192C6CE-1F2C-4591-9A3C-F7B45E6C60AB",21092,"","","20171","Queen Street between Flinders Lane and Collins Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8E5E3875-BC5C-4C70-80AC-74EC9BC48C7B",21234,"","","20509","Cardigan Street between Pelham Street and Argyle Place North","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"CD7B64D3-A4C2-46AA-A79B-62D0FD3EF391",21716,"","","21584","Powlett Street between Albert Street and Victoria Parade","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
