Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue
1533,56,39,1,"'Do you know anything about the Chamber of Secrets?'"
1535,56,39,1,"'Can you tell me?'"
1581,58,39,1,"And they found it. Tom Riddle's diary is gone."
2049,77,39,1,"Fortuna Major."
2051,77,39,1,"Thank you."
2052,77,39,1,"She's still doing that after three years. She can't even sing. Exactly. Hey, man. Hey, man. Oh, God. That's awful."
2161,82,39,1,"The most haunted building in Britain. Yeah I know. What's going on?"
2373,89,39,1,"You tell those spiders Ron."
2962,111,39,1,"Let you know what?"
2964,111,39,1,"I didn't ask for this to happen Ron. Okay? You're being stupid."
2966,111,39,1,"I didn't put my name in that cup. I don't want eternal glory I just wanna be.. Look, I don't know what happened tonight and I don't know why, it just did ok."
2986,113,39,1,"Sirius?"
2988,113,39,1,"Sirius?! How..."
2990,113,39,1,"No!"
2992,113,39,1,"I dunno."
2994,113,39,1,"No. Umm.. Voldemort was giving him a job to do. Something important."
2996,113,39,1,"He wanted... me. I dunno why, but he was gonna use this man to get to me. I mean it was only a dream right?"
2998,113,39,1,"What are you saying?"
3000,113,39,1,"Do you think one of them put my name in the goblet?"
3002,113,39,1,"I'm not ready for this Sirius."
3004,113,39,1,"Someone's coming!"
3007,113,39,1,"Who says I was talking to anyone."
3009,113,39,1,"Maybe you're imagining things, wouldn't be the first time."
3109,116,39,1,"Who wants me to open it? You want me to open it?"
3110,116,39,1,"What the bloody hell was that?"
3113,116,39,1,"Caught on have you. Took you long enough."
3115,116,39,1,"Brilliant. That makes me feel loads better."
3117,116,39,1,"Hagrid warned me about the dragons."
3119,116,39,1,"Who could possibly figure that out? That's completely mental."
3177,118,39,1,"What happened to you?"
3180,118,39,1,"What did she say?"
3183,118,39,1,"Don't be silly."
3186,118,39,1,"What did you do then?"
3190,118,39,1,"Hey!"
3480,130,39,1,"Professor, when I was in the graveyard there was a moment... um... when Voldemort's wand and mine sort of connected."
3797,139,39,1,"What?"
3799,139,39,1,"Why?"
3801,139,39,1,"What did I do?"
3803,139,39,1,"Where'd she get that from?"
3804,139,39,1,"No one believes me, Hedwig. No one..."
3805,139,39,1,"I'm alone..."
3854,141,39,1,"No, I haven't."
3861,141,39,1,"She is. But the quill has some sort of spell on it. It uses blood for ink."
3863,141,39,1,"No, I'm telling anyone."
3865,141,39,1,"No!"
3866,141,39,1,"I don't need his help. I don't need anyone's help."
3868,141,39,1,"I've asked Sirius about it."
3870,141,39,1,"Don't worry, Hermione, I wrote it in code. Anyway, I figured I need to tell someone about Umbridge. My scar hurt again last night in detention."
3873,141,39,1,"Well, it's a possibility, isn't it?"
3875,141,39,1,"Yeah, but Dumbledore didn't have a choice, did he? She'd been sent here by the Ministry."
4047,146,39,1,"Mr. Weasley's been attacked!"
4049,146,39,1,"No, I saw it happen! I...I was there..."
5006,166,39,1,"Ever heard of this spell?"
5011,166,39,1,"No."
5013,166,39,1,"It's... old.  The binding is fragile."
5020,166,39,1,"I didn't say I wasn't curious. And, by the way, I don't sleep with it."
5094,167,39,1,"What does she see in him?"
5096,167,39,1,"You called him a slick git not five hours ago."
5098,167,39,1,"I suppose."
5100,167,39,1,"I don't know.  She's smart. Funny.  Attractive..."
5102,167,39,1,"You know.  She's... got nice skin."
5104,167,39,1,"Well, no.  I mean... I'm just saying it could be a contributing factor."
5106,167,39,1,"I've never really thought about it.  But I suppose, yeah.  Very nice."
5107,167,39,1,"I think I'll be going to sleep now."
5167,169,39,1,"Yep.  Apparently it's his lucky day."
5169,169,39,1,"Yeah.  I suppose I could've just used, I dunno... a Confundus charm?"
5173,170,39,1,"Ah.  Well... they're really good."
5178,170,39,1,"It feels like this."
5330,175,39,1,"Nice."
5332,175,39,1,"Hermione.  I think Malfoy's leaving the castle."
5333,175,39,1,"I've seen it.  Sometimes... sometimes he just disappears off the Map."
5335,175,39,1,"The Map is never wrong."
5337,175,39,1,"Divine.  Had ourselves a little late-night snack, did we?"
5339,175,39,1,"Or twenty."
5341,175,39,1,"Really?  Honestly, I reckoned she was starting to annoy you."
5343,175,39,1,"Excuse me?"
5344,175,39,1,"Well... Brilliant."
5346,175,39,1,"Bloody well hope so.  She's been snogging you for three months."
5348,175,39,1,"Who're you talking about?"
5350,175,39,1,"Okay.  Very funny."
5351,175,39,1,"What the hell was that for?"
5353,175,39,1,"Okay!  Fine!  You're in love with her!  Have you ever actually met her!"
5355,175,39,1,"Ron, these chocolates, they're -- C'mon.  I'm going to introduce you to Romilda Vane."
5436,178,39,1,"What?"
5438,178,39,1,"Oh.  Yeah."
5440,178,39,1,"Say that again."
5442,178,39,1,"Excellent.  Really excellent."
5444,178,39,1,"Right.  I'm going down to Hagrid's."
5446,178,39,1,"No.  I've got a good feeling about going to Hagrid's.  I feel like it's the place to be tonight, know what I mean?"
5449,178,39,1,"Trust me.  I know what I'm doing. Or at least Felix does."
252,12,36,1,"AHH!"
254,12,36,1,"Nothing... nothing, I'm fine."
260,12,36,1,"Not Slytherin. Not Slytherin."
262,12,36,1,"Not Slytherin...anything but Slytherin."
268,13,36,1,"Wow."
270,13,36,1,"Say, Percy, who's that teacher talking to Professor Quirrell?"
272,13,36,1,"What's he teach?"
312,14,36,1,"What's Seamus trying to do to that glass of water?"
315,14,36,1,"Can I borrow this?  Thanks."
319,14,36,1,"Hey, Ron, somebody broke into Gringotts, listen.  Believed to be the work of dark witches or wizards unknown, Gringotts goblins, while acknowledging the breach, insist that nothing was taken. The vault in question, number 713, had in fact been emptied earlier that same day. That's odd. That's the vault Hagrid and I went to."
433,17,36,1,"I think she heard you."
434,18,36,1,"Where's Hermione?"
441,18,36,1,"How could a troll get in?"
443,18,36,1,"Hermione! She doesn't know!"
474,19,36,1,"I'm not hungry."
476,19,36,1,"That explains the blood."
478,19,36,1,"Listen, last night, I'm guessing Snape let the troll in as a diversion so he could try and get past that 3 headed dog. But, he got himself bitten, that's why he's limping."
480,19,36,1,"The day I was at Gringotts, Hagrid took something out of one of the vaults. He said it was Hogwarts' business, very secret."
482,19,36,1,"That's what the dog's guarding. That's what Snape wants."
484,19,36,1,"But I-I never get mail."
486,19,36,1,"It's a broomstick!"
488,19,36,1,"But who...?"
878,34,36,1,"One minute."
880,34,36,1,"Thanks, Hagrid."
882,34,36,1,"But Hagrid, we're not allowed to do magic away from Hogwarts. You know that."
885,34,36,1,"I'm not going home. Not really."
1159,44,36,1,"You're doomed."
1161,44,36,1,"Oh- Hi, Colin. Nice to meet you."
1392,51,36,1,"Thank you, sir."
1395,51,36,1,"You wish."
1400,51,36,1,"Rictusempra!"
1405,52,36,1,"Sya- hassa- she. Sya- hasi- heth. Sya- hasi- heth."
1863,70,36,1,"Well, we had loads of help from you. We couldn't have done it without you."
1869,70,36,1,"Well, there's no Hogwarts without you, Hagrid."
2044,77,36,1,"How did he find out?"
2112,80,36,1,"At least Hagrid didn't get fired."
2742,103,36,1,"What are you talking about?"
2747,103,36,1,"For me? But who sent it?"
2860,108,36,1,"Well there's something you don't see every day."
2881,108,36,1,"I don't know but I don't think it's Pumpkin Juice."
2916,109,36,1,"Yeah well rather you than me."
3127,116,36,1,"Well it does match your eyes. Is there a bonnet?"
3149,118,36,1,"Why do they always have to travel in packs? How are you supposed to get one alone to ask them..."
3151,118,36,1,"I think I'd take the dragon right now."
3156,118,36,1,"But then again he can take himself."
3165,118,36,1,"Agreed."
3193,119,36,1,"My dress robes."
3195,119,36,1,"Well I expect yours are more traditional."
3198,119,36,1,"Leave it alone."
3200,119,36,1,"Who?"
3202,119,36,1,"Because we'd take the mickey out of her if she did."
3207,119,36,1,"Ready professor?"
3209,119,36,1,"No."
3212,119,36,1,"Yeah she does."
3216,119,36,1,"What?"
3941,143,36,1,"What's she done now?"
3943,143,36,1,"""By order of the Hogwarts High Inquisitor: All student organizations, societies, teams, groups, and clubs are henceforth disbanded. Permission to reform must be approved by High Inquisitor Umbridge. No student organization can exist without the knowledge and approval of the High Inquisitor. Any student found to be a part of an illegal organization will be expelled immediately."""
3945,143,36,1,"Not only that, but what about the"
3946,143,36,1,"This isn't a coincidence."
3947,143,36,1,"She knows."
3949,143,36,1,"Look, we don't know how many people could have overheard our meeting and told her."
3952,143,36,1,"What would we do without you, Hermione?"
3953,143,36,1,"Hedwig!"
3959,143,36,1,"It's Hedwig. I think she's been attacked."
3962,143,36,1,"London."
3966,143,36,1,"Yes, Professor."
4243,150,36,1,"No--no, I've done all I can."
4245,150,36,1,"Voldemort! He's got Sirius! In the Department of Mysteries!"
4247,150,36,1,"I just saw it."
4248,150,36,1,"How're we going to get there?"
4250,150,36,1,"We've got to do something!"
4254,150,36,1,"I won't let Sirius die!"
4256,150,36,1,"Voldemort's broken into the Department of Mysteries. He's got Sirius there!"
4258,150,36,1,"There isn't anyone else, Hermione! Everyone from the Order is gone!"
4260,150,36,1,"No, there isn't!"
4262,150,36,1,"How?"
4272,150,36,1,"That's all we'll need."
4278,150,36,1,"Grimmauld Place!"
4283,150,36,1,"Sirius! Lupin? Hello?"
4285,150,36,1,"Kreacher, where's Sirius?"
4302,150,36,1,"You know where he is, don't you?"
4612,156,36,1,"Hey, Nick."
4614,156,36,1,"Oh. Thanks."
4615,156,36,1,"Nick, I was wondering about something?"
4617,156,36,1,"Expecting what?"
4619,156,36,1,"I expect so..."
4621,156,36,1,"Why?"
4624,156,36,1,"How are you?"
4626,156,36,1,"Better."
4628,156,36,1,"I've got something to tell you. Something important."
4629,156,36,1,"But not right now. I'm not ready."
4635,156,36,1,"Do you need any help looking?"
4638,156,36,1,"Yeah."
4640,156,36,1,"I'm sorry."
4642,156,36,1,"Isn't it?"
4646,157,36,1,"I've been thinking about something Dumbledore said to me."
4648,157,36,1,"That even though we've got a fight ahead of us we've got one thing that Voldemort doesn't have."
4650,157,36,1,"Something worth fighting for"
4882,163,36,1,"Later.  What've I missed?"
4884,163,36,1,"Thanks..."
4895,163,36,1,"This can't be good."
4897,163,36,1,"Well, you see, I've got an open period this morning, Professor --"
4899,163,36,1,"It is.  Or was.  But I was told I had to get an Outstanding in my"
4901,163,36,1,"Really?  Well... brilliant.  I'll head there straight away."
5155,169,36,1,"Have it your way.  Juice?"
5161,169,36,1,"Dunno what you're talking about."
5418,176,36,1,"How are you, Katie?"
7026,218,36,1,"I think I can help you out with that... -.. Harry appears."
7027,218,36,1,"And I'm afraid it's rather extensive."
7028,218,36,1,"How dare you stand where he stood."
7029,218,36,1,"Tell them how it was that night. Tell then how you looked him in the eye, a man who trusted you... and killed him. Tell them!"
7030,218,36,1,"I'm a Gryffindor."
7038,219,36,1,"Time. As much as you can give me."
7039,219,36,1,"Is that possible, Professor?"
7040,219,36,1,"I think you're right."
7041,219,36,1,"You, too, Professor."
22,2,8,1,"Yes, Aunt Petunia."
25,2,8,1,"Yes, Uncle Vernon."
38,2,8,1,"He's asleep!"
40,2,8,1,"Sorry about him. He doesn't understand what it's like, lying there day after day, having people press their ugly faces in on you.  Can you...hear me?  It's just...I've never talked to a snake before. Do you...I mean...do you talk to people often?  You're from Burma, aren't you? Was it nice there, do you miss your family?  I see. That's me as well. I never knew my parents, either."
44,2,8,1,"Anytime."
51,3,8,1,"Ow!"
53,3,8,1,"I swear I don't know!  One minute, the glass was there and then it was gone! It was like magic!"
57,3,8,1,"Will I have to wear that, too?"
61,3,8,1,"But that's Dudley's old uniform. It'll fit me like bits of old Elephant skin."
65,3,8,1,"Hey, give it back! It's mine!"
71,3,8,1,"Because there's no post on Sunday?"
77,3,8,1,"Get off! Ahh!"
79,3,8,1,"They're my letters! Let go of me!"
886,35,8,1,"I can't let you out, Hedwig. I'm not allowed to use magic outside of school. Besides, if Uncle Vernon"
888,35,8,1,"Now you've done it."
891,35,8,1,"But she's bored! If I could only let outonly let out for an hour or two."
893,35,8,1,"But I haven't had any messages from any of my friends not one all summer."
902,35,8,1,"I'll be in my bedroom, making no noise and pretending that I don't exist."
906,36,8,1,"Who are you?"
908,36,8,1,"Not to be to be rude or anything, but this isn't a great time for me to have a house elf in my bedroom."
910,36,8,1,"Why don't you sit down?"
912,36,8,1,"Dobby, ssh! I'm sorry! I didn't mean to offend you, or anything."
914,36,8,1,"You can't have met many decent wizards then."
916,36,8,1,"Stop, Dobby!"
918,36,8,1,"Dobby, shh!"
920,36,8,1,"Dobby, please stop!"
923,36,8,1,"Stop! Stop, Dobby. Please be quiet! Are you all right?"
925,36,8,1,"Your family?"
927,36,8,1,"What terrible things? Who's plotting them?"
929,36,8,1,"Okâ€“ I- understand. You can't- say."
931,36,8,1,"Dobby! Dobby, put the lamp down."
934,36,8,1,"Give me the lamp! Dobby stop!"
936,36,8,1,"Get in there, and keep quiet!"
938,36,8,1,"I- I was just-"
940,36,8,1,"Sorry."
942,36,8,1,"Yes, sir See why I've got to go back? I don't belong here. I belong in your world, at Hogwarts. It's the only place I've got friends!"
944,36,8,1,"Well, I expect they've been- hang on- how do you know my friends haven't been writing to me?"
946,36,8,1,"Give me those, now!"
948,36,8,1,"Dobby, get back here!"
949,36,8,1,"Dobby, please, no!"
951,36,8,1,"I can't. Hogwarts is my home!"
956,37,8,1,"Ron! Fred. George. What are you all doing here?"
968,37,8,1,"Ahh- ahh!"
971,37,8,1,"Let go of me!"
973,37,8,1,"Get off!"
1872,71,8,1,"Lumos Maxima. Lumos Maxima. Lumos Maxima. Lumos Maxima. Lumos Maxima!"
1874,72,8,1,"Uncle Vernon, I need you to sign this form."
1876,72,8,1,"Nothing. School stuff."
1878,72,8,1,"I will if she does."
1880,72,8,1,"Yes."
1883,72,8,1,"Okay."
1889,72,8,1,"Oh, yeah. Yeah. I've been beaten loads of times."
1893,72,8,1,"That's a lie!"
1895,72,8,1,"My dad wasn't a drunk!"
1899,72,8,1,"Shut up! Shut up!"
1906,72,8,1,"No! She deserved what she got! Keep away from me."
1908,72,8,1,"Yeah? Try me."
1910,72,8,1,"I don't care. Anywhere's better than here."
3523,131,8,1,"Dementors."
3527,131,8,1,"No."
3529,131,8,1,"We were attacked."
3531,131,8,1,"They're evil. If they get the chance, they'll suck your soul out through your mouth."
3534,131,8,1,"You can't give a Dementor the 'ol one-two.'"
3536,131,8,1,"Because I used magic to save his"
3537,132,8,1,"Lumos!"
3541,132,8,1,"What are you doing here?"
3543,132,8,1,"How'd he know? It just happened!"
3547,132,8,1,"What's been going on? What's Lord Vol-"
3552,132,8,1,"How are we getting there?"
3560,132,8,1,"Uh, is that very likely?"
3570,132,8,1,"Expecto--!"
3572,132,8,1,"No!"
3576,132,8,1,"But I can help!"
5769,186,8,1,"Time for the teary farewell."
5771,186,8,1,"They'll torture you.  Even Dudley. If they think you know where I'm going, they'll stop at noth--"
5774,186,8,1,"Do you have any?  Magic?"
5783,186,8,1,"Absolutely not.  Besides, I'm just a waste of space.  Isn't that right, Vernon?"
5786,186,8,1,"Well... thanks."
5787,186,8,1,"See you, Big D."
5788,186,8,1,"Good riddance."
5791,186,8,1,"I thought you were looking after the Prime Minister, Kingsley."
5802,186,8,1,"The Trace?"
5804,186,8,1,"The real one...?"
5806,186,8,1,"No!  Absolutely not!"
5808,186,8,1,"If you think I'm going to let people risk their lives for me --"
5810,186,8,1,"This is different.  Taking that. Becoming me -- no."
5816,186,8,1,"Blimey, Hermione!"
5832,186,8,1,"Yes?"
5834,186,8,1,"Here."
3671,135,70,1,"Bye."
3685,135,70,1,"Department of Mysteries?"
3688,135,70,1,"I've been there before..."
3692,136,70,1,"Er...sorry."
3699,136,70,1,"Yes."
3700,136,70,1,"Yes, but-"
3702,136,70,1,"Yes, but-"
3704,136,70,1,"Yes."
3707,136,70,1,"But I did it because of the Dementors!"
3709,136,70,1,"My cousin and I were attacked by Dementors. That's why I had to use the Patronus, to drive them away."
4371,152,70,1,"All right, come on."
4373,152,70,1,"Where is everyone?"
4375,152,70,1,"That's how Voldemort got in unnoticed."
4376,152,70,1,"This is it. Come on."
4377,152,70,1,"Stay close."
4379,152,70,1,"I don't understand. In my dream,"
4381,152,70,1,"Yeah. I'll know the way when I see it."
4382,152,70,1,"Who's there?"
4383,152,70,1,"Sirius?"
4385,152,70,1,"Does anyone else hear that?"
4390,152,70,1,"Sirius...yeah..."
4391,152,70,1,"Alohomora!"
4392,152,70,1,"Whatever's in there, the Ministry sure doesn't want anyone getting to it."
4393,152,70,1,"This is it! Come on!"
4394,152,70,1,"This is it. This is where Sirius is!"
4395,152,70,1,"He's in here somewhere."
4399,152,70,1,"What's my name doing here?"
4401,152,70,1,"Why not?"
4403,152,70,1,"It's got my name on it!"
4405,152,70,1,"Where's Sirius?"
4409,152,70,1,"What prophesy?"
4411,152,70,1,"Go ahead."
4413,152,70,1,"Come and find out!"
4418,152,70,1,"You even try to take her and I'll smash this thing."
4419,152,70,1,"So, what kind of prophesy are we talking about here?"
4421,152,70,1,"Not really. How come Voldemort wants it?"
4424,152,70,1,"Hey, did you know Voldemort's a half-blood too?"
4426,152,70,1,"What's so special about this"
4428,152,70,1,"What?"
4431,152,70,1,"So he used me to do his dirty work, did he?"
4432,152,70,1,"Now!"
4436,152,70,1,"Where'd the rest go?"
4440,152,70,1,"Stupify!"
4443,152,70,1,"Stupify!"
4444,152,70,1,"Ron!"
4448,152,70,1,"Pretificus Totalus!"
4450,152,70,1,"Hermione!"
4451,152,70,1,"Please don't be dead, please don't be dead... He shakes her."
4454,152,70,1,"Can we carry her?"
4457,152,70,1,"I don't know..."
4458,152,70,1,"What happened."
4462,152,70,1,"We need to get out of here. Luna, can you help Ginny?"
4465,152,70,1,"Let my friends go and I will."
4468,152,70,1,"Stop, Neville!"
4475,152,70,1,"Are you all right?"
4480,153,70,1,"You come with us!"
4487,153,70,1,"Protego!"
4491,153,70,1,"No...no...no...."
4494,154,70,1,"I'LL KILL you!!"
4495,154,70,1,"Stupify!"
4498,154,70,1,"Crucio!"
4502,154,70,1,"Can't. It got smashed by accident!"
4504,154,70,1,"How's Voldemort going to like that? You've failed him, and he's not very forgiving, is he?"
4506,154,70,1,"He can't hear you from here, you know!"
4517,155,70,1,"Look out!"
4518,155,70,1,"Professor!"
6120,194,70,1,"It gets really tricky."
6122,194,70,1,"This is completely mental."
6127,194,70,1,"I'm nobody."
6132,194,70,1,"Apparently so."
6134,194,70,1,"Are those...?"
6139,194,70,1,"The Ministry must be hiring young these days."
6141,194,70,1,"How long did you say this batch of Polyjuice Potion would last, Hermione?"
6150,194,70,1,"Ron.  You don't have a wife."
6151,194,70,1,"Look, we'll go with you --"
6158,194,70,1,"Ron's been coming here since he was two years old.  It's us you should be worrying about."
6160,194,70,1,"I say if we don't locate Umbridge within the hour, we go find Ron and come back another day.  Deal?"
6166,194,70,1,"Accio locket."
6171,194,70,1,"Ron, it's me."
6173,194,70,1,"She went down to the courtrooms with Umbridge --"
6178,194,70,1,"Arthur!  You know you're being tracked, don't you?"
6180,194,70,1,"No, Arthur.  It's a fact.  They're watching you."
6181,194,70,1,"I'll tell you later.  Let's find Hermione."
6185,194,70,1,"It's here..."
6197,194,70,1,"You're lying.  And one mustn't tell lies, Dolores... Stupefy!"
6198,194,70,1,"Expecto Patronum!"
1430,53,41,1,"Professor Dumbledore?"
1432,53,41,1,"I I-I was- I was just wondering if you'd put me in the right house."
1434,53,41,1,"You're wrong."
1437,53,41,1,"Professor! Sir, your bird- there was nothing I could do- he- he just caught fire!"
1446,53,41,1,"You don't think it was me, Professor?"
1448,53,41,1,"No, sir. Nothing."
1797,68,41,1,"Yes, sir."
1800,68,41,1,"Yes, sir."
1805,68,41,1,"It's just You see, sir I- I couldn't help but notice certain things, certain- certain similarities, between Tom Riddle and me."
1807,68,41,1,"Voldemort transferred some of his powers to me?"
1809,68,41,1,"So the Sorting Hat was right! I should be in Slytherin."
1811,68,41,1,"Because I asked it to."
1813,68,41,1,"Godric Gryffindor."
1815,69,41,1,"Dobby! So this is your master! The family you serve is the Malfoys"
1832,69,41,1,"Don't worry. I will be."
1835,69,41,1,"Sir, I wonder if I could have that?"
1836,69,41,1,"Mr. Malfoy! Mr. Malfoy! I have something of yours."
1838,69,41,1,"Oh, I think you do, sir. I think you slipped the diary into Ginny Weasley's cauldron, that day at Diagon Alley."
1840,69,41,1,"Open it."
1850,69,41,1,"Just promise me something."
1852,69,41,1,"Never try to save my life again."
3331,123,41,1,"I can come back later Professor."
3363,124,41,1,"Sir, Mr Crouch's son, what happened to him?"
3365,124,41,1,"It's just that I had a dream about him. It was in the summer, before school. In the dream I was in a house and Voldemort was there only he wasn't quite human, and Wormtail was there too and Mr Crouch's son."
3367,124,41,1,"Yes. Always the same one. Sir... these dreams, what I see, you don't think it's actually happening do you?"
4056,146,41,1,"Oh. Uh...I was the snake. I saw it from the snake's perspective."
4058,146,41,1,"Yes!"
4144,147,41,1,"Professor, no!"
4156,147,41,1,"I'm so sorry, Professor!"
4540,156,41,1,"No you don't!"
4543,156,41,1,"You don't have a clue! You can't possibly know!"
4546,156,41,1,"I don't care! I don't care!"
4548,156,41,1,"Let me out."
4550,156,41,1,"You can't keep me in here!"
4554,156,41,1,"I already know all this."
4556,156,41,1,"Well, yeah, I did..."
4558,156,41,1,"But Snape stopped giving me lessons."
4560,156,41,1,"He barely taught me, though. I always felt more open to it after the lessons. Like he was trying to open me to Voldemort--"
4562,156,41,1,"Sirius didn't trust him. Didn't believe he'd really turned to our side..."
4565,156,41,1,"I've been dreaming about that all year, before Voldemort discovered the connection."
4568,156,41,1,"But I checked Grimmauld Place! Kreacher said--"
4570,156,41,1,"Why?"
4572,156,41,1,"What?"
4573,156,41,1,"Wait, where was Sirius when I tried to contact him?"
4576,156,41,1,"And Hermione said we should be nice to Kreacher!"
4578,156,41,1,"Sirius hated him."
4580,156,41,1,"Yeah, he really hated that place. And you kept him locked up in there!"
4584,156,41,1,"She never loved me."
4589,156,41,1,"I asked you why Voldemort tried to kill me."
4591,156,41,1,"I don't understand, Professor."
4592,156,41,1,"Professor, why am I so important to"
4594,156,41,1,"Sir, it got smashed."
4597,156,41,1,"I'm not sure I understand all that, sir..."
4598,156,41,1,"And...it means me?"
4600,156,41,1,"So it's not necessarily me, sir?"
4601,156,41,1,"What if he chose wrong?"
4602,156,41,1,"Why didn't he wait? Why attack when we were babies?"
4604,156,41,1,"But I don't have any special powers."
4606,156,41,1,"What is it, sir?"
4609,156,41,1,"One of us has to kill the other...in the end."
4934,165,41,1,"Fine, sir."
4936,165,41,1,"I think he overestimates my abilities, sir."
4938,165,41,1,"Definitely."
4940,165,41,1,"Sir?"
4942,165,41,1,"No!  I mean... she's brilliant. And we're friends.  But... no."
4980,165,41,1,"Did you know, sir?  Then?"
4983,165,41,1,"You didn't bring Professor Slughorn back simply to teach Potions, did you, sir?"
4985,165,41,1,"You said Professor Slughorn would try to collect me."
4987,165,41,1,"Do you want me to let him?"
5305,174,41,1,"I don't understand -- what happened?"
5307,174,41,1,"But why would he tamper with his own memory?"
5309,174,41,1,"Why?"
5313,174,41,1,"I don't know him that well, sir --"
5536,180,41,1,"Sir --"
5538,180,41,1,"Do you mean to say he succeeded, sir?  In making a Horcrux?"
5540,180,41,1,"Seven.  He made seven -- the most powerfully magical number.  But... what are they exactly?"
5542,180,41,1,"Tom Riddle's diary --"
5544,180,41,1,"And the ring...?"
5546,180,41,1,"... even more difficult to destroy. But if you could find them all. If you did destroy each Horcrux..."
5548,180,41,1,"But how would you find them?  They could be hidden anywhere, couldn't they..."
5551,180,41,1,"It's where you've been going, isn't it, sir?  When you leave the school."
530,21,40,1,"Who knows? Why was he trying to get past that three-headed dog on Halloween?"
535,21,40,1,"Yes?"
537,21,40,1,"But, Hagrid, whatever Fluffy's guarding, Snape's trying to steal it."
540,21,40,1,"Exactly."
542,21,40,1,"Nicholas Flamel?"
544,21,40,1,"Nicholas Flamel.  Who's Nicholas Flamel?"
633,24,40,1,"Hagrid!"
635,24,40,1,"We know about the Philosopher's Stone!"
639,24,40,1,"We think Snape's trying to steal it."
641,24,40,1,"Hagrid, we know he's after the Stone. We just don't know why."
643,24,40,1,"What?"
645,24,40,1,"Wait a minute.  One of the teachers?"
648,24,40,1,"Uh, Hagrid, what exactly is that?"
655,24,40,1,"Norbert?"
658,24,40,1,"Malfoy."
660,24,40,1,"Hagrid always wanted a dragon. He told me so the first time I met him."
662,24,40,1,"I don't understand. Is that bad?"
666,24,40,1,"50?!"
1210,46,40,1,"Ah! Oh Okay."
1212,46,40,1,"Malfoy. He called Hermione, um, well, I don't- I don't know exactly what it means."
1215,46,40,1,"What's a Mudblood?"
1218,46,40,1,"That's horrible!"
1597,59,40,1,"What's that for?"
1599,59,40,1,"Hagrid, are you okay?"
1601,59,40,1,"Did you hear about Hermione?"
1603,59,40,1,"Look, we have to ask you something. Do you know who's opened the Chamber of Secrets?"
1627,59,40,1,"Look! Well, come on. Come on, Fang!"
2084,79,40,1,"Shut up, Malfoy."
2092,79,40,1,"What?"
2094,79,40,1,"Hey, hey, hey!"
2099,79,40,1,"Brilliant, professor."
2435,91,40,1,"Why don't we just set him free?"
2445,91,40,1,"Ow! Hagrid!"
2450,91,40,1,"Hagrid. It'll be fine. It'll be okay."
2464,91,40,1,"What?"
2611,98,40,1,"Hermione! Hermione! Hermione, wait. Hermione, will you please tell me what it is we're doing?"
2613,98,40,1,"That's us."
2615,98,40,1,"This is not normal."
2617,98,40,1,"You mean we've gone back in time?"
2619,98,40,1,"Good punch."
2625,98,40,1,"Come on. We should be at Hagrid's."
2626,99,40,1,"Look. Buckbeak's still alive."
2628,99,40,1,"Here they come. I'd better hurry."
2632,99,40,1,"That's Pettigrew."
2634,99,40,1,"He betrayed my parents. You don't expect me to sit here."
2637,99,40,1,"Are you mad?"
2638,99,40,1,"Ow!"
2639,99,40,1,"Ow! That hurt!"
