Customer Number,Channel,Sales Allocation,Rep Code
"50230958","Chnl4","General","RC_8"
"50230733","Chnl4","General","RC_8"
"50230599","Chnl4","General","RC_8"
"50230292","Chnl4","General","RC_8"
"50230825","Chnl4","General","RC_8"
"50230889","Chnl4","General","RC_8"
"50230392","Chnl4","General","RC_8"
"50230403","Chnl4","General","RC_8"
"50230515","Chnl4","General","RC_8"
"50230607","Chnl4","General","RC_8"
"50230206","Chnl4","General","RC_8"
"50231041","Chnl4","General","RC_8"
"50230998","Chnl4","General","RC_8"
"50230883","Chnl4","General","RC_8"
"50230418","Chnl4","General","RC_8"
"50230604","Chnl4","General","RC_8"
"50230577","Chnl4","General","RC_8"
"50230695","Chnl4","General","RC_8"
"50230306","Chnl4","General","RC_8"
"50230967","Chnl4","General","RC_8"
"50230602","Chnl4","General","RC_8"
"50230763","Chnl4","General","RC_8"
"50230884","Chnl4","General","RC_8"
"50231126","Chnl4","General","RC_8"
"50230814","Chnl4","General","RC_8"
"50230543","Chnl4","General","RC_8"
"50230225","Chnl4","General","RC_8"
"50230046","Chnl4","General","RC_8"
"50230056","Chnl4","General","RC_8"
"50230580","Chnl4","General","RC_8"
"50230200","Chnl4","General","RC_8"
"50230012","Chnl4","General","RC_8"
"50230013","Chnl4","General","RC_8"
"50230040","Chnl4","General","RC_8"
"50231101","Chnl4","General","RC_8"
"50230059","Chnl4","General","RC_8"
"50230135","Chnl4","General","RC_8"
"50230858","Chnl4","General","RC_8"
"50230043","Chnl4","General","RC_8"
"50231109","Chnl4","General","RC_8"
"50231066","Chnl4","General","RC_8"
"50231133","Chnl4","General","RC_8"
"50230232","Chnl4","General","RC_8"
"50230793","Chnl4","General","RC_8"
"50230930","Chnl4","General","RC_8"
"50230402","Chnl4","General","RC_8"
"50001023","Chnl4","General","RC_8"
"50001058","Chnl4","General","RC_8"
"50001055","Chnl4","General","RC_8"
"50001019","Chnl4","General","RC_8"
"50000194","Chnl4","General","RC_8"
"50000104","Chnl4","General","RC_8"
"50000134","Chnl4","General","RC_8"
"50000023","Chnl4","General","RC_8"
"50000112","Chnl4","General","RC_8"
"50000206","Chnl4","General","RC_8"
"50000036","Chnl4","General","RC_8"
"50000131","Chnl4","General","RC_8"
"50000192","Chnl4","General","RC_8"
"50000160","Chnl4","General","RC_8"
"50000216","Chnl4","General","RC_8"
"50000161","Chnl4","General","RC_8"
"50000042","Chnl4","General","RC_8"
"50000223","Chnl4","General","RC_8"
"50000143","Chnl4","General","RC_8"
"50000164","Chnl4","General","RC_8"
"50000162","Chnl4","General","RC_8"
"50000019","Chnl4","General","RC_8"
"50000236","Chnl4","General","RC_8"
"50000238","Chnl4","General","RC_8"
"50001026","Chnl4","General","RC_8"
"50003023","Chnl4","General","RC_8"
"50230109","Chnl4","General","RC_8"
"50230582","Chnl4","General","RC_8"
"50230699","Chnl4","General","RC_8"
"50230166","Chnl4","General","RC_8"
"50230690","Chnl4","General","RC_8"
"50230344","Chnl4","General","RC_8"
"50230839","Chnl4","General","RC_8"
"50230377","Chnl4","General","RC_8"
"50231052","Chnl4","General","RC_8"
"50230478","Chnl4","General","RC_8"
"50230325","Chnl4","General","RC_8"
"50230669","Chnl4","General","RC_8"
"50230710","Chnl4","General","RC_8"
"50000275","Chnl4","General","RC_8"
"50001104","Chnl4","General","RC_8"
"50001106","Chnl4","General","RC_8"
"50001117","Chnl4","General","RC_8"
"50003058","Chnl4","General","RC_8"
"50003069","Chnl4","General","RC_8"
"50003088","Chnl4","General","RC_8"
"50230042","Chnl4","General","RC_8"
"50230048","Chnl4","General","RC_8"
"50230087","Chnl4","General","RC_8"
"50230271","Chnl4","General","RC_8"
"50230354","Chnl4","General","RC_8"
"50230400","Chnl4","General","RC_8"
"50230496","Chnl4","General","RC_8"
"50230841","Chnl4","General","RC_8"
"50230921","Chnl4","General","RC_8"
"50230951","Chnl4","General","RC_8"
"50230960","Chnl4","General","RC_8"
"50230962","Chnl4","General","RC_8"
"50231006","Chnl4","General","RC_8"
"50231098","Chnl4","General","RC_8"
"50231141","Chnl4","General","RC_8"
"50231156","Chnl4","General","RC_8"
"50231157","Chnl4","General","RC_8"
"50231197","Chnl4","General","RC_8"
"50231200","Chnl4","General","RC_8"
"50231224","Chnl4","General","RC_8"
"50231241","Chnl4","General","RC_8"
"50003124","Chnl4","General","RC_8"
"50230021","Chnl4","General","RC_2"
"50230569","Chnl4","General","RC_2"
"50230204","Chnl4","General","RC_2"
"50230217","Chnl4","General","RC_2"
"50231024","Chnl4","General","RC_2"
"50230896","Chnl4","General","RC_2"
"50230794","Chnl4","General","RC_2"
"50231032","Chnl4","General","RC_2"
"50230408","Chnl4","General","RC_2"
"50230898","Chnl4","General","RC_2"
"50230772","Chnl4","General","RC_2"
"50231017","Chnl4","General","RC_2"
"50230441","Chnl4","General","RC_2"
"50230471","Chnl4","General","RC_2"
"50230649","Chnl4","General","RC_2"
"50230510","Chnl4","General","RC_2"
"50230533","Chnl4","General","RC_2"
"50230708","Chnl4","General","RC_2"
"50230780","Chnl4","General","RC_2"
"50230552","Chnl4","General","RC_2"
"50230969","Chnl4","General","RC_2"
"50230531","Chnl4","General","RC_2"
"50231064","Chnl4","General","RC_2"
"50230988","Chnl4","General","RC_2"
"50230688","Chnl4","General","RC_2"
"50230335","Chnl4","General","RC_2"
"50230512","Chnl4","General","RC_2"
"50230328","Chnl4","General","RC_2"
"50230372","Chnl4","General","RC_2"
"50001034","Chnl4","General","RC_2"
"50001084","Chnl4","General","RC_2"
"50001007","Chnl4","General","RC_2"
"50001008","Chnl4","General","RC_2"
"50001089","Chnl4","General","RC_2"
"50001094","Chnl4","General","RC_2"
"50001041","Chnl4","General","RC_2"
"50001030","Chnl4","General","RC_2"
"50000108","Chnl4","General","RC_2"
"50000106","Chnl4","General","RC_2"
"50000114","Chnl4","General","RC_2"
"50000092","Chnl4","General","RC_2"
"50000218","Chnl4","General","RC_2"
"50000113","Chnl4","General","RC_2"
"50000006","Chnl4","General","RC_2"
"50000009","Chnl4","General","RC_2"
"50000011","Chnl4","General","RC_2"
"50000150","Chnl4","General","RC_2"
"50000185","Chnl4","General","RC_2"
"50000079","Chnl4","General","RC_2"
"50000158","Chnl4","General","RC_2"
"50000225","Chnl4","General","RC_2"
"50000025","Chnl4","General","RC_2"
"50000202","Chnl4","General","RC_2"
"50000213","Chnl4","General","RC_2"
"50000184","Chnl4","General","RC_2"
"50000051","Chnl4","General","RC_2"
"50000200","Chnl4","General","RC_2"
"50000123","Chnl4","General","RC_2"
"50000061","Chnl4","General","RC_2"
"50000137","Chnl4","General","RC_2"
"50000082","Chnl4","General","RC_2"
"50000070","Chnl4","General","RC_2"
"50000075","Chnl4","General","RC_2"
"50000230","Chnl4","General","RC_2"
"50000193","Chnl4","General","RC_2"
"50000182","Chnl4","General","RC_2"
"50000178","Chnl4","General","RC_2"
"50000244","Chnl4","General","RC_2"
"50230110","Chnl4","General","RC_2"
"50230128","Chnl4","General","RC_2"
"50230144","Chnl4","General","RC_2"
"50230246","Chnl4","General","RC_2"
"50230252","Chnl4","General","RC_2"
"50230253","Chnl4","General","RC_2"
"50230291","Chnl4","General","RC_2"
"50230317","Chnl4","General","RC_2"
"50230436","Chnl4","General","RC_2"
"50230498","Chnl4","General","RC_2"
"50230534","Chnl4","General","RC_2"
"50230611","Chnl4","General","RC_2"
"50230307","Chnl4","General","RC_2"
"50231129","Chnl4","General","RC_2"
"50230251","Chnl4","General","RC_2"
"50230945","Chnl4","General","RC_2"
"50000219","Chnl4","General","RC_2"
"50000250","Chnl4","General","RC_2"
"50000251","Chnl4","General","RC_2"
"50000257","Chnl4","General","RC_2"
"50000259","Chnl4","General","RC_2"
"50000262","Chnl4","General","RC_2"
"50000265","Chnl4","General","RC_2"
"50000268","Chnl4","General","RC_2"
"50000270","Chnl4","General","RC_2"
"50000272","Chnl4","General","RC_2"
"50001100","Chnl4","General","RC_2"
"50003046","Chnl4","General","RC_2"
"50003047","Chnl4","General","RC_2"
"50003052","Chnl4","General","RC_2"
"50003060","Chnl4","General","RC_2"
"50003061","Chnl4","General","RC_2"
"50003066","Chnl4","General","RC_2"
"50003067","Chnl4","General","RC_2"
"50003082","Chnl4","General","RC_2"
"50231062","Chnl4","General","RC_2"
"50231192","Chnl4","General","RC_2"
"50231194","Chnl4","General","RC_2"
"50231206","Chnl4","General","RC_2"
"50232026","Chnl4","General","RC_2"
"50290315","Chnl4","General","RC_2"
"50000279","Chnl4","General","RC_2"
"50003127","Chnl4","General","RC_2"
"50003128","Chnl4","General","RC_2"
"50003129","Chnl4","General","RC_2"
"50230071","Chnl4","General","RC_6"
"50230984","Chnl4","General","RC_6"
"50230681","Chnl4","General","RC_6"
"50230179","Chnl4","General","RC_6"
"50230966","Chnl4","General","RC_6"
"50231050","Chnl4","General","RC_6"
"50230686","Chnl4","General","RC_6"
"50230624","Chnl4","General","RC_6"
"50230358","Chnl4","General","RC_6"
"50231080","Chnl4","General","RC_6"
"50230640","Chnl4","General","RC_6"
"50230861","Chnl4","General","RC_6"
"50231073","Chnl4","General","RC_6"
"50230656","Chnl4","General","RC_6"
"50230027","Chnl4","General","RC_6"
"50230823","Chnl4","General","RC_6"
"50230245","Chnl4","General","RC_6"
"50230205","Chnl4","General","RC_6"
"50230033","Chnl4","General","RC_6"
"50231078","Chnl4","General","RC_6"
"50230320","Chnl4","General","RC_6"
"50231079","Chnl4","General","RC_6"
"50231127","Chnl4","General","RC_6"
"50230644","Chnl4","General","RC_6"
"50001095","Chnl4","General","RC_6"
"50001091","Chnl4","General","RC_6"
"50001068","Chnl4","General","RC_6"
"50001018","Chnl4","General","RC_6"
"50001001","Chnl4","General","RC_6"
"50001065","Chnl4","General","RC_6"
"50001000","Chnl4","General","RC_6"
"50001071","Chnl4","General","RC_6"
"50001005","Chnl4","General","RC_6"
"50001035","Chnl4","General","RC_6"
"50000128","Chnl4","General","RC_6"
"50000002","Chnl4","General","RC_6"
"50000151","Chnl4","General","RC_6"
"50000146","Chnl4","General","RC_6"
"50000014","Chnl4","General","RC_6"
"50000015","Chnl4","General","RC_6"
"50000132","Chnl4","General","RC_6"
"50000078","Chnl4","General","RC_6"
"50000107","Chnl4","General","RC_6"
"50000122","Chnl4","General","RC_6"
"50000187","Chnl4","General","RC_6"
"50000199","Chnl4","General","RC_6"
"50000175","Chnl4","General","RC_6"
"50000101","Chnl4","General","RC_6"
"50000133","Chnl4","General","RC_6"
"50000039","Chnl4","General","RC_6"
"50000189","Chnl4","General","RC_6"
"50000045","Chnl4","General","RC_6"
"50000001","Chnl4","General","RC_6"
"50000050","Chnl4","General","RC_6"
"50000055","Chnl4","General","RC_6"
"50000220","Chnl4","General","RC_6"
"50000071","Chnl4","General","RC_6"
"50000147","Chnl4","General","RC_6"
"50000183","Chnl4","General","RC_6"
"50000212","Chnl4","General","RC_6"
"50000135","Chnl4","General","RC_6"
"50000198","Chnl4","General","RC_6"
"50000117","Chnl4","General","RC_6"
"50000210","Chnl4","General","RC_6"
"50000235","Chnl4","General","RC_6"
"50000234","Chnl4","General","RC_6"
"50000242","Chnl4","General","RC_6"
"50000246","Chnl4","General","RC_6"
"50000248","Chnl4","General","RC_6"
"50001006","Chnl4","General","RC_6"
"50232007","Chnl4","General","RC_6"
"50232000","Chnl4","General","RC_6"
"50003005","Chnl4","General","RC_6"
"50003030","Chnl4","General","RC_6"
"50003021","Chnl4","General","RC_6"
"50003031","Chnl4","General","RC_6"
"50003016","Chnl4","General","RC_6"
"50230155","Chnl4","General","RC_6"
"50230194","Chnl4","General","RC_6"
"50230755","Chnl4","General","RC_6"
"50230295","Chnl4","General","RC_6"
"50230903","Chnl4","General","RC_6"
"50230341","Chnl4","General","RC_6"
"50231034","Chnl4","General","RC_6"
"50231139","Chnl4","General","RC_6"
"50000260","Chnl4","General","RC_6"
"50000263","Chnl4","General","RC_6"
"50000267","Chnl4","General","RC_6"
"50000278","Chnl4","General","RC_6"
"50001102","Chnl4","General","RC_6"
"50001111","Chnl4","General","RC_6"
"50003044","Chnl4","General","RC_6"
"50003045","Chnl4","General","RC_6"
"50003054","Chnl4","General","RC_6"
"50003055","Chnl4","General","RC_6"
"50003063","Chnl4","General","RC_6"
"50003074","Chnl4","General","RC_6"
"50003075","Chnl4","General","RC_6"
"50003094","Chnl4","General","RC_6"
"50003095","Chnl4","General","RC_6"
"50003106","Chnl4","General","RC_6"
"50231144","Chnl4","General","RC_6"
"50231176","Chnl4","General","RC_6"
"50231185","Chnl4","General","RC_6"
"50231235","Chnl4","General","RC_6"
"50232025","Chnl4","General","RC_6"
"50230011","Chnl4","General","RC_5"
"50230077","Chnl4","General","RC_5"
"50230816","Chnl4","General","RC_5"
"50230905","Chnl4","General","RC_5"
"50230477","Chnl4","General","RC_5"
"50230489","Chnl4","General","RC_5"
"50230551","Chnl4","General","RC_5"
"50230698","Chnl4","General","RC_5"
"50230546","Chnl4","General","RC_5"
"50230737","Chnl4","General","RC_5"
"50230199","Chnl4","General","RC_5"
"50231009","Chnl4","General","RC_5"
"50232008","Chnl4","General","RC_5"
"50231046","Chnl4","General","RC_5"
"50231120","Chnl4","General","RC_5"
"50230517","Chnl4","General","RC_5"
"50231040","Chnl4","General","RC_5"
"50230693","Chnl4","General","RC_5"
"50231051","Chnl4","General","RC_5"
"50230886","Chnl4","General","RC_5"
"50232014","Chnl4","General","RC_5"
"50231096","Chnl4","General","RC_5"
"50230601","Chnl4","General","RC_5"
"50230381","Chnl4","General","RC_5"
"50230349","Chnl4","General","RC_5"
"50231115","Chnl4","General","RC_5"
"50230004","Chnl4","General","RC_5"
"50230243","Chnl4","General","RC_5"
"50230976","Chnl4","General","RC_5"
"50231044","Chnl4","General","RC_5"
"50001053","Chnl4","General","RC_5"
"50001011","Chnl4","General","RC_5"
"50001077","Chnl4","General","RC_5"
"50001059","Chnl4","General","RC_5"
"50001020","Chnl4","General","RC_5"
"50001092","Chnl4","General","RC_5"
"50001016","Chnl4","General","RC_5"
"50001029","Chnl4","General","RC_5"
"50001087","Chnl4","General","RC_5"
"50001081","Chnl4","General","RC_5"
"50000154","Chnl4","General","RC_5"
"50000103","Chnl4","General","RC_5"
"50000233","Chnl4","General","RC_5"
"50000140","Chnl4","General","RC_5"
"50000012","Chnl4","General","RC_5"
"50000166","Chnl4","General","RC_5"
"50000021","Chnl4","General","RC_5"
"50000032","Chnl4","General","RC_5"
"50000195","Chnl4","General","RC_5"
"50000040","Chnl4","General","RC_5"
"50000163","Chnl4","General","RC_5"
"50000052","Chnl4","General","RC_5"
"50000148","Chnl4","General","RC_5"
"50000066","Chnl4","General","RC_5"
"50000067","Chnl4","General","RC_5"
"50000073","Chnl4","General","RC_5"
"50000204","Chnl4","General","RC_5"
"50000231","Chnl4","General","RC_5"
"50000215","Chnl4","General","RC_5"
"50000167","Chnl4","General","RC_5"
"50000240","Chnl4","General","RC_5"
"31740031","Chnl4","General","RC_5"
"50003009","Chnl4","General","RC_5"
"50003019","Chnl4","General","RC_5"
"50230117","Chnl4","General","RC_5"
"50230305","Chnl4","General","RC_5"
"50230396","Chnl4","General","RC_5"
"50230843","Chnl4","General","RC_5"
"50230353","Chnl4","General","RC_5"
"50230983","Chnl4","General","RC_5"
"50231060","Chnl4","General","RC_5"
"50230141","Chnl4","General","RC_5"
"50231003","Chnl4","General","RC_5"
"50230131","Chnl4","General","RC_5"
"50231058","Chnl4","General","RC_5"
"50231143","Chnl4","General","RC_5"
"50000276","Chnl4","General","RC_5"
"50003036","Chnl4","General","RC_5"
"50003039","Chnl4","General","RC_5"
"50003050","Chnl4","General","RC_5"
"50003051","Chnl4","General","RC_5"
"50003073","Chnl4","General","RC_5"
"50003078","Chnl4","General","RC_5"
"50003079","Chnl4","General","RC_5"
"50003081","Chnl4","General","RC_5"
"50003084","Chnl4","General","RC_5"
"50003092","Chnl4","General","RC_5"
"50003093","Chnl4","General","RC_5"
"50230506","Chnl4","General","RC_5"
"50231158","Chnl4","General","RC_5"
"50231165","Chnl4","General","RC_5"
"50231189","Chnl4","General","RC_5"
"50231190","Chnl4","General","RC_5"
"50231198","Chnl4","General","RC_5"
"50231230","Chnl4","General","RC_5"
"50231256","Chnl4","General","RC_5"
"50232022","Chnl4","General","RC_5"
"50232027","Chnl4","General","RC_5"
"50230586","Chnl4","General","RC_5"
"50230017","Chnl4","General","RC_7"
"50230209","Chnl4","General","RC_7"
"50231023","Chnl4","General","RC_7"
"50230279","Chnl4","General","RC_7"
"50230855","Chnl4","General","RC_7"
"50230322","Chnl4","General","RC_7"
"50230347","Chnl4","General","RC_7"
"50230362","Chnl4","General","RC_7"
"50230484","Chnl4","General","RC_7"
"50230929","Chnl4","General","RC_7"
"50230873","Chnl4","General","RC_7"
"50230463","Chnl4","General","RC_7"
"50230491","Chnl4","General","RC_7"
"50230975","Chnl4","General","RC_7"
"50230487","Chnl4","General","RC_7"
"50231075","Chnl4","General","RC_7"
"50230965","Chnl4","General","RC_7"
"50230304","Chnl4","General","RC_7"
"50230527","Chnl4","General","RC_7"
"50230492","Chnl4","General","RC_7"
"50230488","Chnl4","General","RC_7"
"50230345","Chnl4","General","RC_7"
"50230361","Chnl4","General","RC_7"
"50001049","Chnl4","General","RC_7"
"50001014","Chnl4","General","RC_7"
"50001047","Chnl4","General","RC_7"
"50001072","Chnl4","General","RC_7"
"50000102","Chnl4","General","RC_7"
"50000005","Chnl4","General","RC_7"
"50000168","Chnl4","General","RC_7"
"50000141","Chnl4","General","RC_7"
"50000221","Chnl4","General","RC_7"
"50000125","Chnl4","General","RC_7"
"50000026","Chnl4","General","RC_7"
"50000099","Chnl4","General","RC_7"
"50000222","Chnl4","General","RC_7"
"50000118","Chnl4","General","RC_7"
"50000136","Chnl4","General","RC_7"
"50000201","Chnl4","General","RC_7"
"50000049","Chnl4","General","RC_7"
"50000053","Chnl4","General","RC_7"
"50000157","Chnl4","General","RC_7"
"50000056","Chnl4","General","RC_7"
"50000060","Chnl4","General","RC_7"
"50000062","Chnl4","General","RC_7"
"50000064","Chnl4","General","RC_7"
"50000068","Chnl4","General","RC_7"
"50000090","Chnl4","General","RC_7"
"50000211","Chnl4","General","RC_7"
"50000180","Chnl4","General","RC_7"
"50000191","Chnl4","General","RC_7"
"50000227","Chnl4","General","RC_7"
"50000165","Chnl4","General","RC_7"
"50001064","Chnl4","General","RC_7"
"50001073","Chnl4","General","RC_7"
"50001017","Chnl4","General","RC_7"
"50232004","Chnl4","General","RC_7"
"50230935","Chnl4","General","RC_7"
"50230978","Chnl4","General","RC_7"
"50231008","Chnl4","General","RC_7"
"50003008","Chnl4","General","RC_7"
"50231072","Chnl4","General","RC_7"
"50230160","Chnl4","General","RC_7"
"50230247","Chnl4","General","RC_7"
"50230838","Chnl4","General","RC_7"
"50230384","Chnl4","General","RC_7"
"50230330","Chnl4","General","RC_7"
"50230401","Chnl4","General","RC_7"
"50000252","Chnl4","General","RC_7"
"50000253","Chnl4","General","RC_7"
"50000264","Chnl4","General","RC_7"
"50000266","Chnl4","General","RC_7"
"50000273","Chnl4","General","RC_7"
"50001105","Chnl4","General","RC_7"
"50001108","Chnl4","General","RC_7"
"50001116","Chnl4","General","RC_7"
"50001118","Chnl4","General","RC_7"
"50001121","Chnl4","General","RC_7"
"50003053","Chnl4","General","RC_7"
"50003056","Chnl4","General","RC_7"
"50003062","Chnl4","General","RC_7"
"50003072","Chnl4","General","RC_7"
"50003077","Chnl4","General","RC_7"
"50003086","Chnl4","General","RC_7"
"50003098","Chnl4","General","RC_7"
"50230508","Chnl4","General","RC_7"
"50231210","Chnl4","General","RC_7"
"50231231","Chnl4","General","RC_7"
"50231236","Chnl4","General","RC_7"
"50290916","Chnl4","General","RC_7"
"50231259","Chnl4","General","RC_7"
"50230006","Chnl4","General","RC_1"
"50230142","Chnl4","General","RC_1"
"50231007","Chnl4","General","RC_1"
"50230182","Chnl4","General","RC_1"
"50230183","Chnl4","General","RC_1"
"50230773","Chnl4","General","RC_1"
"50230747","Chnl4","General","RC_1"
"50230448","Chnl4","General","RC_1"
"50230511","Chnl4","General","RC_1"
"50230711","Chnl4","General","RC_1"
"50230215","Chnl4","General","RC_1"
"50230520","Chnl4","General","RC_1"
"50230364","Chnl4","General","RC_1"
"50230346","Chnl4","General","RC_1"
"50231027","Chnl4","General","RC_1"
"50230314","Chnl4","General","RC_1"
"50231028","Chnl4","General","RC_1"
"50230413","Chnl4","General","RC_1"
"58774092","Chnl4","General","RC_1"
"50001031","Chnl4","General","RC_1"
"50001004","Chnl4","General","RC_1"
"50001078","Chnl4","General","RC_1"
"50001075","Chnl4","General","RC_1"
"50001009","Chnl4","General","RC_1"
"50001062","Chnl4","General","RC_1"
"50001067","Chnl4","General","RC_1"
"50001021","Chnl4","General","RC_1"
"50001022","Chnl4","General","RC_1"
"50000126","Chnl4","General","RC_1"
"50000149","Chnl4","General","RC_1"
