Rep Code,Product Number,Year,Trimester,Month,Sales Target
"RC_7","202000200006","2018","T3","2018-10","12219"
"RC_7","202000200007","2018","T3","2018-10","1921"
"RC_7","202000200004","2018","T3","2018-11","3550"
"RC_7","202000200005","2018","T3","2018-11","26745"
"RC_7","202000200006","2018","T3","2018-11","12219"
"RC_7","202000200007","2018","T3","2018-11","1921"
"RC_7","202000200004","2018","T3","2018-12","3550"
"RC_7","202000200005","2018","T3","2018-12","26745"
"RC_7","202000200006","2018","T3","2018-12","12219"
"RC_7","202000200007","2018","T3","2018-12","1921"
"RC_8","202000200004","2018","T3","2018-09","751"
"RC_8","202000200005","2018","T3","2018-09","5012"
"RC_8","202000200006","2018","T3","2018-09","2247"
"RC_8","202000200007","2018","T3","2018-09","278"
"RC_8","202000200004","2018","T3","2018-10","751"
"RC_8","202000200005","2018","T3","2018-10","5012"
"RC_8","202000200006","2018","T3","2018-10","2247"
"RC_8","202000200007","2018","T3","2018-10","278"
"RC_8","202000200004","2018","T3","2018-11","751"
"RC_8","202000200005","2018","T3","2018-11","5012"
"RC_8","202000200006","2018","T3","2018-11","2247"
"RC_8","202000200007","2018","T3","2018-11","278"
"RC_8","202000200004","2018","T3","2018-12","751"
"RC_8","202000200005","2018","T3","2018-12","5012"
"RC_8","202000200006","2018","T3","2018-12","2247"
"RC_8","202000200007","2018","T3","2018-12","278"
"RC_5","202000200004","2018","T3","2018-09","8168"
"RC_5","202000200005","2018","T3","2018-09","59195"
"RC_5","202000200006","2018","T3","2018-09","24044"
"RC_5","202000200007","2018","T3","2018-09","1567"
"RC_5","202000200004","2018","T3","2018-10","8168"
"RC_5","202000200005","2018","T3","2018-10","59195"
"RC_5","202000200006","2018","T3","2018-10","24044"
"RC_5","202000200007","2018","T3","2018-10","1567"
"RC_5","202000200004","2018","T3","2018-11","8168"
"RC_5","202000200005","2018","T3","2018-11","59195"
"RC_5","202000200006","2018","T3","2018-11","24044"
"RC_5","202000200007","2018","T3","2018-11","1567"
"RC_5","202000200004","2018","T3","2018-12","8168"
"RC_5","202000200005","2018","T3","2018-12","59195"
"RC_5","202000200006","2018","T3","2018-12","24044"
"RC_5","202000200007","2018","T3","2018-12","1567"
"RC_9","202000200004","2018","T3","2018-09","1825"
"RC_9","202000200005","2018","T3","2018-09","8153"
"RC_9","202000200006","2018","T3","2018-09","4568"
"RC_9","202000200007","2018","T3","2018-09","543"
"RC_9","202000200004","2018","T3","2018-10","1825"
"RC_9","202000200005","2018","T3","2018-10","8153"
"RC_9","202000200006","2018","T3","2018-10","4568"
"RC_9","202000200007","2018","T3","2018-10","543"
"RC_9","202000200004","2018","T3","2018-11","1825"
"RC_9","202000200005","2018","T3","2018-11","8153"
"RC_9","202000200006","2018","T3","2018-11","4568"
"RC_9","202000200007","2018","T3","2018-11","543"
"RC_9","202000200004","2018","T3","2018-12","1825"
"RC_9","202000200005","2018","T3","2018-12","8153"
"RC_9","202000200006","2018","T3","2018-12","4568"
"RC_9","202000200007","2018","T3","2018-12","543"
"RC_6","202000200004","2018","T3","2018-09","2656"
"RC_6","202000200005","2018","T3","2018-09","19110"
"RC_6","202000200006","2018","T3","2018-09","7776"
"RC_6","202000200007","2018","T3","2018-09","499"
"RC_6","202000200004","2018","T3","2018-10","2656"
"RC_6","202000200005","2018","T3","2018-10","19110"
"RC_6","202000200006","2018","T3","2018-10","7776"
"RC_6","202000200007","2018","T3","2018-10","499"
"RC_6","202000200004","2018","T3","2018-11","2656"
"RC_6","202000200005","2018","T3","2018-11","19110"
"RC_6","202000200006","2018","T3","2018-11","7776"
"RC_6","202000200007","2018","T3","2018-11","499"
"RC_6","202000200004","2018","T3","2018-12","2656"
"RC_6","202000200005","2018","T3","2018-12","19110"
"RC_6","202000200006","2018","T3","2018-12","7776"
"RC_6","202000200007","2018","T3","2018-12","499"
"RC_2","202000200004","2018","T3","2018-09","39059"
"RC_2","202000200005","2018","T3","2018-09","209667"
"RC_2","202000200006","2018","T3","2018-09","109282"
"RC_2","202000200007","2018","T3","2018-09","18528"
"RC_2","202000200004","2018","T3","2018-10","39059"
"RC_2","202000200005","2018","T3","2018-10","209667"
"RC_2","202000200006","2018","T3","2018-10","109282"
"RC_2","202000200007","2018","T3","2018-10","18528"
"RC_2","202000200004","2018","T3","2018-11","39059"
"RC_2","202000200005","2018","T3","2018-11","209667"
"RC_2","202000200006","2018","T3","2018-11","109282"
"RC_2","202000200007","2018","T3","2018-11","18528"
"RC_2","202000200004","2018","T3","2018-12","39059"
"RC_2","202000200005","2018","T3","2018-12","209667"
"RC_2","202000200006","2018","T3","2018-12","109282"
"RC_2","202000200007","2018","T3","2018-12","18528"
"RC_11","202000200004","2018","T3","2018-09","1505"
"RC_11","202000200005","2018","T3","2018-09","102229"
"RC_11","202000200006","2018","T3","2018-09","14685"
"RC_11","202000200007","2018","T3","2018-09","1246"
"RC_11","202000200004","2018","T3","2018-10","1505"
"RC_11","202000200005","2018","T3","2018-10","102229"
"RC_11","202000200006","2018","T3","2018-10","14685"
"RC_11","202000200007","2018","T3","2018-10","1246"
"RC_11","202000200004","2018","T3","2018-11","1505"
"RC_11","202000200005","2018","T3","2018-11","102229"
"RC_11","202000200006","2018","T3","2018-11","14685"
"RC_11","202000200007","2018","T3","2018-11","1246"
"RC_11","202000200004","2018","T3","2018-12","1505"
"RC_11","202000200005","2018","T3","2018-12","102229"
"RC_11","202000200006","2018","T3","2018-12","14685"
"RC_11","202000200007","2018","T3","2018-12","1246"
"RC_3","202000200004","2018","T3","2018-09","1497"
"RC_3","202000200005","2018","T3","2018-09","6618"
"RC_3","202000200006","2018","T3","2018-09","3705"
"RC_3","202000200007","2018","T3","2018-09","633"
"RC_3","202000200004","2018","T3","2018-10","1497"
"RC_3","202000200005","2018","T3","2018-10","6618"
"RC_3","202000200006","2018","T3","2018-10","3705"
"RC_3","202000200007","2018","T3","2018-10","633"
"RC_3","202000200004","2018","T3","2018-11","1497"
"RC_3","202000200005","2018","T3","2018-11","6618"
"RC_3","202000200006","2018","T3","2018-11","3705"
"RC_3","202000200007","2018","T3","2018-11","633"
"RC_3","202000200004","2018","T3","2018-12","1497"
"RC_3","202000200005","2018","T3","2018-12","6618"
"RC_3","202000200006","2018","T3","2018-12","3705"
"RC_3","202000200007","2018","T3","2018-12","633"
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
