ProductID,Category,ManufacturerID,Product,Segment,Price
101,"Urban",1,"Abbas UM-28","Moderation","USD 329.78"
104,"Urban",1,"Abbas UM-31","Moderation","USD 329.78"
105,"Urban",1,"Abbas UM-32","Moderation","USD 329.78"
112,"Urban",1,"Abbas UM-39","Moderation","USD 329.78"
116,"Urban",1,"Abbas UM-43","Moderation","USD 329.78"
117,"Urban",1,"Abbas UM-44","Moderation","USD 329.78"
119,"Urban",1,"Abbas UM-46","Moderation","USD 329.78"
121,"Urban",1,"Abbas UM-48","Moderation","USD 329.78"
122,"Urban",1,"Abbas UM-49","Moderation","USD 329.78"
123,"Urban",1,"Abbas UM-50","Moderation","USD 329.78"
124,"Urban",1,"Abbas UM-51","Moderation","USD 329.78"
126,"Urban",1,"Abbas UM-53","Moderation","USD 329.78"
129,"Urban",1,"Abbas UM-56","Moderation","USD 329.78"
283,"Urban",5,"Fama UE-04","Extreme","USD 329.78"
284,"Urban",5,"Fama UE-05","Extreme","USD 329.78"
285,"Urban",5,"Fama UE-06","Extreme","USD 329.78"
286,"Urban",5,"Fama UE-07","Extreme","USD 329.78"
287,"Urban",5,"Fama UE-08","Extreme","USD 329.78"
301,"Urban",5,"Fama UE-22","Extreme","USD 329.78"
302,"Urban",5,"Fama UE-23","Extreme","USD 329.78"
328,"Urban",5,"Fama UE-49","Extreme","USD 329.78"
329,"Urban",5,"Fama UE-50","Extreme","USD 329.78"
399,"Urban",7,"Maximus UM-04","Moderation","USD 329.78"
411,"Urban",7,"Maximus UM-16","Moderation","USD 329.78"
434,"Urban",7,"Maximus UM-39","Moderation","USD 329.78"
446,"Urban",7,"Maximus UM-51","Moderation","USD 329.78"
453,"Urban",7,"Maximus UM-58","Moderation","USD 329.78"
454,"Urban",7,"Maximus UM-59","Moderation","USD 329.78"
468,"Urban",7,"Maximus UM-73","Moderation","USD 329.78"
480,"Urban",7,"Maximus UM-85","Moderation","USD 329.78"
543,"Urban",7,"Maximus UC-08","Convenience","USD 329.78"
594,"Urban",7,"Maximus UC-59","Convenience","USD 329.78"
613,"Urban",7,"Maximus UC-78","Convenience","USD 329.78"
620,"Urban",7,"Maximus UC-85","Convenience","USD 329.78"
661,"Urban",7,"Maximus UC-26","Convenience","USD 329.78"
664,"Urban",7,"Maximus UC-29","Convenience","USD 329.78"
665,"Urban",7,"Maximus UC-30","Convenience","USD 329.78"
680,"Urban",7,"Maximus UC-45","Convenience","USD 329.78"
818,"Urban",8,"Natura UM-02","Moderation","USD 329.78"
821,"Urban",8,"Natura UM-05","Moderation","USD 329.78"
830,"Urban",8,"Natura UM-14","Moderation","USD 329.78"
831,"Urban",8,"Natura UM-15","Moderation","USD 329.78"
832,"Urban",8,"Natura UM-16","Moderation","USD 329.78"
841,"Urban",8,"Natura UM-25","Moderation","USD 329.78"
844,"Urban",8,"Natura UM-28","Moderation","USD 329.78"
845,"Urban",8,"Natura UM-29","Moderation","USD 329.78"
848,"Urban",8,"Natura UM-32","Moderation","USD 329.78"
850,"Urban",8,"Natura UM-34","Moderation","USD 329.78"
851,"Urban",8,"Natura UM-35","Moderation","USD 329.78"
898,"Urban",8,"Natura UE-07","Extreme","USD 329.78"
911,"Urban",8,"Natura UE-20","Extreme","USD 329.78"
912,"Urban",8,"Natura UE-21","Extreme","USD 329.78"
917,"Urban",8,"Natura UE-26","Extreme","USD 329.78"
918,"Urban",8,"Natura UE-27","Extreme","USD 329.78"
919,"Urban",8,"Natura UE-28","Extreme","USD 329.78"
920,"Urban",8,"Natura UE-29","Extreme","USD 329.78"
928,"Urban",8,"Natura UE-37","Extreme","USD 329.78"
929,"Urban",8,"Natura UE-38","Extreme","USD 329.78"
934,"Urban",8,"Natura UE-43","Extreme","USD 329.78"
951,"Urban",8,"Natura UC-14","Convenience","USD 329.78"
960,"Urban",8,"Natura UC-23","Convenience","USD 329.78"
984,"Urban",8,"Natura UC-47","Convenience","USD 329.78"
991,"Urban",8,"Natura UC-54","Convenience","USD 329.78"
1039,"Urban",9,"Palma UC-11","Convenience","USD 329.78"
1189,"Urban",10,"Pirum UE-25","Extreme","USD 329.78"
1193,"Urban",10,"Pirum UE-29","Extreme","USD 329.78"
1216,"Urban",10,"Pirum UC-18","Convenience","USD 329.78"
1475,"Urban",12,"Quibus RP-67","Productivity","USD 329.78"
1476,"Urban",12,"Quibus RP-68","Productivity","USD 329.78"
2059,"Urban",4,"Currus UE-19","Extreme","USD 329.78"
2063,"Urban",4,"Currus UE-23","Extreme","USD 329.78"
2068,"Urban",4,"Currus UC-03","Convenience","USD 329.78"
2072,"Urban",4,"Currus UC-07","Convenience","USD 329.78"
2095,"Urban",4,"Currus UC-30","Convenience","USD 329.78"
2096,"Urban",4,"Currus UC-31","Convenience","USD 329.78"
2158,"Urban",14,"Victoria UE-11","Extreme","USD 329.78"
2288,"Urban",2,"Aliqui UM-03","Moderation","USD 329.78"
2329,"Urban",2,"Aliqui UE-03","Extreme","USD 329.78"
2346,"Urban",2,"Aliqui UE-20","Extreme","USD 329.78"
2347,"Urban",2,"Aliqui UE-21","Extreme","USD 329.78"
2358,"Urban",2,"Aliqui UC-06","Convenience","USD 329.78"
2382,"Urban",2,"Aliqui UC-30","Convenience","USD 329.78"
2383,"Urban",2,"Aliqui UC-31","Convenience","USD 329.78"
2386,"Urban",2,"Aliqui UC-34","Convenience","USD 329.78"
217,"Rural",5,"Fama RP-05","Productivity","USD 329.78"
218,"Rural",5,"Fama RP-06","Productivity","USD 329.78"
363,"Rural",5,"Fama UE-84","Extreme","USD 329.78"
376,"Rural",5,"Fama UE-97","Extreme","USD 329.78"
380,"Rural",5,"Fama UE-01","Extreme","USD 329.78"
723,"Rural",8,"Natura RP-11","Productivity","USD 329.78"
724,"Rural",8,"Natura RP-12","Productivity","USD 329.78"
741,"Rural",8,"Natura RP-29","Productivity","USD 329.78"
742,"Rural",8,"Natura RP-30","Productivity","USD 329.78"
751,"Rural",8,"Natura RP-39","Productivity","USD 329.78"
752,"Rural",8,"Natura RP-40","Productivity","USD 329.78"
755,"Rural",8,"Natura RP-43","Productivity","USD 329.78"
756,"Rural",8,"Natura RP-44","Productivity","USD 329.78"
765,"Rural",8,"Natura RP-53","Productivity","USD 329.78"
766,"Rural",8,"Natura RP-54","Productivity","USD 329.78"
773,"Rural",8,"Natura RP-61","Productivity","USD 329.78"
774,"Rural",8,"Natura RP-62","Productivity","USD 329.78"
775,"Rural",8,"Natura RP-63","Productivity","USD 329.78"
776,"Rural",8,"Natura RP-64","Productivity","USD 329.78"
814,"Rural",8,"Natura RS-18","Select","USD 329.78"
815,"Rural",8,"Natura RS-19","Select","USD 329.78"
1333,"Rural",12,"Quibus RP-25","Productivity","USD 329.78"
1334,"Rural",12,"Quibus RP-26","Productivity","USD 329.78"
1367,"Rural",12,"Quibus RP-59","Productivity","USD 329.78"
1368,"Rural",12,"Quibus RP-60","Productivity","USD 329.78"
1570,"Rural",12,"Quibus RS-08","Select","USD 329.78"
1571,"Rural",12,"Quibus RS-09","Select","USD 329.78"
1573,"Rural",12,"Quibus RS-11","Select","USD 329.78"
1574,"Rural",12,"Quibus RS-12","Select","USD 329.78"
1578,"Rural",12,"Quibus RS-16","Select","USD 329.78"
1579,"Rural",12,"Quibus RS-17","Select","USD 329.78"
1580,"Rural",12,"Quibus RS-18","Select","USD 329.78"
1581,"Rural",12,"Quibus RS-19","Select","USD 329.78"
1582,"Rural",12,"Quibus RS-20","Select","USD 329.78"
1589,"Rural",12,"Quibus RS-27","Select","USD 329.78"
1591,"Rural",12,"Quibus RS-29","Select","USD 329.78"
1593,"Rural",12,"Quibus RS-31","Select","USD 329.78"
1594,"Rural",12,"Quibus RS-32","Select","USD 329.78"
1598,"Rural",12,"Quibus RS-36","Select","USD 329.78"
1599,"Rural",12,"Quibus RS-37","Select","USD 329.78"
1600,"Rural",12,"Quibus RS-38","Select","USD 329.78"
1604,"Rural",12,"Quibus RS-42","Select","USD 329.78"
1606,"Rural",12,"Quibus RS-44","Select","USD 329.78"
1609,"Rural",12,"Quibus RS-47","Select","USD 329.78"
1610,"Rural",12,"Quibus RS-48","Select","USD 329.78"
1611,"Rural",12,"Quibus RS-49","Select","USD 329.78"
1618,"Rural",12,"Quibus RS-56","Select","USD 329.78"
1619,"Rural",12,"Quibus RS-57","Select","USD 329.78"
1621,"Rural",12,"Quibus RS-59","Select","USD 329.78"
1623,"Rural",12,"Quibus RS-61","Select","USD 329.78"
1626,"Rural",12,"Quibus RS-64","Select","USD 329.78"
1627,"Rural",12,"Quibus RS-65","Select","USD 329.78"
1628,"Rural",12,"Quibus RS-66","Select","USD 329.78"
1636,"Rural",12,"Quibus RS-74","Select","USD 329.78"
1637,"Rural",12,"Quibus RS-75","Select","USD 329.78"
1638,"Rural",12,"Quibus RS-76","Select","USD 329.78"
1639,"Rural",12,"Quibus RS-77","Select","USD 329.78"
1647,"Rural",12,"Quibus RS-85","Select","USD 329.78"
1648,"Rural",12,"Quibus RS-86","Select","USD 329.78"
1649,"Rural",12,"Quibus RS-87","Select","USD 329.78"
1652,"Rural",12,"Quibus RS-90","Select","USD 329.78"
1658,"Rural",12,"Quibus RS-96","Select","USD 329.78"
1659,"Rural",12,"Quibus RS-97","Select","USD 329.78"
1660,"Rural",12,"Quibus RS-98","Select","USD 329.78"
1661,"Rural",12,"Quibus RS-99","Select","USD 329.78"
1663,"Rural",12,"Quibus RS-01","Select","USD 329.78"
1664,"Rural",12,"Quibus RS-02","Select","USD 329.78"
1665,"Rural",12,"Quibus RS-03","Select","USD 329.78"
1746,"Rural",11,"Pomum RS-01","Select","USD 329.78"
1747,"Rural",11,"Pomum RS-02","Select","USD 329.78"
1824,"Rural",11,"Pomum YY-19","Youth","USD 329.78"
1900,"Rural",6,"Leo UC-19","Convenience","USD 329.78"
1910,"Rural",4,"Currus MA-03","All Season","USD 329.78"
1913,"Rural",4,"Currus MA-06","All Season","USD 329.78"
1917,"Rural",4,"Currus MA-10","All Season","USD 329.78"
1919,"Rural",4,"Currus MA-12","All Season","USD 329.78"
1921,"Rural",4,"Currus MA-14","All Season","USD 329.78"
1922,"Rural",4,"Currus MA-15","All Season","USD 329.78"
1923,"Rural",4,"Currus MA-16","All Season","USD 329.78"
1925,"Rural",4,"Currus MA-18","All Season","USD 329.78"
1928,"Rural",4,"Currus RP-03","Productivity","USD 329.78"
1929,"Rural",4,"Currus RP-04","Productivity","USD 329.78"
1944,"Rural",4,"Currus RP-19","Productivity","USD 329.78"
1945,"Rural",4,"Currus RP-20","Productivity","USD 329.78"
1952,"Rural",4,"Currus RP-27","Productivity","USD 329.78"
1953,"Rural",4,"Currus RP-28","Productivity","USD 329.78"
1954,"Rural",4,"Currus RP-29","Productivity","USD 329.78"
1955,"Rural",4,"Currus RP-30","Productivity","USD 329.78"
1970,"Rural",4,"Currus RP-45","Productivity","USD 329.78"
1971,"Rural",4,"Currus RP-46","Productivity","USD 329.78"
1972,"Rural",4,"Currus RP-47","Productivity","USD 329.78"
1973,"Rural",4,"Currus RP-48","Productivity","USD 329.78"
1976,"Rural",4,"Currus RP-51","Productivity","USD 329.78"
1977,"Rural",4,"Currus RP-52","Productivity","USD 329.78"
1988,"Rural",4,"Currus RS-07","Select","USD 329.78"
1992,"Rural",4,"Currus RS-11","Select","USD 329.78"
1996,"Rural",4,"Currus UM-03","Moderation","USD 329.78"
2108,"Rural",14,"Victoria RP-01","Productivity","USD 329.78"
2109,"Rural",14,"Victoria RP-02","Productivity","USD 329.78"
2216,"Rural",2,"Aliqui RP-13","Productivity","USD 329.78"
2217,"Rural",2,"Aliqui RP-14","Productivity","USD 329.78"
2220,"Rural",2,"Aliqui RP-17","Productivity","USD 329.78"
2221,"Rural",2,"Aliqui RP-18","Productivity","USD 329.78"
2228,"Rural",2,"Aliqui RP-25","Productivity","USD 329.78"
2229,"Rural",2,"Aliqui RP-26","Productivity","USD 329.78"
2230,"Rural",2,"Aliqui RP-27","Productivity","USD 329.78"
2231,"Rural",2,"Aliqui RP-28","Productivity","USD 329.78"
2232,"Rural",2,"Aliqui RP-29","Productivity","USD 329.78"
2233,"Rural",2,"Aliqui RP-30","Productivity","USD 329.78"
2242,"Rural",2,"Aliqui RP-39","Productivity","USD 329.78"
2243,"Rural",2,"Aliqui RP-40","Productivity","USD 329.78"
2244,"Rural",2,"Aliqui RP-41","Productivity","USD 329.78"
2245,"Rural",2,"Aliqui RP-42","Productivity","USD 329.78"
2248,"Rural",2,"Aliqui RP-45","Productivity","USD 329.78"
2249,"Rural",2,"Aliqui RP-46","Productivity","USD 329.78"
2256,"Rural",2,"Aliqui RP-53","Productivity","USD 329.78"
2257,"Rural",2,"Aliqui RP-54","Productivity","USD 329.78"
2258,"Rural",2,"Aliqui RP-55","Productivity","USD 329.78"
2259,"Rural",2,"Aliqui RP-56","Productivity","USD 329.78"
2264,"Rural",2,"Aliqui RP-61","Productivity","USD 329.78"
2265,"Rural",2,"Aliqui RP-62","Productivity","USD 329.78"
2266,"Rural",2,"Aliqui RP-63","Productivity","USD 329.78"
2267,"Rural",2,"Aliqui RP-64","Productivity","USD 329.78"
2271,"Rural",2,"Aliqui RS-04","Select","USD 329.78"
2272,"Rural",2,"Aliqui RS-05","Select","USD 329.78"
2276,"Rural",2,"Aliqui RS-09","Select","USD 329.78"
2283,"Rural",2,"Aliqui RS-16","Select","USD 329.78"
2285,"Rural",2,"Aliqui RS-18","Select","USD 329.78"
2,"Mix",1,"Abbas MA-02","All Season","USD 329.78"
6,"Mix",1,"Abbas MA-06","All Season","USD 329.78"
24,"Mix",1,"Abbas MA-24","All Season","USD 329.78"
39,"Mix",1,"Abbas MA-39","All Season","USD 329.78"
161,"Youth",1,"Abbas UR-32","Regular","USD 329.78"
167,"Youth",1,"Abbas UR-38","Regular","USD 329.78"
169,"Youth",1,"Abbas UR-40","Regular","USD 329.78"
171,"Youth",1,"Abbas UR-42","Regular","USD 329.78"
172,"Youth",1,"Abbas UR-43","Regular","USD 329.78"
179,"Youth",1,"Abbas UE-07","Extreme","USD 329.78"
186,"Youth",1,"Abbas UE-14","Extreme","USD 329.78"
211,"Mix",5,"Fama MA-01","All Season","USD 329.78"
212,"Mix",5,"Fama MA-02","All Season","USD 329.78"
340,"Mix",5,"Fama UE-61","Extreme","USD 329.78"
344,"Mix",5,"Fama UE-65","Extreme","USD 329.78"
694,"Mix",8,"Natura MA-01","All Season","USD 329.78"
696,"Mix",8,"Natura MA-03","All Season","USD 329.78"
697,"Mix",8,"Natura MA-04","All Season","USD 329.78"
698,"Mix",8,"Natura MA-05","All Season","USD 329.78"
700,"Mix",8,"Natura MA-07","All Season","USD 329.78"
703,"Mix",8,"Natura MA-10","All Season","USD 329.78"
704,"Mix",8,"Natura MA-11","All Season","USD 329.78"
705,"Mix",8,"Natura MA-12","All Season","USD 329.78"
707,"Mix",8,"Natura MA-14","All Season","USD 329.78"
708,"Mix",8,"Natura MA-15","All Season","USD 329.78"
709,"Mix",8,"Natura MA-16","All Season","USD 329.78"
710,"Mix",8,"Natura MA-17","All Season","USD 329.78"
1004,"Youth",8,"Natura YY-05","Youth","USD 329.78"
1010,"Youth",8,"Natura YY-11","Youth","USD 329.78"
1015,"Youth",8,"Natura YY-16","Youth","USD 329.78"
1016,"Youth",8,"Natura YY-17","Youth","USD 329.78"
1018,"Youth",8,"Natura YY-19","Youth","USD 329.78"
1020,"Youth",8,"Natura YY-21","Youth","USD 329.78"
1024,"Youth",8,"Natura YY-25","Youth","USD 329.78"
1025,"Youth",8,"Natura YY-26","Youth","USD 329.78"
1048,"Mix",10,"Pirum MA-06","All Season","USD 329.78"
1266,"Mix",12,"Quibus MA-02","All Season","USD 329.78"
1267,"Mix",12,"Quibus MA-03","All Season","USD 329.78"
1269,"Mix",12,"Quibus MA-05","All Season","USD 329.78"
1274,"Mix",12,"Quibus MA-10","All Season","USD 329.78"
1276,"Mix",12,"Quibus MA-12","All Season","USD 329.78"
1282,"Mix",12,"Quibus MA-18","All Season","USD 329.78"
1283,"Mix",12,"Quibus MA-19","All Season","USD 329.78"
1284,"Mix",12,"Quibus MA-20","All Season","USD 329.78"
1291,"Mix",12,"Quibus MA-27","All Season","USD 329.78"
1296,"Mix",12,"Quibus MA-32","All Season","USD 329.78"
1302,"Mix",12,"Quibus MA-38","All Season","USD 329.78"
1307,"Mix",12,"Quibus MA-43","All Season","USD 329.78"
1525,"Youth",12,"Quibus RP-17","Productivity","USD 329.78"
1526,"Youth",12,"Quibus RP-18","Productivity","USD 329.78"
1738,"Youth",11,"Pomum RP-07","Productivity","USD 329.78"
1739,"Youth",11,"Pomum RP-08","Productivity","USD 329.78"
2187,"Mix",2,"Aliqui MA-01","All Season","USD 329.78"
2190,"Mix",2,"Aliqui MA-04","All Season","USD 329.78"
2194,"Mix",2,"Aliqui MA-08","All Season","USD 329.78"
2196,"Mix",2,"Aliqui MA-10","All Season","USD 329.78"
2198,"Mix",2,"Aliqui MA-12","All Season","USD 329.78"
2392,"Youth",2,"Aliqui YY-01","Youth","USD 329.78"
2397,"Youth",2,"Aliqui YY-06","Youth","USD 329.78"
2408,"Youth",2,"Aliqui YY-17","Youth","USD 329.78"
2409,"Youth",2,"Aliqui YY-18","Youth","USD 329.78"
337,"Mix",5,"Fama UE-58","Extreme","USD 1574.74"
338,"Mix",5,"Fama UE-59","Extreme","USD 1469.74"
339,"Mix",5,"Fama UE-60","Extreme","USD 776.74"
341,"Mix",5,"Fama UE-62","Extreme","USD 417.6375"
342,"Mix",5,"Fama UE-63","Extreme","USD 734.74"
343,"Mix",5,"Fama UE-64","Extreme","USD 865.99"
345,"Mix",5,"Fama UE-66","Extreme","USD 928.9875"
346,"Mix",5,"Fama UE-67","Extreme","USD 1049.74"
68,"Rural",1,"Abbas RS-01","Select","USD 367.45"
69,"Rural",1,"Abbas RS-02","Select","USD 330.7"
70,"Rural",1,"Abbas RS-03","Select","USD 419.9475"
71,"Rural",1,"Abbas RS-04","Select","USD 398.95"
72,"Rural",1,"Abbas RS-05","Select","USD 404.1975"
73,"Rural",1,"Abbas RS-06","Select","USD 330.7"
347,"Rural",5,"Fama UE-68","Extreme","USD 3412.5"
348,"Rural",5,"Fama UE-69","Extreme","USD 629.74"
349,"Rural",5,"Fama UE-70","Extreme","USD 524.74"
350,"Rural",5,"Fama UE-71","Extreme","USD 598.24"
351,"Rural",5,"Fama UE-72","Extreme","USD 1170.49"
352,"Rural",5,"Fama UE-73","Extreme","USD 1049.74"
353,"Rural",5,"Fama UE-74","Extreme","USD 1732.24"
354,"Rural",5,"Fama UE-75","Extreme","USD 1170.49"
355,"Rural",5,"Fama UE-76","Extreme","USD 466.99"
356,"Rural",5,"Fama UE-77","Extreme","USD 482.74"
357,"Rural",5,"Fama UE-78","Extreme","USD 540.49"
358,"Rural",5,"Fama UE-79","Extreme","USD 2099.7375"
359,"Rural",5,"Fama UE-80","Extreme","USD 1144.24"
360,"Rural",5,"Fama UE-81","Extreme","USD 787.2375"
361,"Rural",5,"Fama UE-82","Extreme","USD 419.74"
362,"Rural",5,"Fama UE-83","Extreme","USD 734.74"
364,"Rural",5,"Fama UE-85","Extreme","USD 1191.49"
365,"Rural",5,"Fama UE-86","Extreme","USD 629.74"
366,"Rural",5,"Fama UE-87","Extreme","USD 760.99"
367,"Rural",5,"Fama UE-88","Extreme","USD 771.4875"
368,"Rural",5,"Fama UE-89","Extreme","USD 771.49"
369,"Rural",5,"Fama UE-90","Extreme","USD 892.24"
370,"Rural",5,"Fama UE-91","Extreme","USD 540.49"
371,"Rural",5,"Fama UE-92","Extreme","USD 787.24"
372,"Rural",5,"Fama UE-93","Extreme","USD 997.24"
373,"Rural",5,"Fama UE-94","Extreme","USD 377.74"
374,"Rural",5,"Fama UE-95","Extreme","USD 929.15"
375,"Rural",5,"Fama UE-96","Extreme","USD 787.24"
377,"Rural",5,"Fama UE-98","Extreme","USD 708.75"
378,"Rural",5,"Fama UE-99","Extreme","USD 787.24"
379,"Rural",5,"Fama UE-00","Extreme","USD 524.74"
381,"Rural",5,"Fama UE-02","Extreme","USD 1264.99"
382,"Rural",5,"Fama UE-03","Extreme","USD 928.99"
383,"Rural",5,"Fama UE-04","Extreme","USD 629.74"
384,"Rural",5,"Fama UE-05","Extreme","USD 1049.74"
385,"Rural",5,"Fama UE-06","Extreme","USD 734.74"
386,"Rural",5,"Fama UE-07","Extreme","USD 495.8625"
1982,"Rural",4,"Currus RS-01","Select","USD 398.95"
389,"Rural",5,"Fama UC-03","Convenience","USD 997.24"
1983,"Rural",4,"Currus RS-02","Select","USD 367.45"
390,"Rural",5,"Fama UC-04","Convenience","USD 1390.99"
1984,"Rural",4,"Currus RS-03","Select","USD 183.7"
391,"Rural",5,"Fama UC-05","Convenience","USD 1023.49"
1985,"Rural",4,"Currus RS-04","Select","USD 160.075"
1986,"Rural",4,"Currus RS-05","Select","USD 167.95"
1987,"Rural",4,"Currus RS-06","Select","USD 209.95"
394,"Rural",7,"Maximus RS-01","Select","USD 1640.575"
1989,"Rural",4,"Currus RS-08","Select","USD 456.7"
395,"Rural",7,"Maximus RS-02","Select","USD 382.99"
1990,"Rural",4,"Currus RS-09","Select","USD 267.7"
797,"Rural",8,"Natura RS-01","Select","USD 335.95"
798,"Rural",8,"Natura RS-02","Select","USD 131.1975"
799,"Rural",8,"Natura RS-03","Select","USD 1501.4475"
800,"Rural",8,"Natura RS-04","Select","USD 262.45"
801,"Rural",8,"Natura RS-05","Select","USD 309.7"
802,"Rural",8,"Natura RS-06","Select","USD 167.95"
803,"Rural",8,"Natura RS-07","Select","USD 162.7"
804,"Rural",8,"Natura RS-08","Select","USD 167.95"
805,"Rural",8,"Natura RS-09","Select","USD 188.95"
806,"Rural",8,"Natura RS-10","Select","USD 1158.4825"
807,"Rural",8,"Natura RS-11","Select","USD 261.98"
808,"Rural",8,"Natura RS-12","Select","USD 398.95"
809,"Rural",8,"Natura RS-13","Select","USD 269.85"
810,"Rural",8,"Natura RS-14","Select","USD 666.6975"
811,"Rural",8,"Natura RS-15","Select","USD 262.45"
812,"Rural",8,"Natura RS-16","Select","USD 629.9475"
813,"Rural",8,"Natura RS-17","Select","USD 288.7"
816,"Rural",8,"Natura RS-20","Select","USD 456.7"
1113,"Rural",10,"Pirum RS-01","Select","USD 194.2"
1114,"Rural",10,"Pirum RS-02","Select","USD 228.325"
1115,"Rural",10,"Pirum RS-03","Select","USD 456.7"
1116,"Rural",10,"Pirum RS-04","Select","USD 267.7"
1117,"Rural",10,"Pirum RS-05","Select","USD 309.7"
1118,"Rural",10,"Pirum RS-06","Select","USD 398.95"
1119,"Rural",10,"Pirum RS-07","Select","USD 293.95"
1120,"Rural",10,"Pirum RS-08","Select","USD 241.45"
1121,"Rural",10,"Pirum RS-09","Select","USD 94.4475"
1122,"Rural",10,"Pirum RS-10","Select","USD 157.45"
1123,"Rural",10,"Pirum RS-11","Select","USD 288.6975"
1748,"Rural",11,"Pomum RS-03","Select","USD 449.8725"
