data_inversa,br,Extensão,Acidentes,Envolvidos,Feridos,Mortes,%_Extensão_BR,%_Acidente_BR,Acidente_KM,%_Feridos_BR,%_Mortes_BR,Mortes_KM,Sem_Vitimas,Com_Vitimas_Feridas,Com_Vitimas_Fatais,Gravidade
2019-01-01 00:00:00.000,"153",239.9,230,525,283,20,2.1680388240716475,2.6397337312062437,0.95873280533555649,2.4761571441070962,2.9498525073746311,0.083368070029178828,34,179,17,4.7936640266777824
2019-01-01 00:00:00.000,"251",1015.7,201,480,253,32,9.17914561738046,2.3068977390106737,0.19789307866496011,2.2136669874879691,4.71976401179941,0.03150536575760559,41,132,28,1.048537954120311
2019-01-01 00:00:00.000,"262",1083.8999999999996,956,2254,1203,86,9.79548679204359,10.972110639274648,0.8820001845188673,10.525855280426983,12.684365781710916,0.079343112833287224,146,741,69,4.380477903865672
2019-01-01 00:00:00.000,"265",665,2,2,2,0,6.0097783159968543,0.02295420635831516,0.0030075187969924814,0.017499343774608451,0,0,0,2,0,0.015037593984962405
2019-01-01 00:00:00.000,"267",535.30000000000007,182,416,238,25,4.837645612861829,2.0888327786066796,0.33999626377732106,2.0824219091784055,3.6873156342182889,0.046702783485895752,18,140,24,1.9241546796189051
2019-01-01 00:00:00.000,"354",775.40000000000009,86,192,92,5,7.0074918890585884,0.98703087340755191,0.11091049780758316,0.80496981363198883,0.73746312684365778,0.0064482847562548351,15,66,5,0.52875935001289653
2019-01-01 00:00:00.000,"356",288.3,92,202,123,4,2.6054422383487115,1.0558934924824974,0.3191120360735345,1.07620964213842,0.58997050147492625,0.013874436351023239,3,86,3,1.6371834894207422
2019-01-01 00:00:00.000,"364",287.7,34,74,37,4,2.6000198819733757,0.39022150809135775,0.11817865832464373,0.32373785983025638,0.58997050147492625,0.013903371567605145,7,23,4,0.60479666319082381
2019-01-01 00:00:00.000,"365",869.89999999999986,702,1963,1061,75,7.8615130181739294,8.0569264317686216,0.80698930911599043,9.2834018724297831,11.061946902654867,0.086216806529486156,108,537,57,4.0625359236693876
2019-01-01 00:00:00.000,"381",1078.7000000000003,2650,6630,3505,144,9.74849303679069,30.414323424767588,2.4566607954018722,30.667599965001312,21.238938053097346,0.13349402058032814,430,2093,127,11.630666543061089
2019-01-01 00:00:00.000,"452",306.20000000000005,2,3,0,1,2.767209203546221,0.02295420635831516,0.0065316786414108419,0,0.14749262536873156,0.003265839320705421,1,0,1,0.045721750489875888
2019-01-01 00:00:00.000,"459",215.40000000000003,109,270,138,22,1.9466259387454474,1.2510042465281763,0.50603528319405744,1.2074547204479833,3.2448377581120944,0.10213556174558959,12,80,17,2.9387186629526458
