PurchaseId,PurchaseDate,PurchaseDateTime,ProductId,CentreId,Quantity,Price,PaymentDate,StaffId,Bbudget
26376,2017-04-02 00:00:00.000,2017-04-02 12:15:00.000,1,278,2,8.5,"NULL",4740,"AFFORDABLE"
27054,2017-04-10 00:00:00.000,2017-04-10 14:32:00.000,1,202,2,8.5,"NULL",4375,"AFFORDABLE"
27059,2017-04-10 00:00:00.000,2017-04-10 15:14:00.000,1,358,2,8.5,"NULL",5482,"AFFORDABLE"
28282,2017-04-21 00:00:00.000,2017-04-21 17:46:00.000,1,203,2,8.5,"NULL",4380,"AFFORDABLE"
28376,2017-04-22 00:00:00.000,2017-04-22 11:31:00.000,1,288,2,8.5,"NULL",4805,"AFFORDABLE"
28384,2017-04-23 00:00:00.000,2017-04-23 12:48:00.000,1,263,2,8.5,"NULL",4702,"AFFORDABLE"
29539,2017-05-08 00:00:00.000,2017-05-08 16:49:00.000,1,296,2,8.5,"NULL",4849,"AFFORDABLE"
30347,2017-05-25 00:00:00.000,2017-05-25 16:37:00.000,1,323,2,8.5,"NULL",4976,"AFFORDABLE"
30577,2017-05-31 00:00:00.000,2017-05-31 13:43:00.000,1,386,2,8.5,"NULL",5314,"AFFORDABLE"
30791,2017-06-06 00:00:00.000,2017-06-06 17:19:00.000,1,322,2,8.5,"NULL",4972,"AFFORDABLE"
31028,2017-06-12 00:00:00.000,2017-06-12 17:51:00.000,1,244,2,8.5,"NULL",4582,"AFFORDABLE"
31039,2017-06-12 00:00:00.000,2017-06-12 10:39:00.000,1,342,2,8.5,"NULL",5091,"AFFORDABLE"
31257,2017-06-15 00:00:00.000,2017-06-15 16:54:00.000,1,371,2,8.5,"NULL",5412,"AFFORDABLE"
31825,2017-06-27 00:00:00.000,2017-06-27 18:42:00.000,1,320,2,8.5,"NULL",4956,"AFFORDABLE"
32633,2017-07-13 00:00:00.000,2017-07-13 15:54:00.000,1,377,2,8.5,"NULL",5267,"AFFORDABLE"
32861,2017-07-19 00:00:00.000,2017-07-19 14:35:00.000,1,229,2,8.5,"NULL",4524,"AFFORDABLE"
32881,2017-07-19 00:00:00.000,2017-07-19 15:58:00.000,1,238,2,8.5,"NULL",4559,"AFFORDABLE"
33189,2017-07-24 00:00:00.000,2017-07-24 10:34:00.000,1,385,2,8.5,"NULL",5309,"AFFORDABLE"
33306,2017-07-26 00:00:00.000,2017-07-26 11:59:00.000,1,173,2,8.5,"NULL",4236,"AFFORDABLE"
33313,2017-07-26 00:00:00.000,2017-07-26 12:30:00.000,1,234,2,8.5,"NULL",4548,"AFFORDABLE"
33417,2017-07-29 00:00:00.000,2017-07-29 17:22:00.000,1,133,2,8.5,"NULL",3995,"AFFORDABLE"
33537,2017-07-31 00:00:00.000,2017-07-31 15:51:00.000,1,179,2,8.5,"NULL",4256,"AFFORDABLE"
33659,2017-08-02 00:00:00.000,2017-08-02 15:41:00.000,1,386,2,8.5,"NULL",5312,"AFFORDABLE"
33779,2017-08-04 00:00:00.000,2017-08-04 10:10:00.000,1,123,2,8.5,"NULL",3955,"AFFORDABLE"
33781,2017-08-04 00:00:00.000,2017-08-04 10:42:00.000,1,290,2,8.5,"NULL",4823,"AFFORDABLE"
34113,2017-08-11 00:00:00.000,2017-08-11 15:29:00.000,1,194,2,8.5,"NULL",4320,"AFFORDABLE"
34475,2017-08-15 00:00:00.000,2017-08-15 17:02:00.000,1,314,2,8.5,"NULL",4936,"AFFORDABLE"
35276,2017-08-28 00:00:00.000,2017-08-28 18:50:00.000,1,327,2,8.5,"NULL",5007,"AFFORDABLE"
36450,2017-09-18 00:00:00.000,2017-09-18 16:06:00.000,1,227,2,8.5,"NULL",4504,"AFFORDABLE"
36466,2017-09-18 00:00:00.000,2017-09-18 17:08:00.000,1,355,2,8.5,"NULL",5155,"AFFORDABLE"
37049,2017-09-26 00:00:00.000,2017-09-26 16:49:00.000,1,205,2,8.5,"NULL",4389,"AFFORDABLE"
37961,2017-10-08 00:00:00.000,2017-10-08 17:58:00.000,1,111,2,8.5,"NULL",3907,"AFFORDABLE"
37969,2017-10-08 00:00:00.000,2017-10-08 12:21:00.000,1,358,2,8.5,"NULL",5482,"AFFORDABLE"
39010,2017-10-24 00:00:00.000,2017-10-24 18:16:00.000,1,334,2,8.5,"NULL",5622,"AFFORDABLE"
39111,2017-10-26 00:00:00.000,2017-10-26 18:08:00.000,1,316,2,8.5,"NULL",4950,"AFFORDABLE"
39131,2017-10-26 00:00:00.000,2017-10-26 16:05:00.000,1,303,2,8.5,"NULL",4886,"AFFORDABLE"
39474,2017-11-01 00:00:00.000,2017-11-01 16:36:00.000,1,379,2,8.5,"NULL",5346,"AFFORDABLE"
39597,2017-11-04 00:00:00.000,2017-11-04 16:04:00.000,1,375,2,8.5,"NULL",5253,"AFFORDABLE"
40072,2017-11-12 00:00:00.000,2017-11-12 18:56:00.000,1,291,2,8.5,"NULL",4833,"AFFORDABLE"
40765,2017-11-26 00:00:00.000,2017-11-26 18:37:00.000,1,262,2,8.5,"NULL",4694,"AFFORDABLE"
40893,2017-11-27 00:00:00.000,2017-11-27 18:14:00.000,1,376,2,8.5,"NULL",5377,"AFFORDABLE"
41009,2017-11-29 00:00:00.000,2017-11-29 15:00:00.000,1,376,2,8.5,"NULL",5376,"AFFORDABLE"
41113,2017-12-03 00:00:00.000,2017-12-03 10:43:00.000,1,271,2,8.5,"NULL",4720,"AFFORDABLE"
41124,2017-12-03 00:00:00.000,2017-12-03 14:02:00.000,1,296,2,8.5,"NULL",4850,"AFFORDABLE"
41591,2017-12-11 00:00:00.000,2017-12-11 12:55:00.000,1,153,2,8.5,"NULL",4113,"AFFORDABLE"
41960,2017-12-19 00:00:00.000,2017-12-19 16:27:00.000,1,279,2,8.5,"NULL",4742,"AFFORDABLE"
42182,2017-12-22 00:00:00.000,2017-12-22 18:40:00.000,1,385,2,8.5,"NULL",5319,"AFFORDABLE"
42418,2018-01-03 00:00:00.000,2018-01-03 17:05:00.000,1,179,2,8.5,"NULL",4256,"AFFORDABLE"
42998,2018-01-14 00:00:00.000,2018-01-14 16:26:00.000,1,267,2,8.5,"NULL",4709,"AFFORDABLE"
43241,2018-01-17 00:00:00.000,2018-01-17 14:33:00.000,1,256,2,8.5,"NULL",4668,"AFFORDABLE"
43721,2018-01-25 00:00:00.000,2018-01-25 13:09:00.000,1,178,2,8.5,"NULL",4255,"AFFORDABLE"
43738,2018-01-25 00:00:00.000,2018-01-25 14:45:00.000,1,343,2,8.5,"NULL",5561,"AFFORDABLE"
43967,2018-01-30 00:00:00.000,2018-01-30 14:25:00.000,1,342,2,8.5,"NULL",5084,"AFFORDABLE"
44521,2018-02-09 00:00:00.000,2018-02-09 15:52:00.000,1,376,2,8.5,"NULL",5258,"AFFORDABLE"
44613,2018-02-11 00:00:00.000,2018-02-11 09:15:00.000,1,307,2,8.5,"NULL",4903,"AFFORDABLE"
44624,2018-02-12 00:00:00.000,2018-02-12 11:25:00.000,1,292,2,8.5,"NULL",4835,"AFFORDABLE"
44731,2018-02-13 00:00:00.000,2018-02-13 12:10:00.000,1,324,2,8.5,"NULL",4979,"AFFORDABLE"
45318,2018-02-21 00:00:00.000,2018-02-21 13:43:00.000,1,324,2,8.5,"NULL",4981,"AFFORDABLE"
45916,2018-03-03 00:00:00.000,2018-03-03 18:47:00.000,1,329,2,8.5,"NULL",5014,"AFFORDABLE"
46138,2018-03-06 00:00:00.000,2018-03-06 13:27:00.000,1,313,2,8.5,"NULL",4934,"AFFORDABLE"
46160,2018-03-07 00:00:00.000,2018-03-07 16:17:00.000,1,357,2,8.5,"NULL",5170,"AFFORDABLE"
46369,2018-03-10 00:00:00.000,2018-03-10 13:10:00.000,1,354,2,8.5,"NULL",5507,"AFFORDABLE"
46380,2018-03-11 00:00:00.000,2018-03-11 16:15:00.000,1,184,2,8.5,"NULL",4277,"AFFORDABLE"
46480,2018-03-12 00:00:00.000,2018-03-12 12:32:00.000,1,229,2,8.5,"NULL",4524,"AFFORDABLE"
46601,2018-03-13 00:00:00.000,2018-03-13 18:56:00.000,1,365,2,8.5,"NULL",5441,"AFFORDABLE"
46722,2018-03-15 00:00:00.000,2018-03-15 18:00:00.000,1,174,2,8.5,"NULL",4238,"AFFORDABLE"
46726,2018-03-15 00:00:00.000,2018-03-15 18:39:00.000,1,346,2,8.5,"NULL",5540,"AFFORDABLE"
46931,2018-03-19 00:00:00.000,2018-03-19 12:54:00.000,1,187,2,8.5,"NULL",4302,"AFFORDABLE"
47175,2018-03-21 00:00:00.000,2018-03-21 15:35:00.000,1,206,2,8.5,"NULL",4401,"AFFORDABLE"
47517,2018-03-28 00:00:00.000,2018-03-28 17:37:00.000,1,219,2,8.5,"NULL",4463,"AFFORDABLE"
47524,2018-03-28 00:00:00.000,2018-03-28 18:25:00.000,1,282,2,8.5,"NULL",4769,"AFFORDABLE"
47526,2018-03-28 00:00:00.000,2018-03-28 18:30:00.000,1,346,2,8.5,"NULL",5119,"AFFORDABLE"
48367,2018-04-14 00:00:00.000,2018-04-14 17:51:00.000,1,295,2,8.5,"NULL",4847,"AFFORDABLE"
48691,2018-04-19 00:00:00.000,2018-04-19 09:53:00.000,1,277,2,8.5,"NULL",4739,"AFFORDABLE"
48700,2018-04-19 00:00:00.000,2018-04-19 10:29:00.000,1,155,2,8.5,"NULL",4129,"AFFORDABLE"
49159,2018-04-29 00:00:00.000,2018-04-29 12:32:00.000,1,376,2,8.5,"NULL",5369,"AFFORDABLE"
49396,2018-05-02 00:00:00.000,2018-05-02 17:25:00.000,1,311,2,8.5,"NULL",4931,"AFFORDABLE"
49400,2018-05-02 00:00:00.000,2018-05-02 17:55:00.000,1,185,2,8.5,"NULL",4287,"AFFORDABLE"
49983,2018-05-14 00:00:00.000,2018-05-14 16:58:00.000,1,324,2,8.5,"NULL",4980,"AFFORDABLE"
49987,2018-05-14 00:00:00.000,2018-05-14 17:20:00.000,1,348,2,8.5,"NULL",5531,"AFFORDABLE"
51047,2018-05-31 00:00:00.000,2018-05-31 16:04:00.000,1,373,2,8.5,"NULL",5234,"AFFORDABLE"
51268,2018-06-04 00:00:00.000,2018-06-04 15:36:00.000,1,114,2,8.5,"NULL",3923,"AFFORDABLE"
51512,2018-06-10 00:00:00.000,2018-06-10 10:00:00.000,1,210,2,8.5,"NULL",4409,"AFFORDABLE"
51621,2018-06-12 00:00:00.000,2018-06-12 16:31:00.000,1,370,2,8.5,"NULL",5416,"AFFORDABLE"
51629,2018-06-12 00:00:00.000,2018-06-12 17:27:00.000,1,191,2,8.5,"NULL",4309,"AFFORDABLE"
52669,2018-06-29 00:00:00.000,2018-06-29 17:19:00.000,1,364,2,8.5,"NULL",5446,"AFFORDABLE"
53589,2018-07-16 00:00:00.000,2018-07-16 16:05:00.000,1,243,2,8.5,"NULL",4579,"AFFORDABLE"
53717,2018-07-17 00:00:00.000,2018-07-17 17:57:00.000,1,258,2,8.5,"NULL",4671,"AFFORDABLE"
53823,2018-07-18 00:00:00.000,2018-07-18 17:23:00.000,1,262,2,8.5,"NULL",4696,"AFFORDABLE"
54052,2018-07-22 00:00:00.000,2018-07-22 17:39:00.000,1,376,2,8.5,"NULL",5373,"AFFORDABLE"
54162,2018-07-23 00:00:00.000,2018-07-23 16:57:00.000,1,324,2,8.5,"NULL",4980,"AFFORDABLE"
54169,2018-07-23 00:00:00.000,2018-07-23 17:28:00.000,1,372,2,8.5,"NULL",5408,"AFFORDABLE"
54278,2018-07-24 00:00:00.000,2018-07-24 18:25:00.000,1,338,2,8.5,"NULL",5070,"AFFORDABLE"
54397,2018-07-25 00:00:00.000,2018-07-25 17:55:00.000,1,293,2,8.5,"NULL",4837,"AFFORDABLE"
54413,2018-07-25 00:00:00.000,2018-07-25 16:44:00.000,1,329,2,8.5,"NULL",5014,"AFFORDABLE"
54629,2018-07-29 00:00:00.000,2018-07-29 11:05:00.000,1,369,2,8.5,"NULL",5219,"AFFORDABLE"
54746,2018-07-30 00:00:00.000,2018-07-30 10:30:00.000,1,249,2,8.5,"NULL",4620,"AFFORDABLE"
54761,2018-07-30 00:00:00.000,2018-07-30 12:39:00.000,1,301,2,8.5,"NULL",4879,"AFFORDABLE"
54884,2018-07-31 00:00:00.000,2018-07-31 15:08:00.000,1,333,2,8.5,"NULL",5039,"AFFORDABLE"
55005,2018-08-02 00:00:00.000,2018-08-02 12:24:00.000,1,385,2,8.5,"NULL",5306,"AFFORDABLE"
55335,2018-08-07 00:00:00.000,2018-08-07 17:54:00.000,1,257,2,8.5,"NULL",4670,"AFFORDABLE"
55467,2018-08-08 00:00:00.000,2018-08-08 18:23:00.000,1,305,2,8.5,"NULL",4893,"AFFORDABLE"
55982,2018-08-15 00:00:00.000,2018-08-15 14:16:00.000,1,339,2,8.5,"NULL",5075,"AFFORDABLE"
56309,2018-08-20 00:00:00.000,2018-08-20 13:47:00.000,1,135,2,8.5,"NULL",3999,"AFFORDABLE"
56434,2018-08-21 00:00:00.000,2018-08-21 09:58:00.000,1,309,2,8.5,"NULL",4928,"AFFORDABLE"
56539,2018-08-22 00:00:00.000,2018-08-22 18:27:00.000,1,374,2,8.5,"NULL",5387,"AFFORDABLE"
56780,2018-08-26 00:00:00.000,2018-08-26 18:16:00.000,1,383,2,8.5,"NULL",5296,"AFFORDABLE"
57501,2018-09-03 00:00:00.000,2018-09-03 14:15:00.000,1,383,2,8.5,"NULL",5294,"AFFORDABLE"
57623,2018-09-04 00:00:00.000,2018-09-04 17:56:00.000,1,247,2,8.5,"NULL",4610,"AFFORDABLE"
57729,2018-09-05 00:00:00.000,2018-09-05 15:49:00.000,1,88,2,8.5,"NULL",3814,"AFFORDABLE"
57731,2018-09-05 00:00:00.000,2018-09-05 15:57:00.000,1,280,2,8.5,"NULL",4754,"AFFORDABLE"
57736,2018-09-05 00:00:00.000,2018-09-05 16:23:00.000,1,262,2,8.5,"NULL",4694,"AFFORDABLE"
58415,2018-09-12 00:00:00.000,2018-09-12 17:51:00.000,1,204,2,8.5,"NULL",4387,"AFFORDABLE"
58541,2018-09-13 00:00:00.000,2018-09-13 18:15:00.000,1,355,2,8.5,"NULL",5494,"AFFORDABLE"
58868,2018-09-18 00:00:00.000,2018-09-18 18:08:00.000,1,381,2,8.5,"NULL",5288,"AFFORDABLE"
59789,2018-09-29 00:00:00.000,2018-09-29 14:18:00.000,1,273,2,8.5,"NULL",4727,"AFFORDABLE"
60137,2018-10-02 00:00:00.000,2018-10-02 10:20:00.000,1,179,2,8.5,"NULL",4256,"AFFORDABLE"
60973,2018-10-12 00:00:00.000,2018-10-12 13:00:00.000,1,359,2,8.5,"NULL",5180,"AFFORDABLE"
61434,2018-10-16 00:00:00.000,2018-10-16 16:24:00.000,1,335,2,8.5,"NULL",5051,"AFFORDABLE"
62032,2018-10-21 00:00:00.000,2018-10-21 11:00:00.000,1,231,2,8.5,"NULL",4526,"AFFORDABLE"
62130,2018-10-22 00:00:00.000,2018-10-22 12:56:00.000,1,280,2,8.5,"NULL",4752,"AFFORDABLE"
62132,2018-10-22 00:00:00.000,2018-10-22 12:58:00.000,1,185,2,8.5,"NULL",4293,"AFFORDABLE"
62146,2018-10-22 00:00:00.000,2018-10-22 14:18:00.000,1,300,2,8.5,"NULL",4870,"AFFORDABLE"
62244,2018-10-23 00:00:00.000,2018-10-23 14:33:00.000,1,227,2,8.5,"NULL",4504,"AFFORDABLE"
62378,2018-10-24 00:00:00.000,2018-10-24 13:45:00.000,1,167,2,8.5,"NULL",4214,"AFFORDABLE"
62726,2018-10-30 00:00:00.000,2018-10-30 17:38:00.000,1,380,2,8.5,"NULL",5281,"AFFORDABLE"
62875,2018-10-31 00:00:00.000,2018-10-31 18:03:00.000,1,304,2,8.5,"NULL",4892,"AFFORDABLE"
63116,2018-11-04 00:00:00.000,2018-11-04 15:36:00.000,1,116,2,8.5,"NULL",3926,"AFFORDABLE"
63199,2018-11-05 00:00:00.000,2018-11-05 17:05:00.000,1,197,2,8.5,"NULL",4336,"AFFORDABLE"
63315,2018-11-06 00:00:00.000,2018-11-06 14:59:00.000,1,261,2,8.5,"NULL",4690,"AFFORDABLE"
63664,2018-11-11 00:00:00.000,2018-11-11 18:59:00.000,1,340,2,8.5,"NULL",5578,"AFFORDABLE"
63786,2018-11-14 00:00:00.000,2018-11-14 13:20:00.000,1,340,2,8.5,"NULL",5585,"AFFORDABLE"
63884,2018-11-15 00:00:00.000,2018-11-15 12:16:00.000,1,257,2,8.5,"NULL",4670,"AFFORDABLE"
64358,2018-11-25 00:00:00.000,2018-11-25 09:57:00.000,1,297,2,8.5,"NULL",4854,"AFFORDABLE"
64482,2018-11-28 00:00:00.000,2018-11-28 14:37:00.000,1,370,2,8.5,"NULL",5417,"AFFORDABLE"
64714,2018-12-04 00:00:00.000,2018-12-04 17:04:00.000,1,294,2,8.5,"NULL",4840,"AFFORDABLE"
64831,2018-12-04 00:00:00.000,2018-12-04 12:53:00.000,1,323,2,8.5,"NULL",4973,"AFFORDABLE"
64841,2018-12-04 00:00:00.000,2018-12-04 18:15:00.000,1,230,2,8.5,"NULL",4525,"AFFORDABLE"
65056,2018-12-06 00:00:00.000,2018-12-06 09:50:00.000,1,202,2,8.5,"NULL",4367,"AFFORDABLE"
65967,2018-12-21 00:00:00.000,2018-12-21 15:03:00.000,1,359,2,8.5,"NULL",5179,"AFFORDABLE"
66208,2018-12-31 00:00:00.000,2018-12-31 10:02:00.000,1,308,2,8.5,"NULL",4916,"AFFORDABLE"
66225,2019-01-01 00:00:00.000,2019-01-01 14:10:00.000,1,356,2,8.5,"NULL",5168,"AFFORDABLE"
66804,2019-01-11 00:00:00.000,2019-01-11 09:16:00.000,1,320,2,8.5,"NULL",4961,"AFFORDABLE"
67614,2019-01-21 00:00:00.000,2019-01-21 10:29:00.000,1,329,2,8.5,"NULL",5014,"AFFORDABLE"
67626,2019-01-21 00:00:00.000,2019-01-21 11:51:00.000,1,333,2,8.5,"NULL",5039,"AFFORDABLE"
67638,2019-01-21 00:00:00.000,2019-01-21 13:40:00.000,1,377,2,8.5,"NULL",5264,"AFFORDABLE"
67842,2019-01-22 00:00:00.000,2019-01-22 15:32:00.000,1,74,2,8.5,"NULL",3726,"AFFORDABLE"
67974,2019-01-22 00:00:00.000,2019-01-22 12:57:00.000,1,337,2,8.5,"NULL",5059,"AFFORDABLE"
67979,2019-01-22 00:00:00.000,2019-01-22 14:21:00.000,1,281,2,8.5,"NULL",4760,"AFFORDABLE"
68317,2019-01-26 00:00:00.000,2019-01-26 18:30:00.000,1,306,2,8.5,"NULL",4899,"AFFORDABLE"
68799,2019-01-29 00:00:00.000,2019-01-29 11:01:00.000,1,210,2,8.5,"NULL",4412,"AFFORDABLE"
69023,2019-02-04 00:00:00.000,2019-02-04 11:17:00.000,1,299,2,8.5,"NULL",4869,"AFFORDABLE"
69816,2019-02-16 00:00:00.000,2019-02-16 11:04:00.000,1,262,2,8.5,"NULL",4700,"AFFORDABLE"
69819,2019-02-16 00:00:00.000,2019-02-16 11:32:00.000,1,196,2,8.5,"NULL",4329,"AFFORDABLE"
69932,2019-02-17 00:00:00.000,2019-02-17 12:00:00.000,1,357,2,8.5,"NULL",5488,"AFFORDABLE"
70058,2019-02-19 00:00:00.000,2019-02-19 12:14:00.000,1,318,2,8.5,"NULL",4954,"AFFORDABLE"
70636,2019-02-25 00:00:00.000,2019-02-25 12:26:00.000,1,317,2,8.5,"NULL",4953,"AFFORDABLE"
70645,2019-02-25 00:00:00.000,2019-02-25 13:36:00.000,1,339,2,8.5,"NULL",5589,"AFFORDABLE"
71105,2019-03-03 00:00:00.000,2019-03-03 16:51:00.000,1,250,2,8.5,"NULL",4626,"AFFORDABLE"
71239,2019-03-04 00:00:00.000,2019-03-04 18:56:00.000,1,198,2,8.5,"NULL",4338,"AFFORDABLE"
71339,2019-03-04 00:00:00.000,2019-03-04 18:59:00.000,1,371,2,8.5,"NULL",5230,"AFFORDABLE"
71908,2019-03-09 00:00:00.000,2019-03-09 12:22:00.000,1,379,2,8.5,"NULL",5346,"AFFORDABLE"
72161,2019-03-11 00:00:00.000,2019-03-11 15:43:00.000,1,364,2,8.5,"NULL",5196,"AFFORDABLE"
73319,2019-03-22 00:00:00.000,2019-03-22 13:45:00.000,1,368,2,8.5,"NULL",5209,"AFFORDABLE"
73441,2019-03-24 00:00:00.000,2019-03-24 11:09:00.000,1,360,2,8.5,"NULL",5476,"AFFORDABLE"
73550,2019-03-25 00:00:00.000,2019-03-25 16:27:00.000,1,279,2,8.5,"NULL",4745,"AFFORDABLE"
73567,2019-03-25 00:00:00.000,2019-03-25 17:03:00.000,1,86,2,8.5,"NULL",3800,"AFFORDABLE"
73672,2019-03-25 00:00:00.000,2019-03-25 15:06:00.000,1,345,2,8.5,"NULL",5113,"AFFORDABLE"
73678,2019-03-26 00:00:00.000,2019-03-26 15:50:00.000,1,313,2,8.5,"NULL",4934,"AFFORDABLE"
73679,2019-03-26 00:00:00.000,2019-03-26 15:50:00.000,1,165,2,8.5,"NULL",4195,"AFFORDABLE"
73787,2019-03-26 00:00:00.000,2019-03-26 13:47:00.000,1,373,2,8.5,"NULL",5398,"AFFORDABLE"
73805,2019-03-26 00:00:00.000,2019-03-26 15:27:00.000,1,145,2,8.5,"NULL",4057,"AFFORDABLE"
73806,2019-03-26 00:00:00.000,2019-03-26 15:33:00.000,1,373,2,8.5,"NULL",5401,"AFFORDABLE"
74260,2019-04-01 00:00:00.000,2019-04-01 12:56:00.000,1,117,2,8.5,"NULL",3929,"AFFORDABLE"
74370,2019-04-02 00:00:00.000,2019-04-02 11:43:00.000,1,301,2,8.5,"NULL",4872,"AFFORDABLE"
74634,2019-04-04 00:00:00.000,2019-04-04 11:41:00.000,1,362,2,8.5,"NULL",5463,"AFFORDABLE"
75172,2019-04-10 00:00:00.000,2019-04-10 17:50:00.000,1,323,2,8.5,"NULL",4977,"AFFORDABLE"
75766,2019-04-16 00:00:00.000,2019-04-16 17:20:00.000,1,295,2,8.5,"NULL",4845,"AFFORDABLE"
75772,2019-04-16 00:00:00.000,2019-04-16 17:48:00.000,1,351,2,8.5,"NULL",5515,"AFFORDABLE"
75869,2019-04-17 00:00:00.000,2019-04-17 14:58:00.000,1,303,2,8.5,"NULL",4886,"AFFORDABLE"
76823,2019-04-30 00:00:00.000,2019-04-30 13:08:00.000,1,332,2,8.5,"NULL",5034,"AFFORDABLE"
77168,2019-05-05 00:00:00.000,2019-05-05 09:17:00.000,1,376,2,8.5,"NULL",5375,"AFFORDABLE"
77259,2019-05-06 00:00:00.000,2019-05-06 16:22:00.000,1,196,2,8.5,"NULL",4333,"AFFORDABLE"
77283,2019-05-06 00:00:00.000,2019-05-06 17:42:00.000,1,300,2,8.5,"NULL",4870,"AFFORDABLE"
77851,2019-05-12 00:00:00.000,2019-05-12 15:30:00.000,1,242,2,8.5,"NULL",4576,"AFFORDABLE"
78214,2019-05-15 00:00:00.000,2019-05-15 13:05:00.000,1,373,2,8.5,"NULL",5398,"AFFORDABLE"
78546,2019-05-20 00:00:00.000,2019-05-20 17:31:00.000,1,357,2,8.5,"NULL",5171,"AFFORDABLE"
78553,2019-05-20 00:00:00.000,2019-05-20 17:54:00.000,1,354,2,8.5,"NULL",5502,"AFFORDABLE"
78660,2019-05-21 00:00:00.000,2019-05-21 16:32:00.000,1,305,2,8.5,"NULL",4893,"AFFORDABLE"
78796,2019-05-22 00:00:00.000,2019-05-22 15:55:00.000,1,329,2,8.5,"NULL",5014,"AFFORDABLE"
78897,2019-05-24 00:00:00.000,2019-05-24 15:27:00.000,1,386,2,8.5,"NULL",5314,"AFFORDABLE"
79010,2019-05-27 00:00:00.000,2019-05-27 15:52:00.000,1,278,2,8.5,"NULL",4741,"AFFORDABLE"
79253,2019-05-28 00:00:00.000,2019-05-28 18:04:00.000,1,374,2,8.5,"NULL",5396,"AFFORDABLE"
