Data_venda,Ano,Trimestre,Mês,Nome do Mês,Semana do Ano,Dia,Nome do Dia
2018-07-12 00:00:00.000,2018,"T3",7,"julho",28,12,"quinta-feira"
2018-07-13 00:00:00.000,2018,"T3",7,"julho",28,13,"sexta-feira"
2018-07-14 00:00:00.000,2018,"T3",7,"julho",28,14,"sábado"
2018-07-15 00:00:00.000,2018,"T3",7,"julho",29,15,"domingo"
2018-07-16 00:00:00.000,2018,"T3",7,"julho",29,16,"segunda-feira"
2018-07-17 00:00:00.000,2018,"T3",7,"julho",29,17,"terça-feira"
2018-07-18 00:00:00.000,2018,"T3",7,"julho",29,18,"quarta-feira"
2018-07-19 00:00:00.000,2018,"T3",7,"julho",29,19,"quinta-feira"
2018-07-20 00:00:00.000,2018,"T3",7,"julho",29,20,"sexta-feira"
2018-07-21 00:00:00.000,2018,"T3",7,"julho",29,21,"sábado"
2018-07-22 00:00:00.000,2018,"T3",7,"julho",30,22,"domingo"
2018-07-23 00:00:00.000,2018,"T3",7,"julho",30,23,"segunda-feira"
2018-07-24 00:00:00.000,2018,"T3",7,"julho",30,24,"terça-feira"
2018-07-25 00:00:00.000,2018,"T3",7,"julho",30,25,"quarta-feira"
2018-07-26 00:00:00.000,2018,"T3",7,"julho",30,26,"quinta-feira"
2018-07-27 00:00:00.000,2018,"T3",7,"julho",30,27,"sexta-feira"
2018-07-28 00:00:00.000,2018,"T3",7,"julho",30,28,"sábado"
2018-07-29 00:00:00.000,2018,"T3",7,"julho",31,29,"domingo"
2018-07-30 00:00:00.000,2018,"T3",7,"julho",31,30,"segunda-feira"
2018-07-31 00:00:00.000,2018,"T3",7,"julho",31,31,"terça-feira"
2015-08-01 00:00:00.000,2015,"T3",8,"agosto",31,1,"sábado"
2015-08-02 00:00:00.000,2015,"T3",8,"agosto",32,2,"domingo"
2015-08-03 00:00:00.000,2015,"T3",8,"agosto",32,3,"segunda-feira"
2015-08-04 00:00:00.000,2015,"T3",8,"agosto",32,4,"terça-feira"
2015-08-05 00:00:00.000,2015,"T3",8,"agosto",32,5,"quarta-feira"
2015-08-06 00:00:00.000,2015,"T3",8,"agosto",32,6,"quinta-feira"
2015-08-07 00:00:00.000,2015,"T3",8,"agosto",32,7,"sexta-feira"
2015-08-08 00:00:00.000,2015,"T3",8,"agosto",32,8,"sábado"
2015-08-09 00:00:00.000,2015,"T3",8,"agosto",33,9,"domingo"
2015-08-10 00:00:00.000,2015,"T3",8,"agosto",33,10,"segunda-feira"
2015-08-11 00:00:00.000,2015,"T3",8,"agosto",33,11,"terça-feira"
2015-08-12 00:00:00.000,2015,"T3",8,"agosto",33,12,"quarta-feira"
2015-08-13 00:00:00.000,2015,"T3",8,"agosto",33,13,"quinta-feira"
2015-08-14 00:00:00.000,2015,"T3",8,"agosto",33,14,"sexta-feira"
2015-08-15 00:00:00.000,2015,"T3",8,"agosto",33,15,"sábado"
2015-08-16 00:00:00.000,2015,"T3",8,"agosto",34,16,"domingo"
2015-08-17 00:00:00.000,2015,"T3",8,"agosto",34,17,"segunda-feira"
2015-08-18 00:00:00.000,2015,"T3",8,"agosto",34,18,"terça-feira"
2015-08-19 00:00:00.000,2015,"T3",8,"agosto",34,19,"quarta-feira"
2015-08-20 00:00:00.000,2015,"T3",8,"agosto",34,20,"quinta-feira"
2015-08-21 00:00:00.000,2015,"T3",8,"agosto",34,21,"sexta-feira"
2015-08-22 00:00:00.000,2015,"T3",8,"agosto",34,22,"sábado"
2015-08-23 00:00:00.000,2015,"T3",8,"agosto",35,23,"domingo"
2015-08-24 00:00:00.000,2015,"T3",8,"agosto",35,24,"segunda-feira"
2015-08-25 00:00:00.000,2015,"T3",8,"agosto",35,25,"terça-feira"
2015-08-26 00:00:00.000,2015,"T3",8,"agosto",35,26,"quarta-feira"
2015-08-27 00:00:00.000,2015,"T3",8,"agosto",35,27,"quinta-feira"
2015-08-28 00:00:00.000,2015,"T3",8,"agosto",35,28,"sexta-feira"
2015-08-29 00:00:00.000,2015,"T3",8,"agosto",35,29,"sábado"
2015-08-30 00:00:00.000,2015,"T3",8,"agosto",36,30,"domingo"
2015-08-31 00:00:00.000,2015,"T3",8,"agosto",36,31,"segunda-feira"
2016-08-01 00:00:00.000,2016,"T3",8,"agosto",32,1,"segunda-feira"
2016-08-02 00:00:00.000,2016,"T3",8,"agosto",32,2,"terça-feira"
2016-08-03 00:00:00.000,2016,"T3",8,"agosto",32,3,"quarta-feira"
2016-08-04 00:00:00.000,2016,"T3",8,"agosto",32,4,"quinta-feira"
2016-08-05 00:00:00.000,2016,"T3",8,"agosto",32,5,"sexta-feira"
2016-08-06 00:00:00.000,2016,"T3",8,"agosto",32,6,"sábado"
2016-08-07 00:00:00.000,2016,"T3",8,"agosto",33,7,"domingo"
2016-08-08 00:00:00.000,2016,"T3",8,"agosto",33,8,"segunda-feira"
2016-08-09 00:00:00.000,2016,"T3",8,"agosto",33,9,"terça-feira"
2016-08-10 00:00:00.000,2016,"T3",8,"agosto",33,10,"quarta-feira"
2016-08-11 00:00:00.000,2016,"T3",8,"agosto",33,11,"quinta-feira"
2016-08-12 00:00:00.000,2016,"T3",8,"agosto",33,12,"sexta-feira"
2016-08-13 00:00:00.000,2016,"T3",8,"agosto",33,13,"sábado"
2016-08-14 00:00:00.000,2016,"T3",8,"agosto",34,14,"domingo"
2016-08-15 00:00:00.000,2016,"T3",8,"agosto",34,15,"segunda-feira"
2016-08-16 00:00:00.000,2016,"T3",8,"agosto",34,16,"terça-feira"
2016-08-17 00:00:00.000,2016,"T3",8,"agosto",34,17,"quarta-feira"
2016-08-18 00:00:00.000,2016,"T3",8,"agosto",34,18,"quinta-feira"
2016-08-19 00:00:00.000,2016,"T3",8,"agosto",34,19,"sexta-feira"
2016-08-20 00:00:00.000,2016,"T3",8,"agosto",34,20,"sábado"
2016-08-21 00:00:00.000,2016,"T3",8,"agosto",35,21,"domingo"
2016-08-22 00:00:00.000,2016,"T3",8,"agosto",35,22,"segunda-feira"
2016-08-23 00:00:00.000,2016,"T3",8,"agosto",35,23,"terça-feira"
2016-08-24 00:00:00.000,2016,"T3",8,"agosto",35,24,"quarta-feira"
2016-08-25 00:00:00.000,2016,"T3",8,"agosto",35,25,"quinta-feira"
2016-08-26 00:00:00.000,2016,"T3",8,"agosto",35,26,"sexta-feira"
2016-08-27 00:00:00.000,2016,"T3",8,"agosto",35,27,"sábado"
2016-08-28 00:00:00.000,2016,"T3",8,"agosto",36,28,"domingo"
2016-08-29 00:00:00.000,2016,"T3",8,"agosto",36,29,"segunda-feira"
2016-08-30 00:00:00.000,2016,"T3",8,"agosto",36,30,"terça-feira"
2016-08-31 00:00:00.000,2016,"T3",8,"agosto",36,31,"quarta-feira"
2017-08-01 00:00:00.000,2017,"T3",8,"agosto",31,1,"terça-feira"
2017-08-02 00:00:00.000,2017,"T3",8,"agosto",31,2,"quarta-feira"
2017-08-03 00:00:00.000,2017,"T3",8,"agosto",31,3,"quinta-feira"
2017-08-04 00:00:00.000,2017,"T3",8,"agosto",31,4,"sexta-feira"
2017-08-05 00:00:00.000,2017,"T3",8,"agosto",31,5,"sábado"
2017-08-06 00:00:00.000,2017,"T3",8,"agosto",32,6,"domingo"
2017-08-07 00:00:00.000,2017,"T3",8,"agosto",32,7,"segunda-feira"
2017-08-08 00:00:00.000,2017,"T3",8,"agosto",32,8,"terça-feira"
2017-08-09 00:00:00.000,2017,"T3",8,"agosto",32,9,"quarta-feira"
2017-08-10 00:00:00.000,2017,"T3",8,"agosto",32,10,"quinta-feira"
2017-08-11 00:00:00.000,2017,"T3",8,"agosto",32,11,"sexta-feira"
2017-08-12 00:00:00.000,2017,"T3",8,"agosto",32,12,"sábado"
2017-08-13 00:00:00.000,2017,"T3",8,"agosto",33,13,"domingo"
2017-08-14 00:00:00.000,2017,"T3",8,"agosto",33,14,"segunda-feira"
2017-08-15 00:00:00.000,2017,"T3",8,"agosto",33,15,"terça-feira"
2017-08-16 00:00:00.000,2017,"T3",8,"agosto",33,16,"quarta-feira"
2017-08-17 00:00:00.000,2017,"T3",8,"agosto",33,17,"quinta-feira"
2017-08-18 00:00:00.000,2017,"T3",8,"agosto",33,18,"sexta-feira"
2017-08-19 00:00:00.000,2017,"T3",8,"agosto",33,19,"sábado"
2017-08-20 00:00:00.000,2017,"T3",8,"agosto",34,20,"domingo"
2017-08-21 00:00:00.000,2017,"T3",8,"agosto",34,21,"segunda-feira"
2017-08-22 00:00:00.000,2017,"T3",8,"agosto",34,22,"terça-feira"
2017-08-23 00:00:00.000,2017,"T3",8,"agosto",34,23,"quarta-feira"
2017-08-24 00:00:00.000,2017,"T3",8,"agosto",34,24,"quinta-feira"
2017-08-25 00:00:00.000,2017,"T3",8,"agosto",34,25,"sexta-feira"
2017-08-26 00:00:00.000,2017,"T3",8,"agosto",34,26,"sábado"
2017-08-27 00:00:00.000,2017,"T3",8,"agosto",35,27,"domingo"
2017-08-28 00:00:00.000,2017,"T3",8,"agosto",35,28,"segunda-feira"
2017-08-29 00:00:00.000,2017,"T3",8,"agosto",35,29,"terça-feira"
2017-08-30 00:00:00.000,2017,"T3",8,"agosto",35,30,"quarta-feira"
2017-08-31 00:00:00.000,2017,"T3",8,"agosto",35,31,"quinta-feira"
2018-08-01 00:00:00.000,2018,"T3",8,"agosto",31,1,"quarta-feira"
2018-08-02 00:00:00.000,2018,"T3",8,"agosto",31,2,"quinta-feira"
2018-08-03 00:00:00.000,2018,"T3",8,"agosto",31,3,"sexta-feira"
2018-08-04 00:00:00.000,2018,"T3",8,"agosto",31,4,"sábado"
2018-08-05 00:00:00.000,2018,"T3",8,"agosto",32,5,"domingo"
2018-08-06 00:00:00.000,2018,"T3",8,"agosto",32,6,"segunda-feira"
2018-08-07 00:00:00.000,2018,"T3",8,"agosto",32,7,"terça-feira"
2018-08-08 00:00:00.000,2018,"T3",8,"agosto",32,8,"quarta-feira"
2018-08-09 00:00:00.000,2018,"T3",8,"agosto",32,9,"quinta-feira"
2018-08-10 00:00:00.000,2018,"T3",8,"agosto",32,10,"sexta-feira"
2018-08-11 00:00:00.000,2018,"T3",8,"agosto",32,11,"sábado"
2018-08-12 00:00:00.000,2018,"T3",8,"agosto",33,12,"domingo"
2018-08-13 00:00:00.000,2018,"T3",8,"agosto",33,13,"segunda-feira"
2018-08-14 00:00:00.000,2018,"T3",8,"agosto",33,14,"terça-feira"
2018-08-15 00:00:00.000,2018,"T3",8,"agosto",33,15,"quarta-feira"
2018-08-16 00:00:00.000,2018,"T3",8,"agosto",33,16,"quinta-feira"
2018-08-17 00:00:00.000,2018,"T3",8,"agosto",33,17,"sexta-feira"
2018-08-18 00:00:00.000,2018,"T3",8,"agosto",33,18,"sábado"
2018-08-19 00:00:00.000,2018,"T3",8,"agosto",34,19,"domingo"
2018-08-20 00:00:00.000,2018,"T3",8,"agosto",34,20,"segunda-feira"
2018-08-21 00:00:00.000,2018,"T3",8,"agosto",34,21,"terça-feira"
2018-08-22 00:00:00.000,2018,"T3",8,"agosto",34,22,"quarta-feira"
2018-08-23 00:00:00.000,2018,"T3",8,"agosto",34,23,"quinta-feira"
2018-08-24 00:00:00.000,2018,"T3",8,"agosto",34,24,"sexta-feira"
2018-08-25 00:00:00.000,2018,"T3",8,"agosto",34,25,"sábado"
2018-08-26 00:00:00.000,2018,"T3",8,"agosto",35,26,"domingo"
2018-08-27 00:00:00.000,2018,"T3",8,"agosto",35,27,"segunda-feira"
2018-08-28 00:00:00.000,2018,"T3",8,"agosto",35,28,"terça-feira"
2018-08-29 00:00:00.000,2018,"T3",8,"agosto",35,29,"quarta-feira"
2018-08-30 00:00:00.000,2018,"T3",8,"agosto",35,30,"quinta-feira"
2018-08-31 00:00:00.000,2018,"T3",8,"agosto",35,31,"sexta-feira"
2015-09-01 00:00:00.000,2015,"T3",9,"setembro",36,1,"terça-feira"
2015-09-02 00:00:00.000,2015,"T3",9,"setembro",36,2,"quarta-feira"
2015-09-03 00:00:00.000,2015,"T3",9,"setembro",36,3,"quinta-feira"
2015-09-04 00:00:00.000,2015,"T3",9,"setembro",36,4,"sexta-feira"
2015-09-05 00:00:00.000,2015,"T3",9,"setembro",36,5,"sábado"
2015-09-06 00:00:00.000,2015,"T3",9,"setembro",37,6,"domingo"
2015-09-07 00:00:00.000,2015,"T3",9,"setembro",37,7,"segunda-feira"
2015-09-08 00:00:00.000,2015,"T3",9,"setembro",37,8,"terça-feira"
2015-09-09 00:00:00.000,2015,"T3",9,"setembro",37,9,"quarta-feira"
2015-09-10 00:00:00.000,2015,"T3",9,"setembro",37,10,"quinta-feira"
2015-09-11 00:00:00.000,2015,"T3",9,"setembro",37,11,"sexta-feira"
2015-09-12 00:00:00.000,2015,"T3",9,"setembro",37,12,"sábado"
2015-09-13 00:00:00.000,2015,"T3",9,"setembro",38,13,"domingo"
2015-09-14 00:00:00.000,2015,"T3",9,"setembro",38,14,"segunda-feira"
2015-09-15 00:00:00.000,2015,"T3",9,"setembro",38,15,"terça-feira"
2015-09-16 00:00:00.000,2015,"T3",9,"setembro",38,16,"quarta-feira"
2015-09-17 00:00:00.000,2015,"T3",9,"setembro",38,17,"quinta-feira"
2015-09-18 00:00:00.000,2015,"T3",9,"setembro",38,18,"sexta-feira"
2015-09-19 00:00:00.000,2015,"T3",9,"setembro",38,19,"sábado"
2015-09-20 00:00:00.000,2015,"T3",9,"setembro",39,20,"domingo"
2015-09-21 00:00:00.000,2015,"T3",9,"setembro",39,21,"segunda-feira"
2015-09-22 00:00:00.000,2015,"T3",9,"setembro",39,22,"terça-feira"
2015-09-23 00:00:00.000,2015,"T3",9,"setembro",39,23,"quarta-feira"
2015-09-24 00:00:00.000,2015,"T3",9,"setembro",39,24,"quinta-feira"
2015-09-25 00:00:00.000,2015,"T3",9,"setembro",39,25,"sexta-feira"
2015-09-26 00:00:00.000,2015,"T3",9,"setembro",39,26,"sábado"
2015-09-27 00:00:00.000,2015,"T3",9,"setembro",40,27,"domingo"
2015-09-28 00:00:00.000,2015,"T3",9,"setembro",40,28,"segunda-feira"
2015-09-29 00:00:00.000,2015,"T3",9,"setembro",40,29,"terça-feira"
2015-09-30 00:00:00.000,2015,"T3",9,"setembro",40,30,"quarta-feira"
2016-09-01 00:00:00.000,2016,"T3",9,"setembro",36,1,"quinta-feira"
2016-09-02 00:00:00.000,2016,"T3",9,"setembro",36,2,"sexta-feira"
2016-09-03 00:00:00.000,2016,"T3",9,"setembro",36,3,"sábado"
2016-09-04 00:00:00.000,2016,"T3",9,"setembro",37,4,"domingo"
2016-09-05 00:00:00.000,2016,"T3",9,"setembro",37,5,"segunda-feira"
2016-09-06 00:00:00.000,2016,"T3",9,"setembro",37,6,"terça-feira"
2016-09-07 00:00:00.000,2016,"T3",9,"setembro",37,7,"quarta-feira"
2016-09-08 00:00:00.000,2016,"T3",9,"setembro",37,8,"quinta-feira"
2016-09-09 00:00:00.000,2016,"T3",9,"setembro",37,9,"sexta-feira"
2016-09-10 00:00:00.000,2016,"T3",9,"setembro",37,10,"sábado"
2016-09-11 00:00:00.000,2016,"T3",9,"setembro",38,11,"domingo"
2016-09-12 00:00:00.000,2016,"T3",9,"setembro",38,12,"segunda-feira"
2016-09-13 00:00:00.000,2016,"T3",9,"setembro",38,13,"terça-feira"
2016-09-14 00:00:00.000,2016,"T3",9,"setembro",38,14,"quarta-feira"
2016-09-15 00:00:00.000,2016,"T3",9,"setembro",38,15,"quinta-feira"
2016-09-16 00:00:00.000,2016,"T3",9,"setembro",38,16,"sexta-feira"
2016-09-17 00:00:00.000,2016,"T3",9,"setembro",38,17,"sábado"
2016-09-18 00:00:00.000,2016,"T3",9,"setembro",39,18,"domingo"
2016-09-19 00:00:00.000,2016,"T3",9,"setembro",39,19,"segunda-feira"
2016-09-20 00:00:00.000,2016,"T3",9,"setembro",39,20,"terça-feira"
2016-09-21 00:00:00.000,2016,"T3",9,"setembro",39,21,"quarta-feira"
2016-09-22 00:00:00.000,2016,"T3",9,"setembro",39,22,"quinta-feira"
2016-09-23 00:00:00.000,2016,"T3",9,"setembro",39,23,"sexta-feira"
2016-09-24 00:00:00.000,2016,"T3",9,"setembro",39,24,"sábado"
2016-09-25 00:00:00.000,2016,"T3",9,"setembro",40,25,"domingo"
2016-09-26 00:00:00.000,2016,"T3",9,"setembro",40,26,"segunda-feira"
2016-09-27 00:00:00.000,2016,"T3",9,"setembro",40,27,"terça-feira"
2016-09-28 00:00:00.000,2016,"T3",9,"setembro",40,28,"quarta-feira"
2016-09-29 00:00:00.000,2016,"T3",9,"setembro",40,29,"quinta-feira"
2016-09-30 00:00:00.000,2016,"T3",9,"setembro",40,30,"sexta-feira"
2017-09-01 00:00:00.000,2017,"T3",9,"setembro",35,1,"sexta-feira"
2017-09-02 00:00:00.000,2017,"T3",9,"setembro",35,2,"sábado"
2017-09-03 00:00:00.000,2017,"T3",9,"setembro",36,3,"domingo"
2017-09-04 00:00:00.000,2017,"T3",9,"setembro",36,4,"segunda-feira"
2017-09-05 00:00:00.000,2017,"T3",9,"setembro",36,5,"terça-feira"
2017-09-06 00:00:00.000,2017,"T3",9,"setembro",36,6,"quarta-feira"
2017-09-07 00:00:00.000,2017,"T3",9,"setembro",36,7,"quinta-feira"
2017-09-08 00:00:00.000,2017,"T3",9,"setembro",36,8,"sexta-feira"
2017-09-09 00:00:00.000,2017,"T3",9,"setembro",36,9,"sábado"
2017-09-10 00:00:00.000,2017,"T3",9,"setembro",37,10,"domingo"
2017-09-11 00:00:00.000,2017,"T3",9,"setembro",37,11,"segunda-feira"
2017-09-12 00:00:00.000,2017,"T3",9,"setembro",37,12,"terça-feira"
2017-09-13 00:00:00.000,2017,"T3",9,"setembro",37,13,"quarta-feira"
2017-09-14 00:00:00.000,2017,"T3",9,"setembro",37,14,"quinta-feira"
2017-09-15 00:00:00.000,2017,"T3",9,"setembro",37,15,"sexta-feira"
2017-09-16 00:00:00.000,2017,"T3",9,"setembro",37,16,"sábado"
2017-09-17 00:00:00.000,2017,"T3",9,"setembro",38,17,"domingo"
2017-09-18 00:00:00.000,2017,"T3",9,"setembro",38,18,"segunda-feira"
2017-09-19 00:00:00.000,2017,"T3",9,"setembro",38,19,"terça-feira"
2017-09-20 00:00:00.000,2017,"T3",9,"setembro",38,20,"quarta-feira"
2017-09-21 00:00:00.000,2017,"T3",9,"setembro",38,21,"quinta-feira"
2017-09-22 00:00:00.000,2017,"T3",9,"setembro",38,22,"sexta-feira"
2017-09-23 00:00:00.000,2017,"T3",9,"setembro",38,23,"sábado"
2017-09-24 00:00:00.000,2017,"T3",9,"setembro",39,24,"domingo"
2017-09-25 00:00:00.000,2017,"T3",9,"setembro",39,25,"segunda-feira"
2017-09-26 00:00:00.000,2017,"T3",9,"setembro",39,26,"terça-feira"
2017-09-27 00:00:00.000,2017,"T3",9,"setembro",39,27,"quarta-feira"
2017-09-28 00:00:00.000,2017,"T3",9,"setembro",39,28,"quinta-feira"
2017-09-29 00:00:00.000,2017,"T3",9,"setembro",39,29,"sexta-feira"
2017-09-30 00:00:00.000,2017,"T3",9,"setembro",39,30,"sábado"
2018-09-01 00:00:00.000,2018,"T3",9,"setembro",35,1,"sábado"
2018-09-02 00:00:00.000,2018,"T3",9,"setembro",36,2,"domingo"
2018-09-03 00:00:00.000,2018,"T3",9,"setembro",36,3,"segunda-feira"
2018-09-04 00:00:00.000,2018,"T3",9,"setembro",36,4,"terça-feira"
