Year,Month,AGID,Incident Number,Incident Date,Reported Date Flag,Incident Hour,Cleared Except,Cargo Theft,Offense,Offense Name,Offense Category,Location,Attempt Complete,Method Entry,Premises Entered,Criminal Act,Bias,Weapon,Suspect Using,Victim Seq.,Victim Type,Victim Gender,Victim Race,Victim Ethnicity,victim Age,Victim Injury,Offender Seq.,Offender Gender,Offender Race,Offender Ethnicity,Offender Age,Relationship,Property Loss,Property Desc.,Drug Name,Estimated Drug Qty.,Drug Measure,Stolen,Recovered,Arrestee Seq.,Arrest Number,Arrest Date,Arrestee Age,Arrest Gender,Arrestee Race,Arrestee Enthnicity,Resident Code,Under-18,Clearance Ind,Multiple Indicator,Arrest Offense,Arrest Type,Arrest Weapon,Arrest Offense Name,Arrest Offense Category
2014,1,"MUPYC5555","201400001442",2014-01-02 00:00:00.000,"",0,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","B","U",52,"-",0,"","NA","",0,"","Burned","35-Structure/ Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,1,"MUPYC5555","201400024947",2014-01-25 00:00:00.000,"",19,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","M","B","N",27,"-",0,"","NA","",0,"","Burned","77-Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,1,"MU5285555","14-0214",2014-01-31 00:00:00.000,"",20,"N-Not Applicable","","200-Arson","Arson","20","25-Other/Unknown","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","M","W","U",42,"-",0,"","NA","",0,"","Burned","77-Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,1,"MU5305555","02014000583",2014-01-26 00:00:00.000,"",17,"N-Not Applicable","","200-Arson","Arson","20","23-Service/Gas Station","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","M","W","",58,"-",0,"","NA","",0,"","Burned","77-Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,1,"MUPYC5555","201400007289",2014-01-07 00:00:00.000,"",22,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Government","","NA","",0,"-",0,"","NA","",0,"","Burned","35-Structure/ Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,1,"MUPYC5555","201400008256",2014-01-08 00:00:00.000,"",17,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","M","W","U",67,"-",0,"","NA","",0,"","Burned","30-Structure/ Other residence","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MUPYC5555","201400032124",2014-02-02 00:00:00.000,"",3,"N-Not Applicable","","200-Arson","Arson","20","25-Other/Unknown","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","",39,"-",0,"","NA","",0,"","Burned","03-Automobile","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MUPYC5555","201400032319",2014-02-02 00:00:00.000,"",3,"N-Not Applicable","","200-Arson","Arson","20","25-Other/Unknown","C","",0,"-","88-None","-","N-Not Applicable",1,"Unknown","","NA","",0,"-",0,"","NA","",0,"","Burned","03-Automobile","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MUPYC5555","201400032319",2014-02-02 00:00:00.000,"",3,"N-Not Applicable","","200-Arson","Arson","20","25-Other/Unknown","C","",0,"-","88-None","-","N-Not Applicable",1,"Unknown","","NA","",0,"-",0,"","NA","",0,"","Burned","77-Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MU5025755","1402047820",2014-02-04 00:00:00.000,"R",18,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","B","N",59,"-",0,"","NA","",0,"","Burned","16-Household Goods","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MU5025755","1402047820",2014-02-04 00:00:00.000,"R",18,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","B","N",59,"-",0,"","NA","",0,"","Burned","29-Structure/ Single dwelling","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MUPYC5555","201400036534",2014-02-06 00:00:00.000,"",14,"N-Not Applicable","","200-Arson","Arson","20","25-Other/Unknown","C","",0,"-","88-None","-","N-Not Applicable",1,"Business","","NA","",0,"-",0,"","NA","",0,"","Burned","35-Structure/ Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MUPYC5555","201400039208",2014-02-09 00:00:00.000,"",15,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Unknown","","NA","",0,"-",0,"","NA","",0,"","Burned","30-Structure/ Other residence","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MUPYC5555","201400054819",2014-02-25 00:00:00.000,"",13,"N-Not Applicable","","200-Arson","Arson","20","53-School-Elementary/Secondary","C","",0,"-","88-None","-","N-Not Applicable",1,"Government","","NA","",0,"-",0,"","NA","",0,"","Burned","33-Structure/ Public","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MU5025755","1402217820",2014-02-21 00:00:00.000,"R",8,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","M","B","N",28,"-",0,"","NA","",0,"","Burned","29-Structure/ Single dwelling","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MU5025755","1402237820",2014-02-23 00:00:00.000,"R",23,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","B","N",38,"-",0,"","NA","",0,"","Burned","29-Structure/ Single dwelling","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MUPYC5555","201400056091",2014-02-26 00:00:00.000,"",0,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","B","N",22,"-",0,"","NA","",0,"","Burned","30-Structure/ Other residence","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MU5235555","14-023380",2014-02-23 00:00:00.000,"",21,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Other","","NA","",0,"-",0,"","NA","",0,"","Burned","29-Structure/ Single dwelling","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MU5027755","14-013094-08",2014-02-28 00:00:00.000,"",22,"N-Not Applicable","","200-Arson","Arson","20","25-Other/Unknown","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","M","W","U",39,"-",0,"","NA","",0,"","Burned","03-Automobile","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MUPYC5555","201400040695",2014-02-10 00:00:00.000,"",20,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Unknown","","NA","",0,"-",0,"","NA","",0,"","Burned","77-Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MUPYC5555","201400042498",2014-02-13 00:00:00.000,"",7,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Unknown","","NA","",0,"-",0,"","NA","",0,"","Burned","77-Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MUPYC5555","201400045339",2014-02-16 00:00:00.000,"",4,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Unknown","","NA","",0,"-",0,"","NA","",0,"","Burned","77-Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MU5265655","14-003160",2014-02-27 00:00:00.000,"R",14,"N-Not Applicable","","200-Arson","Arson","20","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Business","","NA","",0,"-",0,"","NA","",0,"","Burned","36-Tools","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MU5285555","14-0289",2014-02-25 00:00:00.000,"",9,"N-Not Applicable","","200-Arson","Arson","20","37-Abandoned/Condemned Structure","C","",0,"-","88-None","-","N-Not Applicable",1,"Unknown","","NA","",0,"-",0,"","NA","",0,"","Burned","29-Structure/ Single dwelling","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MU5217755","CR-000365-14",2014-02-14 00:00:00.000,"R",10,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","M","W","N",26,"-",0,"","NA","",0,"","Burned","30-Structure/ Other residence","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MU5217955","02414001400",2014-02-10 00:00:00.000,"R",7,"N-Not Applicable","","200-Arson","Arson","20","13-Highway/Road/Ally","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","",23,"-",0,"","NA","",0,"","Burned","77-Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MUPYC5555","201400050997",2014-02-21 00:00:00.000,"",13,"N-Not Applicable","","200-Arson","Arson","20","53-School-Elementary/Secondary","C","",0,"-","88-None","-","N-Not Applicable",1,"Business","","NA","",0,"-",0,"","NA","",0,"","Burned","77-Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MUPYC5555","201400051781",2014-02-22 00:00:00.000,"",0,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","B","N",25,"-",0,"","NA","",0,"","Burned","35-Structure/ Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MUPYC5555","201400031480",2014-02-01 00:00:00.000,"",4,"N-Not Applicable","","200-Arson","Arson","20","13-Highway/Road/Ally","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","B","",39,"-",0,"","NA","",0,"","Burned","03-Automobile","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,2,"MU5225655","14003139",2014-02-16 00:00:00.000,"",13,"N-Not Applicable","","200-Arson","Arson","20","04-Church Synagogue/Temple","C","",0,"-","88-None","-","N-Not Applicable",1,"Religious Organization","","NA","",0,"-",0,"","NA","",0,"","Burned","33-Structure/ Public","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5705955","14-8735-OF",2014-03-22 00:00:00.000,"",2,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Business","","NA","",0,"-",0,"","NA","",0,"","Burned","03-Automobile","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5705955","14-8735-OF",2014-03-22 00:00:00.000,"",2,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Business","","NA","",0,"-",0,"","NA","",0,"","Burned","77-Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5546055","1400712",2014-03-08 00:00:00.000,"R",4,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","99-Unknown","-","N-Not Applicable",1,"Business","","NA","",0,"-",0,"","NA","",0,"","Burned","16-Household Goods","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5546055","1400712",2014-03-08 00:00:00.000,"R",4,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","99-Unknown","-","N-Not Applicable",1,"Business","","NA","",0,"-",0,"","NA","",0,"","Burned","77-Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5706555","201400007521",2014-03-04 00:00:00.000,"",18,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","",85,"-",0,"","NA","",0,"","Burned","30-Structure/ Other residence","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5706555","201400007536",2014-03-17 00:00:00.000,"",11,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","M","U","",41,"-",0,"","NA","",0,"","Burned","30-Structure/ Other residence","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5955555","14-0907---AE",2014-03-06 00:00:00.000,"",3,"N-Not Applicable","","200-Arson","Arson","20","25-Other/Unknown","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","U",39,"-",0,"","NA","",0,"","Burned","03-Automobile","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5546055","1400895",2014-03-24 00:00:00.000,"",20,"N-Not Applicable","","200-Arson","Arson","20","53-School-Elementary/Secondary","C","",0,"-","99-Unknown","-","N-Not Applicable",1,"Business","","NA","",0,"-",0,"","NA","",0,"","Burned","77-Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MUPYC5555","201400085309",2014-03-28 00:00:00.000,"",3,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","M","W","U",38,"-",0,"","NA","",0,"","Burned","29-Structure/ Single dwelling","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MUPYC5555","201400087244",2014-03-29 00:00:00.000,"",1,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",65,"-",0,"","NA","",0,"","Burned","77-Other","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5685555","1400988",2014-03-28 00:00:00.000,"",20,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","M","W","",67,"-",0,"","NA","",0,"","Burned","29-Structure/ Single dwelling","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5055755","00114001292",2014-03-01 00:00:00.000,"R",18,"N-Not Applicable","","200-Arson","Arson","20","25-Other/Unknown","C","",0,"-","88-None","-","N-Not Applicable",1,"Business","","NA","",0,"-",0,"","NA","",0,"","Burned","19-Merchandise","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5865355","201400003537",2014-03-15 00:00:00.000,"R",21,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",62,"-",0,"","NA","",0,"","Burned","16-Household Goods","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5055455","14-019324",2014-03-23 00:00:00.000,"",21,"N-Not Applicable","","200-Arson","Arson","20","25-Other/Unknown","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","M","B","",24,"-",0,"","NA","",0,"","Burned","38-Vehicle Parts","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MUPYC5555","201400063801",2014-03-06 00:00:00.000,"",6,"N-Not Applicable","","200-Arson","Arson","20","05-Commercial/Office Building","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","U","U","U",0,"-",0,"","NA","",0,"","Burned","31-Structure/ Other commercial","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MUPYC5555","201400063946",2014-03-06 00:00:00.000,"",12,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","B","N",73,"-",0,"","NA","",0,"","Burned","29-Structure/ Single dwelling","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MUPYC5555","201400066955",2014-03-07 00:00:00.000,"",17,"N-Not Applicable","","200-Arson","Arson","20","13-Highway/Road/Ally","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","B","N",22,"-",0,"","NA","",0,"","Burned","03-Automobile","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MUPYC5555","201400067963",2014-03-10 00:00:00.000,"",14,"N-Not Applicable","","200-Arson","Arson","20","25-Other/Unknown","C","",0,"-","88-None","-","N-Not Applicable",1,"Unknown","","NA","",0,"-",0,"","NA","",0,"","Burned","34-Structure/ Storage","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5225655","14004530",2014-03-07 00:00:00.000,"",19,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","M","U","",0,"-",0,"","NA","",0,"","Burned","30-Structure/ Other residence","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5025755","1403010089",2014-03-01 00:00:00.000,"",6,"N-Not Applicable","","200-Arson","Arson","20","25-Other/Unknown","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","W","N",52,"-",0,"","NA","",0,"","Burned","03-Automobile","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5025755","1403037820",2014-03-03 00:00:00.000,"R",17,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","U","U","U",0,"-",0,"","NA","",0,"","Burned","29-Structure/ Single dwelling","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5025755","1403057820",2014-03-05 00:00:00.000,"R",13,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","B","N",81,"-",0,"","NA","",0,"","Burned","29-Structure/ Single dwelling","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5225655","14005325",2014-03-18 00:00:00.000,"",15,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","U","U","",0,"-",0,"","NA","",0,"","Burned","30-Structure/ Other residence","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5025755","1403177820",2014-03-17 00:00:00.000,"R",17,"N-Not Applicable","","200-Arson","Arson","20","18-Parking Lot/Garage","C","",0,"-","88-None","-","N-Not Applicable",1,"Business","","NA","",0,"-",0,"","NA","",0,"","Burned","37-Trucks","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5025755","1403177821",2014-03-17 00:00:00.000,"R",18,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","M","U","U",0,"-",0,"","NA","",0,"","Burned","29-Structure/ Single dwelling","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
2014,3,"MU5025755","1403217820",2014-03-21 00:00:00.000,"R",16,"N-Not Applicable","","200-Arson","Arson","20","20-Residence/Home","C","",0,"-","88-None","-","N-Not Applicable",1,"Individual","F","U","U",0,"-",0,"","NA","",0,"","Burned","29-Structure/ Single dwelling","-","","-",0,0,0,"",1900-01-01 00:00:00.000,0,"","NA","","","","","","-","-","-","","-"
