Date,Day,Day Name,Month No,Month Name,Quarter No,Year,Year-Month,Year-Quarter,SortDay,SortDayName,SortYearMonth,SortYearQuarter,Week No,SortWeekNo
1997-09-30 00:00:00.000,"30","Tue","9","Sep","3","1997","1997-Sep","1997Q03",30,1,199709,199703,"39","39"
1997-04-01 00:00:00.000,"01","Tue","4","Apr","2","1997","1997-Apr","1997Q02",1,1,199704,199702,"13","13"
1997-04-02 00:00:00.000,"02","Wed","4","Apr","2","1997","1997-Apr","1997Q02",2,2,199704,199702,"13","13"
1997-04-03 00:00:00.000,"03","Thu","4","Apr","2","1997","1997-Apr","1997Q02",3,3,199704,199702,"13","13"
1997-04-04 00:00:00.000,"04","Fri","4","Apr","2","1997","1997-Apr","1997Q02",4,4,199704,199702,"13","13"
1997-04-05 00:00:00.000,"05","Sat","4","Apr","2","1997","1997-Apr","1997Q02",5,5,199704,199702,"13","13"
1997-04-06 00:00:00.000,"06","Sun","4","Apr","2","1997","1997-Apr","1997Q02",6,6,199704,199702,"14","14"
1997-04-07 00:00:00.000,"07","Mon","4","Apr","2","1997","1997-Apr","1997Q02",7,0,199704,199702,"14","14"
1997-04-08 00:00:00.000,"08","Tue","4","Apr","2","1997","1997-Apr","1997Q02",8,1,199704,199702,"14","14"
1997-04-09 00:00:00.000,"09","Wed","4","Apr","2","1997","1997-Apr","1997Q02",9,2,199704,199702,"14","14"
1997-04-10 00:00:00.000,"10","Thu","4","Apr","2","1997","1997-Apr","1997Q02",10,3,199704,199702,"14","14"
1997-04-11 00:00:00.000,"11","Fri","4","Apr","2","1997","1997-Apr","1997Q02",11,4,199704,199702,"14","14"
1997-04-12 00:00:00.000,"12","Sat","4","Apr","2","1997","1997-Apr","1997Q02",12,5,199704,199702,"14","14"
1997-04-13 00:00:00.000,"13","Sun","4","Apr","2","1997","1997-Apr","1997Q02",13,6,199704,199702,"15","15"
1997-04-14 00:00:00.000,"14","Mon","4","Apr","2","1997","1997-Apr","1997Q02",14,0,199704,199702,"15","15"
1997-04-15 00:00:00.000,"15","Tue","4","Apr","2","1997","1997-Apr","1997Q02",15,1,199704,199702,"15","15"
1997-04-16 00:00:00.000,"16","Wed","4","Apr","2","1997","1997-Apr","1997Q02",16,2,199704,199702,"15","15"
1997-04-17 00:00:00.000,"17","Thu","4","Apr","2","1997","1997-Apr","1997Q02",17,3,199704,199702,"15","15"
1997-04-18 00:00:00.000,"18","Fri","4","Apr","2","1997","1997-Apr","1997Q02",18,4,199704,199702,"15","15"
1997-04-19 00:00:00.000,"19","Sat","4","Apr","2","1997","1997-Apr","1997Q02",19,5,199704,199702,"15","15"
1997-04-20 00:00:00.000,"20","Sun","4","Apr","2","1997","1997-Apr","1997Q02",20,6,199704,199702,"16","16"
1997-04-21 00:00:00.000,"21","Mon","4","Apr","2","1997","1997-Apr","1997Q02",21,0,199704,199702,"16","16"
1997-04-22 00:00:00.000,"22","Tue","4","Apr","2","1997","1997-Apr","1997Q02",22,1,199704,199702,"16","16"
1997-04-23 00:00:00.000,"23","Wed","4","Apr","2","1997","1997-Apr","1997Q02",23,2,199704,199702,"16","16"
1997-04-24 00:00:00.000,"24","Thu","4","Apr","2","1997","1997-Apr","1997Q02",24,3,199704,199702,"16","16"
1997-04-25 00:00:00.000,"25","Fri","4","Apr","2","1997","1997-Apr","1997Q02",25,4,199704,199702,"16","16"
1997-04-26 00:00:00.000,"26","Sat","4","Apr","2","1997","1997-Apr","1997Q02",26,5,199704,199702,"16","16"
1997-04-27 00:00:00.000,"27","Sun","4","Apr","2","1997","1997-Apr","1997Q02",27,6,199704,199702,"17","17"
1997-04-28 00:00:00.000,"28","Mon","4","Apr","2","1997","1997-Apr","1997Q02",28,0,199704,199702,"17","17"
1997-04-29 00:00:00.000,"29","Tue","4","Apr","2","1997","1997-Apr","1997Q02",29,1,199704,199702,"17","17"
1997-04-30 00:00:00.000,"30","Wed","4","Apr","2","1997","1997-Apr","1997Q02",30,2,199704,199702,"17","17"
1997-05-01 00:00:00.000,"01","Thu","5","May","2","1997","1997-May","1997Q02",1,3,199705,199702,"17","17"
1997-05-02 00:00:00.000,"02","Fri","5","May","2","1997","1997-May","1997Q02",2,4,199705,199702,"17","17"
1997-05-03 00:00:00.000,"03","Sat","5","May","2","1997","1997-May","1997Q02",3,5,199705,199702,"17","17"
1997-05-04 00:00:00.000,"04","Sun","5","May","2","1997","1997-May","1997Q02",4,6,199705,199702,"18","18"
1997-05-05 00:00:00.000,"05","Mon","5","May","2","1997","1997-May","1997Q02",5,0,199705,199702,"18","18"
1997-05-06 00:00:00.000,"06","Tue","5","May","2","1997","1997-May","1997Q02",6,1,199705,199702,"18","18"
1997-05-07 00:00:00.000,"07","Wed","5","May","2","1997","1997-May","1997Q02",7,2,199705,199702,"18","18"
1997-05-08 00:00:00.000,"08","Thu","5","May","2","1997","1997-May","1997Q02",8,3,199705,199702,"18","18"
1997-05-09 00:00:00.000,"09","Fri","5","May","2","1997","1997-May","1997Q02",9,4,199705,199702,"18","18"
1997-05-10 00:00:00.000,"10","Sat","5","May","2","1997","1997-May","1997Q02",10,5,199705,199702,"18","18"
1997-05-11 00:00:00.000,"11","Sun","5","May","2","1997","1997-May","1997Q02",11,6,199705,199702,"19","19"
1997-05-12 00:00:00.000,"12","Mon","5","May","2","1997","1997-May","1997Q02",12,0,199705,199702,"19","19"
1997-05-13 00:00:00.000,"13","Tue","5","May","2","1997","1997-May","1997Q02",13,1,199705,199702,"19","19"
1997-05-14 00:00:00.000,"14","Wed","5","May","2","1997","1997-May","1997Q02",14,2,199705,199702,"19","19"
1997-05-15 00:00:00.000,"15","Thu","5","May","2","1997","1997-May","1997Q02",15,3,199705,199702,"19","19"
1997-05-16 00:00:00.000,"16","Fri","5","May","2","1997","1997-May","1997Q02",16,4,199705,199702,"19","19"
1997-05-17 00:00:00.000,"17","Sat","5","May","2","1997","1997-May","1997Q02",17,5,199705,199702,"19","19"
1997-05-18 00:00:00.000,"18","Sun","5","May","2","1997","1997-May","1997Q02",18,6,199705,199702,"20","20"
1997-05-19 00:00:00.000,"19","Mon","5","May","2","1997","1997-May","1997Q02",19,0,199705,199702,"20","20"
1997-05-20 00:00:00.000,"20","Tue","5","May","2","1997","1997-May","1997Q02",20,1,199705,199702,"20","20"
1997-05-21 00:00:00.000,"21","Wed","5","May","2","1997","1997-May","1997Q02",21,2,199705,199702,"20","20"
1997-05-22 00:00:00.000,"22","Thu","5","May","2","1997","1997-May","1997Q02",22,3,199705,199702,"20","20"
1997-05-23 00:00:00.000,"23","Fri","5","May","2","1997","1997-May","1997Q02",23,4,199705,199702,"20","20"
1997-05-24 00:00:00.000,"24","Sat","5","May","2","1997","1997-May","1997Q02",24,5,199705,199702,"20","20"
1997-05-25 00:00:00.000,"25","Sun","5","May","2","1997","1997-May","1997Q02",25,6,199705,199702,"21","21"
1997-05-26 00:00:00.000,"26","Mon","5","May","2","1997","1997-May","1997Q02",26,0,199705,199702,"21","21"
1997-05-27 00:00:00.000,"27","Tue","5","May","2","1997","1997-May","1997Q02",27,1,199705,199702,"21","21"
1997-05-28 00:00:00.000,"28","Wed","5","May","2","1997","1997-May","1997Q02",28,2,199705,199702,"21","21"
1997-05-29 00:00:00.000,"29","Thu","5","May","2","1997","1997-May","1997Q02",29,3,199705,199702,"21","21"
1997-05-30 00:00:00.000,"30","Fri","5","May","2","1997","1997-May","1997Q02",30,4,199705,199702,"21","21"
1997-05-31 00:00:00.000,"31","Sat","5","May","2","1997","1997-May","1997Q02",31,5,199705,199702,"21","21"
1997-06-01 00:00:00.000,"01","Sun","6","Jun","2","1997","1997-Jun","1997Q02",1,6,199706,199702,"22","22"
1997-06-02 00:00:00.000,"02","Mon","6","Jun","2","1997","1997-Jun","1997Q02",2,0,199706,199702,"22","22"
1997-06-03 00:00:00.000,"03","Tue","6","Jun","2","1997","1997-Jun","1997Q02",3,1,199706,199702,"22","22"
1997-06-04 00:00:00.000,"04","Wed","6","Jun","2","1997","1997-Jun","1997Q02",4,2,199706,199702,"22","22"
1997-06-05 00:00:00.000,"05","Thu","6","Jun","2","1997","1997-Jun","1997Q02",5,3,199706,199702,"22","22"
1997-06-06 00:00:00.000,"06","Fri","6","Jun","2","1997","1997-Jun","1997Q02",6,4,199706,199702,"22","22"
1997-06-07 00:00:00.000,"07","Sat","6","Jun","2","1997","1997-Jun","1997Q02",7,5,199706,199702,"22","22"
1997-06-08 00:00:00.000,"08","Sun","6","Jun","2","1997","1997-Jun","1997Q02",8,6,199706,199702,"23","23"
1997-06-09 00:00:00.000,"09","Mon","6","Jun","2","1997","1997-Jun","1997Q02",9,0,199706,199702,"23","23"
1997-06-10 00:00:00.000,"10","Tue","6","Jun","2","1997","1997-Jun","1997Q02",10,1,199706,199702,"23","23"
1997-06-11 00:00:00.000,"11","Wed","6","Jun","2","1997","1997-Jun","1997Q02",11,2,199706,199702,"23","23"
1997-06-12 00:00:00.000,"12","Thu","6","Jun","2","1997","1997-Jun","1997Q02",12,3,199706,199702,"23","23"
1997-06-13 00:00:00.000,"13","Fri","6","Jun","2","1997","1997-Jun","1997Q02",13,4,199706,199702,"23","23"
1997-06-14 00:00:00.000,"14","Sat","6","Jun","2","1997","1997-Jun","1997Q02",14,5,199706,199702,"23","23"
1997-06-15 00:00:00.000,"15","Sun","6","Jun","2","1997","1997-Jun","1997Q02",15,6,199706,199702,"24","24"
1997-06-16 00:00:00.000,"16","Mon","6","Jun","2","1997","1997-Jun","1997Q02",16,0,199706,199702,"24","24"
1997-06-17 00:00:00.000,"17","Tue","6","Jun","2","1997","1997-Jun","1997Q02",17,1,199706,199702,"24","24"
1997-06-18 00:00:00.000,"18","Wed","6","Jun","2","1997","1997-Jun","1997Q02",18,2,199706,199702,"24","24"
1997-06-19 00:00:00.000,"19","Thu","6","Jun","2","1997","1997-Jun","1997Q02",19,3,199706,199702,"24","24"
1997-06-20 00:00:00.000,"20","Fri","6","Jun","2","1997","1997-Jun","1997Q02",20,4,199706,199702,"24","24"
1997-06-21 00:00:00.000,"21","Sat","6","Jun","2","1997","1997-Jun","1997Q02",21,5,199706,199702,"24","24"
1997-06-22 00:00:00.000,"22","Sun","6","Jun","2","1997","1997-Jun","1997Q02",22,6,199706,199702,"25","25"
1997-06-23 00:00:00.000,"23","Mon","6","Jun","2","1997","1997-Jun","1997Q02",23,0,199706,199702,"25","25"
1997-06-24 00:00:00.000,"24","Tue","6","Jun","2","1997","1997-Jun","1997Q02",24,1,199706,199702,"25","25"
1997-06-25 00:00:00.000,"25","Wed","6","Jun","2","1997","1997-Jun","1997Q02",25,2,199706,199702,"25","25"
1997-06-26 00:00:00.000,"26","Thu","6","Jun","2","1997","1997-Jun","1997Q02",26,3,199706,199702,"25","25"
1997-06-27 00:00:00.000,"27","Fri","6","Jun","2","1997","1997-Jun","1997Q02",27,4,199706,199702,"25","25"
1997-06-28 00:00:00.000,"28","Sat","6","Jun","2","1997","1997-Jun","1997Q02",28,5,199706,199702,"25","25"
1997-06-29 00:00:00.000,"29","Sun","6","Jun","2","1997","1997-Jun","1997Q02",29,6,199706,199702,"26","26"
1997-06-30 00:00:00.000,"30","Mon","6","Jun","2","1997","1997-Jun","1997Q02",30,0,199706,199702,"26","26"
1997-10-01 00:00:00.000,"01","Wed","10","Oct","4","1997","1997-Oct","1997Q04",1,2,199710,199704,"39","39"
1997-10-02 00:00:00.000,"02","Thu","10","Oct","4","1997","1997-Oct","1997Q04",2,3,199710,199704,"39","39"
1997-10-03 00:00:00.000,"03","Fri","10","Oct","4","1997","1997-Oct","1997Q04",3,4,199710,199704,"39","39"
1997-10-04 00:00:00.000,"04","Sat","10","Oct","4","1997","1997-Oct","1997Q04",4,5,199710,199704,"39","39"
1997-10-05 00:00:00.000,"05","Sun","10","Oct","4","1997","1997-Oct","1997Q04",5,6,199710,199704,"40","40"
1997-10-06 00:00:00.000,"06","Mon","10","Oct","4","1997","1997-Oct","1997Q04",6,0,199710,199704,"40","40"
1997-10-07 00:00:00.000,"07","Tue","10","Oct","4","1997","1997-Oct","1997Q04",7,1,199710,199704,"40","40"
1997-10-08 00:00:00.000,"08","Wed","10","Oct","4","1997","1997-Oct","1997Q04",8,2,199710,199704,"40","40"
1997-10-09 00:00:00.000,"09","Thu","10","Oct","4","1997","1997-Oct","1997Q04",9,3,199710,199704,"40","40"
1997-10-10 00:00:00.000,"10","Fri","10","Oct","4","1997","1997-Oct","1997Q04",10,4,199710,199704,"40","40"
1997-10-11 00:00:00.000,"11","Sat","10","Oct","4","1997","1997-Oct","1997Q04",11,5,199710,199704,"40","40"
1997-10-12 00:00:00.000,"12","Sun","10","Oct","4","1997","1997-Oct","1997Q04",12,6,199710,199704,"41","41"
1997-10-13 00:00:00.000,"13","Mon","10","Oct","4","1997","1997-Oct","1997Q04",13,0,199710,199704,"41","41"
1997-10-14 00:00:00.000,"14","Tue","10","Oct","4","1997","1997-Oct","1997Q04",14,1,199710,199704,"41","41"
1997-10-15 00:00:00.000,"15","Wed","10","Oct","4","1997","1997-Oct","1997Q04",15,2,199710,199704,"41","41"
1997-10-16 00:00:00.000,"16","Thu","10","Oct","4","1997","1997-Oct","1997Q04",16,3,199710,199704,"41","41"
1997-10-17 00:00:00.000,"17","Fri","10","Oct","4","1997","1997-Oct","1997Q04",17,4,199710,199704,"41","41"
1997-10-18 00:00:00.000,"18","Sat","10","Oct","4","1997","1997-Oct","1997Q04",18,5,199710,199704,"41","41"
1997-10-19 00:00:00.000,"19","Sun","10","Oct","4","1997","1997-Oct","1997Q04",19,6,199710,199704,"42","42"
1997-10-20 00:00:00.000,"20","Mon","10","Oct","4","1997","1997-Oct","1997Q04",20,0,199710,199704,"42","42"
1997-10-21 00:00:00.000,"21","Tue","10","Oct","4","1997","1997-Oct","1997Q04",21,1,199710,199704,"42","42"
1997-10-22 00:00:00.000,"22","Wed","10","Oct","4","1997","1997-Oct","1997Q04",22,2,199710,199704,"42","42"
1997-10-23 00:00:00.000,"23","Thu","10","Oct","4","1997","1997-Oct","1997Q04",23,3,199710,199704,"42","42"
1997-10-24 00:00:00.000,"24","Fri","10","Oct","4","1997","1997-Oct","1997Q04",24,4,199710,199704,"42","42"
1997-10-25 00:00:00.000,"25","Sat","10","Oct","4","1997","1997-Oct","1997Q04",25,5,199710,199704,"42","42"
1997-10-26 00:00:00.000,"26","Sun","10","Oct","4","1997","1997-Oct","1997Q04",26,6,199710,199704,"43","43"
1997-10-27 00:00:00.000,"27","Mon","10","Oct","4","1997","1997-Oct","1997Q04",27,0,199710,199704,"43","43"
1997-10-28 00:00:00.000,"28","Tue","10","Oct","4","1997","1997-Oct","1997Q04",28,1,199710,199704,"43","43"
1997-10-29 00:00:00.000,"29","Wed","10","Oct","4","1997","1997-Oct","1997Q04",29,2,199710,199704,"43","43"
1997-10-30 00:00:00.000,"30","Thu","10","Oct","4","1997","1997-Oct","1997Q04",30,3,199710,199704,"43","43"
1997-10-31 00:00:00.000,"31","Fri","10","Oct","4","1997","1997-Oct","1997Q04",31,4,199710,199704,"43","43"
1997-11-01 00:00:00.000,"01","Sat","11","Nov","4","1997","1997-Nov","1997Q04",1,5,199711,199704,"43","43"
1997-11-02 00:00:00.000,"02","Sun","11","Nov","4","1997","1997-Nov","1997Q04",2,6,199711,199704,"44","44"
1997-11-03 00:00:00.000,"03","Mon","11","Nov","4","1997","1997-Nov","1997Q04",3,0,199711,199704,"44","44"
1997-11-04 00:00:00.000,"04","Tue","11","Nov","4","1997","1997-Nov","1997Q04",4,1,199711,199704,"44","44"
1997-11-05 00:00:00.000,"05","Wed","11","Nov","4","1997","1997-Nov","1997Q04",5,2,199711,199704,"44","44"
1997-11-06 00:00:00.000,"06","Thu","11","Nov","4","1997","1997-Nov","1997Q04",6,3,199711,199704,"44","44"
1997-11-07 00:00:00.000,"07","Fri","11","Nov","4","1997","1997-Nov","1997Q04",7,4,199711,199704,"44","44"
1997-11-08 00:00:00.000,"08","Sat","11","Nov","4","1997","1997-Nov","1997Q04",8,5,199711,199704,"44","44"
1997-11-09 00:00:00.000,"09","Sun","11","Nov","4","1997","1997-Nov","1997Q04",9,6,199711,199704,"45","45"
1997-11-10 00:00:00.000,"10","Mon","11","Nov","4","1997","1997-Nov","1997Q04",10,0,199711,199704,"45","45"
1997-11-11 00:00:00.000,"11","Tue","11","Nov","4","1997","1997-Nov","1997Q04",11,1,199711,199704,"45","45"
