WELL_LEVEL_TYPE,OPERATOR,WELL_NAME_FKA,WELL_NAME,PROPERTY_NUMBER,WELL_STATUS,WELL_ORIENTATION,BASIN,COUNTY_SHL,STATE_SHL,PAD_NAME,PRIMARY_TARGET_FORMATION,PRODUCING_LATERAL_SLOT_NUMBER,LATITUDE_SHL,LONGITUDE_SHL,LATITUDE_BHL,LONGITUDE_BHL,COORDINATE_DATUM_SHL,COORDINATE_SOURCE_SHL,BLOCK_SHL,TOWNSHIP_SHL,SURVEY_NAME_SHL,SECTION_SHL,ABSTRACT_SHL,ELEVATION_GROUND,BATTERY,DRILLING_PERMIT_NUMBER,REGULATORY_LEASE_NAME,REGULATORY_FIELD,WELL_CLASS_NAME,SURFACE_SPUD_DATE_SHL,SURFACE_END_DATE_SHL,INTERMEDIATE_START_DATE,INTERMEDIATE_END_DATE,PILOT_START_DATE,PILOT_END_DATE,DRILLING_PRODUCTION_START_DATE,RIG_RELEASE_DATE,TOTAL_MEASURED_DEPTH,TOTAL_LATERAL_LENGTH,PRODUCING_METHOD,POP_DATE,FIRST_PRODUCTION_DATE,FOREMAN_NAME,PUMPER_NAME,ESI_ID,Actual Rig Release Date,Rig Released Pad Name,Actual Rig Days,!Test INT Date
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","WAYMORE 2-6-2815H","500388","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","HOWARD","TX","CANCELLED-PLANNED","LOWER SPRABERRY SHALE","15","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STRAIN RANCH 12-13-2509H","500376","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","MARTIN","TX","CANCELLED-PLANNED","SPRABERRY MIDDLE","9","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CHAR BRONC 8-20-6224H","522704424H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","24","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","DUSEK 45-4-2801H","4290020H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","SPRABERRY LOWER SHALE","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","OLIVER 39-34-4313H","500409","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B","13","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","JRS FARMS 30-4413H","205001H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","13","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BAST 34-39-4813H","534311H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP C2","13","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","VECTOR 30-19-4201H","5266002H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","WOLFCAMP A","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CURRIE 41-44-107H","500783","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","WOLFCAMP A","7","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","COUNCIL 27-27-4405H","527709H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","5","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CALVERLEY 36-25-4811H","500042","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","WOLFCAMP C2","11","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","RANDY JOHNSON 19-30-4802H","5842002H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP C1","2","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","KATHRYN 44-5-4411H","530418H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","11","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CURRIE 41-44-105H","500807","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","WOLFCAMP A","5","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","PATTERSON 5-8-4207H","500337","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","WOLFCAMP A","7","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CORMAC 17-20-4313H","9120004H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B","13","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","HALL 11-4209H","511804209H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP A","9","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","TERRELL 1-12-4215H","500222","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","MARTIN","TX","CANCELLED-PLANNED","WOLFCAMP A","15","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","PAIGE 13A-12A-4411H","500466","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","11","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","WILKINSON RANCH 34-1-A-4302H","500395","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","HOWARD","TX","CANCELLED-PLANNED","WOLFCAMP B","2","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","GRACE 45-4401H","545104211H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","DUSEK 45-4-2805H","4290022H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","SPRABERRY LOWER SHALE","5","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","RINGO 8-9-4303H","690812H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B","3","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BRYANS 26-35-4301H","500328","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","WOLFCAMP B","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","KATHRYN 44-5-4401H","530404H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","TOM GLAVINE 31-32-4411H","5001003H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","11","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","RANDY JOHNSON 19-30-A-4901H","500227","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP C3","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","VECTOR 30-19-2601H","500489","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","SPRABERRY MIDDLE","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","RINGO 8-9-4201H","690806H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP A","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","FRANKLIN 22B-22-4415H","526206H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","15","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","COUNCIL-MORGAN 27-4401H","5277001H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STRAIN RANCH 12-13-2809H","500378","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","MARTIN","TX","CANCELLED-PLANNED","SPRABERRY LOWER SHALE","9","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","COX 27-34-C-4205H","5160006H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","WOLFCAMP A","5","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","DEVIN 25-24-4403H","652020H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","3","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","WAYMORE 2-6-4207H","500389","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","HOWARD","TX","CANCELLED-PLANNED","WOLFCAMP A","7","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","JRS FARMS 24-25-4101H","505001H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","SPRABERRY LOWER","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","HUGH 27-4202H","512912H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP A","2","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CALVERLEY 36-25A-4205H","500037","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","WOLFCAMP A","5","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","FRANKLIN 22B-22-4215H","526204H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP A","15","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","TAYLOR 45-33-4303H","545307H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B","3","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","DUSEK 44-5-4201H","201006H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","MIDLAND","TX","CANCELLED-PLANNED","WOLFCAMP A","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BRYNLEE 9-8-4215H","690904418H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP A","15","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","TXL 45-2807H","809002001H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","SPRABERRY LOWER","7","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BATES 43-42-4409H","903122H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","9","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BATES 43-31-4303H","527005H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B","3","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","JACKSON 9-4-4215H","500616","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","WOLFCAMP A","15","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","JAMMER SLOAN 19-18-H-2815H","500352","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","MARTIN","TX","CANCELLED-PLANNED","SPRABERRY LOWER SHALE","15","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","LUCY LINDSAY 1-36-4812H","500657","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP C2","12","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","JRS FARMS 30-4214H","205002H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP A","14","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","RINGO 10-7-4211H","691004211H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP A","11","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
